"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"coordinate_id"	"provider"	"from"	"to"	"template"	"qmean"	"qmean_norm"	"url"	"mapid"	"id_mapping"	"chain"	"chain_new"	"id_mapping_chain"	"pident"	"mismatch"	"qstart2"	"qend2"	"sstart2"	"send2"	"Resolution"	"Coverage"	"pdb_length"	"locus"
"Q03020"	""	165	"5a9b17ed75daaa559c4227a3"	"PDB"	28	165	"5tre"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03020.pdb?from=28&to=165&template=5tre&provider=pdb"	"28_165_5tre_5a9b17ed75daaa559c4227a3"	"Q03020@5tre"	"a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x"	"n"	"Q03020@5tre@n"	100	0	5	142	28	165	15.6	0.83030303030303	137	"YPL135W"
"Q03020"	""	165	"5a9b17ed75daaa559c4227a3"	"PDB"	28	165	"5tre"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03020.pdb?from=28&to=165&template=5tre&provider=pdb"	"28_165_5tre_5a9b17ed75daaa559c4227a3"	"Q03020@5tre"	"a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x"	"o"	"Q03020@5tre@o"	100	0	5	142	28	165	15.6	0.83030303030303	137	"YPL135W"
"Q03020"	""	165	"5a9b17ed75daaa559c4227a3"	"PDB"	28	165	"5tre"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03020.pdb?from=28&to=165&template=5tre&provider=pdb"	"28_165_5tre_5a9b17ed75daaa559c4227a3"	"Q03020@5tre"	"a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x"	"p"	"Q03020@5tre@p"	100	0	5	142	28	165	15.6	0.83030303030303	137	"YPL135W"
"Q03020"	""	165	"5a9b17ed75daaa559c4227a3"	"PDB"	28	165	"5tre"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03020.pdb?from=28&to=165&template=5tre&provider=pdb"	"28_165_5tre_5a9b17ed75daaa559c4227a3"	"Q03020@5tre"	"a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x"	"q"	"Q03020@5tre@q"	100	0	5	142	28	165	15.6	0.83030303030303	137	"YPL135W"
"Q03020"	""	165	"5a9b17ed75daaa559c4227a3"	"PDB"	28	165	"5tre"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03020.pdb?from=28&to=165&template=5tre&provider=pdb"	"28_165_5tre_5a9b17ed75daaa559c4227a3"	"Q03020@5tre"	"a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x"	"r"	"Q03020@5tre@r"	100	0	5	142	28	165	15.6	0.83030303030303	137	"YPL135W"
"Q03020"	""	165	"5a9b17ed75daaa559c4227a3"	"PDB"	28	165	"5tre"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03020.pdb?from=28&to=165&template=5tre&provider=pdb"	"28_165_5tre_5a9b17ed75daaa559c4227a3"	"Q03020@5tre"	"a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x"	"s"	"Q03020@5tre@s"	100	0	5	142	28	165	15.6	0.83030303030303	137	"YPL135W"
"Q03020"	""	165	"5a9b17ed75daaa559c4227a3"	"PDB"	28	165	"5tre"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03020.pdb?from=28&to=165&template=5tre&provider=pdb"	"28_165_5tre_5a9b17ed75daaa559c4227a3"	"Q03020@5tre"	"a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x"	"t"	"Q03020@5tre@t"	100	0	5	142	28	165	15.6	0.83030303030303	137	"YPL135W"
"Q03020"	""	165	"5a9b17ed75daaa559c4227a3"	"PDB"	28	165	"5tre"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03020.pdb?from=28&to=165&template=5tre&provider=pdb"	"28_165_5tre_5a9b17ed75daaa559c4227a3"	"Q03020@5tre"	"a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x"	"u"	"Q03020@5tre@u"	100	0	5	142	28	165	15.6	0.83030303030303	137	"YPL135W"
"Q03020"	""	165	"5a9b17ed75daaa559c4227a3"	"PDB"	28	165	"5tre"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03020.pdb?from=28&to=165&template=5tre&provider=pdb"	"28_165_5tre_5a9b17ed75daaa559c4227a3"	"Q03020@5tre"	"a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x"	"v"	"Q03020@5tre@v"	100	0	5	142	28	165	15.6	0.83030303030303	137	"YPL135W"
"Q03020"	""	165	"5a9b17ed75daaa559c4227a3"	"PDB"	28	165	"5tre"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03020.pdb?from=28&to=165&template=5tre&provider=pdb"	"28_165_5tre_5a9b17ed75daaa559c4227a3"	"Q03020@5tre"	"a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x"	"w"	"Q03020@5tre@w"	100	0	5	142	28	165	15.6	0.83030303030303	137	"YPL135W"
"Q03020"	""	165	"5a9b17ed75daaa559c4227a3"	"PDB"	28	165	"5tre"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03020.pdb?from=28&to=165&template=5tre&provider=pdb"	"28_165_5tre_5a9b17ed75daaa559c4227a3"	"Q03020@5tre"	"a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x"	"x"	"Q03020@5tre@x"	100	0	5	142	28	165	15.6	0.83030303030303	137	"YPL135W"
"P47017"	""	172	"5a9b236475daaa73f498b0d3"	"PDB"	27	172	"4c92"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P47017.pdb?from=27&to=172&template=4c92&provider=pdb"	"27_172_4c92_5a9b236475daaa73f498b0d3"	"P47017@4c92"	"A"	"A"	"P47017@4c92@A"	100	0	1	130	43	172	2.299	0.75	129	"YJL124C"
"P40565"	""	148	"5a9b0a0b75daaa1a4781770b"	"PDB"	1	148	"5gm6-V-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40565.pdb?from=1&to=148&template=5gm6&provider=pdb"	"1_148_5gm6_5a9b0a0b75daaa1a4781770b"	"P40565@5gm6"	"V"	"V"	"P40565@5gm6@V"	100	0	1	128	2	129	3.5	0.858108108108108	127	"YIR005W"
"P53843"	""	298	"5b20b36d02efd02016e6d321"	"PDB"	1	193	"3ggz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P53843.pdb?from=1&to=193&template=3ggz&provider=pdb"	"1_193_3ggz_5b20b36d02efd02016e6d321"	"P53843@3ggz"	"A;B;C;D"	"D"	"P53843@3ggz@D"	100	0	1	188	5	192	3.8	0.62751677852349	187	"YNL265C"
"Q06511"	""	250	"5af28f3302efd0545e8150b4"	"PDB"	1	250	"6c0f"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q06511.pdb?from=1&to=250&template=6c0f&provider=pdb"	"1_250_6c0f_5af28f3302efd0545e8150b4"	"Q06511@6c0f"	"w"	"w"	"Q06511@6c0f@w"	100	0	1	70	174	243	3.7	0.276	69	"YPR143W"
"P07278"	""	416	"5a9b164b75daaa409d7fffb7"	"PDB"	171	416	"3of1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P07278.pdb?from=171&to=416&template=3of1&provider=pdb"	"171_416_3of1_5a9b164b75daaa409d7fffb7"	"P07278@3of1"	"A"	"A"	"P07278@3of1@A"	100	0	1	246	171	416	2.21	0.588942307692308	245	"YIL033C"
"P25515"	""	160	"5af290a902efd05d7c57540d"	"PDB"	1	160	"6c6l"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25515.pdb?from=1&to=160&template=6c6l&provider=pdb"	"1_160_6c6l_5af290a902efd05d7c57540d"	"P25515@6c6l"	"E;F;G;H;I;J;K;L"	"H"	"P25515@6c6l@H"	100	0	1	160	1	160	3.5	0.99375	159	"YEL027W"
"P25515"	""	160	"5af290a902efd05d7c57540d"	"PDB"	1	160	"6c6l"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25515.pdb?from=1&to=160&template=6c6l&provider=pdb"	"1_160_6c6l_5af290a902efd05d7c57540d"	"P25515@6c6l"	"E;F;G;H;I;J;K;L"	"K"	"P25515@6c6l@K"	100	0	1	160	1	160	3.5	0.99375	159	"YEL027W"
"P53150"	""	421	"5a9b09d375daaa1521d974fa"	"PDB"	1	246	"1z56"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P53150.pdb?from=1&to=246&template=1z56&provider=pdb"	"1_246_1z56_5a9b09d375daaa1521d974fa"	"P53150@1z56"	"A;B"	"A"	"P53150@1z56@A"	100	0	1	77	159	235	3.92	0.180522565320665	76	"YGL090W"
"P15700"	""	204	"5b20b3a202efd020e0c0e48f"	"PDB"	2	204	"1ukz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P15700.pdb?from=2&to=204&template=1ukz&provider=pdb"	"2_204_1ukz_5b20b3a202efd020e0c0e48f"	"P15700@1ukz"	"A"	"A"	"P15700@1ukz@A"	100	0	1	196	9	204	1.9	0.955882352941177	195	"YKL024C"
"P25298"	""	677	"5a9b121675daaa07d95945fe"	"PDB"	625	677	"2l9b"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25298.pdb?from=625&to=677&template=2l9b&provider=pdb"	"625_677_2l9b_5a9b121675daaa07d95945fe"	"P25298@2l9b"	"B"	"B"	"P25298@2l9b@B"	100	0	1	40	630	669	NA	0.0576070901033973	39	"YMR061W"
"P00724"	"P00724-1"	532	"5a9aff2475daaa7c72871e27"	"PDB"	21	532	"4eqv"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00724.pdb?from=21&to=532&template=4eqv&provider=pdb"	"21_532_4eqv_5a9aff2475daaa7c72871e27"	"P00724@4eqv"	"A;B;C;D;E;F;G;H"	"A"	"P00724@4eqv@A"	100	0	1	509	24	532	3.4	0.954887218045113	508	"YIL162W"
"P00724"	"P00724-1"	532	"5a9aff2475daaa7c72871e27"	"PDB"	21	532	"4eqv"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00724.pdb?from=21&to=532&template=4eqv&provider=pdb"	"21_532_4eqv_5a9aff2475daaa7c72871e27"	"P00724@4eqv"	"A;B;C;D;E;F;G;H"	"B"	"P00724@4eqv@B"	100	0	1	509	24	532	3.4	0.954887218045113	508	"YIL162W"
"P00724"	"P00724-1"	532	"5a9aff2475daaa7c72871e27"	"PDB"	21	532	"4eqv"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00724.pdb?from=21&to=532&template=4eqv&provider=pdb"	"21_532_4eqv_5a9aff2475daaa7c72871e27"	"P00724@4eqv"	"A;B;C;D;E;F;G;H"	"C"	"P00724@4eqv@C"	100	0	1	509	24	532	3.4	0.954887218045113	508	"YIL162W"
"P00724"	"P00724-1"	532	"5a9aff2475daaa7c72871e27"	"PDB"	21	532	"4eqv"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00724.pdb?from=21&to=532&template=4eqv&provider=pdb"	"21_532_4eqv_5a9aff2475daaa7c72871e27"	"P00724@4eqv"	"A;B;C;D;E;F;G;H"	"D"	"P00724@4eqv@D"	100	0	1	509	24	532	3.4	0.954887218045113	508	"YIL162W"
"P00724"	"P00724-1"	532	"5a9aff2475daaa7c72871e27"	"PDB"	21	532	"4eqv"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00724.pdb?from=21&to=532&template=4eqv&provider=pdb"	"21_532_4eqv_5a9aff2475daaa7c72871e27"	"P00724@4eqv"	"A;B;C;D;E;F;G;H"	"E"	"P00724@4eqv@E"	100	0	1	509	24	532	3.4	0.954887218045113	508	"YIL162W"
"P00724"	"P00724-1"	532	"5a9aff2475daaa7c72871e27"	"PDB"	21	532	"4eqv"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00724.pdb?from=21&to=532&template=4eqv&provider=pdb"	"21_532_4eqv_5a9aff2475daaa7c72871e27"	"P00724@4eqv"	"A;B;C;D;E;F;G;H"	"F"	"P00724@4eqv@F"	100	0	1	509	24	532	3.4	0.954887218045113	508	"YIL162W"
"P00724"	"P00724-1"	532	"5a9aff2475daaa7c72871e27"	"PDB"	21	532	"4eqv"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00724.pdb?from=21&to=532&template=4eqv&provider=pdb"	"21_532_4eqv_5a9aff2475daaa7c72871e27"	"P00724@4eqv"	"A;B;C;D;E;F;G;H"	"G"	"P00724@4eqv@G"	100	0	1	509	24	532	3.4	0.954887218045113	508	"YIL162W"
"P00724"	"P00724-1"	532	"5a9aff2475daaa7c72871e27"	"PDB"	21	532	"4eqv"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00724.pdb?from=21&to=532&template=4eqv&provider=pdb"	"21_532_4eqv_5a9aff2475daaa7c72871e27"	"P00724@4eqv"	"A;B;C;D;E;F;G;H"	"H"	"P00724@4eqv@H"	100	0	1	509	24	532	3.4	0.954887218045113	508	"YIL162W"
"P40357"	""	651	"5a9b254f75daaa100e77a422"	"PDB"	433	499	"3b5n"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40357.pdb?from=433&to=499&template=3b5n&provider=pdb"	"433_499_3b5n_5a9b254f75daaa100e77a422"	"P40357@3b5n"	"C;D;G;H;K;L"	"C"	"P40357@3b5n@C"	100	0	3	69	433	499	1.6	0.101382488479263	66	"YGR009C"
"P40357"	""	651	"5a9b254f75daaa100e77a422"	"PDB"	433	499	"3b5n"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40357.pdb?from=433&to=499&template=3b5n&provider=pdb"	"433_499_3b5n_5a9b254f75daaa100e77a422"	"P40357@3b5n"	"C;D;G;H;K;L"	"G"	"P40357@3b5n@G"	100	0	3	69	433	499	1.6	0.101382488479263	66	"YGR009C"
"P40357"	""	651	"5a9b254f75daaa100e77a422"	"PDB"	433	499	"3b5n"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40357.pdb?from=433&to=499&template=3b5n&provider=pdb"	"433_499_3b5n_5a9b254f75daaa100e77a422"	"P40357@3b5n"	"C;D;G;H;K;L"	"D"	"P40357@3b5n@D"	100	0	3	64	589	650	1.6	0.0937019969278034	61	"YGR009C"
"P32911"	""	108	"5b17a03c02efd04c48daadd9"	"PDB"	1	108	"3j81"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32911.pdb?from=1&to=108&template=3j81&provider=pdb"	"1_108_3j81_5b17a03c02efd04c48daadd9"	"P32911@3j81"	"m"	"m"	"P32911@3j81@m"	100	0	1	90	19	108	4	0.824074074074074	89	"YNL244C"
"P11986"	""	533	"5a9b1e4075daaa3242435035"	"PDB"	1	533	"1p1j"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P11986.pdb?from=1&to=533&template=1p1j&provider=pdb"	"1_533_1p1j_5a9b1e4075daaa3242435035"	"P11986@1p1j"	"A;B"	"A"	"P11986@1p1j@A"	100	0	1	525	9	533	1.7	0.983114446529081	524	"YJL153C"
"P23615"	""	1451	"5af290b902efd05dc5a46664"	"PDB"	1247	1451	"5vkl"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P23615.pdb?from=1247&to=1451&template=5vkl&provider=pdb"	"1247_1451_5vkl_5af290b902efd05dc5a46664"	"P23615@5vkl"	"A"	"A"	"P23615@5vkl@A"	100	0	1	202	1250	1451	2.198	0.138525155065472	201	"YGR116W"
"P23615"	""	1451	"5a9b197e75daaa6ad81806ec"	"PDB"	235	1259	"3psf"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P23615.pdb?from=235&to=1259&template=3psf&provider=pdb"	"235_1259_3psf_5a9b197e75daaa6ad81806ec"	"P23615@3psf"	"A"	"A"	"P23615@3psf@A"	100	0	797	826	1219	1248	2.59	0.019986216402481	29	"YGR116W"
"P23615"	""	1451	"5a9b205275daaa4cc89a92cb"	"PDB"	239	263	"3oak"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P23615.pdb?from=239&to=263&template=3oak&provider=pdb"	"239_263_3oak_5a9b205275daaa4cc89a92cb"	"P23615@3oak"	"C;D"	"C"	"P23615@3oak@C"	100	0	7	27	239	259	2.15	0.0137835975189524	20	"YGR116W"
"Q03713"	""	159	"5af28db202efd04b1b0a602d"	"PDB"	1	159	"5nf8"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03713.pdb?from=1&to=159&template=5nf8&provider=pdb"	"1_159_5nf8_5af28db202efd04b1b0a602d"	"Q03713@5nf8"	"A;B"	"A"	"Q03713@5nf8@A"	100	0	1	159	1	159	NA	0.993710691823899	158	"YML030W"
"Q03713"	""	159	"5af28db202efd04b1b0a602d"	"PDB"	1	159	"5nf8"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03713.pdb?from=1&to=159&template=5nf8&provider=pdb"	"1_159_5nf8_5af28db202efd04b1b0a602d"	"Q03713@5nf8"	"A;B"	"B"	"Q03713@5nf8@B"	100	0	1	159	1	159	NA	0.993710691823899	158	"YML030W"
"Q03195"	""	608	"5a9b24a175daaa05ad59021f"	"PDB"	1	608	"4crm"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03195.pdb?from=1&to=608&template=4crm&provider=pdb"	"1_608_4crm_5a9b24a175daaa05ad59021f"	"Q03195@4crm"	"P"	"P"	"Q03195@4crm@P"	100	0	1	608	1	608	8.75	0.998355263157895	607	"YDR091C"
"Q06142"	""	861	"5a9b234775daaa73f498acd4"	"PDB"	1	861	"3nd2"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q06142.pdb?from=1&to=861&template=3nd2&provider=pdb"	"1_861_3nd2_5a9b234775daaa73f498acd4"	"Q06142@3nd2"	"A"	"A"	"Q06142@3nd2@A"	100	0	1	861	1	861	2.4	0.99883855981417	860	"YLR347C"
"P38431"	"P38431-1"	405	"5a9b22e275daaa6eb64f0da8"	"PDB"	241	405	"2ful"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38431.pdb?from=241&to=405&template=2ful&provider=pdb"	"241_405_2ful_5a9b22e275daaa6eb64f0da8"	"P38431@2ful"	"A;B;C;D;E;F"	"A"	"P38431@2ful@A"	100	0	5	160	241	396	1.5	0.382716049382716	155	"YPR041W"
"Q12522"	""	245	"5a9afb6a75daaa47a8001e41"	"PDB"	1	245	"3jct-y-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12522.pdb?from=1&to=245&template=3jct&provider=pdb"	"1_245_3jct_5a9afb6a75daaa47a8001e41"	"Q12522@3jct"	"y"	"y"	"Q12522@3jct@y"	100	0	1	244	1	244	3.08	0.991836734693878	243	"YPR016C"
"P23301"	""	157	"5a9b088475daaa054ca0a770"	"PDB"	1	157	"3er0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P23301.pdb?from=1&to=157&template=3er0&provider=pdb"	"1_157_3er0_5a9b088475daaa054ca0a770"	"P23301@3er0"	"A;B"	"A"	"P23301@3er0@A"	100	0	1	146	12	157	3.35	0.923566878980892	145	"YEL034W"
"P07260"	""	213	"5a9b0dad75daaa4c7039f516"	"PDB"	1	213	"1ap8"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P07260.pdb?from=1&to=213&template=1ap8&provider=pdb"	"1_213_1ap8_5a9b0dad75daaa4c7039f516"	"P07260@1ap8"	"A"	"A"	"P07260@1ap8@A"	100	0	1	213	1	213	NA	0.995305164319249	212	"YOL139C"
"P32481"	""	527	"5a9b25cf75daaa15b4e62b3a"	"PDB"	410	527	"4zgn"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32481.pdb?from=410&to=527&template=4zgn&provider=pdb"	"410_527_4zgn_5a9b25cf75daaa15b4e62b3a"	"P32481@4zgn"	"B"	"B"	"P32481@4zgn@B"	100	0	1	103	423	525	2.9	0.193548387096774	102	"YER025W"
"P28000"	""	142	"5af28f8202efd056f0bf5404"	"PDB"	1	142	"6eu1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P28000.pdb?from=1&to=142&template=6eu1&provider=pdb"	"1_142_6eu1_5af28f8202efd056f0bf5404"	"P28000@6eu1"	"K"	"K"	"P28000@6eu1@K"	100	0	1	104	39	142	3.4	0.725352112676056	103	"YNL113W"
"Q01939"	""	405	"5a9b145875daaa2a7f9af312"	"PDB"	1	405	"5mpc-J-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q01939.pdb?from=1&to=405&template=5mpc&provider=pdb"	"1_405_5mpc_5a9b145875daaa2a7f9af312"	"Q01939@5mpc"	"J"	"J"	"Q01939@5mpc@J"	100	0	1	393	13	405	7.7	0.967901234567901	392	"YGL048C"
"P09064"	""	285	"5b17a03c02efd04c48daadd9"	"PDB"	1	285	"3j81"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P09064.pdb?from=1&to=285&template=3j81&provider=pdb"	"1_285_3j81_5b17a03c02efd04c48daadd9"	"P09064@3j81"	"l"	"l"	"P09064@3j81@l"	100	0	1	17	127	143	4	0.056140350877193	16	"YPL237W"
"P35718"	""	212	"5af28da302efd04ace6a2502"	"PDB"	1	212	"6eu0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P35718.pdb?from=1&to=212&template=6eu0&provider=pdb"	"1_212_6eu0_5af28da302efd04ace6a2502"	"P35718@6eu0"	"G"	"G"	"P35718@6eu0@G"	100	0	1	212	1	212	4	0.995283018867924	211	"YKL144C"
"P38202"	""	106	"5a9afb6a75daaa47a8001e41"	"PDB"	1	106	"3jct-z-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38202.pdb?from=1&to=106&template=3jct&provider=pdb"	"1_106_3jct_5a9afb6a75daaa47a8001e41"	"P38202@3jct"	"z"	"z"	"P38202@3jct@z"	100	0	1	55	2	56	3.08	0.509433962264151	54	"YBL028C"
"P11075"	""	2009	"5b20b28702efd01c9645d931"	"PDB"	824	1010	"4oiy"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P11075.pdb?from=824&to=1010&template=4oiy&provider=pdb"	"824_1010_4oiy_5b20b28702efd01c9645d931"	"P11075@4oiy"	"A;B"	"A"	"P11075@4oiy@A"	100	0	3	189	824	1010	1.5	0.09258337481334	186	"YDR170C"
"P0C2H6"	""	136	"5a9b284a75daaa3e7a40c7dc"	"PDB"	1	136	"5h4p-Z-bundle2"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0C2H6.pdb?from=1&to=136&template=5h4p&provider=pdb"	"1_136_5h4p_5a9b284a75daaa3e7a40c7dc"	"P0C2H6@5h4p"	"Z"	"Z"	"P0C2H6@5h4p@Z"	100	0	1	135	2	136	3.07	0.985294117647059	134	"YHR010W"
"Q07478"	""	446	"5a9b29b775daaa509398bea8"	"PDB"	61	446	"5sup"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q07478.pdb?from=61&to=446&template=5sup&provider=pdb"	"61_446_5sup_5a9b29b775daaa509398bea8"	"Q07478@5sup"	"A;B;C"	"A"	"Q07478@5sup@A"	100	0	1	383	62	444	2.6	0.856502242152466	382	"YDL084W"
"Q07478"	""	446	"5a9b29b775daaa509398bea8"	"PDB"	61	446	"5sup"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q07478.pdb?from=61&to=446&template=5sup&provider=pdb"	"61_446_5sup_5a9b29b775daaa509398bea8"	"Q07478@5sup"	"A;B;C"	"B"	"Q07478@5sup@B"	100	0	1	383	62	444	2.6	0.856502242152466	382	"YDL084W"
"P41734"	""	238	"5a9b227475daaa69b9cc2bcf"	"PDB"	1	238	"3mil"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P41734.pdb?from=1&to=238&template=3mil&provider=pdb"	"1_238_3mil_5a9b227475daaa69b9cc2bcf"	"P41734@3mil"	"A;B"	"A"	"P41734@3mil@A"	100	0	1	238	1	238	1.6	0.995798319327731	237	"YOR126C"
"P41734"	""	238	"5a9b227475daaa69b9cc2bcf"	"PDB"	1	238	"3mil"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P41734.pdb?from=1&to=238&template=3mil&provider=pdb"	"1_238_3mil_5a9b227475daaa69b9cc2bcf"	"P41734@3mil"	"A;B"	"B"	"P41734@3mil@B"	100	0	1	238	1	238	1.6	0.995798319327731	237	"YOR126C"
"Q03161"	""	297	"5a9b2a8275daaa5d6c2bb6f7"	"PDB"	1	297	"2ciq"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03161.pdb?from=1&to=297&template=2ciq&provider=pdb"	"1_297_2ciq_5a9b2a8275daaa5d6c2bb6f7"	"Q03161@2ciq"	"A"	"A"	"Q03161@2ciq@A"	100	0	1	287	2	288	1.7	0.962962962962963	286	"YMR099C"
"P38862"	""	630	"5a9b013175daaa18236f5580"	"PDB"	295	630	"3vh3"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38862.pdb?from=295&to=630&template=3vh3&provider=pdb"	"295_630_3vh3_5a9b013175daaa18236f5580"	"P38862@3vh3"	"A"	"A"	"P38862@3vh3@A"	100	0	2	320	295	613	2	0.504761904761905	318	"YHR171W"
"P38862"	""	630	"5a9b19f375daaa71aac41e26"	"PDB"	1	289	"3t7g"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38862.pdb?from=1&to=289&template=3t7g&provider=pdb"	"1_289_3t7g_5a9b19f375daaa71aac41e26"	"P38862@3t7g"	"A;B"	"A"	"P38862@3t7g@A"	100	0	1	286	3	288	2.08	0.452380952380952	285	"YHR171W"
"Q6WNK7"	""	96	"5a9b09d575daaa1521d97547"	"PDB"	1	96	"4wa6"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q6WNK7.pdb?from=1&to=96&template=4wa6&provider=pdb"	"1_96_4wa6_5a9b09d575daaa1521d97547"	"Q6WNK7@4wa6"	"B;F"	"B"	"Q6WNK7@4wa6@B"	100	0	1	96	1	96	2.36	0.989583333333333	95	"YBR111W-A"
"O13516"	""	197	"5af28ff202efd05995a7eaec"	"PDB"	1	197	"6fai"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/O13516.pdb?from=1&to=197&template=6fai&provider=pdb"	"1_197_6fai_5af28ff202efd05995a7eaec"	"O13516@6fai"	"J"	"J"	"O13516@6fai@J"	100	0	1	185	2	186	3.4	0.934010152284264	184	"YPL081W"
"Q6Q546"	""	73	"5a9b069e75daaa6a748b5e36"	"PDB"	1	73	"1m94"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q6Q546.pdb?from=1&to=73&template=1m94&provider=pdb"	"1_73_1m94_5a9b069e75daaa6a748b5e36"	"Q6Q546@1m94"	"A"	"A"	"Q6Q546@1m94@A"	100	0	1	73	1	73	NA	0.986301369863014	72	"YNR032C-A"
"P16649"	""	713	"5a9b0db775daaa4c7039f6b1"	"PDB"	1	92	"3vp8"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P16649.pdb?from=1&to=92&template=3vp8&provider=pdb"	"1_92_3vp8_5a9b0db775daaa4c7039f6b1"	"P16649@3vp8"	"A;B;C;D"	"B"	"P16649@3vp8@B"	100	0	1	80	2	81	1.91	0.110799438990182	79	"YCR084C"
