"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"uniprot_seq_md5"	"coordinate_id"	"provider"	"from"	"to"	"template"	"qmean"	"qmean_norm"	"seqid"	"url"	"mapid"	"Seq_similarity"	"Seq_identity"	"pdb_id2"	"Resolution"
"Q02891"	""	456	"0ae5a5923bf309cb4368d4af96c7eff8"	"5cd5d2d408cc8fb7e4688c4f"	"SWISSMODEL"	166	451	"4ufp.1.A"	-4.9956499083	0.5708482953	16.7938938141	"https://swissmodel.expasy.org/repository/uniprot/Q02891.pdb?provider=swissmodel&from=166&to=451&template=4ufp.1.A&provider=swissmodel"	"166_451_4ufp.1.A_5cd5d2d408cc8fb7e4688c4f"	"    0.28"	"    16.79"	"4ufp"	NA
"P32783"	""	436	"b2d0990542a58d64fd4f2e53746ce426"	"5cd58b9ed60c590a7590a90f"	"SWISSMODEL"	141	425	"5e8j.2.A"	-1.8053443603	0.7035229632	34.8148155212	"https://swissmodel.expasy.org/repository/uniprot/P32783.pdb?provider=swissmodel&from=141&to=425&template=5e8j.2.A&provider=swissmodel"	"141_425_5e8j.2.A_5cd58b9ed60c590a7590a90f"	"    0.36"	"    34.81"	"5e8j"	NA
"P53215"	""	237	"5d1a9f6e0e81d491943a9d3164ab7502"	"5cd694163b85d180f30e3a98"	"SWISSMODEL"	5	233	"5xox.1.A"	-2.6810169533	0.6705632381	100	"https://swissmodel.expasy.org/repository/uniprot/P53215.pdb?provider=swissmodel&from=5&to=233&template=5xox.1.A&provider=swissmodel"	"5_233_5xox.1.A_5cd694163b85d180f30e3a98"	"    0.62"	"    100.00"	"5xox"	NA
"Q07800"	""	427	"48f3bd60542b00d6843b7d6fbfd6f85a"	"5cd566c88fd6f9ae1f0b05b6"	"SWISSMODEL"	234	414	"2hhl.3.A"	-0.3812526635	0.7686379956	55.8011054993	"https://swissmodel.expasy.org/repository/uniprot/Q07800.pdb?provider=swissmodel&from=234&to=414&template=2hhl.3.A&provider=swissmodel"	"234_414_2hhl.3.A_5cd566c88fd6f9ae1f0b05b6"	"    0.46"	"    55.80"	"2hhl"	NA
"Q01159"	""	459	"126bbc4f831b709e4469d8794e35edcf"	"5cd5dc78d60c59ba3754da9d"	"SWISSMODEL"	11	415	"3kyh.1.C"	-4.2403104077	0.620094735	100	"https://swissmodel.expasy.org/repository/uniprot/Q01159.pdb?provider=swissmodel&from=11&to=415&template=3kyh.1.C&provider=swissmodel"	"11_415_3kyh.1.C_5cd5dc78d60c59ba3754da9d"	"    0.61"	"    100.00"	"3kyh"	NA
"Q08601"	""	432	"d6b41992f09ee10355719a42d94453e0"	"5cd57e03a03a1b6c0531c7fa"	"SWISSMODEL"	153	282	"5toq.1.A"	-4.966416781	0.5149058947	6.8376069069	"https://swissmodel.expasy.org/repository/uniprot/Q08601.pdb?provider=swissmodel&from=153&to=282&template=5toq.1.A&provider=swissmodel"	"153_282_5toq.1.A_5cd57e03a03a1b6c0531c7fa"	"    0.23"	"    6.84"	"5toq"	NA
"Q08601"	""	432	"d6b41992f09ee10355719a42d94453e0"	"5cd57e03a03a1b6c0531c7f6"	"SWISSMODEL"	93	432	"4f6p.1.A"	-1.9095770192	0.7084070998	99.7142868042	"https://swissmodel.expasy.org/repository/uniprot/Q08601.pdb?provider=swissmodel&from=93&to=432&template=4f6p.1.A&provider=swissmodel"	"93_432_4f6p.1.A_5cd57e03a03a1b6c0531c7f6"	"    0.61"	"    99.71"	"4f6p"	NA
"P25302"	""	1093	"86b7be62ff7d3b089ea2b5bae61acfa5"	"5cda4f549ffd1249fc5aa814"	"SWISSMODEL"	452	687	"4rly.1.A"	-4.2202693745	0.6052615144	20	"https://swissmodel.expasy.org/repository/uniprot/P25302.pdb?provider=swissmodel&from=452&to=687&template=4rly.1.A&provider=swissmodel"	"452_687_4rly.1.A_5cda4f549ffd1249fc5aa814"	"    0.30"	"    20.00"	"4rly"	NA
"P25302"	""	1093	"86b7be62ff7d3b089ea2b5bae61acfa5"	"5cda4f549ffd1249fc5aa810"	"SWISSMODEL"	441	688	"5le3.2.A"	-4.546088002	0.5844276423	18.5185184479	"https://swissmodel.expasy.org/repository/uniprot/P25302.pdb?provider=swissmodel&from=441&to=688&template=5le3.2.A&provider=swissmodel"	"441_688_5le3.2.A_5cda4f549ffd1249fc5aa810"	"    0.30"	"    18.52"	"5le3"	NA
"P25302"	""	1093	"86b7be62ff7d3b089ea2b5bae61acfa5"	"5cda4f539ffd1249fc5aa7f4"	"SWISSMODEL"	441	686	"5le4.1.A"	-3.9266334428	0.6113341069	17.9039306641	"https://swissmodel.expasy.org/repository/uniprot/P25302.pdb?provider=swissmodel&from=441&to=686&template=5le4.1.A&provider=swissmodel"	"441_686_5le4.1.A_5cda4f539ffd1249fc5aa7f4"	"    0.29"	"    17.90"	"5le4"	NA
"P25302"	""	1093	"86b7be62ff7d3b089ea2b5bae61acfa5"	"5cda4f539ffd1249fc5aa808"	"SWISSMODEL"	441	687	"5lee.1.A"	-4.0718447339	0.605951833	17.0305671692	"https://swissmodel.expasy.org/repository/uniprot/P25302.pdb?provider=swissmodel&from=441&to=687&template=5lee.1.A&provider=swissmodel"	"441_687_5lee.1.A_5cda4f539ffd1249fc5aa808"	"    0.29"	"    17.03"	"5lee"	NA
"P25302"	""	1093	"86b7be62ff7d3b089ea2b5bae61acfa5"	"5cda4f539ffd1249fc5aa7f8"	"SWISSMODEL"	441	687	"5lem.1.A"	-4.9446434682	0.5684613067	17.1171169281	"https://swissmodel.expasy.org/repository/uniprot/P25302.pdb?provider=swissmodel&from=441&to=687&template=5lem.1.A&provider=swissmodel"	"441_687_5lem.1.A_5cda4f539ffd1249fc5aa7f8"	"    0.29"	"    17.12"	"5lem"	NA
"P25302"	""	1093	"86b7be62ff7d3b089ea2b5bae61acfa5"	"5cda4f539ffd1249fc5aa7f0"	"SWISSMODEL"	441	689	"5lec.1.A"	-4.1784225749	0.5995525548	17.5115203857	"https://swissmodel.expasy.org/repository/uniprot/P25302.pdb?provider=swissmodel&from=441&to=689&template=5lec.1.A&provider=swissmodel"	"441_689_5lec.1.A_5cda4f539ffd1249fc5aa7f0"	"    0.29"	"    17.51"	"5lec"	NA
"P25302"	""	1093	"86b7be62ff7d3b089ea2b5bae61acfa5"	"5cda4f539ffd1249fc5aa7e8"	"SWISSMODEL"	451	688	"6f5e.1.A"	-4.5723169176	0.5894961133	20.0934581757	"https://swissmodel.expasy.org/repository/uniprot/P25302.pdb?provider=swissmodel&from=451&to=688&template=6f5e.1.A&provider=swissmodel"	"451_688_6f5e.1.A_5cda4f539ffd1249fc5aa7e8"	"    0.30"	"    20.09"	"6f5e"	NA
"P25302"	""	1093	"86b7be62ff7d3b089ea2b5bae61acfa5"	"5cda4f539ffd1249fc5aa800"	"SWISSMODEL"	441	687	"6f5e.1.A"	-4.6067103754	0.5829770123	17.1171169281	"https://swissmodel.expasy.org/repository/uniprot/P25302.pdb?provider=swissmodel&from=441&to=687&template=6f5e.1.A&provider=swissmodel"	"441_687_6f5e.1.A_5cda4f539ffd1249fc5aa800"	"    0.29"	"    17.12"	"6f5e"	NA
"P25302"	""	1093	"86b7be62ff7d3b089ea2b5bae61acfa5"	"5cda4f539ffd1249fc5aa7fc"	"SWISSMODEL"	441	687	"5ma9.1.B"	-4.4355408786	0.5903294915	19.8198204041	"https://swissmodel.expasy.org/repository/uniprot/P25302.pdb?provider=swissmodel&from=441&to=687&template=5ma9.1.B&provider=swissmodel"	"441_687_5ma9.1.B_5cda4f539ffd1249fc5aa7fc"	"    0.30"	"    19.82"	"5ma9"	NA
"P25302"	""	1093	"86b7be62ff7d3b089ea2b5bae61acfa5"	"5cda4f539ffd1249fc5aa7ec"	"SWISSMODEL"	441	687	"5le7.2.A"	-3.4780255617	0.6314589659	18.2608699799	"https://swissmodel.expasy.org/repository/uniprot/P25302.pdb?provider=swissmodel&from=441&to=687&template=5le7.2.A&provider=swissmodel"	"441_687_5le7.2.A_5cda4f539ffd1249fc5aa7ec"	"    0.29"	"    18.26"	"5le7"	NA
"P25302"	""	1093	"86b7be62ff7d3b089ea2b5bae61acfa5"	"5cda4f539ffd1249fc5aa804"	"SWISSMODEL"	441	688	"5jhq.3.A"	-3.3803192169	0.6346876322	16.9565219879	"https://swissmodel.expasy.org/repository/uniprot/P25302.pdb?provider=swissmodel&from=441&to=688&template=5jhq.3.A&provider=swissmodel"	"441_688_5jhq.3.A_5cda4f539ffd1249fc5aa804"	"    0.28"	"    16.96"	"5jhq"	NA
"P25302"	""	1093	"86b7be62ff7d3b089ea2b5bae61acfa5"	"5cda4f549ffd1249fc5aa80c"	"SWISSMODEL"	454	687	"5le6.1.A"	-4.5471442177	0.593437138	20.4651165009	"https://swissmodel.expasy.org/repository/uniprot/P25302.pdb?provider=swissmodel&from=454&to=687&template=5le6.1.A&provider=swissmodel"	"454_687_5le6.1.A_5cda4f549ffd1249fc5aa80c"	"    0.30"	"    20.47"	"5le6"	NA
"P38771"	""	230	"5e5d236b3e912997975b07a4e1c28a77"	"5cd6b5af3b85d12c94d1833e"	"SWISSMODEL"	46	230	"3j0d.1.K"	-3.2918068922	0.6437250035	22.0338973999	"https://swissmodel.expasy.org/repository/uniprot/P38771.pdb?provider=swissmodel&from=46&to=230&template=3j0d.1.K&provider=swissmodel"	"46_230_3j0d.1.K_5cd6b5af3b85d12c94d1833e"	"    0.33"	"    22.03"	"3j0d"	NA
"P38771"	""	230	"5e5d236b3e912997975b07a4e1c28a77"	"5cd6b5af3b85d12c94d1833a"	"SWISSMODEL"	48	230	"1dd5.1.A"	-1.2346932852	0.731783519	26.8571434021	"https://swissmodel.expasy.org/repository/uniprot/P38771.pdb?provider=swissmodel&from=48&to=230&template=1dd5.1.A&provider=swissmodel"	"48_230_1dd5.1.A_5cd6b5af3b85d12c94d1833a"	"    0.35"	"    26.86"	"1dd5"	NA
"Q01217"	""	863	"9426b739755355644db0d89189f8c5ea"	"5cd935d21a200ba7b98d0505"	"SWISSMODEL"	540	856	"3dr3.1.A"	-3.6760290282	0.634243285	30.3630371094	"https://swissmodel.expasy.org/repository/uniprot/Q01217.pdb?provider=swissmodel&from=540&to=856&template=3dr3.1.A&provider=swissmodel"	"540_856_3dr3.1.A_5cd935d21a200ba7b98d0505"	"    0.35"	"    30.36"	"3dr3"	NA
"Q01217"	""	863	"9426b739755355644db0d89189f8c5ea"	"5cd935d21a200ba7b98d0501"	"SWISSMODEL"	67	502	"4ab7.1.B"	-0.0887371912	0.7651866921	100	"https://swissmodel.expasy.org/repository/uniprot/Q01217.pdb?provider=swissmodel&from=67&to=502&template=4ab7.1.B&provider=swissmodel"	"67_502_4ab7.1.B_5cd935d21a200ba7b98d0501"	"    0.60"	"    100.00"	"4ab7"	NA
"P25453"	""	334	"31ee79758ca850e44dd1b6ce744c0526"	"5cd4ad121a200b5309149921"	"SWISSMODEL"	18	332	"2zub.1.B"	-1.429562051	0.716243873	43.3121032715	"https://swissmodel.expasy.org/repository/uniprot/P25453.pdb?provider=swissmodel&from=18&to=332&template=2zub.1.B&provider=swissmodel"	"18_332_2zub.1.B_5cd4ad121a200b5309149921"	"    0.41"	"    43.31"	"2zub"	NA
"P25453"	""	334	"31ee79758ca850e44dd1b6ce744c0526"	"5cd4ad121a200b5309149925"	"SWISSMODEL"	16	333	"2zuc.1.B"	-1.2860855373	0.7214810559	43.3121032715	"https://swissmodel.expasy.org/repository/uniprot/P25453.pdb?provider=swissmodel&from=16&to=333&template=2zuc.1.B&provider=swissmodel"	"16_333_2zuc.1.B_5cd4ad121a200b5309149925"	"    0.41"	"    43.31"	"2zuc"	NA
"P25453"	""	334	"31ee79758ca850e44dd1b6ce744c0526"	"5cd4ad121a200b530914991c"	"SWISSMODEL"	15	334	"5np7.1.C"	-3.0797560777	0.6560084537	50.1567382812	"https://swissmodel.expasy.org/repository/uniprot/P25453.pdb?provider=swissmodel&from=15&to=334&template=5np7.1.C&provider=swissmodel"	"15_334_5np7.1.C_5cd4ad121a200b530914991c"	"    0.43"	"    50.16"	"5np7"	NA
"P25451"	""	205	"71000215124485daf7d2bcc2504fb1e6"	"5cd73af8d60c59f75bd7fabd"	"SWISSMODEL"	2	205	"5wvk.1.J"	-0.8504907478	0.7477432487	100	"https://swissmodel.expasy.org/repository/uniprot/P25451.pdb?provider=swissmodel&from=2&to=205&template=5wvk.1.J&provider=swissmodel"	"2_205_5wvk.1.J_5cd73af8d60c59f75bd7fabd"	"    0.60"	"    100.00"	"5wvk"	NA
"P48837"	""	541	"135ab9e2d3571ef3d681af9697a6d07b"	"5cd6e1a008cc8f549e8bb5f4"	"SWISSMODEL"	397	536	"5cws.1.C"	-1.7486586958	0.6911424308	14.84375	"https://swissmodel.expasy.org/repository/uniprot/P48837.pdb?provider=swissmodel&from=397&to=536&template=5cws.1.C&provider=swissmodel"	"397_536_5cws.1.C_5cd6e1a008cc8f549e8bb5f4"	"    0.29"	"    14.84"	"5cws"	NA
"P48837"	""	541	"135ab9e2d3571ef3d681af9697a6d07b"	"5cd6e1a008cc8f549e8bb5f0"	"SWISSMODEL"	315	465	"1fu1.1.B"	-3.9517432583	0.581267303	16.2962970734	"https://swissmodel.expasy.org/repository/uniprot/P48837.pdb?provider=swissmodel&from=315&to=465&template=1fu1.1.B&provider=swissmodel"	"315_465_1fu1.1.B_5cd6e1a008cc8f549e8bb5f0"	"    0.28"	"    16.30"	"1fu1"	NA
"P48837"	""	541	"135ab9e2d3571ef3d681af9697a6d07b"	"5cd6e1a008cc8f549e8bb5e8"	"SWISSMODEL"	350	470	"5fd7.1.A"	-1.6461464074	0.699613264	9.0909090042	"https://swissmodel.expasy.org/repository/uniprot/P48837.pdb?provider=swissmodel&from=350&to=470&template=5fd7.1.A&provider=swissmodel"	"350_470_5fd7.1.A_5cd6e1a008cc8f549e8bb5e8"	"    0.26"	"    9.09"	"5fd7"	NA
"P48837"	""	541	"135ab9e2d3571ef3d681af9697a6d07b"	"5cd6e1a008cc8f549e8bb5e0"	"SWISSMODEL"	367	537	"4jeu.1.B"	-3.6944353289	0.6166496678	9.1503267288	"https://swissmodel.expasy.org/repository/uniprot/P48837.pdb?provider=swissmodel&from=367&to=537&template=4jeu.1.B&provider=swissmodel"	"367_537_4jeu.1.B_5cd6e1a008cc8f549e8bb5e0"	"    0.26"	"    9.15"	"4jeu"	NA
"P48837"	""	541	"135ab9e2d3571ef3d681af9697a6d07b"	"5cd6e1a008cc8f549e8bb5d8"	"SWISSMODEL"	367	537	"5m4y.2.A"	-4.3011868059	0.5889356525	9.5890407562	"https://swissmodel.expasy.org/repository/uniprot/P48837.pdb?provider=swissmodel&from=367&to=537&template=5m4y.2.A&provider=swissmodel"	"367_537_5m4y.2.A_5cd6e1a008cc8f549e8bb5d8"	"    0.25"	"    9.59"	"5m4y"	NA
"P48837"	""	541	"135ab9e2d3571ef3d681af9697a6d07b"	"5cd6e1a008cc8f549e8bb5ec"	"SWISSMODEL"	366	472	"6ixf.2.A"	-0.5376075302	0.766499094	14.4230766296	"https://swissmodel.expasy.org/repository/uniprot/P48837.pdb?provider=swissmodel&from=366&to=472&template=6ixf.2.A&provider=swissmodel"	"366_472_6ixf.2.A_5cd6e1a008cc8f549e8bb5ec"	"    0.28"	"    14.42"	"6ixf"	NA
"P48837"	""	541	"135ab9e2d3571ef3d681af9697a6d07b"	"5cd6e1a008cc8f549e8bb5e4"	"SWISSMODEL"	357	471	"5xg2.1.A"	0.8732074048	0.8386945093	18.4210529327	"https://swissmodel.expasy.org/repository/uniprot/P48837.pdb?provider=swissmodel&from=357&to=471&template=5xg2.1.A&provider=swissmodel"	"357_471_5xg2.1.A_5cd6e1a008cc8f549e8bb5e4"	"    0.28"	"    18.42"	"5xg2"	NA
"P48837"	""	541	"135ab9e2d3571ef3d681af9697a6d07b"	"5cd6e1a008cc8f549e8bb5d0"	"SWISSMODEL"	357	467	"6gap.1.C"	0.4124256354	0.8149974573	11.0091743469	"https://swissmodel.expasy.org/repository/uniprot/P48837.pdb?provider=swissmodel&from=357&to=467&template=6gap.1.C&provider=swissmodel"	"357_467_6gap.1.C_5cd6e1a008cc8f549e8bb5d0"	"    0.24"	"    11.01"	"6gap"	NA
"P48837"	""	541	"135ab9e2d3571ef3d681af9697a6d07b"	"5cd6e1a008cc8f549e8bb5d4"	"SWISSMODEL"	279	465	"4nqi.2.B"	-3.3761735302	0.6433340345	7.7922077179	"https://swissmodel.expasy.org/repository/uniprot/P48837.pdb?provider=swissmodel&from=279&to=465&template=4nqi.2.B&provider=swissmodel"	"279_465_4nqi.2.B_5cd6e1a008cc8f549e8bb5d4"	"    0.25"	"    7.79"	"4nqi"	NA
"P48837"	""	541	"135ab9e2d3571ef3d681af9697a6d07b"	"5cd6e1a008cc8f549e8bb5dc"	"SWISSMODEL"	287	537	"5cws.2.E"	-3.0294340306	0.6507816025	25.3112030029	"https://swissmodel.expasy.org/repository/uniprot/P48837.pdb?provider=swissmodel&from=287&to=537&template=5cws.2.E&provider=swissmodel"	"287_537_5cws.2.E_5cd6e1a008cc8f549e8bb5dc"	"    0.34"	"    25.31"	"5cws"	NA
"P24813"	""	409	"5658031c2e8d742c9c2f3385c672d6e2"	"5cd51e2608cc8f4a1c22b493"	"SWISSMODEL"	325	408	"1sse.1.B"	-7.0318728069	0.3578435683	30.1204814911	"https://swissmodel.expasy.org/repository/uniprot/P24813.pdb?provider=swissmodel&from=325&to=408&template=1sse.1.B&provider=swissmodel"	"325_408_1sse.1.B_5cd51e2608cc8f4a1c22b493"	"    0.36"	"    30.12"	"1sse"	NA
"P24813"	""	409	"5658031c2e8d742c9c2f3385c672d6e2"	"5cd51e2608cc8f4a1c22b48f"	"SWISSMODEL"	48	106	"5j0k.1.B"	-0.0711395124	0.7867694221	30.50847435	"https://swissmodel.expasy.org/repository/uniprot/P24813.pdb?provider=swissmodel&from=48&to=106&template=5j0k.1.B&provider=swissmodel"	"48_106_5j0k.1.B_5cd51e2608cc8f4a1c22b48f"	"    0.34"	"    30.51"	"5j0k"	NA
"P24813"	""	409	"5658031c2e8d742c9c2f3385c672d6e2"	"5cd51e2608cc8f4a1c22b48b"	"SWISSMODEL"	49	107	"1gd2.3.A"	-3.7135431628	0.5531748797	40	"https://swissmodel.expasy.org/repository/uniprot/P24813.pdb?provider=swissmodel&from=49&to=107&template=1gd2.3.A&provider=swissmodel"	"49_107_1gd2.3.A_5cd51e2608cc8f4a1c22b48b"	"    0.38"	"    40.00"	"1gd2"	NA
"Q03919"	""	77	"2ffee2482aaa9f6ab109ffb6ab54da58"	"5cdb4066d60c59bda7498254"	"SWISSMODEL"	1	76	"2n7k.1.A"	-1.9797844518	0.6594220387	58.4415588379	"https://swissmodel.expasy.org/repository/uniprot/Q03919.pdb?provider=swissmodel&from=1&to=76&template=2n7k.1.A&provider=swissmodel"	"1_76_2n7k.1.A_5cdb4066d60c59bda7498254"	"    0.47"	"    58.44"	"2n7k"	NA
"P39678"	""	833	"36889ac31dad1538f2183cbccb956644"	"5cd908a79ffd12027b047b51"	"SWISSMODEL"	355	580	"6cf6.1.B"	-2.7754233515	0.6650577362	19.2513370514	"https://swissmodel.expasy.org/repository/uniprot/P39678.pdb?provider=swissmodel&from=355&to=580&template=6cf6.1.B&provider=swissmodel"	"355_580_6cf6.1.B_5cd908a79ffd12027b047b51"	"    0.29"	"    19.25"	"6cf6"	NA
"P39678"	""	833	"36889ac31dad1538f2183cbccb956644"	"5cd908a79ffd12027b047b49"	"SWISSMODEL"	2	124	"1l3g.1.A"	-4.6026637919	0.5399312738	100	"https://swissmodel.expasy.org/repository/uniprot/P39678.pdb?provider=swissmodel&from=2&to=124&template=1l3g.1.A&provider=swissmodel"	"2_124_1l3g.1.A_5cd908a79ffd12027b047b49"	"    0.62"	"    100.00"	"1l3g"	NA
"P39678"	""	833	"36889ac31dad1538f2183cbccb956644"	"5cd908a69ffd12027b047b29"	"SWISSMODEL"	355	567	"5lea.1.A"	-4.8608107872	0.5827455516	23.5955047607	"https://swissmodel.expasy.org/repository/uniprot/P39678.pdb?provider=swissmodel&from=355&to=567&template=5lea.1.A&provider=swissmodel"	"355_567_5lea.1.A_5cd908a69ffd12027b047b29"	"    0.32"	"    23.60"	"5lea"	NA
"P39678"	""	833	"36889ac31dad1538f2183cbccb956644"	"5cd908a69ffd12027b047b31"	"SWISSMODEL"	381	547	"1sw6.1.A"	-1.6213174393	0.7103347398	31.1377239227	"https://swissmodel.expasy.org/repository/uniprot/P39678.pdb?provider=swissmodel&from=381&to=547&template=1sw6.1.A&provider=swissmodel"	"381_547_1sw6.1.A_5cd908a69ffd12027b047b31"	"    0.37"	"    31.14"	"1sw6"	NA
"P39678"	""	833	"36889ac31dad1538f2183cbccb956644"	"5cd908a79ffd12027b047b4d"	"SWISSMODEL"	355	585	"5lea.1.A"	-3.5384893455	0.6325614306	23.6180896759	"https://swissmodel.expasy.org/repository/uniprot/P39678.pdb?provider=swissmodel&from=355&to=585&template=5lea.1.A&provider=swissmodel"	"355_585_5lea.1.A_5cd908a79ffd12027b047b4d"	"    0.32"	"    23.62"	"5lea"	NA
"P39678"	""	833	"36889ac31dad1538f2183cbccb956644"	"5cd908a69ffd12027b047b35"	"SWISSMODEL"	355	584	"5lem.1.A"	-4.9807573556	0.5719623393	22.0512828827	"https://swissmodel.expasy.org/repository/uniprot/P39678.pdb?provider=swissmodel&from=355&to=584&template=5lem.1.A&provider=swissmodel"	"355_584_5lem.1.A_5cd908a69ffd12027b047b35"	"    0.31"	"    22.05"	"5lem"	NA
"P39678"	""	833	"36889ac31dad1538f2183cbccb956644"	"5cd908a69ffd12027b047b39"	"SWISSMODEL"	352	587	"5lel.3.A"	-3.9015398354	0.6186406149	25.2577323914	"https://swissmodel.expasy.org/repository/uniprot/P39678.pdb?provider=swissmodel&from=352&to=587&template=5lel.3.A&provider=swissmodel"	"352_587_5lel.3.A_5cd908a69ffd12027b047b39"	"    0.32"	"    25.26"	"5lel"	NA
"P39678"	""	833	"36889ac31dad1538f2183cbccb956644"	"5cd908a69ffd12027b047b3d"	"SWISSMODEL"	353	585	"5le7.2.A"	-3.0804898028	0.6538979698	21.8905467987	"https://swissmodel.expasy.org/repository/uniprot/P39678.pdb?provider=swissmodel&from=353&to=585&template=5le7.2.A&provider=swissmodel"	"353_585_5le7.2.A_5cd908a69ffd12027b047b3d"	"    0.31"	"    21.89"	"5le7"	NA
"P39678"	""	833	"36889ac31dad1538f2183cbccb956644"	"5cd908a69ffd12027b047b21"	"SWISSMODEL"	355	581	"1s70.1.B"	-4.7871585349	0.5792611606	18.4615383148	"https://swissmodel.expasy.org/repository/uniprot/P39678.pdb?provider=swissmodel&from=355&to=581&template=1s70.1.B&provider=swissmodel"	"355_581_1s70.1.B_5cd908a69ffd12027b047b21"	"    0.29"	"    18.46"	"1s70"	NA
"P39678"	""	833	"36889ac31dad1538f2183cbccb956644"	"5cd908a69ffd12027b047b41"	"SWISSMODEL"	391	588	"6cf6.1.B"	-3.3807590645	0.6448670559	18.8172035217	"https://swissmodel.expasy.org/repository/uniprot/P39678.pdb?provider=swissmodel&from=391&to=588&template=6cf6.1.B&provider=swissmodel"	"391_588_6cf6.1.B_5cd908a69ffd12027b047b41"	"    0.30"	"    18.82"	"6cf6"	NA
"P39678"	""	833	"36889ac31dad1538f2183cbccb956644"	"5cd908a69ffd12027b047b2d"	"SWISSMODEL"	354	584	"5lw1.1.A"	-4.1746956249	0.605624764	22.6130657196	"https://swissmodel.expasy.org/repository/uniprot/P39678.pdb?provider=swissmodel&from=354&to=584&template=5lw1.1.A&provider=swissmodel"	"354_584_5lw1.1.A_5cd908a69ffd12027b047b2d"	"    0.31"	"    22.61"	"5lw1"	NA
"P39678"	""	833	"36889ac31dad1538f2183cbccb956644"	"5cd908a69ffd12027b047b25"	"SWISSMODEL"	391	587	"5leb.1.A"	-2.1779523394	0.6953274802	21.9780216217	"https://swissmodel.expasy.org/repository/uniprot/P39678.pdb?provider=swissmodel&from=391&to=587&template=5leb.1.A&provider=swissmodel"	"391_587_5leb.1.A_5cd908a69ffd12027b047b25"	"    0.31"	"    21.98"	"5leb"	NA
"P39678"	""	833	"36889ac31dad1538f2183cbccb956644"	"5cd908a79ffd12027b047b45"	"SWISSMODEL"	355	585	"5lel.3.A"	-3.9468195028	0.615272929	21.6494846344	"https://swissmodel.expasy.org/repository/uniprot/P39678.pdb?provider=swissmodel&from=355&to=585&template=5lel.3.A&provider=swissmodel"	"355_585_5lel.3.A_5cd908a79ffd12027b047b45"	"    0.31"	"    21.65"	"5lel"	NA
"Q9ZZW7"	""	517	"d270c0cbc18776e829966885e2b01837"	"5cd699449ffd12ca8ae59247"	"SWISSMODEL"	257	517	"2ab5.1.A"	-1.1621796047	0.7335702186	95.0191574097	"https://swissmodel.expasy.org/repository/uniprot/Q9ZZW7.pdb?provider=swissmodel&from=257&to=517&template=2ab5.1.A&provider=swissmodel"	"257_517_2ab5.1.A_5cd699449ffd12ca8ae59247"	"    0.59"	"    95.02"	"2ab5"	NA
"Q9ZZW7"	""	517	"d270c0cbc18776e829966885e2b01837"	"5cd699449ffd12ca8ae59243"	"SWISSMODEL"	1	180	"1kb9.1.C"	-3.0791859681	0.6514114997	93.888885498	"https://swissmodel.expasy.org/repository/uniprot/Q9ZZW7.pdb?provider=swissmodel&from=1&to=180&template=1kb9.1.C&provider=swissmodel"	"1_180_1kb9.1.C_5cd699449ffd12ca8ae59243"	"    0.60"	"    93.89"	"1kb9"	NA
"P03879"	""	638	"3152cdfc14f3c2f901081bad5a495dea"	"5cd7b53e9ffd12bbcea6a6c0"	"SWISSMODEL"	401	625	"5e5s.1.A"	-1.9907549584	0.6985170946	20.6278018951	"https://swissmodel.expasy.org/repository/uniprot/P03879.pdb?provider=swissmodel&from=401&to=625&template=5e5s.1.A&provider=swissmodel"	"401_625_5e5s.1.A_5cd7b53e9ffd12bbcea6a6c0"	"    0.30"	"    20.63"	"5e5s"	NA
"P03879"	""	638	"3152cdfc14f3c2f901081bad5a495dea"	"5cd7b53e9ffd12bbcea6a6bc"	"SWISSMODEL"	1	253	"6hu9.1.M"	-3.0449552357	0.650212476	99.6047439575	"https://swissmodel.expasy.org/repository/uniprot/P03879.pdb?provider=swissmodel&from=1&to=253&template=6hu9.1.M&provider=swissmodel"	"1_253_6hu9.1.M_5cd7b53e9ffd12bbcea6a6bc"	"    0.61"	"    99.60"	"6hu9"	NA
"P30952"	""	554	"a8a0d1b0f2138ee2dad5fc523ea5dcf9"	"5cd70148d60c597ef0bb476a"	"SWISSMODEL"	8	541	"3cux.1.A"	-3.1111140636	0.6621509326	50.669216156	"https://swissmodel.expasy.org/repository/uniprot/P30952.pdb?provider=swissmodel&from=8&to=541&template=3cux.1.A&provider=swissmodel"	"8_541_3cux.1.A_5cd70148d60c597ef0bb476a"	"    0.44"	"    50.67"	"3cux"	NA
"P30952"	""	554	"a8a0d1b0f2138ee2dad5fc523ea5dcf9"	"5cd70148d60c597ef0bb4766"	"SWISSMODEL"	15	534	"3cuz.1.A"	-2.688104568	0.6831243983	47.5442047119	"https://swissmodel.expasy.org/repository/uniprot/P30952.pdb?provider=swissmodel&from=15&to=534&template=3cuz.1.A&provider=swissmodel"	"15_534_3cuz.1.A_5cd70148d60c597ef0bb4766"	"    0.43"	"    47.54"	"3cuz"	NA
"P32904"	""	214	"10d33364aaa18f55a875ce9fe97eaa26"	"5cd709e79ffd12fe80c745f1"	"SWISSMODEL"	17	212	"5mrc.5.A"	0.3846609283	0.7997071579	100	"https://swissmodel.expasy.org/repository/uniprot/P32904.pdb?provider=swissmodel&from=17&to=212&template=5mrc.5.A&provider=swissmodel"	"17_212_5mrc.5.A_5cd709e79ffd12fe80c745f1"	"    0.60"	"    100.00"	"5mrc"	NA
