	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041743_Candida_hawaiiana
429	OG0000429	YHR123W, YNL130C	augustus_masked-flattened_line_2-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.55&CDS=1-1185
430	OG0000430	YHR131C, YNL144C	augustus_masked-flattened_line_18-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.30&CDS=1-1890
431	OG0000431	YHR132W-A, YNL157W	augustus_masked-flattened_line_2-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.4&CDS=1-369
432	OG0000432	YHR133C, YNL156C	snap_masked-flattened_line_2-processed-gene-6.106-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.106&CDS=1-861
433	OG0000433	YHR141C, YNL162W	augustus_masked-flattened_line_60-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.94&CDS=1-318
434	OG0000434	YHR146W, YNL173C	maker-flattened_line_48-snap-gene-0.172-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.172&CDS=1-1602
435	OG0000435	YHR155W, YNL257C	snap_masked-flattened_line_24-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.19&CDS=1-3630
436	OG0000436	YHR179W, YPL171C	augustus_masked-flattened_line_32-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.130&CDS=1-1281
437	OG0000437	YHR198C, YHR199C	augustus_masked-flattened_line_2-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.100&CDS=1-843
438	OG0000438	YIL085C, YNL029C	augustus_masked-flattened_line_20-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.69&CDS=1-1740
439	OG0000439	YIL105C, YNL047C	augustus_masked-flattened_line_16-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.77&CDS=1-2409
440	OG0000440	YIL110W	augustus_masked-flattened_line_2-processed-gene-9.177-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.177&CDS=1-1044, snap_masked-flattened_line_296-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_296-processed-gene-0.0&CDS=1-249
441	OG0000441	YIL111W, YNL052W	augustus_masked-flattened_line_14-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.0&CDS=1-447
442	OG0000442	YIL114C, YNL055C	augustus_masked-flattened_line_2-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.90&CDS=1-846
443	OG0000443	YIL133C, YNL069C	augustus_masked-flattened_line_64-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.36&CDS=1-600
444	OG0000444	YIL135C, YNL074C	augustus_masked-flattened_line_20-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.64&CDS=1-1161
445	OG0000445	YIL149C, YKR095W	augustus_masked-flattened_line_16-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.12&CDS=1-5337
446	OG0000446	YIL151C, YKR096W	augustus_masked-flattened_line_16-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.24&CDS=1-3744
447	OG0000447	YIL156W, YKR098C	augustus_masked-flattened_line_22-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.36&CDS=1-2508
448	OG0000448	YIR013C, YLR013W	augustus_masked-flattened_line_8-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.110&CDS=1-885
449	OG0000449	YIR017C	genemark-flattened_line_20-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.126&CDS=1-597, maker-flattened_line_2-snap-gene-3.37-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.37&CDS=1-1056
450	OG0000450	YIR031C, YNL117W	augustus_masked-flattened_line_12-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.19&CDS=1-1653
451	OG0000451	YIR033W, YKL020C	augustus_masked-flattened_line_0-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.24&CDS=1-3279
452	OG0000452	YIR035C, YIR036C	augustus_masked-flattened_line_16-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.15&CDS=1-759
453	OG0000453	YIR038C	augustus_masked-flattened_line_42-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.120&CDS=1-753, augustus_masked-flattened_line_42-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.83&CDS=1-729
454	OG0000454	YJL076W, YKR010C	augustus_masked-flattened_line_16-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.40&CDS=1-4845
455	OG0000455	YJL082W, YKR018C	augustus_masked-flattened_line_14-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.72&CDS=1-2610
456	OG0000456	YJL083W, YKR019C	augustus_masked-flattened_line_42-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.116&CDS=1-1647
457	OG0000457	YJL084C, YKR021W	augustus_masked-flattened_line_4-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.52&CDS=1-2664
458	OG0000458	YJL097W	augustus_masked-flattened_line_34-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.174&CDS=1-606, augustus_masked-flattened_line_38-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.98&CDS=1-645
459	OG0000459	YJL133W, YKR052C	augustus_masked-flattened_line_2-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.68&CDS=1-966
460	OG0000460	YJL134W, YKR053C	augustus_masked-flattened_line_16-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.50&CDS=1-1491
461	OG0000461	YJL177W, YKL180W	augustus_masked-flattened_line_2-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.81&CDS=1-552
462	OG0000462	YJL190C	augustus_masked-flattened_line_2-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.19&CDS=1-390, maker-flattened_line_26-augustus-gene-1.2-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-1.2&CDS=1-390
463	OG0000463	YJR019C	genemark-flattened_line_50-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.29&CDS=1-1017, maker-flattened_line_50-snap-gene-0.131-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.131&CDS=1-1923
464	OG0000464	YJR044C	augustus_masked-flattened_line_14-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.76&CDS=1-420, augustus_masked-flattened_line_14-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.25&CDS=1-447
465	OG0000465	YJR054W, YML047C	augustus_masked-flattened_line_28-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.48&CDS=1-1614
466	OG0000466	YJR059W, YKL198C	augustus_masked-flattened_line_24-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.16&CDS=1-2241
467	OG0000467	YJR091C, YPR042C	augustus_masked-flattened_line_22-processed-gene-2.227-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.227&CDS=1-3126
468	OG0000468	YJR094W-A, YPR043W	augustus_masked-flattened_line_22-processed-gene-2.225-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.225&CDS=1-360
469	OG0000469	YJR130C, YML082W	augustus_masked-flattened_line_14-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.97&CDS=1-1785
470	OG0000470	YKL040C	augustus_masked-flattened_line_10-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.67&CDS=1-705, augustus_masked-flattened_line_16-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.26&CDS=1-738
471	OG0000471	YKL068W, YMR047C	augustus_masked-flattened_line_32-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.167&CDS=1-3009
472	OG0000472	YKL072W, YMR053C	genemark-flattened_line_2-processed-gene-9.54-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.54&CDS=1-2997
473	OG0000473	YKL081W, YPL048W	genemark-flattened_line_10-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.23&CDS=1-1230
474	OG0000474	YKL103C	augustus_masked-flattened_line_18-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.37&CDS=1-1878, augustus_masked-flattened_line_6-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.128&CDS=1-1545
475	OG0000475	YKL121W, YMR102C	snap_masked-flattened_line_0-processed-gene-9.18-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.18&CDS=1-2217
476	OG0000476	YKL127W, YMR105C	augustus_masked-flattened_line_18-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.32&CDS=1-1659
477	OG0000477	YKL128C	augustus_masked-flattened_line_32-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.77&CDS=1-930, augustus_masked-flattened_line_44-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.7&CDS=1-963
478	OG0000478	YKL132C, YMR113W	snap_masked-flattened_line_28-processed-gene-1.178-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.178&CDS=1-798
479	OG0000479	YKL133C, YMR115W	augustus_masked-flattened_line_10-processed-gene-5.147-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.147&CDS=1-1401
480	OG0000480	YKL141W, YMR118C	augustus_masked-flattened_line_22-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.19&CDS=1-513
481	OG0000481	YKL192C	augustus_masked-flattened_line_2-processed-gene-9.125-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.125&CDS=1-351, augustus_masked-flattened_line_26-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.105&CDS=1-345
482	OG0000482	YKR042W	augustus_masked-flattened_line_12-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.77&CDS=1-972, augustus_masked-flattened_line_24-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.27&CDS=1-1293
483	OG0000483	YKR076W, YMR251W	augustus_masked-flattened_line_2-processed-gene-9.139-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.139&CDS=1-987
484	OG0000484	YKR089C, YOR081C	augustus_masked-flattened_line_0-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.34&CDS=1-2781
485	OG0000485	YLL012W, YLR020C	augustus_masked-flattened_line_2-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.69&CDS=1-1557
486	OG0000486	YLL016W, YLR310C	augustus_masked-flattened_line_18-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.20&CDS=1-4014
487	OG0000487	YLL029W	augustus_masked-flattened_line_48-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.90&CDS=1-2109, genemark-flattened_line_28-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.15&CDS=1-1977
488	OG0000488	YLR029C, YMR121C	augustus_masked-flattened_line_2-processed-gene-9.108-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.108&CDS=1-612
489	OG0000489	YLR034C	augustus_masked-flattened_line_16-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.25&CDS=1-1566, maker-flattened_line_54-augustus-gene-0.89-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.89&CDS=1-2400
490	OG0000490	YLR109W	augustus_masked-flattened_line_0-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.16&CDS=1-564, augustus_masked-flattened_line_24-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.128&CDS=1-528
491	OG0000491	YLR130C	augustus_masked-flattened_line_14-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.70&CDS=1-1068, genemark-flattened_line_4-processed-gene-4.22-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.22&CDS=1-1107
492	OG0000492	YLR174W	augustus_masked-flattened_line_0-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.65&CDS=1-1230, genemark-flattened_line_44-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.76&CDS=1-1323
493	OG0000493	YLR241W	augustus_masked-flattened_line_2-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.10&CDS=1-2616, augustus_masked-flattened_line_20-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.67&CDS=1-2550
494	OG0000494	YLR248W	augustus_masked-flattened_line_28-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.66&CDS=1-1779, genemark-flattened_line_6-processed-gene-4.68-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.68&CDS=1-1578
495	OG0000495	YLR251W	augustus_masked-flattened_line_54-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.2&CDS=1-687, augustus_masked-flattened_line_54-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.3&CDS=1-606
496	OG0000496	YLR260W, YOR171C	augustus_masked-flattened_line_14-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.9&CDS=1-1428
497	OG0000497	YLR264W, YOR167C	augustus_masked-flattened_line_20-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.62&CDS=1-201
498	OG0000498	YLR270W, YOR173W	augustus_masked-flattened_line_60-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.85&CDS=1-852
499	OG0000499	YLR286C	augustus_masked-flattened_line_2-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.109&CDS=1-963, snap_masked-flattened_line_6-processed-gene-6.42-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.42&CDS=1-918
500	OG0000500	YLR287C-A, YOR182C	maker-flattened_line_28-snap-gene-1.205-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-1.205&CDS=1-765
501	OG0000501	YLR300W, YOR190W	augustus_masked-flattened_line_20-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.33&CDS=1-1233
502	OG0000502	YLR433C, YML057W	augustus_masked-flattened_line_10-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.61&CDS=1-3051
503	OG0000503	YLR441C	augustus_masked-flattened_line_10-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.58&CDS=1-768, genemark-flattened_line_20-processed-gene-2.74-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.74&CDS=1-768
504	OG0000504	YLR450W, YML075C	augustus_masked-flattened_line_14-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.98&CDS=1-3078
505	OG0000505	YLR456W, YPR172W	augustus_masked-flattened_line_38-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.87&CDS=1-513
506	OG0000506	YML054C	augustus_masked-flattened_line_62-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.44&CDS=1-1668, genemark-flattened_line_10-processed-gene-2.11-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.11&CDS=1-1704
507	OG0000507	YML085C, YML124C	maker-flattened_line_6-augustus-gene-2.87-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.87&CDS=1-2310
508	OG0000508	YML100W, YMR261C	augustus_masked-flattened_line_2-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.74&CDS=1-3165
509	OG0000509	YML106W, YMR271C	genemark-flattened_line_0-processed-gene-5.52-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.52&CDS=1-678
510	OG0000510	YML109W, YMR273C	augustus_masked-flattened_line_0-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.19&CDS=1-3807
511	OG0000511	YML118W, YMR285C	augustus_masked-flattened_line_48-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.66&CDS=1-1257
512	OG0000512	YML131W	augustus_masked-flattened_line_4-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.37&CDS=1-1089, genemark-flattened_line_14-processed-gene-4.77-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.77&CDS=1-1050
513	OG0000513	YMR020W	augustus_masked-flattened_line_24-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.121&CDS=1-1428, genemark-flattened_line_24-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.10&CDS=1-1371
514	OG0000514	YMR058W	augustus_masked-flattened_line_12-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.63&CDS=1-1857, augustus_masked-flattened_line_38-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.112&CDS=1-2544
515	OG0000515	YMR119W, YNL008C	augustus_masked-flattened_line_10-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.50&CDS=1-2310
516	OG0000516	YMR155W	augustus_masked-flattened_line_0-processed-gene-9.271-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.271&CDS=1-1452, augustus_masked-flattened_line_14-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.19&CDS=1-1542
517	OG0000517	YMR172W, YOL116W	maker-flattened_line_56-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_56-snap-gene-0.3&CDS=1-945
518	OG0000518	YMR177W, YPL224C	augustus_masked-flattened_line_6-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.32&CDS=1-1221
519	OG0000519	YMR183C, YPL232W	augustus_masked-flattened_line_30-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.113&CDS=1-885
520	OG0000520	YMR194W, YPL249C-A	genemark-flattened_line_60-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.72&CDS=1-1302
521	OG0000521	YMR221C	augustus_masked-flattened_line_18-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.74&CDS=1-1587, augustus_masked-flattened_line_42-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.88&CDS=1-1623
522	OG0000522	YMR222C, YOR280C	augustus_masked-flattened_line_22-processed-gene-2.239-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.239&CDS=1-879
523	OG0000523	YMR226C	augustus_masked-flattened_line_16-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.136&CDS=1-807, augustus_masked-flattened_line_52-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.34&CDS=1-801
524	OG0000524	YMR230W, YOR293W	augustus_masked-flattened_line_14-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.153&CDS=1-369
525	OG0000525	YMR237W, YOR299W	augustus_masked-flattened_line_2-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.96&CDS=1-2613
526	OG0000526	YMR242C, YOR312C	augustus_masked-flattened_line_52-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.35&CDS=1-516
527	OG0000527	YMR253C, YPL264C	augustus_masked-flattened_line_0-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.31&CDS=1-1176
528	OG0000528	YNL027W	genemark-flattened_line_34-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.101&CDS=1-1968, snap_masked-flattened_line_38-processed-gene-0.161-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.161&CDS=1-669
529	OG0000529	YNL096C, YOR096W	augustus_masked-flattened_line_6-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.66&CDS=1-564
530	OG0000530	YNL101W	augustus_masked-flattened_line_10-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.61&CDS=1-1911, augustus_masked-flattened_line_32-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.51&CDS=1-1896
