	OrthologID	Candida_glabrata	Saccharomyces_cerevisiae
278	OG0000278	snap_masked-CR380953-processed-gene-8.62-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.62&CDS=1-1269, snap_masked-CR380955-processed-gene-0.102-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.102&CDS=1-1329	YLR300W
279	OG0000279	snap_masked-CR380953-processed-gene-8.26-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.26&CDS=1-222	YLR287C-A, YOR182C
280	OG0000280	snap_masked-CR380953-processed-gene-8.71-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.71&CDS=1-2259, snap_masked-CR380954-processed-gene-0.64-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.64&CDS=1-2271	YPR181C
281	OG0000281	snap_masked-CR380954-processed-gene-0.80-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.80&CDS=1-633	YLR456W, YPR172W
282	OG0000282	augustus_masked-CR380954-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-0.18&CDS=1-852, snap_masked-CR380958-processed-gene-13.124-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.124&CDS=1-879	YER175C
283	OG0000283	snap_masked-CR380954-processed-gene-0.91-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.91&CDS=1-3138, snap_masked-CR380958-processed-gene-11.12-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.12&CDS=1-3294	YMR196W
284	OG0000284	augustus_masked-CR380954-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-0.8&CDS=1-2154, snap_masked-CR380958-processed-gene-0.44-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-0.44&CDS=1-4113	YMR190C
285	OG0000285	snap_masked-CR380954-processed-gene-2.78-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.78&CDS=1-1881, snap_masked-CR380959-processed-gene-1.104-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.104&CDS=1-1794	YHR084W
286	OG0000286	snap_masked-CR380954-processed-gene-2.83-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.83&CDS=1-3342, snap_masked-CR380956-processed-gene-6.25-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-6.25&CDS=1-3195	YMR261C
287	OG0000287	snap_masked-CR380954-processed-gene-2.89-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.89&CDS=1-1152	YMR253C, YPL264C
288	OG0000288	snap_masked-CR380954-processed-gene-2.108-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.108&CDS=1-1647	YJL137C, YKR058W
289	OG0000289	snap_masked-CR380954-processed-gene-3.92-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.92&CDS=1-477	YGL089C, YPL187W
290	OG0000290	maker-CR380954-snap-gene-4.0-mRNA-1_1&gene=maker-CR380954-snap-gene-4.0&CDS=1-3924, snap_masked-CR380959-processed-gene-0.13-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.13&CDS=1-3057	YML081W
291	OG0000291	snap_masked-CR380954-processed-gene-4.122-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-4.122&CDS=1-1035, snap_masked-CR380955-processed-gene-3.20-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-3.20&CDS=1-1008	YLR377C
292	OG0000292	snap_masked-CR380954-processed-gene-5.108-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-5.108&CDS=1-582	YBR189W, YPL081W
293	OG0000293	augustus_masked-CR380956-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-CR380956-processed-gene-6.56&CDS=1-741, snap_masked-CR380954-processed-gene-5.121-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-5.121&CDS=1-741	YAL049C
294	OG0000294	snap_masked-CR380954-processed-gene-6.123-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-6.123&CDS=1-1080, snap_masked-CR380959-processed-gene-13.47-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-13.47&CDS=1-1077	YMR318C
295	OG0000295	snap_masked-CR380954-processed-gene-8.13-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.13&CDS=1-279	YBR089C-A, YPR052C
296	OG0000296	augustus_masked-CR380954-processed-gene-8.80-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-8.80&CDS=1-309	YJR094W-A, YPR043W
297	OG0000297	snap_masked-CR380954-processed-gene-8.16-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.16&CDS=1-3195, snap_masked-CR380959-processed-gene-9.8-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-9.8&CDS=1-3327	YJR091C
298	OG0000298	snap_masked-CR380954-processed-gene-8.20-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.20&CDS=1-651	YGL135W, YPL220W
299	OG0000299	augustus_masked-CR380957-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-11.28&CDS=1-1653, snap_masked-CR380954-processed-gene-9.182-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.182&CDS=1-1959	YDR026C
300	OG0000300	snap_masked-CR380954-processed-gene-9.190-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.190&CDS=1-3081, snap_masked-CR380957-processed-gene-11.115-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-11.115&CDS=1-2973	YBR059C
301	OG0000301	snap_masked-CR380955-processed-gene-0.87-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.87&CDS=1-642	YLR293C, YOR185C
302	OG0000302	augustus_masked-CR380955-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-0.28&CDS=1-414	YDL083C, YMR143W
303	OG0000303	snap_masked-CR380955-processed-gene-0.113-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.113&CDS=1-1701, snap_masked-CR380958-processed-gene-7.100-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-7.100&CDS=1-2484	YMR136W
304	OG0000304	snap_masked-CR380955-processed-gene-1.116-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.116&CDS=1-1140, snap_masked-CR380957-processed-gene-5.34-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.34&CDS=1-1137	YHR112C
305	OG0000305	augustus_masked-CR380958-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-1.93&CDS=1-1530, snap_masked-CR380955-processed-gene-1.100-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.100&CDS=1-1530	YJR049C
306	OG0000306	snap_masked-CR380955-processed-gene-1.120-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.120&CDS=1-312	YEL039C, YJR048W
307	OG0000307	snap_masked-CR380955-processed-gene-1.112-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.112&CDS=1-3912, snap_masked-CR380956-processed-gene-7.20-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-7.20&CDS=1-3732	YNL257C
308	OG0000308	snap_masked-CR380955-processed-gene-3.8-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-3.8&CDS=1-1398, snap_masked-CR380956-processed-gene-8.20-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-8.20&CDS=1-1311	YLR210W
309	OG0000309	snap_masked-CR380955-processed-gene-3.33-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-3.33&CDS=1-1104	YDL134C, YDL188C
310	OG0000310	snap_masked-CR380955-processed-gene-3.41-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-3.41&CDS=1-2853, snap_masked-CR380956-processed-gene-2.95-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-2.95&CDS=1-2838	YGL167C
311	OG0000311	snap_masked-CR380955-processed-gene-4.76-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-4.76&CDS=1-1188	YJL138C, YKR059W
312	OG0000312	snap_masked-CR380955-processed-gene-4.100-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-4.100&CDS=1-255	YER019C-A, YER087C-B
313	OG0000313	genemark-CR380955-processed-gene-5.16-mRNA-1_1&gene=genemark-CR380955-processed-gene-5.16&CDS=1-2871, snap_masked-CR380958-processed-gene-11.36-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.36&CDS=1-2913	YMR205C
314	OG0000314	augustus_masked-CR380959-processed-gene-8.113-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-8.113&CDS=1-2298, snap_masked-CR380955-processed-gene-6.4-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-6.4&CDS=1-2439	YJL165C
315	OG0000315	augustus_masked-CR380955-processed-gene-8.137-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-8.137&CDS=1-1854, snap_masked-CR380955-processed-gene-8.49-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-8.49&CDS=1-1893	YNL125C
316	OG0000316	augustus_masked-CR380955-processed-gene-10.48-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-10.48&CDS=1-1383	YGR141W, YPR157W
317	OG0000317	snap_masked-CR380955-processed-gene-10.68-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-10.68&CDS=1-1890	YGR138C, YPR156C
318	OG0000318	snap_masked-CR380955-processed-gene-10.90-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-10.90&CDS=1-1722	YGR124W, YPR145W
319	OG0000319	snap_masked-CR380956-processed-gene-0.2-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-0.2&CDS=1-321	YGR027C, YLR333C
320	OG0000320	snap_masked-CR380956-processed-gene-0.17-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-0.17&CDS=1-291	YHR021C, YKL156W
321	OG0000321	snap_masked-CR380956-processed-gene-1.84-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-1.84&CDS=1-1869	YJL045W, YKL148C
322	OG0000322	snap_masked-CR380956-processed-gene-2.129-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-2.129&CDS=1-762	YFR031C-A, YIL018W
323	OG0000323	augustus_masked-CR380956-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-CR380956-processed-gene-2.41&CDS=1-1146, snap_masked-CR380958-processed-gene-1.7-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-1.7&CDS=1-1119	YER048C
324	OG0000324	snap_masked-CR380956-processed-gene-3.126-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-3.126&CDS=1-1299, snap_masked-CR380959-processed-gene-2.33-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.33&CDS=1-1314	YPL145C
325	OG0000325	snap_masked-CR380956-processed-gene-3.151-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-3.151&CDS=1-909	YOR222W, YPL134C
326	OG0000326	snap_masked-CR380956-processed-gene-6.22-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-6.22&CDS=1-279	YDL130W-A, YDL181W
327	OG0000327	augustus_masked-CR380956-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-CR380956-processed-gene-7.83&CDS=1-3066, snap_masked-CR380959-processed-gene-12.39-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-12.39&CDS=1-2982	YAL051W
328	OG0000328	snap_masked-CR380956-processed-gene-7.24-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-7.24&CDS=1-2871, snap_masked-CR380958-processed-gene-0.50-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-0.50&CDS=1-2541	YAL056W
329	OG0000329	augustus_masked-CR380956-processed-gene-8.112-mRNA-1_1&gene=augustus_masked-CR380956-processed-gene-8.112&CDS=1-4656	YLR187W, YNL278W
330	OG0000330	snap_masked-CR380956-processed-gene-9.2-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-9.2&CDS=1-543	YDL137W, YDL192W
331	OG0000331	snap_masked-CR380956-processed-gene-9.3-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-9.3&CDS=1-369	YDL136W, YDL191W
332	OG0000332	snap_masked-CR380956-processed-gene-10.159-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-10.159&CDS=1-600	YIL133C, YNL069C
333	OG0000333	snap_masked-CR380956-processed-gene-10.215-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-10.215&CDS=1-1392	YDR312W, YHR066W
334	OG0000334	maker-CR380957-augustus-gene-1.110-mRNA-1_1&gene=maker-CR380957-augustus-gene-1.110&CDS=1-3813, snap_masked-CR380959-processed-gene-2.1-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.1&CDS=1-2832	YBR084W
335	OG0000335	snap_masked-CR380957-processed-gene-1.19-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.19&CDS=1-957	YDL021W, YOL056W
336	OG0000336	snap_masked-CR380957-processed-gene-1.54-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.54&CDS=1-357	YER131W, YGL189C
337	OG0000337	snap_masked-CR380957-processed-gene-2.1-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.1&CDS=1-951, snap_masked-CR380958-processed-gene-6.92-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-6.92&CDS=1-900	YER130C
338	OG0000338	snap_masked-CR380957-processed-gene-2.32-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.32&CDS=1-1104, snap_masked-CR380959-processed-gene-10.4-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-10.4&CDS=1-1104	YHL009C
339	OG0000339	snap_masked-CR380957-processed-gene-2.34-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.34&CDS=1-2745, snap_masked-CR380959-processed-gene-10.25-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-10.25&CDS=1-2601	YHL007C
340	OG0000340	snap_masked-CR380957-processed-gene-2.36-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.36&CDS=1-1293, snap_masked-CR380959-processed-gene-10.27-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-10.27&CDS=1-1191	YHL003C
341	OG0000341	augustus_masked-CR380957-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-2.57&CDS=1-1248, snap_masked-CR380959-processed-gene-10.10-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-10.10&CDS=1-1344	YKL004W
342	OG0000342	snap_masked-CR380957-processed-gene-3.36-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.36&CDS=1-1704, snap_masked-CR380957-processed-gene-7.100-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-7.100&CDS=1-1701	YMR105C
343	OG0000343	snap_masked-CR380957-processed-gene-3.13-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.13&CDS=1-3651, snap_masked-CR380957-processed-gene-7.83-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-7.83&CDS=1-3756	YMR109W
344	OG0000344	snap_masked-CR380957-processed-gene-5.8-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.8&CDS=1-3144	YBL106C, YPR032W
345	OG0000345	genemark-CR380957-processed-gene-6.83-mRNA-1_1&gene=genemark-CR380957-processed-gene-6.83&CDS=1-408	YDR447C, YML024W
346	OG0000346	snap_masked-CR380957-processed-gene-6.14-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.14&CDS=1-408	YDR471W, YHR010W
347	OG0000347	snap_masked-CR380957-processed-gene-7.79-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-7.79&CDS=1-525	YMR242C, YOR312C
348	OG0000348	augustus_masked-CR380957-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-8.105&CDS=1-978	YMR316W, YOR385W
349	OG0000349	snap_masked-CR380957-processed-gene-11.92-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-11.92&CDS=1-468	YBR048W, YDR025W
350	OG0000350	snap_masked-CR380957-processed-gene-11.117-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-11.117&CDS=1-1389	YBR066C, YDR043C
351	OG0000351	snap_masked-CR380957-processed-gene-12.22-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-12.22&CDS=1-1284, snap_masked-CR380958-processed-gene-13.150-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.150&CDS=1-1341	YFL048C
352	OG0000352	snap_masked-CR380958-processed-gene-0.58-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-0.58&CDS=1-2115	YMR186W, YPL240C
353	OG0000353	snap_masked-CR380958-processed-gene-0.48-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-0.48&CDS=1-1314	YMR182C, YPL230W
354	OG0000354	augustus_masked-CR380958-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-2.34&CDS=1-1251, snap_masked-CR380959-processed-gene-7.22-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-7.22&CDS=1-771	YKL043W
355	OG0000355	augustus_masked-CR380958-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-4.51&CDS=1-2466	YJL099W, YKR027W
356	OG0000356	snap_masked-CR380958-processed-gene-4.95-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-4.95&CDS=1-1809	YHR115C, YNL116W
357	OG0000357	snap_masked-CR380958-processed-gene-13.140-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.140&CDS=1-1800, snap_masked-CR380958-processed-gene-4.81-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-4.81&CDS=1-1761	YNL121C
358	OG0000358	snap_masked-CR380958-processed-gene-5.37-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-5.37&CDS=1-201	YLR264W, YOR167C
359	OG0000359	snap_masked-CR380958-processed-gene-5.25-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-5.25&CDS=1-435	YGR118W, YPR132W
360	OG0000360	snap_masked-CR380958-processed-gene-13.170-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.170&CDS=1-1224, snap_masked-CR380958-processed-gene-5.49-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-5.49&CDS=1-1230	YPL048W
361	OG0000361	snap_masked-CR380958-processed-gene-6.73-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-6.73&CDS=1-3609	YJL129C, YKR050W
362	OG0000362	snap_masked-CR380958-processed-gene-7.92-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-7.92&CDS=1-666	YDR134C, YLR110C
363	OG0000363	snap_masked-CR380958-processed-gene-7.122-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-7.122&CDS=1-597	YDL082W, YMR142C
364	OG0000364	maker-CR380958-snap-gene-8.0-mRNA-1_1&gene=maker-CR380958-snap-gene-8.0&CDS=1-4869	YDL093W, YDL095W
365	OG0000365	snap_masked-CR380958-processed-gene-8.128-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-8.128&CDS=1-2433, snap_masked-CR380959-processed-gene-3.90-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-3.90&CDS=1-2439	YCR030C
366	OG0000366	augustus_masked-CR380958-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-10.5&CDS=1-1098	YGL162W, YPR009W
367	OG0000367	snap_masked-CR380958-processed-gene-10.109-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-10.109&CDS=1-1359	YDR277C, YOR047C
368	OG0000368	snap_masked-CR380958-processed-gene-13.131-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.131&CDS=1-2673	YBR294W, YLR092W
369	OG0000369	maker-CR380958-augustus-gene-13.57-mRNA-1_1&gene=maker-CR380958-augustus-gene-13.57&CDS=1-5025	YPL028W, YPL029W
370	OG0000370	augustus_masked-CR380958-processed-gene-13.42-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-13.42&CDS=1-669	YDR253C, YPL038W
371	OG0000371	snap_masked-CR380958-processed-gene-13.139-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.139&CDS=1-987, snap_masked-CR380959-processed-gene-12.36-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-12.36&CDS=1-1023	YKL051W
372	OG0000372	snap_masked-CR380959-processed-gene-0.10-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.10&CDS=1-1707	YJR130C, YML082W
373	OG0000373	augustus_masked-CR380959-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-3.1&CDS=1-321	YOR234C, YPL143W
374	OG0000374	maker-CR380959-snap-gene-3.76-mRNA-1_1&gene=maker-CR380959-snap-gene-3.76&CDS=1-753	YGR214W, YLR048W
375	OG0000375	snap_masked-CR380959-processed-gene-3.96-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-3.96&CDS=1-2610	YJL083W, YKR019C
376	OG0000376	snap_masked-CR380959-processed-gene-4.1-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-4.1&CDS=1-834	YCR010C, YNR002C
377	OG0000377	snap_masked-CR380959-processed-gene-5.98-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-5.98&CDS=1-315	YMR230W, YOR293W
378	OG0000378	snap_masked-CR380959-processed-gene-6.10-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-6.10&CDS=1-1233	YJL139C, YKR061W
379	OG0000379	maker-CR380959-snap-gene-8.2-mRNA-1_1&gene=maker-CR380959-snap-gene-8.2&CDS=1-552	YJL177W, YKL180W
380	OG0000380	snap_masked-CR380959-processed-gene-10.8-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-10.8&CDS=1-411	YHL001W, YKL006W
381	OG0000381	snap_masked-CR380959-processed-gene-10.33-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-10.33&CDS=1-627	YBR005W, YDR003W
382	OG0000382	snap_masked-CR380959-processed-gene-12.41-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-12.41&CDS=1-1371	YER059W, YIL050W
383	OG0000383	augustus_masked-CR380959-processed-gene-12.61-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-12.61&CDS=1-375	YER056C-A, YIL052C
384	OG0000384	snap_masked-CR380959-processed-gene-12.30-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-12.30&CDS=1-1398	YER081W, YIL074C
385	OG0000385	snap_masked-CR380959-processed-gene-13.8-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-13.8&CDS=1-1467	YGR256W, YHR183W
386	OG0000386	augustus_masked-CR380947-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-CR380947-processed-gene-0.47&CDS=1-3114	YGL023C
387	OG0000387	snap_masked-CR380947-processed-gene-0.59-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.59&CDS=1-2178	YGL022W
388	OG0000388	snap_masked-CR380947-processed-gene-0.78-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.78&CDS=1-669	YGL020C
389	OG0000389	snap_masked-CR380947-processed-gene-0.61-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.61&CDS=1-798	YGL019W
390	OG0000390	snap_masked-CR380947-processed-gene-0.79-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.79&CDS=1-594	YGL018C
391	OG0000391	snap_masked-CR380947-processed-gene-0.62-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.62&CDS=1-1527	YGL017W
392	OG0000392	snap_masked-CR380947-processed-gene-0.63-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.63&CDS=1-567	YGL010W
393	OG0000393	snap_masked-CR380947-processed-gene-0.80-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.80&CDS=1-2352	YGL009C
394	OG0000394	snap_masked-CR380947-processed-gene-0.81-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.81&CDS=1-3207	YGL016W
395	OG0000395	snap_masked-CR380947-processed-gene-0.65-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.65&CDS=1-762	YGL011C
396	OG0000396	snap_masked-CR380947-processed-gene-0.82-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.82&CDS=1-1392	YGL012W
397	OG0000397	snap_masked-CR380947-processed-gene-0.66-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.66&CDS=1-3321	YGL013C
398	OG0000398	snap_masked-CR380947-processed-gene-0.83-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.83&CDS=1-2358	YGL014W
399	OG0000399	snap_masked-CR380947-processed-gene-0.84-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.84&CDS=1-2706	YGL008C
400	OG0000400	augustus_masked-CR380947-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-CR380947-processed-gene-0.40&CDS=1-3366	YGL006W
401	OG0000401	snap_masked-CR380947-processed-gene-0.85-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.85&CDS=1-789	YGL005C
402	OG0000402	genemark-CR380947-processed-gene-0.29-mRNA-1_1&gene=genemark-CR380947-processed-gene-0.29&CDS=1-1236	YGL004C
403	OG0000403	snap_masked-CR380947-processed-gene-0.86-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-0.86&CDS=1-1920	YGL003C
