	OrthologID	Ascoidea_rubescens	Saccharomyces_cerevisiae
644	OG0000644	snap_masked-scaffold_1-processed-gene-6.68-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.68&CDS=1-11451	YHR099W
645	OG0000645	genemark-scaffold_1-processed-gene-6.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.17&CDS=1-4683	YDR127W
646	OG0000646	genemark-scaffold_1-processed-gene-6.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.8&CDS=1-1092	YDR265W
647	OG0000647	snap_masked-scaffold_1-processed-gene-6.82-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.82&CDS=1-2250	YDR266C
648	OG0000648	genemark-scaffold_1-processed-gene-6.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.19&CDS=1-1278	YPL096W
649	OG0000649	snap_masked-scaffold_1-processed-gene-6.84-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.84&CDS=1-6942	YLR430W
650	OG0000650	genemark-scaffold_1-processed-gene-6.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.21&CDS=1-1881	YDR129C
651	OG0000651	genemark-scaffold_1-processed-gene-6.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.10&CDS=1-960	YDR414C
652	OG0000652	genemark-scaffold_1-processed-gene-6.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.22&CDS=1-2028	YDR341C
653	OG0000653	snap_masked-scaffold_1-processed-gene-6.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.87&CDS=1-4266	YHR079C
654	OG0000654	snap_masked-scaffold_1-processed-gene-6.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.74&CDS=1-753	YGR235C
655	OG0000655	genemark-scaffold_1-processed-gene-6.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.24&CDS=1-1095	YDR331W
656	OG0000656	genemark-scaffold_1-processed-gene-6.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.26&CDS=1-1026	YPL209C
657	OG0000657	genemark-scaffold_1-processed-gene-7.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.69&CDS=1-972	YER120W
658	OG0000658	genemark-scaffold_1-processed-gene-7.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.73&CDS=1-1704	YIL166C
659	OG0000659	genemark-scaffold_1-processed-gene-7.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.74&CDS=1-984	YGR213C
660	OG0000660	genemark-scaffold_1-processed-gene-7.92-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.92&CDS=1-3360	YOL034W
661	OG0000661	snap_masked-scaffold_1-processed-gene-7.10-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.10&CDS=1-1941	YMR021C
662	OG0000662	genemark-scaffold_1-processed-gene-7.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.93&CDS=1-1245	YDR019C
663	OG0000663	genemark-scaffold_1-processed-gene-7.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.76&CDS=1-1815	YER007W
664	OG0000664	genemark-scaffold_1-processed-gene-7.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.94&CDS=1-1020	YNL315C
665	OG0000665	genemark-scaffold_1-processed-gene-7.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.95&CDS=1-1488	YOL049W
666	OG0000666	maker-scaffold_1-snap-gene-7.1-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.1&CDS=1-2598	YER157W
667	OG0000667	genemark-scaffold_1-processed-gene-7.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.96&CDS=1-240	YDR079C-A
668	OG0000668	genemark-scaffold_1-processed-gene-7.80-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.80&CDS=1-1041	YNR035C
669	OG0000669	snap_masked-scaffold_1-processed-gene-7.27-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.27&CDS=1-588	YNR036C
670	OG0000670	genemark-scaffold_1-processed-gene-7.82-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.82&CDS=1-4686	YGR270W
671	OG0000671	snap_masked-scaffold_1-processed-gene-7.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.28&CDS=1-777	YOR283W
672	OG0000672	snap_masked-scaffold_1-processed-gene-7.31-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.31&CDS=1-3564	YKL054C
673	OG0000673	augustus_masked-scaffold_1-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.65&CDS=1-9033	YBL088C
674	OG0000674	snap_masked-scaffold_1-processed-gene-7.16-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.16&CDS=1-4605	YPL058C
675	OG0000675	maker-scaffold_1-snap-gene-7.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.2&CDS=1-3909	YNL250W
676	OG0000676	genemark-scaffold_1-processed-gene-7.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.89&CDS=1-939	YGR208W
677	OG0000677	maker-scaffold_1-snap-gene-7.4-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.4&CDS=1-483	YHR039C-A
678	OG0000678	genemark-scaffold_1-processed-gene-7.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.91&CDS=1-1194	YHR040W
679	OG0000679	maker-scaffold_1-snap-gene-8.42-mRNA-1_1&gene=maker-scaffold_1-snap-gene-8.42&CDS=1-1647	YMR239C
680	OG0000680	augustus_masked-scaffold_1-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.81&CDS=1-5115	YLR086W
681	OG0000681	snap_masked-scaffold_1-processed-gene-8.66-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.66&CDS=1-1425	YLR085C
682	OG0000682	genemark-scaffold_1-processed-gene-8.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.20&CDS=1-168	YML081C-A
683	OG0000683	genemark-scaffold_1-processed-gene-8.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.5&CDS=1-1092	YIR029W
684	OG0000684	genemark-scaffold_1-processed-gene-8.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.6&CDS=1-2292	YJR131W
685	OG0000685	genemark-scaffold_1-processed-gene-8.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.7&CDS=1-675	YHR193C
686	OG0000686	genemark-scaffold_1-processed-gene-8.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.21&CDS=1-510	YHR191C
687	OG0000687	genemark-scaffold_1-processed-gene-8.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.9&CDS=1-1194	YLR355C
688	OG0000688	genemark-scaffold_1-processed-gene-8.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.22&CDS=1-933	YLR340W
689	OG0000689	genemark-scaffold_1-processed-gene-8.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.10&CDS=1-1581	YML069W
690	OG0000690	genemark-scaffold_1-processed-gene-8.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.24&CDS=1-4653	YNR054C
691	OG0000691	genemark-scaffold_1-processed-gene-8.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.11&CDS=1-1068	YJR129C
692	OG0000692	genemark-scaffold_1-processed-gene-8.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.12&CDS=1-1584	YDR299W
693	OG0000693	genemark-scaffold_1-processed-gene-8.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.26&CDS=1-1338	YML071C
694	OG0000694	genemark-scaffold_1-processed-gene-8.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.27&CDS=1-714	YER148W
695	OG0000695	genemark-scaffold_1-processed-gene-8.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.15&CDS=1-528	YML073C
696	OG0000696	genemark-scaffold_1-processed-gene-8.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.17&CDS=1-2655	YOR344C
697	OG0000697	genemark-scaffold_1-processed-gene-8.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.31&CDS=1-870	YMR269W
698	OG0000698	genemark-scaffold_1-processed-gene-8.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.18&CDS=1-3102	YMR268C
699	OG0000699	genemark-scaffold_1-processed-gene-8.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.32&CDS=1-1062	YDL057W
700	OG0000700	maker-scaffold_1-augustus-gene-8.38-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.38&CDS=1-474	YML077W
701	OG0000701	maker-scaffold_1-snap-gene-9.99-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.99&CDS=1-2808	YDL056W
702	OG0000702	genemark-scaffold_1-processed-gene-9.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.4&CDS=1-1068	YMR289W
703	OG0000703	genemark-scaffold_1-processed-gene-9.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.8&CDS=1-1116	YML080W
704	OG0000704	snap_masked-scaffold_1-processed-gene-9.53-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.53&CDS=1-663	YDR071C
705	OG0000705	augustus_masked-scaffold_1-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.73&CDS=1-2613	YER140W
706	OG0000706	genemark-scaffold_1-processed-gene-9.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.25&CDS=1-2640	YGL137W
707	OG0000707	genemark-scaffold_1-processed-gene-9.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.26&CDS=1-3510	YOR207C
708	OG0000708	genemark-scaffold_1-processed-gene-9.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.13&CDS=1-1038	YBR034C
709	OG0000709	genemark-scaffold_1-processed-gene-9.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.27&CDS=1-1521	YBR030W
710	OG0000710	genemark-scaffold_1-processed-gene-9.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.14&CDS=1-3876	YDR027C
711	OG0000711	maker-scaffold_1-snap-gene-9.102-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.102&CDS=1-915	YMR178W
712	OG0000712	genemark-scaffold_1-processed-gene-9.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.30&CDS=1-1392	YGL004C
713	OG0000713	genemark-scaffold_1-processed-gene-9.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.17&CDS=1-444	YPL225W
714	OG0000714	genemark-scaffold_1-processed-gene-9.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.18&CDS=1-3726	YPL226W
715	OG0000715	genemark-scaffold_1-processed-gene-9.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.31&CDS=1-6474	YDL171C
716	OG0000716	genemark-scaffold_1-processed-gene-9.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.19&CDS=1-2580	YMR309C
717	OG0000717	maker-scaffold_1-snap-gene-9.103-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.103&CDS=1-810	YGL136C
718	OG0000718	maker-scaffold_1-snap-gene-10.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.2&CDS=1-5811	YMR176W
719	OG0000719	maker-scaffold_1-snap-gene-10.0-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.0&CDS=1-1971	YDR375C
720	OG0000720	genemark-scaffold_1-processed-gene-10.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.84&CDS=1-1242	YAL020C
721	OG0000721	augustus_masked-scaffold_1-processed-gene-10.44-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.44&CDS=1-2946	YLR424W
722	OG0000722	genemark-scaffold_1-processed-gene-10.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.103&CDS=1-1344	YHR169W
723	OG0000723	genemark-scaffold_1-processed-gene-10.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.105&CDS=1-3669	YAL019W
724	OG0000724	augustus_masked-scaffold_1-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.47&CDS=1-2559	YFR004W
725	OG0000725	genemark-scaffold_1-processed-gene-10.88-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.88&CDS=1-1104	YIL110W
726	OG0000726	maker-scaffold_1-snap-gene-10.4-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.4&CDS=1-3414	YCR017C
727	OG0000727	genemark-scaffold_1-processed-gene-10.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.89&CDS=1-1248	YCR012W
728	OG0000728	genemark-scaffold_1-processed-gene-10.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.90&CDS=1-1443	YNL051W
729	OG0000729	genemark-scaffold_1-processed-gene-10.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.91&CDS=1-3417	YER110C
730	OG0000730	genemark-scaffold_1-processed-gene-10.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.94&CDS=1-915	YLR208W
731	OG0000731	augustus_masked-scaffold_1-processed-gene-10.69-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.69&CDS=1-3519	YLR209C
732	OG0000732	genemark-scaffold_1-processed-gene-10.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.96&CDS=1-1893	YJL025W
733	OG0000733	snap_masked-scaffold_1-processed-gene-10.37-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.37&CDS=1-903	YGR205W
734	OG0000734	maker-scaffold_1-snap-gene-10.6-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.6&CDS=1-450	YDR064W
735	OG0000735	genemark-scaffold_1-processed-gene-10.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.97&CDS=1-2133	YHR109W
736	OG0000736	genemark-scaffold_1-processed-gene-10.98-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.98&CDS=1-2211	YLL008W
737	OG0000737	genemark-scaffold_1-processed-gene-10.117-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.117&CDS=1-378	YNL081C
738	OG0000738	genemark-scaffold_1-processed-gene-10.99-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.99&CDS=1-1866	YMR278W
739	OG0000739	genemark-scaffold_1-processed-gene-10.100-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.100&CDS=1-1716	YLR196W
740	OG0000740	genemark-scaffold_1-processed-gene-10.119-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.119&CDS=1-480	YDL166C
741	OG0000741	genemark-scaffold_1-processed-gene-10.101-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.101&CDS=1-795	YDL165W
742	OG0000742	snap_masked-scaffold_1-processed-gene-11.38-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.38&CDS=1-945	YLR205C
743	OG0000743	snap_masked-scaffold_1-processed-gene-11.39-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.39&CDS=1-17793	YLR106C
744	OG0000744	genemark-scaffold_1-processed-gene-11.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.74&CDS=1-912	YLR201C
745	OG0000745	genemark-scaffold_1-processed-gene-11.92-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.92&CDS=1-375	YLR200W
746	OG0000746	genemark-scaffold_1-processed-gene-11.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.93&CDS=1-1137	YLR151C
747	OG0000747	maker-scaffold_1-snap-gene-11.1-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.1&CDS=1-2319	YDL170W
748	OG0000748	genemark-scaffold_1-processed-gene-11.80-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.80&CDS=1-1653	YLR197W
749	OG0000749	snap_masked-scaffold_1-processed-gene-11.47-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.47&CDS=1-4896	YPR031W
750	OG0000750	snap_masked-scaffold_1-processed-gene-11.51-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.51&CDS=1-717	YJR099W
751	OG0000751	genemark-scaffold_1-processed-gene-11.98-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.98&CDS=1-1962	YPR045C
752	OG0000752	genemark-scaffold_1-processed-gene-11.99-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.99&CDS=1-1602	YBL103C
753	OG0000753	genemark-scaffold_1-processed-gene-11.85-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.85&CDS=1-441	YDL125C
754	OG0000754	genemark-scaffold_1-processed-gene-11.101-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.101&CDS=1-855	YJR096W
755	OG0000755	maker-scaffold_1-snap-gene-11.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.2&CDS=1-5193	YBL104C
756	OG0000756	genemark-scaffold_1-processed-gene-11.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.103&CDS=1-4464	YNL139C
757	OG0000757	genemark-scaffold_1-processed-gene-11.104-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.104&CDS=1-2364	YBL019W
758	OG0000758	genemark-scaffold_1-processed-gene-11.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.89&CDS=1-897	YNL213C
759	OG0000759	genemark-scaffold_1-processed-gene-11.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.105&CDS=1-861	YNL075W
760	OG0000760	augustus_masked-scaffold_1-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.21&CDS=1-462	YIL065C
761	OG0000761	maker-scaffold_1-snap-gene-11.4-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.4&CDS=1-2160	YML102W
762	OG0000762	genemark-scaffold_1-processed-gene-12.40-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.40&CDS=1-615	YML101C
763	OG0000763	maker-scaffold_1-snap-gene-12.6-mRNA-1_1&gene=maker-scaffold_1-snap-gene-12.6&CDS=1-507	YMR263W
764	OG0000764	genemark-scaffold_1-processed-gene-12.43-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.43&CDS=1-1185	YJR062C
765	OG0000765	genemark-scaffold_1-processed-gene-12.45-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.45&CDS=1-675	YOR202W
766	OG0000766	genemark-scaffold_1-processed-gene-12.55-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.55&CDS=1-1155	YPL118W
767	OG0000767	snap_masked-scaffold_1-processed-gene-12.88-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.88&CDS=1-5496	YOL004W
768	OG0000768	genemark-scaffold_1-processed-gene-12.46-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.46&CDS=1-513	YIR022W
769	OG0000769	genemark-scaffold_1-processed-gene-12.58-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.58&CDS=1-450	YKL013C
770	OG0000770	genemark-scaffold_1-processed-gene-12.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.59&CDS=1-2295	YKL012W
771	OG0000771	genemark-scaffold_1-processed-gene-12.47-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.47&CDS=1-1680	YDR473C
772	OG0000772	genemark-scaffold_1-processed-gene-12.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.60&CDS=1-930	YMR274C
773	OG0000773	genemark-scaffold_1-processed-gene-12.61-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.61&CDS=1-2232	YOR361C
774	OG0000774	genemark-scaffold_1-processed-gene-12.62-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.62&CDS=1-2997	YJL168C
775	OG0000775	genemark-scaffold_1-processed-gene-12.48-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.48&CDS=1-1638	YNL161W
776	OG0000776	genemark-scaffold_1-processed-gene-12.63-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.63&CDS=1-1191	YHR002W
777	OG0000777	augustus_masked-scaffold_1-processed-gene-12.19-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.19&CDS=1-15651	YJL074C
778	OG0000778	genemark-scaffold_1-processed-gene-12.66-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.66&CDS=1-1311	YNL035C
779	OG0000779	augustus_masked-scaffold_1-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.22&CDS=1-1326	YKR023W
780	OG0000780	snap_masked-scaffold_1-processed-gene-12.85-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.85&CDS=1-3831	YJL080C
781	OG0000781	genemark-scaffold_1-processed-gene-13.44-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.44&CDS=1-1467	YKL021C
782	OG0000782	genemark-scaffold_1-processed-gene-13.46-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.46&CDS=1-2196	YDL003W
783	OG0000783	augustus_masked-scaffold_1-processed-gene-13.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.22&CDS=1-3357	YDR081C
784	OG0000784	genemark-scaffold_1-processed-gene-13.68-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.68&CDS=1-1098	YPL206C
785	OG0000785	genemark-scaffold_1-processed-gene-13.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.69&CDS=1-762	YPR107C
786	OG0000786	genemark-scaffold_1-processed-gene-13.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.52&CDS=1-1164	YGR111W
787	OG0000787	genemark-scaffold_1-processed-gene-13.70-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.70&CDS=1-1560	YHR151C
788	OG0000788	genemark-scaffold_1-processed-gene-13.55-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.55&CDS=1-1032	YPL215W
789	OG0000789	genemark-scaffold_1-processed-gene-13.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.71&CDS=1-1416	YGL130W
790	OG0000790	genemark-scaffold_1-processed-gene-13.72-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.72&CDS=1-1182	YBR025C
791	OG0000791	genemark-scaffold_1-processed-gene-13.56-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.56&CDS=1-2829	YNL287W
792	OG0000792	genemark-scaffold_1-processed-gene-13.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.73&CDS=1-1497	YNL288W
793	OG0000793	genemark-scaffold_1-processed-gene-13.58-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.58&CDS=1-1584	YGL129C
794	OG0000794	genemark-scaffold_1-processed-gene-13.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.59&CDS=1-5775	YGL131C
795	OG0000795	genemark-scaffold_1-processed-gene-13.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.75&CDS=1-543	YPL211W
796	OG0000796	genemark-scaffold_1-processed-gene-13.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.60&CDS=1-1806	YPL212C
797	OG0000797	genemark-scaffold_1-processed-gene-13.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.76&CDS=1-690	YKL088W
798	OG0000798	snap_masked-scaffold_1-processed-gene-13.112-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.112&CDS=1-225	YDR079W
799	OG0000799	genemark-scaffold_1-processed-gene-13.61-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.61&CDS=1-1188	YER156C
800	OG0000800	genemark-scaffold_1-processed-gene-13.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.79&CDS=1-2286	YAR035W
801	OG0000801	snap_masked-scaffold_1-processed-gene-13.100-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.100&CDS=1-732	YOL032W
802	OG0000802	snap_masked-scaffold_1-processed-gene-13.115-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.115&CDS=1-1536	YML115C
803	OG0000803	genemark-scaffold_1-processed-gene-13.64-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.64&CDS=1-1569	YMR217W
804	OG0000804	genemark-scaffold_1-processed-gene-13.82-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.82&CDS=1-366	YER072W
805	OG0000805	augustus_masked-scaffold_1-processed-gene-13.21-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.21&CDS=1-369	YER071C
806	OG0000806	snap_masked-scaffold_1-processed-gene-14.83-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.83&CDS=1-2457	YDR419W
807	OG0000807	augustus_masked-scaffold_1-processed-gene-14.12-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.12&CDS=1-1197	YPL188W
808	OG0000808	genemark-scaffold_1-processed-gene-14.49-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.49&CDS=1-1674	YNL330C
809	OG0000809	genemark-scaffold_1-processed-gene-14.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.67&CDS=1-1848	YPL072W
810	OG0000810	genemark-scaffold_1-processed-gene-14.50-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.50&CDS=1-4566	YDL073W
811	OG0000811	snap_masked-scaffold_1-processed-gene-14.84-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.84&CDS=1-5499	YBR208C
812	OG0000812	augustus_masked-scaffold_1-processed-gene-14.17-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.17&CDS=1-540	YDL072C
813	OG0000813	genemark-scaffold_1-processed-gene-14.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.69&CDS=1-2019	YLR401C
814	OG0000814	genemark-scaffold_1-processed-gene-14.53-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.53&CDS=1-1059	YLR405W
815	OG0000815	genemark-scaffold_1-processed-gene-14.54-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.54&CDS=1-900	YOR101W
816	OG0000816	genemark-scaffold_1-processed-gene-14.55-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.55&CDS=1-3402	YDL076C
