	OrthologID	Metschnikowia_bicuspidata	Saccharomyces_cerevisiae
887	OG0000887	snap_masked-scaffold_1-processed-gene-26.58-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.58&CDS=1-195	YBR162W-A
888	OG0000888	genemark-scaffold_1-processed-gene-26.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-26.22&CDS=1-2490	YLL001W
889	OG0000889	genemark-scaffold_1-processed-gene-26.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-26.10&CDS=1-1419	YJL002C
890	OG0000890	snap_masked-scaffold_1-processed-gene-26.46-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.46&CDS=1-1311	YNL124W
891	OG0000891	augustus_masked-scaffold_1-processed-gene-26.93-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-26.93&CDS=1-5652	YHR120W
892	OG0000892	genemark-scaffold_1-processed-gene-26.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-26.13&CDS=1-2925	YNL123W
893	OG0000893	augustus_masked-scaffold_1-processed-gene-27.2-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-27.2&CDS=1-2853	YCR017C
894	OG0000894	maker-scaffold_1-snap-gene-27.23-mRNA-1_1&gene=maker-scaffold_1-snap-gene-27.23&CDS=1-1008	YBR039W
895	OG0000895	augustus_masked-scaffold_1-processed-gene-27.3-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-27.3&CDS=1-5250	YER113C
896	OG0000896	augustus_masked-scaffold_1-processed-gene-27.11-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-27.11&CDS=1-834	YHR116W
897	OG0000897	snap_masked-scaffold_1-processed-gene-27.37-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.37&CDS=1-1287	YNL119W
898	OG0000898	genemark-scaffold_1-processed-gene-27.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-27.79&CDS=1-873	YIR026C
899	OG0000899	genemark-scaffold_1-processed-gene-27.81-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-27.81&CDS=1-348	YMR123W
900	OG0000900	genemark-scaffold_1-processed-gene-27.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-27.75&CDS=1-1767	YER068W
901	OG0000901	augustus_masked-scaffold_1-processed-gene-27.15-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-27.15&CDS=1-4815	YPL040C
902	OG0000902	maker-scaffold_1-snap-gene-27.28-mRNA-1_1&gene=maker-scaffold_1-snap-gene-27.28&CDS=1-1386	YNR001C
903	OG0000903	maker-scaffold_1-snap-gene-27.29-mRNA-1_1&gene=maker-scaffold_1-snap-gene-27.29&CDS=1-1599	YBR163W
904	OG0000904	snap_masked-scaffold_1-processed-gene-27.43-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.43&CDS=1-3078	YOR048C
905	OG0000905	snap_masked-scaffold_1-processed-gene-27.55-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.55&CDS=1-5562	YJL039C
906	OG0000906	snap_masked-scaffold_1-processed-gene-27.56-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.56&CDS=1-1659	YKR097W
907	OG0000907	augustus_masked-scaffold_1-processed-gene-27.10-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-27.10&CDS=1-3408	YIL153W
908	OG0000908	augustus_masked-scaffold_1-processed-gene-28.60-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-28.60&CDS=1-4752	YMR247C
909	OG0000909	augustus_masked-scaffold_1-processed-gene-28.78-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-28.78&CDS=1-3342	YFL024C
910	OG0000910	genemark-scaffold_1-processed-gene-28.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.22&CDS=1-1593	YHR030C
911	OG0000911	genemark-scaffold_1-processed-gene-28.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.6&CDS=1-978	YKL120W
912	OG0000912	genemark-scaffold_1-processed-gene-28.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.7&CDS=1-2430	YPL147W
913	OG0000913	genemark-scaffold_1-processed-gene-28.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.8&CDS=1-1212	YKR048C
914	OG0000914	augustus_masked-scaffold_1-processed-gene-28.80-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-28.80&CDS=1-846	YHR071W
915	OG0000915	genemark-scaffold_1-processed-gene-28.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.23&CDS=1-2145	YKL025C
916	OG0000916	genemark-scaffold_1-processed-gene-28.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.10&CDS=1-747	YIR035C
917	OG0000917	genemark-scaffold_1-processed-gene-28.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.11&CDS=1-852	YKL024C
918	OG0000918	genemark-scaffold_1-processed-gene-28.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.24&CDS=1-798	YGR024C
919	OG0000919	genemark-scaffold_1-processed-gene-28.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.12&CDS=1-3504	YPR010C
920	OG0000920	snap_masked-scaffold_1-processed-gene-28.42-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.42&CDS=1-12564	YKR054C
921	OG0000921	snap_masked-scaffold_1-processed-gene-28.56-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.56&CDS=1-1014	YGR104C
922	OG0000922	maker-scaffold_1-snap-gene-28.94-mRNA-1_1&gene=maker-scaffold_1-snap-gene-28.94&CDS=1-234	YGR105W
923	OG0000923	genemark-scaffold_1-processed-gene-28.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.30&CDS=1-1323	YNL280C
924	OG0000924	genemark-scaffold_1-processed-gene-28.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.17&CDS=1-1167	YOR063W
925	OG0000925	genemark-scaffold_1-processed-gene-28.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.31&CDS=1-1494	YMR093W
926	OG0000926	snap_masked-scaffold_1-processed-gene-28.48-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.48&CDS=1-1854	YMR313C
927	OG0000927	genemark-scaffold_1-processed-gene-29.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.71&CDS=1-1173	YNL066W
928	OG0000928	genemark-scaffold_1-processed-gene-29.72-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.72&CDS=1-1653	YEL063C
929	OG0000929	genemark-scaffold_1-processed-gene-29.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.74&CDS=1-1545	YNL137C
930	OG0000930	genemark-scaffold_1-processed-gene-29.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.75&CDS=1-879	YNL063W
931	OG0000931	genemark-scaffold_1-processed-gene-29.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.91&CDS=1-1395	YNL062C
932	OG0000932	genemark-scaffold_1-processed-gene-29.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.76&CDS=1-1800	YNL061W
933	OG0000933	genemark-scaffold_1-processed-gene-29.92-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.92&CDS=1-2313	YNL059C
934	OG0000934	genemark-scaffold_1-processed-gene-29.77-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.77&CDS=1-1569	YNL138W
935	OG0000935	genemark-scaffold_1-processed-gene-29.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.93&CDS=1-765	YOL096C
936	OG0000936	genemark-scaffold_1-processed-gene-29.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.79&CDS=1-2436	YDR485C
937	OG0000937	maker-scaffold_1-augustus-gene-29.104-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-29.104&CDS=1-438	YNL281W
938	OG0000938	genemark-scaffold_1-processed-gene-29.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.94&CDS=1-1776	YLR276C
939	OG0000939	maker-scaffold_1-snap-gene-29.40-mRNA-1_1&gene=maker-scaffold_1-snap-gene-29.40&CDS=1-1635	YHL008C
940	OG0000940	snap_masked-scaffold_1-processed-gene-29.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.28&CDS=1-1257	YCR066W
941	OG0000941	maker-scaffold_1-augustus-gene-29.101-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-29.101&CDS=1-2688	YCR068W
942	OG0000942	genemark-scaffold_1-processed-gene-29.81-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.81&CDS=1-828	YML052W
943	OG0000943	maker-scaffold_1-snap-gene-29.41-mRNA-1_1&gene=maker-scaffold_1-snap-gene-29.41&CDS=1-513	YBL092W
944	OG0000944	snap_masked-scaffold_1-processed-gene-29.31-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.31&CDS=1-1806	YBR006W
945	OG0000945	snap_masked-scaffold_1-processed-gene-29.33-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.33&CDS=1-573	YLR229C
946	OG0000946	snap_masked-scaffold_1-processed-gene-29.34-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.34&CDS=1-1845	YLR228C
947	OG0000947	genemark-scaffold_1-processed-gene-29.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.84&CDS=1-432	YGR174C
948	OG0000948	snap_masked-scaffold_1-processed-gene-29.13-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.13&CDS=1-1308	YGL160W
949	OG0000949	genemark-scaffold_1-processed-gene-29.85-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.85&CDS=1-921	YER175C
950	OG0000950	snap_masked-scaffold_1-processed-gene-29.16-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.16&CDS=1-2331	YDR419W
951	OG0000951	snap_masked-scaffold_1-processed-gene-29.17-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.17&CDS=1-1401	YDR245W
952	OG0000952	augustus_masked-scaffold_1-processed-gene-29.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-29.57&CDS=1-2934	YPL016W
953	OG0000953	genemark-scaffold_1-processed-gene-29.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.89&CDS=1-1773	YDR244W
954	OG0000954	genemark-scaffold_1-processed-gene-29.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.90&CDS=1-2550	YCL030C
955	OG0000955	genemark-scaffold_1-processed-gene-30.0-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.0&CDS=1-1773	YPL023C
956	OG0000956	augustus_masked-scaffold_1-processed-gene-30.64-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-30.64&CDS=1-3216	YPL022W
957	OG0000957	snap_masked-scaffold_1-processed-gene-30.35-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.35&CDS=1-1011	YDL205C
958	OG0000958	genemark-scaffold_1-processed-gene-30.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.3&CDS=1-4125	YLR056W
959	OG0000959	genemark-scaffold_1-processed-gene-30.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.15&CDS=1-672	YPL041C
960	OG0000960	genemark-scaffold_1-processed-gene-30.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.4&CDS=1-1203	YPL028W
961	OG0000961	genemark-scaffold_1-processed-gene-30.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.5&CDS=1-807	YDL086W
962	OG0000962	genemark-scaffold_1-processed-gene-30.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.6&CDS=1-1068	YMR146C
963	OG0000963	maker-scaffold_1-snap-gene-30.61-mRNA-1_1&gene=maker-scaffold_1-snap-gene-30.61&CDS=1-2034	YDR452W
964	OG0000964	genemark-scaffold_1-processed-gene-30.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.8&CDS=1-933	YLR340W
965	OG0000965	genemark-scaffold_1-processed-gene-30.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.18&CDS=1-405	YPL013C
966	OG0000966	genemark-scaffold_1-processed-gene-30.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.19&CDS=1-3642	YPL012W
967	OG0000967	genemark-scaffold_1-processed-gene-30.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.21&CDS=1-2346	YKR024C
968	OG0000968	genemark-scaffold_1-processed-gene-30.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.22&CDS=1-792	YKR025W
969	OG0000969	genemark-scaffold_1-processed-gene-30.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.13&CDS=1-3606	YGL094C
970	OG0000970	genemark-scaffold_1-processed-gene-31.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-31.6&CDS=1-756	YMR193W
971	OG0000971	genemark-scaffold_1-processed-gene-31.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-31.3&CDS=1-2172	YHR205W
972	OG0000972	snap_masked-scaffold_1-processed-gene-31.68-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-31.68&CDS=1-3033	YLL031C
973	OG0000973	snap_masked-scaffold_1-processed-gene-31.69-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-31.69&CDS=1-1065	YNL191W
974	OG0000974	genemark-scaffold_1-processed-gene-31.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-31.8&CDS=1-483	YJL096W
975	OG0000975	genemark-scaffold_1-processed-gene-31.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-31.22&CDS=1-1887	YNR030W
976	OG0000976	genemark-scaffold_1-processed-gene-31.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-31.10&CDS=1-1218	YNR029C
977	OG0000977	genemark-scaffold_1-processed-gene-31.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-31.11&CDS=1-1479	YJL054W
978	OG0000978	genemark-scaffold_1-processed-gene-31.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-31.13&CDS=1-834	YEL019C
979	OG0000979	snap_masked-scaffold_1-processed-gene-31.85-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-31.85&CDS=1-840	YGL221C
980	OG0000980	genemark-scaffold_1-processed-gene-31.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-31.15&CDS=1-1509	YOL137W
981	OG0000981	snap_masked-scaffold_1-processed-gene-31.86-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-31.86&CDS=1-258	YGL220W
982	OG0000982	snap_masked-scaffold_1-processed-gene-31.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-31.87&CDS=1-4110	YDL240W
983	OG0000983	genemark-scaffold_1-processed-gene-31.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-31.27&CDS=1-1908	YNL039W
984	OG0000984	genemark-scaffold_1-processed-gene-31.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-31.17&CDS=1-1149	YNL035C
985	OG0000985	genemark-scaffold_1-processed-gene-31.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-31.18&CDS=1-2304	YNL021W
986	OG0000986	genemark-scaffold_1-processed-gene-31.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-31.19&CDS=1-1365	YNL022C
987	OG0000987	genemark-scaffold_1-processed-gene-31.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-31.29&CDS=1-1116	YIL094C
988	OG0000988	genemark-scaffold_1-processed-gene-32.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-32.7&CDS=1-705	YOR232W
989	OG0000989	genemark-scaffold_1-processed-gene-32.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-32.9&CDS=1-2154	YPR003C
990	OG0000990	genemark-scaffold_1-processed-gene-32.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-32.10&CDS=1-696	YPL107W
991	OG0000991	genemark-scaffold_1-processed-gene-32.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-32.21&CDS=1-1761	YBR123C
992	OG0000992	genemark-scaffold_1-processed-gene-32.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-32.11&CDS=1-993	YKL085W
993	OG0000993	genemark-scaffold_1-processed-gene-32.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-32.24&CDS=1-1089	YHR004C
994	OG0000994	genemark-scaffold_1-processed-gene-32.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-32.13&CDS=1-1263	YJL203W
995	OG0000995	snap_masked-scaffold_1-processed-gene-32.80-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-32.80&CDS=1-1455	YBR182C
996	OG0000996	maker-scaffold_1-snap-gene-32.56-mRNA-1_1&gene=maker-scaffold_1-snap-gene-32.56&CDS=1-6666	YPL085W
997	OG0000997	snap_masked-scaffold_1-processed-gene-32.81-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-32.81&CDS=1-681	YMR069W
998	OG0000998	genemark-scaffold_1-processed-gene-32.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-32.27&CDS=1-549	YHR148W
999	OG0000999	genemark-scaffold_1-processed-gene-32.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-32.28&CDS=1-1872	YMR058W
1000	OG0001000	genemark-scaffold_1-processed-gene-32.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-32.18&CDS=1-1272	YGR110W
1001	OG0001001	maker-scaffold_1-snap-gene-32.58-mRNA-1_1&gene=maker-scaffold_1-snap-gene-32.58&CDS=1-2640	YPR066W
1002	OG0001002	snap_masked-scaffold_1-processed-gene-33.27-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-33.27&CDS=1-264	YOR159C
1003	OG0001003	snap_masked-scaffold_1-processed-gene-33.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-33.28&CDS=1-9801	YDR457W
1004	OG0001004	genemark-scaffold_1-processed-gene-33.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.13&CDS=1-714	YBR096W
1005	OG0001005	genemark-scaffold_1-processed-gene-33.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.3&CDS=1-522	YLR370C
1006	OG0001006	genemark-scaffold_1-processed-gene-33.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.4&CDS=1-687	YDR410C
1007	OG0001007	genemark-scaffold_1-processed-gene-33.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.5&CDS=1-912	YMR241W
1008	OG0001008	genemark-scaffold_1-processed-gene-33.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.19&CDS=1-1419	YOR307C
1009	OG0001009	genemark-scaffold_1-processed-gene-33.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.6&CDS=1-1965	YDR456W
1010	OG0001010	genemark-scaffold_1-processed-gene-33.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.20&CDS=1-1947	YML031W
1011	OG0001011	genemark-scaffold_1-processed-gene-33.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.21&CDS=1-915	YOR158W
1012	OG0001012	maker-scaffold_1-snap-gene-33.52-mRNA-1_1&gene=maker-scaffold_1-snap-gene-33.52&CDS=1-1806	YDR386W
1013	OG0001013	genemark-scaffold_1-processed-gene-33.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.7&CDS=1-1308	YDR473C
1014	OG0001014	genemark-scaffold_1-processed-gene-33.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.8&CDS=1-2607	YER070W
1015	OG0001015	genemark-scaffold_1-processed-gene-33.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.9&CDS=1-2322	YJL212C
1016	OG0001016	genemark-scaffold_1-processed-gene-33.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.10&CDS=1-2067	YIL067C
1017	OG0001017	genemark-scaffold_1-processed-gene-33.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.24&CDS=1-1176	YJR076C
1018	OG0001018	genemark-scaffold_1-processed-gene-33.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.12&CDS=1-783	YJR144W
1019	OG0001019	genemark-scaffold_1-processed-gene-34.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-34.74&CDS=1-564	YGR082W
1020	OG0001020	genemark-scaffold_1-processed-gene-34.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-34.75&CDS=1-2547	YJR139C
1021	OG0001021	augustus_masked-scaffold_1-processed-gene-34.11-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-34.11&CDS=1-4686	YJR138W
1022	OG0001022	genemark-scaffold_1-processed-gene-34.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-34.97&CDS=1-4494	YAL024C
1023	OG0001023	genemark-scaffold_1-processed-gene-34.98-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-34.98&CDS=1-642	YGR081C
1024	OG0001024	genemark-scaffold_1-processed-gene-34.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-34.79&CDS=1-2544	YPR104C
1025	OG0001025	genemark-scaffold_1-processed-gene-34.80-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-34.80&CDS=1-849	YPR103W
1026	OG0001026	snap_masked-scaffold_1-processed-gene-34.68-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-34.68&CDS=1-342	YPR094W
1027	OG0001027	genemark-scaffold_1-processed-gene-34.101-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-34.101&CDS=1-1314	YGR080W
1028	OG0001028	snap_masked-scaffold_1-processed-gene-34.71-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-34.71&CDS=1-930	YGR086C
1029	OG0001029	genemark-scaffold_1-processed-gene-34.87-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-34.87&CDS=1-567	YLR251W
1030	OG0001030	snap_masked-scaffold_1-processed-gene-34.56-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-34.56&CDS=1-2235	YOR014W
1031	OG0001031	snap_masked-scaffold_1-processed-gene-34.57-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-34.57&CDS=1-1563	YML056C
1032	OG0001032	genemark-scaffold_1-processed-gene-34.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-34.90&CDS=1-510	YOR367W
1033	OG0001033	genemark-scaffold_1-processed-gene-34.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-34.91&CDS=1-909	YAL025C
1034	OG0001034	genemark-scaffold_1-processed-gene-34.92-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-34.92&CDS=1-1335	YOR049C
1035	OG0001035	genemark-scaffold_1-processed-gene-34.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-34.94&CDS=1-645	YLR293C
1036	OG0001036	genemark-scaffold_1-processed-gene-34.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-34.105&CDS=1-405	YLR298C
1037	OG0001037	augustus_masked-scaffold_1-processed-gene-35.31-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-35.31&CDS=1-339	YLR295C
1038	OG0001038	snap_masked-scaffold_1-processed-gene-35.3-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-35.3&CDS=1-519	YLR281C
1039	OG0001039	genemark-scaffold_1-processed-gene-35.64-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-35.64&CDS=1-2181	YLR274W
1040	OG0001040	genemark-scaffold_1-processed-gene-35.66-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-35.66&CDS=1-723	YGR078C
1041	OG0001041	genemark-scaffold_1-processed-gene-35.82-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-35.82&CDS=1-1017	YOL073C
1042	OG0001042	genemark-scaffold_1-processed-gene-35.83-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-35.83&CDS=1-1767	YGR103W
1043	OG0001043	augustus_masked-scaffold_1-processed-gene-35.37-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-35.37&CDS=1-3849	YPR140W
1044	OG0001044	genemark-scaffold_1-processed-gene-35.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-35.84&CDS=1-1848	YPR141C
1045	OG0001045	genemark-scaffold_1-processed-gene-35.70-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-35.70&CDS=1-702	YPR143W
1046	OG0001046	genemark-scaffold_1-processed-gene-35.72-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-35.72&CDS=1-1101	YOR057W
1047	OG0001047	genemark-scaffold_1-processed-gene-35.85-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-35.85&CDS=1-402	YKL122C
1048	OG0001048	genemark-scaffold_1-processed-gene-35.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-35.75&CDS=1-1284	YGR193C
1049	OG0001049	genemark-scaffold_1-processed-gene-35.87-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-35.87&CDS=1-687	YNL110C
1050	OG0001050	genemark-scaffold_1-processed-gene-35.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-35.90&CDS=1-1416	YNL071W
1051	OG0001051	augustus_masked-scaffold_1-processed-gene-35.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-35.57&CDS=1-1623	YNL072W
1052	OG0001052	genemark-scaffold_1-processed-gene-35.80-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-35.80&CDS=1-660	YNL107W
1053	OG0001053	augustus_masked-scaffold_1-processed-gene-35.46-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-35.46&CDS=1-5406	YER155C
1054	OG0001054	augustus_masked-scaffold_1-processed-gene-36.7-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-36.7&CDS=1-1134	YER154W
