	OrthologID	Saccharomyces_cerevisiae	yHAB143_Kazachstania_siamensis
197	OG0000197	YCR084C	augustus_masked-NODE_24_length_124931_cov_14.3259_ID_47-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_24_length_124931_cov_14.3259_ID_47-processed-gene-0.20&CDS=1-2082, augustus_masked-NODE_51_length_75264_cov_14.8651_ID_101-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_51_length_75264_cov_14.8651_ID_101-processed-gene-0.0&CDS=1-2055
198	OG0000198	YDL037C	augustus_masked-NODE_469_length_534_cov_248.771_ID_937-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_469_length_534_cov_248.771_ID_937-processed-gene-0.2&CDS=1-483, genemark-NODE_339_length_1102_cov_145.295_ID_677-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_339_length_1102_cov_145.295_ID_677-processed-gene-0.1&CDS=1-846
199	OG0000199	YDL061C, YLR388W	snap_masked-NODE_40_length_94689_cov_15.1151_ID_79-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_40_length_94689_cov_15.1151_ID_79-processed-gene-0.90&CDS=1-183
200	OG0000200	YDL075W, YLR406C	augustus_masked-NODE_206_length_3859_cov_19.3093_ID_411-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_206_length_3859_cov_19.3093_ID_411-processed-gene-0.3&CDS=1-339
201	OG0000201	YDL082W, YMR142C	augustus_masked-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.89&CDS=1-594
202	OG0000202	YDL083C, YMR143W	augustus_masked-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.125&CDS=1-429
203	OG0000203	YDL085W, YMR145C	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-1.47&CDS=1-1743
204	OG0000204	YDL093W, YDL095W	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-0.101&CDS=1-5094
205	OG0000205	YDL112W	augustus_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.130&CDS=1-4275, snap_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.46&CDS=1-2931
206	OG0000206	YDL127W, YDL179W	augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.151&CDS=1-858
207	OG0000207	YDL131W	augustus_masked-NODE_49_length_79513_cov_15.0536_ID_97-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_49_length_79513_cov_15.0536_ID_97-processed-gene-0.22&CDS=1-1320, augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.148&CDS=1-1317
208	OG0000208	YDL134C, YDL188C	augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.190&CDS=1-1146
209	OG0000209	YDL136W, YDL191W	snap_masked-NODE_49_length_79513_cov_15.0536_ID_97-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_49_length_79513_cov_15.0536_ID_97-processed-gene-0.65&CDS=1-399
210	OG0000210	YDL175C, YIL079C	augustus_masked-NODE_49_length_79513_cov_15.0536_ID_97-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_49_length_79513_cov_15.0536_ID_97-processed-gene-0.2&CDS=1-522
211	OG0000211	YDL222C, YNL194C	snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.103&CDS=1-1011
212	OG0000212	YDL229W, YNL209W	augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.5&CDS=1-1839
213	OG0000213	YDR099W, YER177W	augustus_masked-NODE_65_length_56463_cov_18.0842_ID_129-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_65_length_56463_cov_18.0842_ID_129-processed-gene-0.23&CDS=1-792
214	OG0000214	YDR107C, YLR083C	augustus_masked-NODE_15_length_156096_cov_14.8181_ID_29-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_15_length_156096_cov_14.8181_ID_29-processed-gene-0.12&CDS=1-1995
215	OG0000215	YDR111C	augustus_masked-NODE_65_length_56463_cov_18.0842_ID_129-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_65_length_56463_cov_18.0842_ID_129-processed-gene-0.14&CDS=1-1479, genemark-NODE_147_length_12215_cov_14.8103_ID_293-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_147_length_12215_cov_14.8103_ID_293-processed-gene-0.7&CDS=1-1479
216	OG0000216	YDR122W	augustus_masked-NODE_65_length_56463_cov_18.0842_ID_129-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_65_length_56463_cov_18.0842_ID_129-processed-gene-0.8&CDS=1-3381, augustus_masked-NODE_98_length_34572_cov_15.0998_ID_195-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_98_length_34572_cov_15.0998_ID_195-processed-gene-0.18&CDS=1-3516
217	OG0000217	YDR132C, YLR108C	maker-NODE_26_length_122801_cov_15.2297_ID_51-snap-gene-0.95-mRNA-1_1&gene=maker-NODE_26_length_122801_cov_15.2297_ID_51-snap-gene-0.95&CDS=1-1545
218	OG0000218	YDR144C, YLR120C	genemark-NODE_9_length_200454_cov_14.9737_ID_17-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_9_length_200454_cov_14.9737_ID_17-processed-gene-1.25&CDS=1-1707
219	OG0000219	YDR151C, YLR136C	augustus_masked-NODE_94_length_35770_cov_17.3486_ID_187-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_94_length_35770_cov_17.3486_ID_187-processed-gene-0.3&CDS=1-1194
220	OG0000220	YDR206W, YLR233C	augustus_masked-NODE_33_length_109676_cov_14.5873_ID_65-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_33_length_109676_cov_14.5873_ID_65-processed-gene-0.80&CDS=1-2022
221	OG0000221	YDR222W, YLR225C	augustus_masked-NODE_80_length_44818_cov_15.4622_ID_159-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_80_length_44818_cov_15.4622_ID_159-processed-gene-0.30&CDS=1-3462
222	OG0000222	YDR263C, YOR033C	snap_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.7&CDS=1-2277
223	OG0000223	YDR272W, YOR040W	augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.124&CDS=1-816
224	OG0000224	YDR277C, YOR047C	augustus_masked-NODE_49_length_79513_cov_15.0536_ID_97-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_49_length_79513_cov_15.0536_ID_97-processed-gene-0.15&CDS=1-1437
225	OG0000225	YDR312W, YHR066W	augustus_masked-NODE_50_length_75985_cov_16.1389_ID_99-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_50_length_75985_cov_16.1389_ID_99-processed-gene-0.45&CDS=1-1404
226	OG0000226	YDR326C	augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.165&CDS=1-4575, augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.38&CDS=1-3375
227	OG0000227	YDR348C, YHR097C	augustus_masked-NODE_75_length_50185_cov_14.8442_ID_149-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_75_length_50185_cov_14.8442_ID_149-processed-gene-0.44&CDS=1-1614
228	OG0000228	YDR353W, YHR106W	maker-NODE_75_length_50185_cov_14.8442_ID_149-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_75_length_50185_cov_14.8442_ID_149-augustus-gene-0.0&CDS=1-2688
229	OG0000229	YDR368W, YOR120W	augustus_masked-NODE_48_length_80378_cov_15.0046_ID_95-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_48_length_80378_cov_15.0046_ID_95-processed-gene-0.128&CDS=1-936
230	OG0000230	YDR391C	genemark-NODE_111_length_27810_cov_14.6843_ID_221-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_111_length_27810_cov_14.6843_ID_221-processed-gene-0.33&CDS=1-858, genemark-NODE_30_length_113000_cov_14.8357_ID_59-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_30_length_113000_cov_14.8357_ID_59-processed-gene-0.31&CDS=1-804
231	OG0000231	YDR418W, YEL054C	augustus_masked-NODE_70_length_53589_cov_14.265_ID_139-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_70_length_53589_cov_14.265_ID_139-processed-gene-0.17&CDS=1-495
232	OG0000232	YDR447C, YML024W	augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-0.60&CDS=1-405
233	OG0000233	YDR453C, YML028W	augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.117&CDS=1-603
234	OG0000234	YDR463W	augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.136&CDS=1-1755, augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-1.54&CDS=1-1206
235	OG0000235	YDR471W, YHR010W	augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.135&CDS=1-408
236	OG0000236	YDR483W	augustus_masked-NODE_57_length_68970_cov_14.69_ID_113-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_57_length_68970_cov_14.69_ID_113-processed-gene-0.48&CDS=1-1230, augustus_masked-NODE_57_length_68970_cov_14.69_ID_113-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_57_length_68970_cov_14.69_ID_113-processed-gene-0.60&CDS=1-1371
237	OG0000237	YDR500C, YLR185W	augustus_masked-NODE_13_length_172444_cov_15.0082_ID_25-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_13_length_172444_cov_15.0082_ID_25-processed-gene-0.23&CDS=1-264
238	OG0000238	YDR525W-A, YJL151C	augustus_masked-NODE_49_length_79513_cov_15.0536_ID_97-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_49_length_79513_cov_15.0536_ID_97-processed-gene-0.13&CDS=1-420
239	OG0000239	YEL039C, YJR048W	augustus_masked-NODE_106_length_30532_cov_16.5942_ID_211-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_106_length_30532_cov_16.5942_ID_211-processed-gene-0.18&CDS=1-351
240	OG0000240	YEL047C	augustus_masked-NODE_106_length_30532_cov_16.5942_ID_211-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_106_length_30532_cov_16.5942_ID_211-processed-gene-0.20&CDS=1-1425, genemark-NODE_23_length_126268_cov_16.0242_ID_45-processed-gene-0.160-mRNA-1_1&gene=genemark-NODE_23_length_126268_cov_16.0242_ID_45-processed-gene-0.160&CDS=1-1524
241	OG0000241	YER031C, YGL210W	augustus_masked-NODE_23_length_126268_cov_16.0242_ID_45-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_23_length_126268_cov_16.0242_ID_45-processed-gene-0.109&CDS=1-663
242	OG0000242	YER056C-A, YIL052C	augustus_masked-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.12&CDS=1-351
243	OG0000243	YER059W, YIL050W	genemark-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.168-mRNA-1_1&gene=genemark-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.168&CDS=1-1101
244	OG0000244	YER062C, YIL053W	augustus_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-3.63&CDS=1-750
245	OG0000245	YER074W, YIL069C	maker-NODE_70_length_53589_cov_14.265_ID_139-augustus-gene-0.43-mRNA-1_1&gene=maker-NODE_70_length_53589_cov_14.265_ID_139-augustus-gene-0.43&CDS=1-405
246	OG0000246	YER081W, YIL074C	augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.140&CDS=1-1407
247	OG0000247	YER088C	augustus_masked-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.70&CDS=1-1341, augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.125&CDS=1-1920
248	OG0000248	YER109C	augustus_masked-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.62&CDS=1-2118, augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.117&CDS=1-2910
249	OG0000249	YER131W, YGL189C	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.72&CDS=1-357
250	OG0000250	YER166W	augustus_masked-NODE_15_length_156096_cov_14.8181_ID_29-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_15_length_156096_cov_14.8181_ID_29-processed-gene-0.47&CDS=1-4722, augustus_masked-NODE_29_length_113440_cov_15.7999_ID_57-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_29_length_113440_cov_15.7999_ID_57-processed-gene-0.130&CDS=1-4830
251	OG0000251	YFL007W	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.75&CDS=1-6318, augustus_masked-NODE_28_length_120827_cov_15.6539_ID_55-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_28_length_120827_cov_15.6539_ID_55-processed-gene-0.30&CDS=1-6372
252	OG0000252	YFL050C, YOL130W	augustus_masked-NODE_26_length_122801_cov_15.2297_ID_51-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_26_length_122801_cov_15.2297_ID_51-processed-gene-0.41&CDS=1-2778
253	OG0000253	YFR015C	augustus_masked-NODE_36_length_105216_cov_15.8546_ID_71-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_36_length_105216_cov_15.8546_ID_71-processed-gene-0.53&CDS=1-2127, maker-NODE_63_length_57636_cov_14.8423_ID_125-augustus-gene-0.64-mRNA-1_1&gene=maker-NODE_63_length_57636_cov_14.8423_ID_125-augustus-gene-0.64&CDS=1-3513
254	OG0000254	YFR031C-A, YIL018W	augustus_masked-NODE_29_length_113440_cov_15.7999_ID_57-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_29_length_113440_cov_15.7999_ID_57-processed-gene-0.141&CDS=1-762
255	OG0000255	YGL008C	augustus_masked-NODE_133_length_17681_cov_24.1007_ID_265-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_133_length_17681_cov_24.1007_ID_265-processed-gene-0.4&CDS=1-2733, augustus_masked-NODE_56_length_70192_cov_17.8046_ID_111-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_56_length_70192_cov_17.8046_ID_111-processed-gene-0.1&CDS=1-2709
256	OG0000256	YGL009C	augustus_masked-NODE_56_length_70192_cov_17.8046_ID_111-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_56_length_70192_cov_17.8046_ID_111-processed-gene-0.18&CDS=1-2304, augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-0.47&CDS=1-2319
257	OG0000257	YGL031C, YGR148C	augustus_masked-NODE_32_length_109869_cov_15.2831_ID_63-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_32_length_109869_cov_15.2831_ID_63-processed-gene-0.75&CDS=1-453
258	OG0000258	YGL076C, YPL198W	maker-NODE_8_length_202031_cov_14.9792_ID_15-augustus-gene-0.116-mRNA-1_1&gene=maker-NODE_8_length_202031_cov_14.9792_ID_15-augustus-gene-0.116&CDS=1-732
259	OG0000259	YGL084C, YPL189W	maker-NODE_61_length_63804_cov_14.6622_ID_121-augustus-gene-0.33-mRNA-1_1&gene=maker-NODE_61_length_63804_cov_14.6622_ID_121-augustus-gene-0.33&CDS=1-3144
260	OG0000260	YGL089C, YPL187W	augustus_masked-NODE_8_length_202031_cov_14.9792_ID_15-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_8_length_202031_cov_14.9792_ID_15-processed-gene-0.5&CDS=1-471
261	OG0000261	YGL135W, YPL220W	augustus_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-1.117&CDS=1-651
262	OG0000262	YGL144C	augustus_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.98&CDS=1-1767, maker-NODE_26_length_122801_cov_15.2297_ID_51-augustus-gene-0.99-mRNA-1_1&gene=maker-NODE_26_length_122801_cov_15.2297_ID_51-augustus-gene-0.99&CDS=1-3336
263	OG0000263	YGL197W	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.101&CDS=1-4788, snap_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.52&CDS=1-4683
264	OG0000264	YGR008C, YLR327C	augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-1.61&CDS=1-258
265	OG0000265	YGR010W, YLR328W	augustus_masked-NODE_150_length_11664_cov_13.7051_ID_299-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_150_length_11664_cov_13.7051_ID_299-processed-gene-0.7&CDS=1-1344
266	OG0000266	YGR038W, YLR350W	augustus_masked-NODE_32_length_109869_cov_15.2831_ID_63-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_32_length_109869_cov_15.2831_ID_63-processed-gene-0.104&CDS=1-687
267	OG0000267	YGR085C, YPR102C	augustus_masked-NODE_88_length_39544_cov_20.0118_ID_175-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_88_length_39544_cov_20.0118_ID_175-processed-gene-0.24&CDS=1-522
268	OG0000268	YGR094W	augustus_masked-NODE_52_length_74187_cov_16.7218_ID_103-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_52_length_74187_cov_16.7218_ID_103-processed-gene-0.68&CDS=1-3837, augustus_masked-NODE_86_length_41746_cov_18.2922_ID_171-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_86_length_41746_cov_18.2922_ID_171-processed-gene-0.47&CDS=1-2967
269	OG0000269	YGR109C, YPR120C	augustus_masked-NODE_52_length_74187_cov_16.7218_ID_103-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_52_length_74187_cov_16.7218_ID_103-processed-gene-0.86&CDS=1-1200
270	OG0000270	YGR121C, YPR138C	genemark-NODE_52_length_74187_cov_16.7218_ID_103-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_52_length_74187_cov_16.7218_ID_103-processed-gene-0.28&CDS=1-1458
271	OG0000271	YGR124W, YPR145W	augustus_masked-NODE_110_length_28740_cov_13.4862_ID_219-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_110_length_28740_cov_13.4862_ID_219-processed-gene-0.12&CDS=1-1728
272	OG0000272	YGR131W, YPR149W	augustus_masked-NODE_110_length_28740_cov_13.4862_ID_219-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_110_length_28740_cov_13.4862_ID_219-processed-gene-0.13&CDS=1-543
273	OG0000273	YGR138C, YPR156C	augustus_masked-NODE_23_length_126268_cov_16.0242_ID_45-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_23_length_126268_cov_16.0242_ID_45-processed-gene-0.103&CDS=1-1899
274	OG0000274	YGR162W	augustus_masked-NODE_32_length_109869_cov_15.2831_ID_63-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_32_length_109869_cov_15.2831_ID_63-processed-gene-0.88&CDS=1-3189, augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-0.56&CDS=1-2211
275	OG0000275	YGR209C, YLR043C	augustus_masked-NODE_28_length_120827_cov_15.6539_ID_55-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_28_length_120827_cov_15.6539_ID_55-processed-gene-0.38&CDS=1-315
276	OG0000276	YGR214W, YLR048W	maker-NODE_28_length_120827_cov_15.6539_ID_55-augustus-gene-0.162-mRNA-1_1&gene=maker-NODE_28_length_120827_cov_15.6539_ID_55-augustus-gene-0.162&CDS=1-756
277	OG0000277	YGR243W, YHR162W	augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.169&CDS=1-384
278	OG0000278	YGR254W, YHR174W	maker-NODE_4_length_298036_cov_14.8191_ID_7-augustus-gene-1.308-mRNA-1_1&gene=maker-NODE_4_length_298036_cov_14.8191_ID_7-augustus-gene-1.308&CDS=1-1755
279	OG0000279	YGR279C	augustus_masked-NODE_12_length_172573_cov_15.0411_ID_23-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NODE_12_length_172573_cov_15.0411_ID_23-processed-gene-0.161&CDS=1-879, augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.8&CDS=1-1149
280	OG0000280	YHL001W, YKL006W	maker-NODE_87_length_40760_cov_15.2921_ID_173-augustus-gene-0.52-mRNA-1_1&gene=maker-NODE_87_length_40760_cov_15.2921_ID_173-augustus-gene-0.52&CDS=1-405
281	OG0000281	YHL033C, YLL045C	snap_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.4&CDS=1-768
282	OG0000282	YHL044W	augustus_masked-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.113&CDS=1-360, snap_masked-NODE_37_length_103107_cov_14.8719_ID_73-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_37_length_103107_cov_14.8719_ID_73-processed-gene-0.95&CDS=1-360
283	OG0000283	YHR021C, YKL156W	augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.11&CDS=1-246
