	OrthologID	Saccharomyces_cerevisiae	Tortispora_caseinolytica
347	OG0000347	YIL042C	snap_masked-scaffold_1-processed-gene-24.92-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.92&CDS=1-1149, snap_masked-scaffold_2-processed-gene-8.65-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.65&CDS=1-1242
348	OG0000348	YIL105C, YNL047C	augustus_masked-scaffold_3-processed-gene-18.114-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-18.114&CDS=1-2031
349	OG0000349	YIL111W, YNL052W	snap_masked-scaffold_2-processed-gene-6.51-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.51&CDS=1-519
350	OG0000350	YIL113W, YNL053W	snap_masked-scaffold_3-processed-gene-10.52-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.52&CDS=1-1047
351	OG0000351	YIL117C, YNL058C	augustus_masked-scaffold_2-processed-gene-28.43-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-28.43&CDS=1-849
352	OG0000352	YIL149C, YKR095W	snap_masked-scaffold_2-processed-gene-12.56-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.56&CDS=1-5715
353	OG0000353	YIL154C	augustus_masked-scaffold_3-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.13&CDS=1-1662, snap_masked-scaffold_1-processed-gene-3.31-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.31&CDS=1-1653
354	OG0000354	YIR009W	snap_masked-scaffold_1-processed-gene-18.141-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-18.141&CDS=1-642, snap_masked-scaffold_2-processed-gene-9.68-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.68&CDS=1-363
355	OG0000355	YIR033W, YKL020C	snap_masked-scaffold_1-processed-gene-6.18-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.18&CDS=1-3150
356	OG0000356	YIR035C, YIR036C	snap_masked-scaffold_3-processed-gene-13.71-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.71&CDS=1-756
357	OG0000357	YJL082W, YKR018C	snap_masked-scaffold_2-processed-gene-20.64-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.64&CDS=1-1935
358	OG0000358	YJL083W, YKR019C	snap_masked-scaffold_3-processed-gene-6.128-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.128&CDS=1-2388
359	OG0000359	YJL084C, YKR021W	snap_masked-scaffold_2-processed-gene-19.97-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.97&CDS=1-2217
360	OG0000360	YJL112W, YKR036C	snap_masked-scaffold_2-processed-gene-21.19-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.19&CDS=1-1905
361	OG0000361	YJL116C, YKR042W	snap_masked-scaffold_2-processed-gene-28.132-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-28.132&CDS=1-1104
362	OG0000362	YJL133W, YKR052C	snap_masked-scaffold_2-processed-gene-20.73-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.73&CDS=1-996
363	OG0000363	YJL134W, YKR053C	augustus_masked-scaffold_3-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.11&CDS=1-1512
364	OG0000364	YJL136C, YKR057W	snap_masked-scaffold_3-processed-gene-1.43-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.43&CDS=1-258
365	OG0000365	YJL137C, YKR058W	snap_masked-scaffold_1-processed-gene-22.76-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.76&CDS=1-1014
366	OG0000366	YJL172W, YOL153C	snap_masked-scaffold_1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.12&CDS=1-1701
367	OG0000367	YJL177W, YKL180W	snap_masked-scaffold_2-processed-gene-19.86-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.86&CDS=1-504
368	OG0000368	YJL190C, YLR367W	maker-scaffold_1-snap-gene-5.58-mRNA-1_1&gene=maker-scaffold_1-snap-gene-5.58&CDS=1-5604
369	OG0000369	YJR016C	maker-scaffold_3-augustus-gene-17.36-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-17.36&CDS=1-3855, maker-scaffold_3-augustus-gene-2.54-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.54&CDS=1-3372
370	OG0000370	YJR054W, YML047C	snap_masked-scaffold_1-processed-gene-4.3-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.3&CDS=1-1311
371	OG0000371	YJR061W, YKL201C	snap_masked-scaffold_2-processed-gene-20.55-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.55&CDS=1-1398
372	OG0000372	YJR091C, YPR042C	snap_masked-scaffold_1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.25&CDS=1-3132
373	OG0000373	YJR094W-A, YPR043W	maker-scaffold_1-augustus-gene-13.86-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-13.86&CDS=1-1776
374	OG0000374	YJR127C, YML081W	snap_masked-scaffold_3-processed-gene-12.99-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.99&CDS=1-3795
375	OG0000375	YJR130C, YML082W	snap_masked-scaffold_3-processed-gene-20.4-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-20.4&CDS=1-1698
376	OG0000376	YKL043W, YMR016C	snap_masked-scaffold_2-processed-gene-16.19-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.19&CDS=1-2163
377	OG0000377	YKL046C	snap_masked-scaffold_2-processed-gene-18.140-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.140&CDS=1-1344, snap_masked-scaffold_2-processed-gene-27.138-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-27.138&CDS=1-1410
378	OG0000378	YKL050C, YMR031C	snap_masked-scaffold_3-processed-gene-19.2-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.2&CDS=1-2538
379	OG0000379	YKL072W, YMR053C	snap_masked-scaffold_3-processed-gene-19.30-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.30&CDS=1-2142
380	OG0000380	YKL085W	snap_masked-scaffold_1-processed-gene-26.73-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.73&CDS=1-993, snap_masked-scaffold_3-processed-gene-22.166-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-22.166&CDS=1-1014
381	OG0000381	YKL121W, YMR102C	snap_masked-scaffold_2-processed-gene-4.64-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.64&CDS=1-2499
382	OG0000382	YKL126W, YMR104C	genemark-scaffold_1-processed-gene-11.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.91&CDS=1-1746
383	OG0000383	YKL132C, YMR113W	snap_masked-scaffold_3-processed-gene-3.28-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.28&CDS=1-1260
384	OG0000384	YKL133C, YMR115W	snap_masked-scaffold_2-processed-gene-21.39-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.39&CDS=1-1653
385	OG0000385	YKL141W, YMR118C	augustus_masked-scaffold_2-processed-gene-23.2-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-23.2&CDS=1-1623
386	OG0000386	YKL150W	snap_masked-scaffold_3-processed-gene-15.126-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.126&CDS=1-993, snap_masked-scaffold_3-processed-gene-23.105-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.105&CDS=1-813
387	OG0000387	YKL157W	augustus_masked-scaffold_2-processed-gene-13.9-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.9&CDS=1-2694, snap_masked-scaffold_1-processed-gene-20.119-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.119&CDS=1-2646
388	OG0000388	YKR064W	snap_masked-scaffold_2-processed-gene-8.63-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.63&CDS=1-2745, snap_masked-scaffold_3-processed-gene-4.140-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.140&CDS=1-2115
389	OG0000389	YKR070W	augustus_masked-scaffold_2-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.96&CDS=1-2193, snap_masked-scaffold_2-processed-gene-8.68-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.68&CDS=1-1293
390	OG0000390	YKR076W, YMR251W	maker-scaffold_1-snap-gene-28.102-mRNA-1_1&gene=maker-scaffold_1-snap-gene-28.102&CDS=1-1050
391	OG0000391	YLL010C, YLR019W	snap_masked-scaffold_1-processed-gene-20.65-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.65&CDS=1-1731
392	OG0000392	YLL012W, YLR020C	snap_masked-scaffold_4-processed-gene-2.91-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.91&CDS=1-1380
393	OG0000393	YLL016W, YLR310C	snap_masked-scaffold_3-processed-gene-6.145-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.145&CDS=1-3423
394	OG0000394	YLL053C, YPR192W	snap_masked-scaffold_2-processed-gene-2.72-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.72&CDS=1-849
395	OG0000395	YLR027C	snap_masked-scaffold_2-processed-gene-2.78-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.78&CDS=1-1257, snap_masked-scaffold_4-processed-gene-2.73-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.73&CDS=1-1242
396	OG0000396	YLR029C, YMR121C	maker-scaffold_2-augustus-gene-13.49-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-13.49&CDS=1-3342
397	OG0000397	YLR077W	augustus_masked-scaffold_1-processed-gene-14.35-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.35&CDS=1-4038, snap_masked-scaffold_2-processed-gene-16.43-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.43&CDS=1-1014
398	OG0000398	YLR107W	snap_masked-scaffold_1-processed-gene-8.71-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.71&CDS=1-1125, snap_masked-scaffold_3-processed-gene-16.101-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-16.101&CDS=1-840
399	OG0000399	YLR109W	snap_masked-scaffold_1-processed-gene-9.29-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.29&CDS=1-516, snap_masked-scaffold_2-processed-gene-21.4-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.4&CDS=1-543
400	OG0000400	YLR229C	snap_masked-scaffold_3-processed-gene-12.101-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.101&CDS=1-579, snap_masked-scaffold_4-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.17&CDS=1-576
401	OG0000401	YLR260W, YOR171C	augustus_masked-scaffold_1-processed-gene-17.25-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-17.25&CDS=1-4302
402	OG0000402	YLR270W, YOR173W	snap_masked-scaffold_3-processed-gene-12.135-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.135&CDS=1-861
403	OG0000403	YLR284C, YOR180C	snap_masked-scaffold_2-processed-gene-12.89-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.89&CDS=1-807
404	OG0000404	YLR287C-A, YOR182C	augustus_masked-scaffold_2-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.83&CDS=1-633
405	OG0000405	YLR293C, YOR185C	snap_masked-scaffold_2-processed-gene-27.113-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-27.113&CDS=1-645
406	OG0000406	YLR300W, YOR190W	augustus_masked-scaffold_2-processed-gene-27.87-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-27.87&CDS=1-1269
407	OG0000407	YLR441C, YML063W	snap_masked-scaffold_1-processed-gene-22.60-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.60&CDS=1-768
408	OG0000408	YLR448W, YML073C	snap_masked-scaffold_3-processed-gene-5.101-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.101&CDS=1-516
409	OG0000409	YLR449W, YML074C	maker-scaffold_1-augustus-gene-3.69-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-3.69&CDS=1-1878
410	OG0000410	YLR450W, YML075C	maker-scaffold_3-augustus-gene-18.101-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-18.101&CDS=1-5484
411	OG0000411	YLR456W, YPR172W	snap_masked-scaffold_3-processed-gene-4.170-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.170&CDS=1-492
412	OG0000412	YML106W, YMR271C	snap_masked-scaffold_3-processed-gene-4.168-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.168&CDS=1-666
413	OG0000413	YML109W, YMR273C	snap_masked-scaffold_3-processed-gene-13.78-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.78&CDS=1-3960
414	OG0000414	YMR119W, YNL008C	snap_masked-scaffold_1-processed-gene-22.96-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.96&CDS=1-1713
415	OG0000415	YMR177W, YPL224C	augustus_masked-scaffold_3-processed-gene-19.90-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.90&CDS=1-1095
416	OG0000416	YMR194W, YPL249C-A	snap_masked-scaffold_2-processed-gene-22.42-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.42&CDS=1-312
417	OG0000417	YMR196W	maker-scaffold_1-snap-gene-4.94-mRNA-1_1&gene=maker-scaffold_1-snap-gene-4.94&CDS=1-3048, snap_masked-scaffold_1-processed-gene-24.76-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.76&CDS=1-2691
418	OG0000418	YMR222C, YOR280C	snap_masked-scaffold_2-processed-gene-1.14-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.14&CDS=1-678
419	OG0000419	YMR230W, YOR293W	snap_masked-scaffold_1-processed-gene-10.121-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.121&CDS=1-393
420	OG0000420	YMR237W, YOR299W	snap_masked-scaffold_1-processed-gene-15.81-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.81&CDS=1-2175
421	OG0000421	YMR242C, YOR312C	augustus_masked-scaffold_1-processed-gene-20.127-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.127&CDS=1-1545
422	OG0000422	YMR253C, YPL264C	augustus_masked-scaffold_1-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.109&CDS=1-1335
423	OG0000423	YMR315W	augustus_masked-scaffold_3-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.72&CDS=1-1965, snap_masked-scaffold_2-processed-gene-13.160-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.160&CDS=1-1068
424	OG0000424	YNL087W, YOR086C	augustus_masked-scaffold_4-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.179&CDS=1-6297
425	OG0000425	YNL098C, YOR101W	snap_masked-scaffold_2-processed-gene-16.21-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.21&CDS=1-627
426	OG0000426	YNL104C, YOR108W	snap_masked-scaffold_1-processed-gene-18.123-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-18.123&CDS=1-1725
427	OG0000427	YNL108C, YOR110W	snap_masked-scaffold_3-processed-gene-23.98-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.98&CDS=1-732
428	OG0000428	YNL182C	augustus_masked-scaffold_4-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.171&CDS=1-876, snap_masked-scaffold_1-processed-gene-3.52-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.52&CDS=1-1116
429	OG0000429	YNL293W, YOL112W	snap_masked-scaffold_3-processed-gene-1.6-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.6&CDS=1-1605
430	OG0000430	YNL299W, YOL115W	snap_masked-scaffold_1-processed-gene-10.152-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.152&CDS=1-1407
431	OG0000431	YNL301C, YOL120C	augustus_masked-scaffold_3-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.122&CDS=1-555
432	OG0000432	YNL302C, YOL121C	augustus_masked-scaffold_1-processed-gene-16.76-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.76&CDS=1-1206
433	OG0000433	YNR001C	snap_masked-scaffold_2-processed-gene-25.44-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.44&CDS=1-1272, snap_masked-scaffold_3-processed-gene-3.54-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.54&CDS=1-1365
434	OG0000434	YOL116W	maker-scaffold_2-snap-gene-17.109-mRNA-1_1&gene=maker-scaffold_2-snap-gene-17.109&CDS=1-2439, snap_masked-scaffold_2-processed-gene-17.21-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.21&CDS=1-1134
435	OG0000435	YOL119C, YOR306C	snap_masked-scaffold_1-processed-gene-24.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.74&CDS=1-1386
436	OG0000436	YOR049C	maker-scaffold_3-snap-gene-16.1-mRNA-1_1&gene=maker-scaffold_3-snap-gene-16.1&CDS=1-1248, snap_masked-scaffold_2-processed-gene-8.91-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.91&CDS=1-1323
437	OG0000437	YOR059C	snap_masked-scaffold_1-processed-gene-1.81-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.81&CDS=1-1320, snap_masked-scaffold_2-processed-gene-24.81-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.81&CDS=1-1239
438	OG0000438	YOR087W	snap_masked-scaffold_2-processed-gene-30.151-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.151&CDS=1-1770, snap_masked-scaffold_3-processed-gene-10.40-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.40&CDS=1-2571
439	OG0000439	YOR089C	augustus_masked-scaffold_2-processed-gene-15.164-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.164&CDS=1-612, maker-scaffold_3-augustus-gene-15.49-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-15.49&CDS=1-1338
440	OG0000440	YOR155C	maker-scaffold_2-snap-gene-26.7-mRNA-1_1&gene=maker-scaffold_2-snap-gene-26.7&CDS=1-6480, snap_masked-scaffold_1-processed-gene-6.42-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.42&CDS=1-4599
441	OG0000441	YOR175C	augustus_masked-scaffold_2-processed-gene-11.158-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.158&CDS=1-5016, snap_masked-scaffold_1-processed-gene-21.7-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.7&CDS=1-1452
442	OG0000442	YOR226C, YPL135W	snap_masked-scaffold_3-processed-gene-3.39-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.39&CDS=1-540
443	OG0000443	YOR227W, YPL137C	snap_masked-scaffold_2-processed-gene-12.55-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.55&CDS=1-3285
444	OG0000444	YOR234C, YPL143W	snap_masked-scaffold_1-processed-gene-24.79-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.79&CDS=1-315
445	OG0000445	YOR237W, YPL145C	augustus_masked-scaffold_2-processed-gene-29.88-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-29.88&CDS=1-6396
446	OG0000446	YPL028W	augustus_masked-scaffold_1-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.36&CDS=1-1716, snap_masked-scaffold_1-processed-gene-19.6-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.6&CDS=1-1194
447	OG0000447	YPL050C	augustus_masked-scaffold_3-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.41&CDS=1-2217, snap_masked-scaffold_3-processed-gene-22.159-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-22.159&CDS=1-1017
448	OG0000448	YPR013C, YPR015C	snap_masked-scaffold_2-processed-gene-1.8-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.8&CDS=1-1146
449	OG0000449	YPR169W-A, YPR170W-B	snap_masked-scaffold_2-processed-gene-13.171-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.171&CDS=1-252
450	OG0000450		maker-scaffold_1-snap-gene-23.53-mRNA-1_1&gene=maker-scaffold_1-snap-gene-23.53&CDS=1-4002, snap_masked-scaffold_1-processed-gene-11.128-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.128&CDS=1-2022, snap_masked-scaffold_1-processed-gene-23.26-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.26&CDS=1-2025
451	OG0000451		augustus_masked-scaffold_2-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.58&CDS=1-2049, maker-scaffold_3-snap-gene-6.164-mRNA-1_1&gene=maker-scaffold_3-snap-gene-6.164&CDS=1-4437, snap_masked-scaffold_2-processed-gene-3.16-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.16&CDS=1-222
452	OG0000452		snap_masked-scaffold_3-processed-gene-0.105-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.105&CDS=1-831, snap_masked-scaffold_3-processed-gene-0.106-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.106&CDS=1-822, snap_masked-scaffold_3-processed-gene-0.107-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.107&CDS=1-825
453	OG0000453	YAL001C	augustus_masked-scaffold_1-processed-gene-14.3-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.3&CDS=1-5004
454	OG0000454	YAL002W	snap_masked-scaffold_1-processed-gene-27.86-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.86&CDS=1-4224
455	OG0000455	YAL003W	augustus_masked-scaffold_1-processed-gene-23.129-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.129&CDS=1-672
456	OG0000456	YAL010C	augustus_masked-scaffold_1-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.124&CDS=1-3051
457	OG0000457	YAL011W	snap_masked-scaffold_1-processed-gene-29.44-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.44&CDS=1-1563
458	OG0000458	YAL012W	snap_masked-scaffold_2-processed-gene-21.49-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.49&CDS=1-1179
459	OG0000459	YAL013W	snap_masked-scaffold_2-processed-gene-21.52-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.52&CDS=1-1305
460	OG0000460	YAL016W	snap_masked-scaffold_3-processed-gene-10.25-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.25&CDS=1-1998
461	OG0000461	YAL021C	snap_masked-scaffold_1-processed-gene-10.156-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.156&CDS=1-1995
462	OG0000462	YAL022C	snap_masked-scaffold_3-processed-gene-16.103-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-16.103&CDS=1-1443
463	OG0000463	YAL024C	augustus_masked-scaffold_3-processed-gene-20.106-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-20.106&CDS=1-2511
464	OG0000464	YAL025C	snap_masked-scaffold_3-processed-gene-8.117-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.117&CDS=1-891
465	OG0000465	YAL026C	augustus_masked-scaffold_1-processed-gene-13.76-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.76&CDS=1-8736
466	OG0000466	YAL032C	snap_masked-scaffold_3-processed-gene-15.135-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.135&CDS=1-1440
467	OG0000467	YAL033W	augustus_masked-scaffold_3-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.20&CDS=1-1395
468	OG0000468	YAL035W	snap_masked-scaffold_1-processed-gene-27.61-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.61&CDS=1-3087
469	OG0000469	YAL038W	maker-scaffold_3-snap-gene-22.3-mRNA-1_1&gene=maker-scaffold_3-snap-gene-22.3&CDS=1-1542
470	OG0000470	YAL042W	snap_masked-scaffold_3-processed-gene-21.110-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-21.110&CDS=1-1188
471	OG0000471	YAL043C	snap_masked-scaffold_1-processed-gene-1.68-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.68&CDS=1-2154
472	OG0000472	YAL044C	snap_masked-scaffold_2-processed-gene-19.84-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.84&CDS=1-513
473	OG0000473	YAL046C	augustus_masked-scaffold_2-processed-gene-27.69-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-27.69&CDS=1-1041
474	OG0000474	YAL048C	snap_masked-scaffold_3-processed-gene-13.56-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.56&CDS=1-2055
475	OG0000475	YAL049C	maker-scaffold_4-snap-gene-0.136-mRNA-1_1&gene=maker-scaffold_4-snap-gene-0.136&CDS=1-3318
476	OG0000476	YAL053W	augustus_masked-scaffold_1-processed-gene-11.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.14&CDS=1-1935
477	OG0000477	YAL058W	snap_masked-scaffold_1-processed-gene-12.98-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.98&CDS=1-1752
