	OrthologID	Eremothecium_gossypii	Saccharomyces_cerevisiae
511	OG0000511	augustus_masked-AE016814-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.144&CDS=1-399	YCR060W
512	OG0000512	augustus_masked-AE016814-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.125&CDS=1-816	YCR059C
513	OG0000513	augustus_masked-AE016814-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.126&CDS=1-2718	YCR057C
514	OG0000514	augustus_masked-AE016814-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.127&CDS=1-1602	YCR054C
515	OG0000515	augustus_masked-AE016814-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.146&CDS=1-1536	YCR053W
516	OG0000516	augustus_masked-AE016814-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.147&CDS=1-1335	YNR023W
517	OG0000517	snap_masked-AE016814-processed-gene-4.76-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-4.76&CDS=1-429	YNR022C
518	OG0000518	augustus_masked-AE016814-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.148&CDS=1-1227	YNR021W
519	OG0000519	augustus_masked-AE016814-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.149&CDS=1-660	YCR051W
520	OG0000520	augustus_masked-AE016814-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.129&CDS=1-741	YNR020C
521	OG0000521	augustus_masked-AE016814-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.150&CDS=1-1782	YNR019W
522	OG0000522	augustus_masked-AE016814-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.130&CDS=1-801	YCR047C
523	OG0000523	augustus_masked-AE016814-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.131&CDS=1-513	YCR046C
524	OG0000524	augustus_masked-AE016814-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.151&CDS=1-663	YNR018W
525	OG0000525	augustus_masked-AE016814-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.132&CDS=1-2268	YCR045C
526	OG0000526	augustus_masked-AE016814-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.152&CDS=1-630	YNR017W
527	OG0000527	augustus_masked-AE016814-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.133&CDS=1-6693	YNR016C
528	OG0000528	augustus_masked-AE016814-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.153&CDS=1-1152	YNR015W
529	OG0000529	augustus_masked-AE016814-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.155&CDS=1-519	YLR193C
530	OG0000530	augustus_masked-AE016814-processed-gene-4.156-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.156&CDS=1-1356	YLR195C
531	OG0000531	augustus_masked-AE016814-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.136&CDS=1-1686	YLR196W
532	OG0000532	augustus_masked-AE016814-processed-gene-4.157-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.157&CDS=1-549	YDL169C
533	OG0000533	augustus_masked-AE016814-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.110&CDS=1-1071	YGR122W
534	OG0000534	augustus_masked-AE016814-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.111&CDS=1-1518	YGR123C
535	OG0000535	augustus_masked-AE016814-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.108&CDS=1-915	YPR114W
536	OG0000536	genemark-AE016814-processed-gene-5.7-mRNA-1_1&gene=genemark-AE016814-processed-gene-5.7&CDS=1-795	YPR116W
537	OG0000537	snap_masked-AE016814-processed-gene-5.264-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-5.264&CDS=1-4854	YGR098C
538	OG0000538	augustus_masked-AE016814-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.114&CDS=1-1977	YGR099W
539	OG0000539	augustus_masked-AE016814-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.115&CDS=1-2796	YGR100W
540	OG0000540	genemark-AE016814-processed-gene-5.10-mRNA-1_1&gene=genemark-AE016814-processed-gene-5.10&CDS=1-1005	YGR101W
541	OG0000541	augustus_masked-AE016814-processed-gene-5.159-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.159&CDS=1-483	YGR102C
542	OG0000542	augustus_masked-AE016814-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.117&CDS=1-1788	YGR103W
543	OG0000543	augustus_masked-AE016814-processed-gene-5.160-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.160&CDS=1-774	YGR104C
544	OG0000544	augustus_masked-AE016814-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.118&CDS=1-231	YGR105W
545	OG0000545	augustus_masked-AE016814-processed-gene-5.161-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.161&CDS=1-795	YGR106C
546	OG0000546	augustus_masked-AE016814-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.119&CDS=1-1209	YPR118W
547	OG0000547	augustus_masked-AE016814-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.120&CDS=1-1665	YPR119W
548	OG0000548	augustus_masked-AE016814-processed-gene-5.163-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.163&CDS=1-1719	YPR137W
549	OG0000549	augustus_masked-AE016814-processed-gene-5.164-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.164&CDS=1-2634	YPR135W
550	OG0000550	augustus_masked-AE016814-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.121&CDS=1-765	YGR120C
551	OG0000551	augustus_masked-AE016814-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.122&CDS=1-2067	YGR119C
552	OG0000552	augustus_masked-AE016814-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.123&CDS=1-1110	YPR133C
553	OG0000553	genemark-AE016814-processed-gene-5.64-mRNA-1_1&gene=genemark-AE016814-processed-gene-5.64&CDS=1-636	YOR021C
554	OG0000554	genemark-AE016814-processed-gene-5.65-mRNA-1_1&gene=genemark-AE016814-processed-gene-5.65&CDS=1-1932	YOR022C
555	OG0000555	snap_masked-AE016814-processed-gene-5.274-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-5.274&CDS=1-1626	YOR023C
556	OG0000556	augustus_masked-AE016814-processed-gene-5.167-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.167&CDS=1-1275	YOR155C
557	OG0000557	augustus_masked-AE016814-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.125&CDS=1-1659	YOR161C
558	OG0000558	augustus_masked-AE016814-processed-gene-5.168-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.168&CDS=1-2892	YOR160W
559	OG0000559	augustus_masked-AE016814-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.126&CDS=1-291	YOR159C
560	OG0000560	augustus_masked-AE016814-processed-gene-5.169-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.169&CDS=1-888	YOR158W
561	OG0000561	augustus_masked-AE016814-processed-gene-5.170-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.170&CDS=1-3594	YDR407C
562	OG0000562	augustus_masked-AE016814-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.127&CDS=1-777	YOR157C
563	OG0000563	augustus_masked-AE016814-processed-gene-5.171-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.171&CDS=1-645	YDR408C
564	OG0000564	augustus_masked-AE016814-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.128&CDS=1-1413	YOR156C
565	OG0000565	augustus_masked-AE016814-processed-gene-5.172-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.172&CDS=1-1437	YDR410C
566	OG0000566	augustus_masked-AE016814-processed-gene-5.173-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.173&CDS=1-1908	YML042W
567	OG0000567	augustus_masked-AE016814-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.129&CDS=1-633	YDR412W
568	OG0000568	augustus_masked-AE016814-processed-gene-5.175-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.175&CDS=1-1143	YDR414C
569	OG0000569	genemark-AE016814-processed-gene-5.22-mRNA-1_1&gene=genemark-AE016814-processed-gene-5.22&CDS=1-1155	YEL050C
570	OG0000570	augustus_masked-AE016814-processed-gene-5.176-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.176&CDS=1-1125	YDR415C
571	OG0000571	augustus_masked-AE016814-processed-gene-5.177-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.177&CDS=1-831	YEL051W
572	OG0000572	augustus_masked-AE016814-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.131&CDS=1-2409	YDR416W
573	OG0000573	augustus_masked-AE016814-processed-gene-5.178-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.178&CDS=1-1446	YEL052W
574	OG0000574	augustus_masked-AE016814-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.132&CDS=1-2289	YEL053C
575	OG0000575	genemark-AE016814-processed-gene-5.27-mRNA-1_1&gene=genemark-AE016814-processed-gene-5.27&CDS=1-1851	YDR419W
576	OG0000576	augustus_masked-AE016814-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.134&CDS=1-2664	YOR058C
577	OG0000577	augustus_masked-AE016814-processed-gene-5.179-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.179&CDS=1-1104	YOR057W
578	OG0000578	augustus_masked-AE016814-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.135&CDS=1-4008	YOR056C
579	OG0000579	augustus_masked-AE016814-processed-gene-5.180-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.180&CDS=1-636	YLR298C
580	OG0000580	maker-AE016814-augustus-gene-5.205-mRNA-1_1&gene=maker-AE016814-augustus-gene-5.205&CDS=1-3129	YOR187W
581	OG0000581	augustus_masked-AE016814-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.137&CDS=1-3210	YOR188W
582	OG0000582	augustus_masked-AE016814-processed-gene-5.139-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.139&CDS=1-4740	YOR191W
583	OG0000583	augustus_masked-AE016814-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.140&CDS=1-405	YGL054C
584	OG0000584	augustus_masked-AE016814-processed-gene-5.182-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.182&CDS=1-744	YBR211C
585	OG0000585	augustus_masked-AE016814-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.141&CDS=1-1443	YBR212W
586	OG0000586	augustus_masked-AE016814-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.142&CDS=1-786	YBR213W
587	OG0000587	augustus_masked-AE016814-processed-gene-5.183-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.183&CDS=1-1434	YGL055W
588	OG0000588	augustus_masked-AE016814-processed-gene-5.184-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.184&CDS=1-510	YGL058W
589	OG0000589	genemark-AE016814-processed-gene-5.85-mRNA-1_1&gene=genemark-AE016814-processed-gene-5.85&CDS=1-1455	YGL059W
590	OG0000590	augustus_masked-AE016814-processed-gene-5.144-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.144&CDS=1-1719	YBR215W
591	OG0000591	augustus_masked-AE016814-processed-gene-5.145-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.145&CDS=1-567	YBR217W
592	OG0000592	augustus_masked-AE016814-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.146&CDS=1-582	YGL061C
593	OG0000593	snap_masked-AE016814-processed-gene-5.296-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-5.296&CDS=1-3513	YGL062W
594	OG0000594	augustus_masked-AE016814-processed-gene-5.188-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.188&CDS=1-381	YGL127C
595	OG0000595	snap_masked-AE016814-processed-gene-5.252-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-5.252&CDS=1-1086	YGL126W
596	OG0000596	augustus_masked-AE016814-processed-gene-5.189-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.189&CDS=1-1653	YBR220C
597	OG0000597	augustus_masked-AE016814-processed-gene-5.190-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.190&CDS=1-1077	YBR221C
598	OG0000598	augustus_masked-AE016814-processed-gene-5.191-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.191&CDS=1-1593	YBR222C
599	OG0000599	augustus_masked-AE016814-processed-gene-5.192-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.192&CDS=1-1620	YBR223C
600	OG0000600	augustus_masked-AE016814-processed-gene-5.148-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.148&CDS=1-1809	YGL125W
601	OG0000601	augustus_masked-AE016814-processed-gene-5.149-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.149&CDS=1-2121	YBR225W
602	OG0000602	augustus_masked-AE016814-processed-gene-5.193-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.193&CDS=1-2736	YBR229C
603	OG0000603	augustus_masked-AE016814-processed-gene-5.194-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.194&CDS=1-1743	YGL124C
604	OG0000604	augustus_masked-AE016814-processed-gene-5.195-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.195&CDS=1-459	YBR230C
605	OG0000605	augustus_masked-AE016814-processed-gene-5.151-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.151&CDS=1-753	YGL123W
606	OG0000606	augustus_masked-AE016814-processed-gene-5.196-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.196&CDS=1-1458	YGL122C
607	OG0000607	augustus_masked-AE016814-processed-gene-5.152-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.152&CDS=1-1380	YGL119W
608	OG0000608	augustus_masked-AE016814-processed-gene-5.153-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.153&CDS=1-2508	YDR017C
609	OG0000609	augustus_masked-AE016814-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.154&CDS=1-342	YDR016C
610	OG0000610	augustus_masked-AE016814-processed-gene-5.155-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.155&CDS=1-666	YBR035C
611	OG0000611	augustus_masked-AE016814-processed-gene-5.199-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.199&CDS=1-1683	YDR014W
612	OG0000612	augustus_masked-AE016814-processed-gene-5.156-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.156&CDS=1-609	YDR013W
613	OG0000613	augustus_masked-AE016814-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.157&CDS=1-1038	YBR034C
614	OG0000614	augustus_masked-AE016814-processed-gene-5.203-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.203&CDS=1-2127	YBR030W
615	OG0000615	augustus_masked-AE016815-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.22&CDS=1-861	YJR096W
616	OG0000616	augustus_masked-AE016815-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.0&CDS=1-4575	YNL242W
617	OG0000617	augustus_masked-AE016815-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.1&CDS=1-3033	YDL240W
618	OG0000618	augustus_masked-AE016815-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.23&CDS=1-1536	YNL241C
619	OG0000619	augustus_masked-AE016815-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.24&CDS=1-1353	YNL240C
620	OG0000620	maker-AE016815-augustus-gene-0.36-mRNA-1_1&gene=maker-AE016815-augustus-gene-0.36&CDS=1-3660	YNL239W
621	OG0000621	augustus_masked-AE016815-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.3&CDS=1-2814	YNL236W
622	OG0000622	augustus_masked-AE016815-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.4&CDS=1-1308	YNL234W
623	OG0000623	snap_masked-AE016815-processed-gene-0.44-mRNA-1_1&gene=snap_masked-AE016815-processed-gene-0.44&CDS=1-2367	YNL233W
624	OG0000624	augustus_masked-AE016815-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.6&CDS=1-864	YNL232W
625	OG0000625	genemark-AE016815-processed-gene-0.110-mRNA-1_1&gene=genemark-AE016815-processed-gene-0.110&CDS=1-5226	YNL229C
626	OG0000626	augustus_masked-AE016815-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.27&CDS=1-1866	YNL224C
627	OG0000627	augustus_masked-AE016815-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.7&CDS=1-1404	YNL223W
628	OG0000628	augustus_masked-AE016815-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.8&CDS=1-627	YNL222W
629	OG0000629	maker-AE016815-snap-gene-0.121-mRNA-1_1&gene=maker-AE016815-snap-gene-0.121&CDS=1-2175	YDL237W
630	OG0000630	augustus_masked-AE016815-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.28&CDS=1-2505	YNL221C
631	OG0000631	augustus_masked-AE016815-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.11&CDS=1-1299	YNL220W
632	OG0000632	augustus_masked-AE016815-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.29&CDS=1-1656	YNL219C
633	OG0000633	augustus_masked-AE016815-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.12&CDS=1-927	YDL236W
634	OG0000634	augustus_masked-AE016815-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.13&CDS=1-1500	YNL218W
635	OG0000635	augustus_masked-AE016815-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.30&CDS=1-414	YDL235C
636	OG0000636	snap_masked-AE016815-processed-gene-0.53-mRNA-1_1&gene=snap_masked-AE016815-processed-gene-0.53&CDS=1-813	YNL217W
637	OG0000637	genemark-AE016815-processed-gene-0.96-mRNA-1_1&gene=genemark-AE016815-processed-gene-0.96&CDS=1-2043	YNL216W
638	OG0000638	augustus_masked-AE016815-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.31&CDS=1-2223	YDL234C
639	OG0000639	augustus_masked-AE016815-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.15&CDS=1-765	YNL215W
640	OG0000640	snap_masked-AE016815-processed-gene-0.56-mRNA-1_1&gene=snap_masked-AE016815-processed-gene-0.56&CDS=1-1509	YDL233W
641	OG0000641	snap_masked-AE016815-processed-gene-0.57-mRNA-1_1&gene=snap_masked-AE016815-processed-gene-0.57&CDS=1-621	YNL214W
642	OG0000642	augustus_masked-AE016815-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.32&CDS=1-522	YNL213C
643	OG0000643	snap_masked-AE016815-processed-gene-0.77-mRNA-1_1&gene=snap_masked-AE016815-processed-gene-0.77&CDS=1-906	YNL210W
644	OG0000644	snap_masked-AE016815-processed-gene-0.78-mRNA-1_1&gene=snap_masked-AE016815-processed-gene-0.78&CDS=1-966	YDL230W
645	OG0000645	augustus_masked-AE016815-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.18&CDS=1-3006	YDL231C
646	OG0000646	snap_masked-AE016815-processed-gene-0.59-mRNA-1_1&gene=snap_masked-AE016815-processed-gene-0.59&CDS=1-258	YNL211C
647	OG0000647	augustus_masked-AE016815-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.35&CDS=1-2394	YNL212W
648	OG0000648	augustus_masked-AE016815-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-0.20&CDS=1-1242	YNL207W
649	OG0000649	augustus_masked-AE016815-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.50&CDS=1-1263	YNL206C
650	OG0000650	augustus_masked-AE016815-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.51&CDS=1-1080	YDL226C
651	OG0000651	genemark-AE016815-processed-gene-1.3-mRNA-1_1&gene=genemark-AE016815-processed-gene-1.3&CDS=1-876	YNL202W
652	OG0000652	augustus_masked-AE016815-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.52&CDS=1-2514	YNL201C
653	OG0000653	augustus_masked-AE016815-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.53&CDS=1-717	YNL200C
654	OG0000654	augustus_masked-AE016815-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.54&CDS=1-1260	YNL199C
655	OG0000655	augustus_masked-AE016815-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.49&CDS=1-1740	YDL225W
656	OG0000656	augustus_masked-AE016815-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.71&CDS=1-2187	YNL197C
657	OG0000657	augustus_masked-AE016815-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.73&CDS=1-2598	YDL220C
658	OG0000658	augustus_masked-AE016815-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.56&CDS=1-1629	YNL189W
659	OG0000659	augustus_masked-AE016815-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.74&CDS=1-603	YDL217C
660	OG0000660	augustus_masked-AE016815-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.58&CDS=1-1116	YNL187W
661	OG0000661	augustus_masked-AE016815-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.75&CDS=1-1260	YDL216C
662	OG0000662	augustus_masked-AE016815-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.59&CDS=1-2247	YNL186W
663	OG0000663	augustus_masked-AE016815-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.76&CDS=1-447	YNL185C
664	OG0000664	genemark-AE016815-processed-gene-1.35-mRNA-1_1&gene=genemark-AE016815-processed-gene-1.35&CDS=1-2211	YNL183C
665	OG0000665	maker-AE016815-snap-gene-1.2-mRNA-1_1&gene=maker-AE016815-snap-gene-1.2&CDS=1-2235	YNL182C
666	OG0000666	genemark-AE016815-processed-gene-1.17-mRNA-1_1&gene=genemark-AE016815-processed-gene-1.17&CDS=1-1176	YNL181W
