	OrthologID	Hanseniaspora_valbyensis	Saccharomyces_cerevisiae
844	OG0000844	genemark-scaffold_12-processed-gene-0.24-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.24&CDS=1-1758	YNL042W
845	OG0000845	genemark-scaffold_12-processed-gene-0.25-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.25&CDS=1-525	YNL044W
846	OG0000846	genemark-scaffold_12-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.5&CDS=1-1869	YNL048W
847	OG0000847	genemark-scaffold_12-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.6&CDS=1-2019	YNL045W
848	OG0000848	genemark-scaffold_12-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.27&CDS=1-861	YIL106W
849	OG0000849	genemark-scaffold_12-processed-gene-0.29-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.29&CDS=1-1941	YIL108W
850	OG0000850	snap_masked-scaffold_12-processed-gene-0.103-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-0.103&CDS=1-1215	YHR144C
851	OG0000851	genemark-scaffold_12-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.30&CDS=1-822	YNL168C
852	OG0000852	genemark-scaffold_12-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.31&CDS=1-2070	YNL167C
853	OG0000853	augustus_masked-scaffold_12-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-0.75&CDS=1-210	YHR143W-A
854	OG0000854	genemark-scaffold_12-processed-gene-0.33-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.33&CDS=1-1404	YNL142W
855	OG0000855	genemark-scaffold_12-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.9&CDS=1-666	YDL212W
856	OG0000856	genemark-scaffold_12-processed-gene-0.34-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.34&CDS=1-1053	YNL177C
857	OG0000857	genemark-scaffold_12-processed-gene-0.36-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.36&CDS=1-1203	YNL175C
858	OG0000858	genemark-scaffold_12-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.15&CDS=1-738	YDL213C
859	OG0000859	genemark-scaffold_12-processed-gene-0.40-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.40&CDS=1-1071	YNL141W
860	OG0000860	genemark-scaffold_12-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.16&CDS=1-1836	YHR135C
861	OG0000861	genemark-scaffold_12-processed-gene-0.18-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.18&CDS=1-2946	YNL183C
862	OG0000862	genemark-scaffold_12-processed-gene-0.19-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.19&CDS=1-435	YNL185C
863	OG0000863	genemark-scaffold_12-processed-gene-0.41-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.41&CDS=1-2445	YNL186W
864	OG0000864	maker-scaffold_12-snap-gene-1.0-mRNA-1_1&gene=maker-scaffold_12-snap-gene-1.0&CDS=1-5712	YDL215C
865	OG0000865	genemark-scaffold_12-processed-gene-1.48-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.48&CDS=1-582	YDL217C
866	OG0000866	genemark-scaffold_12-processed-gene-1.49-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.49&CDS=1-1773	YDL174C
867	OG0000867	genemark-scaffold_12-processed-gene-1.69-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.69&CDS=1-1674	YNL189W
868	OG0000868	genemark-scaffold_12-processed-gene-1.70-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.70&CDS=1-1302	YKL004W
869	OG0000869	genemark-scaffold_12-processed-gene-1.72-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.72&CDS=1-660	YDL218W
870	OG0000870	genemark-scaffold_12-processed-gene-1.73-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.73&CDS=1-1365	YNL191W
871	OG0000871	genemark-scaffold_12-processed-gene-1.51-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.51&CDS=1-3237	YNL192W
872	OG0000872	genemark-scaffold_12-processed-gene-1.52-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.52&CDS=1-468	YDL219W
873	OG0000873	genemark-scaffold_12-processed-gene-1.57-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.57&CDS=1-1746	YDL225W
874	OG0000874	snap_masked-scaffold_12-processed-gene-1.19-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-1.19&CDS=1-195	YNL089C
875	OG0000875	genemark-scaffold_12-processed-gene-1.77-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.77&CDS=1-675	YOR104W
876	OG0000876	genemark-scaffold_12-processed-gene-1.78-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.78&CDS=1-543	YNL099C
877	OG0000877	genemark-scaffold_12-processed-gene-1.60-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.60&CDS=1-342	YOR103C
878	OG0000878	genemark-scaffold_12-processed-gene-1.80-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.80&CDS=1-1296	YNL097C
879	OG0000879	genemark-scaffold_12-processed-gene-1.81-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.81&CDS=1-1227	YOR099W
880	OG0000880	genemark-scaffold_12-processed-gene-1.62-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.62&CDS=1-867	YOR095C
881	OG0000881	genemark-scaffold_12-processed-gene-1.63-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.63&CDS=1-5079	YOR093C
882	OG0000882	genemark-scaffold_12-processed-gene-1.84-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.84&CDS=1-1896	YOR087W
883	OG0000883	genemark-scaffold_12-processed-gene-1.85-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.85&CDS=1-1347	YOR090C
884	OG0000884	genemark-scaffold_12-processed-gene-1.65-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.65&CDS=1-1023	YOR091W
885	OG0000885	genemark-scaffold_12-processed-gene-1.86-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.86&CDS=1-1968	YNL094W
886	OG0000886	genemark-scaffold_12-processed-gene-2.121-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.121&CDS=1-1062	YIL110W
887	OG0000887	genemark-scaffold_12-processed-gene-2.123-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.123&CDS=1-3807	YIL112W
888	OG0000888	genemark-scaffold_12-processed-gene-2.150-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.150&CDS=1-1161	YIL116W
889	OG0000889	genemark-scaffold_12-processed-gene-2.128-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.128&CDS=1-525	YNL056W
890	OG0000890	genemark-scaffold_12-processed-gene-2.151-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.151&CDS=1-747	YIL118W
891	OG0000891	genemark-scaffold_12-processed-gene-2.131-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.131&CDS=1-2247	YNL059C
892	OG0000892	genemark-scaffold_12-processed-gene-2.153-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.153&CDS=1-1920	YNL061W
893	OG0000893	genemark-scaffold_12-processed-gene-2.132-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.132&CDS=1-1347	YNL062C
894	OG0000894	genemark-scaffold_12-processed-gene-2.154-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.154&CDS=1-891	YNL063W
895	OG0000895	augustus_masked-scaffold_12-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-2.102&CDS=1-1245	YDL233W
896	OG0000896	genemark-scaffold_12-processed-gene-2.133-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.133&CDS=1-1968	YDL234C
897	OG0000897	genemark-scaffold_12-processed-gene-2.157-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.157&CDS=1-1722	YNL216W
898	OG0000898	genemark-scaffold_12-processed-gene-2.158-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.158&CDS=1-1224	YNL217W
899	OG0000899	genemark-scaffold_12-processed-gene-2.134-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.134&CDS=1-591	YDL235C
900	OG0000900	genemark-scaffold_12-processed-gene-2.159-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.159&CDS=1-1770	YNL218W
901	OG0000901	genemark-scaffold_12-processed-gene-2.160-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.160&CDS=1-918	YDL236W
902	OG0000902	genemark-scaffold_12-processed-gene-2.135-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.135&CDS=1-1965	YNL219C
903	OG0000903	genemark-scaffold_12-processed-gene-2.161-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.161&CDS=1-1311	YNL220W
904	OG0000904	augustus_masked-scaffold_12-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-2.86&CDS=1-4446	YNL172W
905	OG0000905	snap_masked-scaffold_12-processed-gene-2.41-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-2.41&CDS=1-1662	YNL169C
906	OG0000906	augustus_masked-scaffold_12-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-2.110&CDS=1-2238	YNL101W
907	OG0000907	augustus_masked-scaffold_12-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-2.111&CDS=1-4308	YNL102W
908	OG0000908	genemark-scaffold_12-processed-gene-2.140-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.140&CDS=1-879	YOR106W
909	OG0000909	genemark-scaffold_12-processed-gene-2.164-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.164&CDS=1-1422	YNL103W
910	OG0000910	genemark-scaffold_12-processed-gene-2.141-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.141&CDS=1-1890	YNL104C
911	OG0000911	maker-scaffold_12-snap-gene-2.62-mRNA-1_1&gene=maker-scaffold_12-snap-gene-2.62&CDS=1-3588	YNL106C
912	OG0000912	snap_masked-scaffold_12-processed-gene-2.45-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-2.45&CDS=1-627	YOR111W
913	OG0000913	snap_masked-scaffold_12-processed-gene-2.46-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-2.46&CDS=1-2034	YHR114W
914	OG0000914	genemark-scaffold_12-processed-gene-2.144-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.144&CDS=1-702	YNL110C
915	OG0000915	genemark-scaffold_12-processed-gene-2.145-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.145&CDS=1-771	YNL107W
916	OG0000916	genemark-scaffold_12-processed-gene-2.146-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.146&CDS=1-618	YOR115C
917	OG0000917	genemark-scaffold_12-processed-gene-2.168-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.168&CDS=1-3510	YOR113W
918	OG0000918	genemark-scaffold_12-processed-gene-2.147-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.147&CDS=1-417	YNL113W
919	OG0000919	maker-scaffold_12-augustus-gene-2.66-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.66&CDS=1-1767	YNL112W
920	OG0000920	genemark-scaffold_12-processed-gene-2.170-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.170&CDS=1-366	YNL111C
921	OG0000921	augustus_masked-scaffold_120-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_120-processed-gene-0.3&CDS=1-1974	YGL120C
922	OG0000922	snap_masked-scaffold_121-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scaffold_121-processed-gene-0.2&CDS=1-1008	YDL014W
923	OG0000923	genemark-scaffold_121-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_121-processed-gene-0.8&CDS=1-891	YDL015C
924	OG0000924	maker-scaffold_121-snap-gene-0.6-mRNA-1_1&gene=maker-scaffold_121-snap-gene-0.6&CDS=1-1473	YDL017W
925	OG0000925	snap_masked-scaffold_123-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scaffold_123-processed-gene-0.5&CDS=1-921	YLR351C
926	OG0000926	genemark-scaffold_125-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_125-processed-gene-0.3&CDS=1-2688	YPR194C
927	OG0000927	genemark-scaffold_126-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_126-processed-gene-0.8&CDS=1-3144	YOL084W
928	OG0000928	maker-scaffold_127-snap-gene-0.1-mRNA-1_1&gene=maker-scaffold_127-snap-gene-0.1&CDS=1-1245	YDL056W
929	OG0000929	augustus_masked-scaffold_128-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scaffold_128-processed-gene-0.5&CDS=1-3498	YBR136W
930	OG0000930	genemark-scaffold_128-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_128-processed-gene-0.4&CDS=1-2322	YPR091C
931	OG0000931	genemark-scaffold_13-processed-gene-0.112-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.112&CDS=1-1479	YAL022C
932	OG0000932	augustus_masked-scaffold_13-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-0.72&CDS=1-2325	YAL021C
933	OG0000933	augustus_masked-scaffold_13-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-0.73&CDS=1-1170	YAL020C
934	OG0000934	snap_masked-scaffold_13-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scaffold_13-processed-gene-0.0&CDS=1-3204	YAL019W
935	OG0000935	genemark-scaffold_13-processed-gene-0.88-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.88&CDS=1-2415	YOL051W
936	OG0000936	genemark-scaffold_13-processed-gene-0.89-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.89&CDS=1-1503	YOL049W
937	OG0000937	genemark-scaffold_13-processed-gene-0.115-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.115&CDS=1-1209	YOL048C
938	OG0000938	genemark-scaffold_13-processed-gene-0.91-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.91&CDS=1-1989	YAL016W
939	OG0000939	genemark-scaffold_13-processed-gene-0.117-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.117&CDS=1-1362	YOL041C
940	OG0000940	genemark-scaffold_13-processed-gene-0.93-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.93&CDS=1-1278	YAL013W
941	OG0000941	genemark-scaffold_13-processed-gene-0.118-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.118&CDS=1-429	YOL040C
942	OG0000942	genemark-scaffold_13-processed-gene-0.95-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.95&CDS=1-1161	YAL012W
943	OG0000943	genemark-scaffold_13-processed-gene-0.96-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.96&CDS=1-1266	YOL031C
944	OG0000944	genemark-scaffold_13-processed-gene-0.119-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.119&CDS=1-729	YOL032W
945	OG0000945	genemark-scaffold_13-processed-gene-0.120-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.120&CDS=1-1722	YOL033W
946	OG0000946	genemark-scaffold_13-processed-gene-0.121-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.121&CDS=1-3363	YOL034W
947	OG0000947	genemark-scaffold_13-processed-gene-0.97-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.97&CDS=1-834	YAL009W
948	OG0000948	genemark-scaffold_13-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.98&CDS=1-2706	YOR014W
949	OG0000949	maker-scaffold_13-snap-gene-0.41-mRNA-1_1&gene=maker-scaffold_13-snap-gene-0.41&CDS=1-960	YPR107C
950	OG0000950	genemark-scaffold_13-processed-gene-0.101-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.101&CDS=1-933	YGR086C
951	OG0000951	genemark-scaffold_13-processed-gene-0.102-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.102&CDS=1-2886	YPR105C
952	OG0000952	genemark-scaffold_13-processed-gene-0.103-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.103&CDS=1-3906	YPR104C
953	OG0000953	genemark-scaffold_13-processed-gene-0.122-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.122&CDS=1-861	YPR103W
954	OG0000954	genemark-scaffold_13-processed-gene-0.105-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.105&CDS=1-2088	YGR083C
955	OG0000955	genemark-scaffold_13-processed-gene-0.123-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.123&CDS=1-903	YML110C
956	OG0000956	genemark-scaffold_13-processed-gene-0.124-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.124&CDS=1-1188	YMR272C
957	OG0000957	genemark-scaffold_13-processed-gene-0.125-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.125&CDS=1-390	YML108W
958	OG0000958	genemark-scaffold_13-processed-gene-0.127-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.127&CDS=1-915	YMR274C
959	OG0000959	genemark-scaffold_13-processed-gene-0.111-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.111&CDS=1-1374	YKR063C
960	OG0000960	genemark-scaffold_13-processed-gene-1.93-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.93&CDS=1-669	YJL148W
961	OG0000961	genemark-scaffold_13-processed-gene-1.96-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.96&CDS=1-462	YJL143W
962	OG0000962	genemark-scaffold_13-processed-gene-1.113-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.113&CDS=1-2688	YJL141C
963	OG0000963	genemark-scaffold_13-processed-gene-1.97-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.97&CDS=1-882	YJL140W
964	OG0000964	genemark-scaffold_13-processed-gene-1.119-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.119&CDS=1-1938	YKR056W
965	OG0000965	genemark-scaffold_13-processed-gene-1.120-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.120&CDS=1-1572	YKR051W
966	OG0000966	genemark-scaffold_13-processed-gene-1.122-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.122&CDS=1-6696	YJL130C
967	OG0000967	augustus_masked-scaffold_13-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-1.85&CDS=1-4008	YKR050W
968	OG0000968	genemark-scaffold_13-processed-gene-1.124-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.124&CDS=1-2928	YJL128C
969	OG0000969	augustus_masked-scaffold_13-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-1.87&CDS=1-753	YLR040C
970	OG0000970	genemark-scaffold_13-processed-gene-1.102-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.102&CDS=1-735	YMR134W
971	OG0000971	genemark-scaffold_13-processed-gene-1.126-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.126&CDS=1-3777	YMR137C
972	OG0000972	maker-scaffold_13-snap-gene-1.45-mRNA-1_1&gene=maker-scaffold_13-snap-gene-1.45&CDS=1-1497	YMR139W
973	OG0000973	genemark-scaffold_13-processed-gene-1.109-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.109&CDS=1-1503	YMR140W
974	OG0000974	genemark-scaffold_13-processed-gene-1.110-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.110&CDS=1-318	YDL081C
975	OG0000975	genemark-scaffold_13-processed-gene-1.128-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.128&CDS=1-1338	YDL084W
976	OG0000976	genemark-scaffold_13-processed-gene-2.70-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.70&CDS=1-1305	YDL103C
977	OG0000977	maker-scaffold_13-snap-gene-2.176-mRNA-1_1&gene=maker-scaffold_13-snap-gene-2.176&CDS=1-4068	YMR162C
978	OG0000978	genemark-scaffold_13-processed-gene-2.68-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.68&CDS=1-735	YMR161W
979	OG0000979	genemark-scaffold_13-processed-gene-2.69-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.69&CDS=1-3336	YDL102W
980	OG0000980	genemark-scaffold_13-processed-gene-2.97-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.97&CDS=1-1545	YDL101C
981	OG0000981	genemark-scaffold_13-processed-gene-2.98-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.98&CDS=1-2949	YMR160W
982	OG0000982	genemark-scaffold_13-processed-gene-2.99-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.99&CDS=1-1095	YDL100C
983	OG0000983	genemark-scaffold_13-processed-gene-2.73-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.73&CDS=1-954	YDL099W
984	OG0000984	genemark-scaffold_13-processed-gene-2.100-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.100&CDS=1-564	YMR158W
985	OG0000985	genemark-scaffold_13-processed-gene-2.75-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.75&CDS=1-930	YMR156C
986	OG0000986	genemark-scaffold_13-processed-gene-2.102-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.102&CDS=1-1386	YDL097C
987	OG0000987	genemark-scaffold_13-processed-gene-2.76-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.76&CDS=1-2775	YDL095W
988	OG0000988	genemark-scaffold_13-processed-gene-2.103-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.103&CDS=1-1833	YMR155W
989	OG0000989	genemark-scaffold_13-processed-gene-2.104-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.104&CDS=1-1350	YDL090C
990	OG0000990	genemark-scaffold_13-processed-gene-2.79-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.79&CDS=1-552	YAL044C
991	OG0000991	genemark-scaffold_13-processed-gene-2.80-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.80&CDS=1-1011	YMR146C
992	OG0000992	augustus_masked-scaffold_13-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-2.44&CDS=1-3456	YMR164C
993	OG0000993	genemark-scaffold_13-processed-gene-2.109-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.109&CDS=1-2877	YMR165C
994	OG0000994	genemark-scaffold_13-processed-gene-2.110-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.110&CDS=1-1053	YMR166C
995	OG0000995	genemark-scaffold_13-processed-gene-2.111-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.111&CDS=1-1032	YDL105W
996	OG0000996	genemark-scaffold_13-processed-gene-2.82-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.82&CDS=1-1881	YMR167W
997	OG0000997	genemark-scaffold_13-processed-gene-2.114-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.114&CDS=1-1284	YGL143C
998	OG0000998	genemark-scaffold_13-processed-gene-2.86-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.86&CDS=1-981	YDL108W
999	OG0000999	genemark-scaffold_13-processed-gene-2.87-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.87&CDS=1-1395	YDL107W
1000	OG0001000	genemark-scaffold_13-processed-gene-2.115-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.115&CDS=1-1815	YGL142C
1001	OG0001001	genemark-scaffold_13-processed-gene-2.89-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.89&CDS=1-1203	YHR112C
1002	OG0001002	genemark-scaffold_13-processed-gene-2.90-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.90&CDS=1-1545	YMR171C
1003	OG0001003	genemark-scaffold_13-processed-gene-2.116-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.116&CDS=1-1785	YDL106C
1004	OG0001004	augustus_masked-scaffold_13-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-2.53&CDS=1-948	YDL114W
1005	OG0001005	genemark-scaffold_13-processed-gene-2.92-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.92&CDS=1-1167	YDL115C
1006	OG0001006	genemark-scaffold_13-processed-gene-2.119-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.119&CDS=1-1998	YDL116W
1007	OG0001007	genemark-scaffold_13-processed-gene-2.120-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.120&CDS=1-2700	YDL117W
1008	OG0001008	genemark-scaffold_13-processed-gene-2.121-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.121&CDS=1-1122	YGL148W
1009	OG0001009	genemark-scaffold_13-processed-gene-2.94-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.94&CDS=1-4392	YGL150C
