	OrthologID	Saccharomyces_arboricola	Saccharomyces_cerevisiae
788	OG0000788	snap_masked-NC_026174.1-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-2.47&CDS=1-1011	YDL115C
789	OG0000789	genemark-NC_026174.1-processed-gene-2.125-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-2.125&CDS=1-912	YDL114W
790	OG0000790	genemark-NC_026174.1-processed-gene-2.141-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-2.141&CDS=1-1923	YDL113C
791	OG0000791	genemark-NC_026174.1-processed-gene-3.60-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.60&CDS=1-4308	YDL112W
792	OG0000792	genemark-NC_026174.1-processed-gene-3.63-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.63&CDS=1-795	YDL111C
793	OG0000793	augustus_masked-NC_026174.1-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-3.116&CDS=1-2337	YDL109C
794	OG0000794	augustus_masked-NC_026174.1-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-3.114&CDS=1-1827	YDL108W
795	OG0000795	snap_masked-NC_026174.1-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-3.6&CDS=1-1701	YDL106C
796	OG0000796	genemark-NC_026174.1-processed-gene-3.67-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.67&CDS=1-1209	YDL105W
797	OG0000797	snap_masked-NC_026174.1-processed-gene-3.29-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-3.29&CDS=1-2541	YDL103C
798	OG0000798	genemark-NC_026174.1-processed-gene-3.68-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.68&CDS=1-3291	YDL102W
799	OG0000799	maker-NC_026174.1-augustus-gene-3.58-mRNA-1_1&gene=maker-NC_026174.1-augustus-gene-3.58&CDS=1-2589	YDL101C
800	OG0000800	genemark-NC_026174.1-processed-gene-3.69-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.69&CDS=1-1005	YDL099W
801	OG0000801	augustus_masked-NC_026174.1-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-3.139&CDS=1-1974	YDL097C
802	OG0000802	maker-NC_026174.1-snap-gene-3.51-mRNA-1_1&gene=maker-NC_026174.1-snap-gene-3.51&CDS=1-4716	YDL095W
803	OG0000803	genemark-NC_026174.1-processed-gene-3.72-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.72&CDS=1-438	YDL092W
804	OG0000804	augustus_masked-NC_026174.1-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-3.140&CDS=1-2589	YDL090C
805	OG0000805	genemark-NC_026174.1-processed-gene-3.73-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.73&CDS=1-1461	YDL089W
806	OG0000806	augustus_masked-NC_026174.1-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-3.141&CDS=1-2280	YDL087C
807	OG0000807	genemark-NC_026174.1-processed-gene-3.74-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.74&CDS=1-819	YDL086W
808	OG0000808	snap_masked-NC_026174.1-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-3.37&CDS=1-204	YDL085C-A
809	OG0000809	genemark-NC_026174.1-processed-gene-3.75-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.75&CDS=1-1635	YDL085W
810	OG0000810	genemark-NC_026174.1-processed-gene-3.76-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.76&CDS=1-1338	YDL084W
811	OG0000811	genemark-NC_026174.1-processed-gene-3.99-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.99&CDS=1-318	YDL081C
812	OG0000812	genemark-NC_026174.1-processed-gene-3.100-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.100&CDS=1-1860	YDL080C
813	OG0000813	maker-NC_026174.1-snap-gene-3.53-mRNA-1_1&gene=maker-NC_026174.1-snap-gene-3.53&CDS=1-1422	YDL079C
814	OG0000814	genemark-NC_026174.1-processed-gene-3.102-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.102&CDS=1-1029	YDL078C
815	OG0000815	genemark-NC_026174.1-processed-gene-3.103-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.103&CDS=1-3147	YDL077C
816	OG0000816	genemark-NC_026174.1-processed-gene-3.104-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.104&CDS=1-882	YDL076C
817	OG0000817	genemark-NC_026174.1-processed-gene-3.105-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.105&CDS=1-2100	YDL074C
818	OG0000818	genemark-NC_026174.1-processed-gene-3.79-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.79&CDS=1-2943	YDL073W
819	OG0000819	genemark-NC_026174.1-processed-gene-3.106-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.106&CDS=1-609	YDL072C
820	OG0000820	genemark-NC_026174.1-processed-gene-3.80-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.80&CDS=1-1866	YDL070W
821	OG0000821	snap_masked-NC_026174.1-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-3.46&CDS=1-690	YDL069C
822	OG0000822	snap_masked-NC_026174.1-processed-gene-3.47-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-3.47&CDS=1-177	YDL067C
823	OG0000823	genemark-NC_026174.1-processed-gene-3.108-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.108&CDS=1-1011	YDL065C
824	OG0000824	augustus_masked-NC_026174.1-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-3.131&CDS=1-453	YDL064W
825	OG0000825	snap_masked-NC_026174.1-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-3.49&CDS=1-1848	YDL063C
826	OG0000826	genemark-NC_026174.1-processed-gene-3.83-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.83&CDS=1-2376	YDL060W
827	OG0000827	genemark-NC_026174.1-processed-gene-3.110-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.110&CDS=1-723	YDL059C
828	OG0000828	genemark-NC_026174.1-processed-gene-3.84-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.84&CDS=1-5367	YDL058W
829	OG0000829	genemark-NC_026174.1-processed-gene-3.85-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.85&CDS=1-984	YDL057W
830	OG0000830	genemark-NC_026174.1-processed-gene-3.86-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.86&CDS=1-2496	YDL056W
831	OG0000831	genemark-NC_026174.1-processed-gene-3.111-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-3.111&CDS=1-1083	YDL055C
832	OG0000832	augustus_masked-NC_026174.1-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-3.157&CDS=1-1464	YDL054C
833	OG0000833	genemark-NC_026174.1-processed-gene-4.62-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.62&CDS=1-546	YDL053C
834	OG0000834	genemark-NC_026174.1-processed-gene-4.63-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.63&CDS=1-903	YDL052C
835	OG0000835	genemark-NC_026174.1-processed-gene-4.59-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.59&CDS=1-846	YDL051W
836	OG0000836	genemark-NC_026174.1-processed-gene-4.64-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.64&CDS=1-810	YDL049C
837	OG0000837	genemark-NC_026174.1-processed-gene-4.65-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.65&CDS=1-1479	YDL048C
838	OG0000838	snap_masked-NC_026174.1-processed-gene-4.3-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-4.3&CDS=1-519	YDL046W
839	OG0000839	snap_masked-NC_026174.1-processed-gene-4.7-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-4.7&CDS=1-285	YDL045W-A
840	OG0000840	genemark-NC_026174.1-processed-gene-4.83-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.83&CDS=1-924	YDL045C
841	OG0000841	genemark-NC_026174.1-processed-gene-4.84-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.84&CDS=1-1341	YDL044C
842	OG0000842	genemark-NC_026174.1-processed-gene-4.87-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.87&CDS=1-2565	YDL040C
843	OG0000843	snap_masked-NC_026174.1-processed-gene-4.32-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-4.32&CDS=1-2832	YDL035C
844	OG0000844	snap_masked-NC_026174.1-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-4.33&CDS=1-1269	YDL033C
845	OG0000845	augustus_masked-NC_026174.1-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-4.109&CDS=1-5766	YDL031W
846	OG0000846	genemark-NC_026174.1-processed-gene-4.90-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.90&CDS=1-2298	YDL028C
847	OG0000847	maker-NC_026174.1-augustus-gene-4.55-mRNA-1_1&gene=maker-NC_026174.1-augustus-gene-4.55&CDS=1-2928	YDL025C
848	OG0000848	genemark-NC_026174.1-processed-gene-4.69-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.69&CDS=1-933	YDL021W
849	OG0000849	genemark-NC_026174.1-processed-gene-4.95-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.95&CDS=1-1623	YDL020C
850	OG0000850	genemark-NC_026174.1-processed-gene-4.97-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.97&CDS=1-675	YDL018C
851	OG0000851	genemark-NC_026174.1-processed-gene-4.70-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.70&CDS=1-1521	YDL017W
852	OG0000852	genemark-NC_026174.1-processed-gene-4.98-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.98&CDS=1-930	YDL015C
853	OG0000853	genemark-NC_026174.1-processed-gene-4.71-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.71&CDS=1-1008	YDL014W
854	OG0000854	augustus_masked-NC_026174.1-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-4.114&CDS=1-1857	YDL013W
855	OG0000855	augustus_masked-NC_026174.1-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-4.137&CDS=1-342	YDL012C
856	OG0000856	snap_masked-NC_026174.1-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-4.18&CDS=1-702	YDL010W
857	OG0000857	genemark-NC_026174.1-processed-gene-4.74-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.74&CDS=1-495	YDL008W
858	OG0000858	snap_masked-NC_026174.1-processed-gene-4.20-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-4.20&CDS=1-255	YDL007C-A
859	OG0000859	genemark-NC_026174.1-processed-gene-4.75-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.75&CDS=1-1311	YDL007W
860	OG0000860	genemark-NC_026174.1-processed-gene-4.76-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.76&CDS=1-843	YDL006W
861	OG0000861	snap_masked-NC_026174.1-processed-gene-4.45-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-4.45&CDS=1-1221	YDL005C
862	OG0000862	genemark-NC_026174.1-processed-gene-4.77-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.77&CDS=1-480	YDL004W
863	OG0000863	genemark-NC_026174.1-processed-gene-4.78-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.78&CDS=1-1701	YDL003W
864	OG0000864	genemark-NC_026174.1-processed-gene-4.100-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.100&CDS=1-585	YDL002C
865	OG0000865	genemark-NC_026174.1-processed-gene-4.79-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.79&CDS=1-1290	YDL001W
866	OG0000866	genemark-NC_026174.1-processed-gene-4.80-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.80&CDS=1-603	YDR002W
867	OG0000867	genemark-NC_026174.1-processed-gene-4.81-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.81&CDS=1-624	YDR003W
868	OG0000868	genemark-NC_026174.1-processed-gene-4.82-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.82&CDS=1-1347	YDR004W
869	OG0000869	genemark-NC_026174.1-processed-gene-5.12-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.12&CDS=1-3870	YDR006C
870	OG0000870	genemark-NC_026174.1-processed-gene-5.9-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.9&CDS=1-678	YDR007W
871	OG0000871	augustus_masked-NC_026174.1-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-5.53&CDS=1-3381	YDR014W
872	OG0000872	augustus_masked-NC_026174.1-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-5.65&CDS=1-288	YDR016C
873	OG0000873	snap_masked-NC_026174.1-processed-gene-5.107-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-5.107&CDS=1-3186	YDR017C
874	OG0000874	maker-NC_026174.1-augustus-gene-5.1-mRNA-1_1&gene=maker-NC_026174.1-augustus-gene-5.1&CDS=1-2394	YDR019C
875	OG0000875	genemark-NC_026174.1-processed-gene-5.29-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.29&CDS=1-699	YDR020C
876	OG0000876	genemark-NC_026174.1-processed-gene-5.15-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.15&CDS=1-1197	YDR021W
877	OG0000877	genemark-NC_026174.1-processed-gene-5.30-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.30&CDS=1-585	YDR022C
878	OG0000878	genemark-NC_026174.1-processed-gene-5.16-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.16&CDS=1-1386	YDR023W
879	OG0000879	genemark-NC_026174.1-processed-gene-5.31-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.31&CDS=1-1713	YDR026C
880	OG0000880	genemark-NC_026174.1-processed-gene-5.32-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.32&CDS=1-2682	YDR027C
881	OG0000881	genemark-NC_026174.1-processed-gene-5.33-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.33&CDS=1-3078	YDR028C
882	OG0000882	genemark-NC_026174.1-processed-gene-5.34-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.34&CDS=1-1518	YDR030C
883	OG0000883	genemark-NC_026174.1-processed-gene-5.18-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.18&CDS=1-363	YDR031W
884	OG0000884	genemark-NC_026174.1-processed-gene-5.35-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.35&CDS=1-594	YDR032C
885	OG0000885	genemark-NC_026174.1-processed-gene-5.36-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.36&CDS=1-2352	YDR034C
886	OG0000886	genemark-NC_026174.1-processed-gene-5.20-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.20&CDS=1-1110	YDR035W
887	OG0000887	genemark-NC_026174.1-processed-gene-5.37-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.37&CDS=1-1500	YDR036C
888	OG0000888	genemark-NC_026174.1-processed-gene-5.21-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.21&CDS=1-609	YDR041W
889	OG0000889	genemark-NC_026174.1-processed-gene-5.39-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.39&CDS=1-693	YDR043C
890	OG0000890	genemark-NC_026174.1-processed-gene-5.22-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.22&CDS=1-984	YDR044W
891	OG0000891	augustus_masked-NC_026174.1-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-5.79&CDS=1-330	YDR045C
892	OG0000892	maker-NC_026174.1-augustus-gene-5.0-mRNA-1_1&gene=maker-NC_026174.1-augustus-gene-5.0&CDS=1-2985	YDR047W
893	OG0000893	genemark-NC_026174.1-processed-gene-5.42-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.42&CDS=1-744	YDR050C
894	OG0000894	genemark-NC_026174.1-processed-gene-5.43-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.43&CDS=1-1002	YDR051C
895	OG0000895	genemark-NC_026174.1-processed-gene-5.44-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.44&CDS=1-2115	YDR052C
896	OG0000896	maker-NC_026174.1-snap-gene-5.3-mRNA-1_1&gene=maker-NC_026174.1-snap-gene-5.3&CDS=1-1785	YDR054C
897	OG0000897	genemark-NC_026174.1-processed-gene-5.25-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.25&CDS=1-1350	YDR055W
898	OG0000898	genemark-NC_026174.1-processed-gene-5.26-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.26&CDS=1-1596	YDR057W
899	OG0000899	genemark-NC_026174.1-processed-gene-6.12-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.12&CDS=1-3138	YDR060W
900	OG0000900	genemark-NC_026174.1-processed-gene-6.13-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.13&CDS=1-1620	YDR061W
901	OG0000901	genemark-NC_026174.1-processed-gene-6.14-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.14&CDS=1-1683	YDR062W
902	OG0000902	augustus_masked-NC_026174.1-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-6.58&CDS=1-1878	YDR064W
903	OG0000903	augustus_masked-NC_026174.1-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-6.74&CDS=1-1128	YDR067C
904	OG0000904	genemark-NC_026174.1-processed-gene-6.17-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.17&CDS=1-894	YDR068W
905	OG0000905	genemark-NC_026174.1-processed-gene-6.37-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.37&CDS=1-2973	YDR069C
906	OG0000906	maker-NC_026174.1-augustus-gene-6.7-mRNA-1_1&gene=maker-NC_026174.1-augustus-gene-6.7&CDS=1-2043	YDR072C
907	OG0000907	augustus_masked-NC_026174.1-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-6.60&CDS=1-2991	YDR074W
908	OG0000908	genemark-NC_026174.1-processed-gene-6.23-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.23&CDS=1-963	YDR077W
909	OG0000909	genemark-NC_026174.1-processed-gene-6.40-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.40&CDS=1-669	YDR078C
910	OG0000910	genemark-NC_026174.1-processed-gene-6.24-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.24&CDS=1-330	YDR079W
911	OG0000911	snap_masked-NC_026174.1-processed-gene-6.123-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-6.123&CDS=1-216	YDR079C-A
912	OG0000912	genemark-NC_026174.1-processed-gene-6.25-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.25&CDS=1-2967	YDR080W
913	OG0000913	genemark-NC_026174.1-processed-gene-6.41-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.41&CDS=1-2733	YDR081C
914	OG0000914	genemark-NC_026174.1-processed-gene-6.26-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.26&CDS=1-2571	YDR082W
915	OG0000915	genemark-NC_026174.1-processed-gene-6.42-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.42&CDS=1-597	YDR084C
916	OG0000916	snap_masked-NC_026174.1-processed-gene-6.126-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-6.126&CDS=1-1860	YDR085C
917	OG0000917	maker-NC_026174.1-augustus-gene-6.8-mRNA-1_1&gene=maker-NC_026174.1-augustus-gene-6.8&CDS=1-1101	YDR087C
918	OG0000918	genemark-NC_026174.1-processed-gene-6.45-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.45&CDS=1-1161	YDR088C
919	OG0000919	genemark-NC_026174.1-processed-gene-6.27-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.27&CDS=1-2604	YDR089W
920	OG0000920	snap_masked-NC_026174.1-processed-gene-6.130-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-6.130&CDS=1-930	YDR090C
921	OG0000921	genemark-NC_026174.1-processed-gene-6.47-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.47&CDS=1-1824	YDR091C
922	OG0000922	snap_masked-NC_026174.1-processed-gene-6.110-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-6.110&CDS=1-459	YDR092W
923	OG0000923	snap_masked-NC_026174.1-processed-gene-6.112-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-6.112&CDS=1-2766	YDR096W
924	OG0000924	genemark-NC_026174.1-processed-gene-6.48-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.48&CDS=1-3741	YDR097C
925	OG0000925	genemark-NC_026174.1-processed-gene-6.49-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.49&CDS=1-750	YDR098C
926	OG0000926	genemark-NC_026174.1-processed-gene-6.31-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.31&CDS=1-429	YDR100W
927	OG0000927	genemark-NC_026174.1-processed-gene-6.50-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.50&CDS=1-1779	YDR101C
928	OG0000928	augustus_masked-NC_026174.1-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-6.71&CDS=1-2763	YDR103W
929	OG0000929	genemark-NC_026174.1-processed-gene-6.51-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.51&CDS=1-3747	YDR104C
930	OG0000930	genemark-NC_026174.1-processed-gene-6.52-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.52&CDS=1-1422	YDR105C
931	OG0000931	genemark-NC_026174.1-processed-gene-6.33-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.33&CDS=1-852	YDR106W
932	OG0000932	genemark-NC_026174.1-processed-gene-6.34-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.34&CDS=1-2094	YDR108W
933	OG0000933	genemark-NC_026174.1-processed-gene-6.54-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.54&CDS=1-2061	YDR109C
934	OG0000934	genemark-NC_026174.1-processed-gene-7.0-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.0&CDS=1-1737	YDR110W
935	OG0000935	genemark-NC_026174.1-processed-gene-7.3-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.3&CDS=1-1125	YDR113C
936	OG0000936	genemark-NC_026174.1-processed-gene-7.1-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.1&CDS=1-315	YDR115W
937	OG0000937	genemark-NC_026174.1-processed-gene-7.4-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.4&CDS=1-855	YDR116C
938	OG0000938	genemark-NC_026174.1-processed-gene-7.5-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.5&CDS=1-342	YMR107W
939	OG0000939	genemark-NC_026174.1-processed-gene-7.6-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.6&CDS=1-2061	YMR108W
940	OG0000940	augustus_masked-NC_026174.1-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-7.95&CDS=1-3459	YMR110C
941	OG0000941	genemark-NC_026174.1-processed-gene-7.8-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.8&CDS=1-1281	YMR113W
942	OG0000942	genemark-NC_026174.1-processed-gene-7.34-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.34&CDS=1-1104	YMR114C
943	OG0000943	augustus_masked-NC_026174.1-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-7.75&CDS=1-1512	YMR115W
944	OG0000944	genemark-NC_026174.1-processed-gene-7.35-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.35&CDS=1-957	YMR116C
945	OG0000945	genemark-NC_026174.1-processed-gene-7.36-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.36&CDS=1-639	YMR117C
946	OG0000946	genemark-NC_026174.1-processed-gene-7.37-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.37&CDS=1-657	YMR118C
947	OG0000947	genemark-NC_026174.1-processed-gene-7.10-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.10&CDS=1-1878	YMR119W
948	OG0000948	genemark-NC_026174.1-processed-gene-7.11-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.11&CDS=1-651	YMR123W
949	OG0000949	genemark-NC_026174.1-processed-gene-7.12-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.12&CDS=1-2874	YMR124W
950	OG0000950	maker-NC_026174.1-snap-gene-7.53-mRNA-1_1&gene=maker-NC_026174.1-snap-gene-7.53&CDS=1-2583	YMR125W
951	OG0000951	genemark-NC_026174.1-processed-gene-7.40-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.40&CDS=1-1029	YMR126C
952	OG0000952	genemark-NC_026174.1-processed-gene-7.41-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.41&CDS=1-1014	YMR127C
953	OG0000953	genemark-NC_026174.1-processed-gene-7.14-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.14&CDS=1-3828	YMR128W
954	OG0000954	augustus_masked-NC_026174.1-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-7.82&CDS=1-4863	YMR129W
955	OG0000955	genemark-NC_026174.1-processed-gene-7.42-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.42&CDS=1-1530	YMR131C
956	OG0000956	genemark-NC_026174.1-processed-gene-7.43-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.43&CDS=1-624	YMR132C
957	OG0000957	genemark-NC_026174.1-processed-gene-7.17-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.17&CDS=1-864	YMR133W
958	OG0000958	genemark-NC_026174.1-processed-gene-7.18-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.18&CDS=1-711	YMR134W
