	OrthologID	Metschnikowia_aberdeeniae	Saccharomyces_cerevisiae
815	OG0000815	augustus_masked-abe-_s12-processed-gene-7.131-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.131&CDS=1-1041	YER127W
816	OG0000816	augustus_masked-abe-_s12-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.104&CDS=1-783	YER126C
817	OG0000817	maker-abe-_s12-snap-gene-7.162-mRNA-1_1&gene=maker-abe-_s12-snap-gene-7.162&CDS=1-3228	YPR022C
818	OG0000818	augustus_masked-abe-_s12-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.133&CDS=1-714	YGL044C
819	OG0000819	augustus_masked-abe-_s12-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.105&CDS=1-861	YGL043W
820	OG0000820	augustus_masked-abe-_s12-processed-gene-7.134-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.134&CDS=1-1479	YGR155W
821	OG0000821	augustus_masked-abe-_s12-processed-gene-7.135-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.135&CDS=1-1680	YFR029W
822	OG0000822	augustus_masked-abe-_s12-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.107&CDS=1-978	YGL091C
823	OG0000823	augustus_masked-abe-_s12-processed-gene-7.108-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.108&CDS=1-1344	YJL049W
824	OG0000824	augustus_masked-abe-_s12-processed-gene-7.137-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.137&CDS=1-1671	YEL013W
825	OG0000825	maker-abe-_s12-augustus-gene-7.2-mRNA-1_1&gene=maker-abe-_s12-augustus-gene-7.2&CDS=1-1242	YFR024C-A
826	OG0000826	augustus_masked-abe-_s12-processed-gene-7.139-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.139&CDS=1-657	YOR202W
827	OG0000827	genemark-abe-_s12-processed-gene-7.70-mRNA-1_1&gene=genemark-abe-_s12-processed-gene-7.70&CDS=1-2430	YAL010C
828	OG0000828	augustus_masked-abe-_s12-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.112&CDS=1-1200	YKR063C
829	OG0000829	snap_masked-abe-_s12-processed-gene-7.188-mRNA-1_1&gene=snap_masked-abe-_s12-processed-gene-7.188&CDS=1-5418	YNL242W
830	OG0000830	augustus_masked-abe-_s12-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.115&CDS=1-4602	YJL154C
831	OG0000831	augustus_masked-abe-_s12-processed-gene-7.142-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.142&CDS=1-684	YAR008W
832	OG0000832	augustus_masked-abe-_s12-processed-gene-7.144-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.144&CDS=1-210	YBL071W-A
833	OG0000833	maker-abe-_s12-snap-gene-7.160-mRNA-1_1&gene=maker-abe-_s12-snap-gene-7.160&CDS=1-5979	YJL109C
834	OG0000834	augustus_masked-abe-_s12-processed-gene-7.146-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.146&CDS=1-450	YOR298C-A
835	OG0000835	augustus_masked-abe-_s12-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.120&CDS=1-945	YDL015C
836	OG0000836	snap_masked-abe-_s12-processed-gene-7.230-mRNA-1_1&gene=snap_masked-abe-_s12-processed-gene-7.230&CDS=1-381	YCL033C
837	OG0000837	augustus_masked-abe-_s12-processed-gene-7.148-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.148&CDS=1-5517	YBR034C
838	OG0000838	augustus_masked-abe-_s12-processed-gene-7.121-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.121&CDS=1-1497	YKR023W
839	OG0000839	augustus_masked-abe-_s12-processed-gene-7.151-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.151&CDS=1-1770	YMR098C
840	OG0000840	augustus_masked-abe-_s12-processed-gene-7.122-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.122&CDS=1-738	YKL099C
841	OG0000841	augustus_masked-abe-_s12-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.152&CDS=1-864	YKL110C
842	OG0000842	augustus_masked-abe-_s12-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.123&CDS=1-1101	YMR097C
843	OG0000843	augustus_masked-abe-_s12-processed-gene-7.153-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.153&CDS=1-1908	YMR106C
844	OG0000844	augustus_masked-abe-_s12-processed-gene-7.154-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.154&CDS=1-2091	YEL011W
845	OG0000845	augustus_masked-abe-_s12-processed-gene-7.156-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.156&CDS=1-1728	YKR016W
846	OG0000846	augustus_masked-abe-_s13-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.92&CDS=1-4869	YLL048C
847	OG0000847	augustus_masked-abe-_s13-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.93&CDS=1-1611	YHL036W
848	OG0000848	augustus_masked-abe-_s13-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.111&CDS=1-1050	YMR166C
849	OG0000849	augustus_masked-abe-_s13-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.94&CDS=1-1215	YDL104C
850	OG0000850	augustus_masked-abe-_s13-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.112&CDS=1-1020	YDL105W
851	OG0000851	augustus_masked-abe-_s13-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.95&CDS=1-2085	YMR167W
852	OG0000852	augustus_masked-abe-_s13-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.96&CDS=1-2799	YGR198W
853	OG0000853	augustus_masked-abe-_s13-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.97&CDS=1-609	YJR014W
854	OG0000854	augustus_masked-abe-_s13-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.115&CDS=1-420	YBR167C
855	OG0000855	genemark-abe-_s13-processed-gene-0.29-mRNA-1_1&gene=genemark-abe-_s13-processed-gene-0.29&CDS=1-585	YLR009W
856	OG0000856	augustus_masked-abe-_s13-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.99&CDS=1-462	YLR008C
857	OG0000857	augustus_masked-abe-_s13-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.117&CDS=1-423	YGR203W
858	OG0000858	augustus_masked-abe-_s13-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.101&CDS=1-1260	YGR202C
859	OG0000859	augustus_masked-abe-_s13-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.102&CDS=1-1230	YLL006W
860	OG0000860	augustus_masked-abe-_s13-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.118&CDS=1-759	YGR262C
861	OG0000861	augustus_masked-abe-_s13-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.119&CDS=1-1767	YGR062C
862	OG0000862	snap_masked-abe-_s13-processed-gene-0.59-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-0.59&CDS=1-336	YGR063C
863	OG0000863	maker-abe-_s13-augustus-gene-0.46-mRNA-1_1&gene=maker-abe-_s13-augustus-gene-0.46&CDS=1-5721	YGR270W
864	OG0000864	snap_masked-abe-_s13-processed-gene-0.83-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-0.83&CDS=1-738	YGR172C
865	OG0000865	augustus_masked-abe-_s13-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.104&CDS=1-1587	YDR292C
866	OG0000866	augustus_masked-abe-_s13-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.105&CDS=1-3366	YGR170W
867	OG0000867	augustus_masked-abe-_s13-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.121&CDS=1-2244	YGR264C
868	OG0000868	augustus_masked-abe-_s13-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.106&CDS=1-1410	YMR293C
869	OG0000869	augustus_masked-abe-_s13-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.122&CDS=1-828	YGR267C
870	OG0000870	augustus_masked-abe-_s13-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.123&CDS=1-3555	YDR293C
871	OG0000871	augustus_masked-abe-_s13-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.124&CDS=1-1404	YJR006W
872	OG0000872	augustus_masked-abe-_s13-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.126&CDS=1-2067	YGR266W
873	OG0000873	maker-abe-_s13-augustus-gene-0.43-mRNA-1_1&gene=maker-abe-_s13-augustus-gene-0.43&CDS=1-3528	YLR015W
874	OG0000874	maker-abe-_s13-augustus-gene-1.52-mRNA-1_1&gene=maker-abe-_s13-augustus-gene-1.52&CDS=1-432	YMR292W
875	OG0000875	augustus_masked-abe-_s13-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.142&CDS=1-1770	YHR037W
876	OG0000876	augustus_masked-abe-_s13-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.143&CDS=1-1098	YMR294W
877	OG0000877	augustus_masked-abe-_s13-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.144&CDS=1-1104	YGR173W
878	OG0000878	augustus_masked-abe-_s13-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.122&CDS=1-669	YGR271C-A
879	OG0000879	augustus_masked-abe-_s13-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.124&CDS=1-477	YJL011C
880	OG0000880	augustus_masked-abe-_s13-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.147&CDS=1-2994	YOR085W
881	OG0000881	snap_masked-abe-_s13-processed-gene-1.70-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-1.70&CDS=1-1422	YDL106C
882	OG0000882	augustus_masked-abe-_s13-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.128&CDS=1-1248	YDL107W
883	OG0000883	augustus_masked-abe-_s13-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.149&CDS=1-2460	YER157W
884	OG0000884	augustus_masked-abe-_s13-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.129&CDS=1-1728	YIL150C
885	OG0000885	augustus_masked-abe-_s13-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.131&CDS=1-969	YER156C
886	OG0000886	augustus_masked-abe-_s13-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.151&CDS=1-708	YGL237C
887	OG0000887	augustus_masked-abe-_s13-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.152&CDS=1-846	YLR003C
888	OG0000888	snap_masked-abe-_s13-processed-gene-1.79-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-1.79&CDS=1-2025	YGL236C
889	OG0000889	augustus_masked-abe-_s13-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.154&CDS=1-708	YFR027W
890	OG0000890	augustus_masked-abe-_s13-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.136&CDS=1-894	YFR047C
891	OG0000891	augustus_masked-abe-_s13-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.155&CDS=1-897	YGL240W
892	OG0000892	augustus_masked-abe-_s13-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.157&CDS=1-4581	YGL234W
893	OG0000893	augustus_masked-abe-_s13-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.158&CDS=1-1101	YMR024W
894	OG0000894	maker-abe-_s13-augustus-gene-1.51-mRNA-1_1&gene=maker-abe-_s13-augustus-gene-1.51&CDS=1-1281	YDR354W
895	OG0000895	augustus_masked-abe-_s13-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.159&CDS=1-1266	YDR414C
896	OG0000896	augustus_masked-abe-_s13-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.160&CDS=1-741	YDR412W
897	OG0000897	augustus_masked-abe-_s13-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.138&CDS=1-555	YHR081W
898	OG0000898	augustus_masked-abe-_s13-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.161&CDS=1-3393	YHR079C
899	OG0000899	augustus_masked-abe-_s13-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.139&CDS=1-1212	YDR329C
900	OG0000900	augustus_masked-abe-_s13-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.140&CDS=1-495	YDR328C
901	OG0000901	augustus_masked-abe-_s13-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.164&CDS=1-1395	YDR330W
902	OG0000902	maker-abe-_s13-augustus-gene-2.56-mRNA-1_1&gene=maker-abe-_s13-augustus-gene-2.56&CDS=1-3063	YDR028C
903	OG0000903	augustus_masked-abe-_s13-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.122&CDS=1-3519	YDR027C
904	OG0000904	augustus_masked-abe-_s13-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.142&CDS=1-2502	YPR118W
905	OG0000905	augustus_masked-abe-_s13-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.124&CDS=1-1308	YIL033C
906	OG0000906	augustus_masked-abe-_s13-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.125&CDS=1-432	YER044C
907	OG0000907	maker-abe-_s13-augustus-gene-2.59-mRNA-1_1&gene=maker-abe-_s13-augustus-gene-2.59&CDS=1-6456	YNL014W
908	OG0000908	augustus_masked-abe-_s13-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.147&CDS=1-1290	YCR047C
909	OG0000909	augustus_masked-abe-_s13-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.149&CDS=1-684	YNR020C
910	OG0000910	augustus_masked-abe-_s13-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.127&CDS=1-639	YCR051W
911	OG0000911	augustus_masked-abe-_s13-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.128&CDS=1-1119	YNR021W
912	OG0000912	augustus_masked-abe-_s13-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.129&CDS=1-1698	YOR319W
913	OG0000913	augustus_masked-abe-_s13-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.130&CDS=1-1413	YNR023W
914	OG0000914	augustus_masked-abe-_s13-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.132&CDS=1-768	YNL312W
915	OG0000915	augustus_masked-abe-_s13-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.155&CDS=1-5031	YLR247C
916	OG0000916	augustus_masked-abe-_s13-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.133&CDS=1-723	YNL010W
917	OG0000917	snap_masked-abe-_s13-processed-gene-2.109-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-2.109&CDS=1-300	YGL070C
918	OG0000918	augustus_masked-abe-_s13-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.134&CDS=1-513	YGL068W
919	OG0000919	maker-abe-_s13-augustus-gene-2.60-mRNA-1_1&gene=maker-abe-_s13-augustus-gene-2.60&CDS=1-1962	YDL178W
920	OG0000920	augustus_masked-abe-_s13-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.138&CDS=1-393	YKL170W
921	OG0000921	snap_masked-abe-_s13-processed-gene-2.87-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-2.87&CDS=1-2181	YOR022C
922	OG0000922	augustus_masked-abe-_s13-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.159&CDS=1-618	YOR021C
923	OG0000923	augustus_masked-abe-_s13-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.141&CDS=1-681	YDR408C
924	OG0000924	augustus_masked-abe-_s13-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.163&CDS=1-1095	YOR136W
925	OG0000925	augustus_masked-abe-_s13-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.164&CDS=1-1134	YDL168W
926	OG0000926	augustus_masked-abe-_s13-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.166&CDS=1-807	YOR157C
927	OG0000927	augustus_masked-abe-_s13-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.4&CDS=1-3957	YDR407C
928	OG0000928	augustus_masked-abe-_s13-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.7&CDS=1-315	YMR244C-A
929	OG0000929	snap_masked-abe-_s13-processed-gene-3.49-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-3.49&CDS=1-1137	YDR321W
930	OG0000930	augustus_masked-abe-_s13-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.8&CDS=1-2091	YOR317W
931	OG0000931	augustus_masked-abe-_s13-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.27&CDS=1-2022	YMR108W
932	OG0000932	augustus_masked-abe-_s13-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.29&CDS=1-1146	YDR282C
933	OG0000933	snap_masked-abe-_s13-processed-gene-3.54-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-3.54&CDS=1-2049	YKL104C
934	OG0000934	maker-abe-_s13-augustus-gene-3.107-mRNA-1_1&gene=maker-abe-_s13-augustus-gene-3.107&CDS=1-219	YIL156W-B
935	OG0000935	snap_masked-abe-_s13-processed-gene-3.56-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-3.56&CDS=1-1263	YER020W
936	OG0000936	snap_masked-abe-_s13-processed-gene-3.81-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-3.81&CDS=1-1236	YML017W
937	OG0000937	augustus_masked-abe-_s13-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.32&CDS=1-1128	YHR068W
938	OG0000938	augustus_masked-abe-_s13-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.33&CDS=1-1725	YML007W
939	OG0000939	augustus_masked-abe-_s13-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.34&CDS=1-2337	YEL053C
940	OG0000940	augustus_masked-abe-_s13-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.11&CDS=1-3426	YDR325W
941	OG0000941	augustus_masked-abe-_s13-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.12&CDS=1-1125	YML008C
942	OG0000942	maker-abe-_s13-augustus-gene-3.108-mRNA-1_1&gene=maker-abe-_s13-augustus-gene-3.108&CDS=1-3240	YDR324C
943	OG0000943	augustus_masked-abe-_s13-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.15&CDS=1-2157	YLR361C
944	OG0000944	snap_masked-abe-_s13-processed-gene-3.64-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-3.64&CDS=1-447	YFL017C
945	OG0000945	augustus_masked-abe-_s13-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.37&CDS=1-222	YFL017W-A
946	OG0000946	augustus_masked-abe-_s13-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.38&CDS=1-2400	YFL013C
947	OG0000947	augustus_masked-abe-_s13-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.18&CDS=1-1701	YJL163C
948	OG0000948	genemark-abe-_s13-processed-gene-3.131-mRNA-1_1&gene=genemark-abe-_s13-processed-gene-3.131&CDS=1-1830	YGR216C
949	OG0000949	augustus_masked-abe-_s13-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.40&CDS=1-1155	YLR328W
950	OG0000950	snap_masked-abe-_s13-processed-gene-3.70-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-3.70&CDS=1-909	YMR099C
951	OG0000951	augustus_masked-abe-_s13-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.21&CDS=1-1413	YKL004W
952	OG0000952	augustus_masked-abe-_s13-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.41&CDS=1-360	YKL003C
953	OG0000953	augustus_masked-abe-_s13-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.22&CDS=1-2967	YOL090W
954	OG0000954	augustus_masked-abe-_s13-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.44&CDS=1-735	YPR167C
955	OG0000955	augustus_masked-abe-_s13-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.23&CDS=1-675	YIL007C
956	OG0000956	augustus_masked-abe-_s13-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.45&CDS=1-300	YIL008W
957	OG0000957	augustus_masked-abe-_s13-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.24&CDS=1-1305	YEL002C
958	OG0000958	augustus_masked-abe-_s13-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.25&CDS=1-366	YEL003W
959	OG0000959	augustus_masked-abe-_s13-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.46&CDS=1-537	YMR009W
960	OG0000960	augustus_masked-abe-_s13-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.47&CDS=1-876	YOL136C
961	OG0000961	maker-abe-_s13-snap-gene-4.155-mRNA-1_1&gene=maker-abe-_s13-snap-gene-4.155&CDS=1-3783	YOR017W
962	OG0000962	augustus_masked-abe-_s13-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.110&CDS=1-1398	YPL063W
963	OG0000963	genemark-abe-_s13-processed-gene-4.4-mRNA-1_1&gene=genemark-abe-_s13-processed-gene-4.4&CDS=1-3156	YER026C
964	OG0000964	genemark-abe-_s13-processed-gene-4.5-mRNA-1_1&gene=genemark-abe-_s13-processed-gene-4.5&CDS=1-534	YDL200C
965	OG0000965	snap_masked-abe-_s13-processed-gene-4.87-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-4.87&CDS=1-1119	YKL080W
966	OG0000966	augustus_masked-abe-_s13-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.113&CDS=1-1806	YPR028W
967	OG0000967	augustus_masked-abe-_s13-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.135&CDS=1-2439	YPR029C
968	OG0000968	augustus_masked-abe-_s13-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.114&CDS=1-756	YPL064C
969	OG0000969	augustus_masked-abe-_s13-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.137&CDS=1-345	YPR166C
970	OG0000970	snap_masked-abe-_s13-processed-gene-4.65-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-4.65&CDS=1-270	YOL108C
971	OG0000971	snap_masked-abe-_s13-processed-gene-4.66-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-4.66&CDS=1-4512	YOR093C
972	OG0000972	augustus_masked-abe-_s13-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.119&CDS=1-1341	YML126C
973	OG0000973	maker-abe-_s13-augustus-gene-4.50-mRNA-1_1&gene=maker-abe-_s13-augustus-gene-4.50&CDS=1-1344	YML085C
974	OG0000974	augustus_masked-abe-_s13-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.121&CDS=1-921	YML125C
975	OG0000975	augustus_masked-abe-_s13-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.138&CDS=1-3801	YMR012W
976	OG0000976	augustus_masked-abe-_s13-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.124&CDS=1-1938	YML088W
977	OG0000977	augustus_masked-abe-_s13-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.125&CDS=1-3780	YML091C
978	OG0000978	augustus_masked-abe-_s13-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.126&CDS=1-2799	YNL287W
979	OG0000979	augustus_masked-abe-_s13-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.140&CDS=1-846	YPR079W
