	OrthologID	Saccharomyces_cerevisiae	Wickerhamomyces_anomalus
873	OG0000873	YDL073W	snap_masked-scaffold_1-processed-gene-24.126-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.126&CDS=1-3219
874	OG0000874	YDL074C	snap_masked-scaffold_1-processed-gene-24.112-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.112&CDS=1-2082
875	OG0000875	YDL076C	snap_masked-scaffold_1-processed-gene-24.123-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.123&CDS=1-1719
876	OG0000876	YDL077C	snap_masked-scaffold_1-processed-gene-24.121-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.121&CDS=1-2559
877	OG0000877	YDL081C	snap_masked-scaffold_1-processed-gene-20.72-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.72&CDS=1-321
878	OG0000878	YDL084W	maker-scaffold_1-snap-gene-20.111-mRNA-1_1&gene=maker-scaffold_1-snap-gene-20.111&CDS=1-1284
879	OG0000879	YDL086W	snap_masked-scaffold_6-processed-gene-4.21-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.21&CDS=1-816
880	OG0000880	YDL087C	augustus_masked-scaffold_6-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.93&CDS=1-717
881	OG0000881	YDL090C	snap_masked-scaffold_1-processed-gene-14.65-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.65&CDS=1-1353
882	OG0000882	YDL091C	snap_masked-scaffold_1-processed-gene-14.66-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.66&CDS=1-1539
883	OG0000883	YDL092W	snap_masked-scaffold_1-processed-gene-14.82-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.82&CDS=1-399
884	OG0000884	YDL095W	snap_masked-scaffold_1-processed-gene-14.60-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.60&CDS=1-2337
885	OG0000885	YDL097C	snap_masked-scaffold_1-processed-gene-14.79-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.79&CDS=1-1254
886	OG0000886	YDL098C	snap_masked-scaffold_6-processed-gene-4.19-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.19&CDS=1-573
887	OG0000887	YDL099W	snap_masked-scaffold_6-processed-gene-4.43-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.43&CDS=1-1077
888	OG0000888	YDL100C	snap_masked-scaffold_6-processed-gene-4.47-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.47&CDS=1-1029
889	OG0000889	YDL101C	maker-scaffold_1-snap-gene-18.13-mRNA-1_1&gene=maker-scaffold_1-snap-gene-18.13&CDS=1-1449
890	OG0000890	YDL102W	snap_masked-scaffold_4-processed-gene-2.29-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.29&CDS=1-3327
891	OG0000891	YDL103C	snap_masked-scaffold_3-processed-gene-1.68-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.68&CDS=1-1335
892	OG0000892	YDL104C	augustus_masked-scaffold_3-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.143&CDS=1-1170
893	OG0000893	YDL105W	snap_masked-scaffold_3-processed-gene-1.72-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.72&CDS=1-1170
894	OG0000894	YDL106C	snap_masked-scaffold_3-processed-gene-6.121-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.121&CDS=1-1287
895	OG0000895	YDL107W	augustus_masked-scaffold_4-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.83&CDS=1-1140
896	OG0000896	YDL108W	maker-scaffold_4-augustus-gene-2.50-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-2.50&CDS=1-960
897	OG0000897	YDL111C	augustus_masked-scaffold_4-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.67&CDS=1-1692
898	OG0000898	YDL112W	snap_masked-scaffold_1-processed-gene-14.78-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.78&CDS=1-4041
899	OG0000899	YDL115C	maker-scaffold_6-snap-gene-4.114-mRNA-1_1&gene=maker-scaffold_6-snap-gene-4.114&CDS=1-930
900	OG0000900	YDL116W	snap_masked-scaffold_1-processed-gene-14.63-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.63&CDS=1-2139
901	OG0000901	YDL117W	snap_masked-scaffold_1-processed-gene-14.62-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.62&CDS=1-2667
902	OG0000902	YDL119C	genemark-scaffold_3-processed-gene-9.110-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.110&CDS=1-1617
903	OG0000903	YDL120W	snap_masked-scaffold_2-processed-gene-3.45-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.45&CDS=1-534
904	OG0000904	YDL122W	augustus_masked-scaffold_4-processed-gene-12.61-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-12.61&CDS=1-2022
905	OG0000905	YDL123W	snap_masked-scaffold_3-processed-gene-0.131-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.131&CDS=1-435
906	OG0000906	YDL124W	snap_masked-scaffold_6-processed-gene-6.41-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.41&CDS=1-891
907	OG0000907	YDL125C	snap_masked-scaffold_1-processed-gene-3.51-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.51&CDS=1-438
908	OG0000908	YDL126C	maker-scaffold_3-snap-gene-2.108-mRNA-1_1&gene=maker-scaffold_3-snap-gene-2.108&CDS=1-2487
909	OG0000909	YDL127W	snap_masked-scaffold_3-processed-gene-2.70-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.70&CDS=1-939
910	OG0000910	YDL128W	snap_masked-scaffold_3-processed-gene-2.67-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.67&CDS=1-1251
911	OG0000911	YDL129W	augustus_masked-scaffold_1-processed-gene-20.24-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.24&CDS=1-879
912	OG0000912	YDL130W	maker-scaffold_3-snap-gene-6.57-mRNA-1_1&gene=maker-scaffold_3-snap-gene-6.57&CDS=1-318
913	OG0000913	YDL131W	maker-scaffold_1-snap-gene-5.172-mRNA-1_1&gene=maker-scaffold_1-snap-gene-5.172&CDS=1-1329
914	OG0000914	YDL132W	snap_masked-scaffold_1-processed-gene-5.35-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.35&CDS=1-2334
915	OG0000915	YDL133W	snap_masked-scaffold_1-processed-gene-11.7-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.7&CDS=1-1152
916	OG0000916	YDL134C	snap_masked-scaffold_4-processed-gene-11.67-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.67&CDS=1-1059
917	OG0000917	YDL135C	snap_masked-scaffold_4-processed-gene-11.66-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.66&CDS=1-606
918	OG0000918	YDL139C	snap_masked-scaffold_7-processed-gene-4.69-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.69&CDS=1-1965
919	OG0000919	YDL140C	maker-scaffold_1-snap-gene-16.6-mRNA-1_1&gene=maker-scaffold_1-snap-gene-16.6&CDS=1-5220
920	OG0000920	YDL141W	snap_masked-scaffold_1-processed-gene-16.125-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.125&CDS=1-2004
921	OG0000921	YDL142C	augustus_masked-scaffold_1-processed-gene-16.48-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.48&CDS=1-918
922	OG0000922	YDL143W	snap_masked-scaffold_1-processed-gene-16.124-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.124&CDS=1-1587
923	OG0000923	YDL145C	maker-scaffold_1-snap-gene-15.59-mRNA-1_1&gene=maker-scaffold_1-snap-gene-15.59&CDS=1-4884
924	OG0000924	YDL146W	augustus_masked-scaffold_1-processed-gene-15.46-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-15.46&CDS=1-1296
925	OG0000925	YDL147W	maker-scaffold_1-snap-gene-16.4-mRNA-1_1&gene=maker-scaffold_1-snap-gene-16.4&CDS=1-1335
926	OG0000926	YDL148C	snap_masked-scaffold_1-processed-gene-16.118-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.118&CDS=1-2412
927	OG0000927	YDL149W	snap_masked-scaffold_1-processed-gene-16.121-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.121&CDS=1-2595
928	OG0000928	YDL150W	snap_masked-scaffold_1-processed-gene-16.122-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.122&CDS=1-1185
929	OG0000929	YDL153C	snap_masked-scaffold_1-processed-gene-16.119-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.119&CDS=1-1662
930	OG0000930	YDL154W	maker-scaffold_1-snap-gene-16.5-mRNA-1_1&gene=maker-scaffold_1-snap-gene-16.5&CDS=1-2253
931	OG0000931	YDL156W	snap_masked-scaffold_3-processed-gene-20.291-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-20.291&CDS=1-1548
932	OG0000932	YDL157C	snap_masked-scaffold_3-processed-gene-20.249-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-20.249&CDS=1-306
933	OG0000933	YDL159W	snap_masked-scaffold_3-processed-gene-20.292-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-20.292&CDS=1-1209
934	OG0000934	YDL160C	snap_masked-scaffold_3-processed-gene-20.250-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-20.250&CDS=1-1650
935	OG0000935	YDL164C	snap_masked-scaffold_4-processed-gene-7.26-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.26&CDS=1-2265
936	OG0000936	YDL165W	snap_masked-scaffold_4-processed-gene-1.96-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.96&CDS=1-810
937	OG0000937	YDL166C	maker-scaffold_4-snap-gene-1.48-mRNA-1_1&gene=maker-scaffold_4-snap-gene-1.48&CDS=1-552
938	OG0000938	YDL167C	snap_masked-scaffold_4-processed-gene-1.79-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.79&CDS=1-1854
939	OG0000939	YDL168W	snap_masked-scaffold_4-processed-gene-1.99-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.99&CDS=1-1155
940	OG0000940	YDL169C	snap_masked-scaffold_4-processed-gene-1.101-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.101&CDS=1-630
941	OG0000941	YDL171C	maker-scaffold_3-snap-gene-19.87-mRNA-1_1&gene=maker-scaffold_3-snap-gene-19.87&CDS=1-6402
942	OG0000942	YDL177C	snap_masked-scaffold_4-processed-gene-15.34-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-15.34&CDS=1-456
943	OG0000943	YDL178W	snap_masked-scaffold_4-processed-gene-15.55-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-15.55&CDS=1-1581
944	OG0000944	YDL180W	snap_masked-scaffold_3-processed-gene-2.66-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.66&CDS=1-1110
945	OG0000945	YDL181W	maker-scaffold_1-augustus-gene-5.58-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-5.58&CDS=1-246
946	OG0000946	YDL185W	maker-scaffold_1-snap-gene-11.135-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.135&CDS=1-3894
947	OG0000947	YDL186W	genemark-scaffold_1-processed-gene-11.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.97&CDS=1-1329
948	OG0000948	YDL189W	snap_masked-scaffold_4-processed-gene-11.52-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.52&CDS=1-1611
949	OG0000949	YDL190C	snap_masked-scaffold_4-processed-gene-11.65-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.65&CDS=1-3144
950	OG0000950	YDL193W	snap_masked-scaffold_4-processed-gene-11.49-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.49&CDS=1-987
951	OG0000951	YDL195W	snap_masked-scaffold_1-processed-gene-16.126-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.126&CDS=1-3738
952	OG0000952	YDL198C	snap_masked-scaffold_6-processed-gene-3.8-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.8&CDS=1-912
953	OG0000953	YDL201W	augustus_masked-scaffold_6-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.27&CDS=1-849
954	OG0000954	YDL202W	augustus_masked-scaffold_6-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.78&CDS=1-759
955	OG0000955	YDL203C	snap_masked-scaffold_6-processed-gene-3.14-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.14&CDS=1-1974
956	OG0000956	YDL205C	snap_masked-scaffold_1-processed-gene-22.125-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.125&CDS=1-1188
957	OG0000957	YDL207W	maker-scaffold_1-snap-gene-28.150-mRNA-1_1&gene=maker-scaffold_1-snap-gene-28.150&CDS=1-2373
958	OG0000958	YDL208W	snap_masked-scaffold_1-processed-gene-28.6-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.6&CDS=1-462
959	OG0000959	YDL209C	snap_masked-scaffold_1-processed-gene-22.126-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.126&CDS=1-957
960	OG0000960	YDL212W	maker-scaffold_1-snap-gene-12.1-mRNA-1_1&gene=maker-scaffold_1-snap-gene-12.1&CDS=1-669
961	OG0000961	YDL213C	snap_masked-scaffold_1-processed-gene-12.51-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.51&CDS=1-624
962	OG0000962	YDL215C	snap_masked-scaffold_1-processed-gene-10.88-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.88&CDS=1-3051
963	OG0000963	YDL218W	snap_masked-scaffold_6-processed-gene-10.129-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-10.129&CDS=1-747
964	OG0000964	YDL225W	snap_masked-scaffold_8-processed-gene-3.64-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.64&CDS=1-1518
965	OG0000965	YDL226C	snap_masked-scaffold_8-processed-gene-3.19-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.19&CDS=1-1089
966	OG0000966	YDL230W	maker-scaffold_3-augustus-gene-20.137-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-20.137&CDS=1-1170
967	OG0000967	YDL231C	snap_masked-scaffold_1-processed-gene-8.79-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.79&CDS=1-3348
968	OG0000968	YDL233W	snap_masked-scaffold_1-processed-gene-9.103-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.103&CDS=1-2151
969	OG0000969	YDL234C	snap_masked-scaffold_1-processed-gene-9.100-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.100&CDS=1-2097
970	OG0000970	YDL235C	snap_masked-scaffold_1-processed-gene-9.101-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.101&CDS=1-393
971	OG0000971	YDL236W	snap_masked-scaffold_1-processed-gene-9.123-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.123&CDS=1-888
972	OG0000972	YDL238C	snap_masked-scaffold_1-processed-gene-9.110-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.110&CDS=1-1407
973	OG0000973	YDL240W	snap_masked-scaffold_1-processed-gene-10.101-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.101&CDS=1-3714
974	OG0000974	YDR004W	snap_masked-scaffold_5-processed-gene-6.84-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.84&CDS=1-1125
975	OG0000975	YDR005C	snap_masked-scaffold_5-processed-gene-6.59-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.59&CDS=1-903
976	OG0000976	YDR007W	snap_masked-scaffold_7-processed-gene-1.26-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.26&CDS=1-696
977	OG0000977	YDR013W	snap_masked-scaffold_5-processed-gene-2.32-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.32&CDS=1-549
978	OG0000978	YDR016C	maker-scaffold_5-augustus-gene-2.84-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-2.84&CDS=1-411
979	OG0000979	YDR017C	snap_masked-scaffold_3-processed-gene-3.117-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.117&CDS=1-2574
980	OG0000980	YDR019C	snap_masked-scaffold_3-processed-gene-14.131-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.131&CDS=1-1173
981	OG0000981	YDR020C	maker-scaffold_3-snap-gene-14.7-mRNA-1_1&gene=maker-scaffold_3-snap-gene-14.7&CDS=1-675
982	OG0000982	YDR021W	augustus_masked-scaffold_3-processed-gene-14.75-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.75&CDS=1-1188
983	OG0000983	YDR023W	snap_masked-scaffold_3-processed-gene-14.144-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.144&CDS=1-1374
984	OG0000984	YDR026C	maker-scaffold_4-snap-gene-1.47-mRNA-1_1&gene=maker-scaffold_4-snap-gene-1.47&CDS=1-1977
985	OG0000985	YDR027C	snap_masked-scaffold_4-processed-gene-1.68-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.68&CDS=1-2571
986	OG0000986	YDR028C	snap_masked-scaffold_4-processed-gene-1.67-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.67&CDS=1-2496
987	OG0000987	YDR030C	snap_masked-scaffold_3-processed-gene-14.142-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.142&CDS=1-1176
988	OG0000988	YDR031W	maker-scaffold_1-snap-gene-1.55-mRNA-1_1&gene=maker-scaffold_1-snap-gene-1.55&CDS=1-339
989	OG0000989	YDR032C	snap_masked-scaffold_1-processed-gene-1.96-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.96&CDS=1-600
990	OG0000990	YDR034C	snap_masked-scaffold_4-processed-gene-2.2-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.2&CDS=1-1866
991	OG0000991	YDR036C	augustus_masked-scaffold_5-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.76&CDS=1-1383
992	OG0000992	YDR037W	snap_masked-scaffold_5-processed-gene-1.9-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.9&CDS=1-1752
993	OG0000993	YDR041W	snap_masked-scaffold_5-processed-gene-1.11-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.11&CDS=1-786
994	OG0000994	YDR043C	snap_masked-scaffold_5-processed-gene-1.6-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.6&CDS=1-609
995	OG0000995	YDR044W	augustus_masked-scaffold_5-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.60&CDS=1-3018
996	OG0000996	YDR045C	maker-scaffold_5-augustus-gene-0.44-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-0.44&CDS=1-333
997	OG0000997	YDR047W	maker-scaffold_5-snap-gene-1.122-mRNA-1_1&gene=maker-scaffold_5-snap-gene-1.122&CDS=1-1083
998	OG0000998	YDR049W	snap_masked-scaffold_5-processed-gene-1.43-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.43&CDS=1-1818
999	OG0000999	YDR050C	augustus_masked-scaffold_5-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.87&CDS=1-744
1000	OG0001000	YDR051C	maker-scaffold_5-snap-gene-1.120-mRNA-1_1&gene=maker-scaffold_5-snap-gene-1.120&CDS=1-834
1001	OG0001001	YDR052C	snap_masked-scaffold_2-processed-gene-20.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.29&CDS=1-1335
1002	OG0001002	YDR054C	snap_masked-scaffold_2-processed-gene-17.54-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.54&CDS=1-714
1003	OG0001003	YDR056C	maker-scaffold_3-snap-gene-15.102-mRNA-1_1&gene=maker-scaffold_3-snap-gene-15.102&CDS=1-552
1004	OG0001004	YDR057W	maker-scaffold_3-snap-gene-15.97-mRNA-1_1&gene=maker-scaffold_3-snap-gene-15.97&CDS=1-1407
1005	OG0001005	YDR058C	augustus_masked-scaffold_4-processed-gene-18.74-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-18.74&CDS=1-2484
1006	OG0001006	YDR059C	maker-scaffold_3-snap-gene-15.98-mRNA-1_1&gene=maker-scaffold_3-snap-gene-15.98&CDS=1-441
1007	OG0001007	YDR060W	snap_masked-scaffold_3-processed-gene-15.61-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.61&CDS=1-3192
1008	OG0001008	YDR061W	snap_masked-scaffold_2-processed-gene-1.80-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.80&CDS=1-1500
1009	OG0001009	YDR062W	snap_masked-scaffold_5-processed-gene-11.13-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.13&CDS=1-1689
1010	OG0001010	YDR063W	maker-scaffold_2-augustus-gene-1.66-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-1.66&CDS=1-417
1011	OG0001011	YDR064W	maker-scaffold_2-snap-gene-1.2-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.2&CDS=1-453
1012	OG0001012	YDR068W	snap_masked-scaffold_7-processed-gene-1.39-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.39&CDS=1-1134
1013	OG0001013	YDR071C	snap_masked-scaffold_7-processed-gene-1.21-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.21&CDS=1-729
1014	OG0001014	YDR072C	snap_masked-scaffold_2-processed-gene-3.36-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.36&CDS=1-1275
1015	OG0001015	YDR074W	snap_masked-scaffold_2-processed-gene-1.117-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.117&CDS=1-2595
1016	OG0001016	YDR075W	snap_masked-scaffold_2-processed-gene-1.119-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.119&CDS=1-918
1017	OG0001017	YDR076W	snap_masked-scaffold_2-processed-gene-1.118-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.118&CDS=1-1647
1018	OG0001018	YDR078C	augustus_masked-scaffold_2-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.29&CDS=1-630
1019	OG0001019	YDR079C-A	snap_masked-scaffold_2-processed-gene-4.36-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.36&CDS=1-228
1020	OG0001020	YDR079W	maker-scaffold_2-snap-gene-4.110-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.110&CDS=1-318
1021	OG0001021	YDR080W	augustus_masked-scaffold_2-processed-gene-7.91-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.91&CDS=1-3729
1022	OG0001022	YDR081C	augustus_masked-scaffold_2-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.73&CDS=1-2001
1023	OG0001023	YDR083W	augustus_masked-scaffold_2-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.95&CDS=1-2604
1024	OG0001024	YDR084C	maker-scaffold_2-snap-gene-4.111-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.111&CDS=1-669
1025	OG0001025	YDR086C	maker-scaffold_6-snap-gene-7.48-mRNA-1_1&gene=maker-scaffold_6-snap-gene-7.48&CDS=1-204
1026	OG0001026	YDR087C	maker-scaffold_6-snap-gene-7.49-mRNA-1_1&gene=maker-scaffold_6-snap-gene-7.49&CDS=1-825
1027	OG0001027	YDR088C	snap_masked-scaffold_6-processed-gene-7.6-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.6&CDS=1-1059
1028	OG0001028	YDR089W	snap_masked-scaffold_6-processed-gene-7.7-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.7&CDS=1-2403
1029	OG0001029	YDR091C	snap_masked-scaffold_6-processed-gene-7.0-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.0&CDS=1-1818
1030	OG0001030	YDR092W	snap_masked-scaffold_2-processed-gene-6.36-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.36&CDS=1-450
1031	OG0001031	YDR097C	snap_masked-scaffold_2-processed-gene-6.43-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.43&CDS=1-3687
1032	OG0001032	YDR100W	maker-scaffold_8-augustus-gene-0.107-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-0.107&CDS=1-402
1033	OG0001033	YDR101C	snap_masked-scaffold_8-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.91&CDS=1-1797
1034	OG0001034	YDR103W	maker-scaffold_8-snap-gene-0.48-mRNA-1_1&gene=maker-scaffold_8-snap-gene-0.48&CDS=1-2796
1035	OG0001035	YDR104C	snap_masked-scaffold_8-processed-gene-0.88-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.88&CDS=1-3435
1036	OG0001036	YDR105C	snap_masked-scaffold_2-processed-gene-4.26-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.26&CDS=1-1407
1037	OG0001037	YDR108W	snap_masked-scaffold_2-processed-gene-5.60-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.60&CDS=1-1410
1038	OG0001038	YDR109C	snap_masked-scaffold_2-processed-gene-5.63-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.63&CDS=1-2166
1039	OG0001039	YDR111C	snap_masked-scaffold_1-processed-gene-5.13-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.13&CDS=1-1521
1040	OG0001040	YDR113C	snap_masked-scaffold_1-processed-gene-3.46-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.46&CDS=1-792
1041	OG0001041	YDR116C	maker-scaffold_1-augustus-gene-3.122-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-3.122&CDS=1-1065
