	OrthologID	Eremothecium_coryli	Saccharomyces_cerevisiae
451	OG0000451	augustus_masked-AZAH01000001.1-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-2.111&CDS=1-3033	YBR042C
452	OG0000452	snap_masked-AZAH01000001.1-processed-gene-3.55-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.55&CDS=1-1167	YNL175C
453	OG0000453	augustus_masked-AZAH01000001.1-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-3.4&CDS=1-1755	YDL211C
454	OG0000454	snap_masked-AZAH01000001.1-processed-gene-3.57-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.57&CDS=1-906	YNL177C
455	OG0000455	augustus_masked-AZAH01000001.1-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-3.8&CDS=1-1383	YNL178W
456	OG0000456	snap_masked-AZAH01000001.1-processed-gene-3.62-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.62&CDS=1-1182	YNL181W
457	OG0000457	snap_masked-AZAH01000001.1-processed-gene-3.59-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.59&CDS=1-1557	YNL182C
458	OG0000458	snap_masked-AZAH01000001.1-processed-gene-3.63-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.63&CDS=1-621	YDL213C
459	OG0000459	snap_masked-AZAH01000001.1-processed-gene-3.65-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.65&CDS=1-444	YNL185C
460	OG0000460	snap_masked-AZAH01000001.1-processed-gene-3.86-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.86&CDS=1-2265	YNL186W
461	OG0000461	snap_masked-AZAH01000001.1-processed-gene-3.66-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.66&CDS=1-1230	YDL216C
462	OG0000462	genemark-AZAH01000001.1-processed-gene-3.141-mRNA-1_1&gene=genemark-AZAH01000001.1-processed-gene-3.141&CDS=1-1005	YNL187W
463	OG0000463	snap_masked-AZAH01000001.1-processed-gene-3.67-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.67&CDS=1-603	YDL217C
464	OG0000464	snap_masked-AZAH01000001.1-processed-gene-3.88-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.88&CDS=1-1629	YNL189W
465	OG0000465	snap_masked-AZAH01000001.1-processed-gene-3.92-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.92&CDS=1-1542	YNL193W
466	OG0000466	augustus_masked-AZAH01000001.1-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-3.15&CDS=1-2604	YDL220C
467	OG0000467	snap_masked-AZAH01000001.1-processed-gene-3.71-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.71&CDS=1-2151	YNL197C
468	OG0000468	snap_masked-AZAH01000001.1-processed-gene-3.93-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.93&CDS=1-1761	YDL225W
469	OG0000469	augustus_masked-AZAH01000001.1-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-3.19&CDS=1-1269	YNL199C
470	OG0000470	snap_masked-AZAH01000001.1-processed-gene-3.73-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.73&CDS=1-717	YNL200C
471	OG0000471	snap_masked-AZAH01000001.1-processed-gene-3.74-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.74&CDS=1-2535	YNL201C
472	OG0000472	snap_masked-AZAH01000001.1-processed-gene-3.94-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.94&CDS=1-894	YNL202W
473	OG0000473	snap_masked-AZAH01000001.1-processed-gene-3.75-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.75&CDS=1-1101	YDL226C
474	OG0000474	snap_masked-AZAH01000001.1-processed-gene-3.76-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.76&CDS=1-1281	YNL206C
475	OG0000475	snap_masked-AZAH01000001.1-processed-gene-3.95-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.95&CDS=1-1272	YNL207W
476	OG0000476	maker-AZAH01000001.1-snap-gene-3.52-mRNA-1_1&gene=maker-AZAH01000001.1-snap-gene-3.52&CDS=1-2403	YNL212W
477	OG0000477	snap_masked-AZAH01000001.1-processed-gene-3.97-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.97&CDS=1-3168	YDL231C
478	OG0000478	snap_masked-AZAH01000001.1-processed-gene-3.78-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.78&CDS=1-981	YDL230W
479	OG0000479	augustus_masked-AZAH01000001.1-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-3.26&CDS=1-936	YNL210W
480	OG0000480	snap_masked-AZAH01000001.1-processed-gene-3.81-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.81&CDS=1-657	YNL213C
481	OG0000481	genemark-AZAH01000001.1-processed-gene-3.152-mRNA-1_1&gene=genemark-AZAH01000001.1-processed-gene-3.152&CDS=1-1209	YDL233W
482	OG0000482	snap_masked-AZAH01000001.1-processed-gene-3.82-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.82&CDS=1-2244	YDL234C
483	OG0000483	snap_masked-AZAH01000001.1-processed-gene-3.101-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.101&CDS=1-2103	YNL216W
484	OG0000484	snap_masked-AZAH01000001.1-processed-gene-3.83-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.83&CDS=1-414	YDL235C
485	OG0000485	snap_masked-AZAH01000001.1-processed-gene-3.102-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.102&CDS=1-1674	YNL218W
486	OG0000486	snap_masked-AZAH01000001.1-processed-gene-3.103-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.103&CDS=1-915	YDL236W
487	OG0000487	snap_masked-AZAH01000001.1-processed-gene-3.84-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.84&CDS=1-1662	YNL219C
488	OG0000488	snap_masked-AZAH01000001.1-processed-gene-3.104-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.104&CDS=1-1302	YNL220W
489	OG0000489	snap_masked-AZAH01000001.1-processed-gene-3.85-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.85&CDS=1-2499	YNL221C
490	OG0000490	maker-AZAH01000001.1-augustus-gene-3.2-mRNA-1_1&gene=maker-AZAH01000001.1-augustus-gene-3.2&CDS=1-2064	YNL222W
491	OG0000491	snap_masked-AZAH01000001.1-processed-gene-4.92-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.92&CDS=1-2070	YNL224C
492	OG0000492	snap_masked-AZAH01000001.1-processed-gene-4.93-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.93&CDS=1-2553	YNL225C
493	OG0000493	maker-AZAH01000001.1-augustus-gene-4.89-mRNA-1_1&gene=maker-AZAH01000001.1-augustus-gene-4.89&CDS=1-2934	YNL229C
494	OG0000494	snap_masked-AZAH01000001.1-processed-gene-4.112-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.112&CDS=1-822	YNL232W
495	OG0000495	snap_masked-AZAH01000001.1-processed-gene-4.113-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.113&CDS=1-2505	YNL233W
496	OG0000496	snap_masked-AZAH01000001.1-processed-gene-4.114-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.114&CDS=1-1254	YNL234W
497	OG0000497	snap_masked-AZAH01000001.1-processed-gene-4.115-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.115&CDS=1-2787	YNL236W
498	OG0000498	snap_masked-AZAH01000001.1-processed-gene-4.116-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.116&CDS=1-2343	YNL238W
499	OG0000499	snap_masked-AZAH01000001.1-processed-gene-4.117-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.117&CDS=1-1353	YNL239W
500	OG0000500	snap_masked-AZAH01000001.1-processed-gene-4.97-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.97&CDS=1-1389	YNL240C
501	OG0000501	snap_masked-AZAH01000001.1-processed-gene-4.98-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.98&CDS=1-1536	YNL241C
502	OG0000502	genemark-AZAH01000001.1-processed-gene-4.26-mRNA-1_1&gene=genemark-AZAH01000001.1-processed-gene-4.26&CDS=1-3108	YDL240W
503	OG0000503	augustus_masked-AZAH01000001.1-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-4.71&CDS=1-4581	YNL242W
504	OG0000504	snap_masked-AZAH01000001.1-processed-gene-4.120-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.120&CDS=1-696	YDR405W
505	OG0000505	snap_masked-AZAH01000001.1-processed-gene-4.99-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.99&CDS=1-3657	YOR151C
506	OG0000506	snap_masked-AZAH01000001.1-processed-gene-4.121-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.121&CDS=1-474	YOR150W
507	OG0000507	snap_masked-AZAH01000001.1-processed-gene-4.100-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.100&CDS=1-513	YDR404C
508	OG0000508	snap_masked-AZAH01000001.1-processed-gene-4.122-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.122&CDS=1-1599	YDR403W
509	OG0000509	snap_masked-AZAH01000001.1-processed-gene-4.101-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.101&CDS=1-1470	YDR402C
510	OG0000510	snap_masked-AZAH01000001.1-processed-gene-4.123-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.123&CDS=1-1041	YDR400W
511	OG0000511	snap_masked-AZAH01000001.1-processed-gene-4.124-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.124&CDS=1-1857	YDR398W
512	OG0000512	snap_masked-AZAH01000001.1-processed-gene-4.102-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.102&CDS=1-453	YDR397C
513	OG0000513	snap_masked-AZAH01000001.1-processed-gene-4.125-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.125&CDS=1-2853	YDR395W
514	OG0000514	snap_masked-AZAH01000001.1-processed-gene-4.103-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.103&CDS=1-1506	YOR149C
515	OG0000515	augustus_masked-AZAH01000001.1-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-4.78&CDS=1-2619	YDR394W
516	OG0000516	snap_masked-AZAH01000001.1-processed-gene-4.104-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.104&CDS=1-771	YOR148C
517	OG0000517	snap_masked-AZAH01000001.1-processed-gene-4.105-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.105&CDS=1-807	YOR145C
518	OG0000518	snap_masked-AZAH01000001.1-processed-gene-4.106-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.106&CDS=1-2379	YOR144C
519	OG0000519	snap_masked-AZAH01000001.1-processed-gene-4.129-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.129&CDS=1-978	YDR392W
520	OG0000520	snap_masked-AZAH01000001.1-processed-gene-4.107-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.107&CDS=1-942	YOR143C
521	OG0000521	snap_masked-AZAH01000001.1-processed-gene-4.130-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.130&CDS=1-528	YKL069W
522	OG0000522	augustus_masked-AZAH01000001.1-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-4.82&CDS=1-3360	YMR164C
523	OG0000523	snap_masked-AZAH01000001.1-processed-gene-4.132-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.132&CDS=1-2250	YMR165C
524	OG0000524	snap_masked-AZAH01000001.1-processed-gene-4.133-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.133&CDS=1-1077	YMR166C
525	OG0000525	snap_masked-AZAH01000001.1-processed-gene-4.109-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.109&CDS=1-1149	YDL104C
526	OG0000526	snap_masked-AZAH01000001.1-processed-gene-4.134-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.134&CDS=1-1146	YDL105W
527	OG0000527	snap_masked-AZAH01000001.1-processed-gene-4.110-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.110&CDS=1-2190	YMR167W
528	OG0000528	snap_masked-AZAH01000001.1-processed-gene-4.135-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.135&CDS=1-1785	YMR168C
529	OG0000529	snap_masked-AZAH01000001.1-processed-gene-4.111-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.111&CDS=1-1449	YDL106C
530	OG0000530	snap_masked-AZAH01000001.1-processed-gene-4.137-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.137&CDS=1-1545	YMR171C
531	OG0000531	snap_masked-AZAH01000001.1-processed-gene-4.138-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.138&CDS=1-2814	YGL141W
532	OG0000532	augustus_masked-AZAH01000001.1-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-5.63&CDS=1-1791	YGL142C
533	OG0000533	snap_masked-AZAH01000001.1-processed-gene-5.7-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.7&CDS=1-1122	YDL107W
534	OG0000534	snap_masked-AZAH01000001.1-processed-gene-5.8-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.8&CDS=1-921	YDL108W
535	OG0000535	augustus_masked-AZAH01000001.1-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-5.68&CDS=1-2001	YGL145W
536	OG0000536	snap_masked-AZAH01000001.1-processed-gene-5.10-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.10&CDS=1-1128	YGL148W
537	OG0000537	genemark-AZAH01000001.1-processed-gene-5.123-mRNA-1_1&gene=genemark-AZAH01000001.1-processed-gene-5.123&CDS=1-2736	YDL117W
538	OG0000538	snap_masked-AZAH01000001.1-processed-gene-5.12-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.12&CDS=1-2178	YDL116W
539	OG0000539	augustus_masked-AZAH01000001.1-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-5.88&CDS=1-996	YDL115C
540	OG0000540	snap_masked-AZAH01000001.1-processed-gene-5.13-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.13&CDS=1-1023	YDL114W
541	OG0000541	snap_masked-AZAH01000001.1-processed-gene-5.35-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.35&CDS=1-2151	YDL113C
542	OG0000542	augustus_masked-AZAH01000001.1-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-5.71&CDS=1-4188	YDL112W
543	OG0000543	snap_masked-AZAH01000001.1-processed-gene-5.36-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.36&CDS=1-786	YDL111C
544	OG0000544	snap_masked-AZAH01000001.1-processed-gene-5.37-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.37&CDS=1-762	YGL146C
545	OG0000545	snap_masked-AZAH01000001.1-processed-gene-5.38-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.38&CDS=1-456	YDL110C
546	OG0000546	snap_masked-AZAH01000001.1-processed-gene-5.15-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.15&CDS=1-4272	YGL150C
547	OG0000547	snap_masked-AZAH01000001.1-processed-gene-5.39-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.39&CDS=1-3297	YGL151W
548	OG0000548	snap_masked-AZAH01000001.1-processed-gene-5.40-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.40&CDS=1-1050	YGL153W
549	OG0000549	snap_masked-AZAH01000001.1-processed-gene-5.16-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.16&CDS=1-786	YGL154C
550	OG0000550	snap_masked-AZAH01000001.1-processed-gene-5.17-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.17&CDS=1-891	YDL119C
551	OG0000551	genemark-AZAH01000001.1-processed-gene-5.152-mRNA-1_1&gene=genemark-AZAH01000001.1-processed-gene-5.152&CDS=1-1083	YGL155W
552	OG0000552	snap_masked-AZAH01000001.1-processed-gene-5.42-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.42&CDS=1-3237	YGL156W
553	OG0000553	snap_masked-AZAH01000001.1-processed-gene-5.43-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.43&CDS=1-225	YNL015W
554	OG0000554	augustus_masked-AZAH01000001.1-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-5.97&CDS=1-531	YDL120W
555	OG0000555	augustus_masked-AZAH01000001.1-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-5.74&CDS=1-396	YDL121C
556	OG0000556	maker-AZAH01000001.1-snap-gene-5.1-mRNA-1_1&gene=maker-AZAH01000001.1-snap-gene-5.1&CDS=1-2319	YDL122W
557	OG0000557	snap_masked-AZAH01000001.1-processed-gene-5.45-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.45&CDS=1-1275	YNL016W
558	OG0000558	snap_masked-AZAH01000001.1-processed-gene-5.19-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.19&CDS=1-1044	YIL083C
559	OG0000559	snap_masked-AZAH01000001.1-processed-gene-5.46-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.46&CDS=1-1485	YNL026W
560	OG0000560	snap_masked-AZAH01000001.1-processed-gene-5.47-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.47&CDS=1-1665	YNL027W
561	OG0000561	snap_masked-AZAH01000001.1-processed-gene-5.48-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.48&CDS=1-1257	YML005W
562	OG0000562	snap_masked-AZAH01000001.1-processed-gene-5.20-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.20&CDS=1-894	YIL084C
563	OG0000563	snap_masked-AZAH01000001.1-processed-gene-5.22-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.22&CDS=1-426	YIL087C
564	OG0000564	snap_masked-AZAH01000001.1-processed-gene-5.50-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.50&CDS=1-855	YNL032W
565	OG0000565	augustus_masked-AZAH01000001.1-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-5.78&CDS=1-1425	YIL088C
566	OG0000566	snap_masked-AZAH01000001.1-processed-gene-5.52-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.52&CDS=1-1005	YNL025C
567	OG0000567	genemark-AZAH01000001.1-processed-gene-5.165-mRNA-1_1&gene=genemark-AZAH01000001.1-processed-gene-5.165&CDS=1-1515	YIL090W
568	OG0000568	snap_masked-AZAH01000001.1-processed-gene-5.24-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.24&CDS=1-2109	YIL091C
569	OG0000569	snap_masked-AZAH01000001.1-processed-gene-5.25-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.25&CDS=1-783	YIL093C
570	OG0000570	snap_masked-AZAH01000001.1-processed-gene-5.54-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.54&CDS=1-729	YNL024C
571	OG0000571	genemark-AZAH01000001.1-processed-gene-5.167-mRNA-1_1&gene=genemark-AZAH01000001.1-processed-gene-5.167&CDS=1-1155	YNL023C
572	OG0000572	snap_masked-AZAH01000001.1-processed-gene-5.27-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.27&CDS=1-1104	YIL094C
573	OG0000573	snap_masked-AZAH01000001.1-processed-gene-5.57-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.57&CDS=1-1452	YNL022C
574	OG0000574	snap_masked-AZAH01000001.1-processed-gene-5.28-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.28&CDS=1-2121	YNL021W
575	OG0000575	snap_masked-AZAH01000001.1-processed-gene-5.29-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.29&CDS=1-1224	YNL035C
576	OG0000576	snap_masked-AZAH01000001.1-processed-gene-5.30-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.30&CDS=1-1710	YNL039W
577	OG0000577	augustus_masked-AZAH01000001.1-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-5.85&CDS=1-969	YIL096C
578	OG0000578	snap_masked-AZAH01000001.1-processed-gene-5.60-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.60&CDS=1-1551	YIL097W
579	OG0000579	snap_masked-AZAH01000001.1-processed-gene-5.61-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.61&CDS=1-1083	YNL037C
580	OG0000580	augustus_masked-AZAH01000001.1-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-5.86&CDS=1-501	YIL098C
581	OG0000581	snap_masked-AZAH01000001.1-processed-gene-5.62-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-5.62&CDS=1-1800	YIL099W
582	OG0000582	genemark-AZAH01000001.1-processed-gene-6.47-mRNA-1_1&gene=genemark-AZAH01000001.1-processed-gene-6.47&CDS=1-642	YNL036W
583	OG0000583	snap_masked-AZAH01000001.1-processed-gene-6.1-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.1&CDS=1-2163	YIL101C
584	OG0000584	snap_masked-AZAH01000001.1-processed-gene-6.2-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.2&CDS=1-2424	YNL041C
585	OG0000585	snap_masked-AZAH01000001.1-processed-gene-6.3-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.3&CDS=1-1272	YIL103W
586	OG0000586	snap_masked-AZAH01000001.1-processed-gene-6.4-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.4&CDS=1-1470	YIL104C
587	OG0000587	augustus_masked-AZAH01000001.1-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-6.121&CDS=1-1086	YNL042W
588	OG0000588	maker-AZAH01000001.1-augustus-gene-6.95-mRNA-1_1&gene=maker-AZAH01000001.1-augustus-gene-6.95&CDS=1-2241	YNL045W
589	OG0000589	augustus_masked-AZAH01000001.1-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-6.123&CDS=1-2394	YNL048W
590	OG0000590	snap_masked-AZAH01000001.1-processed-gene-6.25-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.25&CDS=1-2058	YIL108W
591	OG0000591	augustus_masked-AZAH01000001.1-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-6.107&CDS=1-2679	YIL109C
592	OG0000592	augustus_masked-AZAH01000001.1-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-6.108&CDS=1-681	YNL050C
593	OG0000593	augustus_masked-AZAH01000001.1-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-6.125&CDS=1-2283	YIL110W
594	OG0000594	maker-AZAH01000001.1-augustus-gene-6.97-mRNA-1_1&gene=maker-AZAH01000001.1-augustus-gene-6.97&CDS=1-573	YNL052W
595	OG0000595	augustus_masked-AZAH01000001.1-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-6.128&CDS=1-2883	YNL054W
596	OG0000596	snap_masked-AZAH01000001.1-processed-gene-6.8-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.8&CDS=1-843	YNL055C
597	OG0000597	augustus_masked-AZAH01000001.1-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-6.110&CDS=1-4272	YIL115C
598	OG0000598	snap_masked-AZAH01000001.1-processed-gene-6.31-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.31&CDS=1-1155	YIL116W
599	OG0000599	snap_masked-AZAH01000001.1-processed-gene-6.32-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.32&CDS=1-618	YNL056W
600	OG0000600	snap_masked-AZAH01000001.1-processed-gene-6.33-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.33&CDS=1-672	YIL118W
601	OG0000601	snap_masked-AZAH01000001.1-processed-gene-6.11-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.11&CDS=1-2235	YNL059C
602	OG0000602	snap_masked-AZAH01000001.1-processed-gene-6.34-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.34&CDS=1-1842	YNL061W
603	OG0000603	snap_masked-AZAH01000001.1-processed-gene-6.12-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.12&CDS=1-1377	YNL062C
604	OG0000604	snap_masked-AZAH01000001.1-processed-gene-6.35-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.35&CDS=1-879	YNL063W
605	OG0000605	snap_masked-AZAH01000001.1-processed-gene-6.36-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.36&CDS=1-1629	YNL065W
606	OG0000606	genemark-AZAH01000001.1-processed-gene-6.83-mRNA-1_1&gene=genemark-AZAH01000001.1-processed-gene-6.83&CDS=1-678	YOR104W
607	OG0000607	snap_masked-AZAH01000001.1-processed-gene-6.38-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.38&CDS=1-636	YNL099C
608	OG0000608	snap_masked-AZAH01000001.1-processed-gene-6.14-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.14&CDS=1-426	YOR103C
