	OrthologID	Alloascoidea_hylecoeti	Saccharomyces_cerevisiae
357	OG0000357	-augustus-gene-0.179-mRNA-1_1&gene=maker-gi|1002318352|dbj|BCKZ01000031.1|-augustus-gene-0.179&CDS=1-1098, -processed-gene-7.18-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-7.18&CDS=1-1188	YPL113C
358	OG0000358	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|1002318352|dbj|BCKZ01000031.1|-processed-gene-0.39&CDS=1-2940, -processed-gene-10.19-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-10.19&CDS=1-2703	YMR212C
359	OG0000359	-augustus-gene-0.43-mRNA-1_1&gene=maker-gi|1002318382|dbj|BCKZ01000001.1|-augustus-gene-0.43&CDS=1-939, -processed-gene-0.153-mRNA-1_1&gene=augustus_masked-gi|1002318352|dbj|BCKZ01000031.1|-processed-gene-0.153&CDS=1-969	YML125C
360	OG0000360	-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-gi|1002318352|dbj|BCKZ01000031.1|-processed-gene-0.159&CDS=1-1044, -processed-gene-3.141-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.141&CDS=1-2673	YLR086W
361	OG0000361	-augustus-gene-0.182-mRNA-1_1&gene=maker-gi|1002318352|dbj|BCKZ01000031.1|-augustus-gene-0.182&CDS=1-972, -augustus-gene-3.65-mRNA-1_1&gene=maker-gi|1002318364|dbj|BCKZ01000019.1|-augustus-gene-3.65&CDS=1-990	YPR023C
362	OG0000362	-augustus-gene-0.189-mRNA-1_1&gene=maker-gi|1002318352|dbj|BCKZ01000031.1|-augustus-gene-0.189&CDS=1-1233, -processed-gene-10.113-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.113&CDS=1-879	YPL209C
363	OG0000363	-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-gi|1002318352|dbj|BCKZ01000031.1|-processed-gene-0.170&CDS=1-693, -processed-gene-6.100-mRNA-1_1&gene=augustus_masked-gi|1002318374|dbj|BCKZ01000009.1|-processed-gene-6.100&CDS=1-705	YJR123W
364	OG0000364	-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-gi|1002318352|dbj|BCKZ01000031.1|-processed-gene-0.174&CDS=1-1458, -processed-gene-6.87-mRNA-1_1&gene=augustus_masked-gi|1002318374|dbj|BCKZ01000009.1|-processed-gene-6.87&CDS=1-1431	YNL142W
365	OG0000365	-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-gi|1002318353|dbj|BCKZ01000030.1|-processed-gene-0.135&CDS=1-2619, -processed-gene-5.68-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.68&CDS=1-2589	YBR179C
366	OG0000366	-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-gi|1002318353|dbj|BCKZ01000030.1|-processed-gene-0.140&CDS=1-1230, -processed-gene-3.40-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-3.40&CDS=1-1077	YBR239C
367	OG0000367	-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-gi|1002318353|dbj|BCKZ01000030.1|-processed-gene-0.111&CDS=1-393, -processed-gene-0.46-mRNA-1_1&gene=augustus_masked-gi|1002318365|dbj|BCKZ01000018.1|-processed-gene-0.46&CDS=1-393	YBL092W
368	OG0000368	-processed-gene-0.160-mRNA-1_1&gene=snap_masked-gi|1002318354|dbj|BCKZ01000029.1|-processed-gene-0.160&CDS=1-1467, -processed-gene-7.108-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.108&CDS=1-1134	YDR028C
369	OG0000369	-processed-gene-0.132-mRNA-1_1&gene=snap_masked-gi|1002318354|dbj|BCKZ01000029.1|-processed-gene-0.132&CDS=1-3969, -processed-gene-10.19-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-10.19&CDS=1-4170	YOR124C
370	OG0000370	-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-0.92&CDS=1-3546, -processed-gene-0.94-mRNA-1_1&gene=augustus_masked-gi|1002318354|dbj|BCKZ01000029.1|-processed-gene-0.94&CDS=1-3225	YLR371W
371	OG0000371	-augustus-gene-6.267-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-augustus-gene-6.267&CDS=1-1707, -processed-gene-0.38-mRNA-1_1&gene=genemark-gi|1002318354|dbj|BCKZ01000029.1|-processed-gene-0.38&CDS=1-2007	YGR276C
372	OG0000372	-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-gi|1002318355|dbj|BCKZ01000028.1|-processed-gene-1.3&CDS=1-2079, -processed-gene-7.10-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-7.10&CDS=1-2013	YCL057W
373	OG0000373	-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-gi|1002318356|dbj|BCKZ01000027.1|-processed-gene-0.9&CDS=1-1083, -processed-gene-5.62-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-5.62&CDS=1-1083	YKL060C
374	OG0000374	-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-gi|1002318356|dbj|BCKZ01000027.1|-processed-gene-0.12&CDS=1-1590, -processed-gene-7.8-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-7.8&CDS=1-831	YOL003C
375	OG0000375	-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-gi|1002318356|dbj|BCKZ01000027.1|-processed-gene-0.19&CDS=1-1107, -processed-gene-0.67-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-0.67&CDS=1-1032	YPR128C
376	OG0000376	-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-gi|1002318356|dbj|BCKZ01000027.1|-processed-gene-1.12&CDS=1-654, -processed-gene-12.91-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-12.91&CDS=1-660	YLR025W
377	OG0000377	-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-gi|1002318356|dbj|BCKZ01000027.1|-processed-gene-1.25&CDS=1-1452, -processed-gene-8.68-mRNA-1_1&gene=genemark-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-8.68&CDS=1-1356	YPR125W
378	OG0000378	-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-gi|1002318356|dbj|BCKZ01000027.1|-processed-gene-1.49&CDS=1-1275, -processed-gene-8.16-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-8.16&CDS=1-1302	YIL022W
379	OG0000379	-processed-gene-1.145-mRNA-1_1&gene=snap_masked-gi|1002318356|dbj|BCKZ01000027.1|-processed-gene-1.145&CDS=1-1995, -processed-gene-2.106-mRNA-1_1&gene=augustus_masked-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-2.106&CDS=1-3525	YIL031W
380	OG0000380	-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-gi|1002318356|dbj|BCKZ01000027.1|-processed-gene-1.28&CDS=1-1809, -processed-gene-5.75-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.75&CDS=1-1458	YGL097W
381	OG0000381	-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-gi|1002318356|dbj|BCKZ01000027.1|-processed-gene-1.30&CDS=1-1764, -processed-gene-1.71-mRNA-1_1&gene=augustus_masked-gi|1002318364|dbj|BCKZ01000019.1|-processed-gene-1.71&CDS=1-1617	YGR088W
382	OG0000382	-processed-gene-1.156-mRNA-1_1&gene=snap_masked-gi|1002318356|dbj|BCKZ01000027.1|-processed-gene-1.156&CDS=1-834, -processed-gene-3.23-mRNA-1_1&gene=snap_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-3.23&CDS=1-240	YMR149W
383	OG0000383	-processed-gene-0.22-mRNA-1_1&gene=snap_masked-gi|1002318357|dbj|BCKZ01000026.1|-processed-gene-0.22&CDS=1-2367	YIL105C, YNL047C
384	OG0000384	-augustus-gene-0.90-mRNA-1_1&gene=maker-gi|1002318357|dbj|BCKZ01000026.1|-augustus-gene-0.90&CDS=1-4707, -augustus-gene-4.4-mRNA-1_1&gene=maker-gi|1002318380|dbj|BCKZ01000003.1|-augustus-gene-4.4&CDS=1-4701	YJR138W
385	OG0000385	-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-gi|1002318357|dbj|BCKZ01000026.1|-processed-gene-1.77&CDS=1-780, -processed-gene-6.106-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.106&CDS=1-639	YOL139C
386	OG0000386	-processed-gene-0.26-mRNA-1_1&gene=genemark-gi|1002318359|dbj|BCKZ01000024.1|-processed-gene-0.26&CDS=1-1914, -processed-gene-1.78-mRNA-1_1&gene=augustus_masked-gi|1002318357|dbj|BCKZ01000026.1|-processed-gene-1.78&CDS=1-1923	YDR194C
387	OG0000387	-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-gi|1002318357|dbj|BCKZ01000026.1|-processed-gene-1.92&CDS=1-693, -processed-gene-8.43-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-8.43&CDS=1-687	YPR151C
388	OG0000388	-augustus-gene-1.2-mRNA-1_1&gene=maker-gi|1002318357|dbj|BCKZ01000026.1|-augustus-gene-1.2&CDS=1-1101, -processed-gene-4.6-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.6&CDS=1-1125	YEL046C
389	OG0000389	-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-gi|1002318357|dbj|BCKZ01000026.1|-processed-gene-1.119&CDS=1-1326, -processed-gene-8.100-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-8.100&CDS=1-1668	YGR149W
390	OG0000390	-augustus-gene-1.98-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-1.98&CDS=1-3054, -processed-gene-1.59-mRNA-1_1&gene=genemark-gi|1002318357|dbj|BCKZ01000026.1|-processed-gene-1.59&CDS=1-2874	YMR280C
391	OG0000391	-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-gi|1002318357|dbj|BCKZ01000026.1|-processed-gene-1.100&CDS=1-387	YMR230W, YOR293W
392	OG0000392	-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-0.24&CDS=1-750, -processed-gene-1.101-mRNA-1_1&gene=augustus_masked-gi|1002318357|dbj|BCKZ01000026.1|-processed-gene-1.101&CDS=1-855	YGR058W
393	OG0000393	-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-gi|1002318357|dbj|BCKZ01000026.1|-processed-gene-1.103&CDS=1-3645	YER132C, YGL197W
394	OG0000394	-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-gi|1002318357|dbj|BCKZ01000026.1|-processed-gene-1.132&CDS=1-1623	YDR151C, YLR136C
395	OG0000395	-processed-gene-0.21-mRNA-1_1&gene=snap_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-0.21&CDS=1-1068, -processed-gene-5.28-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-5.28&CDS=1-1548	YDL020C
396	OG0000396	-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-0.74&CDS=1-1092, -processed-gene-1.32-mRNA-1_1&gene=augustus_masked-gi|1002318366|dbj|BCKZ01000017.1|-processed-gene-1.32&CDS=1-1092	YDL055C
397	OG0000397	-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-0.78&CDS=1-999, -processed-gene-3.58-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-3.58&CDS=1-1026	YPR061C
398	OG0000398	-augustus-gene-0.49-mRNA-1_1&gene=maker-gi|1002318358|dbj|BCKZ01000025.1|-augustus-gene-0.49&CDS=1-1905	YDR358W, YHR108W
399	OG0000399	-processed-gene-1.192-mRNA-1_1&gene=snap_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-1.192&CDS=1-1062, -processed-gene-3.55-mRNA-1_1&gene=genemark-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.55&CDS=1-864	YMR060C
400	OG0000400	-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-1.34&CDS=1-1479, -processed-gene-14.55-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-14.55&CDS=1-1452	YOL137W
401	OG0000401	-processed-gene-1.167-mRNA-1_1&gene=snap_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-1.167&CDS=1-1722, -snap-gene-3.73-mRNA-1_1&gene=maker-gi|1002318363|dbj|BCKZ01000020.1|-snap-gene-3.73&CDS=1-1992	YLR361C
402	OG0000402	-augustus-gene-1.143-mRNA-1_1&gene=maker-gi|1002318358|dbj|BCKZ01000025.1|-augustus-gene-1.143&CDS=1-657, -augustus-gene-1.148-mRNA-1_1&gene=maker-gi|1002318358|dbj|BCKZ01000025.1|-augustus-gene-1.148&CDS=1-369	YOR115C
403	OG0000403	-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-1.37&CDS=1-609, -processed-gene-11.23-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-11.23&CDS=1-645	YNL099C
404	OG0000404	-augustus-gene-1.147-mRNA-1_1&gene=maker-gi|1002318358|dbj|BCKZ01000025.1|-augustus-gene-1.147&CDS=1-3348	YCL024W, YDR507C
405	OG0000405	-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-gi|1002318363|dbj|BCKZ01000020.1|-processed-gene-0.86&CDS=1-1668, -processed-gene-1.22-mRNA-1_1&gene=augustus_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-1.22&CDS=1-1683	YEL063C
406	OG0000406	-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-gi|1002318363|dbj|BCKZ01000020.1|-processed-gene-0.72&CDS=1-5271, -snap-gene-1.139-mRNA-1_1&gene=maker-gi|1002318358|dbj|BCKZ01000025.1|-snap-gene-1.139&CDS=1-5193	YNL271C
407	OG0000407	-processed-gene-0.24-mRNA-1_1&gene=snap_masked-gi|1002318363|dbj|BCKZ01000020.1|-processed-gene-0.24&CDS=1-1371, -snap-gene-1.133-mRNA-1_1&gene=maker-gi|1002318358|dbj|BCKZ01000025.1|-snap-gene-1.133&CDS=1-2163	YNL272C
408	OG0000408	-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-1.52&CDS=1-2592, -processed-gene-4.68-mRNA-1_1&gene=augustus_masked-gi|1002318363|dbj|BCKZ01000020.1|-processed-gene-4.68&CDS=1-1785	YPR093C
409	OG0000409	-processed-gene-1.126-mRNA-1_1&gene=genemark-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-1.126&CDS=1-1938	YMR119W, YNL008C
410	OG0000410	-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-1.29&CDS=1-1305, -processed-gene-2.55-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-2.55&CDS=1-1257	YLR027C
411	OG0000411	-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-gi|1002318359|dbj|BCKZ01000024.1|-processed-gene-0.47&CDS=1-2340, -snap-gene-4.9-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-snap-gene-4.9&CDS=1-2457	YMR075W
412	OG0000412	-augustus-gene-1.92-mRNA-1_1&gene=maker-gi|1002318359|dbj|BCKZ01000024.1|-augustus-gene-1.92&CDS=1-1173	YCR094W, YNR048W
413	OG0000413	-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-gi|1002318359|dbj|BCKZ01000024.1|-processed-gene-1.32&CDS=1-1311, -processed-gene-2.5-mRNA-1_1&gene=snap_masked-gi|1002318364|dbj|BCKZ01000019.1|-processed-gene-2.5&CDS=1-1041	YOL136C
414	OG0000414	-augustus-gene-5.53-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-5.53&CDS=1-1551, -snap-gene-2.80-mRNA-1_1&gene=maker-gi|1002318359|dbj|BCKZ01000024.1|-snap-gene-2.80&CDS=1-3642	YLR149C
415	OG0000415	-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-2.104&CDS=1-321, -processed-gene-2.65-mRNA-1_1&gene=augustus_masked-gi|1002318359|dbj|BCKZ01000024.1|-processed-gene-2.65&CDS=1-321	YGL030W
416	OG0000416	-augustus-gene-2.126-mRNA-1_1&gene=maker-gi|1002318359|dbj|BCKZ01000024.1|-augustus-gene-2.126&CDS=1-2865, -augustus-gene-3.96-mRNA-1_1&gene=maker-gi|1002318381|dbj|BCKZ01000002.1|-augustus-gene-3.96&CDS=1-2760	YLR045C
417	OG0000417	-augustus-gene-2.127-mRNA-1_1&gene=maker-gi|1002318359|dbj|BCKZ01000024.1|-augustus-gene-2.127&CDS=1-4137, -processed-gene-14.65-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-14.65&CDS=1-4167	YGR116W
418	OG0000418	-processed-gene-1.52-mRNA-1_1&gene=genemark-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-1.52&CDS=1-1494, -processed-gene-2.46-mRNA-1_1&gene=augustus_masked-gi|1002318359|dbj|BCKZ01000024.1|-processed-gene-2.46&CDS=1-1452	YIL039W
419	OG0000419	-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-0.33&CDS=1-876	YMR183C, YPL232W
420	OG0000420	-augustus-gene-11.46-mRNA-1_1&gene=maker-gi|1002318380|dbj|BCKZ01000003.1|-augustus-gene-11.46&CDS=1-1317, -processed-gene-0.25-mRNA-1_1&gene=genemark-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-0.25&CDS=1-1428	YLR314C
421	OG0000421	-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-0.53&CDS=1-906, -processed-gene-2.7-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-2.7&CDS=1-897	YBL033C
422	OG0000422	-processed-gene-0.89-mRNA-1_1&gene=snap_masked-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-0.89&CDS=1-1452, -processed-gene-0.92-mRNA-1_1&gene=snap_masked-gi|1002318367|dbj|BCKZ01000016.1|-processed-gene-0.92&CDS=1-2550	YNR039C
423	OG0000423	-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-1.1&CDS=1-657	YML106W, YMR271C
424	OG0000424	-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-1.23&CDS=1-1833	YGR138C, YPR156C
425	OG0000425	-processed-gene-1.117-mRNA-1_1&gene=snap_masked-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-1.117&CDS=1-561, -processed-gene-6.113-mRNA-1_1&gene=genemark-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-6.113&CDS=1-480	YDR043C
426	OG0000426	-processed-gene-1.61-mRNA-1_1&gene=genemark-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-1.61&CDS=1-1431, -processed-gene-4.10-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.10&CDS=1-1332	YEL036C
427	OG0000427	-augustus-gene-1.77-mRNA-1_1&gene=maker-gi|1002318360|dbj|BCKZ01000023.1|-augustus-gene-1.77&CDS=1-342, -augustus-gene-11.110-mRNA-1_1&gene=maker-gi|1002318381|dbj|BCKZ01000002.1|-augustus-gene-11.110&CDS=1-342	YBL049W
428	OG0000428	-augustus-gene-2.78-mRNA-1_1&gene=maker-gi|1002318360|dbj|BCKZ01000023.1|-augustus-gene-2.78&CDS=1-3066	YBL106C, YPR032W
429	OG0000429	-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-2.123&CDS=1-1422, -processed-gene-6.39-mRNA-1_1&gene=genemark-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-6.39&CDS=1-1257	YNL016W
430	OG0000430	-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-gi|1002318364|dbj|BCKZ01000019.1|-processed-gene-1.54&CDS=1-1704, -processed-gene-2.104-mRNA-1_1&gene=augustus_masked-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-2.104&CDS=1-1707	YAL058W
431	OG0000431	-processed-gene-1.20-mRNA-1_1&gene=snap_masked-gi|1002318364|dbj|BCKZ01000019.1|-processed-gene-1.20&CDS=1-1371, -processed-gene-2.105-mRNA-1_1&gene=augustus_masked-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-2.105&CDS=1-1539	YGR044C
432	OG0000432	-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-2.106&CDS=1-1449, -processed-gene-5.52-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-5.52&CDS=1-1497	YHR176W
433	OG0000433	-augustus-gene-0.98-mRNA-1_1&gene=maker-gi|1002318363|dbj|BCKZ01000020.1|-augustus-gene-0.98&CDS=1-810, -processed-gene-2.129-mRNA-1_1&gene=augustus_masked-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-2.129&CDS=1-810	YOR036W
434	OG0000434	-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-gi|1002318365|dbj|BCKZ01000018.1|-processed-gene-1.91&CDS=1-918, -snap-gene-0.95-mRNA-1_1&gene=maker-gi|1002318361|dbj|BCKZ01000022.1|-snap-gene-0.95&CDS=1-957	YAR008W
435	OG0000435	-augustus-gene-0.38-mRNA-1_1&gene=maker-gi|1002318361|dbj|BCKZ01000022.1|-augustus-gene-0.38&CDS=1-462, -processed-gene-5.48-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-5.48&CDS=1-480	YJR104C
436	OG0000436	-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-0.87&CDS=1-834, -processed-gene-12.102-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-12.102&CDS=1-939	YJR060W
437	OG0000437	-processed-gene-0.26-mRNA-1_1&gene=snap_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-0.26&CDS=1-2001, -processed-gene-5.98-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-5.98&CDS=1-1401	YNL233W
438	OG0000438	-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-0.75&CDS=1-1563, -processed-gene-2.24-mRNA-1_1&gene=snap_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-2.24&CDS=1-1128	YBR138C
439	OG0000439	-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-1.82&CDS=1-1386, -processed-gene-1.97-mRNA-1_1&gene=augustus_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-1.97&CDS=1-6111	YMR176W
440	OG0000440	-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-1.86&CDS=1-1653, -processed-gene-12.115-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-12.115&CDS=1-1659	YLR433C
441	OG0000441	-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-1.101&CDS=1-1152, -processed-gene-4.45-mRNA-1_1&gene=augustus_masked-gi|1002318366|dbj|BCKZ01000017.1|-processed-gene-4.45&CDS=1-1140	YAL060W
442	OG0000442	-processed-gene-1.71-mRNA-1_1&gene=genemark-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-1.71&CDS=1-1776	YDL085W, YMR145C
443	OG0000443	-augustus-gene-1.43-mRNA-1_1&gene=maker-gi|1002318361|dbj|BCKZ01000022.1|-augustus-gene-1.43&CDS=1-1146, -augustus-gene-2.4-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-2.4&CDS=1-1200	YMR139W
444	OG0000444	-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-2.51&CDS=1-1770, -processed-gene-9.61-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-9.61&CDS=1-1764	YHL027W
445	OG0000445	-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-2.59&CDS=1-1338, -processed-gene-4.62-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.62&CDS=1-1155	YHL028W
446	OG0000446	-augustus-gene-3.144-mRNA-1_1&gene=maker-gi|1002318361|dbj|BCKZ01000022.1|-augustus-gene-3.144&CDS=1-624, -processed-gene-1.85-mRNA-1_1&gene=snap_masked-gi|1002318367|dbj|BCKZ01000016.1|-processed-gene-1.85&CDS=1-732	YML064C
447	OG0000447	-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-3.63&CDS=1-777, -processed-gene-4.23-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-4.23&CDS=1-840	YLR407W
448	OG0000448	-augustus-gene-3.145-mRNA-1_1&gene=maker-gi|1002318361|dbj|BCKZ01000022.1|-augustus-gene-3.145&CDS=1-1407, -processed-gene-9.39-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-9.39&CDS=1-1392	YJL155C
449	OG0000449	-augustus-gene-0.146-mRNA-1_1&gene=maker-gi|1002318362|dbj|BCKZ01000021.1|-augustus-gene-0.146&CDS=1-417, -processed-gene-6.206-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-6.206&CDS=1-423	YCL012C
