	OrthologID	Nakazawaea_peltata	Saccharomyces_cerevisiae
377	OG0000377	-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-2.151&CDS=1-375	YGR034W, YLR344W
378	OG0000378	-processed-gene-3.69-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-3.69&CDS=1-2703	YKL050C, YMR031C
379	OG0000379	-processed-gene-4.35-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-4.35&CDS=1-1863	YDR107C, YLR083C
380	OG0000380	-processed-gene-5.100-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-5.100&CDS=1-2481	YER066W, YFL009W
381	OG0000381	-processed-gene-5.90-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-5.90&CDS=1-1239	YBR042C, YDR018C
382	OG0000382	-processed-gene-6.10-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-6.10&CDS=1-1953	YIL105C, YNL047C
383	OG0000383	-processed-gene-6.24-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-6.24&CDS=1-3447	YML100W, YMR261C
384	OG0000384	-processed-gene-19.21-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-19.21&CDS=1-918, -processed-gene-7.51-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-7.51&CDS=1-948	YBR149W
385	OG0000385	-processed-gene-7.71-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-7.71&CDS=1-894	YMR183C, YPL232W
386	OG0000386	-augustus-gene-7.146-mRNA-1_1&gene=maker-gi|1002316199|dbj|BCGQ01000002.1|-augustus-gene-7.146&CDS=1-1821	YLR260W, YOR171C
387	OG0000387	-processed-gene-7.59-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-7.59&CDS=1-1005	YBR147W, YOL092W
388	OG0000388	-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-7.109&CDS=1-756	YDR066C, YER139C
389	OG0000389	-processed-gene-10.84-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-10.84&CDS=1-1359, -processed-gene-7.67-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-7.67&CDS=1-3069	YOL087C
390	OG0000390	-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-8.114&CDS=1-1221	YGR141W, YPR157W
391	OG0000391	-processed-gene-8.73-mRNA-1_1&gene=snap_masked-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-8.73&CDS=1-1650	YER045C, YIL036W
392	OG0000392	-processed-gene-8.81-mRNA-1_1&gene=snap_masked-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-8.81&CDS=1-1539	YIL135C, YNL074C
393	OG0000393	-processed-gene-9.98-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-9.98&CDS=1-834	YLR284C, YOR180C
394	OG0000394	-processed-gene-9.83-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-9.83&CDS=1-3039	YAL056W, YOR371C
395	OG0000395	-processed-gene-9.84-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-9.84&CDS=1-510	YKL141W, YMR118C
396	OG0000396	-processed-gene-10.133-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-10.133&CDS=1-1725, -processed-gene-11.71-mRNA-1_1&gene=snap_masked-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-11.71&CDS=1-1719	YPL265W
397	OG0000397	-processed-gene-10.118-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-10.118&CDS=1-3711	YBL079W, YER105C
398	OG0000398	-processed-gene-11.12-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-11.12&CDS=1-2490	YCR026C, YEL016C
399	OG0000399	-processed-gene-11.17-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-11.17&CDS=1-2079	YEL041W, YJR049C
400	OG0000400	-processed-gene-12.88-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-12.88&CDS=1-2847	YBL085W, YER114C
401	OG0000401	-processed-gene-13.108-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-13.108&CDS=1-2118	YER064C, YIL056W
402	OG0000402	-processed-gene-13.111-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-13.111&CDS=1-1068	YJL137C, YKR058W
403	OG0000403	-processed-gene-13.202-mRNA-1_1&gene=augustus_masked-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-13.202&CDS=1-267	YBR089C-A, YPR052C
404	OG0000404	-processed-gene-13.121-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-13.121&CDS=1-924	YBR104W, YPR058W
405	OG0000405	-processed-gene-13.255-mRNA-1_1&gene=augustus_masked-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-13.255&CDS=1-639	YDL048C, YLR375W
406	OG0000406	-processed-gene-13.173-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-13.173&CDS=1-4173	YGR070W, YLR371W
407	OG0000407	-processed-gene-13.175-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-13.175&CDS=1-1140	YMR253C, YPL264C
408	OG0000408	-processed-gene-13.182-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-13.182&CDS=1-468	YBR048W, YDR025W
409	OG0000409	-processed-gene-0.71-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-0.71&CDS=1-1101, -processed-gene-0.72-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-0.72&CDS=1-1155	YGR111W
410	OG0000410	-processed-gene-0.89-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-0.89&CDS=1-585	YDR453C, YML028W
411	OG0000411	-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-0.131&CDS=1-645	YDR304C, YHR057C
412	OG0000412	-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-1.16&CDS=1-2670, -snap-gene-14.144-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-snap-gene-14.144&CDS=1-3993	YPR022C
413	OG0000413	-processed-gene-1.101-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-1.101&CDS=1-3108	YLR450W, YML075C
414	OG0000414	-processed-gene-1.102-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-1.102&CDS=1-1260	YLR449W, YML074C
415	OG0000415	-processed-gene-2.119-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.119&CDS=1-795	YGR214W, YLR048W
416	OG0000416	-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.44&CDS=1-360	YDL136W, YDL191W
417	OG0000417	-processed-gene-2.157-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.157&CDS=1-543	YDL137W, YDL192W
418	OG0000418	-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.46&CDS=1-2145	YDL138W, YDL194W
419	OG0000419	-augustus-gene-3.156-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-3.156&CDS=1-831	YDR272W, YOR040W
420	OG0000420	-processed-gene-3.66-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.66&CDS=1-1263	YKR091W, YOR083W
421	OG0000421	-processed-gene-3.95-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.95&CDS=1-741, -snap-gene-16.1-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-snap-gene-16.1&CDS=1-1332	YAL049C
422	OG0000422	-processed-gene-3.122-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.122&CDS=1-1983	YNL299W, YOL115W
423	OG0000423	-processed-gene-4.108-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.108&CDS=1-309	YGR209C, YLR043C
424	OG0000424	-processed-gene-4.137-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.137&CDS=1-1362	YDL088C, YMR153W
425	OG0000425	-processed-gene-4.138-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.138&CDS=1-2226	YGR241C, YHR161C
426	OG0000426	-processed-gene-4.125-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.125&CDS=1-2148	YDR213W, YLR228C
427	OG0000427	-processed-gene-4.127-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.127&CDS=1-2088	YDR389W, YOR134W
428	OG0000428	-processed-gene-4.152-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.152&CDS=1-1104	YDL127W, YDL179W
429	OG0000429	-processed-gene-20.127-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.127&CDS=1-2889, -processed-gene-5.1-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.1&CDS=1-2355	YDR490C
430	OG0000430	-processed-gene-5.30-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.30&CDS=1-2526	YDR385W, YOR133W
431	OG0000431	-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.127&CDS=1-357	YMR230W, YOR293W
432	OG0000432	-processed-gene-6.61-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.61&CDS=1-1464	YHR115C, YNL116W
433	OG0000433	-processed-gene-6.64-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.64&CDS=1-600	YIL133C, YNL069C
434	OG0000434	-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.9&CDS=1-303	YJR094W-A, YPR043W
435	OG0000435	-processed-gene-7.122-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.122&CDS=1-2667	YJR091C, YPR042C
436	OG0000436	-processed-gene-7.130-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.130&CDS=1-1818	YHR117W, YNL121C
437	OG0000437	-processed-gene-8.93-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.93&CDS=1-1977	YDL042C, YOL068C
438	OG0000438	-processed-gene-8.78-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.78&CDS=1-459	YGL031C, YGR148C
439	OG0000439	-processed-gene-8.101-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.101&CDS=1-2049	YJL112W, YKR036C
440	OG0000440	-processed-gene-9.86-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-9.86&CDS=1-2823	YML109W, YMR273C
441	OG0000441	-augustus-gene-10.2-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-10.2&CDS=1-1446	YDR348C, YHR097C
442	OG0000442	-processed-gene-10.72-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-10.72&CDS=1-2271	YJR059W, YKL198C
443	OG0000443	-processed-gene-11.141-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-11.141&CDS=1-1380	YGL071W, YPL202C
444	OG0000444	-processed-gene-13.107-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-13.107&CDS=1-447	YIL111W, YNL052W
445	OG0000445	-processed-gene-13.138-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-13.138&CDS=1-312	YOR234C, YPL143W
446	OG0000446	-processed-gene-15.39-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-15.39&CDS=1-3060	YGL049C, YGR162W
447	OG0000447	-snap-gene-15.113-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-snap-gene-15.113&CDS=1-3012	YGR197C, YJR015W
448	OG0000448	-processed-gene-16.115-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-16.115&CDS=1-2550	YOR256C, YPL176C
449	OG0000449	-processed-gene-16.155-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-16.155&CDS=1-1440	YJR054W, YML047C
450	OG0000450	-processed-gene-17.66-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-17.66&CDS=1-1839	YBR238C, YGL107C
451	OG0000451	-processed-gene-17.142-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-17.142&CDS=1-1482	YFL048C, YLR080W
452	OG0000452	-snap-gene-18.3-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-snap-gene-18.3&CDS=1-1446	YMR177W, YPL224C
453	OG0000453	-augustus-gene-18.16-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-18.16&CDS=1-732	YGL076C, YPL198W
454	OG0000454	-processed-gene-19.7-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-19.7&CDS=1-1155, -processed-gene-21.141-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-21.141&CDS=1-1272	YBR207W
455	OG0000455	-augustus-gene-20.59-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-20.59&CDS=1-408	YDR471W, YHR010W
456	OG0000456	-processed-gene-20.70-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.70&CDS=1-8100	YBR140C, YOL081W
457	OG0000457	-processed-gene-20.135-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.135&CDS=1-2802	YDR069C, YER144C
458	OG0000458	-processed-gene-20.140-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.140&CDS=1-486	YBR244W, YIR037W
459	OG0000459	-processed-gene-20.168-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.168&CDS=1-747	YBR242W, YGL101W
460	OG0000460	-processed-gene-20.152-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.152&CDS=1-2016	YJL099W, YKR027W
461	OG0000461	-processed-gene-20.153-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.153&CDS=1-3102	YJL098W, YKR028W
462	OG0000462	-processed-gene-20.160-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.160&CDS=1-435	YGR118W, YPR132W
463	OG0000463	-processed-gene-21.105-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-21.105&CDS=1-2091	YBR172C, YPL105C
464	OG0000464	-processed-gene-21.127-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-21.127&CDS=1-888	YCR010C, YNR002C
465	OG0000465	-processed-gene-22.13-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-22.13&CDS=1-2085	YBR216C, YGL060W
466	OG0000466	-processed-gene-22.75-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-22.75&CDS=1-1251, -processed-gene-22.99-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-22.99&CDS=1-1302	YOR099W
467	OG0000467	-processed-gene-22.80-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-22.80&CDS=1-582	YKL065C, YMR040W
468	OG0000468	-processed-gene-23.143-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-23.143&CDS=1-411	YBL087C, YER117W
469	OG0000469	-processed-gene-23.41-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-23.41&CDS=1-2859	YCR091W, YNR047W
470	OG0000470	-processed-gene-24.128-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-24.128&CDS=1-414	YDR447C, YML024W
471	OG0000471	-processed-gene-24.48-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-24.48&CDS=1-1344	YDR451C, YML027W
472	OG0000472	-processed-gene-24.29-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-24.29&CDS=1-444	YDR450W, YML026C
473	OG0000473	-processed-gene-24.52-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-24.52&CDS=1-4266	YDR409W, YOR156C
474	OG0000474	-processed-gene-26.101-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-26.101&CDS=1-1092	YBR031W, YDR012W
475	OG0000475	-processed-gene-26.6-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-26.6&CDS=1-2241	YJL083W, YKR019C
476	OG0000476	-processed-gene-26.104-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-26.104&CDS=1-2325	YJL082W, YKR018C
477	OG0000477	-processed-gene-26.141-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-26.141&CDS=1-4665	YCR073C, YNR031C
478	OG0000478	-processed-gene-27.106-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-27.106&CDS=1-951	YCR073W-A, YNR034W
479	OG0000479	-processed-gene-27.113-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-27.113&CDS=1-1545	YBR214W, YGL056C
480	OG0000480	-processed-gene-27.122-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-27.122&CDS=1-1557	YMR182C, YPL230W
481	OG0000481	-processed-gene-27.152-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-27.152&CDS=1-2181	YKL072W, YMR053C
482	OG0000482	-processed-gene-28.74-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-28.74&CDS=1-1803	YBR021W, YIR028W
483	OG0000483	-processed-gene-28.15-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-28.15&CDS=1-288	YGR008C, YLR327C
484	OG0000484	-processed-gene-28.126-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-28.126&CDS=1-636	YAR002C-A, YGL002W
485	OG0000485	-processed-gene-0.80-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.80&CDS=1-3153	YPL248C
486	OG0000486	-augustus-gene-0.244-mRNA-1_1&gene=maker-gi|1002316190|dbj|BCGQ01000011.1|-augustus-gene-0.244&CDS=1-2907	YPL249C
487	OG0000487	-processed-gene-0.120-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.120&CDS=1-231	YMR194C-B
488	OG0000488	-processed-gene-0.86-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.86&CDS=1-1101	YBR221C
489	OG0000489	-processed-gene-0.87-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.87&CDS=1-1770	YBR220C
490	OG0000490	-processed-gene-0.88-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.88&CDS=1-561	YGL127C
491	OG0000491	-processed-gene-0.90-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.90&CDS=1-213	YJL127C-B
492	OG0000492	-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.42&CDS=1-1047	YNL274C
493	OG0000493	-processed-gene-0.125-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.125&CDS=1-1338	YKR051W
494	OG0000494	-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.12&CDS=1-1965	YJL132W
495	OG0000495	-processed-gene-0.174-mRNA-1_1&gene=snap_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.174&CDS=1-258	YGR161C
496	OG0000496	-processed-gene-0.126-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.126&CDS=1-894	YLR308W
497	OG0000497	-processed-gene-0.128-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.128&CDS=1-642	YJL055W
498	OG0000498	-processed-gene-0.93-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.93&CDS=1-1836	YJL128C
499	OG0000499	-processed-gene-0.129-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.129&CDS=1-1353	YJL054W
500	OG0000500	-processed-gene-0.94-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.94&CDS=1-1728	YBR274W
501	OG0000501	-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.51&CDS=1-2313	YDR143C
502	OG0000502	-augustus-gene-0.249-mRNA-1_1&gene=maker-gi|1002316190|dbj|BCGQ01000011.1|-augustus-gene-0.249&CDS=1-1188	YBL057C
503	OG0000503	-processed-gene-0.221-mRNA-1_1&gene=snap_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.221&CDS=1-5274	YNL242W
504	OG0000504	-processed-gene-0.97-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.97&CDS=1-3087	YDL215C
505	OG0000505	-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.18&CDS=1-2091	YHR197W
506	OG0000506	-processed-gene-0.99-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.99&CDS=1-1332	YJL155C
507	OG0000507	-processed-gene-0.142-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.142&CDS=1-894	YDL065C
508	OG0000508	-processed-gene-0.100-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.100&CDS=1-504	YDL064W
509	OG0000509	-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.61&CDS=1-1866	YDL063C
510	OG0000510	-processed-gene-0.101-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.101&CDS=1-243	YLR390W
511	OG0000511	-processed-gene-0.104-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.104&CDS=1-1293	YMR034C
512	OG0000512	-processed-gene-0.144-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.144&CDS=1-837	YGL221C
513	OG0000513	-processed-gene-0.147-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.147&CDS=1-2577	YML093W
514	OG0000514	-processed-gene-0.148-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.148&CDS=1-750	YML092C
515	OG0000515	-processed-gene-0.150-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.150&CDS=1-1287	YML126C
516	OG0000516	-processed-gene-0.151-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.151&CDS=1-1611	YML128C
517	OG0000517	-processed-gene-0.152-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.152&CDS=1-1770	YMR250W
518	OG0000518	-processed-gene-0.108-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.108&CDS=1-996	YML121W
519	OG0000519	-augustus-gene-0.253-mRNA-1_1&gene=maker-gi|1002316190|dbj|BCGQ01000011.1|-augustus-gene-0.253&CDS=1-1344	YHR190W
520	OG0000520	-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.71&CDS=1-2922	YFL025C
521	OG0000521	-processed-gene-0.154-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.154&CDS=1-465	YML098W
522	OG0000522	-processed-gene-0.156-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.156&CDS=1-660	YHL031C
523	OG0000523	-processed-gene-0.157-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.157&CDS=1-798	YLL041C
524	OG0000524	-processed-gene-0.111-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.111&CDS=1-858	YJR093C
525	OG0000525	-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.76&CDS=1-4200	YJR092W
526	OG0000526	-processed-gene-0.115-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.115&CDS=1-1620	YNL240C
527	OG0000527	-processed-gene-0.116-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.116&CDS=1-1524	YNL241C
