	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_mikatae
696	OG0000696	YDL044C	genemark-Smik_4-processed-gene-3.68-mRNA-1_1&gene=genemark-Smik_4-processed-gene-3.68&CDS=1-1320
697	OG0000697	YDL045C	snap_masked-Smik_4-processed-gene-3.124-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.124&CDS=1-918
698	OG0000698	YDL045W-A	snap_masked-Smik_4-processed-gene-3.108-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.108&CDS=1-285
699	OG0000699	YDL047W	maker-Smik_4-augustus-gene-3.86-mRNA-1_1&gene=maker-Smik_4-augustus-gene-3.86&CDS=1-1485
700	OG0000700	YDL048C	snap_masked-Smik_4-processed-gene-3.123-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.123&CDS=1-1425
701	OG0000701	YDL049C	snap_masked-Smik_4-processed-gene-3.122-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.122&CDS=1-759
702	OG0000702	YDL051W	snap_masked-Smik_4-processed-gene-3.105-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.105&CDS=1-825
703	OG0000703	YDL052C	snap_masked-Smik_4-processed-gene-3.121-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.121&CDS=1-906
704	OG0000704	YDL053C	snap_masked-Smik_4-processed-gene-3.120-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.120&CDS=1-549
705	OG0000705	YDL054C	genemark-Smik_4-processed-gene-3.62-mRNA-1_1&gene=genemark-Smik_4-processed-gene-3.62&CDS=1-1245
706	OG0000706	YDL055C	snap_masked-Smik_4-processed-gene-3.118-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.118&CDS=1-1083
707	OG0000707	YDL056W	snap_masked-Smik_4-processed-gene-3.102-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.102&CDS=1-2538
708	OG0000708	YDL057W	snap_masked-Smik_4-processed-gene-3.101-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.101&CDS=1-984
709	OG0000709	YDL058W	snap_masked-Smik_4-processed-gene-3.100-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.100&CDS=1-5385
710	OG0000710	YDL059C	snap_masked-Smik_4-processed-gene-3.117-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.117&CDS=1-717
711	OG0000711	YDL060W	snap_masked-Smik_4-processed-gene-3.99-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.99&CDS=1-2364
712	OG0000712	YDL063C	snap_masked-Smik_4-processed-gene-3.116-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.116&CDS=1-1860
713	OG0000713	YDL064W	snap_masked-Smik_4-processed-gene-3.98-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.98&CDS=1-471
714	OG0000714	YDL065C	augustus_masked-Smik_4-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-3.22&CDS=1-1137
715	OG0000715	YDL067C	snap_masked-Smik_4-processed-gene-3.114-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.114&CDS=1-177
716	OG0000716	YDL069C	snap_masked-Smik_4-processed-gene-3.113-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.113&CDS=1-684
717	OG0000717	YDL070W	augustus_masked-Smik_4-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-3.6&CDS=1-1905
718	OG0000718	YDL072C	snap_masked-Smik_4-processed-gene-3.112-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.112&CDS=1-609
719	OG0000719	YDL073W	augustus_masked-Smik_4-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-3.5&CDS=1-2934
720	OG0000720	YDL074C	snap_masked-Smik_4-processed-gene-3.111-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.111&CDS=1-2094
721	OG0000721	YDL076C	snap_masked-Smik_4-processed-gene-3.94-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.94&CDS=1-861
722	OG0000722	YDL077C	snap_masked-Smik_4-processed-gene-3.93-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.93&CDS=1-3147
723	OG0000723	YDL078C	snap_masked-Smik_4-processed-gene-3.92-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-3.92&CDS=1-1029
724	OG0000724	YDL079C	maker-Smik_4-snap-gene-3.81-mRNA-1_1&gene=maker-Smik_4-snap-gene-3.81&CDS=1-1494
725	OG0000725	YDL080C	genemark-Smik_4-processed-gene-3.36-mRNA-1_1&gene=genemark-Smik_4-processed-gene-3.36&CDS=1-1863
726	OG0000726	YDL081C	augustus_masked-Smik_4-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-2.51&CDS=1-318
727	OG0000727	YDL085C-A	snap_masked-Smik_4-processed-gene-2.163-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.163&CDS=1-204
728	OG0000728	YDL086W	augustus_masked-Smik_4-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-2.31&CDS=1-819
729	OG0000729	YDL087C	augustus_masked-Smik_4-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-2.48&CDS=1-2319
730	OG0000730	YDL089W	snap_masked-Smik_4-processed-gene-2.140-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.140&CDS=1-1446
731	OG0000731	YDL090C	augustus_masked-Smik_4-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-2.47&CDS=1-1290
732	OG0000732	YDL091C	snap_masked-Smik_4-processed-gene-2.158-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.158&CDS=1-1362
733	OG0000733	YDL092W	snap_masked-Smik_4-processed-gene-2.139-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.139&CDS=1-462
734	OG0000734	YDL095W	augustus_masked-Smik_4-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-2.28&CDS=1-4680
735	OG0000735	YDL097C	augustus_masked-Smik_4-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-2.45&CDS=1-1926
736	OG0000736	YDL099W	snap_masked-Smik_4-processed-gene-2.136-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.136&CDS=1-1014
737	OG0000737	YDL100C	snap_masked-Smik_4-processed-gene-2.155-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.155&CDS=1-1062
738	OG0000738	YDL101C	snap_masked-Smik_4-processed-gene-2.154-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.154&CDS=1-1539
739	OG0000739	YDL102W	snap_masked-Smik_4-processed-gene-2.135-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.135&CDS=1-3291
740	OG0000740	YDL103C	maker-Smik_4-augustus-gene-2.5-mRNA-1_1&gene=maker-Smik_4-augustus-gene-2.5&CDS=1-2646
741	OG0000741	YDL105W	snap_masked-Smik_4-processed-gene-2.134-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.134&CDS=1-1173
742	OG0000742	YDL106C	snap_masked-Smik_4-processed-gene-2.152-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.152&CDS=1-1680
743	OG0000743	YDL107W	snap_masked-Smik_4-processed-gene-2.133-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.133&CDS=1-1047
744	OG0000744	YDL108W	maker-Smik_4-augustus-gene-2.1-mRNA-1_1&gene=maker-Smik_4-augustus-gene-2.1&CDS=1-906
745	OG0000745	YDL109C	augustus_masked-Smik_4-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-2.40&CDS=1-3072
746	OG0000746	YDL112W	augustus_masked-Smik_4-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-2.22&CDS=1-4308
747	OG0000747	YDL113C	snap_masked-Smik_4-processed-gene-2.149-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.149&CDS=1-1944
748	OG0000748	YDL114W	snap_masked-Smik_4-processed-gene-2.130-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.130&CDS=1-915
749	OG0000749	YDL115C	maker-Smik_4-augustus-gene-2.4-mRNA-1_1&gene=maker-Smik_4-augustus-gene-2.4&CDS=1-1050
750	OG0000750	YDL117W	augustus_masked-Smik_4-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-2.20&CDS=1-4812
751	OG0000751	YDL119C	augustus_masked-Smik_4-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-2.37&CDS=1-921
752	OG0000752	YDL120W	augustus_masked-Smik_4-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-2.19&CDS=1-459
753	OG0000753	YDL121C	snap_masked-Smik_4-processed-gene-2.146-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.146&CDS=1-447
754	OG0000754	YDL122W	genemark-Smik_4-processed-gene-2.70-mRNA-1_1&gene=genemark-Smik_4-processed-gene-2.70&CDS=1-2370
755	OG0000755	YDL123W	genemark-Smik_4-processed-gene-2.69-mRNA-1_1&gene=genemark-Smik_4-processed-gene-2.69&CDS=1-420
756	OG0000756	YDL124W	snap_masked-Smik_4-processed-gene-2.125-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.125&CDS=1-936
757	OG0000757	YDL126C	maker-Smik_4-snap-gene-2.55-mRNA-1_1&gene=maker-Smik_4-snap-gene-2.55&CDS=1-2868
758	OG0000758	YDL127W	snap_masked-Smik_4-processed-gene-2.124-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.124&CDS=1-924
759	OG0000759	YDL128W	snap_masked-Smik_4-processed-gene-2.123-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.123&CDS=1-1233
760	OG0000760	YDL129W	snap_masked-Smik_4-processed-gene-2.122-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.122&CDS=1-849
761	OG0000761	YDL130W	maker-Smik_4-snap-gene-2.52-mRNA-1_1&gene=maker-Smik_4-snap-gene-2.52&CDS=1-318
762	OG0000762	YDL130W-A	snap_masked-Smik_4-processed-gene-2.120-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.120&CDS=1-258
763	OG0000763	YDL132W	snap_masked-Smik_4-processed-gene-2.118-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.118&CDS=1-2445
764	OG0000764	YDL133W	snap_masked-Smik_4-processed-gene-2.115-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.115&CDS=1-1173
765	OG0000765	YDL135C	snap_masked-Smik_4-processed-gene-2.116-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.116&CDS=1-603
766	OG0000766	YDL139C	genemark-Smik_4-processed-gene-1.90-mRNA-1_1&gene=genemark-Smik_4-processed-gene-1.90&CDS=1-669
767	OG0000767	YDL140C	snap_masked-Smik_4-processed-gene-1.137-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.137&CDS=1-5157
768	OG0000768	YDL141W	snap_masked-Smik_4-processed-gene-1.118-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.118&CDS=1-2064
769	OG0000769	YDL142C	snap_masked-Smik_4-processed-gene-1.136-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.136&CDS=1-849
770	OG0000770	YDL143W	augustus_masked-Smik_4-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-1.23&CDS=1-1587
771	OG0000771	YDL144C	snap_masked-Smik_4-processed-gene-1.135-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.135&CDS=1-1068
772	OG0000772	YDL145C	genemark-Smik_4-processed-gene-1.86-mRNA-1_1&gene=genemark-Smik_4-processed-gene-1.86&CDS=1-3603
773	OG0000773	YDL146W	snap_masked-Smik_4-processed-gene-1.116-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.116&CDS=1-1461
774	OG0000774	YDL147W	snap_masked-Smik_4-processed-gene-1.115-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.115&CDS=1-1335
775	OG0000775	YDL148C	snap_masked-Smik_4-processed-gene-1.133-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.133&CDS=1-2430
776	OG0000776	YDL149W	augustus_masked-Smik_4-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-1.20&CDS=1-4302
777	OG0000777	YDL153C	snap_masked-Smik_4-processed-gene-1.132-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.132&CDS=1-1815
778	OG0000778	YDL154W	augustus_masked-Smik_4-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-1.19&CDS=1-3945
779	OG0000779	YDL156W	snap_masked-Smik_4-processed-gene-1.110-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.110&CDS=1-1566
780	OG0000780	YDL157C	snap_masked-Smik_4-processed-gene-1.131-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.131&CDS=1-351
781	OG0000781	YDL159W	snap_masked-Smik_4-processed-gene-1.109-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.109&CDS=1-1548
782	OG0000782	YDL160C	snap_masked-Smik_4-processed-gene-1.130-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.130&CDS=1-1518
783	OG0000783	YDL160C-A	snap_masked-Smik_4-processed-gene-1.129-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.129&CDS=1-240
784	OG0000784	YDL161W	snap_masked-Smik_4-processed-gene-1.108-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.108&CDS=1-1380
785	OG0000785	YDL164C	snap_masked-Smik_4-processed-gene-1.128-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.128&CDS=1-2385
786	OG0000786	YDL165W	snap_masked-Smik_4-processed-gene-1.107-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.107&CDS=1-573
787	OG0000787	YDL167C	augustus_masked-Smik_4-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-1.31&CDS=1-2835
788	OG0000788	YDL168W	augustus_masked-Smik_4-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-1.14&CDS=1-1158
789	OG0000789	YDL169C	snap_masked-Smik_4-processed-gene-1.124-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.124&CDS=1-672
790	OG0000790	YDL170W	snap_masked-Smik_4-processed-gene-1.106-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.106&CDS=1-1584
791	OG0000791	YDL171C	snap_masked-Smik_4-processed-gene-1.123-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.123&CDS=1-6435
792	OG0000792	YDL173W	snap_masked-Smik_4-processed-gene-1.105-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.105&CDS=1-894
793	OG0000793	YDL174C	snap_masked-Smik_4-processed-gene-1.122-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.122&CDS=1-1770
794	OG0000794	YDL175C	genemark-Smik_4-processed-gene-1.75-mRNA-1_1&gene=genemark-Smik_4-processed-gene-1.75&CDS=1-1032
795	OG0000795	YDL176W	snap_masked-Smik_4-processed-gene-1.104-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.104&CDS=1-2118
796	OG0000796	YDL177C	snap_masked-Smik_4-processed-gene-1.121-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.121&CDS=1-510
797	OG0000797	YDL178W	snap_masked-Smik_4-processed-gene-1.103-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.103&CDS=1-1593
798	OG0000798	YDL179W	snap_masked-Smik_4-processed-gene-1.102-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.102&CDS=1-915
799	OG0000799	YDL180W	snap_masked-Smik_4-processed-gene-1.101-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.101&CDS=1-1638
800	OG0000800	YDL181W	snap_masked-Smik_4-processed-gene-1.100-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.100&CDS=1-255
801	OG0000801	YDL183C	snap_masked-Smik_4-processed-gene-1.120-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.120&CDS=1-960
802	OG0000802	YDL185W	snap_masked-Smik_4-processed-gene-1.98-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.98&CDS=1-1851
803	OG0000803	YDL186W	snap_masked-Smik_4-processed-gene-1.97-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.97&CDS=1-819
804	OG0000804	YDL189W	snap_masked-Smik_4-processed-gene-1.96-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.96&CDS=1-1362
805	OG0000805	YDL190C	snap_masked-Smik_4-processed-gene-1.95-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.95&CDS=1-2883
806	OG0000806	YDL193W	snap_masked-Smik_4-processed-gene-1.92-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.92&CDS=1-1125
807	OG0000807	YDL195W	snap_masked-Smik_4-processed-gene-0.17-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.17&CDS=1-3810
808	OG0000808	YDL199C	augustus_masked-Smik_4-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-0.121&CDS=1-4527
809	OG0000809	YDL200C	snap_masked-Smik_4-processed-gene-0.36-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.36&CDS=1-564
810	OG0000810	YDL201W	maker-Smik_4-snap-gene-0.43-mRNA-1_1&gene=maker-Smik_4-snap-gene-0.43&CDS=1-1644
811	OG0000811	YDL203C	snap_masked-Smik_4-processed-gene-0.35-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.35&CDS=1-1872
812	OG0000812	YDL204W	snap_masked-Smik_4-processed-gene-0.14-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.14&CDS=1-1182
813	OG0000813	YDL205C	augustus_masked-Smik_4-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-0.118&CDS=1-981
814	OG0000814	YDL206W	augustus_masked-Smik_4-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-0.98&CDS=1-2280
815	OG0000815	YDL207W	snap_masked-Smik_4-processed-gene-0.12-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.12&CDS=1-1602
816	OG0000816	YDL208W	snap_masked-Smik_4-processed-gene-0.11-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.11&CDS=1-468
817	OG0000817	YDL209C	snap_masked-Smik_4-processed-gene-0.34-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.34&CDS=1-1023
818	OG0000818	YDL210W	snap_masked-Smik_4-processed-gene-0.10-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.10&CDS=1-1713
819	OG0000819	YDL211C	snap_masked-Smik_4-processed-gene-0.33-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.33&CDS=1-1074
820	OG0000820	YDL212W	snap_masked-Smik_4-processed-gene-0.9-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.9&CDS=1-630
821	OG0000821	YDL213C	snap_masked-Smik_4-processed-gene-0.32-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.32&CDS=1-675
822	OG0000822	YDL214C	snap_masked-Smik_4-processed-gene-0.31-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.31&CDS=1-2091
823	OG0000823	YDL215C	snap_masked-Smik_4-processed-gene-0.30-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.30&CDS=1-3276
824	OG0000824	YDL216C	snap_masked-Smik_4-processed-gene-0.29-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.29&CDS=1-1302
825	OG0000825	YDL217C	snap_masked-Smik_4-processed-gene-0.28-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.28&CDS=1-663
826	OG0000826	YDL218W	snap_masked-Smik_4-processed-gene-0.8-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.8&CDS=1-948
827	OG0000827	YDL219W	maker-Smik_4-snap-gene-0.42-mRNA-1_1&gene=maker-Smik_4-snap-gene-0.42&CDS=1-447
828	OG0000828	YDL220C	snap_masked-Smik_4-processed-gene-0.27-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.27&CDS=1-2916
829	OG0000829	YDL224C	snap_masked-Smik_4-processed-gene-0.25-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.25&CDS=1-1950
830	OG0000830	YDL225W	augustus_masked-Smik_4-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-0.91&CDS=1-1653
831	OG0000831	YDL226C	snap_masked-Smik_4-processed-gene-0.24-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.24&CDS=1-1056
832	OG0000832	YDL227C	snap_masked-Smik_4-processed-gene-0.23-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.23&CDS=1-1758
833	OG0000833	YDL230W	snap_masked-Smik_4-processed-gene-0.4-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.4&CDS=1-1002
834	OG0000834	YDL231C	snap_masked-Smik_4-processed-gene-0.22-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.22&CDS=1-3372
835	OG0000835	YDL233W	snap_masked-Smik_4-processed-gene-0.3-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.3&CDS=1-1479
836	OG0000836	YDL234C	maker-Smik_4-augustus-gene-0.41-mRNA-1_1&gene=maker-Smik_4-augustus-gene-0.41&CDS=1-2730
837	OG0000837	YDL236W	snap_masked-Smik_4-processed-gene-0.2-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.2&CDS=1-927
838	OG0000838	YDL237W	snap_masked-Smik_4-processed-gene-0.1-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.1&CDS=1-1170
839	OG0000839	YDL238C	augustus_masked-Smik_4-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-0.103&CDS=1-3849
840	OG0000840	YDL240W	snap_masked-Smik_4-processed-gene-0.0-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.0&CDS=1-3051
841	OG0000841	YDR002W	snap_masked-Smik_4-processed-gene-4.13-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.13&CDS=1-603
842	OG0000842	YDR003W	snap_masked-Smik_4-processed-gene-4.14-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.14&CDS=1-627
843	OG0000843	YDR004W	snap_masked-Smik_4-processed-gene-4.15-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.15&CDS=1-1383
844	OG0000844	YDR005C	snap_masked-Smik_4-processed-gene-4.30-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.30&CDS=1-1209
845	OG0000845	YDR006C	snap_masked-Smik_4-processed-gene-4.31-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.31&CDS=1-2709
846	OG0000846	YDR007W	snap_masked-Smik_4-processed-gene-4.16-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.16&CDS=1-672
847	OG0000847	YDR014W	augustus_masked-Smik_4-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-4.65&CDS=1-2571
848	OG0000848	YDR014W-A	snap_masked-Smik_4-processed-gene-4.22-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.22&CDS=1-498
849	OG0000849	YDR017C	augustus_masked-Smik_4-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-4.78&CDS=1-6333
850	OG0000850	YDR021W	snap_masked-Smik_4-processed-gene-4.23-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.23&CDS=1-1197
851	OG0000851	YDR022C	snap_masked-Smik_4-processed-gene-4.37-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.37&CDS=1-591
852	OG0000852	YDR023W	snap_masked-Smik_4-processed-gene-4.24-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.24&CDS=1-1386
853	OG0000853	YDR026C	augustus_masked-Smik_4-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-4.80&CDS=1-1488
854	OG0000854	YDR027C	snap_masked-Smik_4-processed-gene-4.40-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.40&CDS=1-2694
855	OG0000855	YDR028C	snap_masked-Smik_4-processed-gene-4.41-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.41&CDS=1-3084
856	OG0000856	YDR030C	snap_masked-Smik_4-processed-gene-4.42-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.42&CDS=1-1518
857	OG0000857	YDR031W	snap_masked-Smik_4-processed-gene-4.25-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.25&CDS=1-363
858	OG0000858	YDR032C	snap_masked-Smik_4-processed-gene-4.43-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-4.43&CDS=1-594
859	OG0000859	YDR033W	snap_masked-Smik_4-processed-gene-5.100-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.100&CDS=1-963
860	OG0000860	YDR034C	snap_masked-Smik_4-processed-gene-5.103-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.103&CDS=1-2334
861	OG0000861	YDR035W	snap_masked-Smik_4-processed-gene-5.101-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.101&CDS=1-1110
862	OG0000862	YDR036C	snap_masked-Smik_4-processed-gene-5.104-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.104&CDS=1-1428
863	OG0000863	YDR041W	snap_masked-Smik_4-processed-gene-5.105-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.105&CDS=1-609
864	OG0000864	YDR042C	snap_masked-Smik_4-processed-gene-5.127-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.127&CDS=1-468
865	OG0000865	YDR043C	snap_masked-Smik_4-processed-gene-5.128-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.128&CDS=1-693
866	OG0000866	YDR044W	snap_masked-Smik_4-processed-gene-5.106-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.106&CDS=1-984
867	OG0000867	YDR045C	snap_masked-Smik_4-processed-gene-5.130-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.130&CDS=1-300
868	OG0000868	YDR047W	maker-Smik_4-augustus-gene-5.97-mRNA-1_1&gene=maker-Smik_4-augustus-gene-5.97&CDS=1-3042
869	OG0000869	YDR050C	snap_masked-Smik_4-processed-gene-5.132-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.132&CDS=1-744
870	OG0000870	YDR051C	snap_masked-Smik_4-processed-gene-5.133-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.133&CDS=1-1002
871	OG0000871	YDR052C	snap_masked-Smik_4-processed-gene-5.134-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.134&CDS=1-2100
872	OG0000872	YDR055W	snap_masked-Smik_4-processed-gene-5.109-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.109&CDS=1-1332
