	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034643_Candida_schatavii
930	OG0000930	YDL213C	augustus_masked-flattened_line_42-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.45&CDS=1-684
931	OG0000931	YDL215C	augustus_masked-flattened_line_17-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.99&CDS=1-3207
932	OG0000932	YDL217C	augustus_masked-flattened_line_78-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.22&CDS=1-543
933	OG0000933	YDL219W	maker-flattened_line_126-augustus-gene-0.22-mRNA-1_1&gene=maker-flattened_line_126-augustus-gene-0.22&CDS=1-495
934	OG0000934	YDL225W	augustus_masked-flattened_line_100-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.16&CDS=1-1977
935	OG0000935	YDL226C	augustus_masked-flattened_line_100-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.17&CDS=1-1119
936	OG0000936	YDL230W	maker-flattened_line_4-snap-gene-3.169-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.169&CDS=1-1095
937	OG0000937	YDL234C	augustus_masked-flattened_line_15-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.30&CDS=1-2355
938	OG0000938	YDL235C	augustus_masked-flattened_line_17-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.86&CDS=1-453
939	OG0000939	YDL236W	augustus_masked-flattened_line_17-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.85&CDS=1-924
940	OG0000940	YDL237W	augustus_masked-flattened_line_8-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.99&CDS=1-1005
941	OG0000941	YDL238C	augustus_masked-flattened_line_10-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.93&CDS=1-1539
942	OG0000942	YDL240W	maker-flattened_line_42-augustus-gene-1.175-mRNA-1_1&gene=maker-flattened_line_42-augustus-gene-1.175&CDS=1-4530
943	OG0000943	YDR002W	augustus_masked-flattened_line_2-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.139&CDS=1-597
944	OG0000944	YDR004W	snap_masked-flattened_line_82-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.73&CDS=1-1623
945	OG0000945	YDR005C	snap_masked-flattened_line_82-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.72&CDS=1-1206
946	OG0000946	YDR006C	augustus_masked-flattened_line_68-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.91&CDS=1-2304
947	OG0000947	YDR007W	augustus_masked-flattened_line_21-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.34&CDS=1-780
948	OG0000948	YDR011W	augustus_masked-flattened_line_94-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.37&CDS=1-4380
949	OG0000949	YDR013W	augustus_masked-flattened_line_56-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.102&CDS=1-864
950	OG0000950	YDR016C	augustus_masked-flattened_line_27-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.101&CDS=1-321
951	OG0000951	YDR017C	augustus_masked-flattened_line_27-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.100&CDS=1-2769
952	OG0000952	YDR019C	augustus_masked-flattened_line_17-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.85&CDS=1-1194
953	OG0000953	YDR020C	augustus_masked-flattened_line_2-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.89&CDS=1-663
954	OG0000954	YDR021W	augustus_masked-flattened_line_2-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.103&CDS=1-1188
955	OG0000955	YDR023W	augustus_masked-flattened_line_13-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.96&CDS=1-1380
956	OG0000956	YDR027C	augustus_masked-flattened_line_62-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.89&CDS=1-4413
957	OG0000957	YDR028C	maker-flattened_line_62-snap-gene-0.54-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.54&CDS=1-3627
958	OG0000958	YDR030C	snap_masked-flattened_line_13-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.71&CDS=1-1260
959	OG0000959	YDR031W	snap_masked-flattened_line_54-processed-gene-0.175-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.175&CDS=1-306
960	OG0000960	YDR032C	augustus_masked-flattened_line_27-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.103&CDS=1-603
961	OG0000961	YDR034C	snap_masked-flattened_line_94-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.17&CDS=1-2130
962	OG0000962	YDR035W	augustus_masked-flattened_line_2-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.84&CDS=1-1116
963	OG0000963	YDR036C	augustus_masked-flattened_line_40-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.99&CDS=1-1437
964	OG0000964	YDR037W	augustus_masked-flattened_line_25-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.26&CDS=1-1770
965	OG0000965	YDR041W	augustus_masked-flattened_line_25-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.25&CDS=1-801
966	OG0000966	YDR044W	augustus_masked-flattened_line_15-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.150&CDS=1-972
967	OG0000967	YDR045C	augustus_masked-flattened_line_25-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.17&CDS=1-303
968	OG0000968	YDR047W	maker-flattened_line_25-augustus-gene-0.82-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-0.82&CDS=1-1086
969	OG0000969	YDR049W	maker-flattened_line_25-augustus-gene-0.81-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-0.81&CDS=1-1962
970	OG0000970	YDR050C	augustus_masked-flattened_line_25-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.14&CDS=1-744
971	OG0000971	YDR051C	augustus_masked-flattened_line_25-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.13&CDS=1-984
972	OG0000972	YDR054C	augustus_masked-flattened_line_6-processed-gene-3.176-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.176&CDS=1-714
973	OG0000973	YDR057W	augustus_masked-flattened_line_8-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.55&CDS=1-1998
974	OG0000974	YDR058C	augustus_masked-flattened_line_0-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.110&CDS=1-1137
975	OG0000975	YDR060W	augustus_masked-flattened_line_8-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.104&CDS=1-3216
976	OG0000976	YDR061W	augustus_masked-flattened_line_40-processed-gene-1.253-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.253&CDS=1-1647
977	OG0000977	YDR062W	snap_masked-flattened_line_40-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.75&CDS=1-2109
978	OG0000978	YDR064W	augustus_masked-flattened_line_15-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.164&CDS=1-849
979	OG0000979	YDR071C	augustus_masked-flattened_line_19-processed-gene-2.186-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.186&CDS=1-780
980	OG0000980	YDR074W	augustus_masked-flattened_line_40-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.189&CDS=1-2643
981	OG0000981	YDR079C-A	augustus_masked-flattened_line_6-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.39&CDS=1-207
982	OG0000982	YDR079W	augustus_masked-flattened_line_128-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.15&CDS=1-279
983	OG0000983	YDR080W	augustus_masked-flattened_line_128-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.14&CDS=1-3195
984	OG0000984	YDR081C	augustus_masked-flattened_line_128-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.20&CDS=1-2607
985	OG0000985	YDR083W	augustus_masked-flattened_line_78-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.27&CDS=1-1263
986	OG0000986	YDR084C	augustus_masked-flattened_line_128-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.19&CDS=1-717
987	OG0000987	YDR086C	maker-flattened_line_25-snap-gene-2.188-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-2.188&CDS=1-204
988	OG0000988	YDR087C	augustus_masked-flattened_line_25-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.144&CDS=1-840
989	OG0000989	YDR089W	snap_masked-flattened_line_25-processed-gene-2.33-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-2.33&CDS=1-3015
990	OG0000990	YDR090C	maker-flattened_line_25-augustus-gene-2.1-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-2.1&CDS=1-6738
991	OG0000991	YDR091C	augustus_masked-flattened_line_40-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.187&CDS=1-1818
992	OG0000992	YDR092W	augustus_masked-flattened_line_0-processed-gene-4.217-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.217&CDS=1-456
993	OG0000993	YDR097C	maker-flattened_line_90-augustus-gene-0.67-mRNA-1_1&gene=maker-flattened_line_90-augustus-gene-0.67&CDS=1-4605
994	OG0000994	YDR100W	maker-flattened_line_40-augustus-gene-0.42-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.42&CDS=1-369
995	OG0000995	YDR101C	augustus_masked-flattened_line_40-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.190&CDS=1-1713
996	OG0000996	YDR104C	augustus_masked-flattened_line_40-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.115&CDS=1-3357
997	OG0000997	YDR105C	maker-flattened_line_122-augustus-gene-0.16-mRNA-1_1&gene=maker-flattened_line_122-augustus-gene-0.16&CDS=1-1818
998	OG0000998	YDR108W	augustus_masked-flattened_line_122-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.35&CDS=1-2283
999	OG0000999	YDR109C	augustus_masked-flattened_line_32-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-2.131&CDS=1-2250
1000	OG0001000	YDR115W	augustus_masked-flattened_line_19-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.54&CDS=1-348
1001	OG0001001	YDR116C	snap_masked-flattened_line_17-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.9&CDS=1-897
1002	OG0001002	YDR117C	augustus_masked-flattened_line_19-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.65&CDS=1-1776
1003	OG0001003	YDR120C	augustus_masked-flattened_line_142-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.16&CDS=1-1749
1004	OG0001004	YDR121W	augustus_masked-flattened_line_8-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.110&CDS=1-738
1005	OG0001005	YDR126W	augustus_masked-flattened_line_142-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.11&CDS=1-1200
1006	OG0001006	YDR127W	augustus_masked-flattened_line_38-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.16&CDS=1-4713
1007	OG0001007	YDR128W	augustus_masked-flattened_line_0-processed-gene-4.190-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.190&CDS=1-5115
1008	OG0001008	YDR129C	snap_masked-flattened_line_0-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.107&CDS=1-1983
1009	OG0001009	YDR137W	snap_masked-flattened_line_38-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.52&CDS=1-2022
1010	OG0001010	YDR142C	augustus_masked-flattened_line_74-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.53&CDS=1-1137
1011	OG0001011	YDR148C	augustus_masked-flattened_line_64-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.122&CDS=1-1287
1012	OG0001012	YDR150W	augustus_masked-flattened_line_6-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.139&CDS=1-12078
1013	OG0001013	YDR152W	augustus_masked-flattened_line_84-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.6&CDS=1-726
1014	OG0001014	YDR155C	snap_masked-flattened_line_84-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.54&CDS=1-486
1015	OG0001015	YDR158W	augustus_masked-flattened_line_74-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.82&CDS=1-1095
1016	OG0001016	YDR159W	augustus_masked-flattened_line_74-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.81&CDS=1-5001
1017	OG0001017	YDR160W	augustus_masked-flattened_line_19-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.43&CDS=1-2670
1018	OG0001018	YDR161W	augustus_masked-flattened_line_32-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-2.138&CDS=1-1158
1019	OG0001019	YDR162C	snap_masked-flattened_line_84-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.56&CDS=1-594
1020	OG0001020	YDR164C	augustus_masked-flattened_line_84-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.2&CDS=1-2343
1021	OG0001021	YDR165W	augustus_masked-flattened_line_84-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.16&CDS=1-1266
1022	OG0001022	YDR167W	genemark-flattened_line_0-processed-gene-4.138-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.138&CDS=1-666
1023	OG0001023	YDR168W	augustus_masked-flattened_line_10-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.76&CDS=1-1683
1024	OG0001024	YDR170C	augustus_masked-flattened_line_13-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.55&CDS=1-5598
1025	OG0001025	YDR172W	augustus_masked-flattened_line_50-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.115&CDS=1-2202
1026	OG0001026	YDR173C	augustus_masked-flattened_line_50-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.147&CDS=1-1212
1027	OG0001027	YDR174W	augustus_masked-flattened_line_21-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.56&CDS=1-942
1028	OG0001028	YDR175C	genemark-flattened_line_66-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.88&CDS=1-978
1029	OG0001029	YDR176W	maker-flattened_line_66-snap-gene-0.192-mRNA-1_1&gene=maker-flattened_line_66-snap-gene-0.192&CDS=1-2166
1030	OG0001030	YDR177W	augustus_masked-flattened_line_70-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.10&CDS=1-672
1031	OG0001031	YDR180W	augustus_masked-flattened_line_66-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.183&CDS=1-5196
1032	OG0001032	YDR181C	augustus_masked-flattened_line_66-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.158&CDS=1-1035
1033	OG0001033	YDR182W	augustus_masked-flattened_line_66-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.182&CDS=1-1623
1034	OG0001034	YDR183W	augustus_masked-flattened_line_66-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.156&CDS=1-777
1035	OG0001035	YDR188W	augustus_masked-flattened_line_40-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.108&CDS=1-1617
1036	OG0001036	YDR189W	augustus_masked-flattened_line_40-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.106&CDS=1-2016
1037	OG0001037	YDR190C	augustus_masked-flattened_line_40-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.91&CDS=1-1374
1038	OG0001038	YDR194C	genemark-flattened_line_38-processed-gene-1.152-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.152&CDS=1-2004
1039	OG0001039	YDR196C	augustus_masked-flattened_line_40-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.88&CDS=1-732
1040	OG0001040	YDR198C	augustus_masked-flattened_line_40-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.87&CDS=1-1341
1041	OG0001041	YDR202C	snap_masked-flattened_line_36-processed-gene-2.115-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-2.115&CDS=1-1149
1042	OG0001042	YDR204W	augustus_masked-flattened_line_66-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.162&CDS=1-3636
1043	OG0001043	YDR205W	augustus_masked-flattened_line_40-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.89&CDS=1-2304
1044	OG0001044	YDR208W	augustus_masked-flattened_line_48-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.145&CDS=1-2247
1045	OG0001045	YDR211W	maker-flattened_line_8-snap-gene-3.136-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-3.136&CDS=1-7278
1046	OG0001046	YDR212W	augustus_masked-flattened_line_8-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.117&CDS=1-1668
1047	OG0001047	YDR216W	genemark-flattened_line_19-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.92&CDS=1-810
1048	OG0001048	YDR217C	snap_masked-flattened_line_84-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.62&CDS=1-3780
1049	OG0001049	YDR218C	snap_masked-flattened_line_84-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.58&CDS=1-753
1050	OG0001050	YDR221W	augustus_masked-flattened_line_152-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.12&CDS=1-1602
1051	OG0001051	YDR223W	maker-flattened_line_84-snap-gene-0.34-mRNA-1_1&gene=maker-flattened_line_84-snap-gene-0.34&CDS=1-3063
1052	OG0001052	YDR226W	augustus_masked-flattened_line_27-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.72&CDS=1-747
1053	OG0001053	YDR228C	augustus_masked-flattened_line_27-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.49&CDS=1-1887
1054	OG0001054	YDR229W	augustus_masked-flattened_line_66-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.136&CDS=1-1371
1055	OG0001055	YDR231C	genemark-flattened_line_15-processed-gene-2.201-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.201&CDS=1-516
1056	OG0001056	YDR232W	augustus_masked-flattened_line_66-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.138&CDS=1-1782
1057	OG0001057	YDR233C	maker-flattened_line_66-augustus-gene-0.64-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.64&CDS=1-921
1058	OG0001058	YDR234W	augustus_masked-flattened_line_4-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.156&CDS=1-2019
1059	OG0001059	YDR235W	snap_masked-flattened_line_58-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.42&CDS=1-1641
1060	OG0001060	YDR237W	augustus_masked-flattened_line_58-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.167&CDS=1-873
