	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034885_Ogataea_zsoltii
434	OG0000434	YPL092W	snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.96&CDS=1-1200, snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.245-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.245&CDS=1-1245
435	OG0000435	YPL115C	genemark-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.123-mRNA-1_1&gene=genemark-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.123&CDS=1-864, snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.145&CDS=1-3021
436	OG0000436	YPR013C, YPR015C	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.120&CDS=1-1188
437	OG0000437	YPR072W	augustus_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.131&CDS=1-4605, snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-0.120&CDS=1-1851
438	OG0000438	YPR127W	snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-0.37&CDS=1-1008, snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.154-mRNA-1_1&gene=snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.154&CDS=1-1011
439	OG0000439	YPR169W-A, YPR170W-B	maker-NODE_1_length_742912_cov_33.9653_ID_1-snap-gene-4.101-mRNA-1_1&gene=maker-NODE_1_length_742912_cov_33.9653_ID_1-snap-gene-4.101&CDS=1-3108
440	OG0000440		snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.126&CDS=1-2535, snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.7&CDS=1-2589, snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.183-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.183&CDS=1-2103
441	OG0000441	YAL001C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.46&CDS=1-3669
442	OG0000442	YAL002W	snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.224-mRNA-1_1&gene=snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.224&CDS=1-4167
443	OG0000443	YAL003W	maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-3.8-mRNA-1_1&gene=maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-3.8&CDS=1-621
444	OG0000444	YAL009W	augustus_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.268-mRNA-1_1&gene=augustus_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.268&CDS=1-1161
445	OG0000445	YAL010C	augustus_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.227-mRNA-1_1&gene=augustus_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.227&CDS=1-1206
446	OG0000446	YAL011W	maker-NODE_22_length_197219_cov_30.0249_ID_43-snap-gene-0.10-mRNA-1_1&gene=maker-NODE_22_length_197219_cov_30.0249_ID_43-snap-gene-0.10&CDS=1-2358
447	OG0000447	YAL013W	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.167-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.167&CDS=1-942
448	OG0000448	YAL016W	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.24&CDS=1-1872
449	OG0000449	YAL019W	snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.71&CDS=1-3174
450	OG0000450	YAL020C	snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.27&CDS=1-1086
451	OG0000451	YAL021C	maker-NODE_60_length_27067_cov_32.9766_ID_119-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_60_length_27067_cov_32.9766_ID_119-snap-gene-0.0&CDS=1-4521
452	OG0000452	YAL022C	maker-NODE_5_length_464012_cov_40.2151_ID_9-augustus-gene-1.52-mRNA-1_1&gene=maker-NODE_5_length_464012_cov_40.2151_ID_9-augustus-gene-1.52&CDS=1-2112
453	OG0000453	YAL023C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.120-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.120&CDS=1-2256
454	OG0000454	YAL024C	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.9&CDS=1-3534
455	OG0000455	YAL025C	augustus_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.124&CDS=1-1782
456	OG0000456	YAL026C	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.153-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.153&CDS=1-3942
457	OG0000457	YAL032C	snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-0.31&CDS=1-1152
458	OG0000458	YAL033W	snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-0.2&CDS=1-453
459	OG0000459	YAL034W-A	snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.22&CDS=1-951
460	OG0000460	YAL035W	augustus_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.263-mRNA-1_1&gene=augustus_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.263&CDS=1-3036
461	OG0000461	YAL036C	snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.24&CDS=1-1098
462	OG0000462	YAL038W	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.335-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.335&CDS=1-1515
463	OG0000463	YAL039C	maker-NODE_18_length_238426_cov_40.4936_ID_35-snap-gene-0.146-mRNA-1_1&gene=maker-NODE_18_length_238426_cov_40.4936_ID_35-snap-gene-0.146&CDS=1-771
464	OG0000464	YAL042W	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.126&CDS=1-1200
465	OG0000465	YAL044C	maker-NODE_17_length_254749_cov_31.1339_ID_33-snap-gene-0.105-mRNA-1_1&gene=maker-NODE_17_length_254749_cov_31.1339_ID_33-snap-gene-0.105&CDS=1-3732
466	OG0000466	YAL044W-A	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.121&CDS=1-339
467	OG0000467	YAL046C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.310-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.310&CDS=1-366
468	OG0000468	YAL048C	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.142-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.142&CDS=1-1932
469	OG0000469	YAL049C	maker-NODE_37_length_103167_cov_34.2317_ID_73-snap-gene-0.151-mRNA-1_1&gene=maker-NODE_37_length_103167_cov_34.2317_ID_73-snap-gene-0.151&CDS=1-714
470	OG0000470	YAL053W	snap_masked-NODE_37_length_103167_cov_34.2317_ID_73-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_37_length_103167_cov_34.2317_ID_73-processed-gene-0.10&CDS=1-2187
471	OG0000471	YAL058W	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.295-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.295&CDS=1-1749
472	OG0000472	YAL059W	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.125&CDS=1-537
473	OG0000473	YAL061W	snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.71&CDS=1-1134
474	OG0000474	YAL067C	snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.63&CDS=1-1611
475	OG0000475	YAR002W	snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.83&CDS=1-1380
476	OG0000476	YAR003W	augustus_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.137&CDS=1-1269
477	OG0000477	YAR007C	snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.21&CDS=1-1827
478	OG0000478	YAR008W	snap_masked-NODE_55_length_39841_cov_33.6476_ID_109-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_55_length_39841_cov_33.6476_ID_109-processed-gene-0.50&CDS=1-861
479	OG0000479	YAR014C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.130-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.130&CDS=1-1623
480	OG0000480	YAR015W	augustus_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.113&CDS=1-2118
481	OG0000481	YBL001C	maker-NODE_35_length_118745_cov_32.5334_ID_69-snap-gene-0.181-mRNA-1_1&gene=maker-NODE_35_length_118745_cov_32.5334_ID_69-snap-gene-0.181&CDS=1-318
482	OG0000482	YBL004W	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.38&CDS=1-7494
483	OG0000483	YBL007C	snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.95&CDS=1-3423
484	OG0000484	YBL008W	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.332-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.332&CDS=1-2850
485	OG0000485	YBL013W	snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.30&CDS=1-1020
486	OG0000486	YBL014C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-3.23-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-3.23&CDS=1-2370
487	OG0000487	YBL015W	snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.87&CDS=1-1569
488	OG0000488	YBL019W	snap_masked-NODE_56_length_39002_cov_29.5994_ID_111-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_56_length_39002_cov_29.5994_ID_111-processed-gene-0.19&CDS=1-1722
489	OG0000489	YBL020W	snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.73&CDS=1-1527
490	OG0000490	YBL021C	snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.72&CDS=1-900
491	OG0000491	YBL022C	snap_masked-NODE_61_length_23267_cov_28.7695_ID_121-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_61_length_23267_cov_28.7695_ID_121-processed-gene-0.2&CDS=1-3309
492	OG0000492	YBL023C	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.104&CDS=1-2610
493	OG0000493	YBL024W	snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.89&CDS=1-2067
494	OG0000494	YBL029C-A	maker-NODE_51_length_46138_cov_30.082_ID_101-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_51_length_46138_cov_30.082_ID_101-snap-gene-0.1&CDS=1-258
495	OG0000495	YBL029W	snap_masked-NODE_54_length_39956_cov_39.2569_ID_107-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_54_length_39956_cov_39.2569_ID_107-processed-gene-0.9&CDS=1-1227
496	OG0000496	YBL032W	maker-NODE_6_length_396474_cov_30.9587_ID_11-snap-gene-2.6-mRNA-1_1&gene=maker-NODE_6_length_396474_cov_30.9587_ID_11-snap-gene-2.6&CDS=1-2352
497	OG0000497	YBL033C	snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.8&CDS=1-978
498	OG0000498	YBL034C	snap_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.75&CDS=1-4308
499	OG0000499	YBL035C	snap_masked-NODE_50_length_46340_cov_28.7699_ID_99-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_50_length_46340_cov_28.7699_ID_99-processed-gene-0.14&CDS=1-1872
500	OG0000500	YBL036C	genemark-NODE_50_length_46340_cov_28.7699_ID_99-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_50_length_46340_cov_28.7699_ID_99-processed-gene-0.41&CDS=1-720
501	OG0000501	YBL037W	snap_masked-NODE_50_length_46340_cov_28.7699_ID_99-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_50_length_46340_cov_28.7699_ID_99-processed-gene-0.18&CDS=1-2910
502	OG0000502	YBL038W	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.81&CDS=1-672
503	OG0000503	YBL039C	augustus_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.178&CDS=1-2319
504	OG0000504	YBL040C	snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.49&CDS=1-636
505	OG0000505	YBL041W	maker-NODE_31_length_138543_cov_31.3823_ID_61-snap-gene-0.74-mRNA-1_1&gene=maker-NODE_31_length_138543_cov_31.3823_ID_61-snap-gene-0.74&CDS=1-729
506	OG0000506	YBL047C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.133&CDS=1-4170
507	OG0000507	YBL049W	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.25&CDS=1-633
508	OG0000508	YBL050W	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.19&CDS=1-894
509	OG0000509	YBL055C	maker-NODE_5_length_464012_cov_40.2151_ID_9-snap-gene-0.54-mRNA-1_1&gene=maker-NODE_5_length_464012_cov_40.2151_ID_9-snap-gene-0.54&CDS=1-2397
510	OG0000510	YBL057C	snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-0.18&CDS=1-651
511	OG0000511	YBL060W	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.229-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.229&CDS=1-2271
512	OG0000512	YBL061C	snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.169&CDS=1-1794
513	OG0000513	YBL063W	snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.115&CDS=1-3159
514	OG0000514	YBL064C	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.227-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.227&CDS=1-762
515	OG0000515	YBL066C	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.228-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.228&CDS=1-2781
516	OG0000516	YBL071W-A	augustus_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.21&CDS=1-225
517	OG0000517	YBL076C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.31&CDS=1-3222
518	OG0000518	YBL078C	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.131-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.131&CDS=1-366
519	OG0000519	YBL079W	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.134&CDS=1-4365
520	OG0000520	YBL080C	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.128&CDS=1-1452
521	OG0000521	YBL082C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.9&CDS=1-1380
522	OG0000522	YBL086C	genemark-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-0.107&CDS=1-987
523	OG0000523	YBL088C	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.166-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.166&CDS=1-8649
524	OG0000524	YBL091C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.33&CDS=1-1251
525	OG0000525	YBL092W	augustus_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.100&CDS=1-393
526	OG0000526	YBL093C	augustus_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.83&CDS=1-504
527	OG0000527	YBL095W	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.103&CDS=1-702
528	OG0000528	YBL097W	maker-NODE_34_length_122159_cov_30.0024_ID_67-snap-gene-0.196-mRNA-1_1&gene=maker-NODE_34_length_122159_cov_30.0024_ID_67-snap-gene-0.196&CDS=1-3897
529	OG0000529	YBL098W	snap_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.134&CDS=1-1344
530	OG0000530	YBL099W	maker-NODE_16_length_268119_cov_31.1022_ID_31-snap-gene-1.173-mRNA-1_1&gene=maker-NODE_16_length_268119_cov_31.1022_ID_31-snap-gene-1.173&CDS=1-1644
531	OG0000531	YBL103C	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.190-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.190&CDS=1-1293
532	OG0000532	YBL104C	maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-1.299-mRNA-1_1&gene=maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-1.299&CDS=1-5022
533	OG0000533	YBL107C	snap_masked-NODE_51_length_46138_cov_30.082_ID_101-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_51_length_46138_cov_30.082_ID_101-processed-gene-0.20&CDS=1-603
534	OG0000534	YBR003W	snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.156&CDS=1-1488
535	OG0000535	YBR007C	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.134-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.134&CDS=1-1665
536	OG0000536	YBR011C	snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.247-mRNA-1_1&gene=snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.247&CDS=1-852
537	OG0000537	YBR017C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.131-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.131&CDS=1-2811
538	OG0000538	YBR022W	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.234-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.234&CDS=1-543
539	OG0000539	YBR023C	augustus_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-0.82&CDS=1-3489
540	OG0000540	YBR026C	maker-NODE_15_length_268365_cov_36.054_ID_29-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_15_length_268365_cov_36.054_ID_29-snap-gene-1.0&CDS=1-1545
541	OG0000541	YBR028C	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.281-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.281&CDS=1-1146
542	OG0000542	YBR029C	snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.76&CDS=1-1314
543	OG0000543	YBR030W	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-4.111-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-4.111&CDS=1-1590
544	OG0000544	YBR034C	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.242-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.242&CDS=1-1029
545	OG0000545	YBR035C	augustus_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.88&CDS=1-696
