	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026274_Komagataella_populi
287	OG0000287	YDR107C, YLR083C	snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.59&CDS=1-1860
288	OG0000288	YDR122W, YLR096W	snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-0.9&CDS=1-3327
289	OG0000289	YDR132C, YLR108C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.26-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.26&CDS=1-1302
290	OG0000290	YDR134C, YLR110C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.20-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.20&CDS=1-729
291	OG0000291	YDR151C, YLR136C	genemark-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-0.36&CDS=1-714
292	OG0000292	YDR200C, YLR238W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-4.153-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-4.153&CDS=1-1332
293	OG0000293	YDR206W, YLR233C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-2.19&CDS=1-1710
294	OG0000294	YDR253C, YPL038W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.6&CDS=1-765
295	OG0000295	YDR263C, YOR033C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-2.40-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-2.40&CDS=1-1710
296	OG0000296	YDR264C, YOR034C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.74-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.74&CDS=1-2169
297	OG0000297	YDR272W, YOR040W	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.85&CDS=1-858
298	OG0000298	YDR277C, YOR047C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.50-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.50&CDS=1-1128
299	OG0000299	YDR284C	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-5.117&CDS=1-2013, augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.89&CDS=1-867
300	OG0000300	YDR312W, YHR066W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.184-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.184&CDS=1-1227
301	OG0000301	YDR348C, YHR097C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.38-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.38&CDS=1-1101
302	OG0000302	YDR379W, YOR127W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-2.50&CDS=1-2670
303	OG0000303	YDR382W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.75&CDS=1-366, snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-4.148-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-4.148&CDS=1-327
304	OG0000304	YDR389W, YOR134W	maker-NODE_10_length_178938_cov_14.5517_ID_19-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_10_length_178938_cov_14.5517_ID_19-snap-gene-0.7&CDS=1-2724
305	OG0000305	YDR409W, YOR156C	maker-NODE_7_length_738499_cov_13.121_ID_13-snap-gene-3.13-mRNA-1_1&gene=maker-NODE_7_length_738499_cov_13.121_ID_13-snap-gene-3.13&CDS=1-3261
306	OG0000306	YDR418W, YEL054C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-6.36-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-6.36&CDS=1-495
307	OG0000307	YDR447C, YML024W	augustus_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.122&CDS=1-408
308	OG0000308	YDR450W, YML026C	snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.29&CDS=1-459
309	OG0000309	YDR451C, YML027W	snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.65&CDS=1-1233
310	OG0000310	YDR453C, YML028W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.42-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.42&CDS=1-585
311	OG0000311	YDR458C, YML034W	maker-NODE_5_length_777825_cov_13.2933_ID_9-snap-gene-1.147-mRNA-1_1&gene=maker-NODE_5_length_777825_cov_13.2933_ID_9-snap-gene-1.147&CDS=1-2355
312	OG0000312	YDR463W, YHR006W	snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.6&CDS=1-1983
313	OG0000313	YDR471W, YHR010W	maker-NODE_7_length_738499_cov_13.121_ID_13-snap-gene-3.7-mRNA-1_1&gene=maker-NODE_7_length_738499_cov_13.121_ID_13-snap-gene-3.7&CDS=1-408
314	OG0000314	YDR490C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.43-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.43&CDS=1-2406, snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.16&CDS=1-3150
315	OG0000315	YDR497C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.25-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.25&CDS=1-1644, snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.26-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.26&CDS=1-1557
316	OG0000316	YDR500C, YLR185W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.131-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.131&CDS=1-252
317	OG0000317	YDR501W, YLR183C	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.157-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.157&CDS=1-1188
318	OG0000318	YDR505C, YLR177W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.156-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.156&CDS=1-1320
319	OG0000319	YDR525W-A, YJL151C	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-6.202-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-6.202&CDS=1-432
320	OG0000320	YEL022W, YJR031C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-16.12-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-16.12&CDS=1-4596
321	OG0000321	YEL039C, YJR048W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.113-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.113&CDS=1-330
322	OG0000322	YEL041W, YJR049C	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.110&CDS=1-1749
323	OG0000323	YEL047C, YJR051W	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-1.73&CDS=1-1470
324	OG0000324	YER031C, YGL210W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-14.16-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-14.16&CDS=1-660
325	OG0000325	YER056C-A, YIL052C	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.99-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.99&CDS=1-705
326	OG0000326	YER064C, YIL056W	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.34-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.34&CDS=1-1794
327	OG0000327	YER067W, YIL057C	snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.18&CDS=1-531
328	OG0000328	YER081W, YIL074C	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-4.140-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-4.140&CDS=1-1407
329	OG0000329	YER131W, YGL189C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.28-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.28&CDS=1-357
330	OG0000330	YER132C, YGL197W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-0.117&CDS=1-3660
331	OG0000331	YER166W	snap_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.49&CDS=1-4572, snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.15&CDS=1-4329
332	OG0000332	YER175C	snap_masked-NODE_19_length_15506_cov_13.9881_ID_37-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_19_length_15506_cov_13.9881_ID_37-processed-gene-0.0&CDS=1-831, snap_masked-NODE_19_length_15506_cov_13.9881_ID_37-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_19_length_15506_cov_13.9881_ID_37-processed-gene-0.1&CDS=1-825
333	OG0000333	YER185W, YGR213C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.58-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.58&CDS=1-915
334	OG0000334	YFL004W, YPL019C	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-4.132-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-4.132&CDS=1-2451
335	OG0000335	YFL011W, YMR011W	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.39&CDS=1-1602
336	OG0000336	YFL034C-A, YLR061W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.62-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.62&CDS=1-360
337	OG0000337	YFL042C	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-0.13&CDS=1-2859, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.11-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.11&CDS=1-2139
338	OG0000338	YFL048C, YLR080W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-10.127-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-10.127&CDS=1-1443
339	OG0000339	YFL050C, YOL130W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.27-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.27&CDS=1-2283
340	OG0000340	YFR014C, YOL016C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.39-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.39&CDS=1-1188
341	OG0000341	YFR022W, YOR018W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.41-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.41&CDS=1-2676
342	OG0000342	YFR034C	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.16&CDS=1-1080, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.169-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.169&CDS=1-1143
343	OG0000343	YGL031C, YGR148C	snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.241-mRNA-1_1&gene=snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.241&CDS=1-474
344	OG0000344	YGL049C, YGR162W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.147-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.147&CDS=1-3273
345	OG0000345	YGL071W, YPL202C	augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.136&CDS=1-1077
346	OG0000346	YGL082W, YPL191C	augustus_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.60&CDS=1-1275
347	OG0000347	YGL096W, YPL177C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-2.118-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-2.118&CDS=1-717
348	OG0000348	YGL133W, YPL216W	maker-NODE_1_length_2210088_cov_13.6287_ID_1-snap-gene-7.10-mRNA-1_1&gene=maker-NODE_1_length_2210088_cov_13.6287_ID_1-snap-gene-7.10&CDS=1-3591
349	OG0000349	YGL135W, YPL220W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-6.12-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-6.12&CDS=1-651
350	OG0000350	YGL139W, YPL221W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.28-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.28&CDS=1-2460
351	OG0000351	YGL247W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.137&CDS=1-1146, snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-2.128&CDS=1-915
352	OG0000352	YGR008C, YLR327C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.30-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.30&CDS=1-312
353	OG0000353	YGR010W, YLR328W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.170-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.170&CDS=1-1242
354	OG0000354	YGR019W	snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.272-mRNA-1_1&gene=snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.272&CDS=1-1338, snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-5.52-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-5.52&CDS=1-1413
355	OG0000355	YGR027C, YLR333C	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-10.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-10.68&CDS=1-324
356	OG0000356	YGR034W, YLR344W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-1.31&CDS=1-381
357	OG0000357	YGR038W, YLR350W	maker-NODE_1_length_2210088_cov_13.6287_ID_1-augustus-gene-9.4-mRNA-1_1&gene=maker-NODE_1_length_2210088_cov_13.6287_ID_1-augustus-gene-9.4&CDS=1-2268
358	OG0000358	YGR043C, YLR354C	maker-NODE_2_length_1250338_cov_14.0143_ID_3-augustus-gene-10.183-mRNA-1_1&gene=maker-NODE_2_length_1250338_cov_14.0143_ID_3-augustus-gene-10.183&CDS=1-1929
359	OG0000359	YGR056W, YLR357W	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.118-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.118&CDS=1-2721
360	OG0000360	YGR070W, YLR371W	maker-NODE_7_length_738499_cov_13.121_ID_13-snap-gene-1.12-mRNA-1_1&gene=maker-NODE_7_length_738499_cov_13.121_ID_13-snap-gene-1.12&CDS=1-4017
361	OG0000361	YGR085C, YPR102C	augustus_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-5.142&CDS=1-498
362	OG0000362	YGR086C	maker-NODE_7_length_738499_cov_13.121_ID_13-snap-gene-1.13-mRNA-1_1&gene=maker-NODE_7_length_738499_cov_13.121_ID_13-snap-gene-1.13&CDS=1-1998, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.13-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.13&CDS=1-939
363	OG0000363	YGR092W, YPR111W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-7.17-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-7.17&CDS=1-1800
364	OG0000364	YGR108W, YPR119W	snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.235-mRNA-1_1&gene=snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.235&CDS=1-1203
365	OG0000365	YGR118W, YPR132W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-0.107&CDS=1-435
366	OG0000366	YGR121C, YPR138C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.18-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.18&CDS=1-1434
367	OG0000367	YGR131W, YPR149W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.21-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.21&CDS=1-513
368	OG0000368	YGR136W, YPR154W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.147-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.147&CDS=1-789
369	OG0000369	YGR138C, YPR156C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.32-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.32&CDS=1-1869
370	OG0000370	YGR141W, YPR157W	snap_masked-NODE_13_length_119991_cov_18.9278_ID_25-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_13_length_119991_cov_18.9278_ID_25-processed-gene-0.146&CDS=1-1284
371	OG0000371	YGR192C, YJR009C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.64-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.64&CDS=1-999
372	OG0000372	YGR209C, YLR043C	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-1.52&CDS=1-306
373	OG0000373	YGR214W, YLR048W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.29-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.29&CDS=1-789
374	OG0000374	YGR238C, YHR158C	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.115&CDS=1-3663
375	OG0000375	YGR241C, YHR161C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.64-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.64&CDS=1-1824
376	OG0000376	YGR243W, YHR162W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.14&CDS=1-378
377	OG0000377	YGR248W, YHR163W	genemark-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-0.57&CDS=1-747
378	OG0000378	YGR281W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-11.68&CDS=1-3951, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-11.95-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-11.95&CDS=1-4062
379	OG0000379	YHL001W, YKL006W	snap_masked-NODE_17_length_35503_cov_22.0361_ID_33-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_17_length_35503_cov_22.0361_ID_33-processed-gene-0.18&CDS=1-399
380	OG0000380	YHL003C, YKL008C	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.122-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.122&CDS=1-1209
381	OG0000381	YHL036W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-0.30&CDS=1-1692, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.35-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.35&CDS=1-1605
382	OG0000382	YHR021C, YKL156W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.179-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.179&CDS=1-246
383	OG0000383	YHR043C, YHR044C	snap_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.5&CDS=1-684
384	OG0000384	YHR047C, YKL157W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.54-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.54&CDS=1-2598
385	OG0000385	YHR115C, YNL116W	augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-3.110&CDS=1-1056
386	OG0000386	YHR117W, YNL121C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.50-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.50&CDS=1-1815
387	OG0000387	YHR131C, YNL144C	augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.29&CDS=1-1863
388	OG0000388	YHR132W-A, YNL157W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-1.24&CDS=1-345
389	OG0000389	YHR135C	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.58-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.58&CDS=1-1518, snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.50-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.50&CDS=1-1272
