	OrthologID	Lachancea_cidri	Saccharomyces_cerevisiae
1234	OG0001234	snap_masked-LACI0D-processed-gene-10.58-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.58&CDS=1-897	YBR037C
1235	OG0001235	snap_masked-LACI0D-processed-gene-10.62-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.62&CDS=1-816	YNL286W
1236	OG0001236	snap_masked-LACI0D-processed-gene-10.63-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.63&CDS=1-2787	YNL287W
1237	OG0001237	snap_masked-LACI0D-processed-gene-10.92-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.92&CDS=1-1053	YNL288W
1238	OG0001238	augustus_masked-LACI0D-processed-gene-10.147-mRNA-1_1&gene=augustus_masked-LACI0D-processed-gene-10.147&CDS=1-720	YNL289W
1239	OG0001239	snap_masked-LACI0D-processed-gene-10.65-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.65&CDS=1-1809	YEL065W
1240	OG0001240	snap_masked-LACI0D-processed-gene-10.94-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.94&CDS=1-987	YNL290W
1241	OG0001241	genemark-LACI0D-processed-gene-10.13-mRNA-1_1&gene=genemark-LACI0D-processed-gene-10.13&CDS=1-1590	YNL291C
1242	OG0001242	augustus_masked-LACI0D-processed-gene-10.149-mRNA-1_1&gene=augustus_masked-LACI0D-processed-gene-10.149&CDS=1-1890	YNL292W
1243	OG0001243	snap_masked-LACI0D-processed-gene-10.66-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.66&CDS=1-600	YOL111C
1244	OG0001244	snap_masked-LACI0D-processed-gene-10.97-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.97&CDS=1-1665	YNL293W
1245	OG0001245	snap_masked-LACI0D-processed-gene-10.67-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.67&CDS=1-1521	YNL294C
1246	OG0001246	snap_masked-LACI0D-processed-gene-10.98-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.98&CDS=1-1449	YNL295W
1247	OG0001247	snap_masked-LACI0D-processed-gene-10.68-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.68&CDS=1-4836	YNL297C
1248	OG0001248	snap_masked-LACI0D-processed-gene-10.69-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.69&CDS=1-501	YOL114C
1249	OG0001249	snap_masked-LACI0D-processed-gene-10.100-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.100&CDS=1-2112	YOL115W
1250	OG0001250	snap_masked-LACI0D-processed-gene-10.101-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.101&CDS=1-1197	YOL116W
1251	OG0001251	snap_masked-LACI0D-processed-gene-10.103-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.103&CDS=1-1785	YOL117W
1252	OG0001252	augustus_masked-LACI0D-processed-gene-10.127-mRNA-1_1&gene=augustus_masked-LACI0D-processed-gene-10.127&CDS=1-549	YLR109W
1253	OG0001253	maker-LACI0D-augustus-gene-10.1-mRNA-1_1&gene=maker-LACI0D-augustus-gene-10.1&CDS=1-237	YPR170W-B
1254	OG0001254	snap_masked-LACI0D-processed-gene-10.74-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.74&CDS=1-852	YLR455W
1255	OG0001255	snap_masked-LACI0D-processed-gene-10.75-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.75&CDS=1-612	YPR172W
1256	OG0001256	snap_masked-LACI0D-processed-gene-10.105-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.105&CDS=1-1281	YPR173C
1257	OG0001257	snap_masked-LACI0D-processed-gene-10.106-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.106&CDS=1-909	YLR457C
1258	OG0001258	snap_masked-LACI0D-processed-gene-10.76-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.76&CDS=1-2142	YPR175W
1259	OG0001259	snap_masked-LACI0D-processed-gene-10.107-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.107&CDS=1-978	YPR176C
1260	OG0001260	snap_masked-LACI0D-processed-gene-10.77-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.77&CDS=1-1419	YPR178W
1261	OG0001261	snap_masked-LACI0D-processed-gene-10.108-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.108&CDS=1-1935	YPR179C
1262	OG0001262	snap_masked-LACI0D-processed-gene-10.78-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.78&CDS=1-1032	YPR180W
1263	OG0001263	snap_masked-LACI0D-processed-gene-10.109-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.109&CDS=1-2271	YPR181C
1264	OG0001264	augustus_masked-LACI0D-processed-gene-10.136-mRNA-1_1&gene=augustus_masked-LACI0D-processed-gene-10.136&CDS=1-1347	YLR459W
1265	OG0001265	augustus_masked-LACI0D-processed-gene-10.137-mRNA-1_1&gene=augustus_masked-LACI0D-processed-gene-10.137&CDS=1-5301	YPR184W
1266	OG0001266	snap_masked-LACI0D-processed-gene-10.83-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.83&CDS=1-1998	YPR185W
1267	OG0001267	genemark-LACI0D-processed-gene-10.53-mRNA-1_1&gene=genemark-LACI0D-processed-gene-10.53&CDS=1-1200	YPR186C
1268	OG0001268	snap_masked-LACI0D-processed-gene-10.84-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.84&CDS=1-465	YPR187W
1269	OG0001269	snap_masked-LACI0D-processed-gene-10.111-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.111&CDS=1-462	YPR188C
1270	OG0001270	snap_masked-LACI0D-processed-gene-10.85-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.85&CDS=1-4218	YPR189W
1271	OG0001271	snap_masked-LACI0D-processed-gene-10.112-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.112&CDS=1-1875	YPR190C
1272	OG0001272	snap_masked-LACI0D-processed-gene-10.86-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-10.86&CDS=1-1104	YPR191W
1273	OG0001273	snap_masked-LACI0E-processed-gene-0.21-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-0.21&CDS=1-1032	YJR154W
1274	OG0001274	augustus_masked-LACI0E-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-0.40&CDS=1-2253	YNR056C
1275	OG0001275	snap_masked-LACI0E-processed-gene-0.25-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-0.25&CDS=1-1131	YGL255W
1276	OG0001276	snap_masked-LACI0E-processed-gene-0.26-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-0.26&CDS=1-963	YPL266W
1277	OG0001277	snap_masked-LACI0E-processed-gene-0.27-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-0.27&CDS=1-1479	YML001W
1278	OG0001278	maker-LACI0E-augustus-gene-0.67-mRNA-1_1&gene=maker-LACI0E-augustus-gene-0.67&CDS=1-2502	YOR002W
1279	OG0001279	snap_masked-LACI0E-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-0.10&CDS=1-948	YOR007C
1280	OG0001280	augustus_masked-LACI0E-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-0.56&CDS=1-3261	YML002W
1281	OG0001281	snap_masked-LACI0E-processed-gene-0.11-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-0.11&CDS=1-882	YOR006C
1282	OG0001282	augustus_masked-LACI0E-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-0.44&CDS=1-4812	YOR005C
1283	OG0001283	genemark-LACI0E-processed-gene-0.101-mRNA-1_1&gene=genemark-LACI0E-processed-gene-0.101&CDS=1-798	YOR004W
1284	OG0001284	snap_masked-LACI0E-processed-gene-0.31-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-0.31&CDS=1-1632	YEL060C
1285	OG0001285	snap_masked-LACI0E-processed-gene-0.32-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-0.32&CDS=1-1512	YPL262W
1286	OG0001286	snap_masked-LACI0E-processed-gene-0.14-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-0.14&CDS=1-1626	YEL058W
1287	OG0001287	snap_masked-LACI0E-processed-gene-0.15-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-0.15&CDS=1-1935	YPL263C
1288	OG0001288	snap_masked-LACI0E-processed-gene-1.41-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.41&CDS=1-1191	YEL056W
1289	OG0001289	snap_masked-LACI0E-processed-gene-1.44-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.44&CDS=1-1545	YPL272C
1290	OG0001290	snap_masked-LACI0E-processed-gene-1.45-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.45&CDS=1-3039	YEL055C
1291	OG0001291	snap_masked-LACI0E-processed-gene-1.46-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.46&CDS=1-1707	YPL269W
1292	OG0001292	snap_masked-LACI0E-processed-gene-1.47-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.47&CDS=1-2589	YPL268W
1293	OG0001293	snap_masked-LACI0E-processed-gene-1.48-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.48&CDS=1-648	YPL267W
1294	OG0001294	snap_masked-LACI0E-processed-gene-1.49-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.49&CDS=1-2208	YOR001W
1295	OG0001295	snap_masked-LACI0E-processed-gene-1.51-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.51&CDS=1-594	YOL003C
1296	OG0001296	snap_masked-LACI0E-processed-gene-1.69-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.69&CDS=1-4317	YOL004W
1297	OG0001297	snap_masked-LACI0E-processed-gene-1.52-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.52&CDS=1-366	YOL005C
1298	OG0001298	snap_masked-LACI0E-processed-gene-1.70-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.70&CDS=1-2088	YMR001C
1299	OG0001299	snap_masked-LACI0E-processed-gene-1.53-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.53&CDS=1-2211	YOL006C
1300	OG0001300	augustus_masked-LACI0E-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-1.12&CDS=1-996	YOL007C
1301	OG0001301	snap_masked-LACI0E-processed-gene-1.55-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.55&CDS=1-465	YMR002W
1302	OG0001302	snap_masked-LACI0E-processed-gene-1.56-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.56&CDS=1-795	YMR003W
1303	OG0001303	snap_masked-LACI0E-processed-gene-1.71-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.71&CDS=1-534	YOL008W
1304	OG0001304	snap_masked-LACI0E-processed-gene-1.57-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.57&CDS=1-837	YOL009C
1305	OG0001305	snap_masked-LACI0E-processed-gene-1.58-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.58&CDS=1-1569	YMR004W
1306	OG0001306	snap_masked-LACI0E-processed-gene-1.72-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.72&CDS=1-1092	YOL010W
1307	OG0001307	snap_masked-LACI0E-processed-gene-1.59-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.59&CDS=1-1200	YMR005W
1308	OG0001308	snap_masked-LACI0E-processed-gene-1.73-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.73&CDS=1-1944	YMR008C
1309	OG0001309	snap_masked-LACI0E-processed-gene-1.60-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.60&CDS=1-402	YOL012C
1310	OG0001310	augustus_masked-LACI0E-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-1.19&CDS=1-1545	YOL013C
1311	OG0001311	augustus_masked-LACI0E-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-1.30&CDS=1-1437	YML043C
1312	OG0001312	snap_masked-LACI0E-processed-gene-1.76-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.76&CDS=1-1710	YLR259C
1313	OG0001313	augustus_masked-LACI0E-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-1.32&CDS=1-639	YLR262C
1314	OG0001314	augustus_masked-LACI0E-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-1.33&CDS=1-2556	YOR168W
1315	OG0001315	snap_masked-LACI0E-processed-gene-1.65-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.65&CDS=1-2448	YLR263W
1316	OG0001316	augustus_masked-LACI0E-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-1.22&CDS=1-1509	YOR166C
1317	OG0001317	snap_masked-LACI0E-processed-gene-1.81-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.81&CDS=1-2346	YOR165W
1318	OG0001318	snap_masked-LACI0E-processed-gene-1.68-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.68&CDS=1-909	YOR164C
1319	OG0001319	augustus_masked-LACI0E-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-1.35&CDS=1-540	YOR163W
1320	OG0001320	augustus_masked-LACI0E-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-1.36&CDS=1-1521	YLR267W
1321	OG0001321	augustus_masked-LACI0E-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.152&CDS=1-732	YOL088C
1322	OG0001322	augustus_masked-LACI0E-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.168&CDS=1-909	YBR151W
1323	OG0001323	genemark-LACI0E-processed-gene-2.22-mRNA-1_1&gene=genemark-LACI0E-processed-gene-2.22&CDS=1-2649	YOL089C
1324	OG0001324	maker-LACI0E-snap-gene-2.197-mRNA-1_1&gene=maker-LACI0E-snap-gene-2.197&CDS=1-3882	YOL090W
1325	OG0001325	augustus_masked-LACI0E-processed-gene-2.171-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.171&CDS=1-2301	YOL091W
1326	OG0001326	snap_masked-LACI0E-processed-gene-2.114-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.114&CDS=1-927	YOL092W
1327	OG0001327	snap_masked-LACI0E-processed-gene-2.115-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.115&CDS=1-858	YOL093W
1328	OG0001328	snap_masked-LACI0E-processed-gene-2.89-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.89&CDS=1-966	YOL094C
1329	OG0001329	augustus_masked-LACI0E-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.155&CDS=1-3918	YDR484W
1330	OG0001330	augustus_masked-LACI0E-processed-gene-2.174-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.174&CDS=1-2055	YDR485C
1331	OG0001331	snap_masked-LACI0E-processed-gene-2.92-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.92&CDS=1-915	YOL096C
1332	OG0001332	augustus_masked-LACI0E-processed-gene-2.175-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.175&CDS=1-681	YDR486C
1333	OG0001333	snap_masked-LACI0E-processed-gene-2.93-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.93&CDS=1-1266	YOL097C
1334	OG0001334	augustus_masked-LACI0E-processed-gene-2.176-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.176&CDS=1-645	YDR487C
1335	OG0001335	snap_masked-LACI0E-processed-gene-2.119-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.119&CDS=1-1902	YDR488C
1336	OG0001336	augustus_masked-LACI0E-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.158&CDS=1-945	YDR489W
1337	OG0001337	snap_masked-LACI0E-processed-gene-2.94-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.94&CDS=1-3102	YOL098C
1338	OG0001338	snap_masked-LACI0E-processed-gene-2.120-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.120&CDS=1-3015	YOL100W
1339	OG0001339	snap_masked-LACI0E-processed-gene-2.96-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.96&CDS=1-354	YDR493W
1340	OG0001340	snap_masked-LACI0E-processed-gene-2.97-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.97&CDS=1-678	YOL102C
1341	OG0001341	augustus_masked-LACI0E-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.162&CDS=1-993	YDR494W
1342	OG0001342	augustus_masked-LACI0E-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.179&CDS=1-2757	YDR495C
1343	OG0001343	snap_masked-LACI0E-processed-gene-2.122-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.122&CDS=1-1977	YDR496C
1344	OG0001344	snap_masked-LACI0E-processed-gene-2.124-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.124&CDS=1-1050	YDR498C
1345	OG0001345	snap_masked-LACI0E-processed-gene-2.99-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.99&CDS=1-1002	YOL104C
1346	OG0001346	snap_masked-LACI0E-processed-gene-2.100-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.100&CDS=1-1323	YNL280C
1347	OG0001347	augustus_masked-LACI0E-processed-gene-2.183-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.183&CDS=1-429	YNL281W
1348	OG0001348	augustus_masked-LACI0E-processed-gene-2.184-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.184&CDS=1-603	YNL282W
1349	OG0001349	augustus_masked-LACI0E-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.164&CDS=1-1188	YNL283C
1350	OG0001350	augustus_masked-LACI0E-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.165&CDS=1-870	YNL284C
1351	OG0001351	snap_masked-LACI0E-processed-gene-2.128-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.128&CDS=1-1011	YOL107W
1352	OG0001352	snap_masked-LACI0E-processed-gene-2.102-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.102&CDS=1-381	YOL108C
1353	OG0001353	augustus_masked-LACI0E-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.166&CDS=1-939	YBR036C
1354	OG0001354	snap_masked-LACI0E-processed-gene-2.129-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.129&CDS=1-1098	YBR026C
1355	OG0001355	snap_masked-LACI0E-processed-gene-2.131-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.131&CDS=1-1515	YBR028C
1356	OG0001356	snap_masked-LACI0E-processed-gene-2.132-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.132&CDS=1-1302	YBR029C
1357	OG0001357	snap_masked-LACI0E-processed-gene-2.133-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.133&CDS=1-1524	YDL030W
1358	OG0001358	snap_masked-LACI0E-processed-gene-2.134-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.134&CDS=1-2895	YDL031W
1359	OG0001359	snap_masked-LACI0E-processed-gene-3.65-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.65&CDS=1-1659	YMR319C
1360	OG0001360	snap_masked-LACI0E-processed-gene-3.68-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.68&CDS=1-1287	YMR034C
1361	OG0001361	snap_masked-LACI0E-processed-gene-3.69-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.69&CDS=1-1680	YOL068C
1362	OG0001362	snap_masked-LACI0E-processed-gene-3.70-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.70&CDS=1-747	YDL043C
1363	OG0001363	augustus_masked-LACI0E-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-3.144&CDS=1-1338	YOL069W
1364	OG0001364	snap_masked-LACI0E-processed-gene-3.72-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.72&CDS=1-1749	YOL070C
1365	OG0001365	snap_masked-LACI0E-processed-gene-3.73-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.73&CDS=1-1209	YDL044C
1366	OG0001366	snap_masked-LACI0E-processed-gene-3.74-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.74&CDS=1-915	YDL045C
1367	OG0001367	maker-LACI0E-augustus-gene-3.1-mRNA-1_1&gene=maker-LACI0E-augustus-gene-3.1&CDS=1-678	YDL045W-A
1368	OG0001368	snap_masked-LACI0E-processed-gene-3.93-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.93&CDS=1-522	YDL046W
1369	OG0001369	maker-LACI0E-augustus-gene-3.2-mRNA-1_1&gene=maker-LACI0E-augustus-gene-3.2&CDS=1-2316	YDL047W
1370	OG0001370	snap_masked-LACI0E-processed-gene-3.75-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.75&CDS=1-1089	YGR072W
1371	OG0001371	snap_masked-LACI0E-processed-gene-3.76-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.76&CDS=1-417	YGR074W
1372	OG0001372	snap_masked-LACI0E-processed-gene-3.97-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.97&CDS=1-780	YGR075C
1373	OG0001373	snap_masked-LACI0E-processed-gene-3.98-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.98&CDS=1-471	YGR076C
1374	OG0001374	snap_masked-LACI0E-processed-gene-3.99-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.99&CDS=1-621	YDR013W
1375	OG0001375	snap_masked-LACI0E-processed-gene-3.77-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.77&CDS=1-1803	YDR014W
1376	OG0001376	augustus_masked-LACI0E-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-3.151&CDS=1-1488	YBR035C
1377	OG0001377	snap_masked-LACI0E-processed-gene-3.78-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.78&CDS=1-1161	YDR014W-A
1378	OG0001378	genemark-LACI0E-processed-gene-3.46-mRNA-1_1&gene=genemark-LACI0E-processed-gene-3.46&CDS=1-2787	YDR017C
1379	OG0001379	snap_masked-LACI0E-processed-gene-3.79-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.79&CDS=1-873	YBR039W
1380	OG0001380	maker-LACI0E-augustus-gene-3.0-mRNA-1_1&gene=maker-LACI0E-augustus-gene-3.0&CDS=1-2895	YBR041W
1381	OG0001381	snap_masked-LACI0E-processed-gene-3.109-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.109&CDS=1-627	YDR020C
1382	OG0001382	snap_masked-LACI0E-processed-gene-3.82-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.82&CDS=1-1194	YDR021W
1383	OG0001383	snap_masked-LACI0E-processed-gene-3.83-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.83&CDS=1-1380	YDR023W
1384	OG0001384	snap_masked-LACI0E-processed-gene-3.110-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.110&CDS=1-1797	YBR045C
1385	OG0001385	snap_masked-LACI0E-processed-gene-3.111-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.111&CDS=1-996	YBR046C
1386	OG0001386	snap_masked-LACI0E-processed-gene-3.84-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.84&CDS=1-522	YBR047W
1387	OG0001387	augustus_masked-LACI0E-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-3.157&CDS=1-1755	YBR049C
1388	OG0001388	genemark-LACI0E-processed-gene-3.55-mRNA-1_1&gene=genemark-LACI0E-processed-gene-3.55&CDS=1-2673	YDR027C
1389	OG0001389	snap_masked-LACI0E-processed-gene-3.114-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.114&CDS=1-2517	YDR028C
1390	OG0001390	snap_masked-LACI0E-processed-gene-3.115-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.115&CDS=1-1242	YDR030C
1391	OG0001391	snap_masked-LACI0E-processed-gene-3.85-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.85&CDS=1-333	YDR031W
1392	OG0001392	snap_masked-LACI0E-processed-gene-3.118-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.118&CDS=1-2307	YDR034C
1393	OG0001393	snap_masked-LACI0E-processed-gene-3.119-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.119&CDS=1-2718	YBR055C
1394	OG0001394	snap_masked-LACI0E-processed-gene-3.88-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.88&CDS=1-1473	YBR056W
1395	OG0001395	snap_masked-LACI0E-processed-gene-3.89-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.89&CDS=1-1116	YDR035W
1396	OG0001396	augustus_masked-LACI0E-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-4.2&CDS=1-4494	YBR058C
1397	OG0001397	snap_masked-LACI0E-processed-gene-4.59-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.59&CDS=1-1671	YBR060C
1398	OG0001398	snap_masked-LACI0E-processed-gene-4.40-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.40&CDS=1-300	YDR045C
1399	OG0001399	snap_masked-LACI0E-processed-gene-4.60-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.60&CDS=1-1020	YDR044W
1400	OG0001400	snap_masked-LACI0E-processed-gene-4.41-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.41&CDS=1-801	YDR043C
1401	OG0001401	snap_masked-LACI0E-processed-gene-4.42-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.42&CDS=1-1020	YBR065C
1402	OG0001402	snap_masked-LACI0E-processed-gene-4.44-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.44&CDS=1-456	YBR062C
1403	OG0001403	snap_masked-LACI0E-processed-gene-4.61-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.61&CDS=1-606	YDR041W
1404	OG0001404	snap_masked-LACI0E-processed-gene-4.45-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.45&CDS=1-909	YBR061C
1405	OG0001405	snap_masked-LACI0E-processed-gene-4.62-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.62&CDS=1-1779	YDR037W
1406	OG0001406	genemark-LACI0E-processed-gene-4.93-mRNA-1_1&gene=genemark-LACI0E-processed-gene-4.93&CDS=1-924	YDR051C
1407	OG0001407	snap_masked-LACI0E-processed-gene-4.47-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.47&CDS=1-744	YDR050C
1408	OG0001408	snap_masked-LACI0E-processed-gene-4.64-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.64&CDS=1-696	YBR070C
