	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034952_Citeromyces_siamensis
273	OG0000273	YFL034C-A, YLR061W	augustus_masked-scf7180000055888-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000055888-processed-gene-0.4&CDS=1-357, maker-scf7180000059610-augustus-gene-0.8-mRNA-1_1&gene=maker-scf7180000059610-augustus-gene-0.8&CDS=1-357
274	OG0000274	YFL047W	augustus_masked-scf7180000054218-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054218-processed-gene-0.2&CDS=1-1056, augustus_masked-scf7180000059683-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000059683-processed-gene-0.28&CDS=1-2172, augustus_masked-scf7180000060049-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000060049-processed-gene-0.2&CDS=1-1047
275	OG0000275	YFL048C, YLR080W	maker-scf7180000057938-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000057938-snap-gene-0.2&CDS=1-969, snap_masked-scf7180000059683-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000059683-processed-gene-0.40&CDS=1-1383
276	OG0000276	YFL050C, YOL130W	augustus_masked-scf7180000056716-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000056716-processed-gene-0.1&CDS=1-1338, augustus_masked-scf7180000061724-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000061724-processed-gene-0.7&CDS=1-3678
277	OG0000277	YFR005C	augustus_masked-scf7180000057797-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000057797-processed-gene-0.3&CDS=1-534, augustus_masked-scf7180000060089-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000060089-processed-gene-0.5&CDS=1-1191, snap_masked-scf7180000057588-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000057588-processed-gene-0.0&CDS=1-300
278	OG0000278	YFR031C-A, YIL018W	augustus_masked-scf7180000053906-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053906-processed-gene-0.2&CDS=1-762, augustus_masked-scf7180000061765-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000061765-processed-gene-0.23&CDS=1-762
279	OG0000279	YFR052W	augustus_masked-scf7180000053564-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053564-processed-gene-0.0&CDS=1-363, augustus_masked-scf7180000056966-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000056966-processed-gene-0.2&CDS=1-522, augustus_masked-scf7180000059906-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000059906-processed-gene-0.17&CDS=1-819
280	OG0000280	YGL020C	augustus_masked-scf7180000053639-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000053639-processed-gene-0.4&CDS=1-527, augustus_masked-scf7180000054616-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000054616-processed-gene-0.5&CDS=1-510, snap_masked-scf7180000053720-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000053720-processed-gene-0.3&CDS=1-303
281	OG0000281	YGL038C	augustus_masked-scf7180000060345-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000060345-processed-gene-0.6&CDS=1-447, augustus_masked-scf7180000060868-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060868-processed-gene-0.1&CDS=1-384, maker-scf7180000053837-snap-gene-0.9-mRNA-1_1&gene=maker-scf7180000053837-snap-gene-0.9&CDS=1-2181
282	OG0000282	YGL041W-A, YGR155W	augustus_masked-scf7180000056027-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000056027-processed-gene-0.2&CDS=1-219, maker-scf7180000054045-augustus-gene-0.24-mRNA-1_1&gene=maker-scf7180000054045-augustus-gene-0.24&CDS=1-1995
283	OG0000283	YGL049C, YGR162W	augustus_masked-scf7180000053621-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053621-processed-gene-0.3&CDS=1-2385, augustus_masked-scf7180000055141-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000055141-processed-gene-0.0&CDS=1-1041
284	OG0000284	YGL073W	augustus_masked-scf7180000059664-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000059664-processed-gene-0.10&CDS=1-1221, snap_masked-scf7180000056051-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000056051-processed-gene-0.1&CDS=1-282, snap_masked-scf7180000059516-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000059516-processed-gene-0.0&CDS=1-255
285	OG0000285	YGL079W	augustus_masked-scf7180000053842-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000053842-processed-gene-0.4&CDS=1-474, snap_masked-scf7180000060337-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000060337-processed-gene-0.8&CDS=1-474, snap_masked-scf7180000061624-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000061624-processed-gene-0.0&CDS=1-195
286	OG0000286	YGL082W, YPL191C	augustus_masked-scf7180000055303-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055303-processed-gene-0.1&CDS=1-423, augustus_masked-scf7180000059664-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000059664-processed-gene-0.9&CDS=1-1044
287	OG0000287	YGL112C	augustus_masked-scf7180000055827-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000055827-processed-gene-0.0&CDS=1-864, augustus_masked-scf7180000055945-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055945-processed-gene-0.2&CDS=1-603, augustus_masked-scf7180000059930-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000059930-processed-gene-0.3&CDS=1-1491
288	OG0000288	YGL126W	augustus_masked-scf7180000053789-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000053789-processed-gene-0.4&CDS=1-504, maker-scf7180000059338-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000059338-snap-gene-0.0&CDS=1-567, snap_masked-scf7180000059630-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000059630-processed-gene-0.5&CDS=1-423
289	OG0000289	YGL131C	augustus_masked-scf7180000055299-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000055299-processed-gene-0.8&CDS=1-3507, maker-scf7180000056672-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000056672-snap-gene-0.2&CDS=1-2313, snap_masked-scf7180000056142-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000056142-processed-gene-0.1&CDS=1-315
290	OG0000290	YGL141W	augustus_masked-scf7180000055286-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000055286-processed-gene-0.4&CDS=1-564, augustus_masked-scf7180000056943-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000056943-processed-gene-0.1&CDS=1-615, augustus_masked-scf7180000059764-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000059764-processed-gene-0.7&CDS=1-2556
291	OG0000291	YGL147C, YNL067W	augustus_masked-scf7180000057698-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057698-processed-gene-0.1&CDS=1-573, augustus_masked-scf7180000059727-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000059727-processed-gene-0.19&CDS=1-573
292	OG0000292	YGL166W, YPR008W	genemark-scf7180000059285-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000059285-processed-gene-0.2&CDS=1-1065, genemark-scf7180000059675-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000059675-processed-gene-0.10&CDS=1-1104
293	OG0000293	YGL238W, YGL240W	maker-scf7180000053818-augustus-gene-0.31-mRNA-1_1&gene=maker-scf7180000053818-augustus-gene-0.31&CDS=1-3732, maker-scf7180000058020-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000058020-snap-gene-0.2&CDS=1-723
294	OG0000294	YGL257C, YNR059W	augustus_masked-scf7180000053591-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000053591-processed-gene-0.7&CDS=1-1860, augustus_masked-scf7180000060573-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000060573-processed-gene-0.4&CDS=1-1359
295	OG0000295	YGR003W	augustus_masked-scf7180000054240-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054240-processed-gene-0.1&CDS=1-1155, augustus_masked-scf7180000059372-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000059372-processed-gene-0.0&CDS=1-342, augustus_masked-scf7180000061574-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061574-processed-gene-0.2&CDS=1-2259
296	OG0000296	YGR007W	augustus_masked-scf7180000053639-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000053639-processed-gene-0.5&CDS=1-1074, augustus_masked-scf7180000058580-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000058580-processed-gene-0.1&CDS=1-546, snap_masked-scf7180000055858-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000055858-processed-gene-0.3&CDS=1-258
297	OG0000297	YGR014W	augustus_masked-scf7180000054016-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054016-processed-gene-0.0&CDS=1-2169, snap_masked-scf7180000057088-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000057088-processed-gene-0.0&CDS=1-237, snap_masked-scf7180000059675-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000059675-processed-gene-0.7&CDS=1-3714
298	OG0000298	YGR047C	augustus_masked-scf7180000058539-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000058539-processed-gene-0.0&CDS=1-651, maker-scf7180000053819-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000053819-augustus-gene-0.2&CDS=1-2877, maker-scf7180000058368-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000058368-snap-gene-0.0&CDS=1-1455
299	OG0000299	YGR052W	augustus_masked-scf7180000054483-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000054483-processed-gene-0.21&CDS=1-1347, snap_masked-scf7180000057066-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000057066-processed-gene-0.1&CDS=1-516, snap_masked-scf7180000058525-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000058525-processed-gene-0.5&CDS=1-321
300	OG0000300	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	
301	OG0000301	YGR118W, YPR132W	augustus_masked-scf7180000053565-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000053565-processed-gene-0.11&CDS=1-435, augustus_masked-scf7180000054681-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000054681-processed-gene-0.5&CDS=1-435
302	OG0000302	YGR131W, YPR149W	augustus_masked-scf7180000054162-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000054162-processed-gene-0.11&CDS=1-513, augustus_masked-scf7180000061372-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000061372-processed-gene-0.3&CDS=1-513
303	OG0000303	YGR134W	augustus_masked-scf7180000053964-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053964-processed-gene-0.3&CDS=1-1278, genemark-scf7180000054542-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000054542-processed-gene-0.0&CDS=1-1455, snap_masked-scf7180000059843-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000059843-processed-gene-0.1&CDS=1-2727
304	OG0000304	YGR141W, YPR157W	genemark-scf7180000054516-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000054516-processed-gene-0.1&CDS=1-771, snap_masked-scf7180000053585-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000053585-processed-gene-0.5&CDS=1-1266
305	OG0000305	YGR165W	genemark-scf7180000057201-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000057201-processed-gene-0.2&CDS=1-420, maker-scf7180000059552-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000059552-snap-gene-0.0&CDS=1-429, maker-scf7180000059760-augustus-gene-0.26-mRNA-1_1&gene=maker-scf7180000059760-augustus-gene-0.26&CDS=1-939
306	OG0000306	YGR170W	augustus_masked-scf7180000053795-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053795-processed-gene-0.1&CDS=1-978, augustus_masked-scf7180000053962-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053962-processed-gene-0.2&CDS=1-2619, augustus_masked-scf7180000055820-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055820-processed-gene-0.1&CDS=1-1722
307	OG0000307	YGR186W	augustus_masked-scf7180000053775-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053775-processed-gene-0.2&CDS=1-1725, augustus_masked-scf7180000060129-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000060129-processed-gene-0.3&CDS=1-414, augustus_masked-scf7180000061035-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061035-processed-gene-0.2&CDS=1-621
308	OG0000308	YGR209C, YLR043C	augustus_masked-scf7180000056130-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000056130-processed-gene-0.7&CDS=1-309, augustus_masked-scf7180000059781-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000059781-processed-gene-0.15&CDS=1-309
309	OG0000309	YGR241C, YHR161C	augustus_masked-scf7180000056646-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000056646-processed-gene-0.3&CDS=1-1653, maker-scf7180000061763-snap-gene-0.6-mRNA-1_1&gene=maker-scf7180000061763-snap-gene-0.6&CDS=1-576
310	OG0000310	YGR276C	augustus_masked-scf7180000053662-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000053662-processed-gene-0.7&CDS=1-981, augustus_masked-scf7180000061377-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000061377-processed-gene-0.3&CDS=1-558, snap_masked-scf7180000060055-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000060055-processed-gene-0.6&CDS=1-1848
311	OG0000311	YHL001W, YKL006W	augustus_masked-scf7180000059753-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059753-processed-gene-0.1&CDS=1-399, snap_masked-scf7180000057039-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000057039-processed-gene-0.5&CDS=1-324
312	OG0000312	YHL003C, YKL008C	augustus_masked-scf7180000060658-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060658-processed-gene-0.1&CDS=1-765, genemark-scf7180000053600-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000053600-processed-gene-0.5&CDS=1-1221
313	OG0000313	YHL017W, YKL039W	augustus_masked-scf7180000056658-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000056658-processed-gene-0.5&CDS=1-1671, augustus_masked-scf7180000056688-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000056688-processed-gene-0.2&CDS=1-687
314	OG0000314	YHL024W	augustus_masked-scf7180000055425-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000055425-processed-gene-0.11&CDS=1-1269, augustus_masked-scf7180000058929-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000058929-processed-gene-0.1&CDS=1-690, snap_masked-scf7180000059188-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000059188-processed-gene-0.1&CDS=1-249
315	OG0000315	YHR029C	augustus_masked-scf7180000053656-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053656-processed-gene-0.0&CDS=1-852, snap_masked-scf7180000057890-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000057890-processed-gene-0.5&CDS=1-285, snap_masked-scf7180000059500-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000059500-processed-gene-0.0&CDS=1-282
316	OG0000316	YHR062C	augustus_masked-scf7180000053620-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000053620-processed-gene-0.71&CDS=1-843, genemark-scf7180000058601-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000058601-processed-gene-0.0&CDS=1-243, snap_masked-scf7180000055065-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000055065-processed-gene-0.0&CDS=1-327
317	OG0000317	YHR075C, YJL033W	augustus_masked-scf7180000053665-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053665-processed-gene-0.3&CDS=1-3354, maker-scf7180000057154-snap-gene-0.1-mRNA-1_1&gene=maker-scf7180000057154-snap-gene-0.1&CDS=1-990
318	OG0000318	YHR110W	maker-scf7180000059627-augustus-gene-0.22-mRNA-1_1&gene=maker-scf7180000059627-augustus-gene-0.22&CDS=1-636, maker-scf7180000060860-augustus-gene-0.3-mRNA-1_1&gene=maker-scf7180000060860-augustus-gene-0.3&CDS=1-636, maker-scf7180000060893-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000060893-augustus-gene-0.0&CDS=1-453
319	OG0000319	YHR115C, YNL116W	snap_masked-scf7180000059218-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000059218-processed-gene-0.0&CDS=1-516, snap_masked-scf7180000061321-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000061321-processed-gene-0.1&CDS=1-1032
320	OG0000320	YHR131C, YNL144C	snap_masked-scf7180000055802-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000055802-processed-gene-0.0&CDS=1-972, snap_masked-scf7180000056092-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000056092-processed-gene-0.8&CDS=1-1185
321	OG0000321	YHR132W-A, YNL157W	augustus_masked-scf7180000054389-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054389-processed-gene-0.1&CDS=1-663, augustus_masked-scf7180000059773-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000059773-processed-gene-0.43&CDS=1-1008
322	OG0000322	YHR133C, YNL156C	augustus_masked-scf7180000059773-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000059773-processed-gene-0.52&CDS=1-903, augustus_masked-scf7180000060287-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060287-processed-gene-0.1&CDS=1-906
323	OG0000323	YHR151C	augustus_masked-scf7180000061497-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061497-processed-gene-0.2&CDS=1-540, snap_masked-scf7180000054895-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000054895-processed-gene-0.1&CDS=1-906, snap_masked-scf7180000059689-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000059689-processed-gene-0.15&CDS=1-1572
324	OG0000324	YHR172W	augustus_masked-scf7180000054780-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054780-processed-gene-0.1&CDS=1-1059, augustus_masked-scf7180000055018-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055018-processed-gene-0.1&CDS=1-762, snap_masked-scf7180000055539-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000055539-processed-gene-0.31&CDS=1-2319
325	OG0000325	YHR176W	augustus_masked-scf7180000054524-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054524-processed-gene-0.1&CDS=1-1518, maker-scf7180000053578-snap-gene-0.40-mRNA-1_1&gene=maker-scf7180000053578-snap-gene-0.40&CDS=1-2868, maker-scf7180000054768-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000054768-snap-gene-0.0&CDS=1-1233
326	OG0000326	YHR206W	augustus_masked-scf7180000054030-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054030-processed-gene-0.0&CDS=1-1332, augustus_masked-scf7180000054866-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054866-processed-gene-0.2&CDS=1-531, augustus_masked-scf7180000061266-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061266-processed-gene-0.2&CDS=1-648
327	OG0000327	YIL005W	augustus_masked-scf7180000058358-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000058358-processed-gene-0.0&CDS=1-603, augustus_masked-scf7180000059787-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000059787-processed-gene-0.11&CDS=1-2088, snap_masked-scf7180000058358-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000058358-processed-gene-0.1&CDS=1-504
328	OG0000328	YIL010W	augustus_masked-scf7180000057707-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057707-processed-gene-0.1&CDS=1-723, augustus_masked-scf7180000058800-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000058800-processed-gene-0.8&CDS=1-870, augustus_masked-scf7180000061708-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000061708-processed-gene-0.94&CDS=1-840
329	OG0000329	YIL017C	augustus_masked-scf7180000055499-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000055499-processed-gene-0.8&CDS=1-2121, augustus_masked-scf7180000060561-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000060561-processed-gene-0.3&CDS=1-414, augustus_masked-scf7180000061374-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000061374-processed-gene-0.0&CDS=1-1539
330	OG0000330	YIL026C	augustus_masked-scf7180000059928-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000059928-processed-gene-0.4&CDS=1-2457, maker-scf7180000057924-augustus-gene-0.4-mRNA-1_1&gene=maker-scf7180000057924-augustus-gene-0.4&CDS=1-1428, snap_masked-scf7180000059283-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000059283-processed-gene-0.0&CDS=1-357
331	OG0000331	YIL030C	augustus_masked-scf7180000053950-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053950-processed-gene-0.1&CDS=1-1035, augustus_masked-scf7180000054279-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054279-processed-gene-0.2&CDS=1-312, snap_masked-scf7180000061138-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000061138-processed-gene-0.2&CDS=1-2982
332	OG0000332	YIL068C	augustus_masked-scf7180000055672-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055672-processed-gene-0.1&CDS=1-1026, augustus_masked-scf7180000060208-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000060208-processed-gene-0.26&CDS=1-2268, augustus_masked-scf7180000060263-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000060263-processed-gene-0.0&CDS=1-1236
