	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035696_Hanseniaspora_singularis
590	OG0000590	YBR212W	augustus_masked-flattened_line_52-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.104&CDS=1-1968
591	OG0000591	YBR213W	snap_masked-flattened_line_52-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.162&CDS=1-918
592	OG0000592	YBR215W	augustus_masked-flattened_line_52-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.99&CDS=1-552
593	OG0000593	YBR218C	snap_masked-flattened_line_52-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.129&CDS=1-3525
594	OG0000594	YBR220C	augustus_masked-flattened_line_52-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.69&CDS=1-1578
595	OG0000595	YBR221C	augustus_masked-flattened_line_52-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.68&CDS=1-1059
596	OG0000596	YBR227C	augustus_masked-flattened_line_52-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.67&CDS=1-1530
597	OG0000597	YBR228W	augustus_masked-flattened_line_32-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.218&CDS=1-924
598	OG0000598	YBR229C	genemark-flattened_line_32-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.102&CDS=1-2928
599	OG0000599	YBR230C	snap_masked-flattened_line_32-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.5&CDS=1-462
600	OG0000600	YBR231C	augustus_masked-flattened_line_94-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.72&CDS=1-840
601	OG0000601	YBR234C	snap_masked-flattened_line_12-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.68&CDS=1-1158
602	OG0000602	YBR235W	augustus_masked-flattened_line_12-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.104&CDS=1-3222
603	OG0000603	YBR236C	snap_masked-flattened_line_12-processed-gene-1.70-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.70&CDS=1-1344
604	OG0000604	YBR239C	augustus_masked-flattened_line_167-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_167-processed-gene-0.18&CDS=1-1920
605	OG0000605	YBR240C	augustus_masked-flattened_line_138-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.9&CDS=1-1476
606	OG0000606	YBR243C	snap_masked-flattened_line_138-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.49&CDS=1-1338
607	OG0000607	YBR247C	snap_masked-flattened_line_98-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.51&CDS=1-1395
608	OG0000608	YBR248C	maker-flattened_line_98-snap-gene-0.67-mRNA-1_1&gene=maker-flattened_line_98-snap-gene-0.67&CDS=1-2715
609	OG0000609	YBR251W	augustus_masked-flattened_line_66-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.131&CDS=1-1209
610	OG0000610	YBR254C	snap_masked-flattened_line_82-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.112&CDS=1-624
611	OG0000611	YBR255C-A	maker-flattened_line_82-augustus-gene-0.46-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.46&CDS=1-1545
612	OG0000612	YBR256C	augustus_masked-flattened_line_82-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.16&CDS=1-639
613	OG0000613	YBR257W	snap_masked-flattened_line_72-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.41&CDS=1-897
614	OG0000614	YBR260C	snap_masked-flattened_line_4-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.29&CDS=1-2211
615	OG0000615	YBR261C	snap_masked-flattened_line_92-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.83&CDS=1-747
616	OG0000616	YBR265W	augustus_masked-flattened_line_2-processed-gene-2.203-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.203&CDS=1-942
617	OG0000617	YBR267W	snap_masked-flattened_line_2-processed-gene-2.23-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.23&CDS=1-1305
618	OG0000618	YBR269C	augustus_masked-flattened_line_2-processed-gene-2.236-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.236&CDS=1-492
619	OG0000619	YBR271W	augustus_masked-flattened_line_2-processed-gene-2.246-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.246&CDS=1-1062
620	OG0000620	YBR272C	augustus_masked-flattened_line_2-processed-gene-2.209-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.209&CDS=1-1491
621	OG0000621	YBR274W	augustus_masked-flattened_line_2-processed-gene-2.210-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.210&CDS=1-1632
622	OG0000622	YBR276C	augustus_masked-flattened_line_2-processed-gene-2.201-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.201&CDS=1-2490
623	OG0000623	YBR279W	snap_masked-flattened_line_4-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.20&CDS=1-1305
624	OG0000624	YBR281C	augustus_masked-flattened_line_4-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.97&CDS=1-2745
625	OG0000625	YBR282W	augustus_masked-flattened_line_2-processed-gene-2.216-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.216&CDS=1-453
626	OG0000626	YBR286W	augustus_masked-flattened_line_2-processed-gene-2.187-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.187&CDS=1-1626
627	OG0000627	YBR289W	snap_masked-flattened_line_22-processed-gene-0.200-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.200&CDS=1-3456
628	OG0000628	YBR290W	augustus_masked-flattened_line_22-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.5&CDS=1-1320
629	OG0000629	YCL001W	augustus_masked-flattened_line_4-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.52&CDS=1-624
630	OG0000630	YCL002C	genemark-flattened_line_4-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.1&CDS=1-855
631	OG0000631	YCL004W	augustus_masked-flattened_line_4-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.53&CDS=1-1458
632	OG0000632	YCL005W-A	snap_masked-flattened_line_4-processed-gene-1.105-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.105&CDS=1-234
633	OG0000633	YCL009C	genemark-flattened_line_4-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.42&CDS=1-903
634	OG0000634	YCL010C	snap_masked-flattened_line_4-processed-gene-1.118-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.118&CDS=1-1281
635	OG0000635	YCL014W	snap_masked-flattened_line_4-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.21&CDS=1-4482
636	OG0000636	YCL016C	augustus_masked-flattened_line_4-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.98&CDS=1-1134
637	OG0000637	YCL017C	augustus_masked-flattened_line_4-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.99&CDS=1-1524
638	OG0000638	YCL018W	snap_masked-flattened_line_4-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.24&CDS=1-1095
639	OG0000639	YCL027W	augustus_masked-flattened_line_14-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.10&CDS=1-1404
640	OG0000640	YCL030C	augustus_masked-flattened_line_14-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.12&CDS=1-2379
641	OG0000641	YCL031C	augustus_masked-flattened_line_14-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.14&CDS=1-753
642	OG0000642	YCL032W	augustus_masked-flattened_line_14-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.42&CDS=1-870
643	OG0000643	YCL033C	augustus_masked-flattened_line_14-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.15&CDS=1-516
644	OG0000644	YCL034W	snap_masked-flattened_line_14-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.115&CDS=1-1059
645	OG0000645	YCL038C	augustus_masked-flattened_line_14-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.18&CDS=1-1788
646	OG0000646	YCL043C	snap_masked-flattened_line_14-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.62&CDS=1-1632
647	OG0000647	YCL044C	augustus_masked-flattened_line_14-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.96&CDS=1-1359
648	OG0000648	YCL045C	augustus_masked-flattened_line_14-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.95&CDS=1-2322
649	OG0000649	YCL047C	augustus_masked-flattened_line_14-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.93&CDS=1-744
650	OG0000650	YCL054W	genemark-flattened_line_209-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_209-processed-gene-0.3&CDS=1-2760
651	OG0000651	YCL055W	maker-flattened_line_209-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_209-snap-gene-0.0&CDS=1-864
652	OG0000652	YCL059C	augustus_masked-flattened_line_385-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_385-processed-gene-0.3&CDS=1-879
653	OG0000653	YCR002C	augustus_masked-flattened_line_4-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.50&CDS=1-1011
654	OG0000654	YCR003W	snap_masked-flattened_line_4-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.38&CDS=1-549
655	OG0000655	YCR009C	snap_masked-flattened_line_2-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.23&CDS=1-792
656	OG0000656	YCR011C	snap_masked-flattened_line_54-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.8&CDS=1-3072
657	OG0000657	YCR012W	augustus_masked-flattened_line_4-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.77&CDS=1-1896
658	OG0000658	YCR017C	snap_masked-flattened_line_4-processed-gene-1.144-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.144&CDS=1-2934
659	OG0000659	YCR019W	augustus_masked-flattened_line_114-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.13&CDS=1-1053
660	OG0000660	YCR024C	augustus_masked-flattened_line_4-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.68&CDS=1-1473
661	OG0000661	YCR028C	augustus_masked-flattened_line_62-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.49&CDS=1-1593
662	OG0000662	YCR028C-A	snap_masked-flattened_line_62-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.129&CDS=1-369
663	OG0000663	YCR030C	augustus_masked-flattened_line_62-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.13&CDS=1-2433
664	OG0000664	YCR032W	augustus_masked-flattened_line_62-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.32&CDS=1-5874
665	OG0000665	YCR033W	snap_masked-flattened_line_62-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.123&CDS=1-2613
666	OG0000666	YCR034W	augustus_masked-flattened_line_62-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.30&CDS=1-993
667	OG0000667	YCR035C	augustus_masked-flattened_line_62-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.10&CDS=1-1155
668	OG0000668	YCR036W	augustus_masked-flattened_line_62-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.29&CDS=1-1065
669	OG0000669	YCR042C	augustus_masked-flattened_line_14-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.46&CDS=1-4449
670	OG0000670	YCR043C	augustus_masked-flattened_line_14-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.20&CDS=1-522
671	OG0000671	YCR044C	augustus_masked-flattened_line_14-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.79&CDS=1-1815
672	OG0000672	YCR045C	snap_masked-flattened_line_50-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.51&CDS=1-1734
673	OG0000673	YCR047C	snap_masked-flattened_line_50-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.53&CDS=1-930
674	OG0000674	YCR051W	snap_masked-flattened_line_0-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.2&CDS=1-678
675	OG0000675	YCR053W	augustus_masked-flattened_line_0-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.122&CDS=1-2751
676	OG0000676	YCR054C	snap_masked-flattened_line_0-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.19&CDS=1-1722
677	OG0000677	YCR057C	augustus_masked-flattened_line_0-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.125&CDS=1-2580
678	OG0000678	YCR059C	augustus_masked-flattened_line_0-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.126&CDS=1-897
679	OG0000679	YCR061W	augustus_masked-flattened_line_0-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.105&CDS=1-1920
680	OG0000680	YCR063W	snap_masked-flattened_line_0-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.4&CDS=1-462
681	OG0000681	YCR065W	snap_masked-flattened_line_0-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.5&CDS=1-1827
682	OG0000682	YCR066W	augustus_masked-flattened_line_0-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.108&CDS=1-1203
683	OG0000683	YCR068W	augustus_masked-flattened_line_0-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.110&CDS=1-1407
684	OG0000684	YCR069W	snap_masked-flattened_line_96-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.41&CDS=1-1068
685	OG0000685	YCR072C	snap_masked-flattened_line_96-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.28&CDS=1-1545
686	OG0000686	YCR075C	genemark-flattened_line_76-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.59&CDS=1-693
687	OG0000687	YCR075W-A	augustus_masked-flattened_line_76-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.109&CDS=1-258
688	OG0000688	YCR077C	maker-flattened_line_76-augustus-gene-0.39-mRNA-1_1&gene=maker-flattened_line_76-augustus-gene-0.39&CDS=1-3180
689	OG0000689	YCR079W	snap_masked-flattened_line_76-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.7&CDS=1-1380
690	OG0000690	YCR084C	augustus_masked-flattened_line_104-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.93&CDS=1-2289
691	OG0000691	YCR087C-A	snap_masked-flattened_line_104-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.9&CDS=1-465
692	OG0000692	YCR088W	snap_masked-flattened_line_104-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.23&CDS=1-1866
693	OG0000693	YCR090C	snap_masked-flattened_line_104-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.5&CDS=1-582
694	OG0000694	YCR092C	snap_masked-flattened_line_76-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.33&CDS=1-2829
695	OG0000695	YCR093W	maker-flattened_line_76-augustus-gene-0.40-mRNA-1_1&gene=maker-flattened_line_76-augustus-gene-0.40&CDS=1-7773
696	OG0000696	YCR095C	maker-flattened_line_76-snap-gene-0.114-mRNA-1_1&gene=maker-flattened_line_76-snap-gene-0.114&CDS=1-1581
697	OG0000697	YDL001W	augustus_masked-flattened_line_74-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.9&CDS=1-1509
698	OG0000698	YDL004W	augustus_masked-flattened_line_50-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.128&CDS=1-471
699	OG0000699	YDL006W	augustus_masked-flattened_line_56-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.38&CDS=1-873
700	OG0000700	YDL007W	augustus_masked-flattened_line_50-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.159&CDS=1-1398
701	OG0000701	YDL008W	snap_masked-flattened_line_110-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.28&CDS=1-507
702	OG0000702	YDL013W	augustus_masked-flattened_line_56-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.14&CDS=1-2526
703	OG0000703	YDL014W	snap_masked-flattened_line_50-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.33&CDS=1-984
704	OG0000704	YDL015C	augustus_masked-flattened_line_50-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.130&CDS=1-888
705	OG0000705	YDL017W	snap_masked-flattened_line_50-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.35&CDS=1-1596
706	OG0000706	YDL020C	snap_masked-flattened_line_66-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.68&CDS=1-1665
707	OG0000707	YDL028C	augustus_masked-flattened_line_251-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_251-processed-gene-0.4&CDS=1-1683
708	OG0000708	YDL029W	snap_masked-flattened_line_251-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_251-processed-gene-0.1&CDS=1-1179
709	OG0000709	YDL030W	snap_masked-flattened_line_56-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.72&CDS=1-1512
710	OG0000710	YDL031W	snap_masked-flattened_line_56-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.71&CDS=1-3009
711	OG0000711	YDL033C	genemark-flattened_line_56-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.151&CDS=1-1509
712	OG0000712	YDL040C	augustus_masked-flattened_line_22-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.23&CDS=1-2496
713	OG0000713	YDL043C	augustus_masked-flattened_line_76-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.102&CDS=1-798
714	OG0000714	YDL045C	augustus_masked-flattened_line_66-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.118&CDS=1-891
715	OG0000715	YDL046W	augustus_masked-flattened_line_110-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.101&CDS=1-519
716	OG0000716	YDL047W	snap_masked-flattened_line_110-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.30&CDS=1-1257
717	OG0000717	YDL052C	snap_masked-flattened_line_26-processed-gene-0.189-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.189&CDS=1-945
718	OG0000718	YDL054C	snap_masked-flattened_line_116-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.70&CDS=1-1791
719	OG0000719	YDL055C	augustus_masked-flattened_line_26-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.132&CDS=1-1095
720	OG0000720	YDL056W	augustus_masked-flattened_line_26-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.133&CDS=1-2937
721	OG0000721	YDL058W	augustus_masked-flattened_line_26-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.95&CDS=1-6789
722	OG0000722	YDL060W	snap_masked-flattened_line_26-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.165&CDS=1-2373
723	OG0000723	YDL063C	augustus_masked-flattened_line_26-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.129&CDS=1-1842
