	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035688_Cyberlindnera_xylosilytica
945	OG0000945	YDL140C	maker-flattened_line_98-snap-gene-0.79-mRNA-1_1&gene=maker-flattened_line_98-snap-gene-0.79&CDS=1-5193
946	OG0000946	YDL141W	augustus_masked-flattened_line_98-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.5&CDS=1-2037
947	OG0000947	YDL143W	snap_masked-flattened_line_98-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.93&CDS=1-1575
948	OG0000948	YDL145C	maker-flattened_line_74-snap-gene-0.70-mRNA-1_1&gene=maker-flattened_line_74-snap-gene-0.70&CDS=1-4890
949	OG0000949	YDL146W	snap_masked-flattened_line_74-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.52&CDS=1-1350
950	OG0000950	YDL147W	maker-flattened_line_74-snap-gene-0.74-mRNA-1_1&gene=maker-flattened_line_74-snap-gene-0.74&CDS=1-1335
951	OG0000951	YDL148C	snap_masked-flattened_line_74-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.30&CDS=1-2448
952	OG0000952	YDL149W	snap_masked-flattened_line_24-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.10&CDS=1-2562
953	OG0000953	YDL150W	snap_masked-flattened_line_98-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.92&CDS=1-939
954	OG0000954	YDL153C	snap_masked-flattened_line_98-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.107&CDS=1-1740
955	OG0000955	YDL154W	snap_masked-flattened_line_98-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.91&CDS=1-2358
956	OG0000956	YDL156W	snap_masked-flattened_line_18-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.86&CDS=1-1575
957	OG0000957	YDL157C	snap_masked-flattened_line_18-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.59&CDS=1-312
958	OG0000958	YDL159W	snap_masked-flattened_line_18-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.87&CDS=1-1380
959	OG0000959	YDL160C	snap_masked-flattened_line_18-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.60&CDS=1-1665
960	OG0000960	YDL164C	snap_masked-flattened_line_144-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.26&CDS=1-2658
961	OG0000961	YDL165W	snap_masked-flattened_line_3-processed-gene-2.43-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.43&CDS=1-567
962	OG0000962	YDL166C	snap_masked-flattened_line_3-processed-gene-2.23-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.23&CDS=1-552
963	OG0000963	YDL167C	snap_masked-flattened_line_3-processed-gene-3.113-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.113&CDS=1-1746
964	OG0000964	YDL168W	snap_masked-flattened_line_3-processed-gene-3.114-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.114&CDS=1-1149
965	OG0000965	YDL169C	snap_masked-flattened_line_3-processed-gene-2.36-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.36&CDS=1-708
966	OG0000966	YDL170W	snap_masked-flattened_line_18-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.56&CDS=1-2292
967	OG0000967	YDL171C	snap_masked-flattened_line_18-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.58&CDS=1-6375
968	OG0000968	YDL174C	snap_masked-flattened_line_54-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.137&CDS=1-1686
969	OG0000969	YDL177C	snap_masked-flattened_line_46-processed-gene-0.202-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.202&CDS=1-456
970	OG0000970	YDL178W	snap_masked-flattened_line_46-processed-gene-0.260-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.260&CDS=1-1599
971	OG0000971	YDL180W	snap_masked-flattened_line_142-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.52&CDS=1-1107
972	OG0000972	YDL185W	maker-flattened_line_40-snap-gene-1.135-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-1.135&CDS=1-3879
973	OG0000973	YDL189W	snap_masked-flattened_line_90-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.118&CDS=1-1341
974	OG0000974	YDL190C	snap_masked-flattened_line_90-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.96&CDS=1-3087
975	OG0000975	YDL193W	snap_masked-flattened_line_90-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.91&CDS=1-927
976	OG0000976	YDL195W	snap_masked-flattened_line_14-processed-gene-1.70-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.70&CDS=1-3681
977	OG0000977	YDL198C	snap_masked-flattened_line_32-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.92&CDS=1-906
978	OG0000978	YDL201W	snap_masked-flattened_line_62-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.141&CDS=1-882
979	OG0000979	YDL202W	snap_masked-flattened_line_32-processed-gene-1.131-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.131&CDS=1-711
980	OG0000980	YDL203C	snap_masked-flattened_line_0-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.46&CDS=1-1557
981	OG0000981	YDL205C	snap_masked-flattened_line_26-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.123&CDS=1-1227
982	OG0000982	YDL207W	snap_masked-flattened_line_88-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.78&CDS=1-1707
983	OG0000983	YDL208W	snap_masked-flattened_line_88-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.67&CDS=1-459
984	OG0000984	YDL209C	snap_masked-flattened_line_26-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.124&CDS=1-966
985	OG0000985	YDL210W	snap_masked-flattened_line_166-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.34&CDS=1-1713
986	OG0000986	YDL215C	snap_masked-flattened_line_40-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.36&CDS=1-3051
987	OG0000987	YDL216C	snap_masked-flattened_line_14-processed-gene-2.58-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.58&CDS=1-1638
988	OG0000988	YDL218W	snap_masked-flattened_line_76-processed-gene-0.175-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.175&CDS=1-1065
989	OG0000989	YDL225W	snap_masked-flattened_line_26-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.116&CDS=1-1491
990	OG0000990	YDL226C	snap_masked-flattened_line_26-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.71&CDS=1-1083
991	OG0000991	YDL230W	snap_masked-flattened_line_54-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.157&CDS=1-954
992	OG0000992	YDL231C	snap_masked-flattened_line_5-processed-gene-2.98-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.98&CDS=1-3243
993	OG0000993	YDL233W	maker-flattened_line_112-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_112-snap-gene-0.2&CDS=1-1554
994	OG0000994	YDL234C	snap_masked-flattened_line_5-processed-gene-3.55-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.55&CDS=1-2055
995	OG0000995	YDL235C	snap_masked-flattened_line_112-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.63&CDS=1-390
996	OG0000996	YDL238C	snap_masked-flattened_line_5-processed-gene-3.21-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.21&CDS=1-1383
997	OG0000997	YDL240W	augustus_masked-flattened_line_110-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.102&CDS=1-2592
998	OG0000998	YDR002W	snap_masked-flattened_line_38-processed-gene-1.220-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.220&CDS=1-621
999	OG0000999	YDR005C	snap_masked-flattened_line_82-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.127&CDS=1-879
1000	OG0001000	YDR006C	snap_masked-flattened_line_130-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.33&CDS=1-2064
1001	OG0001001	YDR007W	snap_masked-flattened_line_62-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.113&CDS=1-690
1002	OG0001002	YDR013W	snap_masked-flattened_line_48-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.124&CDS=1-540
1003	OG0001003	YDR016C	snap_masked-flattened_line_48-processed-gene-0.175-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.175&CDS=1-375
1004	OG0001004	YDR017C	snap_masked-flattened_line_36-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.50&CDS=1-2244
1005	OG0001005	YDR019C	snap_masked-flattened_line_36-processed-gene-1.229-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.229&CDS=1-1179
1006	OG0001006	YDR020C	snap_masked-flattened_line_3-processed-gene-4.41-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.41&CDS=1-660
1007	OG0001007	YDR021W	snap_masked-flattened_line_3-processed-gene-4.17-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.17&CDS=1-1188
1008	OG0001008	YDR023W	snap_masked-flattened_line_96-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.44&CDS=1-1380
1009	OG0001009	YDR026C	snap_masked-flattened_line_3-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.44&CDS=1-1809
1010	OG0001010	YDR027C	snap_masked-flattened_line_3-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.62&CDS=1-2445
1011	OG0001011	YDR028C	snap_masked-flattened_line_3-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.63&CDS=1-2190
1012	OG0001012	YDR031W	maker-flattened_line_132-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_132-snap-gene-0.0&CDS=1-285
1013	OG0001013	YDR032C	snap_masked-flattened_line_132-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_132-processed-gene-0.89&CDS=1-600
1014	OG0001014	YDR034C	snap_masked-flattened_line_3-processed-gene-2.16-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.16&CDS=1-1908
1015	OG0001015	YDR035W	augustus_masked-flattened_line_78-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.177&CDS=1-1122
1016	OG0001016	YDR036C	snap_masked-flattened_line_48-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.118&CDS=1-1410
1017	OG0001017	YDR037W	snap_masked-flattened_line_26-processed-gene-1.136-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.136&CDS=1-1764
1018	OG0001018	YDR041W	snap_masked-flattened_line_26-processed-gene-1.174-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.174&CDS=1-759
1019	OG0001019	YDR044W	snap_masked-flattened_line_48-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.167&CDS=1-960
1020	OG0001020	YDR045C	maker-flattened_line_26-snap-gene-1.203-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.203&CDS=1-333
1021	OG0001021	YDR047W	maker-flattened_line_5-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-0.0&CDS=1-1095
1022	OG0001022	YDR049W	snap_masked-flattened_line_5-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.6&CDS=1-1785
1023	OG0001023	YDR050C	augustus_masked-flattened_line_26-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.74&CDS=1-744
1024	OG0001024	YDR051C	snap_masked-flattened_line_26-processed-gene-1.178-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.178&CDS=1-846
1025	OG0001025	YDR052C	snap_masked-flattened_line_108-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.93&CDS=1-1404
1026	OG0001026	YDR054C	snap_masked-flattened_line_12-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.60&CDS=1-714
1027	OG0001027	YDR058C	snap_masked-flattened_line_22-processed-gene-1.193-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.193&CDS=1-1092
1028	OG0001028	YDR060W	snap_masked-flattened_line_3-processed-gene-3.118-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.118&CDS=1-3279
1029	OG0001029	YDR061W	snap_masked-flattened_line_20-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.148&CDS=1-1500
1030	OG0001030	YDR062W	snap_masked-flattened_line_20-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.76&CDS=1-1695
1031	OG0001031	YDR064W	maker-flattened_line_20-snap-gene-1.4-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.4&CDS=1-849
1032	OG0001032	YDR067C	snap_masked-flattened_line_62-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.153&CDS=1-606
1033	OG0001033	YDR068W	snap_masked-flattened_line_62-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.118&CDS=1-1152
1034	OG0001034	YDR071C	snap_masked-flattened_line_62-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.115&CDS=1-732
1035	OG0001035	YDR072C	snap_masked-flattened_line_86-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.84&CDS=1-1302
1036	OG0001036	YDR074W	snap_masked-flattened_line_20-processed-gene-2.84-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.84&CDS=1-2580
1037	OG0001037	YDR080W	augustus_masked-flattened_line_40-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.184&CDS=1-2655
1038	OG0001038	YDR086C	maker-flattened_line_0-augustus-gene-1.109-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.109&CDS=1-237
1039	OG0001039	YDR087C	snap_masked-flattened_line_0-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.50&CDS=1-852
1040	OG0001040	YDR088C	snap_masked-flattened_line_0-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.68&CDS=1-1062
1041	OG0001041	YDR089W	snap_masked-flattened_line_0-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.67&CDS=1-2403
1042	OG0001042	YDR090C	snap_masked-flattened_line_0-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.120&CDS=1-828
1043	OG0001043	YDR091C	snap_masked-flattened_line_0-processed-gene-1.143-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.143&CDS=1-1821
1044	OG0001044	YDR092W	snap_masked-flattened_line_40-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.10&CDS=1-444
1045	OG0001045	YDR097C	snap_masked-flattened_line_116-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.12&CDS=1-3654
1046	OG0001046	YDR100W	maker-flattened_line_50-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.1&CDS=1-402
1047	OG0001047	YDR101C	snap_masked-flattened_line_50-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.156&CDS=1-1779
1048	OG0001048	YDR103W	snap_masked-flattened_line_50-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.158&CDS=1-2181
1049	OG0001049	YDR104C	snap_masked-flattened_line_50-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.113&CDS=1-3333
1050	OG0001050	YDR115W	maker-flattened_line_18-snap-gene-1.59-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.59&CDS=1-375
1051	OG0001051	YDR116C	snap_masked-flattened_line_18-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.20&CDS=1-840
1052	OG0001052	YDR117C	augustus_masked-flattened_line_18-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.134&CDS=1-1692
1053	OG0001053	YDR118W	augustus_masked-flattened_line_18-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.158&CDS=1-1887
1054	OG0001054	YDR120C	snap_masked-flattened_line_14-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.56&CDS=1-1482
1055	OG0001055	YDR121W	snap_masked-flattened_line_16-processed-gene-2.146-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.146&CDS=1-525
1056	OG0001056	YDR124W	augustus_masked-flattened_line_16-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.22&CDS=1-1008
1057	OG0001057	YDR126W	augustus_masked-flattened_line_14-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.130&CDS=1-480
1058	OG0001058	YDR127W	snap_masked-flattened_line_148-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.21&CDS=1-3882
1059	OG0001059	YDR128W	snap_masked-flattened_line_26-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.148&CDS=1-3024
1060	OG0001060	YDR129C	maker-flattened_line_16-snap-gene-0.78-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.78&CDS=1-1884
1061	OG0001061	YDR135C	snap_masked-flattened_line_46-processed-gene-0.257-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.257&CDS=1-4548
1062	OG0001062	YDR137W	snap_masked-flattened_line_46-processed-gene-0.274-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.274&CDS=1-1686
1063	OG0001063	YDR138W	augustus_masked-flattened_line_162-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.34&CDS=1-1935
1064	OG0001064	YDR140W	snap_masked-flattened_line_18-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.54&CDS=1-648
1065	OG0001065	YDR141C	maker-flattened_line_18-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.1&CDS=1-5568
1066	OG0001066	YDR142C	snap_masked-flattened_line_18-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.25&CDS=1-1047
1067	OG0001067	YDR143C	augustus_masked-flattened_line_68-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.42&CDS=1-933
1068	OG0001068	YDR145W	maker-flattened_line_0-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-0.2&CDS=1-1944
1069	OG0001069	YDR148C	augustus_masked-flattened_line_196-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_196-processed-gene-0.7&CDS=1-846
1070	OG0001070	YDR150W	snap_masked-flattened_line_72-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.114&CDS=1-8061
1071	OG0001071	YDR152W	snap_masked-flattened_line_48-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.102&CDS=1-708
1072	OG0001072	YDR153C	snap_masked-flattened_line_48-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.152&CDS=1-1161
1073	OG0001073	YDR155C	snap_masked-flattened_line_48-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.153&CDS=1-486
1074	OG0001074	YDR158W	snap_masked-flattened_line_18-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.46&CDS=1-1086
1075	OG0001075	YDR159W	snap_masked-flattened_line_32-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.87&CDS=1-3225
1076	OG0001076	YDR160W	snap_masked-flattened_line_64-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.94&CDS=1-2304
1077	OG0001077	YDR161W	snap_masked-flattened_line_48-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.151&CDS=1-1053
1078	OG0001078	YDR162C	snap_masked-flattened_line_48-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.101&CDS=1-573
1079	OG0001079	YDR164C	maker-flattened_line_46-snap-gene-0.93-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-0.93&CDS=1-2073
1080	OG0001080	YDR165W	snap_masked-flattened_line_46-processed-gene-0.266-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.266&CDS=1-1260
1081	OG0001081	YDR168W	snap_masked-flattened_line_24-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.0&CDS=1-1584
1082	OG0001082	YDR169C	snap_masked-flattened_line_54-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.130&CDS=1-1176
1083	OG0001083	YDR170C	snap_masked-flattened_line_54-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.100&CDS=1-5484
1084	OG0001084	YDR171W	snap_masked-flattened_line_42-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.97&CDS=1-1011
