	OrthologID	Saccharomyces_cerevisiae	Yarrowia_lipolytica
345	OG0000345	YKL090W	augustus_masked-YALI0F-processed-gene-35.46-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-35.46&CDS=1-1683, snap_masked-YALI0A-processed-gene-13.20-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-13.20&CDS=1-1389
346	OG0000346	YKL103C	genemark-YALI0C-processed-gene-14.10-mRNA-1_1&gene=genemark-YALI0C-processed-gene-14.10&CDS=1-1479, genemark-YALI0F-processed-gene-27.51-mRNA-1_1&gene=genemark-YALI0F-processed-gene-27.51&CDS=1-1419
347	OG0000347	YKL107W	genemark-YALI0B-processed-gene-28.11-mRNA-1_1&gene=genemark-YALI0B-processed-gene-28.11&CDS=1-939, genemark-YALI0E-processed-gene-6.38-mRNA-1_1&gene=genemark-YALI0E-processed-gene-6.38&CDS=1-870
348	OG0000348	YKL121W, YMR102C	genemark-YALI0E-processed-gene-4.41-mRNA-1_1&gene=genemark-YALI0E-processed-gene-4.41&CDS=1-2697
349	OG0000349	YKL133C, YMR115W	augustus_masked-YALI0E-processed-gene-19.36-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-19.36&CDS=1-1572
350	OG0000350	YKL141W, YMR118C	genemark-YALI0E-processed-gene-35.42-mRNA-1_1&gene=genemark-YALI0E-processed-gene-35.42&CDS=1-513
351	OG0000351	YKL184W	genemark-YALI0B-processed-gene-15.59-mRNA-1_1&gene=genemark-YALI0B-processed-gene-15.59&CDS=1-1347, snap_masked-YALI0B-processed-gene-11.2-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-11.2&CDS=1-741
352	OG0000352	YKL221W	augustus_masked-YALI0F-processed-gene-33.1-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-33.1&CDS=1-2028, snap_masked-YALI0E-processed-gene-41.72-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-41.72&CDS=1-1413
353	OG0000353	YKR076W, YMR251W	genemark-YALI0B-processed-gene-27.4-mRNA-1_1&gene=genemark-YALI0B-processed-gene-27.4&CDS=1-960
354	OG0000354	YKR089C, YOR081C	genemark-YALI0F-processed-gene-13.63-mRNA-1_1&gene=genemark-YALI0F-processed-gene-13.63&CDS=1-2448
355	OG0000355	YLL012W, YLR020C	augustus_masked-YALI0E-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-0.74&CDS=1-1512
356	OG0000356	YLL016W, YLR310C	genemark-YALI0D-processed-gene-28.36-mRNA-1_1&gene=genemark-YALI0D-processed-gene-28.36&CDS=1-3567
357	OG0000357	YLR260W, YOR171C	maker-YALI0B-augustus-gene-15.34-mRNA-1_1&gene=maker-YALI0B-augustus-gene-15.34&CDS=1-1872
358	OG0000358	YLR264W, YOR167C	genemark-YALI0C-processed-gene-6.71-mRNA-1_1&gene=genemark-YALI0C-processed-gene-6.71&CDS=1-207
359	OG0000359	YLR270W, YOR173W	genemark-YALI0F-processed-gene-38.81-mRNA-1_1&gene=genemark-YALI0F-processed-gene-38.81&CDS=1-924
360	OG0000360	YLR287C-A, YOR182C	maker-YALI0F-snap-gene-19.82-mRNA-1_1&gene=maker-YALI0F-snap-gene-19.82&CDS=1-720
361	OG0000361	YLR300W, YOR190W	genemark-YALI0F-processed-gene-8.36-mRNA-1_1&gene=genemark-YALI0F-processed-gene-8.36&CDS=1-1263
362	OG0000362	YLR383W	augustus_masked-YALI0F-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-3.12&CDS=1-3297, maker-YALI0A-snap-gene-2.54-mRNA-1_1&gene=maker-YALI0A-snap-gene-2.54&CDS=1-3081
363	OG0000363	YLR398C	genemark-YALI0A-processed-gene-14.2-mRNA-1_1&gene=genemark-YALI0A-processed-gene-14.2&CDS=1-3741, snap_masked-YALI0A-processed-gene-12.13-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-12.13&CDS=1-3537
364	OG0000364	YLR433C	genemark-YALI0A-processed-gene-3.121-mRNA-1_1&gene=genemark-YALI0A-processed-gene-3.121&CDS=1-1647, genemark-YALI0E-processed-gene-22.18-mRNA-1_1&gene=genemark-YALI0E-processed-gene-22.18&CDS=1-1647
365	OG0000365	YLR449W, YML074C	genemark-YALI0E-processed-gene-32.79-mRNA-1_1&gene=genemark-YALI0E-processed-gene-32.79&CDS=1-1221
366	OG0000366	YLR450W, YML075C	augustus_masked-YALI0E-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-5.10&CDS=1-2997
367	OG0000367	YLR456W, YPR172W	genemark-YALI0E-processed-gene-19.44-mRNA-1_1&gene=genemark-YALI0E-processed-gene-19.44&CDS=1-474
368	OG0000368	YML046W	augustus_masked-YALI0D-processed-gene-20.34-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-20.34&CDS=1-1920, genemark-YALI0F-processed-gene-34.55-mRNA-1_1&gene=genemark-YALI0F-processed-gene-34.55&CDS=1-1713
369	OG0000369	YML100W, YMR261C	genemark-YALI0E-processed-gene-36.12-mRNA-1_1&gene=genemark-YALI0E-processed-gene-36.12&CDS=1-3147
370	OG0000370	YML106W, YMR271C	genemark-YALI0F-processed-gene-28.108-mRNA-1_1&gene=genemark-YALI0F-processed-gene-28.108&CDS=1-657
371	OG0000371	YML109W, YMR273C	augustus_masked-YALI0F-processed-gene-17.6-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-17.6&CDS=1-4311
372	OG0000372	YML118W, YMR285C	genemark-YALI0C-processed-gene-11.13-mRNA-1_1&gene=genemark-YALI0C-processed-gene-11.13&CDS=1-1365
373	OG0000373	YML123C	genemark-YALI0A-processed-gene-15.41-mRNA-1_1&gene=genemark-YALI0A-processed-gene-15.41&CDS=1-1731, genemark-YALI0A-processed-gene-22.144-mRNA-1_1&gene=genemark-YALI0A-processed-gene-22.144&CDS=1-1725
374	OG0000374	YMR034C	augustus_masked-YALI0F-processed-gene-25.74-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-25.74&CDS=1-1326, genemark-YALI0B-processed-gene-14.34-mRNA-1_1&gene=genemark-YALI0B-processed-gene-14.34&CDS=1-1398
375	OG0000375	YMR058W	genemark-YALI0D-processed-gene-8.29-mRNA-1_1&gene=genemark-YALI0D-processed-gene-8.29&CDS=1-1767, genemark-YALI0D-processed-gene-9.21-mRNA-1_1&gene=genemark-YALI0D-processed-gene-9.21&CDS=1-1959
376	OG0000376	YMR119W, YNL008C	genemark-YALI0E-processed-gene-22.4-mRNA-1_1&gene=genemark-YALI0E-processed-gene-22.4&CDS=1-2046
377	OG0000377	YMR155W	augustus_masked-YALI0F-processed-gene-19.67-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-19.67&CDS=1-1374, genemark-YALI0F-processed-gene-31.7-mRNA-1_1&gene=genemark-YALI0F-processed-gene-31.7&CDS=1-1275
378	OG0000378	YMR177W, YPL224C	genemark-YALI0C-processed-gene-17.27-mRNA-1_1&gene=genemark-YALI0C-processed-gene-17.27&CDS=1-1272
379	OG0000379	YMR182C, YPL230W	genemark-YALI0B-processed-gene-29.66-mRNA-1_1&gene=genemark-YALI0B-processed-gene-29.66&CDS=1-1770
380	OG0000380	YMR194W, YPL249C-A	genemark-YALI0E-processed-gene-36.15-mRNA-1_1&gene=genemark-YALI0E-processed-gene-36.15&CDS=1-300
381	OG0000381	YMR202W	genemark-YALI0B-processed-gene-22.61-mRNA-1_1&gene=genemark-YALI0B-processed-gene-22.61&CDS=1-654, genemark-YALI0E-processed-gene-38.100-mRNA-1_1&gene=genemark-YALI0E-processed-gene-38.100&CDS=1-654
382	OG0000382	YMR222C, YOR280C	genemark-YALI0D-processed-gene-21.84-mRNA-1_1&gene=genemark-YALI0D-processed-gene-21.84&CDS=1-714
383	OG0000383	YMR230W, YOR293W	genemark-YALI0C-processed-gene-16.28-mRNA-1_1&gene=genemark-YALI0C-processed-gene-16.28&CDS=1-414
384	OG0000384	YMR233W, YOR295W	genemark-YALI0D-processed-gene-33.26-mRNA-1_1&gene=genemark-YALI0D-processed-gene-33.26&CDS=1-1155
385	OG0000385	YMR237W, YOR299W	genemark-YALI0C-processed-gene-3.38-mRNA-1_1&gene=genemark-YALI0C-processed-gene-3.38&CDS=1-2103
386	OG0000386	YMR242C, YOR312C	snap_masked-YALI0F-processed-gene-31.102-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-31.102&CDS=1-525
387	OG0000387	YMR253C, YPL264C	genemark-YALI0F-processed-gene-6.14-mRNA-1_1&gene=genemark-YALI0F-processed-gene-6.14&CDS=1-1305
388	OG0000388	YNL087W, YOR086C	maker-YALI0E-snap-gene-36.110-mRNA-1_1&gene=maker-YALI0E-snap-gene-36.110&CDS=1-4950
389	OG0000389	YNL096C, YOR096W	genemark-YALI0A-processed-gene-11.81-mRNA-1_1&gene=genemark-YALI0A-processed-gene-11.81&CDS=1-576
390	OG0000390	YNL104C, YOR108W	genemark-YALI0B-processed-gene-9.64-mRNA-1_1&gene=genemark-YALI0B-processed-gene-9.64&CDS=1-1725
391	OG0000391	YNL106C, YOR109W	genemark-YALI0D-processed-gene-8.6-mRNA-1_1&gene=genemark-YALI0D-processed-gene-8.6&CDS=1-3183
392	OG0000392	YNL108C, YOR110W	maker-YALI0F-augustus-gene-29.75-mRNA-1_1&gene=maker-YALI0F-augustus-gene-29.75&CDS=1-1278
393	OG0000393	YNL202W	genemark-YALI0C-processed-gene-4.42-mRNA-1_1&gene=genemark-YALI0C-processed-gene-4.42&CDS=1-876, genemark-YALI0E-processed-gene-17.63-mRNA-1_1&gene=genemark-YALI0E-processed-gene-17.63&CDS=1-864
394	OG0000394	YNL234W	augustus_masked-YALI0D-processed-gene-19.36-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-19.36&CDS=1-1083, snap_masked-YALI0A-processed-gene-8.24-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-8.24&CDS=1-1086
395	OG0000395	YNL239W	genemark-YALI0F-processed-gene-24.70-mRNA-1_1&gene=genemark-YALI0F-processed-gene-24.70&CDS=1-1383, genemark-YALI0F-processed-gene-8.48-mRNA-1_1&gene=genemark-YALI0F-processed-gene-8.48&CDS=1-1527
396	OG0000396	YNL274C	genemark-YALI0B-processed-gene-28.22-mRNA-1_1&gene=genemark-YALI0B-processed-gene-28.22&CDS=1-1053, genemark-YALI0D-processed-gene-33.12-mRNA-1_1&gene=genemark-YALI0D-processed-gene-33.12&CDS=1-993
397	OG0000397	YNL294C	genemark-YALI0F-processed-gene-16.52-mRNA-1_1&gene=genemark-YALI0F-processed-gene-16.52&CDS=1-1896, snap_masked-YALI0B-processed-gene-29.153-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-29.153&CDS=1-1566
398	OG0000398	YNL299W, YOL115W	snap_masked-YALI0F-processed-gene-38.91-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-38.91&CDS=1-2007
399	OG0000399	YNL301C, YOL120C	genemark-YALI0B-processed-gene-12.36-mRNA-1_1&gene=genemark-YALI0B-processed-gene-12.36&CDS=1-558
400	OG0000400	YNL302C, YOL121C	genemark-YALI0B-processed-gene-27.7-mRNA-1_1&gene=genemark-YALI0B-processed-gene-27.7&CDS=1-441
401	OG0000401	YOL013C	augustus_masked-YALI0E-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-7.32&CDS=1-1017, augustus_masked-YALI0F-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-4.15&CDS=1-1371
402	OG0000402	YOL034W	genemark-YALI0A-processed-gene-2.28-mRNA-1_1&gene=genemark-YALI0A-processed-gene-2.28&CDS=1-3351, genemark-YALI0E-processed-gene-20.11-mRNA-1_1&gene=genemark-YALI0E-processed-gene-20.11&CDS=1-3351
403	OG0000403	YOL054W	snap_masked-YALI0E-processed-gene-15.30-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-15.30&CDS=1-675, snap_masked-YALI0F-processed-gene-0.10-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-0.10&CDS=1-1296
404	OG0000404	YOL069W	genemark-YALI0E-processed-gene-38.95-mRNA-1_1&gene=genemark-YALI0E-processed-gene-38.95&CDS=1-1356, snap_masked-YALI0A-processed-gene-11.21-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-11.21&CDS=1-1341
405	OG0000405	YOL129W	augustus_masked-YALI0D-processed-gene-26.81-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-26.81&CDS=1-2334, genemark-YALI0C-processed-gene-8.21-mRNA-1_1&gene=genemark-YALI0C-processed-gene-8.21&CDS=1-2208
406	OG0000406	YOR049C	genemark-YALI0B-processed-gene-18.10-mRNA-1_1&gene=genemark-YALI0B-processed-gene-18.10&CDS=1-1017, genemark-YALI0E-processed-gene-32.62-mRNA-1_1&gene=genemark-YALI0E-processed-gene-32.62&CDS=1-1074
407	OG0000407	YOR226C, YPL135W	genemark-YALI0B-processed-gene-6.11-mRNA-1_1&gene=genemark-YALI0B-processed-gene-6.11&CDS=1-543
408	OG0000408	YOR227W, YPL137C	genemark-YALI0A-processed-gene-7.89-mRNA-1_1&gene=genemark-YALI0A-processed-gene-7.89&CDS=1-4323
409	OG0000409	YOR231W, YPL140C	augustus_masked-YALI0B-processed-gene-17.11-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-17.11&CDS=1-1329
410	OG0000410	YOR234C, YPL143W	augustus_masked-YALI0E-processed-gene-38.55-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-38.55&CDS=1-321
411	OG0000411	YOR237W, YPL145C	genemark-YALI0C-processed-gene-16.46-mRNA-1_1&gene=genemark-YALI0C-processed-gene-16.46&CDS=1-1185
412	OG0000412	YOR256C, YPL176C	snap_masked-YALI0A-processed-gene-22.4-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-22.4&CDS=1-2388
413	OG0000413	YOR304W	genemark-YALI0D-processed-gene-7.24-mRNA-1_1&gene=genemark-YALI0D-processed-gene-7.24&CDS=1-3069, genemark-YALI0E-processed-gene-2.82-mRNA-1_1&gene=genemark-YALI0E-processed-gene-2.82&CDS=1-3084
414	OG0000414	YOR348C	genemark-YALI0B-processed-gene-13.70-mRNA-1_1&gene=genemark-YALI0B-processed-gene-13.70&CDS=1-1686, genemark-YALI0D-processed-gene-18.56-mRNA-1_1&gene=genemark-YALI0D-processed-gene-18.56&CDS=1-1620
415	OG0000415	YPL020C	augustus_masked-YALI0A-processed-gene-14.34-mRNA-1_1&gene=augustus_masked-YALI0A-processed-gene-14.34&CDS=1-399, genemark-YALI0E-processed-gene-25.6-mRNA-1_1&gene=genemark-YALI0E-processed-gene-25.6&CDS=1-2193
416	OG0000416	YPL123C	genemark-YALI0C-processed-gene-31.94-mRNA-1_1&gene=genemark-YALI0C-processed-gene-31.94&CDS=1-1218, genemark-YALI0F-processed-gene-33.64-mRNA-1_1&gene=genemark-YALI0F-processed-gene-33.64&CDS=1-870
417	OG0000417	YPL242C	genemark-YALI0B-processed-gene-6.2-mRNA-1_1&gene=genemark-YALI0B-processed-gene-6.2&CDS=1-4440, genemark-YALI0E-processed-gene-10.59-mRNA-1_1&gene=genemark-YALI0E-processed-gene-10.59&CDS=1-2322
418	OG0000418	YPR013C, YPR015C	genemark-YALI0B-processed-gene-0.35-mRNA-1_1&gene=genemark-YALI0B-processed-gene-0.35&CDS=1-1023
419	OG0000419	YPR147C	snap_masked-YALI0F-processed-gene-22.16-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-22.16&CDS=1-1230, snap_masked-YALI0F-processed-gene-22.7-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-22.7&CDS=1-933
420	OG0000420	YPR153W	genemark-YALI0C-processed-gene-26.81-mRNA-1_1&gene=genemark-YALI0C-processed-gene-26.81&CDS=1-426, maker-YALI0E-snap-gene-15.0-mRNA-1_1&gene=maker-YALI0E-snap-gene-15.0&CDS=1-429
421	OG0000421	YPR159W	genemark-YALI0C-processed-gene-19.70-mRNA-1_1&gene=genemark-YALI0C-processed-gene-19.70&CDS=1-1974, genemark-YALI0C-processed-gene-2.27-mRNA-1_1&gene=genemark-YALI0C-processed-gene-2.27&CDS=1-1980
422	OG0000422	YPR165W	genemark-YALI0D-processed-gene-1.75-mRNA-1_1&gene=genemark-YALI0D-processed-gene-1.75&CDS=1-612, genemark-YALI0E-processed-gene-27.99-mRNA-1_1&gene=genemark-YALI0E-processed-gene-27.99&CDS=1-609
423	OG0000423	YPR169W-A, YPR170W-B	genemark-YALI0E-processed-gene-19.66-mRNA-1_1&gene=genemark-YALI0E-processed-gene-19.66&CDS=1-252
424	OG0000424	YAL001C	augustus_masked-YALI0C-processed-gene-29.105-mRNA-1_1&gene=augustus_masked-YALI0C-processed-gene-29.105&CDS=1-4182
425	OG0000425	YAL002W	augustus_masked-YALI0C-processed-gene-30.57-mRNA-1_1&gene=augustus_masked-YALI0C-processed-gene-30.57&CDS=1-5127
426	OG0000426	YAL003W	genemark-YALI0F-processed-gene-13.57-mRNA-1_1&gene=genemark-YALI0F-processed-gene-13.57&CDS=1-660
427	OG0000427	YAL009W	genemark-YALI0D-processed-gene-3.17-mRNA-1_1&gene=genemark-YALI0D-processed-gene-3.17&CDS=1-675
428	OG0000428	YAL010C	snap_masked-YALI0D-processed-gene-3.74-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-3.74&CDS=1-1059
429	OG0000429	YAL011W	augustus_masked-YALI0D-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-4.21&CDS=1-4395
430	OG0000430	YAL012W	genemark-YALI0F-processed-gene-8.46-mRNA-1_1&gene=genemark-YALI0F-processed-gene-8.46&CDS=1-1182
431	OG0000431	YAL013W	genemark-YALI0F-processed-gene-8.61-mRNA-1_1&gene=genemark-YALI0F-processed-gene-8.61&CDS=1-2190
432	OG0000432	YAL014C	genemark-YALI0E-processed-gene-21.5-mRNA-1_1&gene=genemark-YALI0E-processed-gene-21.5&CDS=1-762
433	OG0000433	YAL016W	genemark-YALI0F-processed-gene-1.67-mRNA-1_1&gene=genemark-YALI0F-processed-gene-1.67&CDS=1-1866
434	OG0000434	YAL019W	genemark-YALI0F-processed-gene-36.85-mRNA-1_1&gene=genemark-YALI0F-processed-gene-36.85&CDS=1-2760
435	OG0000435	YAL020C	augustus_masked-YALI0E-processed-gene-38.72-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-38.72&CDS=1-1131
436	OG0000436	YAL021C	genemark-YALI0B-processed-gene-20.40-mRNA-1_1&gene=genemark-YALI0B-processed-gene-20.40&CDS=1-2115
437	OG0000437	YAL022C	augustus_masked-YALI0C-processed-gene-31.179-mRNA-1_1&gene=augustus_masked-YALI0C-processed-gene-31.179&CDS=1-1203
438	OG0000438	YAL023C	genemark-YALI0C-processed-gene-31.114-mRNA-1_1&gene=genemark-YALI0C-processed-gene-31.114&CDS=1-2226
439	OG0000439	YAL024C	genemark-YALI0E-processed-gene-41.5-mRNA-1_1&gene=genemark-YALI0E-processed-gene-41.5&CDS=1-2595
440	OG0000440	YAL025C	genemark-YALI0C-processed-gene-10.38-mRNA-1_1&gene=genemark-YALI0C-processed-gene-10.38&CDS=1-936
441	OG0000441	YAL026C	genemark-YALI0E-processed-gene-41.17-mRNA-1_1&gene=genemark-YALI0E-processed-gene-41.17&CDS=1-3999
442	OG0000442	YAL032C	augustus_masked-YALI0C-processed-gene-16.7-mRNA-1_1&gene=augustus_masked-YALI0C-processed-gene-16.7&CDS=1-1704
443	OG0000443	YAL033W	genemark-YALI0B-processed-gene-6.19-mRNA-1_1&gene=genemark-YALI0B-processed-gene-6.19&CDS=1-471
444	OG0000444	YAL034W-A	augustus_masked-YALI0F-processed-gene-9.92-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-9.92&CDS=1-1227
445	OG0000445	YAL035W	genemark-YALI0A-processed-gene-1.48-mRNA-1_1&gene=genemark-YALI0A-processed-gene-1.48&CDS=1-3138
446	OG0000446	YAL036C	genemark-YALI0A-processed-gene-0.59-mRNA-1_1&gene=genemark-YALI0A-processed-gene-0.59&CDS=1-1104
447	OG0000447	YAL038W	maker-YALI0F-augustus-gene-12.65-mRNA-1_1&gene=maker-YALI0F-augustus-gene-12.65&CDS=1-1545
448	OG0000448	YAL039C	genemark-YALI0C-processed-gene-17.37-mRNA-1_1&gene=genemark-YALI0C-processed-gene-17.37&CDS=1-924
449	OG0000449	YAL041W	genemark-YALI0C-processed-gene-20.16-mRNA-1_1&gene=genemark-YALI0C-processed-gene-20.16&CDS=1-2307
450	OG0000450	YAL042W	genemark-YALI0C-processed-gene-18.49-mRNA-1_1&gene=genemark-YALI0C-processed-gene-18.49&CDS=1-1203
451	OG0000451	YAL043C	snap_masked-YALI0F-processed-gene-5.21-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-5.21&CDS=1-2268
452	OG0000452	YAL044C	genemark-YALI0E-processed-gene-0.36-mRNA-1_1&gene=genemark-YALI0E-processed-gene-0.36&CDS=1-516
453	OG0000453	YAL044W-A	augustus_masked-YALI0E-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-0.90&CDS=1-363
454	OG0000454	YAL046C	genemark-YALI0F-processed-gene-21.86-mRNA-1_1&gene=genemark-YALI0F-processed-gene-21.86&CDS=1-339
455	OG0000455	YAL048C	genemark-YALI0F-processed-gene-10.54-mRNA-1_1&gene=genemark-YALI0F-processed-gene-10.54&CDS=1-1995
456	OG0000456	YAL049C	genemark-YALI0F-processed-gene-38.63-mRNA-1_1&gene=genemark-YALI0F-processed-gene-38.63&CDS=1-720
457	OG0000457	YAL053W	genemark-YALI0C-processed-gene-3.27-mRNA-1_1&gene=genemark-YALI0C-processed-gene-3.27&CDS=1-2292
458	OG0000458	YAL058W	genemark-YALI0B-processed-gene-17.47-mRNA-1_1&gene=genemark-YALI0B-processed-gene-17.47&CDS=1-1746
459	OG0000459	YAL062W	genemark-YALI0F-processed-gene-23.104-mRNA-1_1&gene=genemark-YALI0F-processed-gene-23.104&CDS=1-1374
460	OG0000460	YAL067C	genemark-YALI0F-processed-gene-18.60-mRNA-1_1&gene=genemark-YALI0F-processed-gene-18.60&CDS=1-1800
461	OG0000461	YAR002W	augustus_masked-YALI0C-processed-gene-29.88-mRNA-1_1&gene=augustus_masked-YALI0C-processed-gene-29.88&CDS=1-1638
462	OG0000462	YAR003W	genemark-YALI0C-processed-gene-30.43-mRNA-1_1&gene=genemark-YALI0C-processed-gene-30.43&CDS=1-1272
463	OG0000463	YAR007C	genemark-YALI0E-processed-gene-18.48-mRNA-1_1&gene=genemark-YALI0E-processed-gene-18.48&CDS=1-1767
464	OG0000464	YAR008W	genemark-YALI0E-processed-gene-34.86-mRNA-1_1&gene=genemark-YALI0E-processed-gene-34.86&CDS=1-795
465	OG0000465	YAR014C	augustus_masked-YALI0F-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-2.51&CDS=1-3783
466	OG0000466	YAR015W	genemark-YALI0E-processed-gene-39.57-mRNA-1_1&gene=genemark-YALI0E-processed-gene-39.57&CDS=1-930
467	OG0000467	YAR018C	genemark-YALI0E-processed-gene-40.67-mRNA-1_1&gene=genemark-YALI0E-processed-gene-40.67&CDS=1-1497
468	OG0000468	YAR019C	genemark-YALI0F-processed-gene-11.123-mRNA-1_1&gene=genemark-YALI0F-processed-gene-11.123&CDS=1-3378
469	OG0000469	YAR035W	genemark-YALI0F-processed-gene-28.100-mRNA-1_1&gene=genemark-YALI0F-processed-gene-28.100&CDS=1-2241
470	OG0000470	YBL001C	genemark-YALI0E-processed-gene-31.12-mRNA-1_1&gene=genemark-YALI0E-processed-gene-31.12&CDS=1-327
471	OG0000471	YBL003C	genemark-YALI0E-processed-gene-31.13-mRNA-1_1&gene=genemark-YALI0E-processed-gene-31.13&CDS=1-405
472	OG0000472	YBL004W	augustus_masked-YALI0D-processed-gene-28.23-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-28.23&CDS=1-7614
473	OG0000473	YBL007C	genemark-YALI0A-processed-gene-6.13-mRNA-1_1&gene=genemark-YALI0A-processed-gene-6.13&CDS=1-3408
474	OG0000474	YBL008W	genemark-YALI0E-processed-gene-24.112-mRNA-1_1&gene=genemark-YALI0E-processed-gene-24.112&CDS=1-3174
475	OG0000475	YBL011W	genemark-YALI0C-processed-gene-0.2-mRNA-1_1&gene=genemark-YALI0C-processed-gene-0.2&CDS=1-2181
476	OG0000476	YBL015W	genemark-YALI0E-processed-gene-36.9-mRNA-1_1&gene=genemark-YALI0E-processed-gene-36.9&CDS=1-1572
477	OG0000477	YBL016W	snap_masked-YALI0E-processed-gene-27.35-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-27.35&CDS=1-1077
478	OG0000478	YBL019W	genemark-YALI0C-processed-gene-9.20-mRNA-1_1&gene=genemark-YALI0C-processed-gene-9.20&CDS=1-1746
479	OG0000479	YBL020W	genemark-YALI0E-processed-gene-7.50-mRNA-1_1&gene=genemark-YALI0E-processed-gene-7.50&CDS=1-2019
480	OG0000480	YBL021C	genemark-YALI0F-processed-gene-23.82-mRNA-1_1&gene=genemark-YALI0F-processed-gene-23.82&CDS=1-582
481	OG0000481	YBL022C	snap_masked-YALI0F-processed-gene-33.92-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-33.92&CDS=1-3531
482	OG0000482	YBL023C	genemark-YALI0F-processed-gene-7.89-mRNA-1_1&gene=genemark-YALI0F-processed-gene-7.89&CDS=1-2388
483	OG0000483	YBL024W	genemark-YALI0E-processed-gene-7.51-mRNA-1_1&gene=genemark-YALI0E-processed-gene-7.51&CDS=1-2256
484	OG0000484	YBL026W	genemark-YALI0F-processed-gene-11.109-mRNA-1_1&gene=genemark-YALI0F-processed-gene-11.109&CDS=1-297
485	OG0000485	YBL029C-A	augustus_masked-YALI0B-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-1.3&CDS=1-399
486	OG0000486	YBL029W	genemark-YALI0C-processed-gene-22.16-mRNA-1_1&gene=genemark-YALI0C-processed-gene-22.16&CDS=1-837
487	OG0000487	YBL032W	genemark-YALI0A-processed-gene-18.32-mRNA-1_1&gene=genemark-YALI0A-processed-gene-18.32&CDS=1-1155
488	OG0000488	YBL033C	genemark-YALI0E-processed-gene-2.66-mRNA-1_1&gene=genemark-YALI0E-processed-gene-2.66&CDS=1-948
489	OG0000489	YBL034C	genemark-YALI0D-processed-gene-27.25-mRNA-1_1&gene=genemark-YALI0D-processed-gene-27.25&CDS=1-4536
490	OG0000490	YBL035C	augustus_masked-YALI0E-processed-gene-22.65-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-22.65&CDS=1-1824
491	OG0000491	YBL036C	genemark-YALI0C-processed-gene-29.47-mRNA-1_1&gene=genemark-YALI0C-processed-gene-29.47&CDS=1-738
492	OG0000492	YBL037W	genemark-YALI0C-processed-gene-25.15-mRNA-1_1&gene=genemark-YALI0C-processed-gene-25.15&CDS=1-2865
493	OG0000493	YBL038W	genemark-YALI0C-processed-gene-25.4-mRNA-1_1&gene=genemark-YALI0C-processed-gene-25.4&CDS=1-666
494	OG0000494	YBL039C	genemark-YALI0B-processed-gene-7.55-mRNA-1_1&gene=genemark-YALI0B-processed-gene-7.55&CDS=1-1716
495	OG0000495	YBL040C	genemark-YALI0D-processed-gene-8.22-mRNA-1_1&gene=genemark-YALI0D-processed-gene-8.22&CDS=1-651
496	OG0000496	YBL041W	genemark-YALI0D-processed-gene-8.10-mRNA-1_1&gene=genemark-YALI0D-processed-gene-8.10&CDS=1-681
