	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034681_Blastobotrys_americana
510	OG0000510	YPR181C	genemark-flattened_line_6-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.73&CDS=1-2364, snap_masked-flattened_line_44-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.65&CDS=1-2271
511	OG0000511	YAL001C	maker-flattened_line_6-snap-gene-3.98-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.98&CDS=1-4383
512	OG0000512	YAL002W	snap_masked-flattened_line_6-processed-gene-3.85-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.85&CDS=1-4803
513	OG0000513	YAL003W	snap_masked-flattened_line_20-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.12&CDS=1-648
514	OG0000514	YAL009W	snap_masked-flattened_line_80-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.94&CDS=1-816
515	OG0000515	YAL010C	snap_masked-flattened_line_26-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.119&CDS=1-1191
516	OG0000516	YAL011W	snap_masked-flattened_line_26-processed-gene-1.138-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.138&CDS=1-2889
517	OG0000517	YAL012W	snap_masked-flattened_line_74-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.104&CDS=1-1203
518	OG0000518	YAL013W	snap_masked-flattened_line_24-processed-gene-2.70-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.70&CDS=1-1641
519	OG0000519	YAL014C	snap_masked-flattened_line_26-processed-gene-1.140-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.140&CDS=1-810
520	OG0000520	YAL016W	snap_masked-flattened_line_2-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.89&CDS=1-1848
521	OG0000521	YAL019W	snap_masked-flattened_line_74-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.75&CDS=1-3240
522	OG0000522	YAL020C	snap_masked-flattened_line_74-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.76&CDS=1-1122
523	OG0000523	YAL021C	maker-flattened_line_2-augustus-gene-4.88-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-4.88&CDS=1-3087
524	OG0000524	YAL022C	snap_masked-flattened_line_6-processed-gene-4.142-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.142&CDS=1-1413
525	OG0000525	YAL023C	snap_masked-flattened_line_100-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.44&CDS=1-2205
526	OG0000526	YAL024C	snap_masked-flattened_line_2-processed-gene-4.60-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.60&CDS=1-3414
527	OG0000527	YAL025C	snap_masked-flattened_line_2-processed-gene-4.61-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.61&CDS=1-888
528	OG0000528	YAL026C	snap_masked-flattened_line_2-processed-gene-4.72-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.72&CDS=1-3981
529	OG0000529	YAL032C	snap_masked-flattened_line_10-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.37&CDS=1-1755
530	OG0000530	YAL033W	snap_masked-flattened_line_18-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.12&CDS=1-465
531	OG0000531	YAL034W-A	snap_masked-flattened_line_30-processed-gene-2.90-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.90&CDS=1-888
532	OG0000532	YAL035W	snap_masked-flattened_line_52-processed-gene-0.214-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.214&CDS=1-3123
533	OG0000533	YAL036C	snap_masked-flattened_line_52-processed-gene-0.254-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.254&CDS=1-1107
534	OG0000534	YAL038W	snap_masked-flattened_line_28-processed-gene-2.42-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.42&CDS=1-1560
535	OG0000535	YAL039C	snap_masked-flattened_line_16-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.41&CDS=1-1074
536	OG0000536	YAL041W	maker-flattened_line_52-snap-gene-0.94-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.94&CDS=1-2775
537	OG0000537	YAL042W	snap_masked-flattened_line_52-processed-gene-0.277-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.277&CDS=1-1209
538	OG0000538	YAL043C	snap_masked-flattened_line_50-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.112&CDS=1-2091
539	OG0000539	YAL044C	snap_masked-flattened_line_44-processed-gene-1.60-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.60&CDS=1-543
540	OG0000540	YAL044W-A	snap_masked-flattened_line_66-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.55&CDS=1-333
541	OG0000541	YAL046C	snap_masked-flattened_line_4-processed-gene-4.26-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.26&CDS=1-414
542	OG0000542	YAL048C	snap_masked-flattened_line_8-processed-gene-3.174-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.174&CDS=1-1959
543	OG0000543	YAL058W	snap_masked-flattened_line_78-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.145&CDS=1-1653
544	OG0000544	YAL067C	snap_masked-flattened_line_64-processed-gene-0.217-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.217&CDS=1-1626
545	OG0000545	YAR003W	maker-flattened_line_6-snap-gene-3.97-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.97&CDS=1-1317
546	OG0000546	YAR007C	snap_masked-flattened_line_0-processed-gene-4.1-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.1&CDS=1-1824
547	OG0000547	YAR014C	snap_masked-flattened_line_0-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.81&CDS=1-3231
548	OG0000548	YAR015W	snap_masked-flattened_line_16-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.85&CDS=1-900
549	OG0000549	YAR018C	snap_masked-flattened_line_16-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.68&CDS=1-1722
550	OG0000550	YAR035W	snap_masked-flattened_line_32-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.92&CDS=1-2256
551	OG0000551	YBL004W	snap_masked-flattened_line_10-processed-gene-2.110-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.110&CDS=1-7581
552	OG0000552	YBL007C	snap_masked-flattened_line_54-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.21&CDS=1-3237
553	OG0000553	YBL008W	maker-flattened_line_6-snap-gene-3.99-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.99&CDS=1-3105
554	OG0000554	YBL011W	snap_masked-flattened_line_18-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.74&CDS=1-2355
555	OG0000555	YBL013W	snap_masked-flattened_line_36-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.80&CDS=1-1077
556	OG0000556	YBL015W	snap_masked-flattened_line_22-processed-gene-2.15-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.15&CDS=1-1569
557	OG0000557	YBL016W	snap_masked-flattened_line_22-processed-gene-1.22-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.22&CDS=1-1125
558	OG0000558	YBL019W	snap_masked-flattened_line_10-processed-gene-1.73-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.73&CDS=1-1563
559	OG0000559	YBL020W	snap_masked-flattened_line_30-processed-gene-2.110-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.110&CDS=1-2136
560	OG0000560	YBL021C	snap_masked-flattened_line_34-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.42&CDS=1-570
561	OG0000561	YBL022C	snap_masked-flattened_line_36-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.84&CDS=1-3234
562	OG0000562	YBL023C	snap_masked-flattened_line_36-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.87&CDS=1-2442
563	OG0000563	YBL024W	snap_masked-flattened_line_30-processed-gene-2.111-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.111&CDS=1-2178
564	OG0000564	YBL026W	maker-flattened_line_80-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_80-snap-gene-0.4&CDS=1-303
565	OG0000565	YBL029C-A	maker-flattened_line_76-snap-gene-0.125-mRNA-1_1&gene=maker-flattened_line_76-snap-gene-0.125&CDS=1-279
566	OG0000566	YBL029W	snap_masked-flattened_line_62-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.101&CDS=1-1116
567	OG0000567	YBL033C	snap_masked-flattened_line_52-processed-gene-0.235-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.235&CDS=1-1542
568	OG0000568	YBL035C	snap_masked-flattened_line_8-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.67&CDS=1-2004
569	OG0000569	YBL036C	snap_masked-flattened_line_8-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.66&CDS=1-747
570	OG0000570	YBL038W	snap_masked-flattened_line_38-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.65&CDS=1-702
571	OG0000571	YBL039C	snap_masked-flattened_line_10-processed-gene-2.111-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.111&CDS=1-1722
572	OG0000572	YBL040C	snap_masked-flattened_line_12-processed-gene-2.73-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.73&CDS=1-639
573	OG0000573	YBL041W	snap_masked-flattened_line_12-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.72&CDS=1-708
574	OG0000574	YBL046W	augustus_masked-flattened_line_16-processed-gene-2.236-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.236&CDS=1-945
575	OG0000575	YBL047C	snap_masked-flattened_line_62-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.125&CDS=1-4002
576	OG0000576	YBL049W	snap_masked-flattened_line_14-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.55&CDS=1-330
577	OG0000577	YBL050W	snap_masked-flattened_line_62-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.124&CDS=1-870
578	OG0000578	YBL051C	snap_masked-flattened_line_16-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.45&CDS=1-2643
579	OG0000579	YBL054W	snap_masked-flattened_line_16-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.68&CDS=1-1272
580	OG0000580	YBL055C	snap_masked-flattened_line_22-processed-gene-2.8-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.8&CDS=1-942
581	OG0000581	YBL057C	maker-flattened_line_22-augustus-gene-2.74-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-2.74&CDS=1-1158
582	OG0000582	YBL058W	maker-flattened_line_22-augustus-gene-2.69-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-2.69&CDS=1-1137
583	OG0000583	YBL059C-A	snap_masked-flattened_line_2-processed-gene-6.120-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.120&CDS=1-321
584	OG0000584	YBL061C	snap_masked-flattened_line_16-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.72&CDS=1-1968
585	OG0000585	YBL064C	snap_masked-flattened_line_30-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.49&CDS=1-666
586	OG0000586	YBL066C	snap_masked-flattened_line_2-processed-gene-6.155-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.155&CDS=1-2676
587	OG0000587	YBL071W-A	snap_masked-flattened_line_74-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.59&CDS=1-237
588	OG0000588	YBL074C	genemark-flattened_line_76-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.39&CDS=1-906
589	OG0000589	YBL076C	snap_masked-flattened_line_76-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.65&CDS=1-3192
590	OG0000590	YBL078C	snap_masked-flattened_line_76-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.66&CDS=1-381
591	OG0000591	YBL080C	maker-flattened_line_22-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-0.3&CDS=1-1515
592	OG0000592	YBL082C	maker-flattened_line_46-snap-gene-1.184-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-1.184&CDS=1-1221
593	OG0000593	YBL084C	snap_masked-flattened_line_34-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.103&CDS=1-2247
594	OG0000594	YBL086C	snap_masked-flattened_line_82-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.28&CDS=1-1179
595	OG0000595	YBL088C	maker-flattened_line_4-snap-gene-4.1-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-4.1&CDS=1-2487
596	OG0000596	YBL090W	snap_masked-flattened_line_0-processed-gene-3.142-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.142&CDS=1-630
597	OG0000597	YBL091C	snap_masked-flattened_line_26-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.107&CDS=1-1299
598	OG0000598	YBL092W	snap_masked-flattened_line_26-processed-gene-2.67-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.67&CDS=1-393
599	OG0000599	YBL093C	snap_masked-flattened_line_26-processed-gene-2.95-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.95&CDS=1-582
600	OG0000600	YBL097W	snap_masked-flattened_line_54-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.19&CDS=1-2286
601	OG0000601	YBL098W	snap_masked-flattened_line_46-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.11&CDS=1-1440
602	OG0000602	YBL099W	maker-flattened_line_54-snap-gene-0.192-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.192&CDS=1-1626
603	OG0000603	YBL102W	snap_masked-flattened_line_78-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.164&CDS=1-660
604	OG0000604	YBL104C	genemark-flattened_line_20-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.7&CDS=1-3042
605	OG0000605	YBL105C	snap_masked-flattened_line_78-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.152&CDS=1-2226
606	OG0000606	YBL107C	snap_masked-flattened_line_20-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.52&CDS=1-504
607	OG0000607	YBR003W	snap_masked-flattened_line_28-processed-gene-2.34-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.34&CDS=1-1389
608	OG0000608	YBR004C	snap_masked-flattened_line_80-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.74&CDS=1-1353
609	OG0000609	YBR011C	snap_masked-flattened_line_12-processed-gene-2.17-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.17&CDS=1-864
610	OG0000610	YBR017C	snap_masked-flattened_line_0-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.80&CDS=1-2778
611	OG0000611	YBR019C	maker-flattened_line_34-snap-gene-1.72-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-1.72&CDS=1-1086
612	OG0000612	YBR022W	snap_masked-flattened_line_8-processed-gene-2.12-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.12&CDS=1-483
613	OG0000613	YBR025C	snap_masked-flattened_line_22-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.95&CDS=1-1182
614	OG0000614	YBR026C	snap_masked-flattened_line_4-processed-gene-5.216-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.216&CDS=1-1227
615	OG0000615	YBR029C	snap_masked-flattened_line_64-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.155&CDS=1-1275
616	OG0000616	YBR030W	snap_masked-flattened_line_80-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.123&CDS=1-1563
617	OG0000617	YBR034C	snap_masked-flattened_line_94-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.62&CDS=1-1053
618	OG0000618	YBR035C	snap_masked-flattened_line_50-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.126&CDS=1-681
619	OG0000619	YBR037C	snap_masked-flattened_line_22-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.98&CDS=1-897
620	OG0000620	YBR039W	snap_masked-flattened_line_54-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.59&CDS=1-855
621	OG0000621	YBR041W	snap_masked-flattened_line_50-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.151&CDS=1-1917
622	OG0000622	YBR043C	snap_masked-flattened_line_54-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.57&CDS=1-2040
623	OG0000623	YBR046C	snap_masked-flattened_line_30-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.13&CDS=1-993
624	OG0000624	YBR055C	genemark-flattened_line_14-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.76&CDS=1-2784
625	OG0000625	YBR056W	snap_masked-flattened_line_50-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.152&CDS=1-1536
626	OG0000626	YBR057C	snap_masked-flattened_line_26-processed-gene-2.82-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.82&CDS=1-861
627	OG0000627	YBR058C	snap_masked-flattened_line_26-processed-gene-2.81-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.81&CDS=1-2352
628	OG0000628	YBR060C	snap_masked-flattened_line_0-processed-gene-3.123-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.123&CDS=1-1557
629	OG0000629	YBR061C	snap_masked-flattened_line_28-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.63&CDS=1-852
630	OG0000630	YBR062C	snap_masked-flattened_line_72-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.108&CDS=1-525
631	OG0000631	YBR065C	snap_masked-flattened_line_72-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.75&CDS=1-1098
632	OG0000632	YBR070C	snap_masked-flattened_line_78-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.116&CDS=1-732
633	OG0000633	YBR074W	snap_masked-flattened_line_26-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.69&CDS=1-2940
634	OG0000634	YBR079C	maker-flattened_line_28-snap-gene-1.120-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-1.120&CDS=1-3396
635	OG0000635	YBR080C	snap_masked-flattened_line_40-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.42&CDS=1-2385
636	OG0000636	YBR082C	snap_masked-flattened_line_58-processed-gene-0.200-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.200&CDS=1-441
637	OG0000637	YBR083W	snap_masked-flattened_line_4-processed-gene-4.42-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.42&CDS=1-2748
638	OG0000638	YBR085W	snap_masked-flattened_line_28-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.77&CDS=1-906
639	OG0000639	YBR086C	snap_masked-flattened_line_8-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.46&CDS=1-2280
640	OG0000640	YBR087W	snap_masked-flattened_line_38-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.31&CDS=1-1053
641	OG0000641	YBR088C	snap_masked-flattened_line_2-processed-gene-6.106-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.106&CDS=1-786
642	OG0000642	YBR094W	snap_masked-flattened_line_68-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.179&CDS=1-2139
643	OG0000643	YBR095C	snap_masked-flattened_line_68-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.141&CDS=1-972
644	OG0000644	YBR096W	snap_masked-flattened_line_90-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.67&CDS=1-663
645	OG0000645	YBR097W	maker-flattened_line_72-snap-gene-0.67-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.67&CDS=1-4713
646	OG0000646	YBR101C	snap_masked-flattened_line_40-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.121&CDS=1-843
647	OG0000647	YBR102C	maker-flattened_line_40-snap-gene-1.7-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-1.7&CDS=1-2202
648	OG0000648	YBR103W	maker-flattened_line_40-snap-gene-1.5-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-1.5&CDS=1-1929
649	OG0000649	YBR105C	snap_masked-flattened_line_72-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.132&CDS=1-819
650	OG0000650	YBR106W	snap_masked-flattened_line_18-processed-gene-1.8-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.8&CDS=1-567
651	OG0000651	YBR110W	snap_masked-flattened_line_6-processed-gene-4.192-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.192&CDS=1-1455
