	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035689_Candida_mycetangii
698	OG0000698	YBR208C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.67-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.67&CDS=1-5487
699	OG0000699	YBR213W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-2.54&CDS=1-783
700	OG0000700	YBR215W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-12.25-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-12.25&CDS=1-1833
701	OG0000701	YBR217W	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.57-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.57&CDS=1-609
702	OG0000702	YBR218C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-8.101-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-8.101&CDS=1-3543
703	OG0000703	YBR220C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-0.48&CDS=1-1617
704	OG0000704	YBR221C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-0.26&CDS=1-1107
705	OG0000705	YBR222C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.138-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.138&CDS=1-1638
706	OG0000706	YBR223C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.158-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.158&CDS=1-1611
707	OG0000707	YBR227C	maker-NODE_2_length_1528460_cov_26.3327_ID_1453-augustus-gene-1.108-mRNA-1_1&gene=maker-NODE_2_length_1528460_cov_26.3327_ID_1453-augustus-gene-1.108&CDS=1-5775
708	OG0000708	YBR228W	maker-NODE_1_length_1846036_cov_27.8053_ID_2084-augustus-gene-14.160-mRNA-1_1&gene=maker-NODE_1_length_1846036_cov_27.8053_ID_2084-augustus-gene-14.160&CDS=1-3057
709	OG0000709	YBR229C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.151-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.151&CDS=1-2727
710	OG0000710	YBR230C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.98-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.98&CDS=1-567
711	OG0000711	YBR231C	snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.57&CDS=1-864
712	OG0000712	YBR233W-A	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.113-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.113&CDS=1-300
713	OG0000713	YBR234C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.99-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.99&CDS=1-1092
714	OG0000714	YBR235W	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.118&CDS=1-3423
715	OG0000715	YBR236C	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.89&CDS=1-1455
716	OG0000716	YBR237W	snap_masked-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.179-mRNA-1_1&gene=snap_masked-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.179&CDS=1-2484
717	OG0000717	YBR238C	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.87&CDS=1-1791
718	OG0000718	YBR243C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-2.17-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-2.17&CDS=1-1353
719	OG0000719	YBR246W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-2.20&CDS=1-1068
720	OG0000720	YBR247C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-3.95-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-3.95&CDS=1-1386
721	OG0000721	YBR248C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-3.67-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-3.67&CDS=1-1644
722	OG0000722	YBR251W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.96-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.96&CDS=1-936
723	OG0000723	YBR254C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.156-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.156&CDS=1-423
724	OG0000724	YBR255C-A	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.149-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.149&CDS=1-360
725	OG0000725	YBR255W	snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.14-mRNA-1_1&gene=snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.14&CDS=1-1743
726	OG0000726	YBR256C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-1.57&CDS=1-675
727	OG0000727	YBR257W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.12&CDS=1-834
728	OG0000728	YBR260C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.94-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.94&CDS=1-2067
729	OG0000729	YBR261C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.168-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.168&CDS=1-696
730	OG0000730	YBR263W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.67-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.67&CDS=1-1473
731	OG0000731	YBR265W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.154-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.154&CDS=1-900
732	OG0000732	YBR267W	augustus_masked-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-1.100&CDS=1-2373
733	OG0000733	YBR268W	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-1.44&CDS=1-333
734	OG0000734	YBR269C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-1.25&CDS=1-411
735	OG0000735	YBR271W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.138&CDS=1-1185
736	OG0000736	YBR272C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.76-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.76&CDS=1-1389
737	OG0000737	YBR274W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.96-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.96&CDS=1-1593
738	OG0000738	YBR275C	snap_masked-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.43-mRNA-1_1&gene=snap_masked-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.43&CDS=1-4551
739	OG0000739	YBR276C	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.96&CDS=1-2877
740	OG0000740	YBR280C	genemark-NODE_20_length_65565_cov_43.2458_ID_2753-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_20_length_65565_cov_43.2458_ID_2753-processed-gene-0.43&CDS=1-1623
741	OG0000741	YBR281C	genemark-NODE_20_length_65565_cov_43.2458_ID_2753-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_20_length_65565_cov_43.2458_ID_2753-processed-gene-0.42&CDS=1-2283
742	OG0000742	YBR282W	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.95&CDS=1-438
743	OG0000743	YBR283C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.127-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.127&CDS=1-1452
744	OG0000744	YBR288C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.116-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.116&CDS=1-1614
745	OG0000745	YBR289W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-2.89&CDS=1-1800
746	OG0000746	YBR290W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.124-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.124&CDS=1-1041
747	OG0000747	YBR291C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.147-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.147&CDS=1-888
748	OG0000748	YBR296C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.124-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.124&CDS=1-1755
749	OG0000749	YCL001W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.40-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.40&CDS=1-546
750	OG0000750	YCL004W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.39-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.39&CDS=1-1446
751	OG0000751	YCL005W-A	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.84-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.84&CDS=1-216
752	OG0000752	YCL008C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.109&CDS=1-1323
753	OG0000753	YCL009C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.50-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.50&CDS=1-879
754	OG0000754	YCL010C	augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.133-mRNA-1_1&gene=augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.133&CDS=1-2007
755	OG0000755	YCL012C	maker-NODE_4_length_1011378_cov_28.5779_ID_1711-snap-gene-9.8-mRNA-1_1&gene=maker-NODE_4_length_1011378_cov_28.5779_ID_1711-snap-gene-9.8&CDS=1-435
756	OG0000756	YCL014W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.37-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.37&CDS=1-3699
757	OG0000757	YCL016C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.66-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.66&CDS=1-1056
758	OG0000758	YCL017C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.65-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.65&CDS=1-1410
759	OG0000759	YCL018W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.64-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.64&CDS=1-1092
760	OG0000760	YCL027W	augustus_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-16.70-mRNA-1_1&gene=augustus_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-16.70&CDS=1-1416
761	OG0000761	YCL029C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.94-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.94&CDS=1-2571
762	OG0000762	YCL030C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.110-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.110&CDS=1-2517
763	OG0000763	YCL032W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.25-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.25&CDS=1-963
764	OG0000764	YCL033C	maker-NODE_2_length_1528460_cov_26.3327_ID_1453-augustus-gene-3.7-mRNA-1_1&gene=maker-NODE_2_length_1528460_cov_26.3327_ID_1453-augustus-gene-3.7&CDS=1-1524
765	OG0000765	YCL034W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.27-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.27&CDS=1-1065
766	OG0000766	YCL038C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.21-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.21&CDS=1-1626
767	OG0000767	YCL043C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.26-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.26&CDS=1-1506
768	OG0000768	YCL044C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.101-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.101&CDS=1-804
769	OG0000769	YCL045C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.102-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.102&CDS=1-2649
770	OG0000770	YCL047C	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-0.19&CDS=1-843
771	OG0000771	YCL054W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-0.16&CDS=1-2469
772	OG0000772	YCL055W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-0.15&CDS=1-1020
773	OG0000773	YCL057C-A	snap_masked-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-2.142&CDS=1-240
774	OG0000774	YCL057W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-2.25&CDS=1-2004
775	OG0000775	YCL059C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-16.111-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-16.111&CDS=1-1119
776	OG0000776	YCL061C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-16.109-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-16.109&CDS=1-3945
777	OG0000777	YCR002C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-0.116&CDS=1-1029
778	OG0000778	YCR003W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-0.141-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-0.141&CDS=1-552
779	OG0000779	YCR008W	augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-7.87&CDS=1-6255
780	OG0000780	YCR011C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-5.100-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-5.100&CDS=1-3027
781	OG0000781	YCR012W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.67-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.67&CDS=1-1251
782	OG0000782	YCR014C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.100-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.100&CDS=1-1479
783	OG0000783	YCR015C	snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.125&CDS=1-822
784	OG0000784	YCR016W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.62-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.62&CDS=1-954
785	OG0000785	YCR017C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.85-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.85&CDS=1-2790
786	OG0000786	YCR019W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.131&CDS=1-1053
787	OG0000787	YCR020C-A	snap_masked-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.86&CDS=1-753
788	OG0000788	YCR024C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.176-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.176&CDS=1-1449
789	OG0000789	YCR027C	snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.36-mRNA-1_1&gene=snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.36&CDS=1-540
790	OG0000790	YCR028C-A	augustus_masked-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.22&CDS=1-387
791	OG0000791	YCR030C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.51&CDS=1-2682
792	OG0000792	YCR032W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.71&CDS=1-6444
793	OG0000793	YCR033W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.157-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.157&CDS=1-3636
794	OG0000794	YCR035C	snap_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.20-mRNA-1_1&gene=snap_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.20&CDS=1-1119
795	OG0000795	YCR036W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.155-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.155&CDS=1-966
796	OG0000796	YCR042C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-16.91-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-16.91&CDS=1-4059
797	OG0000797	YCR044C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-0.36&CDS=1-984
798	OG0000798	YCR045C	snap_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.40-mRNA-1_1&gene=snap_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.40&CDS=1-1701
799	OG0000799	YCR046C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.13-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.13&CDS=1-531
800	OG0000800	YCR047C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.12-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.12&CDS=1-804
801	OG0000801	YCR051W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.11-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.11&CDS=1-603
802	OG0000802	YCR053W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.124-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.124&CDS=1-1512
803	OG0000803	YCR054C	snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.11-mRNA-1_1&gene=snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.11&CDS=1-1449
804	OG0000804	YCR057C	snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.10-mRNA-1_1&gene=snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.10&CDS=1-2739
805	OG0000805	YCR059C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.101-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.101&CDS=1-777
806	OG0000806	YCR060W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.122-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.122&CDS=1-972
807	OG0000807	YCR061W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.121-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.121&CDS=1-1809
808	OG0000808	YCR063W	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.50&CDS=1-462
809	OG0000809	YCR065W	snap_masked-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.110&CDS=1-2166
810	OG0000810	YCR066W	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.68&CDS=1-921
811	OG0000811	YCR068W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-4.68-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-4.68&CDS=1-1581
812	OG0000812	YCR071C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.69-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.69&CDS=1-372
813	OG0000813	YCR072C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.70-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.70&CDS=1-1521
