	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035242_Zygoascus_ofunaensis
879	OG0000879	YDL212W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.5-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.5&CDS=1-570
880	OG0000880	YDL213C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.47-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.47&CDS=1-582
881	OG0000881	YDL215C	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-2.8-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-2.8&CDS=1-3138
882	OG0000882	YDL217C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.54-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.54&CDS=1-543
883	OG0000883	YDL231C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.8&CDS=1-3495
884	OG0000884	YDL234C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.27&CDS=1-2223
885	OG0000885	YDL235C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.65-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.65&CDS=1-525
886	OG0000886	YDL236W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.76-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.76&CDS=1-891
887	OG0000887	YDL238C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.23-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.23&CDS=1-1365
888	OG0000888	YDL240W	augustus_masked-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-2.41&CDS=1-4410
889	OG0000889	YDR002W	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.123-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.123&CDS=1-747
890	OG0000890	YDR004W	snap_masked-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-2.17&CDS=1-1323
891	OG0000891	YDR005C	augustus_masked-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.25&CDS=1-1020
892	OG0000892	YDR006C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.85-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.85&CDS=1-2469
893	OG0000893	YDR007W	genemark-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.60&CDS=1-1611
894	OG0000894	YDR013W	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-0.58&CDS=1-591
895	OG0000895	YDR016C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.41-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.41&CDS=1-333
896	OG0000896	YDR017C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.75-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.75&CDS=1-2910
897	OG0000897	YDR019C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.0-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.0&CDS=1-1227
898	OG0000898	YDR020C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.81-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.81&CDS=1-726
899	OG0000899	YDR023W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.103-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.103&CDS=1-1365
900	OG0000900	YDR027C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.48-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.48&CDS=1-3897
901	OG0000901	YDR028C	snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.100-mRNA-1_1&gene=snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.100&CDS=1-2649
902	OG0000902	YDR031W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.16-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.16&CDS=1-297
903	OG0000903	YDR034C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.54-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.54&CDS=1-2235
904	OG0000904	YDR036C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-0.91&CDS=1-1431
905	OG0000905	YDR037W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.133-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.133&CDS=1-1785
906	OG0000906	YDR041W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.69-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.69&CDS=1-882
907	OG0000907	YDR044W	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.114-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.114&CDS=1-975
908	OG0000908	YDR045C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-0.26&CDS=1-306
909	OG0000909	YDR047W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.26-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.26&CDS=1-1098
910	OG0000910	YDR049W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.162-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.162&CDS=1-1809
911	OG0000911	YDR050C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.79-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.79&CDS=1-747
912	OG0000912	YDR051C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.112-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.112&CDS=1-882
913	OG0000913	YDR052C	maker-NODE_3_length_1287627_cov_16.8742_ID_4528-augustus-gene-4.4-mRNA-1_1&gene=maker-NODE_3_length_1287627_cov_16.8742_ID_4528-augustus-gene-4.4&CDS=1-2091
914	OG0000914	YDR054C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.45-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.45&CDS=1-723
915	OG0000915	YDR058C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.14-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.14&CDS=1-846
916	OG0000916	YDR060W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-1.113&CDS=1-3285
917	OG0000917	YDR061W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-4.131-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-4.131&CDS=1-1470
918	OG0000918	YDR062W	genemark-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.61&CDS=1-1827
919	OG0000919	YDR063W	maker-NODE_10_length_623044_cov_19.8551_ID_3649-snap-gene-4.13-mRNA-1_1&gene=maker-NODE_10_length_623044_cov_19.8551_ID_3649-snap-gene-4.13&CDS=1-435
920	OG0000920	YDR064W	maker-NODE_10_length_623044_cov_19.8551_ID_3649-augustus-gene-4.5-mRNA-1_1&gene=maker-NODE_10_length_623044_cov_19.8551_ID_3649-augustus-gene-4.5&CDS=1-453
921	OG0000921	YDR067C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.33-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.33&CDS=1-606
922	OG0000922	YDR068W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.10-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.10&CDS=1-1131
923	OG0000923	YDR071C	genemark-NODE_25_length_39176_cov_26.5225_ID_5288-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_25_length_39176_cov_26.5225_ID_5288-processed-gene-0.9&CDS=1-726
924	OG0000924	YDR072C	maker-NODE_1_length_1859704_cov_17.1121_ID_3507-snap-gene-0.40-mRNA-1_1&gene=maker-NODE_1_length_1859704_cov_17.1121_ID_3507-snap-gene-0.40&CDS=1-1536
925	OG0000925	YDR074W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-5.110-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-5.110&CDS=1-2574
926	OG0000926	YDR075W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.69&CDS=1-1065
927	OG0000927	YDR079C-A	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-1.122&CDS=1-210
928	OG0000928	YDR079W	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-1.93-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-1.93&CDS=1-300
929	OG0000929	YDR080W	maker-NODE_11_length_473841_cov_16.3012_ID_3740-snap-gene-1.8-mRNA-1_1&gene=maker-NODE_11_length_473841_cov_16.3012_ID_3740-snap-gene-1.8&CDS=1-3207
930	OG0000930	YDR083W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.133-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.133&CDS=1-1314
931	OG0000931	YDR084C	maker-NODE_11_length_473841_cov_16.3012_ID_3740-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_11_length_473841_cov_16.3012_ID_3740-augustus-gene-1.1&CDS=1-588
932	OG0000932	YDR086C	augustus_masked-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.60&CDS=1-1011
933	OG0000933	YDR088C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.93-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.93&CDS=1-1209
934	OG0000934	YDR091C	maker-NODE_13_length_249367_cov_20.4516_ID_4175-snap-gene-1.81-mRNA-1_1&gene=maker-NODE_13_length_249367_cov_20.4516_ID_4175-snap-gene-1.81&CDS=1-2070
935	OG0000935	YDR092W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-3.62-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-3.62&CDS=1-453
936	OG0000936	YDR097C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.77-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.77&CDS=1-3684
937	OG0000937	YDR100W	augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.105&CDS=1-903
938	OG0000938	YDR101C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-8.86-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-8.86&CDS=1-1356
939	OG0000939	YDR104C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.96-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.96&CDS=1-3783
940	OG0000940	YDR105C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-3.48-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-3.48&CDS=1-1419
941	OG0000941	YDR108W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-3.71-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-3.71&CDS=1-2085
942	OG0000942	YDR109C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.2-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.2&CDS=1-1752
943	OG0000943	YDR111C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.106-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.106&CDS=1-1521
944	OG0000944	YDR115W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.72-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.72&CDS=1-450
945	OG0000945	YDR116C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.73-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.73&CDS=1-984
946	OG0000946	YDR117C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.101-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.101&CDS=1-1785
947	OG0000947	YDR120C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.96&CDS=1-1599
948	OG0000948	YDR124W	snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-1.41&CDS=1-2364
949	OG0000949	YDR126W	augustus_masked-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.132&CDS=1-1101
950	OG0000950	YDR127W	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-0.69&CDS=1-4704
951	OG0000951	YDR129C	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.37&CDS=1-1911
952	OG0000952	YDR135C	augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.84-mRNA-1_1&gene=augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.84&CDS=1-4629
953	OG0000953	YDR137W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-7.91-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-7.91&CDS=1-2034
954	OG0000954	YDR140W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.93-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.93&CDS=1-642
955	OG0000955	YDR141C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.69-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.69&CDS=1-5211
956	OG0000956	YDR142C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.68-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.68&CDS=1-1077
957	OG0000957	YDR145W	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-2.20&CDS=1-1944
958	OG0000958	YDR148C	snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.115-mRNA-1_1&gene=snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.115&CDS=1-1233
959	OG0000959	YDR150W	augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-6.94&CDS=1-6768
960	OG0000960	YDR152W	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.133&CDS=1-741
961	OG0000961	YDR155C	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.132&CDS=1-489
962	OG0000962	YDR158W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.95-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.95&CDS=1-1074
963	OG0000963	YDR159W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.91-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.91&CDS=1-3414
964	OG0000964	YDR160W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.47-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.47&CDS=1-2745
965	OG0000965	YDR161W	augustus_masked-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.166&CDS=1-1026
966	OG0000966	YDR162C	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.134&CDS=1-1074
967	OG0000967	YDR164C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.47-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.47&CDS=1-2166
968	OG0000968	YDR165W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.47&CDS=1-1158
969	OG0000969	YDR166C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.176-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.176&CDS=1-2796
970	OG0000970	YDR167W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.37-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.37&CDS=1-579
971	OG0000971	YDR168W	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.97-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.97&CDS=1-1440
972	OG0000972	YDR169C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.55-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.55&CDS=1-1470
973	OG0000973	YDR170C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.87-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.87&CDS=1-5826
974	OG0000974	YDR172W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.11-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.11&CDS=1-2208
975	OG0000975	YDR173C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-0.88&CDS=1-969
976	OG0000976	YDR175C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.116-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.116&CDS=1-978
977	OG0000977	YDR176W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.247-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.247&CDS=1-2346
978	OG0000978	YDR179W-A	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.203-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.203&CDS=1-1407
979	OG0000979	YDR180W	snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.78-mRNA-1_1&gene=snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.78&CDS=1-4920
980	OG0000980	YDR181C	snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.76-mRNA-1_1&gene=snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.76&CDS=1-1053
981	OG0000981	YDR182W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.202-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.202&CDS=1-1548
982	OG0000982	YDR183W	genemark-NODE_23_length_48318_cov_17.2413_ID_15847-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_23_length_48318_cov_17.2413_ID_15847-processed-gene-0.17&CDS=1-633
983	OG0000983	YDR188W	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.109&CDS=1-1602
984	OG0000984	YDR189W	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.107&CDS=1-2013
985	OG0000985	YDR190C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.83&CDS=1-1371
986	OG0000986	YDR191W	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.105-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.105&CDS=1-1563
987	OG0000987	YDR194C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.81-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.81&CDS=1-2148
988	OG0000988	YDR196C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.91&CDS=1-720
989	OG0000989	YDR198C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.90&CDS=1-1068
990	OG0000990	YDR204W	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.116&CDS=1-744
991	OG0000991	YDR208W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.54&CDS=1-3039
992	OG0000992	YDR211W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.31&CDS=1-2184
993	OG0000993	YDR212W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.29&CDS=1-1674
994	OG0000994	YDR214W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.27&CDS=1-1002
