	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034674_Blastobotrys_muscicola
339	OG0000339	YKL192C	maker-NODE_11_length_335086_cov_15.5858_ID_21-snap-gene-1.158-mRNA-1_1&gene=maker-NODE_11_length_335086_cov_15.5858_ID_21-snap-gene-1.158&CDS=1-399, maker-NODE_12_length_308793_cov_15.4041_ID_23-augustus-gene-2.7-mRNA-1_1&gene=maker-NODE_12_length_308793_cov_15.4041_ID_23-augustus-gene-2.7&CDS=1-378
340	OG0000340	YKL203C	augustus_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.78&CDS=1-7038, maker-NODE_14_length_275940_cov_14.7477_ID_27-snap-gene-1.167-mRNA-1_1&gene=maker-NODE_14_length_275940_cov_14.7477_ID_27-snap-gene-1.167&CDS=1-7002
341	OG0000341	YKR034W	genemark-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-1.24&CDS=1-1161, maker-NODE_33_length_123721_cov_15.4158_ID_65-snap-gene-0.172-mRNA-1_1&gene=maker-NODE_33_length_123721_cov_15.4158_ID_65-snap-gene-0.172&CDS=1-981
342	OG0000342	YKR039W	snap_masked-NODE_49_length_74058_cov_15.2778_ID_97-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_49_length_74058_cov_15.2778_ID_97-processed-gene-0.11&CDS=1-1725, snap_masked-NODE_53_length_68195_cov_14.8814_ID_105-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_53_length_68195_cov_14.8814_ID_105-processed-gene-0.54&CDS=1-1743
343	OG0000343	YKR066C	snap_masked-NODE_22_length_181626_cov_14.9743_ID_43-processed-gene-0.182-mRNA-1_1&gene=snap_masked-NODE_22_length_181626_cov_14.9743_ID_43-processed-gene-0.182&CDS=1-1101, snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.134&CDS=1-858
344	OG0000344	YKR076W, YMR251W	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-5.70-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-5.70&CDS=1-960
345	OG0000345	YLL012W, YLR020C	snap_masked-NODE_29_length_144691_cov_15.6014_ID_57-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_29_length_144691_cov_15.6014_ID_57-processed-gene-0.105&CDS=1-1371
346	OG0000346	YLL016W, YLR310C	snap_masked-NODE_28_length_145780_cov_15.4051_ID_55-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_28_length_145780_cov_15.4051_ID_55-processed-gene-0.136&CDS=1-3756
347	OG0000347	YLR144C	snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-1.101&CDS=1-2091, snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-0.117&CDS=1-2160
348	OG0000348	YLR260W, YOR171C	maker-NODE_26_length_158356_cov_15.4035_ID_51-snap-gene-0.194-mRNA-1_1&gene=maker-NODE_26_length_158356_cov_15.4035_ID_51-snap-gene-0.194&CDS=1-1356
349	OG0000349	YLR270W, YOR173W	snap_masked-NODE_40_length_93189_cov_15.7443_ID_79-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_40_length_93189_cov_15.7443_ID_79-processed-gene-0.68&CDS=1-861
350	OG0000350	YLR287C-A, YOR182C	maker-NODE_16_length_231195_cov_15.8594_ID_31-snap-gene-0.50-mRNA-1_1&gene=maker-NODE_16_length_231195_cov_15.8594_ID_31-snap-gene-0.50&CDS=1-552
351	OG0000351	YLR300W, YOR190W	genemark-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.213-mRNA-1_1&gene=genemark-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.213&CDS=1-1233
352	OG0000352	YLR307W, YLR308W	snap_masked-NODE_28_length_145780_cov_15.4051_ID_55-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_28_length_145780_cov_15.4051_ID_55-processed-gene-0.105&CDS=1-1110
353	OG0000353	YLR432W, YML056C	maker-NODE_11_length_335086_cov_15.5858_ID_21-snap-gene-0.44-mRNA-1_1&gene=maker-NODE_11_length_335086_cov_15.5858_ID_21-snap-gene-0.44&CDS=1-1578
354	OG0000354	YLR449W, YML074C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.20&CDS=1-1161
355	OG0000355	YLR450W, YML075C	snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-1.55&CDS=1-3018
356	OG0000356	YLR456W, YPR172W	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.84&CDS=1-486
357	OG0000357	YLR459W	maker-NODE_28_length_145780_cov_15.4051_ID_55-snap-gene-0.254-mRNA-1_1&gene=maker-NODE_28_length_145780_cov_15.4051_ID_55-snap-gene-0.254&CDS=1-5088, snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-6.78-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-6.78&CDS=1-1992
358	OG0000358	YML100W, YMR261C	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-4.83-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-4.83&CDS=1-2865
359	OG0000359	YML106W, YMR271C	snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-4.121&CDS=1-642
360	OG0000360	YML109W, YMR273C	snap_masked-NODE_53_length_68195_cov_14.8814_ID_105-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_53_length_68195_cov_14.8814_ID_105-processed-gene-0.46&CDS=1-1905
361	OG0000361	YML118W, YMR285C	snap_masked-NODE_34_length_122180_cov_14.3779_ID_67-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_34_length_122180_cov_14.3779_ID_67-processed-gene-0.121&CDS=1-1302
362	OG0000362	YMR110C	snap_masked-NODE_75_length_35516_cov_17.3646_ID_149-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_75_length_35516_cov_17.3646_ID_149-processed-gene-0.14&CDS=1-1563, snap_masked-NODE_84_length_26062_cov_17.0918_ID_167-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_84_length_26062_cov_17.0918_ID_167-processed-gene-0.38&CDS=1-1599
363	OG0000363	YMR119W, YNL008C	genemark-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-2.81-mRNA-1_1&gene=genemark-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-2.81&CDS=1-1854
364	OG0000364	YMR155W	snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-0.65&CDS=1-1278, snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-2.26&CDS=1-1377
365	OG0000365	YMR177W, YPL224C	augustus_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.271-mRNA-1_1&gene=augustus_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.271&CDS=1-798
366	OG0000366	YMR182C, YPL230W	snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-0.105&CDS=1-1344
367	OG0000367	YMR183C, YPL232W	genemark-NODE_44_length_91283_cov_16.7205_ID_87-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_44_length_91283_cov_16.7205_ID_87-processed-gene-0.14&CDS=1-807
368	OG0000368	YMR222C, YOR280C	snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-0.137&CDS=1-741
369	OG0000369	YMR226C	maker-NODE_3_length_706382_cov_15.6755_ID_5-snap-gene-6.175-mRNA-1_1&gene=maker-NODE_3_length_706382_cov_15.6755_ID_5-snap-gene-6.175&CDS=1-828, snap_masked-NODE_35_length_116918_cov_15.8406_ID_69-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_35_length_116918_cov_15.8406_ID_69-processed-gene-0.4&CDS=1-801
370	OG0000370	YMR230W, YOR293W	snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-4.28-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-4.28&CDS=1-414
371	OG0000371	YMR237W, YOR299W	snap_masked-NODE_77_length_32348_cov_14.6487_ID_153-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_77_length_32348_cov_14.6487_ID_153-processed-gene-0.17&CDS=1-1962
372	OG0000372	YMR242C, YOR312C	snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.44&CDS=1-537
373	OG0000373	YNL087W, YOR086C	augustus_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-1.79&CDS=1-4590
374	OG0000374	YNL106C, YOR109W	maker-NODE_10_length_349244_cov_14.8404_ID_19-snap-gene-2.178-mRNA-1_1&gene=maker-NODE_10_length_349244_cov_14.8404_ID_19-snap-gene-2.178&CDS=1-3078
375	OG0000375	YNL108C, YOR110W	snap_masked-NODE_66_length_43640_cov_15.191_ID_131-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_66_length_43640_cov_15.191_ID_131-processed-gene-0.36&CDS=1-1083
376	OG0000376	YNL202W	snap_masked-NODE_14_length_275940_cov_14.7477_ID_27-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_14_length_275940_cov_14.7477_ID_27-processed-gene-1.15&CDS=1-873, snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-1.138&CDS=1-873
377	OG0000377	YNL294C	snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-5.115-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-5.115&CDS=1-1254, snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-1.37&CDS=1-1077
378	OG0000378	YNL301C, YOL120C	snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-3.102-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-3.102&CDS=1-561
379	OG0000379	YNL302C, YOL121C	snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-3.76-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-3.76&CDS=1-450
380	OG0000380	YNL322C	genemark-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-0.72&CDS=1-303, snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-0.92&CDS=1-291
381	OG0000381	YNR063W	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-2.120&CDS=1-2316, snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.100&CDS=1-1953
382	OG0000382	YOL029C	augustus_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.116&CDS=1-1095, snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.50&CDS=1-1251
383	OG0000383	YOL051W	augustus_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.13&CDS=1-3486, snap_masked-NODE_69_length_42083_cov_16.1551_ID_137-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_69_length_42083_cov_16.1551_ID_137-processed-gene-0.27&CDS=1-477
384	OG0000384	YOL107W	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-6.10-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-6.10&CDS=1-1059, snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.59-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.59&CDS=1-1011
385	OG0000385	YOL137W	maker-NODE_17_length_218754_cov_15.6617_ID_33-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_17_length_218754_cov_15.6617_ID_33-snap-gene-0.0&CDS=1-1302, snap_masked-NODE_23_length_178550_cov_16.1371_ID_45-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_23_length_178550_cov_16.1371_ID_45-processed-gene-0.125&CDS=1-1284
386	OG0000386	YOR126C	maker-NODE_15_length_235751_cov_16.5796_ID_29-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_15_length_235751_cov_16.5796_ID_29-snap-gene-0.1&CDS=1-780, maker-NODE_39_length_100971_cov_16.4772_ID_77-snap-gene-0.166-mRNA-1_1&gene=maker-NODE_39_length_100971_cov_16.4772_ID_77-snap-gene-0.166&CDS=1-1503
387	OG0000387	YOR227W, YPL137C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-0.93&CDS=1-2982
388	OG0000388	YOR231W, YPL140C	snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.136-mRNA-1_1&gene=snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.136&CDS=1-1152
389	OG0000389	YOR234C, YPL143W	snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.96&CDS=1-321
390	OG0000390	YOR237W, YPL145C	snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.130&CDS=1-1194
391	OG0000391	YOR256C, YPL176C	snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-2.41&CDS=1-2538
392	OG0000392	YOR390W, YPL279C	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-5.33-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-5.33&CDS=1-1080
393	OG0000393	YPL013C	augustus_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-4.97&CDS=1-1674, snap_masked-NODE_46_length_79329_cov_14.9567_ID_91-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_46_length_79329_cov_14.9567_ID_91-processed-gene-0.98&CDS=1-1347
394	OG0000394	YPL048W	maker-NODE_62_length_53981_cov_17.8983_ID_123-snap-gene-0.39-mRNA-1_1&gene=maker-NODE_62_length_53981_cov_17.8983_ID_123-snap-gene-0.39&CDS=1-1206, snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-8.57-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-8.57&CDS=1-1200
395	OG0000395	YPL242C	maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-0.0&CDS=1-4617, snap_masked-NODE_96_length_15731_cov_14.7905_ID_191-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_96_length_15731_cov_14.7905_ID_191-processed-gene-0.8&CDS=1-2259
396	OG0000396	YPL248C	augustus_masked-NODE_27_length_146829_cov_15.7846_ID_53-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_27_length_146829_cov_15.7846_ID_53-processed-gene-0.99&CDS=1-1926, snap_masked-NODE_80_length_31573_cov_272.426_ID_159-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_80_length_31573_cov_272.426_ID_159-processed-gene-0.20&CDS=1-2052
397	OG0000397	YPR013C, YPR015C	snap_masked-NODE_62_length_53981_cov_17.8983_ID_123-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_62_length_53981_cov_17.8983_ID_123-processed-gene-0.43&CDS=1-729
398	OG0000398	YPR022C	genemark-NODE_95_length_18060_cov_16.4297_ID_189-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_95_length_18060_cov_16.4297_ID_189-processed-gene-0.7&CDS=1-2289, maker-NODE_27_length_146829_cov_15.7846_ID_53-snap-gene-0.140-mRNA-1_1&gene=maker-NODE_27_length_146829_cov_15.7846_ID_53-snap-gene-0.140&CDS=1-2352
399	OG0000399	YPR086W	augustus_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.40&CDS=1-996, snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.137-mRNA-1_1&gene=snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.137&CDS=1-987
400	OG0000400	YPR093C	augustus_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-1.4&CDS=1-1917, augustus_masked-NODE_53_length_68195_cov_14.8814_ID_105-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_53_length_68195_cov_14.8814_ID_105-processed-gene-0.27&CDS=1-1098
401	OG0000401	YPR159W	augustus_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-2.11&CDS=1-1848, snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-5.53-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-5.53&CDS=1-2232
402	OG0000402	YAL001C	maker-NODE_10_length_349244_cov_14.8404_ID_19-snap-gene-0.49-mRNA-1_1&gene=maker-NODE_10_length_349244_cov_14.8404_ID_19-snap-gene-0.49&CDS=1-3990
403	OG0000403	YAL002W	maker-NODE_10_length_349244_cov_14.8404_ID_19-augustus-gene-0.142-mRNA-1_1&gene=maker-NODE_10_length_349244_cov_14.8404_ID_19-augustus-gene-0.142&CDS=1-4041
404	OG0000404	YAL003W	maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-8.167-mRNA-1_1&gene=maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-8.167&CDS=1-666
405	OG0000405	YAL009W	snap_masked-NODE_31_length_138828_cov_14.8094_ID_61-processed-gene-0.195-mRNA-1_1&gene=snap_masked-NODE_31_length_138828_cov_14.8094_ID_61-processed-gene-0.195&CDS=1-1005
406	OG0000406	YAL010C	snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.26&CDS=1-1077
407	OG0000407	YAL011W	snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.4&CDS=1-1959
408	OG0000408	YAL012W	snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-2.43&CDS=1-1191
409	OG0000409	YAL013W	snap_masked-NODE_72_length_38856_cov_15.3333_ID_143-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_72_length_38856_cov_15.3333_ID_143-processed-gene-0.44&CDS=1-1263
410	OG0000410	YAL014C	snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.2-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.2&CDS=1-750
411	OG0000411	YAL016W	snap_masked-NODE_17_length_218754_cov_15.6617_ID_33-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_17_length_218754_cov_15.6617_ID_33-processed-gene-1.131&CDS=1-1833
412	OG0000412	YAL019W	snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-2.13&CDS=1-2874
413	OG0000413	YAL020C	genemark-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-2.82-mRNA-1_1&gene=genemark-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-2.82&CDS=1-1038
414	OG0000414	YAL021C	snap_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.78&CDS=1-2145
415	OG0000415	YAL022C	snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.263-mRNA-1_1&gene=snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.263&CDS=1-1188
416	OG0000416	YAL023C	snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.225-mRNA-1_1&gene=snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.225&CDS=1-2217
417	OG0000417	YAL024C	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.81&CDS=1-3024
418	OG0000418	YAL025C	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.80&CDS=1-924
419	OG0000419	YAL026C	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.93&CDS=1-3876
420	OG0000420	YAL032C	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-0.83&CDS=1-1626
421	OG0000421	YAL034W-A	snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.48&CDS=1-795
422	OG0000422	YAL035W	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-4.107-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-4.107&CDS=1-3027
423	OG0000423	YAL036C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-4.82-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-4.82&CDS=1-1095
424	OG0000424	YAL038W	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.64&CDS=1-1548
425	OG0000425	YAL039C	snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-2.90&CDS=1-819
426	OG0000426	YAL041W	genemark-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.24-mRNA-1_1&gene=genemark-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.24&CDS=1-2547
427	OG0000427	YAL042W	snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.90-mRNA-1_1&gene=snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.90&CDS=1-1161
428	OG0000428	YAL043C	snap_masked-NODE_23_length_178550_cov_16.1371_ID_45-processed-gene-0.190-mRNA-1_1&gene=snap_masked-NODE_23_length_178550_cov_16.1371_ID_45-processed-gene-0.190&CDS=1-2007
429	OG0000429	YAL044C	snap_masked-NODE_51_length_73262_cov_16.5667_ID_101-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_51_length_73262_cov_16.5667_ID_101-processed-gene-0.119&CDS=1-507
430	OG0000430	YAL044W-A	augustus_masked-NODE_29_length_144691_cov_15.6014_ID_57-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_29_length_144691_cov_15.6014_ID_57-processed-gene-0.7&CDS=1-303
431	OG0000431	YAL046C	snap_masked-NODE_18_length_208586_cov_16.3774_ID_35-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_18_length_208586_cov_16.3774_ID_35-processed-gene-1.85&CDS=1-306
432	OG0000432	YAL048C	snap_masked-NODE_123_length_7149_cov_19.3462_ID_245-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_123_length_7149_cov_19.3462_ID_245-processed-gene-0.2&CDS=1-2004
433	OG0000433	YAL049C	snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-0.124&CDS=1-741
