	OrthologID	Metschnikowia_continentalis	Saccharomyces_cerevisiae
810	OG0000810	augustus_masked-con_s17-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.7&CDS=1-810	YOR278W
811	OG0000811	augustus_masked-con_s17-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.27&CDS=1-399	YOL012C
812	OG0000812	augustus_masked-con_s17-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.28&CDS=1-2199	YEL062W
813	OG0000813	augustus_masked-con_s17-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.11&CDS=1-1701	YLR259C
814	OG0000814	augustus_masked-con_s17-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.29&CDS=1-1563	YOL013C
815	OG0000815	augustus_masked-con_s17-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.31&CDS=1-351	YMR074C
816	OG0000816	augustus_masked-con_s17-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.13&CDS=1-612	YLR262C
817	OG0000817	augustus_masked-con_s17-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.17&CDS=1-387	YBR269C
818	OG0000818	augustus_masked-con_s17-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.18&CDS=1-1251	YBR271W
819	OG0000819	augustus_masked-con_s17-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.34&CDS=1-1305	YJL060W
820	OG0000820	augustus_masked-con_s17-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.22&CDS=1-1323	YBL045C
821	OG0000821	genemark-con_s17-processed-gene-1.82-mRNA-1_1&gene=genemark-con_s17-processed-gene-1.82&CDS=1-1227	YHR005C
822	OG0000822	augustus_masked-con_s17-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.23&CDS=1-1461	YHR045W
823	OG0000823	augustus_masked-con_s17-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.37&CDS=1-291	YDR016C
824	OG0000824	augustus_masked-con_s17-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.24&CDS=1-993	YKL095W
825	OG0000825	augustus_masked-con_s17-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.39&CDS=1-2502	YIL068C
826	OG0000826	augustus_masked-con_s17-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.40&CDS=1-2373	YGR178C
827	OG0000827	augustus_masked-con_s17-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.41&CDS=1-1572	YKL047W
828	OG0000828	augustus_masked-con_s17-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.42&CDS=1-342	YER072W
829	OG0000829	augustus_masked-con_s17-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.44&CDS=1-4131	YOR291W
830	OG0000830	augustus_masked-con_s17-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.49&CDS=1-1620	YMR227C
831	OG0000831	genemark-con_s17-processed-gene-2.91-mRNA-1_1&gene=genemark-con_s17-processed-gene-2.91&CDS=1-687	YKL033W-A
832	OG0000832	genemark-con_s17-processed-gene-2.92-mRNA-1_1&gene=genemark-con_s17-processed-gene-2.92&CDS=1-1689	YHL010C
833	OG0000833	augustus_masked-con_s17-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.51&CDS=1-5001	YMR229C
834	OG0000834	augustus_masked-con_s17-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.52&CDS=1-3294	YML104C
835	OG0000835	augustus_masked-con_s17-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.69&CDS=1-597	YMR269W
836	OG0000836	augustus_masked-con_s17-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.53&CDS=1-2643	YMR268C
837	OG0000837	augustus_masked-con_s17-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.54&CDS=1-3261	YPL160W
838	OG0000838	augustus_masked-con_s17-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.56&CDS=1-789	YML105C
839	OG0000839	augustus_masked-con_s17-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.73&CDS=1-1131	YMR272C
840	OG0000840	augustus_masked-con_s17-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.75&CDS=1-810	YMR274C
841	OG0000841	augustus_masked-con_s17-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.58&CDS=1-2034	YDR234W
842	OG0000842	augustus_masked-con_s17-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.60&CDS=1-1680	YOR205C
843	OG0000843	augustus_masked-con_s17-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.62&CDS=1-1605	YOR046C
844	OG0000844	augustus_masked-con_s17-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.81&CDS=1-1047	YDR347W
845	OG0000845	genemark-con_s17-processed-gene-2.128-mRNA-1_1&gene=genemark-con_s17-processed-gene-2.128&CDS=1-165	YDR276C
846	OG0000846	genemark-con_s17-processed-gene-2.131-mRNA-1_1&gene=genemark-con_s17-processed-gene-2.131&CDS=1-270	YOR045W
847	OG0000847	augustus_masked-con_s17-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.64&CDS=1-1239	YMR235C
848	OG0000848	augustus_masked-con_s17-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.86&CDS=1-1623	YGL186C
849	OG0000849	augustus_masked-con_s17-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.87&CDS=1-528	YLR221C
850	OG0000850	augustus_masked-con_s17-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.65&CDS=1-4392	YLR425W
851	OG0000851	augustus_masked-con_s17-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.67&CDS=1-522	YKL190W
852	OG0000852	genemark-con_s17-processed-gene-3.73-mRNA-1_1&gene=genemark-con_s17-processed-gene-3.73&CDS=1-5880	YLR430W
853	OG0000853	augustus_masked-con_s17-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.138&CDS=1-1044	YML067C
854	OG0000854	augustus_masked-con_s17-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.139&CDS=1-1731	YHR150W
855	OG0000855	augustus_masked-con_s17-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.141&CDS=1-2091	YKL188C
856	OG0000856	augustus_masked-con_s17-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.142&CDS=1-669	YHR189W
857	OG0000857	genemark-con_s17-processed-gene-3.82-mRNA-1_1&gene=genemark-con_s17-processed-gene-3.82&CDS=1-1530	YNR012W
858	OG0000858	augustus_masked-con_s17-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.146&CDS=1-1512	YDR111C
859	OG0000859	augustus_masked-con_s17-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.169&CDS=1-1794	YLR088W
860	OG0000860	augustus_masked-con_s17-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.148&CDS=1-849	YDR116C
861	OG0000861	augustus_masked-con_s17-processed-gene-3.172-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.172&CDS=1-1743	YDR117C
862	OG0000862	augustus_masked-con_s17-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.150&CDS=1-1509	YDR434W
863	OG0000863	augustus_masked-con_s17-processed-gene-3.173-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.173&CDS=1-3201	YER176W
864	OG0000864	augustus_masked-con_s17-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.152&CDS=1-2403	YJL200C
865	OG0000865	augustus_masked-con_s17-processed-gene-3.174-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.174&CDS=1-1527	YBR127C
866	OG0000866	augustus_masked-con_s17-processed-gene-3.176-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.176&CDS=1-1119	YPR084W
867	OG0000867	augustus_masked-con_s17-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.153&CDS=1-999	YBR125C
868	OG0000868	genemark-con_s17-processed-gene-3.90-mRNA-1_1&gene=genemark-con_s17-processed-gene-3.90&CDS=1-1515	YPR083W
869	OG0000869	augustus_masked-con_s17-processed-gene-3.178-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.178&CDS=1-1416	YBR126C
870	OG0000870	augustus_masked-con_s17-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.155&CDS=1-7782	YNL262W
871	OG0000871	augustus_masked-con_s17-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.156&CDS=1-1440	YNL261W
872	OG0000872	augustus_masked-con_s17-processed-gene-3.179-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.179&CDS=1-1089	YHR156C
873	OG0000873	augustus_masked-con_s17-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.157&CDS=1-429	YNL260C
874	OG0000874	augustus_masked-con_s17-processed-gene-3.181-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.181&CDS=1-984	YOR246C
875	OG0000875	augustus_masked-con_s17-processed-gene-3.182-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.182&CDS=1-1443	YOR155C
876	OG0000876	augustus_masked-con_s17-processed-gene-3.185-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.185&CDS=1-1068	YLR017W
877	OG0000877	augustus_masked-con_s17-processed-gene-3.186-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.186&CDS=1-1656	YOR245C
878	OG0000878	augustus_masked-con_s17-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.159&CDS=1-2355	YLL004W
879	OG0000879	augustus_masked-con_s17-processed-gene-3.160-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.160&CDS=1-753	YJR024C
880	OG0000880	augustus_masked-con_s17-processed-gene-3.188-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.188&CDS=1-285	YJR022W
881	OG0000881	augustus_masked-con_s17-processed-gene-3.190-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.190&CDS=1-1545	YOR310C
882	OG0000882	augustus_masked-con_s17-processed-gene-3.162-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.162&CDS=1-4338	YHR164C
883	OG0000883	augustus_masked-con_s17-processed-gene-3.194-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.194&CDS=1-969	YPR176C
884	OG0000884	augustus_masked-con_s17-processed-gene-3.195-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.195&CDS=1-1986	YPR175W
885	OG0000885	augustus_masked-con_s174-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.23&CDS=1-1179	YPL165C
886	OG0000886	augustus_masked-con_s174-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.33&CDS=1-1401	YGR093W
887	OG0000887	augustus_masked-con_s174-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.25&CDS=1-1668	YPR144C
888	OG0000888	augustus_masked-con_s174-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.26&CDS=1-2481	YEL032W
889	OG0000889	augustus_masked-con_s174-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.27&CDS=1-747	YPL157W
890	OG0000890	augustus_masked-con_s174-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.35&CDS=1-2028	YNR038W
891	OG0000891	augustus_masked-con_s174-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.28&CDS=1-273	YNR037C
892	OG0000892	augustus_masked-con_s174-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.36&CDS=1-1431	YCR079W
893	OG0000893	augustus_masked-con_s174-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.38&CDS=1-975	YML004C
894	OG0000894	augustus_masked-con_s174-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.29&CDS=1-891	YBR176W
895	OG0000895	snap_masked-con_s174-processed-gene-0.47-mRNA-1_1&gene=snap_masked-con_s174-processed-gene-0.47&CDS=1-3357	YGR274C
896	OG0000896	genemark-con_s177-processed-gene-0.0-mRNA-1_1&gene=genemark-con_s177-processed-gene-0.0&CDS=1-291	YDR379C-A
897	OG0000897	augustus_masked-con_s179-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s179-processed-gene-0.13&CDS=1-672	YHR140W
898	OG0000898	augustus_masked-con_s18-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s18-processed-gene-0.26&CDS=1-1059	YBR265W
899	OG0000899	snap_masked-con_s18-processed-gene-0.1-mRNA-1_1&gene=snap_masked-con_s18-processed-gene-0.1&CDS=1-192	YLR262C-A
900	OG0000900	augustus_masked-con_s18-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-con_s18-processed-gene-0.24&CDS=1-735	YJL063C
901	OG0000901	augustus_masked-con_s181-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-con_s181-processed-gene-0.15&CDS=1-2037	YDL074C
902	OG0000902	augustus_masked-con_s181-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s181-processed-gene-0.11&CDS=1-2727	YBR229C
903	OG0000903	augustus_masked-con_s181-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-con_s181-processed-gene-0.12&CDS=1-1494	YHR206W
904	OG0000904	augustus_masked-con_s181-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s181-processed-gene-0.13&CDS=1-1215	YKL181W
905	OG0000905	augustus_masked-con_s181-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-con_s181-processed-gene-0.14&CDS=1-3354	YLR410W
906	OG0000906	augustus_masked-con_s185-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s185-processed-gene-0.6&CDS=1-2016	YHR124W
907	OG0000907	augustus_masked-con_s186-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s186-processed-gene-0.9&CDS=1-903	YER175C
908	OG0000908	augustus_masked-con_s186-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s186-processed-gene-0.11&CDS=1-1083	YDR297W
909	OG0000909	augustus_masked-con_s186-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s186-processed-gene-0.7&CDS=1-594	YKR068C
910	OG0000910	augustus_masked-con_s188-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-0.42&CDS=1-3141	YGR094W
911	OG0000911	augustus_masked-con_s188-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-0.57&CDS=1-3627	YEL031W
912	OG0000912	genemark-con_s188-processed-gene-0.39-mRNA-1_1&gene=genemark-con_s188-processed-gene-0.39&CDS=1-906	YGR096W
913	OG0000913	augustus_masked-con_s188-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-0.54&CDS=1-2106	YLR396C
914	OG0000914	snap_masked-con_s188-processed-gene-1.110-mRNA-1_1&gene=snap_masked-con_s188-processed-gene-1.110&CDS=1-183	YDL067C
915	OG0000915	augustus_masked-con_s188-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.1&CDS=1-249	YLR395C
916	OG0000916	augustus_masked-con_s188-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.3&CDS=1-1707	YIL101C
917	OG0000917	genemark-con_s188-processed-gene-1.56-mRNA-1_1&gene=genemark-con_s188-processed-gene-1.56&CDS=1-2292	YNL041C
918	OG0000918	augustus_masked-con_s188-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.30&CDS=1-1410	YIL103W
919	OG0000919	augustus_masked-con_s188-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.7&CDS=1-1518	YIL104C
920	OG0000920	snap_masked-con_s188-processed-gene-1.138-mRNA-1_1&gene=snap_masked-con_s188-processed-gene-1.138&CDS=1-1488	YNL042W
921	OG0000921	augustus_masked-con_s188-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.9&CDS=1-3417	YFR009W
922	OG0000922	augustus_masked-con_s188-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.33&CDS=1-303	YPL098C
923	OG0000923	augustus_masked-con_s188-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.10&CDS=1-444	YFR011C
924	OG0000924	augustus_masked-con_s188-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.34&CDS=1-3084	YFR010W
925	OG0000925	genemark-con_s188-processed-gene-1.62-mRNA-1_1&gene=genemark-con_s188-processed-gene-1.62&CDS=1-1737	YFR021W
926	OG0000926	genemark-con_s188-processed-gene-1.63-mRNA-1_1&gene=genemark-con_s188-processed-gene-1.63&CDS=1-2511	YOR249C
927	OG0000927	augustus_masked-con_s188-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.35&CDS=1-642	YPR113W
928	OG0000928	augustus_masked-con_s188-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.15&CDS=1-966	YLR354C
929	OG0000929	genemark-con_s188-processed-gene-1.89-mRNA-1_1&gene=genemark-con_s188-processed-gene-1.89&CDS=1-1404	YDR235W
930	OG0000930	augustus_masked-con_s188-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.40&CDS=1-1272	YOR303W
931	OG0000931	genemark-con_s188-processed-gene-1.67-mRNA-1_1&gene=genemark-con_s188-processed-gene-1.67&CDS=1-810	YPR127W
932	OG0000932	augustus_masked-con_s188-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.42&CDS=1-1329	YKL059C
933	OG0000933	augustus_masked-con_s188-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.18&CDS=1-363	YKL058W
934	OG0000934	augustus_masked-con_s188-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.45&CDS=1-1362	YMR027W
935	OG0000935	augustus_masked-con_s188-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.47&CDS=1-2118	YBR094W
936	OG0000936	augustus_masked-con_s188-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.48&CDS=1-1074	YKL060C
937	OG0000937	augustus_masked-con_s188-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.20&CDS=1-606	YPR051W
938	OG0000938	augustus_masked-con_s188-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.21&CDS=1-1176	YBR095C
939	OG0000939	augustus_masked-con_s188-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.22&CDS=1-777	YBR088C
940	OG0000940	augustus_masked-con_s188-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.49&CDS=1-1332	YPL259C
941	OG0000941	augustus_masked-con_s188-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.26&CDS=1-1320	YOL030W
942	OG0000942	augustus_masked-con_s188-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.50&CDS=1-1386	YDL147W
943	OG0000943	augustus_masked-con_s188-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.51&CDS=1-912	YER055C
944	OG0000944	genemark-con_s189-processed-gene-0.17-mRNA-1_1&gene=genemark-con_s189-processed-gene-0.17&CDS=1-1845	YPL155C
945	OG0000945	snap_masked-con_s189-processed-gene-0.6-mRNA-1_1&gene=snap_masked-con_s189-processed-gene-0.6&CDS=1-948	YOR242C
946	OG0000946	snap_masked-con_s19-processed-gene-0.3-mRNA-1_1&gene=snap_masked-con_s19-processed-gene-0.3&CDS=1-414	YLL050C
947	OG0000947	augustus_masked-con_s19-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s19-processed-gene-0.6&CDS=1-9072	YLR087C
948	OG0000948	augustus_masked-con_s194-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.42&CDS=1-2592	YER070W
949	OG0000949	augustus_masked-con_s194-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.32&CDS=1-2037	YHR042W
950	OG0000950	snap_masked-con_s194-processed-gene-0.15-mRNA-1_1&gene=snap_masked-con_s194-processed-gene-0.15&CDS=1-2379	YNL085W
951	OG0000951	augustus_masked-con_s194-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.44&CDS=1-1347	YPL172C
952	OG0000952	augustus_masked-con_s194-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.45&CDS=1-963	YOR261C
953	OG0000953	snap_masked-con_s194-processed-gene-0.18-mRNA-1_1&gene=snap_masked-con_s194-processed-gene-0.18&CDS=1-288	YOR265W
954	OG0000954	augustus_masked-con_s194-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.34&CDS=1-1569	YBL015W
955	OG0000955	augustus_masked-con_s194-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.35&CDS=1-1395	YFL016C
956	OG0000956	augustus_masked-con_s194-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.49&CDS=1-1092	YLR216C
957	OG0000957	augustus_masked-con_s194-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.51&CDS=1-1431	YKL143W
958	OG0000958	augustus_masked-con_s194-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.37&CDS=1-2124	YDL141W
959	OG0000959	augustus_masked-con_s194-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.38&CDS=1-381	YDL008W
960	OG0000960	augustus_masked-con_s194-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.39&CDS=1-1014	YNR041C
961	OG0000961	augustus_masked-con_s194-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.41&CDS=1-1938	YDR143C
962	OG0000962	augustus_masked-con_s194-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.54&CDS=1-825	YGL050W
963	OG0000963	snap_masked-con_s194-processed-gene-0.29-mRNA-1_1&gene=snap_masked-con_s194-processed-gene-0.29&CDS=1-3768	YLR309C
964	OG0000964	augustus_masked-con_s199-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-con_s199-processed-gene-0.65&CDS=1-1062	YLR420W
965	OG0000965	augustus_masked-con_s199-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-con_s199-processed-gene-0.58&CDS=1-429	YPR082C
966	OG0000966	augustus_masked-con_s199-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-con_s199-processed-gene-0.67&CDS=1-627	YLR178C
967	OG0000967	augustus_masked-con_s199-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-con_s199-processed-gene-0.68&CDS=1-1194	YOR358W
