	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034899_Ogataea_kodamae
374	OG0000374	YLL016W, YLR310C	snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-0.25&CDS=1-3648
375	OG0000375	YLL029W	augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.87&CDS=1-2175, snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-0.20&CDS=1-1923
376	OG0000376	YLL055W	snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.63&CDS=1-1599, snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.118-mRNA-1_1&gene=snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.118&CDS=1-1596
377	OG0000377	YLL057C	maker-NODE_5_length_586398_cov_20.5162_ID_9-augustus-gene-0.53-mRNA-1_1&gene=maker-NODE_5_length_586398_cov_20.5162_ID_9-augustus-gene-0.53&CDS=1-1290, snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.37&CDS=1-1197
378	OG0000378	YLR031W, YMR124W	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-2.57&CDS=1-4020
379	OG0000379	YLR113W	genemark-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-1.139-mRNA-1_1&gene=genemark-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-1.139&CDS=1-1413, snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-6.120-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-6.120&CDS=1-1146
380	OG0000380	YLR144C	augustus_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.32&CDS=1-3798, snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-6.110-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-6.110&CDS=1-2127
381	OG0000381	YLR178C, YLR179C	augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.93&CDS=1-1179
382	OG0000382	YLR248W	augustus_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-0.119&CDS=1-2190, maker-NODE_4_length_594317_cov_21.076_ID_7-augustus-gene-4.26-mRNA-1_1&gene=maker-NODE_4_length_594317_cov_21.076_ID_7-augustus-gene-4.26&CDS=1-3246
383	OG0000383	YLR260W, YOR171C	snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-0.59&CDS=1-1449
384	OG0000384	YLR270W, YOR173W	snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.44-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.44&CDS=1-882
385	OG0000385	YLR284C, YOR180C	genemark-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-1.58&CDS=1-789
386	OG0000386	YLR287C-A, YOR182C	maker-NODE_7_length_545341_cov_21.404_ID_13-snap-gene-3.182-mRNA-1_1&gene=maker-NODE_7_length_545341_cov_21.404_ID_13-snap-gene-3.182&CDS=1-1062
387	OG0000387	YLR307W, YLR308W	augustus_masked-NODE_23_length_83251_cov_21.0497_ID_45-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_23_length_83251_cov_21.0497_ID_45-processed-gene-0.75&CDS=1-2805
388	OG0000388	YLR429W	augustus_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.28&CDS=1-5388, snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.277-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.277&CDS=1-855
389	OG0000389	YLR433C, YML057W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.150-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.150&CDS=1-1653
390	OG0000390	YLR456W, YPR172W	snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-3.186-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-3.186&CDS=1-519
391	OG0000391	YML038C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-3.34-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-3.34&CDS=1-1338, snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-3.56-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-3.56&CDS=1-1293
392	OG0000392	YML085C, YML124C	augustus_masked-NODE_29_length_44534_cov_21.1618_ID_57-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_29_length_44534_cov_21.1618_ID_57-processed-gene-0.55&CDS=1-3966
393	OG0000393	YML100W, YMR261C	genemark-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-2.66-mRNA-1_1&gene=genemark-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-2.66&CDS=1-3708
394	OG0000394	YML106W, YMR271C	snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.58&CDS=1-651
395	OG0000395	YML109W, YMR273C	snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-1.61&CDS=1-1872
396	OG0000396	YMR058W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.58-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.58&CDS=1-1836, snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.135&CDS=1-1932
397	OG0000397	YMR145C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.130&CDS=1-1659, snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.125&CDS=1-1593
398	OG0000398	YMR205C	maker-NODE_12_length_300130_cov_20.6791_ID_23-augustus-gene-1.132-mRNA-1_1&gene=maker-NODE_12_length_300130_cov_20.6791_ID_23-augustus-gene-1.132&CDS=1-5946, snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.62-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.62&CDS=1-2820
399	OG0000399	YMR216C	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-0.41&CDS=1-1737, snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.62&CDS=1-1917
400	OG0000400	YMR221C	maker-NODE_4_length_594317_cov_21.076_ID_7-augustus-gene-0.160-mRNA-1_1&gene=maker-NODE_4_length_594317_cov_21.076_ID_7-augustus-gene-0.160&CDS=1-3519, snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.218-mRNA-1_1&gene=snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.218&CDS=1-1482
401	OG0000401	YMR222C, YOR280C	snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-0.134&CDS=1-738
402	OG0000402	YMR230W, YOR293W	maker-NODE_3_length_749597_cov_20.3037_ID_5-snap-gene-6.116-mRNA-1_1&gene=maker-NODE_3_length_749597_cov_20.3037_ID_5-snap-gene-6.116&CDS=1-360
403	OG0000403	YMR237W, YOR299W	maker-NODE_9_length_365810_cov_20.2728_ID_17-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_9_length_365810_cov_20.2728_ID_17-snap-gene-0.1&CDS=1-3204
404	OG0000404	YMR242C, YOR312C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.126-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.126&CDS=1-516
405	OG0000405	YMR253C, YPL264C	augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.73&CDS=1-2424
406	OG0000406	YMR303C	augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.92&CDS=1-1146, snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-3.30&CDS=1-1047
407	OG0000407	YNL020C	maker-NODE_5_length_586398_cov_20.5162_ID_9-snap-gene-3.2-mRNA-1_1&gene=maker-NODE_5_length_586398_cov_20.5162_ID_9-snap-gene-3.2&CDS=1-2193, snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.197-mRNA-1_1&gene=snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.197&CDS=1-1518
408	OG0000408	YNL054W	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-0.9&CDS=1-1662, snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.169-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.169&CDS=1-1803
409	OG0000409	YNL098C, YOR101W	snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-0.43&CDS=1-777
410	OG0000410	YNL108C, YOR110W	augustus_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-0.143&CDS=1-1149
411	OG0000411	YNL239W	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.197-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.197&CDS=1-1329, snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.200-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.200&CDS=1-1452
412	OG0000412	YNL271C	genemark-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.122&CDS=1-4908, snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-0.13&CDS=1-1614
413	OG0000413	YNL301C, YOL120C	maker-NODE_22_length_104199_cov_22.1986_ID_43-snap-gene-0.187-mRNA-1_1&gene=maker-NODE_22_length_104199_cov_22.1986_ID_43-snap-gene-0.187&CDS=1-963
414	OG0000414	YNR074C	genemark-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.174-mRNA-1_1&gene=genemark-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.174&CDS=1-1290, snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.278-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.278&CDS=1-1302
415	OG0000415	YOL119C	genemark-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-0.104&CDS=1-1317, maker-NODE_26_length_59357_cov_21.7085_ID_51-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_26_length_59357_cov_21.7085_ID_51-augustus-gene-0.3&CDS=1-2289
416	OG0000416	YOR108W	maker-NODE_9_length_365810_cov_20.2728_ID_17-snap-gene-1.1-mRNA-1_1&gene=maker-NODE_9_length_365810_cov_20.2728_ID_17-snap-gene-1.1&CDS=1-2277, snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.116-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.116&CDS=1-1776
417	OG0000417	YOR234C, YPL143W	augustus_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.163&CDS=1-1239
418	OG0000418	YOR256C, YPL176C	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-2.28&CDS=1-2415
419	OG0000419	YOR270C	maker-NODE_3_length_749597_cov_20.3037_ID_5-augustus-gene-3.2-mRNA-1_1&gene=maker-NODE_3_length_749597_cov_20.3037_ID_5-augustus-gene-3.2&CDS=1-3522, maker-NODE_8_length_401107_cov_21.2284_ID_15-snap-gene-2.130-mRNA-1_1&gene=maker-NODE_8_length_401107_cov_21.2284_ID_15-snap-gene-2.130&CDS=1-2397
420	OG0000420	YOR275C	snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-0.39&CDS=1-1602, snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-0.114&CDS=1-3663
421	OG0000421	YOR374W	maker-NODE_12_length_300130_cov_20.6791_ID_23-snap-gene-1.209-mRNA-1_1&gene=maker-NODE_12_length_300130_cov_20.6791_ID_23-snap-gene-1.209&CDS=1-2715, snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.184-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.184&CDS=1-1554
422	OG0000422	YOR390W, YPL279C	snap_masked-NODE_15_length_161813_cov_20.1063_ID_29-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_15_length_161813_cov_20.1063_ID_29-processed-gene-0.53&CDS=1-846
423	OG0000423	YPL088W	snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.34&CDS=1-1032, snap_masked-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.201-mRNA-1_1&gene=snap_masked-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.201&CDS=1-1041
424	OG0000424	YPL092W	augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.224-mRNA-1_1&gene=augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.224&CDS=1-7023, snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.47-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.47&CDS=1-1152
425	OG0000425	YPR013C, YPR015C	snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-0.18&CDS=1-711
426	OG0000426	YPR022C	augustus_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-0.90&CDS=1-2967, snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.0&CDS=1-2262
427	OG0000427	YPR072W	augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.31&CDS=1-4077, snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-7.59-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-7.59&CDS=1-1752
428	OG0000428	YPR079W	augustus_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.36&CDS=1-1023, snap_masked-NODE_17_length_138471_cov_20.6562_ID_33-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_17_length_138471_cov_20.6562_ID_33-processed-gene-0.50&CDS=1-207
429	OG0000429	YPR127W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.57&CDS=1-990, snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-3.139-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-3.139&CDS=1-1011
430	OG0000430	YPR181C	maker-NODE_5_length_586398_cov_20.5162_ID_9-snap-gene-1.76-mRNA-1_1&gene=maker-NODE_5_length_586398_cov_20.5162_ID_9-snap-gene-1.76&CDS=1-3567, snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.50-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.50&CDS=1-2352
431	OG0000431	Q0050, Q0055	genemark-NODE_38_length_7423_cov_321.435_ID_75-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_38_length_7423_cov_321.435_ID_75-processed-gene-0.8&CDS=1-684
432	OG0000432	YAL001C	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.123-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.123&CDS=1-3528
433	OG0000433	YAL002W	genemark-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.153-mRNA-1_1&gene=genemark-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.153&CDS=1-3570
434	OG0000434	YAL003W	genemark-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.164-mRNA-1_1&gene=genemark-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.164&CDS=1-618
435	OG0000435	YAL009W	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.14&CDS=1-1149
436	OG0000436	YAL010C	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.44&CDS=1-1131
437	OG0000437	YAL011W	snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-3.173-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-3.173&CDS=1-2109
438	OG0000438	YAL016W	snap_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.19&CDS=1-1854
439	OG0000439	YAL019W	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.13&CDS=1-2997
440	OG0000440	YAL020C	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.43&CDS=1-975
441	OG0000441	YAL021C	augustus_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-0.128&CDS=1-4629
442	OG0000442	YAL022C	augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.90&CDS=1-1257
443	OG0000443	YAL024C	genemark-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.109-mRNA-1_1&gene=genemark-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.109&CDS=1-2784
444	OG0000444	YAL026C	snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.163-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.163&CDS=1-3735
445	OG0000445	YAL032C	snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.203-mRNA-1_1&gene=snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.203&CDS=1-1065
446	OG0000446	YAL033W	augustus_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.7&CDS=1-453
447	OG0000447	YAL035W	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.19&CDS=1-2967
448	OG0000448	YAL038W	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.139-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.139&CDS=1-1515
449	OG0000449	YAL039C	snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-1.41&CDS=1-756
450	OG0000450	YAL042W	maker-NODE_8_length_401107_cov_21.2284_ID_15-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_8_length_401107_cov_21.2284_ID_15-augustus-gene-1.4&CDS=1-3045
451	OG0000451	YAL043C	snap_masked-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.22&CDS=1-2151
452	OG0000452	YAL044C	augustus_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.18&CDS=1-3234
453	OG0000453	YAL044W-A	snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.188-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.188&CDS=1-312
454	OG0000454	YAL046C	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-3.71-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-3.71&CDS=1-297
455	OG0000455	YAL048C	snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-1.36&CDS=1-1926
456	OG0000456	YAL049C	snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.183-mRNA-1_1&gene=snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.183&CDS=1-723
457	OG0000457	YAR003W	snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.159-mRNA-1_1&gene=snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.159&CDS=1-1191
458	OG0000458	YAR007C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.139-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.139&CDS=1-1812
459	OG0000459	YAR008W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.120-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.120&CDS=1-627
460	OG0000460	YAR014C	genemark-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.159-mRNA-1_1&gene=genemark-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.159&CDS=1-1452
461	OG0000461	YAR015W	snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.13&CDS=1-915
462	OG0000462	YAR018C	snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.14&CDS=1-1233
