	OrthologID	Candida_tropicalis	Saccharomyces_cerevisiae
467	OG0000467	augustus_masked-NW_003020038.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-0.0&CDS=1-327	YMR039C
468	OG0000468	augustus_masked-NW_003020038.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-0.1&CDS=1-2763	YKL064W
469	OG0000469	snap_masked-NW_003020038.1-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.108&CDS=1-2304	YCR030C
470	OG0000470	snap_masked-NW_003020038.1-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.89&CDS=1-1452	YNL142W
471	OG0000471	maker-NW_003020038.1-augustus-gene-0.83-mRNA-1_1&gene=maker-NW_003020038.1-augustus-gene-0.83&CDS=1-5055	YHR076W
472	OG0000472	augustus_masked-NW_003020038.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-0.3&CDS=1-276	YDR322C-A
473	OG0000473	maker-NW_003020038.1-snap-gene-0.127-mRNA-1_1&gene=maker-NW_003020038.1-snap-gene-0.127&CDS=1-903	YDR265W
474	OG0000474	maker-NW_003020038.1-snap-gene-0.126-mRNA-1_1&gene=maker-NW_003020038.1-snap-gene-0.126&CDS=1-3780	YDR245W
475	OG0000475	snap_masked-NW_003020038.1-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.93&CDS=1-1335	YJR117W
476	OG0000476	snap_masked-NW_003020038.1-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.111&CDS=1-1308	YLR438W
477	OG0000477	genemark-NW_003020038.1-processed-gene-0.49-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-0.49&CDS=1-1560	YLR443W
478	OG0000478	snap_masked-NW_003020038.1-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.112&CDS=1-1317	YLR303W
479	OG0000479	snap_masked-NW_003020038.1-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.97&CDS=1-930	YGR284C
480	OG0000480	snap_masked-NW_003020038.1-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.98&CDS=1-774	YKL087C
481	OG0000481	snap_masked-NW_003020038.1-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.113&CDS=1-273	YHR005C-A
482	OG0000482	genemark-NW_003020038.1-processed-gene-0.70-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-0.70&CDS=1-3570	YPL109C
483	OG0000483	snap_masked-NW_003020038.1-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.99&CDS=1-1185	YJL203W
484	OG0000484	snap_masked-NW_003020038.1-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.119&CDS=1-1716	YBR182C
485	OG0000485	snap_masked-NW_003020038.1-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.120&CDS=1-666	YMR069W
486	OG0000486	snap_masked-NW_003020038.1-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.103&CDS=1-1458	YDR376W
487	OG0000487	genemark-NW_003020038.1-processed-gene-0.75-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-0.75&CDS=1-1644	YKL053C-A
488	OG0000488	snap_masked-NW_003020038.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.10&CDS=1-5403	YIL149C
489	OG0000489	genemark-NW_003020038.1-processed-gene-1.83-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-1.83&CDS=1-2943	YOR048C
490	OG0000490	maker-NW_003020038.1-augustus-gene-1.0-mRNA-1_1&gene=maker-NW_003020038.1-augustus-gene-1.0&CDS=1-13191	YLR106C
491	OG0000491	augustus_masked-NW_003020038.1-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-1.49&CDS=1-1794	YMR313C
492	OG0000492	snap_masked-NW_003020038.1-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.32&CDS=1-813	YMR312W
493	OG0000493	snap_masked-NW_003020038.1-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.16&CDS=1-1596	YER168C
494	OG0000494	snap_masked-NW_003020038.1-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.17&CDS=1-4653	YDR127W
495	OG0000495	snap_masked-NW_003020038.1-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.18&CDS=1-492	YOR104W
496	OG0000496	snap_masked-NW_003020038.1-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.36&CDS=1-1113	YMR166C
497	OG0000497	snap_masked-NW_003020038.1-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.19&CDS=1-1221	YDL104C
498	OG0000498	snap_masked-NW_003020038.1-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.37&CDS=1-1125	YDL105W
499	OG0000499	genemark-NW_003020038.1-processed-gene-1.94-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-1.94&CDS=1-2193	YMR167W
500	OG0000500	snap_masked-NW_003020038.1-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.21&CDS=1-3036	YGR198W
501	OG0000501	snap_masked-NW_003020038.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.22&CDS=1-567	YJR014W
502	OG0000502	snap_masked-NW_003020038.1-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.39&CDS=1-474	YBR167C
503	OG0000503	snap_masked-NW_003020038.1-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.28&CDS=1-2886	YGL141W
504	OG0000504	snap_masked-NW_003020038.1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.40&CDS=1-609	YLR009W
505	OG0000505	snap_masked-NW_003020038.1-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.29&CDS=1-480	YLR008C
506	OG0000506	snap_masked-NW_003020038.1-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.100&CDS=1-1236	YLL006W
507	OG0000507	snap_masked-NW_003020038.1-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.101&CDS=1-1347	YGR202C
508	OG0000508	genemark-NW_003020038.1-processed-gene-2.49-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-2.49&CDS=1-450	YGR203W
509	OG0000509	snap_masked-NW_003020038.1-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.125&CDS=1-1440	YLR427W
510	OG0000510	snap_masked-NW_003020038.1-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.104&CDS=1-507	YML055W
511	OG0000511	augustus_masked-NW_003020038.1-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-2.24&CDS=1-978	YLR426W
512	OG0000512	genemark-NW_003020038.1-processed-gene-2.78-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-2.78&CDS=1-615	YLR292C
513	OG0000513	maker-NW_003020038.1-augustus-gene-2.43-mRNA-1_1&gene=maker-NW_003020038.1-augustus-gene-2.43&CDS=1-1917	YIL116W
514	OG0000514	maker-NW_003020038.1-augustus-gene-2.44-mRNA-1_1&gene=maker-NW_003020038.1-augustus-gene-2.44&CDS=1-3741	YJL093C
515	OG0000515	snap_masked-NW_003020038.1-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.126&CDS=1-1572	YKL191W
516	OG0000516	augustus_masked-NW_003020038.1-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-2.28&CDS=1-1626	YOL132W
517	OG0000517	maker-NW_003020038.1-augustus-gene-2.47-mRNA-1_1&gene=maker-NW_003020038.1-augustus-gene-2.47&CDS=1-1689	YER163C
518	OG0000518	snap_masked-NW_003020038.1-processed-gene-2.131-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.131&CDS=1-2934	YLR138W
519	OG0000519	snap_masked-NW_003020038.1-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.119&CDS=1-1227	YOR368W
520	OG0000520	snap_masked-NW_003020038.1-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.132&CDS=1-1044	YLR447C
521	OG0000521	snap_masked-NW_003020038.1-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.120&CDS=1-1239	YML071C
522	OG0000522	augustus_masked-NW_003020038.1-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-2.32&CDS=1-3441	YOR191W
523	OG0000523	snap_masked-NW_003020038.1-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.134&CDS=1-2520	YCL030C
524	OG0000524	snap_masked-NW_003020038.1-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.135&CDS=1-1821	YDR244W
525	OG0000525	maker-NW_003020038.1-snap-gene-2.147-mRNA-1_1&gene=maker-NW_003020038.1-snap-gene-2.147&CDS=1-1512	YJR121W
526	OG0000526	snap_masked-NW_003020038.1-processed-gene-2.138-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.138&CDS=1-2220	YJR119C
527	OG0000527	snap_masked-NW_003020038.1-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.121&CDS=1-822	YER023W
528	OG0000528	maker-NW_003020038.1-snap-gene-2.144-mRNA-1_1&gene=maker-NW_003020038.1-snap-gene-2.144&CDS=1-1296	YDL084W
529	OG0000529	genemark-NW_003020038.1-processed-gene-2.94-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-2.94&CDS=1-723	YPL034W
530	OG0000530	snap_masked-NW_003020038.1-processed-gene-2.123-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.123&CDS=1-1191	YJR013W
531	OG0000531	genemark-NW_003020038.1-processed-gene-2.75-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-2.75&CDS=1-720	YGR195W
532	OG0000532	genemark-NW_003020038.1-processed-gene-3.48-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-3.48&CDS=1-4104	YDR216W
533	OG0000533	snap_masked-NW_003020038.1-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.89&CDS=1-312	YGR181W
534	OG0000534	genemark-NW_003020038.1-processed-gene-3.50-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-3.50&CDS=1-735	YBL041W
535	OG0000535	genemark-NW_003020038.1-processed-gene-3.73-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-3.73&CDS=1-636	YBL040C
536	OG0000536	snap_masked-NW_003020038.1-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.116&CDS=1-4053	YDR301W
537	OG0000537	snap_masked-NW_003020038.1-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.91&CDS=1-720	YDR302W
538	OG0000538	snap_masked-NW_003020038.1-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.96&CDS=1-453	YJR104C
539	OG0000539	snap_masked-NW_003020038.1-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.98&CDS=1-228	YNL015W
540	OG0000540	snap_masked-NW_003020038.1-processed-gene-3.120-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.120&CDS=1-3291	YPL115C
541	OG0000541	snap_masked-NW_003020038.1-processed-gene-3.121-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.121&CDS=1-2154	YPL116W
542	OG0000542	snap_masked-NW_003020038.1-processed-gene-3.122-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.122&CDS=1-1131	YOR196C
543	OG0000543	snap_masked-NW_003020038.1-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.123&CDS=1-852	YPL117C
544	OG0000544	snap_masked-NW_003020038.1-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.100&CDS=1-1374	YOR198C
545	OG0000545	snap_masked-NW_003020038.1-processed-gene-3.102-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.102&CDS=1-927	YGR282C
546	OG0000546	snap_masked-NW_003020038.1-processed-gene-3.109-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.109&CDS=1-1533	YHR004C
547	OG0000547	snap_masked-NW_003020038.1-processed-gene-4.99-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.99&CDS=1-891	YCL009C
548	OG0000548	snap_masked-NW_003020038.1-processed-gene-4.104-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.104&CDS=1-1782	YBR200W
549	OG0000549	snap_masked-NW_003020038.1-processed-gene-4.106-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.106&CDS=1-1362	YLR195C
550	OG0000550	snap_masked-NW_003020038.1-processed-gene-4.107-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.107&CDS=1-1776	YLR196W
551	OG0000551	snap_masked-NW_003020038.1-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.108&CDS=1-1272	YLR097C
552	OG0000552	snap_masked-NW_003020038.1-processed-gene-4.109-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.109&CDS=1-2592	YMR309C
553	OG0000553	snap_masked-NW_003020038.1-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.110&CDS=1-1152	YGL211W
554	OG0000554	snap_masked-NW_003020038.1-processed-gene-4.111-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.111&CDS=1-807	YMR226C
555	OG0000555	snap_masked-NW_003020038.1-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.125&CDS=1-963	YGR060W
556	OG0000556	snap_masked-NW_003020038.1-processed-gene-4.126-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.126&CDS=1-1263	YOR303W
557	OG0000557	snap_masked-NW_003020038.1-processed-gene-4.128-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.128&CDS=1-1446	YKL059C
558	OG0000558	snap_masked-NW_003020038.1-processed-gene-4.129-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.129&CDS=1-1134	YMR028W
559	OG0000559	snap_masked-NW_003020038.1-processed-gene-4.113-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.113&CDS=1-444	YKL058W
560	OG0000560	snap_masked-NW_003020038.1-processed-gene-4.130-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.130&CDS=1-1347	YMR027W
561	OG0000561	snap_masked-NW_003020038.1-processed-gene-4.132-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.132&CDS=1-2307	YKL054C
562	OG0000562	snap_masked-NW_003020038.1-processed-gene-4.133-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.133&CDS=1-2097	YBR094W
563	OG0000563	snap_masked-NW_003020038.1-processed-gene-4.114-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.114&CDS=1-333	YBR091C
564	OG0000564	genemark-NW_003020038.1-processed-gene-4.88-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-4.88&CDS=1-1020	YKL060C
565	OG0000565	augustus_masked-NW_003020038.1-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-4.23&CDS=1-1287	YBR088C
566	OG0000566	snap_masked-NW_003020038.1-processed-gene-4.135-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.135&CDS=1-972	YBR095C
567	OG0000567	genemark-NW_003020038.1-processed-gene-4.72-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-4.72&CDS=1-3402	YPR049C
568	OG0000568	snap_masked-NW_003020038.1-processed-gene-4.138-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.138&CDS=1-738	YAL049C
569	OG0000569	snap_masked-NW_003020038.1-processed-gene-4.139-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.139&CDS=1-1806	YBR296C
570	OG0000570	snap_masked-NW_003020038.1-processed-gene-4.119-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.119&CDS=1-2442	YPR003C
571	OG0000571	genemark-NW_003020038.1-processed-gene-4.74-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-4.74&CDS=1-750	YPL107W
572	OG0000572	genemark-NW_003020038.1-processed-gene-4.94-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-4.94&CDS=1-1932	YBR123C
573	OG0000573	snap_masked-NW_003020038.1-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.121&CDS=1-996	YKL085W
574	OG0000574	snap_masked-NW_003020038.1-processed-gene-5.42-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.42&CDS=1-555	YBR164C
575	OG0000575	snap_masked-NW_003020038.1-processed-gene-5.47-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.47&CDS=1-1326	YBR166C
576	OG0000576	snap_masked-NW_003020038.1-processed-gene-5.43-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.43&CDS=1-900	YDR284C
577	OG0000577	snap_masked-NW_003020038.1-processed-gene-5.44-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.44&CDS=1-1266	YMR220W
578	OG0000578	genemark-NW_003020038.1-processed-gene-5.92-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-5.92&CDS=1-861	YIL034C
579	OG0000579	snap_masked-NW_003020038.1-processed-gene-5.68-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.68&CDS=1-687	YGR167W
580	OG0000580	snap_masked-NW_003020038.1-processed-gene-5.52-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.52&CDS=1-234	YDR379C-A
581	OG0000581	genemark-NW_003020038.1-processed-gene-5.94-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-5.94&CDS=1-1884	YML042W
582	OG0000582	snap_masked-NW_003020038.1-processed-gene-5.57-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.57&CDS=1-1086	YGR187C
583	OG0000583	genemark-NW_003020038.1-processed-gene-5.112-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-5.112&CDS=1-1851	YGR186W
584	OG0000584	snap_masked-NW_003020038.1-processed-gene-5.73-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.73&CDS=1-1542	YPL120W
585	OG0000585	augustus_masked-NW_003020038.1-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-5.16&CDS=1-1590	YLR105C
586	OG0000586	snap_masked-NW_003020038.1-processed-gene-5.62-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.62&CDS=1-2223	YDR109C
587	OG0000587	snap_masked-NW_003020038.1-processed-gene-5.64-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.64&CDS=1-1698	YPR018W
588	OG0000588	snap_masked-NW_003020038.1-processed-gene-5.66-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.66&CDS=1-3540	YBR218C
589	OG0000589	maker-NW_003020038.1-augustus-gene-5.40-mRNA-1_1&gene=maker-NW_003020038.1-augustus-gene-5.40&CDS=1-2058	YGR285C
590	OG0000590	snap_masked-NW_003020038.1-processed-gene-5.78-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.78&CDS=1-213	YGR183C
591	OG0000591	snap_masked-NW_003020038.1-processed-gene-5.79-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.79&CDS=1-1419	YGR189C
592	OG0000592	snap_masked-NW_003020038.1-processed-gene-5.83-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.83&CDS=1-744	YPL132W
593	OG0000593	snap_masked-NW_003020038.1-processed-gene-6.99-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.99&CDS=1-2667	YGL233W
594	OG0000594	snap_masked-NW_003020038.1-processed-gene-6.97-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.97&CDS=1-825	YFR043C
595	OG0000595	snap_masked-NW_003020038.1-processed-gene-6.100-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.100&CDS=1-642	YIR032C
596	OG0000596	snap_masked-NW_003020038.1-processed-gene-6.98-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.98&CDS=1-2628	YBR179C
597	OG0000597	snap_masked-NW_003020038.1-processed-gene-6.102-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.102&CDS=1-804	YOR194C
598	OG0000598	snap_masked-NW_003020038.1-processed-gene-6.121-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.121&CDS=1-216	YOR210W
599	OG0000599	snap_masked-NW_003020038.1-processed-gene-6.106-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.106&CDS=1-2535	YPL126W
600	OG0000600	snap_masked-NW_003020038.1-processed-gene-6.122-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.122&CDS=1-2652	YOR211C
601	OG0000601	snap_masked-NW_003020038.1-processed-gene-6.126-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.126&CDS=1-1077	YMR171C
602	OG0000602	snap_masked-NW_003020038.1-processed-gene-6.131-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.131&CDS=1-1095	YNL103W
603	OG0000603	maker-NW_003020038.1-snap-gene-6.95-mRNA-1_1&gene=maker-NW_003020038.1-snap-gene-6.95&CDS=1-1605	YMR311C
604	OG0000604	snap_masked-NW_003020038.1-processed-gene-6.132-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.132&CDS=1-513	YAL059W
605	OG0000605	snap_masked-NW_003020038.1-processed-gene-6.133-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.133&CDS=1-2013	YDR311W
606	OG0000606	genemark-NW_003020038.1-processed-gene-6.29-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-6.29&CDS=1-591	YIL157C
607	OG0000607	snap_masked-NW_003020038.1-processed-gene-6.118-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.118&CDS=1-381	YDL092W
608	OG0000608	genemark-NW_003020038.1-processed-gene-6.48-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-6.48&CDS=1-912	YDL091C
609	OG0000609	genemark-NW_003020038.1-processed-gene-6.31-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-6.31&CDS=1-1350	YDL090C
610	OG0000610	genemark-NW_003020038.1-processed-gene-6.32-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-6.32&CDS=1-1620	YDL089W
611	OG0000611	snap_masked-NW_003020038.1-processed-gene-6.119-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.119&CDS=1-873	YDL111C
612	OG0000612	snap_masked-NW_003020038.1-processed-gene-6.136-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.136&CDS=1-4107	YDL112W
613	OG0000613	snap_masked-NW_003020038.1-processed-gene-7.105-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-7.105&CDS=1-2061	YDL113C
614	OG0000614	augustus_masked-NW_003020038.1-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-7.54&CDS=1-2271	YDL116W
615	OG0000615	snap_masked-NW_003020038.1-processed-gene-7.106-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-7.106&CDS=1-1269	YDL097C
616	OG0000616	genemark-NW_003020038.1-processed-gene-7.2-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-7.2&CDS=1-1311	YDR316W
617	OG0000617	genemark-NW_003020038.1-processed-gene-7.3-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-7.3&CDS=1-1170	YGL143C
618	OG0000618	snap_masked-NW_003020038.1-processed-gene-7.108-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-7.108&CDS=1-879	YHR069C
619	OG0000619	snap_masked-NW_003020038.1-processed-gene-7.109-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-7.109&CDS=1-1326	YHR070W
620	OG0000620	genemark-NW_003020038.1-processed-gene-7.11-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-7.11&CDS=1-2199	YDR314C
621	OG0000621	genemark-NW_003020038.1-processed-gene-7.27-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-7.27&CDS=1-2502	YLL005C
622	OG0000622	snap_masked-NW_003020038.1-processed-gene-7.126-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-7.126&CDS=1-1158	YGR185C
623	OG0000623	snap_masked-NW_003020038.1-processed-gene-7.116-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-7.116&CDS=1-5421	YGR184C
