	OrthologID	Metschnikowia_drakensbergensis	Saccharomyces_cerevisiae
276	OG0000276	augustus_masked-draA_s15-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-0.94&CDS=1-759	YIR035C, YIR036C
277	OG0000277	augustus_masked-draA_s79-processed-gene-9.191-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-9.191&CDS=1-2838, snap_masked-draA_s15-processed-gene-0.34-mRNA-1_1&gene=snap_masked-draA_s15-processed-gene-0.34&CDS=1-2964	YGR204W
278	OG0000278	augustus_masked-draA_s15-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-6.33&CDS=1-5661, maker-draA_s15-snap-gene-0.107-mRNA-1_1&gene=maker-draA_s15-snap-gene-0.107&CDS=1-4761	YNL271C
279	OG0000279	augustus_masked-draA_s15-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-1.57&CDS=1-3726	YIL151C, YKR096W
280	OG0000280	augustus_masked-draA_s15-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-1.44&CDS=1-5304	YIL149C, YKR095W
281	OG0000281	augustus_masked-draA_s15-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-2.5&CDS=1-1401, augustus_masked-draA_s91-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-draA_s91-processed-gene-0.40&CDS=1-1032	YKR042W
282	OG0000282	snap_masked-draA_s15-processed-gene-2.79-mRNA-1_1&gene=snap_masked-draA_s15-processed-gene-2.79&CDS=1-2946	YCR067C, YNR026C
283	OG0000283	genemark-draA_s15-processed-gene-2.109-mRNA-1_1&gene=genemark-draA_s15-processed-gene-2.109&CDS=1-2211	YJR059W, YKL198C
284	OG0000284	augustus_masked-draA_s15-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-2.33&CDS=1-1473, augustus_masked-draA_s91-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-draA_s91-processed-gene-0.48&CDS=1-1509	YBR006W
285	OG0000285	augustus_masked-draA_s15-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-2.21&CDS=1-1719, augustus_masked-draA_s44-processed-gene-4.165-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-4.165&CDS=1-1674	YDR242W
286	OG0000286	augustus_masked-draA_s15-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-2.38&CDS=1-4656	YJL076W, YKR010C
287	OG0000287	augustus_masked-draA_s15-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-3.109&CDS=1-3216, snap_masked-draA_s88-processed-gene-0.18-mRNA-1_1&gene=snap_masked-draA_s88-processed-gene-0.18&CDS=1-330	YPL195W
288	OG0000288	maker-draA_s15-augustus-gene-3.97-mRNA-1_1&gene=maker-draA_s15-augustus-gene-3.97&CDS=1-3771	YBR169C, YPL106C
289	OG0000289	maker-draA_s15-snap-gene-3.102-mRNA-1_1&gene=maker-draA_s15-snap-gene-3.102&CDS=1-2604	YBR205W, YOR099W
290	OG0000290	augustus_masked-draA_s15-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-3.126&CDS=1-2997, augustus_masked-draA_s98-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-draA_s98-processed-gene-0.149&CDS=1-1191	YDR021W
291	OG0000291	augustus_masked-draA_s15-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-3.142&CDS=1-2439	YBR294W, YLR092W
292	OG0000292	augustus_masked-draA_s15-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-4.108&CDS=1-906	YGR136W, YPR154W
293	OG0000293	genemark-draA_s15-processed-gene-4.26-mRNA-1_1&gene=genemark-draA_s15-processed-gene-4.26&CDS=1-384	YDL136W, YDL191W
294	OG0000294	snap_masked-draA_s15-processed-gene-4.75-mRNA-1_1&gene=snap_masked-draA_s15-processed-gene-4.75&CDS=1-543	YDL137W, YDL192W
295	OG0000295	augustus_masked-draA_s15-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-4.113&CDS=1-507	YGR131W, YPR149W
296	OG0000296	maker-draA_s15-snap-gene-4.97-mRNA-1_1&gene=maker-draA_s15-snap-gene-4.97&CDS=1-3825	YGR143W, YPR159W
297	OG0000297	augustus_masked-draA_s15-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-4.133&CDS=1-816	YDL127W, YDL179W
298	OG0000298	augustus_masked-draA_s15-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-4.118&CDS=1-2397	YIL105C, YNL047C
299	OG0000299	augustus_masked-draA_s15-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-4.140&CDS=1-447	YBL087C, YER117W
300	OG0000300	augustus_masked-draA_s15-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-5.0&CDS=1-3555	YGL133W, YPL216W
301	OG0000301	augustus_masked-draA_s15-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-5.12&CDS=1-657	YER031C, YGL210W
302	OG0000302	augustus_masked-draA_s15-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-5.20&CDS=1-735, augustus_masked-draA_s44-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-3.54&CDS=1-732	YKL040C
303	OG0000303	augustus_masked-draA_s15-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-5.21&CDS=1-1554, maker-draA_s91-augustus-gene-3.176-mRNA-1_1&gene=maker-draA_s91-augustus-gene-3.176&CDS=1-2325	YLR034C
304	OG0000304	maker-draA_s9-augustus-gene-0.78-mRNA-1_1&gene=maker-draA_s9-augustus-gene-0.78&CDS=1-2955, snap_masked-draA_s15-processed-gene-6.76-mRNA-1_1&gene=snap_masked-draA_s15-processed-gene-6.76&CDS=1-1347	YMR238W
305	OG0000305	augustus_masked-draA_s15-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-6.14&CDS=1-1584	YFR012W, YOL019W
306	OG0000306	augustus_masked-draA_s15-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-6.42&CDS=1-603, augustus_masked-draA_s79-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.75&CDS=1-618	YNR018W
307	OG0000307	augustus_masked-draA_s15-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-6.18&CDS=1-2241, snap_masked-draA_s91-processed-gene-3.71-mRNA-1_1&gene=snap_masked-draA_s91-processed-gene-3.71&CDS=1-2397	YPR181C
308	OG0000308	augustus_masked-draA_s15-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-6.23&CDS=1-804, augustus_masked-draA_s71-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-draA_s71-processed-gene-1.189&CDS=1-2121	YMR226C
309	OG0000309	augustus_masked-draA_s15-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-6.52&CDS=1-1269	YDR300C, YHR033W
310	OG0000310	augustus_masked-draA_s15-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-draA_s15-processed-gene-6.37&CDS=1-390	YHL001W, YKL006W
311	OG0000311	augustus_masked-draA_s17-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-0.54&CDS=1-3438	YLR031W, YMR124W
312	OG0000312	augustus_masked-draA_s17-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-0.61&CDS=1-2229, augustus_masked-draA_s35-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.186&CDS=1-819	YMR061W
313	OG0000313	augustus_masked-draA_s17-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.4&CDS=1-372	YMR230W, YOR293W
314	OG0000314	augustus_masked-draA_s17-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-2.18&CDS=1-1770	YJR130C, YML082W
315	OG0000315	augustus_masked-draA_s49-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-draA_s49-processed-gene-0.53&CDS=1-1929, snap_masked-draA_s17-processed-gene-3.7-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-3.7&CDS=1-1938	YJR045C
316	OG0000316	augustus_masked-draA_s17-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.86&CDS=1-1554, snap_masked-draA_s57-processed-gene-4.78-mRNA-1_1&gene=snap_masked-draA_s57-processed-gene-4.78&CDS=1-1437	YMR155W
317	OG0000317	augustus_masked-draA_s17-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.89&CDS=1-1182	YDL088C, YMR153W
318	OG0000318	snap_masked-draA_s17-processed-gene-3.46-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-3.46&CDS=1-1422	YLR260W, YOR171C
319	OG0000319	augustus_masked-draA_s17-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.77&CDS=1-447	YIL111W, YNL052W
320	OG0000320	augustus_masked-draA_s17-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.11&CDS=1-654	YBR242W, YGL101W
321	OG0000321	augustus_masked-draA_s17-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.19&CDS=1-1089	YBR031W, YDR012W
322	OG0000322	augustus_masked-draA_s17-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.21&CDS=1-2568	YJL082W, YKR018C
323	OG0000323	snap_masked-draA_s17-processed-gene-4.77-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-4.77&CDS=1-2952	YJL105W, YKR029C
324	OG0000324	augustus_masked-draA_s17-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.47&CDS=1-4251, augustus_masked-draA_s9-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-draA_s9-processed-gene-1.91&CDS=1-4758	YGR281W
325	OG0000325	augustus_masked-draA_s17-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.50&CDS=1-2097	YBR001C, YDR001C
326	OG0000326	augustus_masked-draA_s17-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.53&CDS=1-765	YDR272W, YOR040W
327	OG0000327	augustus_masked-draA_s17-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.52&CDS=1-2241	YBL067C, YER098W
328	OG0000328	augustus_masked-draA_s17-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.63&CDS=1-708	YBR181C, YPL090C
329	OG0000329	augustus_masked-draA_s17-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.88&CDS=1-4197, augustus_masked-draA_s27-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.119&CDS=1-3018	YPR003C
330	OG0000330	augustus_masked-draA_s17-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.69&CDS=1-453, augustus_masked-draA_s2-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.104&CDS=1-1626	YBR103W
331	OG0000331	augustus_masked-draA_s17-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.70&CDS=1-1749	YBR021W, YIR028W
332	OG0000332	augustus_masked-draA_s17-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.81&CDS=1-1971	YCR026C, YEL016C
333	OG0000333	snap_masked-draA_s17-processed-gene-6.188-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-6.188&CDS=1-312	YER056C-A, YIL052C
334	OG0000334	snap_masked-draA_s17-processed-gene-6.189-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-6.189&CDS=1-792	YER037W, YGL224C
335	OG0000335	snap_masked-draA_s17-processed-gene-6.190-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-6.190&CDS=1-348	YER057C, YIL051C
336	OG0000336	snap_masked-draA_s17-processed-gene-6.165-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-6.165&CDS=1-1401	YGR177C, YOR377W
337	OG0000337	augustus_masked-draA_s2-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.135&CDS=1-2373, maker-draA_s86-augustus-gene-5.251-mRNA-1_1&gene=maker-draA_s86-augustus-gene-5.251&CDS=1-2826	YDL170W
338	OG0000338	maker-draA_s20-snap-gene-0.67-mRNA-1_1&gene=maker-draA_s20-snap-gene-0.67&CDS=1-1932	YHR146W, YNL173C
339	OG0000339	augustus_masked-draA_s20-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-draA_s20-processed-gene-0.47&CDS=1-1179	YML118W, YMR285C
340	OG0000340	snap_masked-draA_s20-processed-gene-0.109-mRNA-1_1&gene=snap_masked-draA_s20-processed-gene-0.109&CDS=1-2094, snap_masked-draA_s27-processed-gene-1.211-mRNA-1_1&gene=snap_masked-draA_s27-processed-gene-1.211&CDS=1-2091	YLL029W
341	OG0000341	augustus_masked-draA_s27-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.5&CDS=1-888, augustus_masked-draA_s79-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.88&CDS=1-828	YOR036W
342	OG0000342	augustus_masked-draA_s27-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.13&CDS=1-1239, augustus_masked-draA_s79-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.69&CDS=1-1167	YGR263C
343	OG0000343	augustus_masked-draA_s82-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-draA_s82-processed-gene-0.78&CDS=1-1374, snap_masked-draA_s27-processed-gene-1.146-mRNA-1_1&gene=snap_masked-draA_s27-processed-gene-1.146&CDS=1-1956	YHR124W
344	OG0000344	augustus_masked-draA_s27-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.84&CDS=1-582	YLR287C-A, YOR182C
345	OG0000345	maker-draA_s27-augustus-gene-1.133-mRNA-1_1&gene=maker-draA_s27-augustus-gene-1.133&CDS=1-1482, snap_masked-draA_s39-processed-gene-3.199-mRNA-1_1&gene=snap_masked-draA_s39-processed-gene-3.199&CDS=1-1212	YDR013W
346	OG0000346	snap_masked-draA_s27-processed-gene-1.164-mRNA-1_1&gene=snap_masked-draA_s27-processed-gene-1.164&CDS=1-2541	YKL132C, YMR113W
347	OG0000347	snap_masked-draA_s27-processed-gene-1.166-mRNA-1_1&gene=snap_masked-draA_s27-processed-gene-1.166&CDS=1-2397	YDR069C, YER144C
348	OG0000348	augustus_masked-draA_s27-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.128&CDS=1-1533	YJR054W, YML047C
349	OG0000349	augustus_masked-draA_s28-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.70&CDS=1-1005	YBR273C, YJL048C
350	OG0000350	augustus_masked-draA_s28-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.72&CDS=1-1464, augustus_masked-draA_s57-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-draA_s57-processed-gene-3.35&CDS=1-1740	YOR059C
351	OG0000351	augustus_masked-draA_s28-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.60&CDS=1-591	YBL072C, YER102W
352	OG0000352	augustus_masked-draA_s31-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.50&CDS=1-825	YMR222C, YOR280C
353	OG0000353	augustus_masked-draA_s31-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.76&CDS=1-1338	YIL113W, YNL053W
354	OG0000354	snap_masked-draA_s31-processed-gene-0.104-mRNA-1_1&gene=snap_masked-draA_s31-processed-gene-0.104&CDS=1-759	YER062C, YIL053W
355	OG0000355	augustus_masked-draA_s35-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.164&CDS=1-1077	YGL082W, YPL191C
356	OG0000356	augustus_masked-draA_s35-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.171&CDS=1-1713, augustus_masked-draA_s98-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-draA_s98-processed-gene-1.98&CDS=1-1773	YNL104C
357	OG0000357	snap_masked-draA_s35-processed-gene-0.115-mRNA-1_1&gene=snap_masked-draA_s35-processed-gene-0.115&CDS=1-549	YBR005W, YDR003W
358	OG0000358	augustus_masked-draA_s35-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.176&CDS=1-1683, augustus_masked-draA_s44-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-4.158&CDS=1-1749	YML054C
359	OG0000359	augustus_masked-draA_s37-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-0.102&CDS=1-819	YHR198C, YHR199C
360	OG0000360	augustus_masked-draA_s37-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-0.129&CDS=1-1521	YLL012W, YLR020C
361	OG0000361	augustus_masked-draA_s37-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-0.130&CDS=1-966	YJL133W, YKR052C
362	OG0000362	augustus_masked-draA_s37-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-0.111&CDS=1-3024	YGL049C, YGR162W
363	OG0000363	augustus_masked-draA_s37-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-1.191&CDS=1-4152	YCR073C, YNR031C
364	OG0000364	augustus_masked-draA_s37-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-1.193&CDS=1-2442, augustus_masked-draA_s86-processed-gene-5.180-mRNA-1_1&gene=augustus_masked-draA_s86-processed-gene-5.180&CDS=1-2826	YOR270C
365	OG0000365	augustus_masked-draA_s37-processed-gene-1.226-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-1.226&CDS=1-339	YIR013C, YLR013W
366	OG0000366	augustus_masked-draA_s37-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-1.205&CDS=1-555	YJL177W, YKL180W
367	OG0000367	augustus_masked-draA_s37-processed-gene-1.246-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-1.246&CDS=1-1467	YJL139C, YKR061W
368	OG0000368	augustus_masked-draA_s37-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-1.212&CDS=1-1116, augustus_masked-draA_s83-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-draA_s83-processed-gene-0.27&CDS=1-1164	YCR044C
369	OG0000369	augustus_masked-draA_s37-processed-gene-1.253-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-1.253&CDS=1-2991	YGR056W, YLR357W
370	OG0000370	augustus_masked-draA_s9-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-draA_s9-processed-gene-0.104&CDS=1-1008, genemark-draA_s37-processed-gene-1.79-mRNA-1_1&gene=genemark-draA_s37-processed-gene-1.79&CDS=1-1503	YGR279C
371	OG0000371	snap_masked-draA_s37-processed-gene-1.129-mRNA-1_1&gene=snap_masked-draA_s37-processed-gene-1.129&CDS=1-3396	YDR122W, YLR096W
372	OG0000372	augustus_masked-draA_s39-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-0.66&CDS=1-1881	YDR146C, YLR131C
373	OG0000373	augustus_masked-draA_s39-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-0.52&CDS=1-846	YLR270W, YOR173W
374	OG0000374	snap_masked-draA_s39-processed-gene-0.31-mRNA-1_1&gene=snap_masked-draA_s39-processed-gene-0.31&CDS=1-441	YGL089C, YPL187W
375	OG0000375	maker-draA_s39-augustus-gene-0.82-mRNA-1_1&gene=maker-draA_s39-augustus-gene-0.82&CDS=1-297	YMR194W, YPL249C-A
376	OG0000376	snap_masked-draA_s39-processed-gene-0.19-mRNA-1_1&gene=snap_masked-draA_s39-processed-gene-0.19&CDS=1-318	YHR141C, YNL162W
377	OG0000377	augustus_masked-draA_s39-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.65&CDS=1-315	YGR209C, YLR043C
378	OG0000378	augustus_masked-draA_s39-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.90&CDS=1-288, snap_masked-draA_s91-processed-gene-2.76-mRNA-1_1&gene=snap_masked-draA_s91-processed-gene-2.76&CDS=1-1986	YML031W
379	OG0000379	augustus_masked-draA_s39-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.93&CDS=1-1200	YDR451C, YML027W
380	OG0000380	augustus_masked-draA_s39-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.111&CDS=1-1647	YDL085W, YMR145C
381	OG0000381	augustus_masked-draA_s39-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.72&CDS=1-2733, maker-draA_s91-augustus-gene-0.72-mRNA-1_1&gene=maker-draA_s91-augustus-gene-0.72&CDS=1-2802	YDL056W
382	OG0000382	augustus_masked-draA_s39-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.70&CDS=1-4458, augustus_masked-draA_s79-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.61&CDS=1-4698	YER166W
383	OG0000383	augustus_masked-draA_s39-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.109&CDS=1-1476	YGR256W, YHR183W
384	OG0000384	augustus_masked-draA_s39-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.85&CDS=1-573	YGL147C, YNL067W
385	OG0000385	augustus_masked-draA_s39-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.123&CDS=1-903	YBR105C, YGR066C
386	OG0000386	augustus_masked-draA_s39-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.95&CDS=1-1029, augustus_masked-draA_s79-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-5.138&CDS=1-1203	YGL247W
387	OG0000387	augustus_masked-draA_s39-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.104&CDS=1-879	YMR183C, YPL232W
388	OG0000388	augustus_masked-draA_s44-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.21&CDS=1-2331	YMR119W, YNL008C
389	OG0000389	augustus_masked-draA_s44-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.55&CDS=1-2433	YFL004W, YPL019C
390	OG0000390	augustus_masked-draA_s44-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.79&CDS=1-1035	YEL006W, YIL006W
391	OG0000391	augustus_masked-draA_s44-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.83&CDS=1-1812	YNL293W, YOL112W
392	OG0000392	augustus_masked-draA_s44-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-2.86&CDS=1-651	YGL135W, YPL220W
393	OG0000393	augustus_masked-draA_s44-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-2.113&CDS=1-3249, augustus_masked-draA_s68-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-draA_s68-processed-gene-0.29&CDS=1-2187	YDL095W
394	OG0000394	augustus_masked-draA_s86-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-draA_s86-processed-gene-2.81&CDS=1-2016, maker-draA_s44-augustus-gene-3.56-mRNA-1_1&gene=maker-draA_s44-augustus-gene-3.56&CDS=1-3456	YAL054C
395	OG0000395	snap_masked-draA_s44-processed-gene-3.79-mRNA-1_1&gene=snap_masked-draA_s44-processed-gene-3.79&CDS=1-1944	YER059W, YIL050W
396	OG0000396	augustus_masked-draA_s71-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-draA_s71-processed-gene-1.199&CDS=1-1284, snap_masked-draA_s44-processed-gene-3.80-mRNA-1_1&gene=snap_masked-draA_s44-processed-gene-3.80&CDS=1-1962	YOR049C
397	OG0000397	snap_masked-draA_s44-processed-gene-3.91-mRNA-1_1&gene=snap_masked-draA_s44-processed-gene-3.91&CDS=1-1263	YOR237W, YPL145C
398	OG0000398	genemark-draA_s44-processed-gene-3.154-mRNA-1_1&gene=genemark-draA_s44-processed-gene-3.154&CDS=1-309	YOR234C, YPL143W
