	OrthologID	Candida_infanticola	Saccharomyces_cerevisiae
301	OG0000301	augustus_masked-LWLF01000021.1-processed-gene-14.39-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.39&CDS=1-897	YCL050C, YDR530C
302	OG0000302	augustus_masked-LWLF01000021.1-processed-gene-14.18-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.18&CDS=1-936	YAL034C, YOR338W
303	OG0000303	augustus_masked-LWLF01000021.1-processed-gene-14.51-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.51&CDS=1-1092, augustus_masked-LWLF01000022.1-processed-gene-12.112-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.112&CDS=1-600	YLR216C
304	OG0000304	augustus_masked-LWLF01000021.1-processed-gene-14.56-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.56&CDS=1-2232	YJL083W, YKR019C
305	OG0000305	augustus_masked-LWLF01000021.1-processed-gene-14.57-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.57&CDS=1-525	YKL141W, YMR118C
306	OG0000306	augustus_masked-LWLF01000021.1-processed-gene-15.86-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-15.86&CDS=1-276	YCL035C, YDR513W
307	OG0000307	augustus_masked-LWLF01000021.1-processed-gene-15.104-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-15.104&CDS=1-591	YBL072C, YER102W
308	OG0000308	augustus_masked-LWLF01000021.1-processed-gene-16.65-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-16.65&CDS=1-852	YMR183C, YPL232W
309	OG0000309	snap_masked-LWLF01000021.1-processed-gene-16.157-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-16.157&CDS=1-687	YDR277C, YOR047C
310	OG0000310	genemark-LWLF01000021.1-processed-gene-17.4-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-17.4&CDS=1-789	YHR198C, YHR199C
311	OG0000311	augustus_masked-LWLF01000021.1-processed-gene-17.133-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-17.133&CDS=1-1143	YOR237W, YPL145C
312	OG0000312	augustus_masked-LWLF01000021.1-processed-gene-17.158-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-17.158&CDS=1-549	YJL177W, YKL180W
313	OG0000313	augustus_masked-LWLF01000021.1-processed-gene-17.141-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-17.141&CDS=1-951	YHR115C, YNL116W
314	OG0000314	augustus_masked-LWLF01000021.1-processed-gene-18.96-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-18.96&CDS=1-4788	YNL087W, YOR086C
315	OG0000315	augustus_masked-LWLF01000021.1-processed-gene-18.99-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-18.99&CDS=1-399	YBL002W, YDR224C
316	OG0000316	augustus_masked-LWLF01000021.1-processed-gene-18.76-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-18.76&CDS=1-399	YBL003C, YDR225W
317	OG0000317	augustus_masked-LWLF01000021.1-processed-gene-19.135-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-19.135&CDS=1-927, augustus_masked-LWLF01000022.1-processed-gene-5.145-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-5.145&CDS=1-1014	YHL028W
318	OG0000318	augustus_masked-LWLF01000021.1-processed-gene-19.139-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-19.139&CDS=1-1692	YIR035C, YIR036C
319	OG0000319	augustus_masked-LWLF01000021.1-processed-gene-19.168-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-19.168&CDS=1-588	YLR178C, YLR179C
320	OG0000320	augustus_masked-LWLF01000021.1-processed-gene-19.145-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-19.145&CDS=1-516	YMR242C, YOR312C
321	OG0000321	augustus_masked-LWLF01000021.1-processed-gene-19.149-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-19.149&CDS=1-345	YDL075W, YLR406C
322	OG0000322	augustus_masked-LWLF01000021.1-processed-gene-19.174-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-19.174&CDS=1-267	YDR500C, YLR185W
323	OG0000323	augustus_masked-LWLF01000021.1-processed-gene-19.150-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-19.150&CDS=1-1386	YDR501W, YLR183C
324	OG0000324	augustus_masked-LWLF01000021.1-processed-gene-19.179-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-19.179&CDS=1-1419	YFR024C-A, YHR016C
325	OG0000325	augustus_masked-LWLF01000021.1-processed-gene-20.106-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-20.106&CDS=1-1707	YLR307W, YLR308W
326	OG0000326	augustus_masked-LWLF01000022.1-processed-gene-21.26-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.26&CDS=1-1083, snap_masked-LWLF01000021.1-processed-gene-20.135-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-20.135&CDS=1-666	YGL215W
327	OG0000327	augustus_masked-LWLF01000021.1-processed-gene-21.108-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-21.108&CDS=1-1752	YJR061W, YKL201C
328	OG0000328	genemark-LWLF01000021.1-processed-gene-21.57-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-21.57&CDS=1-2634	YHR047C, YKL157W
329	OG0000329	augustus_masked-LWLF01000021.1-processed-gene-21.131-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-21.131&CDS=1-3111	YGL049C, YGR162W
330	OG0000330	augustus_masked-LWLF01000021.1-processed-gene-21.144-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-21.144&CDS=1-360	YER131W, YGL189C
331	OG0000331	augustus_masked-LWLF01000021.1-processed-gene-21.124-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-21.124&CDS=1-447	YDL083C, YMR143W
332	OG0000332	maker-LWLF01000021.1-snap-gene-22.258-mRNA-1_1&gene=maker-LWLF01000021.1-snap-gene-22.258&CDS=1-2295	YAL015C, YOL043C
333	OG0000333	augustus_masked-LWLF01000021.1-processed-gene-22.177-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-22.177&CDS=1-579	YDR453C, YML028W
334	OG0000334	augustus_masked-LWLF01000021.1-processed-gene-22.223-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-22.223&CDS=1-276	YJR094W-A, YPR043W
335	OG0000335	augustus_masked-LWLF01000021.1-processed-gene-22.192-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-22.192&CDS=1-2646	YDR122W, YLR096W
336	OG0000336	augustus_masked-LWLF01000021.1-processed-gene-22.193-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-22.193&CDS=1-2190	YGL139W, YPL221W
337	OG0000337	augustus_masked-LWLF01000021.1-processed-gene-22.241-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-22.241&CDS=1-651	YGL135W, YPL220W
338	OG0000338	augustus_masked-LWLF01000021.1-processed-gene-22.194-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-22.194&CDS=1-4209	YGR238C, YHR158C
339	OG0000339	augustus_masked-LWLF01000021.1-processed-gene-22.242-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-22.242&CDS=1-687	YMR222C, YOR280C
340	OG0000340	augustus_masked-LWLF01000022.1-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-0.142&CDS=1-1080	YBR031W, YDR012W
341	OG0000341	augustus_masked-LWLF01000022.1-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-0.118&CDS=1-1971	YNL299W, YOL115W
342	OG0000342	snap_masked-LWLF01000022.1-processed-gene-0.75-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-0.75&CDS=1-294	YBR089C-A, YPR052C
343	OG0000343	snap_masked-LWLF01000022.1-processed-gene-0.109-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-0.109&CDS=1-186	YLR287C-A, YOR182C
344	OG0000344	augustus_masked-LWLF01000022.1-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-1.95&CDS=1-1200	YHL003C, YKL008C
345	OG0000345	augustus_masked-LWLF01000022.1-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-1.79&CDS=1-477	YBR191W, YPL079W
346	OG0000346	augustus_masked-LWLF01000022.1-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-2.134&CDS=1-1404	YCL040W, YDR516C
347	OG0000347	augustus_masked-LWLF01000022.1-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-2.136&CDS=1-465	YDR252W, YPL037C
348	OG0000348	augustus_masked-LWLF01000022.1-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-2.160&CDS=1-399	YGR243W, YHR162W
349	OG0000349	augustus_masked-LWLF01000022.1-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-2.163&CDS=1-1578	YDL085W, YMR145C
350	OG0000350	augustus_masked-LWLF01000022.1-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-4.127&CDS=1-3000	YLL016W, YLR310C
351	OG0000351	augustus_masked-LWLF01000022.1-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-4.159&CDS=1-4092	YEL022W, YJR031C
352	OG0000352	augustus_masked-LWLF01000022.1-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-5.122&CDS=1-2124	YIL105C, YNL047C
353	OG0000353	augustus_masked-LWLF01000022.1-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-5.129&CDS=1-1152	YDR300C, YHR033W
354	OG0000354	genemark-LWLF01000022.1-processed-gene-5.79-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-5.79&CDS=1-1536	YDL224C, YNL197C
355	OG0000355	genemark-LWLF01000022.1-processed-gene-5.83-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-5.83&CDS=1-717	YHR131C, YNL144C
356	OG0000356	augustus_masked-LWLF01000022.1-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-6.71&CDS=1-519	YKL081W, YPL048W
357	OG0000357	augustus_masked-LWLF01000022.1-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-6.95&CDS=1-1491	YKL133C, YMR115W
358	OG0000358	augustus_masked-LWLF01000022.1-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-6.110&CDS=1-1911	YDR107C, YLR083C
359	OG0000359	augustus_masked-LWLF01000022.1-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-7.55&CDS=1-2955	YGL008C, YPL036W
360	OG0000360	augustus_masked-LWLF01000022.1-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-7.54&CDS=1-768	YLR441C, YML063W
361	OG0000361	augustus_masked-LWLF01000022.1-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-7.63&CDS=1-1356	YLR260W, YOR171C
362	OG0000362	augustus_masked-LWLF01000022.1-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-7.93&CDS=1-618	YDL082W, YMR142C
363	OG0000363	augustus_masked-LWLF01000022.1-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-7.96&CDS=1-1695	YJR091C, YPR042C
364	OG0000364	augustus_masked-LWLF01000022.1-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-7.70&CDS=1-1182	YGR108W, YPR119W
365	OG0000365	augustus_masked-LWLF01000022.1-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-7.80&CDS=1-1596	YGR092W, YPR111W
366	OG0000366	augustus_masked-LWLF01000022.1-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-7.83&CDS=1-1764	YDR326C, YHR080C
367	OG0000367	augustus_masked-LWLF01000022.1-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-8.74&CDS=1-1953	YBL009W, YGL021W
368	OG0000368	augustus_masked-LWLF01000022.1-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-8.77&CDS=1-234	YGR008C, YLR327C
369	OG0000369	snap_masked-LWLF01000022.1-processed-gene-8.53-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-8.53&CDS=1-798	YDL049C, YJL174W
370	OG0000370	augustus_masked-LWLF01000022.1-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-8.98&CDS=1-612	YAL007C, YOR016C
371	OG0000371	genemark-LWLF01000022.1-processed-gene-9.106-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-9.106&CDS=1-1212	YDR146C, YLR131C
372	OG0000372	augustus_masked-LWLF01000022.1-processed-gene-9.64-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-9.64&CDS=1-201	YLR264W, YOR167C
373	OG0000373	augustus_masked-LWLF01000022.1-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-9.83&CDS=1-1725	YER059W, YIL050W
374	OG0000374	augustus_masked-LWLF01000022.1-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-9.65&CDS=1-375	YER056C-A, YIL052C
375	OG0000375	augustus_masked-LWLF01000022.1-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-10.10&CDS=1-2751, augustus_masked-LWLF01000022.1-processed-gene-23.43-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.43&CDS=1-1335	YBR280C
376	OG0000376	augustus_masked-LWLF01000022.1-processed-gene-11.96-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-11.96&CDS=1-858	YIL114C, YNL055C
377	OG0000377	augustus_masked-LWLF01000022.1-processed-gene-24.105-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.105&CDS=1-903, genemark-LWLF01000022.1-processed-gene-11.149-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-11.149&CDS=1-1194	YGL247W
378	OG0000378	augustus_masked-LWLF01000022.1-processed-gene-11.107-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-11.107&CDS=1-1689	YDR497C, YOL103W
379	OG0000379	augustus_masked-LWLF01000022.1-processed-gene-11.83-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-11.83&CDS=1-1665, augustus_masked-LWLF01000022.1-processed-gene-24.151-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.151&CDS=1-1161	YGR263C
380	OG0000380	augustus_masked-LWLF01000022.1-processed-gene-12.78-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.78&CDS=1-465	YBR048W, YDR025W
381	OG0000381	augustus_masked-LWLF01000022.1-processed-gene-12.102-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.102&CDS=1-777	YCR010C, YNR002C
382	OG0000382	snap_masked-LWLF01000022.1-processed-gene-12.164-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-12.164&CDS=1-2208	YBR172C, YPL105C
383	OG0000383	augustus_masked-LWLF01000022.1-processed-gene-12.85-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.85&CDS=1-375	YER057C, YIL051C
384	OG0000384	snap_masked-LWLF01000022.1-processed-gene-13.9-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-13.9&CDS=1-7347	YBR140C, YOL081W
385	OG0000385	augustus_masked-LWLF01000022.1-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.84&CDS=1-408	YDR471W, YHR010W
386	OG0000386	augustus_masked-LWLF01000022.1-processed-gene-13.91-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.91&CDS=1-723	YPR013C, YPR015C
387	OG0000387	maker-LWLF01000022.1-augustus-gene-13.1-mRNA-1_1&gene=maker-LWLF01000022.1-augustus-gene-13.1&CDS=1-1083	YHR021C, YKL156W
388	OG0000388	snap_masked-LWLF01000022.1-processed-gene-13.49-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-13.49&CDS=1-4908	YIL149C, YKR095W
389	OG0000389	augustus_masked-LWLF01000022.1-processed-gene-14.120-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.120&CDS=1-435	YGR118W, YPR132W
390	OG0000390	augustus_masked-LWLF01000022.1-processed-gene-14.95-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.95&CDS=1-1260	YGR004W, YLR324W
391	OG0000391	augustus_masked-LWLF01000022.1-processed-gene-14.124-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.124&CDS=1-1737	YDR358W, YHR108W
392	OG0000392	augustus_masked-LWLF01000022.1-processed-gene-14.97-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.97&CDS=1-2334	YHR208W, YJR148W
393	OG0000393	augustus_masked-LWLF01000022.1-processed-gene-14.131-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.131&CDS=1-1938	YKL072W, YMR053C
394	OG0000394	augustus_masked-LWLF01000022.1-processed-gene-20.176-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.176&CDS=1-2358, maker-LWLF01000022.1-augustus-gene-15.49-mRNA-1_1&gene=maker-LWLF01000022.1-augustus-gene-15.49&CDS=1-3420	YOR270C
395	OG0000395	augustus_masked-LWLF01000022.1-processed-gene-15.128-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.128&CDS=1-2388	YBR294W, YLR092W
396	OG0000396	augustus_masked-LWLF01000022.1-processed-gene-15.132-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.132&CDS=1-2562	YDR379W, YOR127W
397	OG0000397	augustus_masked-LWLF01000022.1-processed-gene-15.112-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.112&CDS=1-543	YDR441C, YML022W
398	OG0000398	augustus_masked-LWLF01000022.1-processed-gene-15.121-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.121&CDS=1-1311	YHR001W, YKR003W
399	OG0000399	augustus_masked-LWLF01000022.1-processed-gene-16.56-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.56&CDS=1-1446	YBR020W, YDR009W
400	OG0000400	augustus_masked-LWLF01000022.1-processed-gene-16.81-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.81&CDS=1-1353	YAL062W, YOR375C
401	OG0000401	augustus_masked-LWLF01000022.1-processed-gene-16.101-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.101&CDS=1-1188	YGR141W, YPR157W
402	OG0000402	genemark-LWLF01000022.1-processed-gene-16.22-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-16.22&CDS=1-801	YDL048C, YLR375W
403	OG0000403	genemark-LWLF01000022.1-processed-gene-17.20-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-17.20&CDS=1-933	YBR104W, YPR058W
404	OG0000404	augustus_masked-LWLF01000022.1-processed-gene-17.85-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-17.85&CDS=1-1143	YMR243C, YOR316C
405	OG0000405	augustus_masked-LWLF01000022.1-processed-gene-18.3-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-18.3&CDS=1-1785	YBL067C, YER098W
406	OG0000406	snap_masked-LWLF01000022.1-processed-gene-18.80-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-18.80&CDS=1-699	YGR136W, YPR154W
407	OG0000407	augustus_masked-LWLF01000022.1-processed-gene-18.16-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-18.16&CDS=1-501	YGR131W, YPR149W
408	OG0000408	snap_masked-LWLF01000022.1-processed-gene-18.71-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-18.71&CDS=1-3177	YFL050C, YOL130W
409	OG0000409	maker-LWLF01000022.1-snap-gene-19.92-mRNA-1_1&gene=maker-LWLF01000022.1-snap-gene-19.92&CDS=1-1731	YDR368W, YOR120W
410	OG0000410	augustus_masked-LWLF01000022.1-processed-gene-20.171-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.171&CDS=1-672, maker-LWLF01000022.1-augustus-gene-20.2-mRNA-1_1&gene=maker-LWLF01000022.1-augustus-gene-20.2&CDS=1-1695	YHR008C
411	OG0000411	augustus_masked-LWLF01000022.1-processed-gene-20.189-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.189&CDS=1-777	YHR203C, YJR145C
412	OG0000412	augustus_masked-LWLF01000022.1-processed-gene-20.160-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.160&CDS=1-2196	YBL085W, YER114C
413	OG0000413	snap_masked-LWLF01000022.1-processed-gene-21.129-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-21.129&CDS=1-1005	YER027C, YGL208W
414	OG0000414	augustus_masked-LWLF01000022.1-processed-gene-22.72-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.72&CDS=1-3150	YNL106C, YOR109W
415	OG0000415	augustus_masked-LWLF01000022.1-processed-gene-23.36-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.36&CDS=1-975	YGL082W, YPL191C
416	OG0000416	augustus_masked-LWLF01000022.1-processed-gene-23.49-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.49&CDS=1-297	YHR146W, YNL173C
417	OG0000417	augustus_masked-LWLF01000022.1-processed-gene-23.25-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.25&CDS=1-1083	YFR014C, YOL016C
418	OG0000418	augustus_masked-LWLF01000022.1-processed-gene-24.167-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.167&CDS=1-909	YJL133W, YKR052C
419	OG0000419	augustus_masked-LWLF01000022.1-processed-gene-24.137-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.137&CDS=1-357	YDL136W, YDL191W
420	OG0000420	augustus_masked-LWLF01000022.1-processed-gene-24.142-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.142&CDS=1-1593	YGR241C, YHR161C
421	OG0000421	augustus_masked-LWLF01000001.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-LWLF01000001.1-processed-gene-0.60&CDS=1-357	YDR061W
422	OG0000422	augustus_masked-LWLF01000001.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-LWLF01000001.1-processed-gene-0.61&CDS=1-1659	YDR062W
423	OG0000423	snap_masked-LWLF01000001.1-processed-gene-0.140-mRNA-1_1&gene=snap_masked-LWLF01000001.1-processed-gene-0.140&CDS=1-717	YDR068W
424	OG0000424	augustus_masked-LWLF01000001.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-LWLF01000001.1-processed-gene-0.85&CDS=1-1920	YIL155C
425	OG0000425	augustus_masked-LWLF01000001.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-LWLF01000001.1-processed-gene-0.63&CDS=1-1281	YKR099W
426	OG0000426	augustus_masked-LWLF01000001.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-LWLF01000001.1-processed-gene-0.89&CDS=1-717	YDR071C
427	OG0000427	augustus_masked-LWLF01000001.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-LWLF01000001.1-processed-gene-0.90&CDS=1-1458	YER143W
428	OG0000428	augustus_masked-LWLF01000001.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LWLF01000001.1-processed-gene-0.64&CDS=1-924	YER142C
429	OG0000429	augustus_masked-LWLF01000001.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-LWLF01000001.1-processed-gene-0.91&CDS=1-258	YER146W
430	OG0000430	augustus_masked-LWLF01000001.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-LWLF01000001.1-processed-gene-0.92&CDS=1-519	YKL016C
431	OG0000431	augustus_masked-LWLF01000001.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-LWLF01000001.1-processed-gene-0.93&CDS=1-1923	YCR091W
432	OG0000432	augustus_masked-LWLF01000001.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-LWLF01000001.1-processed-gene-0.67&CDS=1-1848	YDR017C
