	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035047_Barnettozyma_pratensis
874	OG0000874	YDL140C	genemark-flattened_line_42-processed-gene-0.220-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.220&CDS=1-5175
875	OG0000875	YDL141W	augustus_masked-flattened_line_42-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.54&CDS=1-2004
876	OG0000876	YDL142C	genemark-flattened_line_42-processed-gene-0.221-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.221&CDS=1-903
877	OG0000877	YDL143W	augustus_masked-flattened_line_42-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.55&CDS=1-1584
878	OG0000878	YDL144C	augustus_masked-flattened_line_8-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.16&CDS=1-1017
879	OG0000879	YDL145C	maker-flattened_line_112-snap-gene-0.88-mRNA-1_1&gene=maker-flattened_line_112-snap-gene-0.88&CDS=1-5004
880	OG0000880	YDL146W	augustus_masked-flattened_line_42-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.14&CDS=1-1335
881	OG0000881	YDL147W	maker-flattened_line_42-augustus-gene-0.89-mRNA-1_1&gene=maker-flattened_line_42-augustus-gene-0.89&CDS=1-1353
882	OG0000882	YDL148C	augustus_masked-flattened_line_42-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.57&CDS=1-2433
883	OG0000883	YDL149W	augustus_masked-flattened_line_42-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.12&CDS=1-2595
884	OG0000884	YDL150W	augustus_masked-flattened_line_42-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.11&CDS=1-1194
885	OG0000885	YDL153C	augustus_masked-flattened_line_42-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.56&CDS=1-1707
886	OG0000886	YDL154W	genemark-flattened_line_42-processed-gene-0.223-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.223&CDS=1-2259
887	OG0000887	YDL156W	augustus_masked-flattened_line_32-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.36&CDS=1-1560
888	OG0000888	YDL157C	augustus_masked-flattened_line_32-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.71&CDS=1-315
889	OG0000889	YDL159W	augustus_masked-flattened_line_32-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.35&CDS=1-1473
890	OG0000890	YDL160C	augustus_masked-flattened_line_32-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.70&CDS=1-1647
891	OG0000891	YDL164C	augustus_masked-flattened_line_8-processed-gene-3.184-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.184&CDS=1-2133
892	OG0000892	YDL165W	augustus_masked-flattened_line_56-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.17&CDS=1-921
893	OG0000893	YDL166C	augustus_masked-flattened_line_56-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.50&CDS=1-552
894	OG0000894	YDL167C	augustus_masked-flattened_line_56-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.48&CDS=1-1851
895	OG0000895	YDL168W	augustus_masked-flattened_line_56-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.14&CDS=1-1149
896	OG0000896	YDL169C	augustus_masked-flattened_line_86-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.138&CDS=1-513
897	OG0000897	YDL171C	augustus_masked-flattened_line_6-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.126&CDS=1-6420
898	OG0000898	YDL177C	augustus_masked-flattened_line_18-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.134&CDS=1-477
899	OG0000899	YDL178W	augustus_masked-flattened_line_18-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.112&CDS=1-2268
900	OG0000900	YDL181W	augustus_masked-flattened_line_10-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.26&CDS=1-258
901	OG0000901	YDL185W	maker-flattened_line_0-snap-gene-5.50-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-5.50&CDS=1-3906
902	OG0000902	YDL189W	augustus_masked-flattened_line_40-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.39&CDS=1-1599
903	OG0000903	YDL190C	augustus_masked-flattened_line_40-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.74&CDS=1-3108
904	OG0000904	YDL195W	augustus_masked-flattened_line_42-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.53&CDS=1-3753
905	OG0000905	YDL198C	augustus_masked-flattened_line_52-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.224&CDS=1-903
906	OG0000906	YDL200C	augustus_masked-flattened_line_68-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.13&CDS=1-516
907	OG0000907	YDL201W	augustus_masked-flattened_line_16-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.39&CDS=1-846
908	OG0000908	YDL202W	augustus_masked-flattened_line_52-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.188&CDS=1-705
909	OG0000909	YDL203C	augustus_masked-flattened_line_52-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.175&CDS=1-1665
910	OG0000910	YDL205C	augustus_masked-flattened_line_38-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.87&CDS=1-1272
911	OG0000911	YDL208W	augustus_masked-flattened_line_64-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.75&CDS=1-450
912	OG0000912	YDL209C	augustus_masked-flattened_line_38-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.88&CDS=1-960
913	OG0000913	YDL212W	maker-flattened_line_0-augustus-gene-2.57-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.57&CDS=1-678
914	OG0000914	YDL213C	augustus_masked-flattened_line_0-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.112&CDS=1-654
915	OG0000915	YDL215C	augustus_masked-flattened_line_0-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.53&CDS=1-3057
916	OG0000916	YDL216C	augustus_masked-flattened_line_0-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.116&CDS=1-1620
917	OG0000917	YDL217C	maker-flattened_line_58-augustus-gene-0.19-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.19&CDS=1-555
918	OG0000918	YDL225W	genemark-flattened_line_12-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.38&CDS=1-1539
919	OG0000919	YDL226C	augustus_masked-flattened_line_96-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.13&CDS=1-1113
920	OG0000920	YDL230W	genemark-flattened_line_64-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.151&CDS=1-873
921	OG0000921	YDL231C	snap_masked-flattened_line_4-processed-gene-2.131-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.131&CDS=1-3183
922	OG0000922	YDL233W	augustus_masked-flattened_line_4-processed-gene-3.207-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.207&CDS=1-2727
923	OG0000923	YDL234C	augustus_masked-flattened_line_2-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.36&CDS=1-2067
924	OG0000924	YDL235C	augustus_masked-flattened_line_128-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.22&CDS=1-390
925	OG0000925	YDL236W	augustus_masked-flattened_line_128-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.13&CDS=1-900
926	OG0000926	YDL238C	augustus_masked-flattened_line_128-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.18&CDS=1-1380
927	OG0000927	YDL240W	augustus_masked-flattened_line_0-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.87&CDS=1-3291
928	OG0000928	YDR001C	augustus_masked-flattened_line_18-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.60&CDS=1-2280
929	OG0000929	YDR002W	augustus_masked-flattened_line_18-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.31&CDS=1-645
930	OG0000930	YDR004W	augustus_masked-flattened_line_16-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.138&CDS=1-1158
931	OG0000931	YDR005C	augustus_masked-flattened_line_16-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.116&CDS=1-993
932	OG0000932	YDR006C	augustus_masked-flattened_line_18-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.36&CDS=1-2103
933	OG0000933	YDR007W	augustus_masked-flattened_line_60-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.213&CDS=1-693
934	OG0000934	YDR013W	augustus_masked-flattened_line_30-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.112&CDS=1-564
935	OG0000935	YDR016C	augustus_masked-flattened_line_18-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.125&CDS=1-408
936	OG0000936	YDR017C	maker-flattened_line_74-snap-gene-0.166-mRNA-1_1&gene=maker-flattened_line_74-snap-gene-0.166&CDS=1-2079
937	OG0000937	YDR019C	augustus_masked-flattened_line_4-processed-gene-3.223-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.223&CDS=1-1173
938	OG0000938	YDR020C	augustus_masked-flattened_line_4-processed-gene-3.260-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.260&CDS=1-639
939	OG0000939	YDR021W	augustus_masked-flattened_line_4-processed-gene-3.222-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.222&CDS=1-1188
940	OG0000940	YDR023W	augustus_masked-flattened_line_4-processed-gene-3.256-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.256&CDS=1-1374
941	OG0000941	YDR026C	augustus_masked-flattened_line_0-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.16&CDS=1-1743
942	OG0000942	YDR027C	augustus_masked-flattened_line_0-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.15&CDS=1-2547
943	OG0000943	YDR028C	augustus_masked-flattened_line_0-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.14&CDS=1-2223
944	OG0000944	YDR030C	snap_masked-flattened_line_4-processed-gene-3.149-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.149&CDS=1-1167
945	OG0000945	YDR034C	augustus_masked-flattened_line_86-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.136&CDS=1-1821
946	OG0000946	YDR036C	augustus_masked-flattened_line_130-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.16&CDS=1-1407
947	OG0000947	YDR041W	genemark-flattened_line_78-processed-gene-0.178-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.178&CDS=1-783
948	OG0000948	YDR043C	augustus_masked-flattened_line_78-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.50&CDS=1-768
949	OG0000949	YDR044W	augustus_masked-flattened_line_130-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.7&CDS=1-963
950	OG0000950	YDR045C	augustus_masked-flattened_line_38-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.56&CDS=1-333
951	OG0000951	YDR047W	augustus_masked-flattened_line_62-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.4&CDS=1-1083
952	OG0000952	YDR049W	augustus_masked-flattened_line_62-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.5&CDS=1-1809
953	OG0000953	YDR050C	augustus_masked-flattened_line_78-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.26&CDS=1-744
954	OG0000954	YDR051C	maker-flattened_line_78-augustus-gene-0.60-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.60&CDS=1-843
955	OG0000955	YDR054C	augustus_masked-flattened_line_12-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.13&CDS=1-726
956	OG0000956	YDR057W	augustus_masked-flattened_line_68-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.49&CDS=1-1299
957	OG0000957	YDR058C	augustus_masked-flattened_line_30-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.35&CDS=1-2184
958	OG0000958	YDR059C	maker-flattened_line_68-augustus-gene-0.71-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.71&CDS=1-441
959	OG0000959	YDR060W	augustus_masked-flattened_line_68-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.47&CDS=1-3261
960	OG0000960	YDR061W	augustus_masked-flattened_line_4-processed-gene-3.284-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.284&CDS=1-1488
961	OG0000961	YDR062W	augustus_masked-flattened_line_72-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.131&CDS=1-1686
962	OG0000962	YDR064W	augustus_masked-flattened_line_4-processed-gene-3.242-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.242&CDS=1-1716
963	OG0000963	YDR067C	genemark-flattened_line_60-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.16&CDS=1-576
964	OG0000964	YDR071C	augustus_masked-flattened_line_60-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.182&CDS=1-756
965	OG0000965	YDR072C	augustus_masked-flattened_line_14-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.23&CDS=1-1308
966	OG0000966	YDR074W	augustus_masked-flattened_line_14-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.99&CDS=1-2619
967	OG0000967	YDR075W	genemark-flattened_line_14-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.63&CDS=1-918
968	OG0000968	YDR079C-A	genemark-flattened_line_8-processed-gene-2.119-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.119&CDS=1-765
969	OG0000969	YDR080W	genemark-flattened_line_48-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.164&CDS=1-5115
970	OG0000970	YDR081C	augustus_masked-flattened_line_8-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.51&CDS=1-2058
971	OG0000971	YDR083W	augustus_masked-flattened_line_8-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.29&CDS=1-1476
972	OG0000972	YDR086C	augustus_masked-flattened_line_0-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.37&CDS=1-204
973	OG0000973	YDR087C	augustus_masked-flattened_line_0-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.38&CDS=1-870
974	OG0000974	YDR088C	genemark-flattened_line_0-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.112&CDS=1-3315
975	OG0000975	YDR090C	genemark-flattened_line_28-processed-gene-1.166-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.166&CDS=1-711
976	OG0000976	YDR091C	augustus_masked-flattened_line_0-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.18&CDS=1-1833
977	OG0000977	YDR092W	augustus_masked-flattened_line_118-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.17&CDS=1-474
978	OG0000978	YDR097C	augustus_masked-flattened_line_118-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.21&CDS=1-3738
979	OG0000979	YDR101C	augustus_masked-flattened_line_131-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.2&CDS=1-1770
980	OG0000980	YDR103W	augustus_masked-flattened_line_44-processed-gene-0.278-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.278&CDS=1-2607
981	OG0000981	YDR104C	maker-flattened_line_131-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_131-augustus-gene-0.0&CDS=1-3426
982	OG0000982	YDR105C	genemark-flattened_line_8-processed-gene-2.130-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.130&CDS=1-1236
983	OG0000983	YDR108W	augustus_masked-flattened_line_8-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.41&CDS=1-1926
984	OG0000984	YDR109C	augustus_masked-flattened_line_8-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.18&CDS=1-2181
985	OG0000985	YDR111C	genemark-flattened_line_10-processed-gene-2.194-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.194&CDS=1-1512
986	OG0000986	YDR115W	augustus_masked-flattened_line_10-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.64&CDS=1-384
987	OG0000987	YDR116C	snap_masked-flattened_line_10-processed-gene-2.286-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.286&CDS=1-849
988	OG0000988	YDR117C	augustus_masked-flattened_line_10-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.11&CDS=1-1752
989	OG0000989	YDR118W	snap_masked-flattened_line_10-processed-gene-2.284-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.284&CDS=1-1770
990	OG0000990	YDR120C	augustus_masked-flattened_line_48-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.213&CDS=1-1503
991	OG0000991	YDR121W	genemark-flattened_line_28-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.135&CDS=1-573
992	OG0000992	YDR124W	augustus_masked-flattened_line_28-processed-gene-1.282-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.282&CDS=1-678
993	OG0000993	YDR127W	augustus_masked-flattened_line_10-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.35&CDS=1-4596
994	OG0000994	YDR128W	augustus_masked-flattened_line_133-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_133-processed-gene-0.9&CDS=1-2994
995	OG0000995	YDR129C	maker-flattened_line_155-augustus-gene-0.25-mRNA-1_1&gene=maker-flattened_line_155-augustus-gene-0.25&CDS=1-1893
996	OG0000996	YDR135C	maker-flattened_line_18-snap-gene-1.106-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.106&CDS=1-8346
997	OG0000997	YDR137W	augustus_masked-flattened_line_14-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.108&CDS=1-1770
998	OG0000998	YDR140W	augustus_masked-flattened_line_10-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.68&CDS=1-651
999	OG0000999	YDR141C	augustus_masked-flattened_line_10-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.20&CDS=1-5013
1000	OG0001000	YDR142C	augustus_masked-flattened_line_10-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.17&CDS=1-1047
1001	OG0001001	YDR145W	augustus_masked-flattened_line_0-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.9&CDS=1-1818
1002	OG0001002	YDR148C	augustus_masked-flattened_line_40-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.62&CDS=1-1284
1003	OG0001003	YDR150W	augustus_masked-flattened_line_34-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.62&CDS=1-9591
1004	OG0001004	YDR152W	augustus_masked-flattened_line_18-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.147&CDS=1-699
