	OrthologID	Saccharomyces_cerevisiae	Yarrowia_deformans
919	OG0000919	YDR109C	-processed-gene-19.15-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-19.15&CDS=1-1755
920	OG0000920	YDR111C	-processed-gene-8.54-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-8.54&CDS=1-1485
921	OG0000921	YDR115W	-processed-gene-5.109-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-5.109&CDS=1-396
922	OG0000922	YDR116C	-processed-gene-5.108-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-5.108&CDS=1-882
923	OG0000923	YDR117C	-processed-gene-5.54-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-5.54&CDS=1-1863
924	OG0000924	YDR118W	-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-5.67&CDS=1-2058
925	OG0000925	YDR120C	-processed-gene-5.66-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-5.66&CDS=1-1476
926	OG0000926	YDR121W	-processed-gene-11.148-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-11.148&CDS=1-489
927	OG0000927	YDR124W	-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-3.21&CDS=1-1374
928	OG0000928	YDR126W	-processed-gene-2.51-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-2.51&CDS=1-1143
929	OG0000929	YDR127W	-processed-gene-2.35-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-2.35&CDS=1-4677
930	OG0000930	YDR128W	-processed-gene-0.4-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-0.4&CDS=1-3723
931	OG0000931	YDR129C	-processed-gene-15.95-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-15.95&CDS=1-1869
932	OG0000932	YDR135C	-augustus-gene-0.86-mRNA-1_1&gene=maker-gi|1002317472|dbj|BCIW01000017.1|-augustus-gene-0.86&CDS=1-4458
933	OG0000933	YDR137W	-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.34&CDS=1-1953
934	OG0000934	YDR140W	-processed-gene-3.153-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.153&CDS=1-648
935	OG0000935	YDR141C	-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.48&CDS=1-4809
936	OG0000936	YDR142C	-processed-gene-3.183-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.183&CDS=1-1071
937	OG0000937	YDR145W	-processed-gene-1.70-mRNA-1_1&gene=genemark-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-1.70&CDS=1-2010
938	OG0000938	YDR148C	-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-3.81&CDS=1-1329
939	OG0000939	YDR150W	-snap-gene-9.84-mRNA-1_1&gene=maker-gi|1002317487|dbj|BCIW01000002.1|-snap-gene-9.84&CDS=1-9744
940	OG0000940	YDR152W	-processed-gene-15.22-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-15.22&CDS=1-672
941	OG0000941	YDR155C	-processed-gene-9.72-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-9.72&CDS=1-489
942	OG0000942	YDR158W	-processed-gene-15.35-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-15.35&CDS=1-1092
943	OG0000943	YDR159W	-processed-gene-4.130-mRNA-1_1&gene=snap_masked-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-4.130&CDS=1-3372
944	OG0000944	YDR161W	-processed-gene-15.33-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-15.33&CDS=1-1002
945	OG0000945	YDR162C	-processed-gene-1.26-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-1.26&CDS=1-912
946	OG0000946	YDR164C	-processed-gene-8.111-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.111&CDS=1-2142
947	OG0000947	YDR165W	-processed-gene-1.60-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-1.60&CDS=1-1149
948	OG0000948	YDR166C	-processed-gene-4.46-mRNA-1_1&gene=snap_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-4.46&CDS=1-2697
949	OG0000949	YDR167W	-processed-gene-4.50-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-4.50&CDS=1-873
950	OG0000950	YDR168W	-processed-gene-3.65-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-3.65&CDS=1-1407
951	OG0000951	YDR169C	-processed-gene-1.98-mRNA-1_1&gene=snap_masked-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-1.98&CDS=1-1650
952	OG0000952	YDR170C	-processed-gene-0.57-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-0.57&CDS=1-5607
953	OG0000953	YDR172W	-processed-gene-11.15-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-11.15&CDS=1-2238
954	OG0000954	YDR173C	-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-7.74&CDS=1-1104
955	OG0000955	YDR175C	-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-6.81&CDS=1-1212
956	OG0000956	YDR176W	-processed-gene-23.2-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-23.2&CDS=1-1974
957	OG0000957	YDR177W	-processed-gene-11.72-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-11.72&CDS=1-630
958	OG0000958	YDR179W-A	-processed-gene-23.5-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-23.5&CDS=1-1365
959	OG0000959	YDR180W	-processed-gene-23.36-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-23.36&CDS=1-5106
960	OG0000960	YDR182W	-processed-gene-0.36-mRNA-1_1&gene=genemark-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-0.36&CDS=1-1419
961	OG0000961	YDR183W	-processed-gene-0.29-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-0.29&CDS=1-591
962	OG0000962	YDR188W	-processed-gene-2.40-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-2.40&CDS=1-1569
963	OG0000963	YDR189W	-processed-gene-2.50-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-2.50&CDS=1-1785
964	OG0000964	YDR190C	-processed-gene-3.78-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-3.78&CDS=1-1359
965	OG0000965	YDR191W	-processed-gene-0.29-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-0.29&CDS=1-2220
966	OG0000966	YDR196C	-processed-gene-7.28-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-7.28&CDS=1-723
967	OG0000967	YDR204W	-processed-gene-4.4-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-4.4&CDS=1-783
968	OG0000968	YDR205W	-processed-gene-6.6-mRNA-1_1&gene=snap_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-6.6&CDS=1-1959
969	OG0000969	YDR208W	-processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-0.39&CDS=1-4083
970	OG0000970	YDR211W	-processed-gene-1.24-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-1.24&CDS=1-2043
971	OG0000971	YDR212W	-processed-gene-1.21-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-1.21&CDS=1-1674
972	OG0000972	YDR214W	-processed-gene-1.19-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-1.19&CDS=1-975
973	OG0000973	YDR217C	-processed-gene-6.65-mRNA-1_1&gene=snap_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-6.65&CDS=1-3156
974	OG0000974	YDR221W	-processed-gene-3.129-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.129&CDS=1-1284
975	OG0000975	YDR223W	-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.20&CDS=1-2028
976	OG0000976	YDR226W	-processed-gene-1.68-mRNA-1_1&gene=genemark-gi|1002317466|dbj|BCIW01000023.1|-processed-gene-1.68&CDS=1-753
977	OG0000977	YDR228C	-augustus-gene-5.39-mRNA-1_1&gene=maker-gi|1002317482|dbj|BCIW01000007.1|-augustus-gene-5.39&CDS=1-1455
978	OG0000978	YDR229W	-processed-gene-3.86-mRNA-1_1&gene=snap_masked-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-3.86&CDS=1-1197
979	OG0000979	YDR231C	-processed-gene-1.51-mRNA-1_1&gene=genemark-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-1.51&CDS=1-525
980	OG0000980	YDR232W	-processed-gene-4.31-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-4.31&CDS=1-1689
981	OG0000981	YDR234W	-processed-gene-4.42-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-4.42&CDS=1-2061
982	OG0000982	YDR236C	-processed-gene-2.46-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-2.46&CDS=1-537
983	OG0000983	YDR237W	-processed-gene-8.72-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-8.72&CDS=1-891
984	OG0000984	YDR238C	-processed-gene-0.30-mRNA-1_1&gene=genemark-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.30&CDS=1-2853
985	OG0000985	YDR243C	-processed-gene-4.63-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-4.63&CDS=1-1731
986	OG0000986	YDR244W	-processed-gene-4.35-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-4.35&CDS=1-1797
987	OG0000987	YDR245W	-processed-gene-10.185-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-10.185&CDS=1-1044
988	OG0000988	YDR246W	-processed-gene-1.14-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-1.14&CDS=1-405
989	OG0000989	YDR248C	-processed-gene-4.7-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-4.7&CDS=1-528
990	OG0000990	YDR254W	-processed-gene-1.43-mRNA-1_1&gene=snap_masked-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-1.43&CDS=1-1218
991	OG0000991	YDR255C	-processed-gene-4.69-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-4.69&CDS=1-1185
992	OG0000992	YDR256C	-augustus-gene-0.63-mRNA-1_1&gene=maker-gi|1002317465|dbj|BCIW01000024.1|-augustus-gene-0.63&CDS=1-1977
993	OG0000993	YDR257C	-processed-gene-4.58-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-4.58&CDS=1-1362
994	OG0000994	YDR258C	-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-6.68&CDS=1-2349
995	OG0000995	YDR262W	-processed-gene-3.41-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-3.41&CDS=1-720
996	OG0000996	YDR265W	-processed-gene-6.18-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-6.18&CDS=1-1011
997	OG0000997	YDR266C	-processed-gene-6.4-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-6.4&CDS=1-2073
998	OG0000998	YDR267C	-processed-gene-6.37-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-6.37&CDS=1-999
999	OG0000999	YDR268W	-processed-gene-6.51-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-6.51&CDS=1-1110
1000	OG0001000	YDR270W	-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-3.72&CDS=1-2796
1001	OG0001001	YDR280W	-processed-gene-10.45-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-10.45&CDS=1-897
1002	OG0001002	YDR282C	-processed-gene-1.94-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-1.94&CDS=1-1095
1003	OG0001003	YDR283C	-processed-gene-2.21-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-2.21&CDS=1-4926
1004	OG0001004	YDR284C	-processed-gene-2.17-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-2.17&CDS=1-834
1005	OG0001005	YDR287W	-processed-gene-19.10-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-19.10&CDS=1-897
1006	OG0001006	YDR289C	-processed-gene-2.86-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-2.86&CDS=1-1245
1007	OG0001007	YDR291W	-snap-gene-2.94-mRNA-1_1&gene=maker-gi|1002317471|dbj|BCIW01000018.1|-snap-gene-2.94&CDS=1-3030
1008	OG0001008	YDR292C	-processed-gene-12.80-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-12.80&CDS=1-1668
1009	OG0001009	YDR293C	-augustus-gene-7.94-mRNA-1_1&gene=maker-gi|1002317485|dbj|BCIW01000004.1|-augustus-gene-7.94&CDS=1-3660
1010	OG0001010	YDR294C	-snap-gene-7.2-mRNA-1_1&gene=maker-gi|1002317481|dbj|BCIW01000008.1|-snap-gene-7.2&CDS=1-1710
1011	OG0001011	YDR296W	-processed-gene-10.138-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-10.138&CDS=1-621
1012	OG0001012	YDR297W	-processed-gene-10.165-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-10.165&CDS=1-1062
1013	OG0001013	YDR298C	-processed-gene-5.104-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-5.104&CDS=1-642
1014	OG0001014	YDR299W	-processed-gene-18.71-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-18.71&CDS=1-1521
1015	OG0001015	YDR300C	-processed-gene-8.107-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-8.107&CDS=1-1269
1016	OG0001016	YDR301W	-processed-gene-2.86-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-2.86&CDS=1-3807
1017	OG0001017	YDR302W	-processed-gene-2.87-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-2.87&CDS=1-669
1018	OG0001018	YDR305C	-processed-gene-3.34-mRNA-1_1&gene=snap_masked-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-3.34&CDS=1-498
1019	OG0001019	YDR306C	-processed-gene-2.71-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-2.71&CDS=1-369
1020	OG0001020	YDR308C	-processed-gene-2.58-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-2.58&CDS=1-420
1021	OG0001021	YDR311W	-processed-gene-5.42-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-5.42&CDS=1-1611
1022	OG0001022	YDR316W	-processed-gene-17.22-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-17.22&CDS=1-1125
1023	OG0001023	YDR318W	-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.40&CDS=1-708
1024	OG0001024	YDR320C	-processed-gene-5.59-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-5.59&CDS=1-2493
1025	OG0001025	YDR320C-A	-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-5.8&CDS=1-228
1026	OG0001026	YDR322C-A	-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-7.106&CDS=1-270
1027	OG0001027	YDR322W	-processed-gene-7.47-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-7.47&CDS=1-1062
1028	OG0001028	YDR323C	-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.31&CDS=1-1566
1029	OG0001029	YDR324C	-processed-gene-5.66-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-5.66&CDS=1-2067
1030	OG0001030	YDR325W	-processed-gene-5.54-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-5.54&CDS=1-3006
1031	OG0001031	YDR328C	-processed-gene-2.41-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-2.41&CDS=1-486
1032	OG0001032	YDR330W	-processed-gene-4.6-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-4.6&CDS=1-1479
1033	OG0001033	YDR331W	-processed-gene-4.10-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-4.10&CDS=1-1161
1034	OG0001034	YDR332W	-processed-gene-1.4-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-1.4&CDS=1-2088
1035	OG0001035	YDR333C	-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-0.65&CDS=1-1878
1036	OG0001036	YDR334W	-processed-gene-18.76-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-18.76&CDS=1-5316
1037	OG0001037	YDR335W	-processed-gene-19.9-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-19.9&CDS=1-3882
1038	OG0001038	YDR336W	-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.36&CDS=1-1257
1039	OG0001039	YDR337W	-processed-gene-3.117-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.117&CDS=1-966
1040	OG0001040	YDR339C	-processed-gene-9.0-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-9.0&CDS=1-579
1041	OG0001041	YDR341C	-processed-gene-4.37-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-4.37&CDS=1-1851
1042	OG0001042	YDR346C	-processed-gene-8.64-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-8.64&CDS=1-1194
1043	OG0001043	YDR347W	-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-4.6&CDS=1-1038
1044	OG0001044	YDR353W	-processed-gene-2.22-mRNA-1_1&gene=snap_masked-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-2.22&CDS=1-957
1045	OG0001045	YDR354W	-processed-gene-2.44-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-2.44&CDS=1-1077
1046	OG0001046	YDR359C	-processed-gene-5.122-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-5.122&CDS=1-2985
1047	OG0001047	YDR361C	-processed-gene-5.124-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-5.124&CDS=1-906
1048	OG0001048	YDR362C	-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-6.75&CDS=1-1851
1049	OG0001049	YDR363W	-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-3.10&CDS=1-1227
1050	OG0001050	YDR363W-A	-processed-gene-7.39-mRNA-1_1&gene=snap_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-7.39&CDS=1-222
1051	OG0001051	YDR364C	-processed-gene-5.95-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-5.95&CDS=1-1479
1052	OG0001052	YDR365C	-processed-gene-7.28-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-7.28&CDS=1-1917
1053	OG0001053	YDR371W	-processed-gene-7.51-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-7.51&CDS=1-1149
1054	OG0001054	YDR372C	-processed-gene-12.85-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-12.85&CDS=1-1029
1055	OG0001055	YDR373W	-processed-gene-2.62-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-2.62&CDS=1-570
1056	OG0001056	YDR375C	-processed-gene-12.84-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-12.84&CDS=1-1509
1057	OG0001057	YDR376W	-processed-gene-2.25-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-2.25&CDS=1-1392
1058	OG0001058	YDR377W	-processed-gene-11.48-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-11.48&CDS=1-315
1059	OG0001059	YDR378C	-processed-gene-2.95-mRNA-1_1&gene=snap_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-2.95&CDS=1-246
1060	OG0001060	YDR379C-A	-processed-gene-3.54-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-3.54&CDS=1-249
1061	OG0001061	YDR381W	-augustus-gene-7.35-mRNA-1_1&gene=maker-gi|1002317478|dbj|BCIW01000011.1|-augustus-gene-7.35&CDS=1-666
1062	OG0001062	YDR386W	-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-7.1&CDS=1-1884
1063	OG0001063	YDR388W	-processed-gene-16.46-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-16.46&CDS=1-1263
1064	OG0001064	YDR390C	-processed-gene-12.76-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-12.76&CDS=1-1824
1065	OG0001065	YDR392W	-processed-gene-0.85-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-0.85&CDS=1-990
1066	OG0001066	YDR393W	-processed-gene-3.91-mRNA-1_1&gene=snap_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-3.91&CDS=1-1701
1067	OG0001067	YDR394W	-processed-gene-11.64-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-11.64&CDS=1-1212
1068	OG0001068	YDR397C	-processed-gene-4.6-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-4.6&CDS=1-417
1069	OG0001069	YDR398W	-processed-gene-4.26-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-4.26&CDS=1-1932
1070	OG0001070	YDR400W	-snap-gene-9.18-mRNA-1_1&gene=maker-gi|1002317486|dbj|BCIW01000003.1|-snap-gene-9.18&CDS=1-945
1071	OG0001071	YDR405W	-processed-gene-0.54-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-0.54&CDS=1-786
1072	OG0001072	YDR407C	-processed-gene-19.75-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-19.75&CDS=1-3291
1073	OG0001073	YDR408C	-processed-gene-4.23-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-4.23&CDS=1-630
1074	OG0001074	YDR410C	-processed-gene-9.112-mRNA-1_1&gene=augustus_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-9.112&CDS=1-915
1075	OG0001075	YDR411C	-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.19&CDS=1-837
1076	OG0001076	YDR412W	-processed-gene-0.47-mRNA-1_1&gene=genemark-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-0.47&CDS=1-792
1077	OG0001077	YDR414C	-processed-gene-0.46-mRNA-1_1&gene=genemark-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-0.46&CDS=1-1143
1078	OG0001078	YDR415C	-processed-gene-2.63-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-2.63&CDS=1-1215
1079	OG0001079	YDR416W	-processed-gene-0.59-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-0.59&CDS=1-2211
1080	OG0001080	YDR419W	-processed-gene-6.27-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-6.27&CDS=1-1929
1081	OG0001081	YDR421W	-processed-gene-5.102-mRNA-1_1&gene=snap_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-5.102&CDS=1-2784
1082	OG0001082	YDR424C	-processed-gene-15.45-mRNA-1_1&gene=snap_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-15.45&CDS=1-228
1083	OG0001083	YDR427W	-processed-gene-5.46-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-5.46&CDS=1-1155
1084	OG0001084	YDR429C	-processed-gene-2.89-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-2.89&CDS=1-828
