	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_uvarum
492	OG0000492	YBR157C	genemark-Sbay_4-processed-gene-7.84-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.84&CDS=1-765
493	OG0000493	YBR158W	genemark-Sbay_4-processed-gene-7.62-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.62&CDS=1-1653
494	OG0000494	YBR160W	maker-Sbay_4-snap-gene-7.0-mRNA-1_1&gene=maker-Sbay_4-snap-gene-7.0&CDS=1-1881
495	OG0000495	YBR161W	genemark-Sbay_4-processed-gene-7.65-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.65&CDS=1-1134
496	OG0000496	YBR162C	genemark-Sbay_4-processed-gene-7.85-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.85&CDS=1-1392
497	OG0000497	YBR163W	genemark-Sbay_4-processed-gene-7.66-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.66&CDS=1-1815
498	OG0000498	YBR164C	genemark-Sbay_4-processed-gene-7.86-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.86&CDS=1-549
499	OG0000499	YBR165W	genemark-Sbay_4-processed-gene-7.67-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.67&CDS=1-828
500	OG0000500	YBR166C	genemark-Sbay_4-processed-gene-7.87-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.87&CDS=1-1353
501	OG0000501	YBR167C	genemark-Sbay_4-processed-gene-7.88-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.88&CDS=1-420
502	OG0000502	YBR168W	genemark-Sbay_4-processed-gene-7.68-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.68&CDS=1-1236
503	OG0000503	YBR171W	genemark-Sbay_4-processed-gene-7.69-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.69&CDS=1-618
504	OG0000504	YBR172C	augustus_masked-Sbay_4-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-7.42&CDS=1-2664
505	OG0000505	YBR175W	snap_masked-Sbay_4-processed-gene-7.123-mRNA-1_1&gene=snap_masked-Sbay_4-processed-gene-7.123&CDS=1-1881
506	OG0000506	YBR177C	genemark-Sbay_4-processed-gene-7.93-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.93&CDS=1-1359
507	OG0000507	YBR179C	genemark-Sbay_4-processed-gene-7.94-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.94&CDS=1-2565
508	OG0000508	YBR180W	genemark-Sbay_4-processed-gene-7.72-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.72&CDS=1-1716
509	OG0000509	YBR182C	snap_masked-Sbay_4-processed-gene-7.148-mRNA-1_1&gene=snap_masked-Sbay_4-processed-gene-7.148&CDS=1-1356
510	OG0000510	YBR183W	genemark-Sbay_4-processed-gene-7.73-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.73&CDS=1-951
511	OG0000511	YBR184W	augustus_masked-Sbay_4-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-7.27&CDS=1-1695
512	OG0000512	YBR185C	genemark-Sbay_4-processed-gene-7.96-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.96&CDS=1-834
513	OG0000513	YBR186W	genemark-Sbay_4-processed-gene-7.75-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.75&CDS=1-2244
514	OG0000514	YBR188C	snap_masked-Sbay_4-processed-gene-7.150-mRNA-1_1&gene=snap_masked-Sbay_4-processed-gene-7.150&CDS=1-387
515	OG0000515	YBR192W	genemark-Sbay_4-processed-gene-7.78-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.78&CDS=1-1131
516	OG0000516	YBR193C	genemark-Sbay_4-processed-gene-7.98-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.98&CDS=1-681
517	OG0000517	YBR194W	genemark-Sbay_4-processed-gene-7.79-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.79&CDS=1-390
518	OG0000518	YBR195C	genemark-Sbay_4-processed-gene-7.99-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.99&CDS=1-1272
519	OG0000519	YBR196C	genemark-Sbay_4-processed-gene-7.100-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.100&CDS=1-1662
520	OG0000520	YBR198C	genemark-Sbay_4-processed-gene-7.101-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-7.101&CDS=1-2961
521	OG0000521	YBR199W	genemark-Sbay_4-processed-gene-8.10-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.10&CDS=1-1371
522	OG0000522	YBR200W	genemark-Sbay_4-processed-gene-8.11-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.11&CDS=1-1656
523	OG0000523	YBR201W	genemark-Sbay_4-processed-gene-8.12-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.12&CDS=1-633
524	OG0000524	YBR202W	genemark-Sbay_4-processed-gene-8.13-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.13&CDS=1-2535
525	OG0000525	YBR203W	genemark-Sbay_4-processed-gene-8.14-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.14&CDS=1-2766
526	OG0000526	YBR204C	genemark-Sbay_4-processed-gene-8.56-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.56&CDS=1-1125
527	OG0000527	YBR208C	genemark-Sbay_4-processed-gene-8.57-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.57&CDS=1-5430
528	OG0000528	YBR210W	snap_masked-Sbay_4-processed-gene-8.104-mRNA-1_1&gene=snap_masked-Sbay_4-processed-gene-8.104&CDS=1-426
529	OG0000529	YBR211C	genemark-Sbay_4-processed-gene-8.58-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.58&CDS=1-972
530	OG0000530	YBR212W	genemark-Sbay_4-processed-gene-8.17-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.17&CDS=1-1989
531	OG0000531	YBR213W	genemark-Sbay_4-processed-gene-8.18-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.18&CDS=1-822
532	OG0000532	YBR215W	snap_masked-Sbay_4-processed-gene-8.108-mRNA-1_1&gene=snap_masked-Sbay_4-processed-gene-8.108&CDS=1-1893
533	OG0000533	YBR216C	genemark-Sbay_4-processed-gene-8.59-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.59&CDS=1-2025
534	OG0000534	YBR217W	genemark-Sbay_4-processed-gene-8.20-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.20&CDS=1-579
535	OG0000535	YBR220C	snap_masked-Sbay_4-processed-gene-8.155-mRNA-1_1&gene=snap_masked-Sbay_4-processed-gene-8.155&CDS=1-1686
536	OG0000536	YBR221C	genemark-Sbay_4-processed-gene-8.61-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.61&CDS=1-1092
537	OG0000537	YBR222C	augustus_masked-Sbay_4-processed-gene-8.243-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-8.243&CDS=1-3063
538	OG0000538	YBR225W	genemark-Sbay_4-processed-gene-8.21-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.21&CDS=1-2709
539	OG0000539	YBR227C	genemark-Sbay_4-processed-gene-8.63-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.63&CDS=1-1548
540	OG0000540	YBR228W	genemark-Sbay_4-processed-gene-8.22-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.22&CDS=1-912
541	OG0000541	YBR229C	genemark-Sbay_4-processed-gene-8.64-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.64&CDS=1-2859
542	OG0000542	YBR230C	genemark-Sbay_4-processed-gene-8.65-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.65&CDS=1-414
543	OG0000543	YBR230W-A	snap_masked-Sbay_4-processed-gene-8.112-mRNA-1_1&gene=snap_masked-Sbay_4-processed-gene-8.112&CDS=1-198
544	OG0000544	YBR231C	augustus_masked-Sbay_4-processed-gene-8.247-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-8.247&CDS=1-843
545	OG0000545	YBR233W	genemark-Sbay_4-processed-gene-8.23-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.23&CDS=1-1476
546	OG0000546	YBR234C	genemark-Sbay_4-processed-gene-8.67-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.67&CDS=1-1152
547	OG0000547	YBR235W	genemark-Sbay_4-processed-gene-8.24-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.24&CDS=1-3330
548	OG0000548	YBR236C	genemark-Sbay_4-processed-gene-8.68-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.68&CDS=1-1308
549	OG0000549	YBR237W	genemark-Sbay_4-processed-gene-8.25-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.25&CDS=1-2550
550	OG0000550	YBR238C	maker-Sbay_4-augustus-gene-8.1-mRNA-1_1&gene=maker-Sbay_4-augustus-gene-8.1&CDS=1-2202
551	OG0000551	YBR239C	snap_masked-Sbay_4-processed-gene-8.166-mRNA-1_1&gene=snap_masked-Sbay_4-processed-gene-8.166&CDS=1-1398
552	OG0000552	YBR240C	snap_masked-Sbay_4-processed-gene-8.167-mRNA-1_1&gene=snap_masked-Sbay_4-processed-gene-8.167&CDS=1-1350
553	OG0000553	YBR242W	genemark-Sbay_4-processed-gene-8.26-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.26&CDS=1-711
554	OG0000554	YBR243C	augustus_masked-Sbay_4-processed-gene-8.252-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-8.252&CDS=1-1344
555	OG0000555	YBR244W	genemark-Sbay_4-processed-gene-8.27-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.27&CDS=1-486
556	OG0000556	YBR246W	genemark-Sbay_4-processed-gene-8.28-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.28&CDS=1-1161
557	OG0000557	YBR247C	genemark-Sbay_4-processed-gene-8.74-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.74&CDS=1-1443
558	OG0000558	YBR248C	maker-Sbay_4-snap-gene-8.8-mRNA-1_1&gene=maker-Sbay_4-snap-gene-8.8&CDS=1-2688
559	OG0000559	YBR250W	augustus_masked-Sbay_4-processed-gene-8.214-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-8.214&CDS=1-1557
560	OG0000560	YBR251W	genemark-Sbay_4-processed-gene-8.30-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.30&CDS=1-921
561	OG0000561	YBR253W	genemark-Sbay_4-processed-gene-8.32-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.32&CDS=1-363
562	OG0000562	YBR254C	genemark-Sbay_4-processed-gene-8.77-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.77&CDS=1-531
563	OG0000563	YBR255C-A	maker-Sbay_4-augustus-gene-8.2-mRNA-1_1&gene=maker-Sbay_4-augustus-gene-8.2&CDS=1-360
564	OG0000564	YBR255W	genemark-Sbay_4-processed-gene-8.33-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.33&CDS=1-2082
565	OG0000565	YBR256C	genemark-Sbay_4-processed-gene-8.78-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.78&CDS=1-714
566	OG0000566	YBR257W	augustus_masked-Sbay_4-processed-gene-8.217-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-8.217&CDS=1-840
567	OG0000567	YBR258C	genemark-Sbay_4-processed-gene-8.79-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.79&CDS=1-426
568	OG0000568	YBR259W	genemark-Sbay_4-processed-gene-8.35-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.35&CDS=1-2070
569	OG0000569	YBR260C	augustus_masked-Sbay_4-processed-gene-8.260-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-8.260&CDS=1-2673
570	OG0000570	YBR262C	genemark-Sbay_4-processed-gene-8.82-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.82&CDS=1-318
571	OG0000571	YBR263W	genemark-Sbay_4-processed-gene-8.36-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.36&CDS=1-1470
572	OG0000572	YBR264C	genemark-Sbay_4-processed-gene-8.83-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.83&CDS=1-594
573	OG0000573	YBR265W	augustus_masked-Sbay_4-processed-gene-8.220-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-8.220&CDS=1-2097
574	OG0000574	YBR268W	genemark-Sbay_4-processed-gene-8.39-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.39&CDS=1-315
575	OG0000575	YBR270C	augustus_masked-Sbay_4-processed-gene-8.263-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-8.263&CDS=1-1995
576	OG0000576	YBR271W	genemark-Sbay_4-processed-gene-8.40-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.40&CDS=1-1248
577	OG0000577	YBR272C	genemark-Sbay_4-processed-gene-8.86-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.86&CDS=1-1446
578	OG0000578	YBR273C	genemark-Sbay_4-processed-gene-8.87-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.87&CDS=1-1305
579	OG0000579	YBR274W	genemark-Sbay_4-processed-gene-8.41-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.41&CDS=1-1581
580	OG0000580	YBR275C	snap_masked-Sbay_4-processed-gene-8.184-mRNA-1_1&gene=snap_masked-Sbay_4-processed-gene-8.184&CDS=1-5790
581	OG0000581	YBR276C	snap_masked-Sbay_4-processed-gene-8.185-mRNA-1_1&gene=snap_masked-Sbay_4-processed-gene-8.185&CDS=1-2409
582	OG0000582	YBR278W	maker-Sbay_4-snap-gene-8.5-mRNA-1_1&gene=maker-Sbay_4-snap-gene-8.5&CDS=1-507
583	OG0000583	YBR279W	genemark-Sbay_4-processed-gene-8.43-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.43&CDS=1-1314
584	OG0000584	YBR281C	augustus_masked-Sbay_4-processed-gene-8.267-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-8.267&CDS=1-4539
585	OG0000585	YBR282W	genemark-Sbay_4-processed-gene-8.44-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.44&CDS=1-438
586	OG0000586	YBR283C	genemark-Sbay_4-processed-gene-8.91-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.91&CDS=1-1470
587	OG0000587	YBR284W	augustus_masked-Sbay_4-processed-gene-8.227-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-8.227&CDS=1-2808
588	OG0000588	YBR286W	augustus_masked-Sbay_4-processed-gene-8.228-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-8.228&CDS=1-2853
589	OG0000589	YBR288C	genemark-Sbay_4-processed-gene-8.92-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.92&CDS=1-1452
590	OG0000590	YBR289W	genemark-Sbay_4-processed-gene-8.48-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.48&CDS=1-2682
591	OG0000591	YBR290W	genemark-Sbay_4-processed-gene-8.49-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.49&CDS=1-975
592	OG0000592	YBR291C	genemark-Sbay_4-processed-gene-8.93-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.93&CDS=1-897
593	OG0000593	YBR293W	genemark-Sbay_4-processed-gene-8.51-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.51&CDS=1-1686
594	OG0000594	YBR296C	genemark-Sbay_4-processed-gene-8.94-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-8.94&CDS=1-1725
595	OG0000595	YCL001W	genemark-Sbay_3-processed-gene-0.66-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.66&CDS=1-564
596	OG0000596	YCL002C	snap_masked-Sbay_3-processed-gene-0.41-mRNA-1_1&gene=snap_masked-Sbay_3-processed-gene-0.41&CDS=1-396
597	OG0000597	YCL004W	genemark-Sbay_3-processed-gene-0.65-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.65&CDS=1-1476
598	OG0000598	YCL005W	genemark-Sbay_3-processed-gene-0.64-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.64&CDS=1-765
599	OG0000599	YCL007C	maker-Sbay_3-snap-gene-0.4-mRNA-1_1&gene=maker-Sbay_3-snap-gene-0.4&CDS=1-219
600	OG0000600	YCL011C	augustus_masked-Sbay_3-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-Sbay_3-processed-gene-0.116&CDS=1-4416
601	OG0000601	YCL014W	genemark-Sbay_3-processed-gene-0.63-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.63&CDS=1-4857
602	OG0000602	YCL016C	genemark-Sbay_3-processed-gene-0.77-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.77&CDS=1-1140
603	OG0000603	YCL017C	genemark-Sbay_3-processed-gene-0.76-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.76&CDS=1-1485
604	OG0000604	YCL018W	genemark-Sbay_3-processed-gene-0.62-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.62&CDS=1-1092
605	OG0000605	YCL021W-A	genemark-Sbay_3-processed-gene-1.225-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.225&CDS=1-375
606	OG0000606	YCL026C-B	genemark-Sbay_3-processed-gene-1.223-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.223&CDS=1-579
607	OG0000607	YCL027W	genemark-Sbay_3-processed-gene-1.179-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.179&CDS=1-1530
608	OG0000608	YCL028W	augustus_masked-Sbay_3-processed-gene-1.263-mRNA-1_1&gene=augustus_masked-Sbay_3-processed-gene-1.263&CDS=1-1176
609	OG0000609	YCL029C	genemark-Sbay_3-processed-gene-1.222-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.222&CDS=1-1329
610	OG0000610	YCL030C	genemark-Sbay_3-processed-gene-1.221-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.221&CDS=1-2397
611	OG0000611	YCL031C	genemark-Sbay_3-processed-gene-1.220-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.220&CDS=1-891
612	OG0000612	YCL032W	genemark-Sbay_3-processed-gene-1.177-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.177&CDS=1-1038
613	OG0000613	YCL033C	augustus_masked-Sbay_3-processed-gene-1.302-mRNA-1_1&gene=augustus_masked-Sbay_3-processed-gene-1.302&CDS=1-504
614	OG0000614	YCL034W	genemark-Sbay_3-processed-gene-1.176-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.176&CDS=1-1068
615	OG0000615	YCL035C	genemark-Sbay_3-processed-gene-1.218-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.218&CDS=1-330
616	OG0000616	YCL036W	genemark-Sbay_3-processed-gene-1.175-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.175&CDS=1-1683
617	OG0000617	YCL037C	genemark-Sbay_3-processed-gene-1.217-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.217&CDS=1-1317
618	OG0000618	YCL038C	genemark-Sbay_3-processed-gene-1.216-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.216&CDS=1-1584
619	OG0000619	YCL043C	genemark-Sbay_3-processed-gene-1.215-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.215&CDS=1-1569
620	OG0000620	YCL045C	genemark-Sbay_3-processed-gene-1.214-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.214&CDS=1-3276
621	OG0000621	YCL047C	genemark-Sbay_3-processed-gene-1.213-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.213&CDS=1-774
622	OG0000622	YCL048W	augustus_masked-Sbay_3-processed-gene-1.258-mRNA-1_1&gene=augustus_masked-Sbay_3-processed-gene-1.258&CDS=1-1320
623	OG0000623	YCL049C	genemark-Sbay_3-processed-gene-1.212-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.212&CDS=1-879
624	OG0000624	YCL050C	genemark-Sbay_3-processed-gene-1.211-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.211&CDS=1-963
625	OG0000625	YCL051W	genemark-Sbay_3-processed-gene-1.172-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.172&CDS=1-1764
626	OG0000626	YCL052C	genemark-Sbay_3-processed-gene-1.210-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.210&CDS=1-1248
627	OG0000627	YCL054W	genemark-Sbay_3-processed-gene-1.171-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.171&CDS=1-2523
628	OG0000628	YCL055W	genemark-Sbay_3-processed-gene-1.170-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.170&CDS=1-1002
629	OG0000629	YCL056C	augustus_masked-Sbay_3-processed-gene-1.292-mRNA-1_1&gene=augustus_masked-Sbay_3-processed-gene-1.292&CDS=1-432
630	OG0000630	YCL057C-A	augustus_masked-Sbay_3-processed-gene-1.291-mRNA-1_1&gene=augustus_masked-Sbay_3-processed-gene-1.291&CDS=1-291
631	OG0000631	YCL057W	genemark-Sbay_3-processed-gene-1.169-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.169&CDS=1-2058
632	OG0000632	YCL058W-A	genemark-Sbay_3-processed-gene-1.168-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.168&CDS=1-339
633	OG0000633	YCL059C	genemark-Sbay_3-processed-gene-1.207-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.207&CDS=1-948
634	OG0000634	YCL061C	genemark-Sbay_3-processed-gene-1.206-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.206&CDS=1-3291
635	OG0000635	YCL063W	genemark-Sbay_3-processed-gene-1.167-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.167&CDS=1-1263
636	OG0000636	YCL064C	genemark-Sbay_3-processed-gene-1.205-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.205&CDS=1-1083
637	OG0000637	YCR002C	genemark-Sbay_3-processed-gene-0.81-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.81&CDS=1-966
638	OG0000638	YCR003W	genemark-Sbay_3-processed-gene-0.68-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.68&CDS=1-549
639	OG0000639	YCR004C	genemark-Sbay_3-processed-gene-0.82-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.82&CDS=1-738
640	OG0000640	YCR008W	genemark-Sbay_3-processed-gene-0.71-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.71&CDS=1-1842
641	OG0000641	YCR009C	genemark-Sbay_3-processed-gene-0.85-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.85&CDS=1-795
642	OG0000642	YCR010C	genemark-Sbay_3-processed-gene-0.86-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.86&CDS=1-849
643	OG0000643	YCR011C	genemark-Sbay_3-processed-gene-0.87-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.87&CDS=1-3159
644	OG0000644	YCR012W	genemark-Sbay_3-processed-gene-0.72-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.72&CDS=1-1248
645	OG0000645	YCR014C	maker-Sbay_3-snap-gene-0.7-mRNA-1_1&gene=maker-Sbay_3-snap-gene-0.7&CDS=1-2316
646	OG0000646	YCR015C	genemark-Sbay_3-processed-gene-0.89-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.89&CDS=1-957
647	OG0000647	YCR016W	genemark-Sbay_3-processed-gene-0.73-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.73&CDS=1-852
648	OG0000648	YCR017C	genemark-Sbay_3-processed-gene-0.90-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.90&CDS=1-2865
649	OG0000649	YCR018C	genemark-Sbay_3-processed-gene-0.91-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.91&CDS=1-666
650	OG0000650	YCR019W	genemark-Sbay_3-processed-gene-0.74-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.74&CDS=1-1089
651	OG0000651	YCR020C	genemark-Sbay_3-processed-gene-0.92-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.92&CDS=1-645
652	OG0000652	YCR020C-A	snap_masked-Sbay_3-processed-gene-0.54-mRNA-1_1&gene=snap_masked-Sbay_3-processed-gene-0.54&CDS=1-264
653	OG0000653	YCR020W-B	augustus_masked-Sbay_3-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-Sbay_3-processed-gene-0.112&CDS=1-234
654	OG0000654	YCR021C	genemark-Sbay_3-processed-gene-0.93-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.93&CDS=1-987
655	OG0000655	YCR023C	genemark-Sbay_3-processed-gene-0.94-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.94&CDS=1-1833
656	OG0000656	YCR024C	genemark-Sbay_3-processed-gene-0.95-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.95&CDS=1-1473
657	OG0000657	YCR026C	genemark-Sbay_3-processed-gene-0.96-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.96&CDS=1-2190
658	OG0000658	YCR027C	genemark-Sbay_3-processed-gene-0.75-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.75&CDS=1-615
659	OG0000659	YCR028C	genemark-Sbay_3-processed-gene-0.97-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.97&CDS=1-1527
660	OG0000660	YCR028C-A	augustus_masked-Sbay_3-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-Sbay_3-processed-gene-0.131&CDS=1-408
661	OG0000661	YCR030C	genemark-Sbay_3-processed-gene-0.99-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-0.99&CDS=1-2613
662	OG0000662	YCR032W	snap_masked-Sbay_3-processed-gene-1.34-mRNA-1_1&gene=snap_masked-Sbay_3-processed-gene-1.34&CDS=1-6108
663	OG0000663	YCR033W	snap_masked-Sbay_3-processed-gene-1.35-mRNA-1_1&gene=snap_masked-Sbay_3-processed-gene-1.35&CDS=1-3681
664	OG0000664	YCR034W	genemark-Sbay_3-processed-gene-1.139-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.139&CDS=1-1041
665	OG0000665	YCR035C	genemark-Sbay_3-processed-gene-1.182-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.182&CDS=1-1179
666	OG0000666	YCR036W	genemark-Sbay_3-processed-gene-1.140-mRNA-1_1&gene=genemark-Sbay_3-processed-gene-1.140&CDS=1-999
667	OG0000667	YCR042C	snap_masked-Sbay_3-processed-gene-1.88-mRNA-1_1&gene=snap_masked-Sbay_3-processed-gene-1.88&CDS=1-4209
668	OG0000668	YCR045C	augustus_masked-Sbay_3-processed-gene-1.270-mRNA-1_1&gene=augustus_masked-Sbay_3-processed-gene-1.270&CDS=1-2886
669	OG0000669	YCR047C	augustus_masked-Sbay_3-processed-gene-1.271-mRNA-1_1&gene=augustus_masked-Sbay_3-processed-gene-1.271&CDS=1-1320
670	OG0000670	YCR047W-A	snap_masked-Sbay_3-processed-gene-1.40-mRNA-1_1&gene=snap_masked-Sbay_3-processed-gene-1.40&CDS=1-303
