	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026137_Ambrosiozyma_ambrosiae
369	OG0000369	YJL083W, YKR019C	snap_masked-flattened_line_6-processed-gene-3.123-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.123&CDS=1-2649
370	OG0000370	YJL084C, YKR021W	snap_masked-flattened_line_12-processed-gene-4.29-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.29&CDS=1-2976
371	OG0000371	YJL090C	genemark-flattened_line_0-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.51&CDS=1-2040, snap_masked-flattened_line_94-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.10&CDS=1-1593
372	OG0000372	YJL098W, YKR028W	snap_masked-flattened_line_24-processed-gene-2.208-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.208&CDS=1-3003
373	OG0000373	YJL105W, YKR029C	snap_masked-flattened_line_2-processed-gene-2.13-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.13&CDS=1-2862
374	OG0000374	YJL133W, YKR052C	snap_masked-flattened_line_18-processed-gene-2.126-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.126&CDS=1-1104
375	OG0000375	YJL134W, YKR053C	snap_masked-flattened_line_64-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.11&CDS=1-1314
376	OG0000376	YJL137C, YKR058W	snap_masked-flattened_line_0-processed-gene-9.149-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.149&CDS=1-2889
377	OG0000377	YJL138C, YKR059W	augustus_masked-flattened_line_64-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.104&CDS=1-1437
378	OG0000378	YJL139C, YKR061W	maker-flattened_line_8-augustus-gene-5.151-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-5.151&CDS=1-2139
379	OG0000379	YJL158C	augustus_masked-flattened_line_86-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.120&CDS=1-780, snap_masked-flattened_line_12-processed-gene-2.12-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.12&CDS=1-984
380	OG0000380	YJL172W, YOL153C	snap_masked-flattened_line_60-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.5&CDS=1-1695
381	OG0000381	YJL177W, YKL180W	maker-flattened_line_8-snap-gene-5.237-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-5.237&CDS=1-555
382	OG0000382	YJL190C	maker-flattened_line_30-snap-gene-1.73-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.73&CDS=1-390, snap_masked-flattened_line_48-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-1.2&CDS=1-390
383	OG0000383	YJR054W, YML047C	snap_masked-flattened_line_24-processed-gene-2.214-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.214&CDS=1-2121
384	OG0000384	YJR091C, YPR042C	snap_masked-flattened_line_32-processed-gene-2.146-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.146&CDS=1-3270
385	OG0000385	YJR094W-A, YPR043W	snap_masked-flattened_line_103-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.10&CDS=1-303
386	OG0000386	YJR107W	augustus_masked-flattened_line_46-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-1.117&CDS=1-1116, snap_masked-flattened_line_44-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.32&CDS=1-1440
387	OG0000387	YJR126C	augustus_masked-flattened_line_8-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.104&CDS=1-2265, maker-flattened_line_54-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.5&CDS=1-2952
388	OG0000388	YJR127C, YML081W	maker-flattened_line_44-snap-gene-1.102-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-1.102&CDS=1-3240
389	OG0000389	YJR130C, YML082W	snap_masked-flattened_line_2-processed-gene-4.107-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.107&CDS=1-1719
390	OG0000390	YKL004W	genemark-flattened_line_101-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_101-processed-gene-0.54&CDS=1-1245, genemark-flattened_line_8-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.139&CDS=1-900
391	OG0000391	YKL046C	snap_masked-flattened_line_40-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.3&CDS=1-1365, snap_masked-flattened_line_58-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.171&CDS=1-1338
392	OG0000392	YKL050C, YMR031C	augustus_masked-flattened_line_32-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.108&CDS=1-2970
393	OG0000393	YKL068W, YMR047C	snap_masked-flattened_line_32-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.11&CDS=1-3117
394	OG0000394	YKL072W, YMR053C	snap_masked-flattened_line_34-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.79&CDS=1-2718
395	OG0000395	YKL081W, YPL048W	augustus_masked-flattened_line_210-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_210-processed-gene-0.1&CDS=1-498
396	OG0000396	YKL121W, YMR102C	snap_masked-flattened_line_26-processed-gene-2.163-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.163&CDS=1-2445
397	OG0000397	YKL126W, YMR104C	genemark-flattened_line_103-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.69&CDS=1-1971
398	OG0000398	YKL133C, YMR115W	snap_masked-flattened_line_6-processed-gene-6.63-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.63&CDS=1-1404
399	OG0000399	YKR072C, YOR054C	snap_masked-flattened_line_14-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.14&CDS=1-1767
400	OG0000400	YKR075C, YOR062C	snap_masked-flattened_line_32-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.22&CDS=1-795
401	OG0000401	YKR091W, YOR083W	snap_masked-flattened_line_2-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.21&CDS=1-1596
402	OG0000402	YLL012W, YLR020C	genemark-flattened_line_58-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.51&CDS=1-1380
403	OG0000403	YLL016W, YLR310C	genemark-flattened_line_22-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.96&CDS=1-4140
404	OG0000404	YLL024C	snap_masked-flattened_line_38-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.34&CDS=1-1941, snap_masked-flattened_line_62-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.143&CDS=1-1962
405	OG0000405	YLL055W	snap_masked-flattened_line_4-processed-gene-5.111-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.111&CDS=1-1614, snap_masked-flattened_line_62-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.130&CDS=1-1593
406	OG0000406	YLL057C	snap_masked-flattened_line_32-processed-gene-2.157-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.157&CDS=1-1206, snap_masked-flattened_line_84-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.17&CDS=1-1215
407	OG0000407	YLR098C, YOR337W	augustus_masked-flattened_line_86-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.118&CDS=1-2145
408	OG0000408	YLR118C	genemark-flattened_line_40-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.105&CDS=1-432, snap_masked-flattened_line_40-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.22&CDS=1-699
409	OG0000409	YLR130C	snap_masked-flattened_line_113-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.47&CDS=1-1137, snap_masked-flattened_line_40-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.8&CDS=1-1134
410	OG0000410	YLR210W	snap_masked-flattened_line_2-processed-gene-6.65-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.65&CDS=1-1308, snap_masked-flattened_line_6-processed-gene-6.19-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.19&CDS=1-1404
411	OG0000411	YLR260W, YOR171C	snap_masked-flattened_line_50-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.39&CDS=1-1524
412	OG0000412	YLR270W, YOR173W	snap_masked-flattened_line_6-processed-gene-1.93-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.93&CDS=1-897
413	OG0000413	YLR284C, YOR180C	snap_masked-flattened_line_4-processed-gene-7.169-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.169&CDS=1-810
414	OG0000414	YLR287C-A, YOR182C	maker-flattened_line_42-snap-gene-1.205-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-1.205&CDS=1-705
415	OG0000415	YLR300W, YOR190W	snap_masked-flattened_line_90-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.85&CDS=1-1281
416	OG0000416	YLR450W, YML075C	snap_masked-flattened_line_54-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.59&CDS=1-3273
417	OG0000417	YLR456W, YPR172W	snap_masked-flattened_line_46-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-1.42&CDS=1-504
418	OG0000418	YML100W, YMR261C	snap_masked-flattened_line_54-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.20&CDS=1-3753
419	OG0000419	YML106W, YMR271C	snap_masked-flattened_line_0-processed-gene-8.24-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.24&CDS=1-663
420	OG0000420	YML109W, YMR273C	snap_masked-flattened_line_48-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.24&CDS=1-3933
421	OG0000421	YML123C	augustus_masked-flattened_line_52-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.0&CDS=1-1227, maker-flattened_line_151-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_151-snap-gene-0.2&CDS=1-1686
422	OG0000422	YMR006C, YMR008C	snap_masked-flattened_line_20-processed-gene-2.240-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.240&CDS=1-1953
423	OG0000423	YMR020W	snap_masked-flattened_line_20-processed-gene-2.192-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.192&CDS=1-1437, snap_masked-flattened_line_32-processed-gene-2.191-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.191&CDS=1-1422
424	OG0000424	YMR058W	maker-flattened_line_28-snap-gene-0.68-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.68&CDS=1-3588, snap_masked-flattened_line_46-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.88&CDS=1-1929
425	OG0000425	YMR065W	augustus_masked-flattened_line_34-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.42&CDS=1-2184, snap_masked-flattened_line_76-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.121&CDS=1-909
426	OG0000426	YMR119W, YNL008C	snap_masked-flattened_line_6-processed-gene-2.29-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.29&CDS=1-2109
427	OG0000427	YMR145C	snap_masked-flattened_line_12-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.52&CDS=1-1749, snap_masked-flattened_line_6-processed-gene-6.41-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.41&CDS=1-1635
428	OG0000428	YMR152W	snap_masked-flattened_line_4-processed-gene-5.101-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.101&CDS=1-1128, snap_masked-flattened_line_50-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.61&CDS=1-1143
429	OG0000429	YMR172W, YOL116W	snap_masked-flattened_line_74-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.91&CDS=1-1119
430	OG0000430	YMR177W, YPL224C	snap_masked-flattened_line_14-processed-gene-3.119-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.119&CDS=1-1590
431	OG0000431	YMR222C, YOR280C	snap_masked-flattened_line_16-processed-gene-3.172-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.172&CDS=1-765
432	OG0000432	YMR230W, YOR293W	snap_masked-flattened_line_36-processed-gene-2.141-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-2.141&CDS=1-363
433	OG0000433	YMR233W, YOR295W	snap_masked-flattened_line_6-processed-gene-5.117-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.117&CDS=1-750
434	OG0000434	YMR237W, YOR299W	maker-flattened_line_40-snap-gene-1.70-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-1.70&CDS=1-2523
435	OG0000435	YMR242C, YOR312C	snap_masked-flattened_line_10-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.84&CDS=1-516
436	OG0000436	YMR253C, YPL264C	snap_masked-flattened_line_105-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.55&CDS=1-1317
437	OG0000437	YNL065W	snap_masked-flattened_line_46-processed-gene-1.41-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-1.41&CDS=1-1485, snap_masked-flattened_line_6-processed-gene-2.1-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.1&CDS=1-1623
438	OG0000438	YNL087W, YOR086C	snap_masked-flattened_line_34-processed-gene-1.33-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.33&CDS=1-3657
439	OG0000439	YNL098C, YOR101W	snap_masked-flattened_line_32-processed-gene-2.160-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.160&CDS=1-744
440	OG0000440	YNL106C, YOR109W	snap_masked-flattened_line_4-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.100&CDS=1-3189
441	OG0000441	YNL124W	augustus_masked-flattened_line_103-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.30&CDS=1-1269, snap_masked-flattened_line_24-processed-gene-2.224-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.224&CDS=1-1743
442	OG0000442	YNL192W	snap_masked-flattened_line_76-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.118&CDS=1-3153, snap_masked-flattened_line_97-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.3&CDS=1-3675
443	OG0000443	YNL283C, YOL105C	maker-flattened_line_0-snap-gene-9.131-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-9.131&CDS=1-1266
444	OG0000444	YNL293W, YOL112W	genemark-flattened_line_34-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.21&CDS=1-2085
445	OG0000445	YNL298W, YOL113W	snap_masked-flattened_line_0-processed-gene-8.27-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.27&CDS=1-2607
446	OG0000446	YNL299W, YOL115W	snap_masked-flattened_line_52-processed-gene-0.216-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.216&CDS=1-2157
447	OG0000447	YNL301C, YOL120C	maker-flattened_line_96-snap-gene-0.78-mRNA-1_1&gene=maker-flattened_line_96-snap-gene-0.78&CDS=1-957
448	OG0000448	YNR026C	snap_masked-flattened_line_2-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.94&CDS=1-2880, snap_masked-flattened_line_28-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.90&CDS=1-1443
449	OG0000449	YNR063W	genemark-flattened_line_10-processed-gene-1.71-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.71&CDS=1-1836, snap_masked-flattened_line_10-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.34&CDS=1-2145
450	OG0000450	YNR067C	genemark-flattened_line_42-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.84&CDS=1-3654, snap_masked-flattened_line_30-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.15&CDS=1-3114
451	OG0000451	YOL048C	snap_masked-flattened_line_2-processed-gene-4.101-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.101&CDS=1-816, snap_masked-flattened_line_40-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.1&CDS=1-573
452	OG0000452	YOL060C	augustus_masked-flattened_line_44-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-1.20&CDS=1-4692, genemark-flattened_line_10-processed-gene-2.72-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.72&CDS=1-1926
453	OG0000453	YOL137W	genemark-flattened_line_0-processed-gene-6.104-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.104&CDS=1-1527, snap_masked-flattened_line_0-processed-gene-7.33-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.33&CDS=1-1350
454	OG0000454	YOL154W	snap_masked-flattened_line_2-processed-gene-5.90-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.90&CDS=1-747, snap_masked-flattened_line_2-processed-gene-5.91-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.91&CDS=1-753
455	OG0000455	YOR049C	genemark-flattened_line_28-processed-gene-2.174-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-2.174&CDS=1-1299, snap_masked-flattened_line_119-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.4&CDS=1-1224
456	OG0000456	YOR104W	snap_masked-flattened_line_10-processed-gene-4.143-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.143&CDS=1-180, snap_masked-flattened_line_32-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.3&CDS=1-465
457	OG0000457	YOR126C	snap_masked-flattened_line_68-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.22&CDS=1-762, snap_masked-flattened_line_8-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.99&CDS=1-819
458	OG0000458	YOR130C	genemark-flattened_line_14-processed-gene-4.25-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.25&CDS=1-918, snap_masked-flattened_line_40-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.54&CDS=1-1032
459	OG0000459	YOR197W	snap_masked-flattened_line_0-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.108&CDS=1-1206, snap_masked-flattened_line_28-processed-gene-2.41-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.41&CDS=1-1464
460	OG0000460	YOR227W, YPL137C	snap_masked-flattened_line_56-processed-gene-0.200-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.200&CDS=1-4305
461	OG0000461	YOR231W, YPL140C	snap_masked-flattened_line_44-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.125&CDS=1-1506
462	OG0000462	YOR237W, YPL145C	snap_masked-flattened_line_70-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.42&CDS=1-1257
463	OG0000463	YOR246C	snap_masked-flattened_line_40-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.14&CDS=1-996, snap_masked-flattened_line_44-processed-gene-1.136-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.136&CDS=1-1017
464	OG0000464	YOR256C, YPL176C	snap_masked-flattened_line_28-processed-gene-2.45-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.45&CDS=1-2493
465	OG0000465	YOR270C	maker-flattened_line_34-snap-gene-0.103-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.103&CDS=1-2634, snap_masked-flattened_line_20-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.111&CDS=1-2484
466	OG0000466	YOR306C	snap_masked-flattened_line_54-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.49&CDS=1-1386, snap_masked-flattened_line_60-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.20&CDS=1-1554
467	OG0000467	YOR348C	augustus_masked-flattened_line_46-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.50&CDS=1-1644, maker-flattened_line_86-snap-gene-0.42-mRNA-1_1&gene=maker-flattened_line_86-snap-gene-0.42&CDS=1-3294
468	OG0000468	YOR390W, YPL279C	genemark-flattened_line_16-processed-gene-3.59-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.59&CDS=1-1044
469	OG0000469	YPL088W	snap_masked-flattened_line_22-processed-gene-2.179-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.179&CDS=1-1056, snap_masked-flattened_line_54-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.51&CDS=1-1053
470	OG0000470	YPL115C	snap_masked-flattened_line_2-processed-gene-4.111-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.111&CDS=1-1443, snap_masked-flattened_line_6-processed-gene-5.106-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.106&CDS=1-3876
471	OG0000471	YPL123C	maker-flattened_line_22-snap-gene-2.204-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-2.204&CDS=1-1278, maker-flattened_line_32-snap-gene-0.36-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.36&CDS=1-1236
