	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_paradoxus
836	OG0000836	YDL227C	genemark-Spar_4-processed-gene-0.99-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.99&CDS=1-1758
837	OG0000837	YDL230W	genemark-Spar_4-processed-gene-0.83-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.83&CDS=1-1005
838	OG0000838	YDL231C	genemark-Spar_4-processed-gene-0.98-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.98&CDS=1-3375
839	OG0000839	YDL233W	augustus_masked-Spar_4-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-0.9&CDS=1-1446
840	OG0000840	YDL234C	augustus_masked-Spar_4-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-0.24&CDS=1-2235
841	OG0000841	YDL235C	snap_masked-Spar_4-processed-gene-0.58-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-0.58&CDS=1-501
842	OG0000842	YDL236W	genemark-Spar_4-processed-gene-0.81-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.81&CDS=1-930
843	OG0000843	YDL237W	genemark-Spar_4-processed-gene-0.80-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.80&CDS=1-1170
844	OG0000844	YDL238C	genemark-Spar_4-processed-gene-0.95-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.95&CDS=1-1455
845	OG0000845	YDL239C	genemark-Spar_4-processed-gene-0.94-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.94&CDS=1-2376
846	OG0000846	YDL240W	genemark-Spar_4-processed-gene-0.79-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.79&CDS=1-3051
847	OG0000847	YDL241W	snap_masked-Spar_4-processed-gene-0.41-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-0.41&CDS=1-372
848	OG0000848	YDR002W	genemark-Spar_4-processed-gene-4.72-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.72&CDS=1-603
849	OG0000849	YDR004W	augustus_masked-Spar_4-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-4.114&CDS=1-2004
850	OG0000850	YDR005C	snap_masked-Spar_4-processed-gene-4.52-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-4.52&CDS=1-1185
851	OG0000851	YDR006C	snap_masked-Spar_4-processed-gene-4.53-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-4.53&CDS=1-2703
852	OG0000852	YDR007W	genemark-Spar_4-processed-gene-4.75-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.75&CDS=1-672
853	OG0000853	YDR013W	genemark-Spar_4-processed-gene-4.79-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.79&CDS=1-624
854	OG0000854	YDR014W	genemark-Spar_4-processed-gene-4.80-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.80&CDS=1-1941
855	OG0000855	YDR014W-A	genemark-Spar_4-processed-gene-4.81-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.81&CDS=1-522
856	OG0000856	YDR015C	maker-Spar_4-snap-gene-5.2-mRNA-1_1&gene=maker-Spar_4-snap-gene-5.2&CDS=1-336
857	OG0000857	YDR016C	augustus_masked-Spar_4-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-5.112&CDS=1-288
858	OG0000858	YDR017C	augustus_masked-Spar_4-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-5.113&CDS=1-5517
859	OG0000859	YDR020C	genemark-Spar_4-processed-gene-5.14-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.14&CDS=1-696
860	OG0000860	YDR021W	genemark-Spar_4-processed-gene-5.10-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.10&CDS=1-1197
861	OG0000861	YDR022C	genemark-Spar_4-processed-gene-5.15-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.15&CDS=1-591
862	OG0000862	YDR023W	genemark-Spar_4-processed-gene-5.11-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.11&CDS=1-1386
863	OG0000863	YDR026C	genemark-Spar_4-processed-gene-5.34-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.34&CDS=1-1710
864	OG0000864	YDR027C	genemark-Spar_4-processed-gene-5.35-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.35&CDS=1-2667
865	OG0000865	YDR028C	genemark-Spar_4-processed-gene-5.36-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.36&CDS=1-3054
866	OG0000866	YDR030C	genemark-Spar_4-processed-gene-5.37-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.37&CDS=1-1518
867	OG0000867	YDR031W	genemark-Spar_4-processed-gene-5.17-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.17&CDS=1-363
868	OG0000868	YDR032C	genemark-Spar_4-processed-gene-5.38-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.38&CDS=1-594
869	OG0000869	YDR033W	genemark-Spar_4-processed-gene-5.18-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.18&CDS=1-960
870	OG0000870	YDR034C	genemark-Spar_4-processed-gene-5.39-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.39&CDS=1-2334
871	OG0000871	YDR035W	snap_masked-Spar_4-processed-gene-5.65-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-5.65&CDS=1-1206
872	OG0000872	YDR036C	genemark-Spar_4-processed-gene-5.40-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.40&CDS=1-1500
873	OG0000873	YDR041W	genemark-Spar_4-processed-gene-5.22-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.22&CDS=1-609
874	OG0000874	YDR043C	genemark-Spar_4-processed-gene-5.43-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.43&CDS=1-693
875	OG0000875	YDR044W	genemark-Spar_4-processed-gene-5.23-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.23&CDS=1-984
876	OG0000876	YDR045C	genemark-Spar_4-processed-gene-5.44-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.44&CDS=1-300
877	OG0000877	YDR046C	genemark-Spar_4-processed-gene-5.45-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.45&CDS=1-1812
878	OG0000878	YDR049W	maker-Spar_4-augustus-gene-5.105-mRNA-1_1&gene=maker-Spar_4-augustus-gene-5.105&CDS=1-3009
879	OG0000879	YDR050C	genemark-Spar_4-processed-gene-5.46-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.46&CDS=1-744
880	OG0000880	YDR051C	genemark-Spar_4-processed-gene-5.47-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.47&CDS=1-1002
881	OG0000881	YDR052C	genemark-Spar_4-processed-gene-5.48-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.48&CDS=1-2100
882	OG0000882	YDR055W	genemark-Spar_4-processed-gene-5.26-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.26&CDS=1-1347
883	OG0000883	YDR057W	genemark-Spar_4-processed-gene-5.27-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.27&CDS=1-1665
884	OG0000884	YDR060W	genemark-Spar_4-processed-gene-5.28-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.28&CDS=1-3051
885	OG0000885	YDR061W	genemark-Spar_4-processed-gene-5.29-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.29&CDS=1-1614
886	OG0000886	YDR062W	genemark-Spar_4-processed-gene-5.30-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.30&CDS=1-1683
887	OG0000887	YDR065W	maker-Spar_4-augustus-gene-5.106-mRNA-1_1&gene=maker-Spar_4-augustus-gene-5.106&CDS=1-2016
888	OG0000888	YDR067C	maker-Spar_4-augustus-gene-5.109-mRNA-1_1&gene=maker-Spar_4-augustus-gene-5.109&CDS=1-1239
889	OG0000889	YDR068W	genemark-Spar_4-processed-gene-5.33-mRNA-1_1&gene=genemark-Spar_4-processed-gene-5.33&CDS=1-918
890	OG0000890	YDR069C	augustus_masked-Spar_4-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-5.150&CDS=1-3045
891	OG0000891	YDR071C	genemark-Spar_4-processed-gene-6.43-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.43&CDS=1-573
892	OG0000892	YDR072C	genemark-Spar_4-processed-gene-6.44-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.44&CDS=1-1086
893	OG0000893	YDR073W	genemark-Spar_4-processed-gene-6.38-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.38&CDS=1-483
894	OG0000894	YDR074W	genemark-Spar_4-processed-gene-6.39-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.39&CDS=1-2688
895	OG0000895	YDR075W	snap_masked-Spar_4-processed-gene-6.88-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-6.88&CDS=1-924
896	OG0000896	YDR076W	genemark-Spar_4-processed-gene-6.41-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.41&CDS=1-1218
897	OG0000897	YDR077W	genemark-Spar_4-processed-gene-6.42-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.42&CDS=1-714
898	OG0000898	YDR078C	genemark-Spar_4-processed-gene-6.61-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.61&CDS=1-669
899	OG0000899	YDR079C-A	snap_masked-Spar_4-processed-gene-6.111-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-6.111&CDS=1-216
900	OG0000900	YDR079W	genemark-Spar_4-processed-gene-6.45-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.45&CDS=1-330
901	OG0000901	YDR080W	genemark-Spar_4-processed-gene-6.46-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.46&CDS=1-2994
902	OG0000902	YDR081C	genemark-Spar_4-processed-gene-6.62-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.62&CDS=1-2811
903	OG0000903	YDR082W	maker-Spar_4-snap-gene-6.135-mRNA-1_1&gene=maker-Spar_4-snap-gene-6.135&CDS=1-2679
904	OG0000904	YDR085C	augustus_masked-Spar_4-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-6.24&CDS=1-2418
905	OG0000905	YDR086C	snap_masked-Spar_4-processed-gene-6.115-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-6.115&CDS=1-240
906	OG0000906	YDR088C	augustus_masked-Spar_4-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-6.26&CDS=1-2037
907	OG0000907	YDR089W	genemark-Spar_4-processed-gene-6.49-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.49&CDS=1-2604
908	OG0000908	YDR090C	genemark-Spar_4-processed-gene-6.67-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.67&CDS=1-930
909	OG0000909	YDR091C	genemark-Spar_4-processed-gene-6.68-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.68&CDS=1-1824
910	OG0000910	YDR092W	augustus_masked-Spar_4-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-6.11&CDS=1-456
911	OG0000911	YDR096W	snap_masked-Spar_4-processed-gene-6.100-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-6.100&CDS=1-2682
912	OG0000912	YDR097C	maker-Spar_4-augustus-gene-6.85-mRNA-1_1&gene=maker-Spar_4-augustus-gene-6.85&CDS=1-4431
913	OG0000913	YDR100W	genemark-Spar_4-processed-gene-6.53-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.53&CDS=1-429
914	OG0000914	YDR101C	genemark-Spar_4-processed-gene-6.71-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.71&CDS=1-1779
915	OG0000915	YDR103W	augustus_masked-Spar_4-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-6.16&CDS=1-2745
916	OG0000916	YDR104C	genemark-Spar_4-processed-gene-6.72-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.72&CDS=1-3738
917	OG0000917	YDR105C	genemark-Spar_4-processed-gene-6.73-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.73&CDS=1-1422
918	OG0000918	YDR106W	genemark-Spar_4-processed-gene-6.55-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.55&CDS=1-552
919	OG0000919	YDR108W	genemark-Spar_4-processed-gene-6.56-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.56&CDS=1-2094
920	OG0000920	YDR109C	augustus_masked-Spar_4-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-6.33&CDS=1-2112
921	OG0000921	YDR110W	genemark-Spar_4-processed-gene-6.57-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.57&CDS=1-1689
922	OG0000922	YDR111C	augustus_masked-Spar_4-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-6.34&CDS=1-1521
923	OG0000923	YDR113C	genemark-Spar_4-processed-gene-6.77-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.77&CDS=1-1122
924	OG0000924	YDR115W	snap_masked-Spar_4-processed-gene-6.106-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-6.106&CDS=1-315
925	OG0000925	YDR117C	augustus_masked-Spar_4-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-6.36&CDS=1-2496
926	OG0000926	YDR118W	maker-Spar_4-snap-gene-6.136-mRNA-1_1&gene=maker-Spar_4-snap-gene-6.136&CDS=1-4230
927	OG0000927	YDR119W-A	snap_masked-Spar_4-processed-gene-6.108-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-6.108&CDS=1-198
928	OG0000928	YDR120C	genemark-Spar_4-processed-gene-6.80-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.80&CDS=1-1710
929	OG0000929	YDR121W	genemark-Spar_4-processed-gene-6.60-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.60&CDS=1-609
930	OG0000930	YDR123C	genemark-Spar_4-processed-gene-7.50-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.50&CDS=1-912
931	OG0000931	YDR124W	genemark-Spar_4-processed-gene-7.47-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.47&CDS=1-960
932	OG0000932	YDR125C	genemark-Spar_4-processed-gene-7.51-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.51&CDS=1-1305
933	OG0000933	YDR126W	genemark-Spar_4-processed-gene-7.48-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.48&CDS=1-441
934	OG0000934	YDR127W	maker-Spar_4-augustus-gene-7.41-mRNA-1_1&gene=maker-Spar_4-augustus-gene-7.41&CDS=1-8208
935	OG0000935	YDR129C	augustus_masked-Spar_4-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-7.107&CDS=1-4101
936	OG0000936	YDR132C	genemark-Spar_4-processed-gene-7.70-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.70&CDS=1-1485
937	OG0000937	YDR135C	genemark-Spar_4-processed-gene-7.72-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.72&CDS=1-4548
938	OG0000938	YDR137W	genemark-Spar_4-processed-gene-7.52-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.52&CDS=1-1989
939	OG0000939	YDR138W	genemark-Spar_4-processed-gene-7.53-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.53&CDS=1-2256
940	OG0000940	YDR140W	genemark-Spar_4-processed-gene-7.54-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.54&CDS=1-666
941	OG0000941	YDR141C	genemark-Spar_4-processed-gene-7.73-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.73&CDS=1-5094
942	OG0000942	YDR142C	genemark-Spar_4-processed-gene-7.74-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.74&CDS=1-1128
943	OG0000943	YDR143C	genemark-Spar_4-processed-gene-7.75-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.75&CDS=1-1803
944	OG0000944	YDR144C	genemark-Spar_4-processed-gene-7.76-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.76&CDS=1-1788
945	OG0000945	YDR145W	genemark-Spar_4-processed-gene-7.55-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.55&CDS=1-1632
946	OG0000946	YDR146C	genemark-Spar_4-processed-gene-7.77-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.77&CDS=1-2127
947	OG0000947	YDR147W	augustus_masked-Spar_4-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-7.96&CDS=1-1572
948	OG0000948	YDR148C	genemark-Spar_4-processed-gene-7.78-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.78&CDS=1-1371
949	OG0000949	YDR150W	snap_masked-Spar_4-processed-gene-7.11-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-7.11&CDS=1-6363
950	OG0000950	YDR151C	augustus_masked-Spar_4-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-7.116&CDS=1-975
951	OG0000951	YDR152W	genemark-Spar_4-processed-gene-7.58-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.58&CDS=1-798
952	OG0000952	YDR156W	snap_masked-Spar_4-processed-gene-7.13-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-7.13&CDS=1-411
953	OG0000953	YDR157W	maker-Spar_4-snap-gene-7.123-mRNA-1_1&gene=maker-Spar_4-snap-gene-7.123&CDS=1-228
954	OG0000954	YDR158W	genemark-Spar_4-processed-gene-7.60-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.60&CDS=1-1095
955	OG0000955	YDR159W	genemark-Spar_4-processed-gene-7.61-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.61&CDS=1-3915
956	OG0000956	YDR160W	genemark-Spar_4-processed-gene-7.62-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.62&CDS=1-2556
957	OG0000957	YDR161W	genemark-Spar_4-processed-gene-7.63-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.63&CDS=1-1158
958	OG0000958	YDR162C	augustus_masked-Spar_4-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-7.118&CDS=1-708
959	OG0000959	YDR163W	genemark-Spar_4-processed-gene-7.64-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.64&CDS=1-519
960	OG0000960	YDR164C	genemark-Spar_4-processed-gene-7.83-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.83&CDS=1-2172
961	OG0000961	YDR165W	genemark-Spar_4-processed-gene-7.65-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.65&CDS=1-1332
962	OG0000962	YDR166C	genemark-Spar_4-processed-gene-7.84-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.84&CDS=1-2916
963	OG0000963	YDR168W	augustus_masked-Spar_4-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-7.106&CDS=1-2127
964	OG0000964	YDR169C	genemark-Spar_4-processed-gene-7.85-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.85&CDS=1-1539
965	OG0000965	YDR170C	genemark-Spar_4-processed-gene-8.3-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.3&CDS=1-6009
966	OG0000966	YDR171W	genemark-Spar_4-processed-gene-8.0-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.0&CDS=1-1125
967	OG0000967	YDR172W	genemark-Spar_4-processed-gene-8.1-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.1&CDS=1-2055
968	OG0000968	YDR173C	genemark-Spar_4-processed-gene-8.4-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.4&CDS=1-1059
969	OG0000969	YDR174W	genemark-Spar_4-processed-gene-8.2-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.2&CDS=1-738
970	OG0000970	YDR175C	genemark-Spar_4-processed-gene-8.32-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.32&CDS=1-966
971	OG0000971	YDR176W	genemark-Spar_4-processed-gene-8.5-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.5&CDS=1-2103
972	OG0000972	YDR177W	genemark-Spar_4-processed-gene-8.6-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.6&CDS=1-645
973	OG0000973	YDR178W	genemark-Spar_4-processed-gene-8.7-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.7&CDS=1-540
974	OG0000974	YDR179C	genemark-Spar_4-processed-gene-8.33-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.33&CDS=1-486
975	OG0000975	YDR179W-A	genemark-Spar_4-processed-gene-8.8-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.8&CDS=1-1389
976	OG0000976	YDR180W	genemark-Spar_4-processed-gene-8.9-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.9&CDS=1-4479
977	OG0000977	YDR181C	genemark-Spar_4-processed-gene-8.34-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.34&CDS=1-1440
978	OG0000978	YDR182W	maker-Spar_4-augustus-gene-8.95-mRNA-1_1&gene=maker-Spar_4-augustus-gene-8.95&CDS=1-2094
979	OG0000979	YDR184C	genemark-Spar_4-processed-gene-8.35-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.35&CDS=1-888
980	OG0000980	YDR185C	genemark-Spar_4-processed-gene-8.36-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.36&CDS=1-537
981	OG0000981	YDR186C	genemark-Spar_4-processed-gene-8.38-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.38&CDS=1-1482
982	OG0000982	YDR188W	genemark-Spar_4-processed-gene-8.12-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.12&CDS=1-1638
983	OG0000983	YDR189W	genemark-Spar_4-processed-gene-8.13-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.13&CDS=1-1998
984	OG0000984	YDR190C	genemark-Spar_4-processed-gene-8.39-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.39&CDS=1-1389
985	OG0000985	YDR191W	genemark-Spar_4-processed-gene-8.14-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.14&CDS=1-1110
986	OG0000986	YDR192C	augustus_masked-Spar_4-processed-gene-8.133-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-8.133&CDS=1-1290
987	OG0000987	YDR194C	genemark-Spar_4-processed-gene-8.41-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.41&CDS=1-1998
988	OG0000988	YDR195W	genemark-Spar_4-processed-gene-8.16-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.16&CDS=1-1596
989	OG0000989	YDR196C	genemark-Spar_4-processed-gene-8.42-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.42&CDS=1-738
990	OG0000990	YDR197W	genemark-Spar_4-processed-gene-8.17-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.17&CDS=1-1167
991	OG0000991	YDR198C	genemark-Spar_4-processed-gene-8.43-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.43&CDS=1-1437
992	OG0000992	YDR200C	genemark-Spar_4-processed-gene-8.44-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.44&CDS=1-1905
993	OG0000993	YDR201W	genemark-Spar_4-processed-gene-8.18-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.18&CDS=1-504
994	OG0000994	YDR202C	genemark-Spar_4-processed-gene-8.45-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.45&CDS=1-1053
995	OG0000995	YDR204W	genemark-Spar_4-processed-gene-8.19-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.19&CDS=1-987
996	OG0000996	YDR205W	genemark-Spar_4-processed-gene-8.20-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.20&CDS=1-2178
997	OG0000997	YDR206W	genemark-Spar_4-processed-gene-8.21-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.21&CDS=1-2667
998	OG0000998	YDR207C	genemark-Spar_4-processed-gene-8.46-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.46&CDS=1-2517
999	OG0000999	YDR208W	genemark-Spar_4-processed-gene-8.22-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.22&CDS=1-2334
1000	OG0001000	YDR209C	snap_masked-Spar_4-processed-gene-8.92-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-8.92&CDS=1-291
1001	OG0001001	YDR210W	augustus_masked-Spar_4-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-8.118&CDS=1-225
1002	OG0001002	YDR211W	genemark-Spar_4-processed-gene-8.24-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.24&CDS=1-2136
1003	OG0001003	YDR212W	genemark-Spar_4-processed-gene-8.25-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.25&CDS=1-1677
1004	OG0001004	YDR213W	snap_masked-Spar_4-processed-gene-8.73-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-8.73&CDS=1-3729
1005	OG0001005	YDR216W	genemark-Spar_4-processed-gene-8.28-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.28&CDS=1-3999
1006	OG0001006	YDR217C	augustus_masked-Spar_4-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-8.140&CDS=1-5139
1007	OG0001007	YDR219C	genemark-Spar_4-processed-gene-8.49-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.49&CDS=1-1395
1008	OG0001008	YDR220C	maker-Spar_4-snap-gene-8.143-mRNA-1_1&gene=maker-Spar_4-snap-gene-8.143&CDS=1-219
1009	OG0001009	YDR221W	genemark-Spar_4-processed-gene-8.29-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.29&CDS=1-2106
1010	OG0001010	YDR222W	genemark-Spar_4-processed-gene-8.30-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.30&CDS=1-1245
1011	OG0001011	YDR223W	genemark-Spar_4-processed-gene-8.31-mRNA-1_1&gene=genemark-Spar_4-processed-gene-8.31&CDS=1-1503
1012	OG0001012	YDR226W	genemark-Spar_4-processed-gene-9.7-mRNA-1_1&gene=genemark-Spar_4-processed-gene-9.7&CDS=1-666
1013	OG0001013	YDR227W	augustus_masked-Spar_4-processed-gene-9.119-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-9.119&CDS=1-4062
1014	OG0001014	YDR228C	genemark-Spar_4-processed-gene-9.11-mRNA-1_1&gene=genemark-Spar_4-processed-gene-9.11&CDS=1-1899
1015	OG0001015	YDR229W	genemark-Spar_4-processed-gene-9.9-mRNA-1_1&gene=genemark-Spar_4-processed-gene-9.9&CDS=1-1359
1016	OG0001016	YDR231C	genemark-Spar_4-processed-gene-9.34-mRNA-1_1&gene=genemark-Spar_4-processed-gene-9.34&CDS=1-615
1017	OG0001017	YDR232W	genemark-Spar_4-processed-gene-9.12-mRNA-1_1&gene=genemark-Spar_4-processed-gene-9.12&CDS=1-1644
1018	OG0001018	YDR233C	genemark-Spar_4-processed-gene-9.35-mRNA-1_1&gene=genemark-Spar_4-processed-gene-9.35&CDS=1-897
1019	OG0001019	YDR234W	genemark-Spar_4-processed-gene-9.13-mRNA-1_1&gene=genemark-Spar_4-processed-gene-9.13&CDS=1-2079
