	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035673_Candida_orba
437	OG0000437	YKL221W	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-0.65&CDS=1-1428, augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.103&CDS=1-1374
438	OG0000438	YKR076W, YMR251W	maker-NODE_43_length_63378_cov_101.02_ID_5761-augustus-gene-0.103-mRNA-1_1&gene=maker-NODE_43_length_63378_cov_101.02_ID_5761-augustus-gene-0.103&CDS=1-1023
439	OG0000439	YKR089C, YOR081C	snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-4.36-mRNA-1_1&gene=snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-4.36&CDS=1-2604
440	OG0000440	YKR091W, YOR083W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.1-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.1&CDS=1-1146
441	OG0000441	YLL012W, YLR020C	augustus_masked-NODE_37_length_74221_cov_107.007_ID_6329-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_37_length_74221_cov_107.007_ID_6329-processed-gene-0.60&CDS=1-1332
442	OG0000442	YLL028W	augustus_masked-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.81&CDS=1-1692, snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.155-mRNA-1_1&gene=snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.155&CDS=1-1749
443	OG0000443	YLL057C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.163&CDS=1-1182, augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.57&CDS=1-1095
444	OG0000444	YLR004C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.212&CDS=1-1452, augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-1.91&CDS=1-1539
445	OG0000445	YLR029C, YMR121C	snap_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.70&CDS=1-558
446	OG0000446	YLR031W, YMR124W	snap_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.27&CDS=1-3612
447	OG0000447	YLR148W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.93&CDS=1-2820, augustus_masked-NODE_55_length_32560_cov_97.3046_ID_6993-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_55_length_32560_cov_97.3046_ID_6993-processed-gene-0.50&CDS=1-399
448	OG0000448	YLR241W	augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-0.56&CDS=1-2610, augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.107&CDS=1-2502
449	OG0000449	YLR248W	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.287-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.287&CDS=1-1494, augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.10&CDS=1-2352
450	OG0000450	YLR264W, YOR167C	maker-NODE_13_length_260485_cov_100.905_ID_4035-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_13_length_260485_cov_100.905_ID_4035-augustus-gene-1.4&CDS=1-201
451	OG0000451	YLR270W, YOR173W	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.26&CDS=1-981
452	OG0000452	YLR284C, YOR180C	augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.38&CDS=1-819
453	OG0000453	YLR287C-A, YOR182C	maker-NODE_13_length_260485_cov_100.905_ID_4035-augustus-gene-1.7-mRNA-1_1&gene=maker-NODE_13_length_260485_cov_100.905_ID_4035-augustus-gene-1.7&CDS=1-750
454	OG0000454	YLR300W, YOR190W	augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-0.91&CDS=1-1272
455	OG0000455	YLR368W	augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.65&CDS=1-1410, augustus_masked-NODE_36_length_74520_cov_107.726_ID_6622-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_36_length_74520_cov_107.726_ID_6622-processed-gene-0.12&CDS=1-1674
456	OG0000456	YLR432W, YML056C	augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.90&CDS=1-1566
457	OG0000457	YLR441C	augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.35&CDS=1-765, augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.39&CDS=1-765
458	OG0000458	YLR446W	augustus_masked-NODE_436_length_361_cov_0.781955_ID_10892-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_436_length_361_cov_0.781955_ID_10892-processed-gene-0.0&CDS=1-360, augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-2.14&CDS=1-1302
459	OG0000459	YLR450W, YML075C	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-3.28&CDS=1-3039
460	OG0000460	YLR456W, YPR172W	augustus_masked-NODE_50_length_44351_cov_106.676_ID_6230-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_50_length_44351_cov_106.676_ID_6230-processed-gene-0.20&CDS=1-555
461	OG0000461	YML073C	augustus_masked-NODE_41_length_70290_cov_99.0572_ID_6750-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_41_length_70290_cov_99.0572_ID_6750-processed-gene-0.56&CDS=1-534, maker-NODE_3_length_795162_cov_96.8679_ID_4511-augustus-gene-3.96-mRNA-1_1&gene=maker-NODE_3_length_795162_cov_96.8679_ID_4511-augustus-gene-3.96&CDS=1-528
462	OG0000462	YML100W, YMR261C	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-3.22&CDS=1-3015
463	OG0000463	YML106W, YMR271C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.146&CDS=1-666
464	OG0000464	YML109W, YMR273C	snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.11&CDS=1-2478
465	OG0000465	YML114C	augustus_masked-NODE_353_length_387_cov_1.03082_ID_10684-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_353_length_387_cov_1.03082_ID_10684-processed-gene-0.2&CDS=1-384, snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-4.2-mRNA-1_1&gene=snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-4.2&CDS=1-1608
466	OG0000466	YML116W, YMR279C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.79&CDS=1-1446
467	OG0000467	YMR019W	augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-0.74&CDS=1-1887, snap_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-2.122&CDS=1-2214
468	OG0000468	YMR023C	augustus_masked-NODE_46_length_56858_cov_116.839_ID_13019-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_46_length_56858_cov_116.839_ID_13019-processed-gene-0.2&CDS=1-585, augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.20&CDS=1-1410
469	OG0000469	YMR183C, YPL232W	augustus_masked-NODE_48_length_54476_cov_123.556_ID_10356-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_48_length_54476_cov_123.556_ID_10356-processed-gene-0.65&CDS=1-885
470	OG0000470	YMR194W, YPL249C-A	maker-NODE_27_length_98002_cov_109.544_ID_4797-augustus-gene-0.65-mRNA-1_1&gene=maker-NODE_27_length_98002_cov_109.544_ID_4797-augustus-gene-0.65&CDS=1-300
471	OG0000471	YMR199W, YPL256C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.54&CDS=1-1263
472	OG0000472	YMR202W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.11&CDS=1-663, genemark-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.59-mRNA-1_1&gene=genemark-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.59&CDS=1-663
473	OG0000473	YMR216C	augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.224&CDS=1-1836, maker-NODE_36_length_74520_cov_107.726_ID_6622-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_36_length_74520_cov_107.726_ID_6622-snap-gene-0.0&CDS=1-1692
474	OG0000474	YMR218C	augustus_masked-NODE_368_length_383_cov_1.04514_ID_10758-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_368_length_383_cov_1.04514_ID_10758-processed-gene-0.2&CDS=1-381, augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.15&CDS=1-3156
475	OG0000475	YMR222C, YOR280C	augustus_masked-NODE_17_length_197840_cov_118.389_ID_6131-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_17_length_197840_cov_118.389_ID_6131-processed-gene-0.139&CDS=1-687
476	OG0000476	YMR230W, YOR293W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-1.122&CDS=1-318
477	OG0000477	YMR242C, YOR312C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.100&CDS=1-525
478	OG0000478	YMR253C, YPL264C	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.78&CDS=1-1233
479	OG0000479	YMR268C	augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.27&CDS=1-2466, snap_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.77&CDS=1-888
480	OG0000480	YNL042W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.145-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.145&CDS=1-858, snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.41&CDS=1-1383
481	OG0000481	YNL095C, YOR092W	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.28&CDS=1-1488
482	OG0000482	YNL096C, YOR096W	maker-NODE_14_length_242154_cov_107.613_ID_3890-augustus-gene-1.6-mRNA-1_1&gene=maker-NODE_14_length_242154_cov_107.613_ID_3890-augustus-gene-1.6&CDS=1-564
483	OG0000483	YNL125C	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.262-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.262&CDS=1-1479, augustus_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.26&CDS=1-1779
484	OG0000484	YNL142W	augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.66&CDS=1-1461, augustus_masked-NODE_41_length_70290_cov_99.0572_ID_6750-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_41_length_70290_cov_99.0572_ID_6750-processed-gene-0.43&CDS=1-1452
485	OG0000485	YNL268W	genemark-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-0.55&CDS=1-1704, maker-NODE_1_length_1126442_cov_101.118_ID_7379-augustus-gene-0.111-mRNA-1_1&gene=maker-NODE_1_length_1126442_cov_101.118_ID_7379-augustus-gene-0.111&CDS=1-4881
486	OG0000486	YNL301C, YOL120C	maker-NODE_1_length_1126442_cov_101.118_ID_7379-snap-gene-6.181-mRNA-1_1&gene=maker-NODE_1_length_1126442_cov_101.118_ID_7379-snap-gene-6.181&CDS=1-978
487	OG0000487	YNL310C, YNL312W	augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.239&CDS=1-1272
488	OG0000488	YNR074C	augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.47&CDS=1-1110, augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.51&CDS=1-1107
489	OG0000489	YOL075C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.110&CDS=1-3783, augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-2.26&CDS=1-3984
490	OG0000490	YOL136C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.51&CDS=1-1092, genemark-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-1.56&CDS=1-1245
491	OG0000491	YOR208W	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.64&CDS=1-2076, augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-9.120&CDS=1-1833
492	OG0000492	YOR231W, YPL140C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.85&CDS=1-1356
493	OG0000493	YOR234C, YPL143W	augustus_masked-NODE_63_length_20970_cov_101.356_ID_8303-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_63_length_20970_cov_101.356_ID_8303-processed-gene-0.5&CDS=1-321
494	OG0000494	YOR237W, YPL145C	augustus_masked-NODE_63_length_20970_cov_101.356_ID_8303-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_63_length_20970_cov_101.356_ID_8303-processed-gene-0.3&CDS=1-1254
495	OG0000495	YOR256C, YPL176C	maker-NODE_15_length_223829_cov_100.186_ID_4289-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_15_length_223829_cov_100.186_ID_4289-augustus-gene-0.2&CDS=1-2589
496	OG0000496	YOR270C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-1.86&CDS=1-2403, augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-0.104&CDS=1-2478
497	OG0000497	YOR348C	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.124&CDS=1-1677, maker-NODE_3_length_795162_cov_96.8679_ID_4511-snap-gene-1.161-mRNA-1_1&gene=maker-NODE_3_length_795162_cov_96.8679_ID_4511-snap-gene-1.161&CDS=1-1683
498	OG0000498	YOR388C, YPL275W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-5.11&CDS=1-1089
499	OG0000499	YOR390W, YPL279C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-0.33&CDS=1-1047
500	OG0000500	YPL088W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.330-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.330&CDS=1-1062, maker-NODE_2_length_988990_cov_98.9605_ID_6788-snap-gene-2.4-mRNA-1_1&gene=maker-NODE_2_length_988990_cov_98.9605_ID_6788-snap-gene-2.4&CDS=1-2004
501	OG0000501	YPR013C, YPR015C	augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.41&CDS=1-1137
502	OG0000502	YPR127W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-0.79&CDS=1-1002, snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-9.15-mRNA-1_1&gene=snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-9.15&CDS=1-1002
503	OG0000503	YPR181C	augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.111&CDS=1-2271, augustus_masked-NODE_50_length_44351_cov_106.676_ID_6230-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_50_length_44351_cov_106.676_ID_6230-processed-gene-0.5&CDS=1-2205
504	OG0000504	YPR189W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-2.39&CDS=1-4029, snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-5.115-mRNA-1_1&gene=snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-5.115&CDS=1-4014
505	OG0000505		augustus_masked-NODE_103_length_994_cov_175.102_ID_13430-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_103_length_994_cov_175.102_ID_13430-processed-gene-0.2&CDS=1-990, augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.122&CDS=1-2136, snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-4.125&CDS=1-1758
506	OG0000506	YAL001C	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.277-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.277&CDS=1-4005
507	OG0000507	YAL002W	maker-NODE_14_length_242154_cov_107.613_ID_3890-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_14_length_242154_cov_107.613_ID_3890-augustus-gene-0.0&CDS=1-4533
508	OG0000508	YAL003W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.314-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.314&CDS=1-618
509	OG0000509	YAL008W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.104&CDS=1-543
510	OG0000510	YAL009W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.106&CDS=1-1140
511	OG0000511	YAL010C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.129&CDS=1-1170
512	OG0000512	YAL011W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.130&CDS=1-1869
513	OG0000513	YAL012W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.134&CDS=1-1164
514	OG0000514	YAL013W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.115&CDS=1-1521
