	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034758_Lipomyces_japonicus
695	OG0000695	YCR090C	genemark-flattened_line_61-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.169&CDS=1-513
696	OG0000696	YCR091W	genemark-flattened_line_2-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.38&CDS=1-2346
697	OG0000697	YCR092C	maker-flattened_line_41-augustus-gene-0.162-mRNA-1_1&gene=maker-flattened_line_41-augustus-gene-0.162&CDS=1-3123
698	OG0000698	YCR098C	genemark-flattened_line_27-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.9&CDS=1-1446
699	OG0000699	YDL001W	genemark-flattened_line_89-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_89-processed-gene-0.146&CDS=1-1236
700	OG0000700	YDL002C	genemark-flattened_line_105-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_105-processed-gene-0.132&CDS=1-834
701	OG0000701	YDL003W	genemark-flattened_line_17-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.45&CDS=1-1779
702	OG0000702	YDL004W	genemark-flattened_line_151-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_151-processed-gene-0.32&CDS=1-498
703	OG0000703	YDL006W	genemark-flattened_line_13-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.29&CDS=1-1365
704	OG0000704	YDL007W	augustus_masked-flattened_line_15-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.147&CDS=1-2049
705	OG0000705	YDL008W	snap_masked-flattened_line_29-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.121&CDS=1-255
706	OG0000706	YDL014W	genemark-flattened_line_61-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.152&CDS=1-945
707	OG0000707	YDL017W	snap_masked-flattened_line_0-processed-gene-2.97-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.97&CDS=1-2007
708	OG0000708	YDL020C	snap_masked-flattened_line_2-processed-gene-2.40-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.40&CDS=1-1860
709	OG0000709	YDL028C	genemark-flattened_line_49-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.132&CDS=1-2514
710	OG0000710	YDL030W	genemark-flattened_line_65-processed-gene-0.179-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.179&CDS=1-1572
711	OG0000711	YDL031W	genemark-flattened_line_127-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_127-processed-gene-0.75&CDS=1-2841
712	OG0000712	YDL033C	genemark-flattened_line_103-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.80&CDS=1-1527
713	OG0000713	YDL035C	augustus_masked-flattened_line_35-processed-gene-0.290-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.290&CDS=1-1899
714	OG0000714	YDL040C	genemark-flattened_line_133-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_133-processed-gene-0.139&CDS=1-2076
715	OG0000715	YDL043C	maker-flattened_line_57-augustus-gene-0.131-mRNA-1_1&gene=maker-flattened_line_57-augustus-gene-0.131&CDS=1-735
716	OG0000716	YDL045C	genemark-flattened_line_17-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.46&CDS=1-825
717	OG0000717	YDL045W-A	snap_masked-flattened_line_200-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_200-processed-gene-0.11&CDS=1-261
718	OG0000718	YDL046W	genemark-flattened_line_188-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.22&CDS=1-519
719	OG0000719	YDL047W	genemark-flattened_line_9-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.26&CDS=1-948
720	OG0000720	YDL051W	genemark-flattened_line_117-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.12&CDS=1-987
721	OG0000721	YDL052C	genemark-flattened_line_61-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.111&CDS=1-990
722	OG0000722	YDL054C	maker-flattened_line_71-snap-gene-0.156-mRNA-1_1&gene=maker-flattened_line_71-snap-gene-0.156&CDS=1-1356
723	OG0000723	YDL055C	snap_masked-flattened_line_109-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.16&CDS=1-1125
724	OG0000724	YDL056W	genemark-flattened_line_19-processed-gene-1.0-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.0&CDS=1-2622
725	OG0000725	YDL057W	genemark-flattened_line_210-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_210-processed-gene-0.23&CDS=1-1704
726	OG0000726	YDL058W	genemark-flattened_line_37-processed-gene-0.179-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.179&CDS=1-3507
727	OG0000727	YDL060W	snap_masked-flattened_line_143-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.17&CDS=1-2322
728	OG0000728	YDL063C	genemark-flattened_line_13-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.25&CDS=1-1899
729	OG0000729	YDL064W	snap_masked-flattened_line_178-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_178-processed-gene-0.26&CDS=1-498
730	OG0000730	YDL072C	genemark-flattened_line_163-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_163-processed-gene-0.40&CDS=1-621
731	OG0000731	YDL074C	snap_masked-flattened_line_7-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.63&CDS=1-2127
732	OG0000732	YDL076C	snap_masked-flattened_line_59-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.77&CDS=1-1299
733	OG0000733	YDL077C	genemark-flattened_line_101-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_101-processed-gene-0.80&CDS=1-3246
734	OG0000734	YDL081C	genemark-flattened_line_21-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.23&CDS=1-321
735	OG0000735	YDL084W	maker-flattened_line_2-augustus-gene-1.185-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-1.185&CDS=1-1344
736	OG0000736	YDL086W	maker-flattened_line_15-augustus-gene-1.140-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-1.140&CDS=1-807
737	OG0000737	YDL087C	genemark-flattened_line_167-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_167-processed-gene-0.17&CDS=1-798
738	OG0000738	YDL090C	augustus_masked-flattened_line_7-processed-gene-2.193-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.193&CDS=1-1326
739	OG0000739	YDL091C	maker-flattened_line_19-snap-gene-1.167-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-1.167&CDS=1-1479
740	OG0000740	YDL095W	snap_masked-flattened_line_97-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.69&CDS=1-2283
741	OG0000741	YDL097C	genemark-flattened_line_27-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.47&CDS=1-1251
742	OG0000742	YDL098C	genemark-flattened_line_43-processed-gene-0.224-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.224&CDS=1-648
743	OG0000743	YDL100C	maker-flattened_line_107-snap-gene-0.92-mRNA-1_1&gene=maker-flattened_line_107-snap-gene-0.92&CDS=1-1899
744	OG0000744	YDL102W	genemark-flattened_line_43-processed-gene-0.241-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.241&CDS=1-3240
745	OG0000745	YDL103C	genemark-flattened_line_51-processed-gene-0.191-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.191&CDS=1-1458
746	OG0000746	YDL104C	genemark-flattened_line_65-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.138&CDS=1-1245
747	OG0000747	YDL105W	genemark-flattened_line_47-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.95&CDS=1-1236
748	OG0000748	YDL108W	maker-flattened_line_13-snap-gene-1.316-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-1.316&CDS=1-1605
749	OG0000749	YDL111C	genemark-flattened_line_69-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.119&CDS=1-798
750	OG0000750	YDL112W	genemark-flattened_line_188-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.21&CDS=1-4461
751	OG0000751	YDL113C	genemark-flattened_line_368-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_368-processed-gene-0.8&CDS=1-1179
752	OG0000752	YDL116W	maker-flattened_line_174-augustus-gene-0.24-mRNA-1_1&gene=maker-flattened_line_174-augustus-gene-0.24&CDS=1-2328
753	OG0000753	YDL117W	genemark-flattened_line_29-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.57&CDS=1-2736
754	OG0000754	YDL119C	genemark-flattened_line_87-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_87-processed-gene-0.135&CDS=1-1071
755	OG0000755	YDL120W	maker-flattened_line_39-augustus-gene-0.18-mRNA-1_1&gene=maker-flattened_line_39-augustus-gene-0.18&CDS=1-765
756	OG0000756	YDL125C	genemark-flattened_line_63-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.58&CDS=1-435
757	OG0000757	YDL126C	genemark-flattened_line_27-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.59&CDS=1-2457
758	OG0000758	YDL128W	augustus_masked-flattened_line_71-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.190&CDS=1-1320
759	OG0000759	YDL131W	genemark-flattened_line_247-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_247-processed-gene-0.4&CDS=1-1248
760	OG0000760	YDL132W	genemark-flattened_line_192-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_192-processed-gene-0.52&CDS=1-2286
761	OG0000761	YDL133W	augustus_masked-flattened_line_192-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.0&CDS=1-1314
762	OG0000762	YDL134C	genemark-flattened_line_157-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_157-processed-gene-0.56&CDS=1-1037
763	OG0000763	YDL135C	maker-flattened_line_65-augustus-gene-0.126-mRNA-1_1&gene=maker-flattened_line_65-augustus-gene-0.126&CDS=1-678
764	OG0000764	YDL139C	augustus_masked-flattened_line_145-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_145-processed-gene-0.3&CDS=1-1293
765	OG0000765	YDL140C	genemark-flattened_line_5-processed-gene-2.237-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.237&CDS=1-5301
766	OG0000766	YDL141W	genemark-flattened_line_17-processed-gene-1.248-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.248&CDS=1-2115
767	OG0000767	YDL142C	maker-flattened_line_61-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_61-augustus-gene-0.2&CDS=1-936
768	OG0000768	YDL143W	genemark-flattened_line_117-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.3&CDS=1-1596
769	OG0000769	YDL144C	genemark-flattened_line_105-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_105-processed-gene-0.104&CDS=1-2331
770	OG0000770	YDL145C	augustus_masked-flattened_line_37-processed-gene-0.289-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.289&CDS=1-3735
771	OG0000771	YDL146W	genemark-flattened_line_15-processed-gene-1.188-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.188&CDS=1-1317
772	OG0000772	YDL147W	genemark-flattened_line_83-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.30&CDS=1-1320
773	OG0000773	YDL148C	genemark-flattened_line_214-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_214-processed-gene-0.53&CDS=1-2574
774	OG0000774	YDL149W	genemark-flattened_line_0-processed-gene-2.183-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.183&CDS=1-2340
775	OG0000775	YDL150W	snap_masked-flattened_line_131-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.124&CDS=1-1146
776	OG0000776	YDL153C	genemark-flattened_line_69-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.135&CDS=1-1851
777	OG0000777	YDL154W	genemark-flattened_line_69-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.110&CDS=1-2604
778	OG0000778	YDL155W	genemark-flattened_line_29-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.45&CDS=1-1431
779	OG0000779	YDL156W	genemark-flattened_line_7-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.101&CDS=1-1566
780	OG0000780	YDL159W	genemark-flattened_line_63-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.10&CDS=1-1488
781	OG0000781	YDL160C	genemark-flattened_line_0-processed-gene-2.186-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.186&CDS=1-1479
782	OG0000782	YDL164C	snap_masked-flattened_line_129-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.31&CDS=1-2382
783	OG0000783	YDL165W	genemark-flattened_line_21-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.14&CDS=1-768
784	OG0000784	YDL166C	genemark-flattened_line_83-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.7&CDS=1-531
785	OG0000785	YDL167C	genemark-flattened_line_133-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_133-processed-gene-0.109&CDS=1-1437
786	OG0000786	YDL168W	genemark-flattened_line_188-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.19&CDS=1-1131
787	OG0000787	YDL171C	genemark-flattened_line_7-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.90&CDS=1-6441
788	OG0000788	YDL174C	snap_masked-flattened_line_81-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.62&CDS=1-1740
789	OG0000789	YDL178W	augustus_masked-flattened_line_75-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.97&CDS=1-1629
790	OG0000790	YDL181W	maker-flattened_line_23-augustus-gene-0.19-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-0.19&CDS=1-249
791	OG0000791	YDL183C	genemark-flattened_line_27-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.87&CDS=1-816
792	OG0000792	YDL185W	genemark-flattened_line_65-processed-gene-0.185-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.185&CDS=1-1848
793	OG0000793	YDL190C	genemark-flattened_line_125-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_125-processed-gene-0.146&CDS=1-3228
794	OG0000794	YDL193W	genemark-flattened_line_23-processed-gene-1.157-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.157&CDS=1-1065
795	OG0000795	YDL195W	genemark-flattened_line_0-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.142&CDS=1-3963
796	OG0000796	YDL198C	genemark-flattened_line_309-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_309-processed-gene-0.1&CDS=1-912
797	OG0000797	YDL200C	augustus_masked-flattened_line_167-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_167-processed-gene-0.53&CDS=1-618
798	OG0000798	YDL201W	genemark-flattened_line_27-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.25&CDS=1-897
799	OG0000799	YDL202W	genemark-flattened_line_15-processed-gene-1.242-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.242&CDS=1-780
800	OG0000800	YDL205C	genemark-flattened_line_71-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.51&CDS=1-969
801	OG0000801	YDL206W	genemark-flattened_line_33-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.29&CDS=1-2943
802	OG0000802	YDL207W	genemark-flattened_line_33-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.23&CDS=1-1920
803	OG0000803	YDL208W	genemark-flattened_line_141-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_141-processed-gene-0.106&CDS=1-600
804	OG0000804	YDL209C	genemark-flattened_line_55-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.20&CDS=1-1023
805	OG0000805	YDL212W	snap_masked-flattened_line_35-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.114&CDS=1-513
806	OG0000806	YDL213C	genemark-flattened_line_226-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_226-processed-gene-0.0&CDS=1-768
807	OG0000807	YDL215C	genemark-flattened_line_0-processed-gene-2.178-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.178&CDS=1-3162
808	OG0000808	YDL216C	genemark-flattened_line_0-processed-gene-3.12-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.12&CDS=1-1092
809	OG0000809	YDL217C	genemark-flattened_line_25-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.61&CDS=1-567
810	OG0000810	YDL219W	genemark-flattened_line_41-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.125&CDS=1-498
811	OG0000811	YDL226C	maker-flattened_line_63-augustus-gene-0.260-mRNA-1_1&gene=maker-flattened_line_63-augustus-gene-0.260&CDS=1-1020
812	OG0000812	YDL230W	snap_masked-flattened_line_119-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.51&CDS=1-1179
813	OG0000813	YDL234C	genemark-flattened_line_87-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_87-processed-gene-0.163&CDS=1-2163
814	OG0000814	YDL235C	genemark-flattened_line_45-processed-gene-0.177-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.177&CDS=1-453
815	OG0000815	YDL236W	genemark-flattened_line_214-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_214-processed-gene-0.50&CDS=1-900
816	OG0000816	YDL237W	genemark-flattened_line_63-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.24&CDS=1-921
817	OG0000817	YDL238C	genemark-flattened_line_31-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.93&CDS=1-1365
818	OG0000818	YDL240W	genemark-flattened_line_63-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.4&CDS=1-3345
819	OG0000819	YDR001C	maker-flattened_line_23-augustus-gene-1.76-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.76&CDS=1-2163
820	OG0000820	YDR002W	maker-flattened_line_27-augustus-gene-0.167-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-0.167&CDS=1-684
821	OG0000821	YDR004W	snap_masked-flattened_line_51-processed-gene-0.247-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.247&CDS=1-1242
822	OG0000822	YDR005C	genemark-flattened_line_9-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.28&CDS=1-798
823	OG0000823	YDR006C	augustus_masked-flattened_line_216-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_216-processed-gene-0.39&CDS=1-2088
824	OG0000824	YDR007W	genemark-flattened_line_9-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.64&CDS=1-687
825	OG0000825	YDR013W	maker-flattened_line_87-augustus-gene-0.46-mRNA-1_1&gene=maker-flattened_line_87-augustus-gene-0.46&CDS=1-315
826	OG0000826	YDR016C	genemark-flattened_line_216-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_216-processed-gene-0.21&CDS=1-387
827	OG0000827	YDR017C	genemark-flattened_line_61-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.125&CDS=1-2346
828	OG0000828	YDR020C	snap_masked-flattened_line_0-processed-gene-2.121-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.121&CDS=1-636
829	OG0000829	YDR021W	maker-flattened_line_71-snap-gene-0.173-mRNA-1_1&gene=maker-flattened_line_71-snap-gene-0.173&CDS=1-1140
830	OG0000830	YDR023W	genemark-flattened_line_95-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.131&CDS=1-1353
831	OG0000831	YDR026C	genemark-flattened_line_25-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.30&CDS=1-1278
832	OG0000832	YDR027C	genemark-flattened_line_65-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.128&CDS=1-2382
833	OG0000833	YDR028C	genemark-flattened_line_117-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.2&CDS=1-2055
834	OG0000834	YDR030C	augustus_masked-flattened_line_25-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.130&CDS=1-1554
835	OG0000835	YDR035W	genemark-flattened_line_139-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_139-processed-gene-0.22&CDS=1-1296
836	OG0000836	YDR036C	snap_masked-flattened_line_13-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.85&CDS=1-1452
