	OrthologID	Candida_carpophila	Saccharomyces_cerevisiae
677	OG0000677	-processed-gene-0.66-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.66&CDS=1-321	YDR357C
678	OG0000678	-processed-gene-0.99-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.99&CDS=1-1698	YHR108W
679	OG0000679	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.67&CDS=1-1023	YDR262W
680	OG0000680	-snap-gene-0.128-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-snap-gene-0.128&CDS=1-7176	YDL171C
681	OG0000681	-processed-gene-0.54-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.54&CDS=1-984	YCR035C
682	OG0000682	-processed-gene-0.70-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.70&CDS=1-3525	YJL197W
683	OG0000683	-processed-gene-0.55-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.55&CDS=1-8157	YCR032W
684	OG0000684	-processed-gene-1.62-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.62&CDS=1-1560	YBR007C
685	OG0000685	-processed-gene-1.63-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.63&CDS=1-1308	YPR045C
686	OG0000686	-processed-gene-1.68-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.68&CDS=1-714	YJR099W
687	OG0000687	-processed-gene-1.71-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.71&CDS=1-1680	YDL167C
688	OG0000688	-processed-gene-1.98-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.98&CDS=1-378	YOR122C
689	OG0000689	-processed-gene-1.99-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.99&CDS=1-1815	YDR390C
690	OG0000690	-processed-gene-1.100-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.100&CDS=1-714	YPR183W
691	OG0000691	-processed-gene-1.101-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.101&CDS=1-2469	YDL126C
692	OG0000692	-processed-gene-1.72-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.72&CDS=1-420	YDL125C
693	OG0000693	-processed-gene-1.102-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.102&CDS=1-603	YBL102W
694	OG0000694	-processed-gene-1.103-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.103&CDS=1-1284	YBL103C
695	OG0000695	-processed-gene-1.104-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.104&CDS=1-1452	YOR119C
696	OG0000696	-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.128&CDS=1-2382	YOR118W
697	OG0000697	-processed-gene-1.74-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.74&CDS=1-1857	YDR365C
698	OG0000698	-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.130&CDS=1-1884	YHR111W
699	OG0000699	-processed-gene-1.45-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.45&CDS=1-1578	YDR362C
700	OG0000700	-processed-gene-1.77-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.77&CDS=1-1140	YDR363W
701	OG0000701	-processed-gene-1.78-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.78&CDS=1-1446	YHR113W
702	OG0000702	-processed-gene-1.80-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.80&CDS=1-1368	YHR009C
703	OG0000703	-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.135&CDS=1-2100	YDR448W
704	OG0000704	-processed-gene-1.108-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.108&CDS=1-1239	YDR449C
705	OG0000705	-processed-gene-1.48-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.48&CDS=1-396	YHR175W
706	OG0000706	-snap-gene-1.171-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-snap-gene-1.171&CDS=1-3489	YDR211W
707	OG0000707	-processed-gene-1.85-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.85&CDS=1-1233	YDL128W
708	OG0000708	-processed-gene-1.109-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.109&CDS=1-1662	YDR212W
709	OG0000709	-processed-gene-1.111-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.111&CDS=1-573	YLR229C
710	OG0000710	-processed-gene-1.112-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.112&CDS=1-1692	YLR228C
711	OG0000711	-processed-gene-1.88-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.88&CDS=1-429	YGR174C
712	OG0000712	-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.165&CDS=1-519	YJL024C
713	OG0000713	-processed-gene-1.89-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.89&CDS=1-1338	YLR231C
714	OG0000714	-processed-gene-1.90-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.90&CDS=1-423	YJR082C
715	OG0000715	-processed-gene-1.115-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.115&CDS=1-390	YDR462W
716	OG0000716	-processed-gene-2.117-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.117&CDS=1-2883	YBL104C
717	OG0000717	-processed-gene-2.118-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.118&CDS=1-3129	YBL105C
718	OG0000718	-processed-gene-2.121-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.121&CDS=1-3009	YDR060W
719	OG0000719	-augustus-gene-2.0-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-2.0&CDS=1-3645	YPR031W
720	OG0000720	-processed-gene-2.24-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.24&CDS=1-1671	YOR128C
721	OG0000721	-processed-gene-2.42-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.42&CDS=1-264	YBL028C
722	OG0000722	-processed-gene-2.143-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.143&CDS=1-1449	YOR301W
723	OG0000723	-processed-gene-2.125-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.125&CDS=1-672	YDR381W
724	OG0000724	-processed-gene-2.126-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.126&CDS=1-1881	YOR129C
725	OG0000725	-augustus-gene-2.2-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-2.2&CDS=1-2028	YDL237W
726	OG0000726	-augustus-gene-2.3-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-2.3&CDS=1-1284	YOL040C
727	OG0000727	-processed-gene-2.129-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.129&CDS=1-330	YDR382W
728	OG0000728	-processed-gene-2.130-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.130&CDS=1-2430	YLR241W
729	OG0000729	-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.101&CDS=1-672	YLR242C
730	OG0000730	-processed-gene-2.50-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.50&CDS=1-1848	YLR234W
731	OG0000731	-processed-gene-2.131-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.131&CDS=1-1323	YDR198C
732	OG0000732	-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.103&CDS=1-1041	YHR063C
733	OG0000733	-processed-gene-2.132-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.132&CDS=1-711	YDR196C
734	OG0000734	-augustus-gene-2.4-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-2.4&CDS=1-4953	YLR240W
735	OG0000735	-processed-gene-2.34-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.34&CDS=1-1680	YDR205W
736	OG0000736	-processed-gene-2.134-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.134&CDS=1-828	YLR243W
737	OG0000737	-processed-gene-2.135-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.135&CDS=1-1374	YDR190C
738	OG0000738	-processed-gene-2.153-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.153&CDS=1-2544	YDR189W
739	OG0000739	-processed-gene-2.154-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.154&CDS=1-1653	YDR188W
740	OG0000740	-processed-gene-2.155-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.155&CDS=1-1107	YLR244C
741	OG0000741	-snap-gene-2.13-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-snap-gene-2.13&CDS=1-399	YLR245C
742	OG0000742	-processed-gene-2.138-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.138&CDS=1-1278	YOR117W
743	OG0000743	-processed-gene-2.139-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.139&CDS=1-4359	YOR116C
744	OG0000744	-processed-gene-2.159-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.159&CDS=1-1104	YDR354W
745	OG0000745	-processed-gene-2.160-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.160&CDS=1-6300	YER172C
746	OG0000746	-processed-gene-2.161-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.161&CDS=1-1188	YER178W
747	OG0000747	-snap-gene-2.14-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-snap-gene-2.14&CDS=1-2613	YDR104C
748	OG0000748	-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.115&CDS=1-366	YDR100W
749	OG0000749	-augustus-gene-3.48-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-3.48&CDS=1-4410	YDR359C
750	OG0000750	-processed-gene-3.94-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.94&CDS=1-870	YMR244W
751	OG0000751	-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.56&CDS=1-3489	YHR107C
752	OG0000752	-processed-gene-3.124-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.124&CDS=1-1674	YDR101C
753	OG0000753	-processed-gene-3.125-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.125&CDS=1-1821	YDR091C
754	OG0000754	-processed-gene-3.99-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.99&CDS=1-4113	YER164W
755	OG0000755	-processed-gene-3.100-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.100&CDS=1-1893	YER165W
756	OG0000756	-augustus-gene-3.49-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-3.49&CDS=1-3690	YDR074W
757	OG0000757	-processed-gene-3.106-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.106&CDS=1-1419	YDR036C
758	OG0000758	-processed-gene-3.35-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.35&CDS=1-1017	YBR057C
759	OG0000759	-processed-gene-3.129-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.129&CDS=1-1587	YPR033C
760	OG0000760	-processed-gene-3.130-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.130&CDS=1-1329	YJR078W
761	OG0000761	-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.66&CDS=1-6996	YER171W
762	OG0000762	-processed-gene-3.23-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.23&CDS=1-792	YCR009C
763	OG0000763	-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.68&CDS=1-4455	YNR018W
764	OG0000764	-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.70&CDS=1-1140	YER148W
765	OG0000765	-processed-gene-3.42-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.42&CDS=1-1407	YBL019W
766	OG0000766	-processed-gene-3.133-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.133&CDS=1-1434	YLR175W
767	OG0000767	-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.74&CDS=1-1512	YFL055W
768	OG0000768	-processed-gene-3.135-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.135&CDS=1-3126	YNL243W
769	OG0000769	-processed-gene-3.136-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.136&CDS=1-570	YCL001W
770	OG0000770	-processed-gene-3.137-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-3.137&CDS=1-1125	YNL005C
771	OG0000771	-processed-gene-4.68-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.68&CDS=1-1596	YCL004W
772	OG0000772	-processed-gene-4.69-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.69&CDS=1-774	YCL010C
773	OG0000773	-processed-gene-4.5-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.5&CDS=1-3762	YCL014W
774	OG0000774	-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.123&CDS=1-4992	YCL017C
775	OG0000775	-processed-gene-4.6-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.6&CDS=1-2262	YLR176C
776	OG0000776	-processed-gene-4.31-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.31&CDS=1-963	YNL006W
777	OG0000777	-processed-gene-4.99-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.99&CDS=1-1017	YNL007C
778	OG0000778	-processed-gene-4.100-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.100&CDS=1-1023	YBR159W
779	OG0000779	-processed-gene-4.102-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.102&CDS=1-2562	YBR160W
780	OG0000780	-processed-gene-4.103-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.103&CDS=1-2028	YDR006C
781	OG0000781	-processed-gene-4.104-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.104&CDS=1-1320	YDR375C
782	OG0000782	-processed-gene-4.85-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.85&CDS=1-3621	YOR124C
783	OG0000783	-processed-gene-4.86-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.86&CDS=1-3018	YCR011C
784	OG0000784	-processed-gene-4.105-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.105&CDS=1-1119	YDR346C
785	OG0000785	-processed-gene-4.87-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.87&CDS=1-1653	YCL043C
786	OG0000786	-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.149&CDS=1-6111	YLR189C
787	OG0000787	-processed-gene-4.89-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.89&CDS=1-984	YPL069C
788	OG0000788	-processed-gene-4.22-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.22&CDS=1-888	YLR172C
789	OG0000789	-processed-gene-4.113-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.113&CDS=1-1137	YCR044C
790	OG0000790	-processed-gene-4.91-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.91&CDS=1-4167	YBR115C
791	OG0000791	-processed-gene-4.93-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.93&CDS=1-1803	YOR360C
792	OG0000792	-processed-gene-4.94-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.94&CDS=1-1500	YOR359W
793	OG0000793	-processed-gene-4.114-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.114&CDS=1-600	YKL196C
794	OG0000794	-processed-gene-4.115-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.115&CDS=1-654	YKL195W
795	OG0000795	-processed-gene-4.49-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.49&CDS=1-1995	YLR424W
796	OG0000796	-processed-gene-4.96-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.96&CDS=1-1119	YLR418C
797	OG0000797	-processed-gene-4.118-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.118&CDS=1-1338	YKL194C
798	OG0000798	-processed-gene-4.53-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-4.53&CDS=1-1833	YHR194W
799	OG0000799	-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.78&CDS=1-1347	YFL037W
800	OG0000800	-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.67&CDS=1-5520	YFL036W
801	OG0000801	-processed-gene-5.116-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.116&CDS=1-867	YFL034C-B
802	OG0000802	-processed-gene-5.38-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.38&CDS=1-1716	YNL169C
803	OG0000803	-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.81&CDS=1-8661	YOR187W
804	OG0000804	-processed-gene-5.25-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.25&CDS=1-2688	YBR156C
805	OG0000805	-processed-gene-5.120-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.120&CDS=1-1149	YBR155W
806	OG0000806	-processed-gene-5.107-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.107&CDS=1-1923	YLR299W
807	OG0000807	-snap-gene-5.3-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-snap-gene-5.3&CDS=1-3630	YOR188W
808	OG0000808	-augustus-gene-5.12-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-5.12&CDS=1-1716	YNL167C
809	OG0000809	-processed-gene-5.45-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.45&CDS=1-1779	YJR131W
810	OG0000810	-processed-gene-5.30-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.30&CDS=1-2397	YML076C
811	OG0000811	-processed-gene-5.49-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.49&CDS=1-4800	YML072C
812	OG0000812	-processed-gene-5.127-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.127&CDS=1-768	YLR441C
813	OG0000813	-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.75&CDS=1-579	YML064C
814	OG0000814	-augustus-gene-5.9-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-5.9&CDS=1-2916	YML065W
815	OG0000815	-processed-gene-5.129-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.129&CDS=1-747	YKL183W
816	OG0000816	-processed-gene-5.53-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.53&CDS=1-1665	YLR433C
817	OG0000817	-processed-gene-5.131-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.131&CDS=1-1296	YKL184W
818	OG0000818	-processed-gene-5.132-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.132&CDS=1-2046	YNR006W
819	OG0000819	-augustus-gene-5.15-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-5.15&CDS=1-2001	YMR200W
820	OG0000820	-processed-gene-5.137-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-5.137&CDS=1-651	YMR202W
821	OG0000821	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.68&CDS=1-861	YNR007C
822	OG0000822	-processed-gene-6.139-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.139&CDS=1-1947	YNR008W
823	OG0000823	-processed-gene-6.140-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.140&CDS=1-1917	YLR429W
824	OG0000824	-processed-gene-6.71-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.71&CDS=1-4581	YPL242C
825	OG0000825	-processed-gene-6.72-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.72&CDS=1-633	YPL233W
826	OG0000826	-processed-gene-6.70-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.70&CDS=1-483	YPL234C
827	OG0000827	-processed-gene-6.76-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.76&CDS=1-1158	YMR203W
828	OG0000828	-processed-gene-6.108-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.108&CDS=1-804	YPL246C
829	OG0000829	-processed-gene-6.77-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.77&CDS=1-1095	YPL236C
830	OG0000830	-augustus-gene-6.215-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-6.215&CDS=1-1533	YPL237W
831	OG0000831	-processed-gene-6.79-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.79&CDS=1-2916	YMR185W
832	OG0000832	-augustus-gene-6.216-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-6.216&CDS=1-3219	YMR186W
833	OG0000833	-processed-gene-6.151-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.151&CDS=1-1377	YBR110W
834	OG0000834	-processed-gene-6.81-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.81&CDS=1-447	YBR109C
835	OG0000835	-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.46&CDS=1-5184	YJL074C
836	OG0000836	-processed-gene-6.82-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.82&CDS=1-2172	YIL108W
837	OG0000837	-processed-gene-6.83-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.83&CDS=1-3264	YPL195W
838	OG0000838	-processed-gene-6.117-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.117&CDS=1-864	YDL052C
839	OG0000839	-processed-gene-6.118-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.118&CDS=1-732	YDR533C
840	OG0000840	-processed-gene-6.84-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.84&CDS=1-1821	YMR013C
841	OG0000841	-processed-gene-6.157-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.157&CDS=1-345	YGL080W
842	OG0000842	-processed-gene-6.86-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.86&CDS=1-684	YIR030C
843	OG0000843	-processed-gene-6.87-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-6.87&CDS=1-927	YPL196W
