	OrthologID	Lachancea_nothofagi	Saccharomyces_cerevisiae
1328	OG0001328	snap_masked-LANO0D-processed-gene-5.71-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-5.71&CDS=1-459	YHL006C
1329	OG0001329	snap_masked-LANO0D-processed-gene-5.96-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-5.96&CDS=1-714	YKL009W
1330	OG0001330	snap_masked-LANO0D-processed-gene-5.72-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-5.72&CDS=1-4353	YKL010C
1331	OG0001331	augustus_masked-LANO0D-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-5.123&CDS=1-852	YMR081C
1332	OG0001332	snap_masked-LANO0D-processed-gene-5.74-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-5.74&CDS=1-2925	YMR080C
1333	OG0001333	snap_masked-LANO0D-processed-gene-5.75-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-5.75&CDS=1-2097	YMR078C
1334	OG0001334	snap_masked-LANO0D-processed-gene-5.76-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-5.76&CDS=1-954	YHL009C
1335	OG0001335	snap_masked-LANO0D-processed-gene-5.78-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-5.78&CDS=1-1374	YKL090W
1336	OG0001336	snap_masked-LANO0D-processed-gene-5.79-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-5.79&CDS=1-1734	YKL089W
1337	OG0001337	snap_masked-LANO0D-processed-gene-5.99-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-5.99&CDS=1-2868	YHL007C
1338	OG0001338	snap_masked-LANO0D-processed-gene-5.100-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-5.100&CDS=1-960	YKL094W
1339	OG0001339	snap_masked-LANO0D-processed-gene-5.101-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-5.101&CDS=1-813	YKL095W
1340	OG0001340	snap_masked-LANO0D-processed-gene-6.99-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.99&CDS=1-693	YKL096W
1341	OG0001341	snap_masked-LANO0D-processed-gene-6.100-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.100&CDS=1-855	YKL098W
1342	OG0001342	snap_masked-LANO0D-processed-gene-6.97-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.97&CDS=1-750	YKL099C
1343	OG0001343	snap_masked-LANO0D-processed-gene-6.102-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.102&CDS=1-1536	YKL103C
1344	OG0001344	snap_masked-LANO0D-processed-gene-6.103-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.103&CDS=1-2103	YKL104C
1345	OG0001345	snap_masked-LANO0D-processed-gene-6.122-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.122&CDS=1-1275	YKL106W
1346	OG0001346	genemark-LANO0D-processed-gene-6.57-mRNA-1_1&gene=genemark-LANO0D-processed-gene-6.57&CDS=1-729	YMR087W
1347	OG0001347	snap_masked-LANO0D-processed-gene-6.123-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.123&CDS=1-1677	YMR088C
1348	OG0001348	snap_masked-LANO0D-processed-gene-6.125-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.125&CDS=1-1359	YMR091C
1349	OG0001349	snap_masked-LANO0D-processed-gene-6.126-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.126&CDS=1-1854	YMR092C
1350	OG0001350	snap_masked-LANO0D-processed-gene-6.105-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.105&CDS=1-1527	YMR093W
1351	OG0001351	augustus_masked-LANO0D-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-6.28&CDS=1-1005	YKL108W
1352	OG0001352	snap_masked-LANO0D-processed-gene-6.106-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.106&CDS=1-1212	YMR094W
1353	OG0001353	snap_masked-LANO0D-processed-gene-6.130-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.130&CDS=1-1176	YMR097C
1354	OG0001354	snap_masked-LANO0D-processed-gene-6.108-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.108&CDS=1-930	YKL110C
1355	OG0001355	snap_masked-LANO0D-processed-gene-6.131-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.131&CDS=1-1770	YMR098C
1356	OG0001356	snap_masked-LANO0D-processed-gene-6.132-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.132&CDS=1-1554	YKL112W
1357	OG0001357	snap_masked-LANO0D-processed-gene-6.112-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.112&CDS=1-1152	YKL113C
1358	OG0001358	snap_masked-LANO0D-processed-gene-6.113-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.113&CDS=1-1083	YKL114C
1359	OG0001359	snap_masked-LANO0D-processed-gene-6.114-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.114&CDS=1-1545	YKL116C
1360	OG0001360	snap_masked-LANO0D-processed-gene-6.115-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.115&CDS=1-888	YMR099C
1361	OG0001361	snap_masked-LANO0D-processed-gene-6.136-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.136&CDS=1-621	YKL117W
1362	OG0001362	snap_masked-LANO0D-processed-gene-6.116-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.116&CDS=1-1521	YKL124W
1363	OG0001363	snap_masked-LANO0D-processed-gene-6.137-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.137&CDS=1-390	YKL122C
1364	OG0001364	snap_masked-LANO0D-processed-gene-6.117-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.117&CDS=1-2226	YMR102C
1365	OG0001365	snap_masked-LANO0D-processed-gene-6.118-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.118&CDS=1-975	YKL120W
1366	OG0001366	snap_masked-LANO0D-processed-gene-6.119-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.119&CDS=1-1086	YMR101C
1367	OG0001367	snap_masked-LANO0D-processed-gene-6.138-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.138&CDS=1-603	YKL119C
1368	OG0001368	snap_masked-LANO0D-processed-gene-6.120-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.120&CDS=1-1674	YMR100W
1369	OG0001369	genemark-LANO0D-processed-gene-6.91-mRNA-1_1&gene=genemark-LANO0D-processed-gene-6.91&CDS=1-1851	YKL125W
1370	OG0001370	snap_masked-LANO0D-processed-gene-6.141-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.141&CDS=1-1710	YMR105C
1371	OG0001371	snap_masked-LANO0D-processed-gene-6.142-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.142&CDS=1-1851	YMR106C
1372	OG0001372	maker-LANO0D-augustus-gene-6.47-mRNA-1_1&gene=maker-LANO0D-augustus-gene-6.47&CDS=1-3762	YKL134C
1373	OG0001373	snap_masked-LANO0D-processed-gene-6.121-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-6.121&CDS=1-1029	YMR114C
1374	OG0001374	snap_masked-LANO0D-processed-gene-7.48-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.48&CDS=1-1263	YMR113W
1375	OG0001375	snap_masked-LANO0D-processed-gene-7.45-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.45&CDS=1-342	YMR112C
1376	OG0001376	snap_masked-LANO0D-processed-gene-7.46-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.46&CDS=1-1167	YMR111C
1377	OG0001377	snap_masked-LANO0D-processed-gene-7.49-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.49&CDS=1-699	YKL130C
1378	OG0001378	snap_masked-LANO0D-processed-gene-7.47-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.47&CDS=1-1593	YMR110C
1379	OG0001379	snap_masked-LANO0D-processed-gene-7.50-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.50&CDS=1-3750	YMR109W
1380	OG0001380	snap_masked-LANO0D-processed-gene-7.68-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.68&CDS=1-2157	YMR108W
1381	OG0001381	snap_masked-LANO0D-processed-gene-7.69-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.69&CDS=1-321	YMR107W
1382	OG0001382	maker-LANO0D-snap-gene-7.147-mRNA-1_1&gene=maker-LANO0D-snap-gene-7.147&CDS=1-957	YMR116C
1383	OG0001383	snap_masked-LANO0D-processed-gene-7.51-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.51&CDS=1-2115	YKL135C
1384	OG0001384	snap_masked-LANO0D-processed-gene-7.71-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.71&CDS=1-336	YKL137W
1385	OG0001385	snap_masked-LANO0D-processed-gene-7.52-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.52&CDS=1-393	YKL138C
1386	OG0001386	augustus_masked-LANO0D-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-7.119&CDS=1-588	YMR117C
1387	OG0001387	snap_masked-LANO0D-processed-gene-7.53-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.53&CDS=1-204	YKL138C-A
1388	OG0001388	snap_masked-LANO0D-processed-gene-7.73-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.73&CDS=1-1362	YKL139W
1389	OG0001389	snap_masked-LANO0D-processed-gene-7.74-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.74&CDS=1-1383	YKL140W
1390	OG0001390	snap_masked-LANO0D-processed-gene-7.75-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.75&CDS=1-504	YMR118C
1391	OG0001391	snap_masked-LANO0D-processed-gene-7.54-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.54&CDS=1-678	YLR025W
1392	OG0001392	snap_masked-LANO0D-processed-gene-7.77-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.77&CDS=1-882	YLR026C
1393	OG0001393	snap_masked-LANO0D-processed-gene-7.78-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.78&CDS=1-1260	YLR027C
1394	OG0001394	snap_masked-LANO0D-processed-gene-7.79-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.79&CDS=1-1242	YGR156W
1395	OG0001395	snap_masked-LANO0D-processed-gene-7.80-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.80&CDS=1-780	YGL044C
1396	OG0001396	augustus_masked-LANO0D-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-7.105&CDS=1-1170	YGL043W
1397	OG0001397	snap_masked-LANO0D-processed-gene-7.81-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.81&CDS=1-1488	YGR155W
1398	OG0001398	snap_masked-LANO0D-processed-gene-7.58-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.58&CDS=1-705	YMR077C
1399	OG0001399	snap_masked-LANO0D-processed-gene-7.83-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.83&CDS=1-1020	YGL040C
1400	OG0001400	snap_masked-LANO0D-processed-gene-7.60-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.60&CDS=1-2481	YGR157W
1401	OG0001401	augustus_masked-LANO0D-processed-gene-7.130-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-7.130&CDS=1-732	YGR158C
1402	OG0001402	snap_masked-LANO0D-processed-gene-7.85-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.85&CDS=1-1683	YGL045W
1403	OG0001403	snap_masked-LANO0D-processed-gene-7.86-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.86&CDS=1-1392	YGR159C
1404	OG0001404	augustus_masked-LANO0D-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-7.133&CDS=1-1062	YGR161C
1405	OG0001405	augustus_masked-LANO0D-processed-gene-7.134-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-7.134&CDS=1-597	YGL047W
1406	OG0001406	augustus_masked-LANO0D-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-7.110&CDS=1-1212	YGL048C
1407	OG0001407	snap_masked-LANO0D-processed-gene-7.88-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.88&CDS=1-786	YGL050W
1408	OG0001408	snap_masked-LANO0D-processed-gene-7.65-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.65&CDS=1-993	YGR163W
1409	OG0001409	snap_masked-LANO0D-processed-gene-7.67-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.67&CDS=1-1329	YLR303W
1410	OG0001410	snap_masked-LANO0D-processed-gene-7.92-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.92&CDS=1-5655	YLR305C
1411	OG0001411	augustus_masked-LANO0D-processed-gene-7.140-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-7.140&CDS=1-936	YKR022C
1412	OG0001412	snap_masked-LANO0D-processed-gene-7.94-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.94&CDS=1-2529	YJL089W
1413	OG0001413	snap_masked-LANO0D-processed-gene-8.86-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.86&CDS=1-2148	YJL090C
1414	OG0001414	augustus_masked-LANO0D-processed-gene-8.2-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-8.2&CDS=1-1464	YJL091C
1415	OG0001415	snap_masked-LANO0D-processed-gene-8.89-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.89&CDS=1-3258	YJL092W
1416	OG0001416	snap_masked-LANO0D-processed-gene-8.88-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.88&CDS=1-1782	YJL093C
1417	OG0001417	snap_masked-LANO0D-processed-gene-8.103-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.103&CDS=1-4299	YJL095W
1418	OG0001418	snap_masked-LANO0D-processed-gene-8.104-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.104&CDS=1-471	YJL096W
1419	OG0001419	snap_masked-LANO0D-processed-gene-8.105-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.105&CDS=1-645	YJL097W
1420	OG0001420	snap_masked-LANO0D-processed-gene-8.106-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.106&CDS=1-3231	YKR028W
1421	OG0001421	augustus_masked-LANO0D-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-8.22&CDS=1-3723	YJL100W
1422	OG0001422	snap_masked-LANO0D-processed-gene-8.90-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.90&CDS=1-1959	YJL101C
1423	OG0001423	augustus_masked-LANO0D-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-8.23&CDS=1-2382	YJL102W
1424	OG0001424	snap_masked-LANO0D-processed-gene-8.91-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.91&CDS=1-915	YKR026C
1425	OG0001425	snap_masked-LANO0D-processed-gene-8.110-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.110&CDS=1-765	YKR025W
1426	OG0001426	snap_masked-LANO0D-processed-gene-8.92-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.92&CDS=1-2142	YKR024C
1427	OG0001427	snap_masked-LANO0D-processed-gene-8.111-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.111&CDS=1-1527	YKR023W
1428	OG0001428	snap_masked-LANO0D-processed-gene-8.112-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.112&CDS=1-408	YJL104W
1429	OG0001429	snap_masked-LANO0D-processed-gene-8.113-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.113&CDS=1-2256	YKR029C
1430	OG0001430	snap_masked-LANO0D-processed-gene-8.115-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.115&CDS=1-1926	YJL106W
1431	OG0001431	snap_masked-LANO0D-processed-gene-8.94-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.94&CDS=1-861	YPR103W
1432	OG0001432	snap_masked-LANO0D-processed-gene-8.116-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.116&CDS=1-2664	YPR104C
1433	OG0001433	snap_masked-LANO0D-processed-gene-8.117-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.117&CDS=1-2448	YPR105C
1434	OG0001434	snap_masked-LANO0D-processed-gene-8.119-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.119&CDS=1-357	YPR107C
1435	OG0001435	snap_masked-LANO0D-processed-gene-8.120-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.120&CDS=1-600	YAL008W
1436	OG0001436	augustus_masked-LANO0D-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-8.33&CDS=1-2913	YOR014W
1437	OG0001437	snap_masked-LANO0D-processed-gene-8.95-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.95&CDS=1-1323	YAL010C
1438	OG0001438	snap_masked-LANO0D-processed-gene-8.122-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.122&CDS=1-1794	YAL011W
1439	OG0001439	snap_masked-LANO0D-processed-gene-8.96-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.96&CDS=1-3246	YOL034W
1440	OG0001440	snap_masked-LANO0D-processed-gene-8.97-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.97&CDS=1-1638	YOL033W
1441	OG0001441	snap_masked-LANO0D-processed-gene-8.98-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.98&CDS=1-702	YOL032W
1442	OG0001442	snap_masked-LANO0D-processed-gene-8.123-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.123&CDS=1-1197	YOL031C
1443	OG0001443	snap_masked-LANO0D-processed-gene-8.124-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.124&CDS=1-1173	YAL012W
1444	OG0001444	snap_masked-LANO0D-processed-gene-8.99-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.99&CDS=1-1002	YLR354C
1445	OG0001445	snap_masked-LANO0D-processed-gene-8.125-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.125&CDS=1-915	YGR042W
1446	OG0001446	snap_masked-LANO0D-processed-gene-8.126-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.126&CDS=1-1605	YGR041W
1447	OG0001447	snap_masked-LANO0D-processed-gene-8.127-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.127&CDS=1-2118	YLR352W
1448	OG0001448	snap_masked-LANO0D-processed-gene-8.128-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.128&CDS=1-1095	YGR040W
1449	OG0001449	snap_masked-LANO0D-processed-gene-8.100-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.100&CDS=1-864	YLR351C
1450	OG0001450	snap_masked-LANO0D-processed-gene-8.129-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.129&CDS=1-612	YGR038W
1451	OG0001451	snap_masked-LANO0D-processed-gene-8.101-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.101&CDS=1-258	YGR037C
1452	OG0001452	snap_masked-LANO0D-processed-gene-8.102-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-8.102&CDS=1-2595	YLR347C
1453	OG0001453	snap_masked-LANO0D-processed-gene-9.0-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.0&CDS=1-720	YGR036C
1454	OG0001454	snap_masked-LANO0D-processed-gene-9.2-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.2&CDS=1-1701	YLR345W
1455	OG0001455	snap_masked-LANO0D-processed-gene-9.1-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.1&CDS=1-729	YGR033C
1456	OG0001456	snap_masked-LANO0D-processed-gene-9.22-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.22&CDS=1-1101	YGR031W
1457	OG0001457	snap_masked-LANO0D-processed-gene-9.24-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.24&CDS=1-933	YLR340W
1458	OG0001458	augustus_masked-LANO0D-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-9.97&CDS=1-459	YGR030C
1459	OG0001459	maker-LANO0D-snap-gene-9.87-mRNA-1_1&gene=maker-LANO0D-snap-gene-9.87&CDS=1-1872	YLR337C
1460	OG0001460	maker-LANO0D-snap-gene-9.90-mRNA-1_1&gene=maker-LANO0D-snap-gene-9.90&CDS=1-519	YGR029W
1461	OG0001461	snap_masked-LANO0D-processed-gene-9.26-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.26&CDS=1-1095	YGR028W
1462	OG0001462	maker-LANO0D-snap-gene-9.88-mRNA-1_1&gene=maker-LANO0D-snap-gene-9.88&CDS=1-3381	YLR336C
1463	OG0001463	snap_masked-LANO0D-processed-gene-9.27-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.27&CDS=1-1998	YLR335W
1464	OG0001464	snap_masked-LANO0D-processed-gene-9.28-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.28&CDS=1-825	YGR026W
1465	OG0001465	augustus_masked-LANO0D-processed-gene-9.102-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-9.102&CDS=1-636	YLR356W
1466	OG0001466	snap_masked-LANO0D-processed-gene-9.12-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.12&CDS=1-1380	YGR052W
1467	OG0001467	augustus_masked-LANO0D-processed-gene-9.119-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-9.119&CDS=1-660	YGR053C
1468	OG0001468	augustus_masked-LANO0D-processed-gene-9.104-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-9.104&CDS=1-1875	YGR054W
1469	OG0001469	augustus_masked-LANO0D-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-9.120&CDS=1-1062	YFL029C
1470	OG0001470	snap_masked-LANO0D-processed-gene-9.32-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.32&CDS=1-1068	YLR056W
1471	OG0001471	snap_masked-LANO0D-processed-gene-9.33-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.33&CDS=1-822	YFL028C
1472	OG0001472	snap_masked-LANO0D-processed-gene-9.15-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.15&CDS=1-1821	YLR055C
1473	OG0001473	augustus_masked-LANO0D-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-9.123&CDS=1-1551	YFL027C
1474	OG0001474	snap_masked-LANO0D-processed-gene-9.16-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.16&CDS=1-2331	YLR057W
1475	OG0001475	snap_masked-LANO0D-processed-gene-9.39-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.39&CDS=1-1110	YFL030W
1476	OG0001476	snap_masked-LANO0D-processed-gene-9.41-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.41&CDS=1-852	YFL031W
1477	OG0001477	snap_masked-LANO0D-processed-gene-9.42-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.42&CDS=1-987	YLR059C
1478	OG0001478	snap_masked-LANO0D-processed-gene-9.17-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.17&CDS=1-4617	YFL033C
1479	OG0001479	snap_masked-LANO0D-processed-gene-9.18-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.18&CDS=1-1782	YLR060W
1480	OG0001480	snap_masked-LANO0D-processed-gene-9.43-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.43&CDS=1-2922	YFL034W
1481	OG0001481	snap_masked-LANO0D-processed-gene-9.20-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.20&CDS=1-942	YLR063W
1482	OG0001482	maker-LANO0D-augustus-gene-9.85-mRNA-1_1&gene=maker-LANO0D-augustus-gene-9.85&CDS=1-885	YFL034C-B
1483	OG0001483	snap_masked-LANO0D-processed-gene-10.90-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.90&CDS=1-3879	YFL036W
1484	OG0001484	snap_masked-LANO0D-processed-gene-10.91-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.91&CDS=1-1347	YFL037W
1485	OG0001485	snap_masked-LANO0D-processed-gene-10.89-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.89&CDS=1-612	YFL038C
1486	OG0001486	snap_masked-LANO0D-processed-gene-10.92-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.92&CDS=1-528	YLR065C
1487	OG0001487	snap_masked-LANO0D-processed-gene-10.95-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.95&CDS=1-594	YLR066W
1488	OG0001488	snap_masked-LANO0D-processed-gene-10.121-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.121&CDS=1-2754	YLR067C
1489	OG0001489	augustus_masked-LANO0D-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-10.51&CDS=1-435	YLR068W
1490	OG0001490	snap_masked-LANO0D-processed-gene-10.122-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.122&CDS=1-2289	YLR069C
1491	OG0001491	snap_masked-LANO0D-processed-gene-10.125-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.125&CDS=1-2997	YLR071C
1492	OG0001492	maker-LANO0D-snap-gene-10.88-mRNA-1_1&gene=maker-LANO0D-snap-gene-10.88&CDS=1-2616	YFL042C
1493	OG0001493	snap_masked-LANO0D-processed-gene-10.126-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.126&CDS=1-561	YLR073C
1494	OG0001494	snap_masked-LANO0D-processed-gene-10.98-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.98&CDS=1-936	YFL044C
1495	OG0001495	snap_masked-LANO0D-processed-gene-10.127-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.127&CDS=1-489	YLR074C
1496	OG0001496	snap_masked-LANO0D-processed-gene-10.99-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.99&CDS=1-660	YLR075W
1497	OG0001497	snap_masked-LANO0D-processed-gene-10.100-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.100&CDS=1-762	YFL045C
1498	OG0001498	augustus_masked-LANO0D-processed-gene-10.79-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-10.79&CDS=1-630	YFL046W
1499	OG0001499	snap_masked-LANO0D-processed-gene-10.101-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.101&CDS=1-1773	YLR077W
1500	OG0001500	genemark-LANO0D-processed-gene-10.37-mRNA-1_1&gene=genemark-LANO0D-processed-gene-10.37&CDS=1-714	YLR078C
1501	OG0001501	augustus_masked-LANO0D-processed-gene-10.57-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-10.57&CDS=1-891	YLR079W
1502	OG0001502	snap_masked-LANO0D-processed-gene-10.129-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.129&CDS=1-2103	YFL047W
