	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034918_Nakazawaea_holstii
967	OG0000967	YDR019C	snap_masked-flattened_line_238-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.33&CDS=1-1182
968	OG0000968	YDR020C	genemark-flattened_line_68-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.0&CDS=1-582
969	OG0000969	YDR021W	snap_masked-flattened_line_238-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.35&CDS=1-1188
970	OG0000970	YDR023W	snap_masked-flattened_line_238-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.28&CDS=1-1380
971	OG0000971	YDR026C	snap_masked-flattened_line_66-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.156&CDS=1-2079
972	OG0000972	YDR027C	snap_masked-flattened_line_0-processed-gene-2.143-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.143&CDS=1-3201
973	OG0000973	YDR030C	snap_masked-flattened_line_238-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.25&CDS=1-1443
974	OG0000974	YDR031W	maker-flattened_line_58-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.0&CDS=1-288
975	OG0000975	YDR035W	snap_masked-flattened_line_189-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_189-processed-gene-0.58&CDS=1-1143
976	OG0000976	YDR036C	augustus_masked-flattened_line_12-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.144&CDS=1-1515
977	OG0000977	YDR037W	snap_masked-flattened_line_14-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.85&CDS=1-1767
978	OG0000978	YDR041W	snap_masked-flattened_line_14-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.64&CDS=1-771
979	OG0000979	YDR043C	snap_masked-flattened_line_32-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.125&CDS=1-684
980	OG0000980	YDR044W	snap_masked-flattened_line_312-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_312-processed-gene-0.8&CDS=1-945
981	OG0000981	YDR045C	maker-flattened_line_12-snap-gene-1.4-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.4&CDS=1-333
982	OG0000982	YDR047W	snap_masked-flattened_line_12-processed-gene-1.194-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.194&CDS=1-1092
983	OG0000983	YDR049W	snap_masked-flattened_line_12-processed-gene-1.195-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.195&CDS=1-1845
984	OG0000984	YDR050C	genemark-flattened_line_14-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.122&CDS=1-744
985	OG0000985	YDR051C	maker-flattened_line_14-snap-gene-0.46-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.46&CDS=1-855
986	OG0000986	YDR052C	snap_masked-flattened_line_129-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.46&CDS=1-1692
987	OG0000987	YDR054C	snap_masked-flattened_line_129-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.44&CDS=1-720
988	OG0000988	YDR057W	snap_masked-flattened_line_91-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.98&CDS=1-1359
989	OG0000989	YDR058C	genemark-flattened_line_72-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.42&CDS=1-1032
990	OG0000990	YDR060W	genemark-flattened_line_159-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_159-processed-gene-0.3&CDS=1-3552
991	OG0000991	YDR062W	snap_masked-flattened_line_6-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.7&CDS=1-1686
992	OG0000992	YDR064W	maker-flattened_line_44-augustus-gene-0.82-mRNA-1_1&gene=maker-flattened_line_44-augustus-gene-0.82&CDS=1-786
993	OG0000993	YDR067C	augustus_masked-flattened_line_6-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.67&CDS=1-597
994	OG0000994	YDR071C	snap_masked-flattened_line_6-processed-gene-2.184-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.184&CDS=1-666
995	OG0000995	YDR072C	augustus_masked-flattened_line_6-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.94&CDS=1-1293
996	OG0000996	YDR074W	genemark-flattened_line_12-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.125&CDS=1-2658
997	OG0000997	YDR075W	snap_masked-flattened_line_30-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.29&CDS=1-933
998	OG0000998	YDR079C-A	augustus_masked-flattened_line_10-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.128&CDS=1-213
999	OG0000999	YDR079W	augustus_masked-flattened_line_48-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.39&CDS=1-828
1000	OG0001000	YDR080W	snap_masked-flattened_line_10-processed-gene-1.168-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.168&CDS=1-2739
1001	OG0001001	YDR083W	snap_masked-flattened_line_10-processed-gene-1.166-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.166&CDS=1-1098
1002	OG0001002	YDR086C	maker-flattened_line_16-snap-gene-0.134-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.134&CDS=1-201
1003	OG0001003	YDR087C	maker-flattened_line_16-augustus-gene-0.46-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.46&CDS=1-816
1004	OG0001004	YDR088C	snap_masked-flattened_line_16-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.33&CDS=1-1350
1005	OG0001005	YDR089W	snap_masked-flattened_line_32-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.145&CDS=1-2643
1006	OG0001006	YDR091C	snap_masked-flattened_line_171-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_171-processed-gene-0.34&CDS=1-1818
1007	OG0001007	YDR092W	maker-flattened_line_189-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_189-snap-gene-0.1&CDS=1-453
1008	OG0001008	YDR100W	snap_masked-flattened_line_171-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_171-processed-gene-0.19&CDS=1-426
1009	OG0001009	YDR101C	snap_masked-flattened_line_171-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_171-processed-gene-0.17&CDS=1-1716
1010	OG0001010	YDR103W	snap_masked-flattened_line_171-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_171-processed-gene-0.21&CDS=1-2214
1011	OG0001011	YDR104C	snap_masked-flattened_line_171-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_171-processed-gene-0.31&CDS=1-3381
1012	OG0001012	YDR105C	augustus_masked-flattened_line_111-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_111-processed-gene-0.23&CDS=1-1659
1013	OG0001013	YDR106W	augustus_masked-flattened_line_111-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_111-processed-gene-0.7&CDS=1-1236
1014	OG0001014	YDR108W	snap_masked-flattened_line_111-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.49&CDS=1-1695
1015	OG0001015	YDR115W	snap_masked-flattened_line_185-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.30&CDS=1-372
1016	OG0001016	YDR116C	snap_masked-flattened_line_185-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.47&CDS=1-843
1017	OG0001017	YDR117C	snap_masked-flattened_line_185-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.48&CDS=1-1689
1018	OG0001018	YDR120C	snap_masked-flattened_line_318-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_318-processed-gene-0.0&CDS=1-1659
1019	OG0001019	YDR121W	snap_masked-flattened_line_171-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_171-processed-gene-0.22&CDS=1-759
1020	OG0001020	YDR124W	snap_masked-flattened_line_24-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.16&CDS=1-1302
1021	OG0001021	YDR129C	augustus_masked-flattened_line_66-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.46&CDS=1-7131
1022	OG0001022	YDR135C	snap_masked-flattened_line_99-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.4&CDS=1-4446
1023	OG0001023	YDR137W	snap_masked-flattened_line_99-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.24&CDS=1-1989
1024	OG0001024	YDR139C	maker-flattened_line_4-augustus-gene-0.36-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.36&CDS=1-213
1025	OG0001025	YDR140W	genemark-flattened_line_4-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.105&CDS=1-597
1026	OG0001026	YDR141C	snap_masked-flattened_line_4-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.43&CDS=1-4938
1027	OG0001027	YDR142C	snap_masked-flattened_line_157-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.46&CDS=1-1086
1028	OG0001028	YDR143C	genemark-flattened_line_60-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.115&CDS=1-1863
1029	OG0001029	YDR145W	augustus_masked-flattened_line_16-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.49&CDS=1-318
1030	OG0001030	YDR148C	snap_masked-flattened_line_157-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.44&CDS=1-1365
1031	OG0001031	YDR150W	maker-flattened_line_54-snap-gene-0.66-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.66&CDS=1-8700
1032	OG0001032	YDR152W	genemark-flattened_line_187-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_187-processed-gene-0.10&CDS=1-738
1033	OG0001033	YDR153C	snap_masked-flattened_line_187-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_187-processed-gene-0.44&CDS=1-1362
1034	OG0001034	YDR158W	snap_masked-flattened_line_185-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.44&CDS=1-1089
1035	OG0001035	YDR159W	augustus_masked-flattened_line_161-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.7&CDS=1-5688
1036	OG0001036	YDR161W	snap_masked-flattened_line_187-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_187-processed-gene-0.43&CDS=1-1119
1037	OG0001037	YDR162C	genemark-flattened_line_187-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_187-processed-gene-0.9&CDS=1-522
1038	OG0001038	YDR165W	snap_masked-flattened_line_131-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.39&CDS=1-1128
1039	OG0001039	YDR166C	snap_masked-flattened_line_66-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.126&CDS=1-2607
1040	OG0001040	YDR167W	snap_masked-flattened_line_66-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.122&CDS=1-666
1041	OG0001041	YDR168W	snap_masked-flattened_line_66-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.155&CDS=1-1485
1042	OG0001042	YDR169C	snap_masked-flattened_line_78-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.120&CDS=1-1347
1043	OG0001043	YDR170C	snap_masked-flattened_line_78-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.119&CDS=1-5613
1044	OG0001044	YDR171W	genemark-flattened_line_50-processed-gene-0.181-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.181&CDS=1-1161
1045	OG0001045	YDR172W	augustus_masked-flattened_line_236-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_236-processed-gene-0.20&CDS=1-3108
1046	OG0001046	YDR174W	snap_masked-flattened_line_115-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.5&CDS=1-738
1047	OG0001047	YDR175C	snap_masked-flattened_line_115-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.7&CDS=1-909
1048	OG0001048	YDR176W	snap_masked-flattened_line_115-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.8&CDS=1-2085
1049	OG0001049	YDR177W	snap_masked-flattened_line_2-processed-gene-2.13-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.13&CDS=1-714
1050	OG0001050	YDR182W	snap_masked-flattened_line_115-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.15&CDS=1-1440
1051	OG0001051	YDR183W	snap_masked-flattened_line_115-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.17&CDS=1-636
1052	OG0001052	YDR188W	snap_masked-flattened_line_99-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.0&CDS=1-1605
1053	OG0001053	YDR189W	snap_masked-flattened_line_99-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.6&CDS=1-1977
1054	OG0001054	YDR190C	snap_masked-flattened_line_131-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.41&CDS=1-1371
1055	OG0001055	YDR191W	snap_masked-flattened_line_131-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.59&CDS=1-1215
1056	OG0001056	YDR196C	snap_masked-flattened_line_93-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.51&CDS=1-723
1057	OG0001057	YDR198C	snap_masked-flattened_line_93-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.65&CDS=1-1263
1058	OG0001058	YDR202C	snap_masked-flattened_line_93-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.52&CDS=1-999
1059	OG0001059	YDR204W	snap_masked-flattened_line_93-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.69&CDS=1-927
1060	OG0001060	YDR208W	snap_masked-flattened_line_36-processed-gene-0.222-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.222&CDS=1-1899
1061	OG0001061	YDR211W	snap_masked-flattened_line_14-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.67&CDS=1-2115
1062	OG0001062	YDR212W	genemark-flattened_line_14-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.107&CDS=1-1662
1063	OG0001063	YDR214W	genemark-flattened_line_14-processed-gene-1.204-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.204&CDS=1-1002
1064	OG0001064	YDR217C	augustus_masked-flattened_line_72-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.127&CDS=1-2811
1065	OG0001065	YDR221W	maker-flattened_line_72-snap-gene-0.92-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.92&CDS=1-1458
1066	OG0001066	YDR223W	augustus_masked-flattened_line_173-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_173-processed-gene-0.13&CDS=1-2316
1067	OG0001067	YDR226W	snap_masked-flattened_line_80-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.25&CDS=1-771
1068	OG0001068	YDR228C	snap_masked-flattened_line_80-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.26&CDS=1-1581
1069	OG0001069	YDR229W	snap_masked-flattened_line_38-processed-gene-0.177-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.177&CDS=1-1185
1070	OG0001070	YDR231C	snap_masked-flattened_line_4-processed-gene-2.117-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.117&CDS=1-477
1071	OG0001071	YDR232W	snap_masked-flattened_line_145-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_145-processed-gene-0.21&CDS=1-1719
1072	OG0001072	YDR233C	snap_masked-flattened_line_68-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.153&CDS=1-873
1073	OG0001073	YDR234W	snap_masked-flattened_line_38-processed-gene-0.184-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.184&CDS=1-2061
1074	OG0001074	YDR235W	snap_masked-flattened_line_230-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_230-processed-gene-0.23&CDS=1-1569
1075	OG0001075	YDR236C	snap_masked-flattened_line_266-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_266-processed-gene-0.21&CDS=1-573
1076	OG0001076	YDR237W	snap_masked-flattened_line_38-processed-gene-0.231-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.231&CDS=1-900
1077	OG0001077	YDR238C	snap_masked-flattened_line_38-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.186&CDS=1-2856
1078	OG0001078	YDR243C	snap_masked-flattened_line_87-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.75&CDS=1-1713
1079	OG0001079	YDR244W	snap_masked-flattened_line_87-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.52&CDS=1-1812
1080	OG0001080	YDR245W	snap_masked-flattened_line_87-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.53&CDS=1-1053
1081	OG0001081	YDR246W	snap_masked-flattened_line_87-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.57&CDS=1-516
1082	OG0001082	YDR248C	maker-flattened_line_87-snap-gene-0.88-mRNA-1_1&gene=maker-flattened_line_87-snap-gene-0.88&CDS=1-558
1083	OG0001083	YDR254W	snap_masked-flattened_line_294-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_294-processed-gene-0.22&CDS=1-831
1084	OG0001084	YDR255C	snap_masked-flattened_line_48-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.101&CDS=1-1152
1085	OG0001085	YDR256C	snap_masked-flattened_line_113-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.66&CDS=1-1503
1086	OG0001086	YDR258C	snap_masked-flattened_line_169-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_169-processed-gene-0.54&CDS=1-2448
1087	OG0001087	YDR265W	maker-flattened_line_24-snap-gene-0.260-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.260&CDS=1-972
1088	OG0001088	YDR266C	genemark-flattened_line_24-processed-gene-0.240-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.240&CDS=1-1974
1089	OG0001089	YDR268W	snap_masked-flattened_line_212-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_212-processed-gene-0.11&CDS=1-1161
1090	OG0001090	YDR270W	augustus_masked-flattened_line_20-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.83&CDS=1-3621
1091	OG0001091	YDR279W	augustus_masked-flattened_line_143-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_143-processed-gene-0.23&CDS=1-1023
1092	OG0001092	YDR280W	snap_masked-flattened_line_143-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.50&CDS=1-864
1093	OG0001093	YDR282C	snap_masked-flattened_line_179-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.54&CDS=1-1134
1094	OG0001094	YDR283C	snap_masked-flattened_line_52-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.96&CDS=1-5193
1095	OG0001095	YDR284C	maker-flattened_line_52-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.0&CDS=1-2622
1096	OG0001096	YDR286C	snap_masked-flattened_line_52-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.93&CDS=1-291
1097	OG0001097	YDR289C	snap_masked-flattened_line_89-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.63&CDS=1-1083
1098	OG0001098	YDR291W	genemark-flattened_line_52-processed-gene-0.162-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.162&CDS=1-3366
1099	OG0001099	YDR292C	snap_masked-flattened_line_153-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_153-processed-gene-0.86&CDS=1-1803
1100	OG0001100	YDR293C	maker-flattened_line_199-snap-gene-0.35-mRNA-1_1&gene=maker-flattened_line_199-snap-gene-0.35&CDS=1-4275
1101	OG0001101	YDR294C	snap_masked-flattened_line_214-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.11&CDS=1-1692
1102	OG0001102	YDR295C	snap_masked-flattened_line_214-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.12&CDS=1-1830
1103	OG0001103	YDR297W	maker-flattened_line_212-augustus-gene-0.36-mRNA-1_1&gene=maker-flattened_line_212-augustus-gene-0.36&CDS=1-1677
1104	OG0001104	YDR298C	snap_masked-flattened_line_40-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.92&CDS=1-615
1105	OG0001105	YDR299W	snap_masked-flattened_line_87-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.60&CDS=1-1467
