	OrthologID	Candida_succiphila	Saccharomyces_cerevisiae
1018	OG0001018	-processed-gene-6.129-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-6.129&CDS=1-447	YCL033C
1019	OG0001019	-processed-gene-6.62-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-6.62&CDS=1-474	YDR512C
1020	OG0001020	-processed-gene-6.108-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-6.108&CDS=1-3159	YJL157C
1021	OG0001021	-processed-gene-6.86-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-6.86&CDS=1-951	YML004C
1022	OG0001022	-processed-gene-6.87-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-6.87&CDS=1-1329	YCL034W
1023	OG0001023	-processed-gene-6.65-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-6.65&CDS=1-2916	YJL204C
1024	OG0001024	-processed-gene-6.66-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-6.66&CDS=1-1368	YNL239W
1025	OG0001025	-processed-gene-7.41-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.41&CDS=1-2676	YDR034C
1026	OG0001026	-processed-gene-7.43-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.43&CDS=1-186	YJL205C
1027	OG0001027	-processed-gene-7.63-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.63&CDS=1-1494	YKL116C
1028	OG0001028	-processed-gene-7.44-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.44&CDS=1-3066	YLR071C
1029	OG0001029	-processed-gene-7.45-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.45&CDS=1-3510	YFR031C
1030	OG0001030	-processed-gene-7.47-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.47&CDS=1-915	YMR244W
1031	OG0001031	-processed-gene-7.48-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.48&CDS=1-1464	YMR243C
1032	OG0001032	-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.107&CDS=1-1632	YOR315W
1033	OG0001033	-processed-gene-7.50-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.50&CDS=1-891	YOR313C
1034	OG0001034	-processed-gene-7.69-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.69&CDS=1-1059	YOR292C
1035	OG0001035	-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.110&CDS=1-1059	YLR363C
1036	OG0001036	-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.111&CDS=1-1089	YMR228W
1037	OG0001037	-processed-gene-7.53-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.53&CDS=1-1893	YMR227C
1038	OG0001038	-processed-gene-7.55-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.55&CDS=1-4527	YOR291W
1039	OG0001039	-processed-gene-7.58-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.58&CDS=1-1818	YER036C
1040	OG0001040	-processed-gene-7.73-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.73&CDS=1-687	YIR030C
1041	OG0001041	-processed-gene-7.74-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.74&CDS=1-2247	YLL019C
1042	OG0001042	-processed-gene-7.61-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.61&CDS=1-312	YLL018C-A
1043	OG0001043	-processed-gene-7.76-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.76&CDS=1-2052	YGL172W
1044	OG0001044	-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.102&CDS=1-4200	YGL173C
1045	OG0001045	-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.117&CDS=1-852	YGL174W
1046	OG0001046	-processed-gene-8.156-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.156&CDS=1-2217	YPR021C
1047	OG0001047	-processed-gene-8.158-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.158&CDS=1-1506	YGL175C
1048	OG0001048	-processed-gene-8.120-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.120&CDS=1-1422	YMR033W
1049	OG0001049	-processed-gene-8.82-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.82&CDS=1-1434	YDL238C
1050	OG0001050	-processed-gene-8.121-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.121&CDS=1-699	YNL222W
1051	OG0001051	-processed-gene-8.122-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.122&CDS=1-576	YER042W
1052	OG0001052	-processed-gene-8.83-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.83&CDS=1-684	YOR289W
1053	OG0001053	-processed-gene-8.84-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.84&CDS=1-5400	YMR229C
1054	OG0001054	-processed-gene-8.86-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.86&CDS=1-2004	YHL010C
1055	OG0001055	-processed-gene-8.123-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.123&CDS=1-1242	YDR005C
1056	OG0001056	-processed-gene-8.167-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.167&CDS=1-852	YBR011C
1057	OG0001057	-processed-gene-8.124-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.124&CDS=1-738	YDR007W
1058	OG0001058	-processed-gene-8.126-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.126&CDS=1-783	YLR192C
1059	OG0001059	-processed-gene-8.128-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.128&CDS=1-3300	YGR125W
1060	OG0001060	-processed-gene-8.129-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.129&CDS=1-678	YDR304C
1061	OG0001061	-processed-gene-8.130-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.130&CDS=1-2388	YGR128C
1062	OG0001062	-processed-gene-8.133-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.133&CDS=1-459	YBR173C
1063	OG0001063	-processed-gene-8.94-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.94&CDS=1-1491	YBR056W
1064	OG0001064	-processed-gene-8.134-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.134&CDS=1-876	YCR015C
1065	OG0001065	-processed-gene-8.96-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.96&CDS=1-1080	YCR016W
1066	OG0001066	-processed-gene-8.177-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.177&CDS=1-4329	YCR013C
1067	OG0001067	-processed-gene-8.135-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.135&CDS=1-1248	YCR012W
1068	OG0001068	-processed-gene-8.99-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.99&CDS=1-3105	YCR017C
1069	OG0001069	-processed-gene-8.100-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.100&CDS=1-2688	YBR073W
1070	OG0001070	-processed-gene-8.138-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.138&CDS=1-1815	YDR049W
1071	OG0001071	-processed-gene-8.139-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.139&CDS=1-1089	YDR047W
1072	OG0001072	-processed-gene-8.101-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.101&CDS=1-3003	YBR074W
1073	OG0001073	-processed-gene-8.141-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.141&CDS=1-831	YFR025C
1074	OG0001074	-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.60&CDS=1-2112	YCR014C
1075	OG0001075	-processed-gene-8.143-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.143&CDS=1-834	YBR185C
1076	OG0001076	-processed-gene-8.226-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.226&CDS=1-6966	YPL085W
1077	OG0001077	-processed-gene-8.106-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.106&CDS=1-1662	YPL086C
1078	OG0001078	-snap-gene-8.72-mRNA-1_1&gene=maker-gi|1002316217|dbj|BCGL01000007.1|-snap-gene-8.72&CDS=1-3357	YKL134C
1079	OG0001079	-augustus-gene-8.154-mRNA-1_1&gene=maker-gi|1002316217|dbj|BCGL01000007.1|-augustus-gene-8.154&CDS=1-453	YPR153W
1080	OG0001080	-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.65&CDS=1-2781	YKR074W
1081	OG0001081	-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.32&CDS=1-2772	YLR411W
1082	OG0001082	-processed-gene-8.150-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.150&CDS=1-993	YDR400W
1083	OG0001083	-processed-gene-8.116-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.116&CDS=1-1596	YFL055W
1084	OG0001084	-processed-gene-0.23-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.23&CDS=1-909	YER053C
1085	OG0001085	-processed-gene-0.7-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.7&CDS=1-1671	YER065C
1086	OG0001086	-processed-gene-0.8-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.8&CDS=1-750	YEL009C
1087	OG0001087	-processed-gene-0.11-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.11&CDS=1-1179	YKL189W
1088	OG0001088	-processed-gene-0.26-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.26&CDS=1-1844	YLR417W
1089	OG0001089	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.46&CDS=1-1347	YNL152W
1090	OG0001090	-processed-gene-0.28-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.28&CDS=1-690	YNL151C
1091	OG0001091	-processed-gene-0.29-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.29&CDS=1-399	YNL149C
1092	OG0001092	-processed-gene-0.32-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.32&CDS=1-402	YNL147W
1093	OG0001093	-processed-gene-0.13-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.13&CDS=1-543	YKL016C
1094	OG0001094	-processed-gene-0.14-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.14&CDS=1-2010	YKL017C
1095	OG0001095	-processed-gene-0.33-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.33&CDS=1-900	YKL018W
1096	OG0001096	-processed-gene-0.34-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.34&CDS=1-1428	YPL059W
1097	OG0001097	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.15&CDS=1-645	YER183C
1098	OG0001098	-processed-gene-0.35-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.35&CDS=1-942	YER182W
1099	OG0001099	-processed-gene-1.59-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.59&CDS=1-4563	YHR205W
1100	OG0001100	-processed-gene-1.54-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.54&CDS=1-771	YMR048W
1101	OG0001101	-processed-gene-1.55-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.55&CDS=1-1827	YHR202W
1102	OG0001102	-processed-gene-1.61-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.61&CDS=1-870	YJR144W
1103	OG0001103	-processed-gene-1.57-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.57&CDS=1-2238	YJR143C
1104	OG0001104	-processed-gene-1.83-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.83&CDS=1-1935	YLL007C
1105	OG0001105	-processed-gene-1.85-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.85&CDS=1-4245	YDR027C
1106	OG0001106	-processed-gene-1.35-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.35&CDS=1-855	YKL051W
1107	OG0001107	-processed-gene-1.63-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.63&CDS=1-1146	YPL152W
1108	OG0001108	-augustus-gene-1.142-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-1.142&CDS=1-3921	YGL216W
1109	OG0001109	-processed-gene-1.38-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.38&CDS=1-231	YLR395C
1110	OG0001110	-processed-gene-1.67-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.67&CDS=1-183	YDL067C
1111	OG0001111	-processed-gene-1.68-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.68&CDS=1-2214	YLR396C
1112	OG0001112	-augustus-gene-1.144-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-1.144&CDS=1-273	YBL029C-A
1113	OG0001113	-processed-gene-1.90-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.90&CDS=1-600	YDL059C
1114	OG0001114	-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.112&CDS=1-5577	YDL058W
1115	OG0001115	-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.113&CDS=1-2712	YKR009C
1116	OG0001116	-processed-gene-1.91-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.91&CDS=1-1002	YMR041C
1117	OG0001117	-processed-gene-1.70-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.70&CDS=1-609	YOR021C
1118	OG0001118	-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.135&CDS=1-2460	YOR022C
1119	OG0001119	-processed-gene-1.18-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.18&CDS=1-2481	YLR424W
1120	OG0001120	-processed-gene-1.93-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.93&CDS=1-1146	YKL195W
1121	OG0001121	-processed-gene-1.94-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.94&CDS=1-621	YKL196C
1122	OG0001122	-processed-gene-1.72-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.72&CDS=1-2172	YPR159W
1123	OG0001123	-processed-gene-1.73-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.73&CDS=1-762	YGR135W
1124	OG0001124	-processed-gene-1.74-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.74&CDS=1-849	YGR132C
1125	OG0001125	-processed-gene-1.75-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.75&CDS=1-1224	YLR418C
1126	OG0001126	-processed-gene-1.77-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.77&CDS=1-3483	YDL149W
1127	OG0001127	-processed-gene-1.97-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.97&CDS=1-2493	YDL148C
1128	OG0001128	-processed-gene-1.78-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.78&CDS=1-1305	YER061C
1129	OG0001129	-processed-gene-1.47-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.47&CDS=1-2202	YPR155C
1130	OG0001130	-snap-gene-1.51-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-snap-gene-1.51&CDS=1-1647	YML114C
1131	OG0001131	-processed-gene-1.82-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.82&CDS=1-2550	YMR277W
1132	OG0001132	-processed-gene-2.41-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.41&CDS=1-1695	YMR296C
1133	OG0001133	-processed-gene-2.43-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.43&CDS=1-1455	YML115C
1134	OG0001134	-processed-gene-2.44-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.44&CDS=1-1821	YMR278W
1135	OG0001135	-snap-gene-2.112-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-snap-gene-2.112&CDS=1-5193	YHR020W
1136	OG0001136	-processed-gene-2.5-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.5&CDS=1-1818	YPL222W
1137	OG0001137	-processed-gene-2.66-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.66&CDS=1-453	YDR092W
1138	OG0001138	-processed-gene-2.50-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.50&CDS=1-2622	YPL207W
1139	OG0001139	-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.101&CDS=1-2331	YLL004W
1140	OG0001140	-processed-gene-2.52-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.52&CDS=1-1095	YOR388C
1141	OG0001141	-processed-gene-2.53-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.53&CDS=1-3189	YCR011C
1142	OG0001142	-processed-gene-2.54-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.54&CDS=1-339	YBR135W
1143	OG0001143	-augustus-gene-2.40-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-2.40&CDS=1-4194	YBR058C
1144	OG0001144	-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.103&CDS=1-1311	YBR057C
1145	OG0001145	-snap-gene-2.111-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-snap-gene-2.111&CDS=1-7041	YFR019W
1146	OG0001146	-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.104&CDS=1-1623	YOL019W
1147	OG0001147	-processed-gene-2.77-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.77&CDS=1-2367	YPR089W
1148	OG0001148	-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.94&CDS=1-4341	YAL002W
1149	OG0001149	-processed-gene-2.78-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.78&CDS=1-1050	YGL001C
1150	OG0001150	-processed-gene-2.60-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.60&CDS=1-1398	YHR018C
1151	OG0001151	-processed-gene-2.61-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.61&CDS=1-1050	YNL289W
1152	OG0001152	-processed-gene-3.95-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.95&CDS=1-621	YJR133W
1153	OG0001153	-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.54&CDS=1-1773	YHR196W
1154	OG0001154	-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.50&CDS=1-1203	YJR072C
1155	OG0001155	-augustus-gene-3.47-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-3.47&CDS=1-783	YKL207W
1156	OG0001156	-processed-gene-3.93-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.93&CDS=1-348	YHL015W
1157	OG0001157	-processed-gene-3.94-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.94&CDS=1-1824	YMR032W
1158	OG0001158	-processed-gene-3.119-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.119&CDS=1-2742	YKL064W
1159	OG0001159	-processed-gene-3.120-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.120&CDS=1-384	YMR039C
1160	OG0001160	-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.59&CDS=1-5562	YDR170C
1161	OG0001161	-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.60&CDS=1-843	YLR150W
1162	OG0001162	-processed-gene-3.102-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.102&CDS=1-1884	YDR169C
1163	OG0001163	-processed-gene-3.121-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.121&CDS=1-5652	YPL231W
1164	OG0001164	-processed-gene-3.104-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.104&CDS=1-1065	YDR173C
1165	OG0001165	-processed-gene-3.125-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.125&CDS=1-756	YOR039W
1166	OG0001166	-snap-gene-3.134-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-snap-gene-3.134&CDS=1-3294	YOR038C
1167	OG0001167	-processed-gene-3.126-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.126&CDS=1-1098	YDR268W
1168	OG0001168	-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.87&CDS=1-807	YEL021W
1169	OG0001169	-processed-gene-3.109-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.109&CDS=1-261	YEL020W-A
1170	OG0001170	-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.69&CDS=1-1047	YEL019C
1171	OG0001171	-processed-gene-3.130-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.130&CDS=1-1077	YJR154W
1172	OG0001172	-processed-gene-3.111-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.111&CDS=1-1194	YIL044C
1173	OG0001173	-processed-gene-3.131-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.131&CDS=1-2067	YPR074C
1174	OG0001174	-augustus-gene-3.49-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-3.49&CDS=1-4713	YCR036W
1175	OG0001175	-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.72&CDS=1-3639	YDR325W
1176	OG0001176	-augustus-gene-3.46-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-3.46&CDS=1-2751	YKR038C
1177	OG0001177	-processed-gene-3.118-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.118&CDS=1-1629	YJL111W
1178	OG0001178	-processed-gene-4.44-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.44&CDS=1-2745	YDL035C
1179	OG0001179	-processed-gene-4.42-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.42&CDS=1-651	YOL110W
1180	OG0001180	-processed-gene-4.47-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.47&CDS=1-2058	YNL293W
1181	OG0001181	-processed-gene-4.43-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.43&CDS=1-2127	YNL294C
1182	OG0001182	-augustus-gene-4.82-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-4.82&CDS=1-4548	YJL072C
