	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041840_Candida_wancherniae
486	OG0000486	YAL010C	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.51&CDS=1-2397
487	OG0000487	YAL011W	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.18&CDS=1-2259
488	OG0000488	YAL012W	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.26&CDS=1-1194
489	OG0000489	YAL013W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.88&CDS=1-1704
490	OG0000490	YAL014C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-8.135&CDS=1-831
491	OG0000491	YAL016W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.91-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.91&CDS=1-1881
492	OG0000492	YAL019W	maker-NODE_6_length_814528_cov_41.1598_ID_979-augustus-gene-1.63-mRNA-1_1&gene=maker-NODE_6_length_814528_cov_41.1598_ID_979-augustus-gene-1.63&CDS=1-3873
493	OG0000493	YAL021C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.102&CDS=1-2286
494	OG0000494	YAL022C	genemark-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.120&CDS=1-1353
495	OG0000495	YAL024C	maker-NODE_8_length_429724_cov_46.1698_ID_1196-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_8_length_429724_cov_46.1698_ID_1196-augustus-gene-0.5&CDS=1-4980
496	OG0000496	YAL025C	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.120&CDS=1-933
497	OG0000497	YAL026C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-1.0&CDS=1-5388
498	OG0000498	YAL032C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-6.122&CDS=1-957
499	OG0000499	YAL034W-A	maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-13.2-mRNA-1_1&gene=maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-13.2&CDS=1-1137
500	OG0000500	YAL035W	augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-0.4&CDS=1-3027
501	OG0000501	YAL038W	augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.31&CDS=1-1512
502	OG0000502	YAL039C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.86&CDS=1-777
503	OG0000503	YAL040C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.99&CDS=1-1293
504	OG0000504	YAL041W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.83&CDS=1-2370
505	OG0000505	YAL042W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.96&CDS=1-1248
506	OG0000506	YAL043C	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.79&CDS=1-2142
507	OG0000507	YAL044C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.136-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.136&CDS=1-510
508	OG0000508	YAL044W-A	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.18&CDS=1-912
509	OG0000509	YAL046C	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-2.104&CDS=1-309
510	OG0000510	YAL048C	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-2.85&CDS=1-3018
511	OG0000511	YAL055W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-0.43&CDS=1-555
512	OG0000512	YAL058W	augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-1.166&CDS=1-1695
513	OG0000513	YAL059W	maker-NODE_15_length_216817_cov_40.2879_ID_1764-augustus-gene-1.193-mRNA-1_1&gene=maker-NODE_15_length_216817_cov_40.2879_ID_1764-augustus-gene-1.193&CDS=1-522
514	OG0000514	YAL067C	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.4&CDS=1-1734
515	OG0000515	YAR002W	snap_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-0.10&CDS=1-3318
516	OG0000516	YAR003W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.105&CDS=1-1362
517	OG0000517	YAR007C	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-1.105&CDS=1-1821
518	OG0000518	YAR008W	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.53&CDS=1-705
519	OG0000519	YAR014C	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.19&CDS=1-1893
520	OG0000520	YAR015W	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.45&CDS=1-918
521	OG0000521	YAR018C	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.25&CDS=1-1779
522	OG0000522	YAR035W	genemark-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.84-mRNA-1_1&gene=genemark-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.84&CDS=1-2265
523	OG0000523	YAR042W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-2.65&CDS=1-3423
524	OG0000524	YBL004W	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-1.10&CDS=1-7569
525	OG0000525	YBL007C	genemark-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-1.96&CDS=1-3768
526	OG0000526	YBL008W	maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-5.4-mRNA-1_1&gene=maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-5.4&CDS=1-2952
527	OG0000527	YBL013W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-2.142&CDS=1-1038
528	OG0000528	YBL014C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-2.143&CDS=1-2493
529	OG0000529	YBL015W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-2.71&CDS=1-1560
530	OG0000530	YBL019W	snap_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-6.105-mRNA-1_1&gene=snap_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-6.105&CDS=1-813
531	OG0000531	YBL020W	genemark-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.15&CDS=1-1554
532	OG0000532	YBL021C	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.81&CDS=1-690
533	OG0000533	YBL022C	genemark-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.29&CDS=1-3984
534	OG0000534	YBL023C	snap_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.109&CDS=1-3990
535	OG0000535	YBL024W	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.80&CDS=1-2022
536	OG0000536	YBL026W	genemark-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.32&CDS=1-564
537	OG0000537	YBL028C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-14.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-14.127&CDS=1-282
538	OG0000538	YBL033C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-8.121&CDS=1-972
539	OG0000539	YBL034C	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.87&CDS=1-4380
540	OG0000540	YBL035C	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.89&CDS=1-1971
541	OG0000541	YBL036C	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.66&CDS=1-735
542	OG0000542	YBL037W	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.93&CDS=1-2997
543	OG0000543	YBL038W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-8.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-8.123&CDS=1-687
544	OG0000544	YBL039C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.139-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.139&CDS=1-1725
545	OG0000545	YBL040C	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.14&CDS=1-636
546	OG0000546	YBL041W	genemark-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.139-mRNA-1_1&gene=genemark-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.139&CDS=1-1011
547	OG0000547	YBL045C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-4.99&CDS=1-1323
548	OG0000548	YBL047C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-0.73&CDS=1-4146
549	OG0000549	YBL049W	augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.8&CDS=1-660
550	OG0000550	YBL050W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.46&CDS=1-876
551	OG0000551	YBL051C	genemark-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.124&CDS=1-2007
552	OG0000552	YBL054W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.40&CDS=1-1545
553	OG0000553	YBL055C	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.77&CDS=1-1173
554	OG0000554	YBL057C	genemark-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.73-mRNA-1_1&gene=genemark-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.73&CDS=1-594
555	OG0000555	YBL059C-A	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.149-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.149&CDS=1-297
556	OG0000556	YBL061C	augustus_masked-NODE_21_length_45956_cov_37.0306_ID_1719-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_21_length_45956_cov_37.0306_ID_1719-processed-gene-0.70&CDS=1-1764
557	OG0000557	YBL064C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-6.75&CDS=1-1464
558	OG0000558	YBL066C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-5.22&CDS=1-2748
559	OG0000559	YBL071W-A	snap_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.207-mRNA-1_1&gene=snap_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.207&CDS=1-204
560	OG0000560	YBL076C	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-1.111&CDS=1-3243
561	OG0000561	YBL078C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.136&CDS=1-393
562	OG0000562	YBL080C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.116&CDS=1-1428
563	OG0000563	YBL082C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.124&CDS=1-1458
564	OG0000564	YBL084C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.28&CDS=1-2091
565	OG0000565	YBL086C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.21&CDS=1-1188
566	OG0000566	YBL090W	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.41&CDS=1-567
567	OG0000567	YBL091C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-3.59&CDS=1-1245
568	OG0000568	YBL093C	maker-NODE_2_length_1010902_cov_46.2783_ID_931-augustus-gene-7.1-mRNA-1_1&gene=maker-NODE_2_length_1010902_cov_46.2783_ID_931-augustus-gene-7.1&CDS=1-507
569	OG0000569	YBL099W	augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-0.13&CDS=1-1626
570	OG0000570	YBL102W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.36&CDS=1-630
571	OG0000571	YBL103C	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-1.97&CDS=1-1335
572	OG0000572	YBL105C	maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-9.7-mRNA-1_1&gene=maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-9.7&CDS=1-7692
573	OG0000573	YBL107C	augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.103&CDS=1-510
574	OG0000574	YBR003W	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.170-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.170&CDS=1-1467
575	OG0000575	YBR007C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.46&CDS=1-1611
576	OG0000576	YBR011C	maker-NODE_7_length_609123_cov_48.3247_ID_1015-augustus-gene-0.125-mRNA-1_1&gene=maker-NODE_7_length_609123_cov_48.3247_ID_1015-augustus-gene-0.125&CDS=1-1914
577	OG0000577	YBR017C	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.20&CDS=1-2784
578	OG0000578	YBR018C	augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-1.150&CDS=1-1101
579	OG0000579	YBR019C	augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-1.149&CDS=1-2067
580	OG0000580	YBR022W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-4.111&CDS=1-486
581	OG0000581	YBR023C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-3.18&CDS=1-3444
582	OG0000582	YBR026C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.71&CDS=1-1092
583	OG0000583	YBR029C	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.107&CDS=1-1308
584	OG0000584	YBR030W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-8.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-8.129&CDS=1-1752
585	OG0000585	YBR034C	maker-NODE_11_length_350663_cov_63.1148_ID_1849-augustus-gene-2.143-mRNA-1_1&gene=maker-NODE_11_length_350663_cov_63.1148_ID_1849-augustus-gene-2.143&CDS=1-2496
586	OG0000586	YBR035C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-3.83&CDS=1-684
587	OG0000587	YBR037C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.80&CDS=1-975
588	OG0000588	YBR039W	maker-NODE_2_length_1010902_cov_46.2783_ID_931-augustus-gene-8.118-mRNA-1_1&gene=maker-NODE_2_length_1010902_cov_46.2783_ID_931-augustus-gene-8.118&CDS=1-1089
589	OG0000589	YBR041W	genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-13.101-mRNA-1_1&gene=genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-13.101&CDS=1-1953
590	OG0000590	YBR042C	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.70&CDS=1-1467
591	OG0000591	YBR043C	augustus_masked-NODE_18_length_142348_cov_45.3673_ID_1608-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_18_length_142348_cov_45.3673_ID_1608-processed-gene-0.71&CDS=1-1884
592	OG0000592	YBR046C	maker-NODE_15_length_216817_cov_40.2879_ID_1764-snap-gene-0.82-mRNA-1_1&gene=maker-NODE_15_length_216817_cov_40.2879_ID_1764-snap-gene-0.82&CDS=1-2019
593	OG0000593	YBR055C	genemark-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.45-mRNA-1_1&gene=genemark-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.45&CDS=1-2625
594	OG0000594	YBR056W	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-2.169&CDS=1-1503
595	OG0000595	YBR057C	augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.121&CDS=1-1554
