	OrthologID	Nakaseomyces_bracarensis	Saccharomyces_cerevisiae
771	OG0000771	augustus_masked-CABR0S05-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-4.43&CDS=1-1308	YPL083C
772	OG0000772	snap_masked-CABR0S05-processed-gene-4.20-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.20&CDS=1-6552	YPL085W
773	OG0000773	snap_masked-CABR0S05-processed-gene-4.23-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.23&CDS=1-3024	YDR028C
774	OG0000774	snap_masked-CABR0S05-processed-gene-4.24-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.24&CDS=1-1443	YDR030C
775	OG0000775	snap_masked-CABR0S05-processed-gene-4.25-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.25&CDS=1-594	YDR032C
776	OG0000776	snap_masked-CABR0S05-processed-gene-4.28-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.28&CDS=1-2430	YDR034C
777	OG0000777	snap_masked-CABR0S05-processed-gene-4.29-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.29&CDS=1-1467	YDR036C
778	OG0000778	snap_masked-CABR0S05-processed-gene-4.11-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.11&CDS=1-1770	YDR037W
779	OG0000779	snap_masked-CABR0S05-processed-gene-4.12-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.12&CDS=1-681	YDR041W
780	OG0000780	augustus_masked-CABR0S05-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-4.49&CDS=1-978	YDR044W
781	OG0000781	genemark-CABR0S05-processed-gene-4.79-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-4.79&CDS=1-1830	YBR098W
782	OG0000782	snap_masked-CABR0S05-processed-gene-4.33-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.33&CDS=1-876	YBR101C
783	OG0000783	snap_masked-CABR0S05-processed-gene-4.34-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.34&CDS=1-2322	YBR102C
784	OG0000784	snap_masked-CABR0S05-processed-gene-4.15-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.15&CDS=1-1605	YBR103W
785	OG0000785	snap_masked-CABR0S05-processed-gene-4.35-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.35&CDS=1-780	YPR060C
786	OG0000786	snap_masked-CABR0S05-processed-gene-5.3-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.3&CDS=1-981	YBR105C
787	OG0000787	snap_masked-CABR0S05-processed-gene-5.0-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.0&CDS=1-594	YBR106W
788	OG0000788	genemark-CABR0S05-processed-gene-5.143-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.143&CDS=1-1347	YBR110W
789	OG0000789	maker-CABR0S05-snap-gene-5.71-mRNA-1_1&gene=maker-CABR0S05-snap-gene-5.71&CDS=1-696	YBR111C
790	OG0000790	genemark-CABR0S05-processed-gene-5.147-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.147&CDS=1-297	YBR111W-A
791	OG0000791	genemark-CABR0S05-processed-gene-5.148-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.148&CDS=1-2445	YBR114W
792	OG0000792	genemark-CABR0S05-processed-gene-5.174-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.174&CDS=1-4173	YBR115C
793	OG0000793	genemark-CABR0S05-processed-gene-5.175-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.175&CDS=1-426	YPR082C
794	OG0000794	augustus_masked-CABR0S05-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.86&CDS=1-1671	YPR083W
795	OG0000795	snap_masked-CABR0S05-processed-gene-5.10-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.10&CDS=1-1446	YPR084W
796	OG0000796	genemark-CABR0S05-processed-gene-5.176-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.176&CDS=1-1431	YPR085C
797	OG0000797	snap_masked-CABR0S05-processed-gene-5.11-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.11&CDS=1-1086	YPR086W
798	OG0000798	snap_masked-CABR0S05-processed-gene-5.41-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.41&CDS=1-1590	YPR088C
799	OG0000799	snap_masked-CABR0S05-processed-gene-5.12-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.12&CDS=1-2706	YPR089W
800	OG0000800	snap_masked-CABR0S05-processed-gene-5.42-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.42&CDS=1-2286	YPR091C
801	OG0000801	augustus_masked-CABR0S05-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.115&CDS=1-981	YPR093C
802	OG0000802	snap_masked-CABR0S05-processed-gene-5.13-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.13&CDS=1-321	YPR094W
803	OG0000803	augustus_masked-CABR0S05-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.116&CDS=1-3513	YPR095C
804	OG0000804	augustus_masked-CABR0S05-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.90&CDS=1-3795	YPR097W
805	OG0000805	snap_masked-CABR0S05-processed-gene-5.45-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.45&CDS=1-2142	YKR067W
806	OG0000806	snap_masked-CABR0S05-processed-gene-5.16-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.16&CDS=1-1065	YKR066C
807	OG0000807	snap_masked-CABR0S05-processed-gene-5.17-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.17&CDS=1-3525	YGL140C
808	OG0000808	snap_masked-CABR0S05-processed-gene-5.18-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.18&CDS=1-516	YKR051W
809	OG0000809	augustus_masked-CABR0S05-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.120&CDS=1-5877	YKR054C
810	OG0000810	snap_masked-CABR0S05-processed-gene-5.51-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.51&CDS=1-1308	YPR125W
811	OG0000811	snap_masked-CABR0S05-processed-gene-5.52-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.52&CDS=1-1194	YPR124W
812	OG0000812	augustus_masked-CABR0S05-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.125&CDS=1-3735	YPR122W
813	OG0000813	snap_masked-CABR0S05-processed-gene-5.55-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.55&CDS=1-1413	YPR119W
814	OG0000814	snap_masked-CABR0S05-processed-gene-5.20-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.20&CDS=1-1239	YPR118W
815	OG0000815	augustus_masked-CABR0S05-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.127&CDS=1-7443	YPR117W
816	OG0000816	augustus_masked-CABR0S05-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.128&CDS=1-798	YPR116W
817	OG0000817	snap_masked-CABR0S05-processed-gene-5.59-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.59&CDS=1-897	YPR114W
818	OG0000818	snap_masked-CABR0S05-processed-gene-5.21-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.21&CDS=1-2577	YPR112C
819	OG0000819	snap_masked-CABR0S05-processed-gene-5.22-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.22&CDS=1-1002	YPR110C
820	OG0000820	snap_masked-CABR0S05-processed-gene-5.61-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.61&CDS=1-822	YPR109W
821	OG0000821	snap_masked-CABR0S05-processed-gene-5.62-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.62&CDS=1-1248	YPR108W
822	OG0000822	snap_masked-CABR0S05-processed-gene-5.23-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.23&CDS=1-624	YPR107C
823	OG0000823	genemark-CABR0S05-processed-gene-5.197-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.197&CDS=1-1170	YPR106W
824	OG0000824	snap_masked-CABR0S05-processed-gene-5.26-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.26&CDS=1-2583	YPR105C
825	OG0000825	snap_masked-CABR0S05-processed-gene-5.27-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.27&CDS=1-4755	YPR104C
826	OG0000826	snap_masked-CABR0S05-processed-gene-5.63-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.63&CDS=1-861	YPR103W
827	OG0000827	genemark-CABR0S05-processed-gene-5.167-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.167&CDS=1-1362	YDR449C
828	OG0000828	genemark-CABR0S05-processed-gene-5.199-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.199&CDS=1-1335	YDR448W
829	OG0000829	augustus_masked-CABR0S05-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.137&CDS=1-783	YDR446W
830	OG0000830	snap_masked-CABR0S05-processed-gene-5.30-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.30&CDS=1-1737	YLR267W
831	OG0000831	snap_masked-CABR0S05-processed-gene-5.67-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.67&CDS=1-2280	YLR263W
832	OG0000832	genemark-CABR0S05-processed-gene-5.171-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.171&CDS=1-849	YLR262C
833	OG0000833	snap_masked-CABR0S05-processed-gene-5.36-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.36&CDS=1-1719	YLR259C
834	OG0000834	snap_masked-CABR0S05-processed-gene-5.37-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.37&CDS=1-2148	YDR211W
835	OG0000835	genemark-CABR0S05-processed-gene-5.203-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.203&CDS=1-618	YNL222W
836	OG0000836	snap_masked-CABR0S08-processed-gene-0.5-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.5&CDS=1-1086	YML131W
837	OG0000837	snap_masked-CABR0S08-processed-gene-0.6-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.6&CDS=1-1713	YFL049W
838	OG0000838	genemark-CABR0S08-processed-gene-0.51-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-0.51&CDS=1-2181	YFL047W
839	OG0000839	genemark-CABR0S08-processed-gene-0.52-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-0.52&CDS=1-633	YFL046W
840	OG0000840	snap_masked-CABR0S08-processed-gene-0.16-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.16&CDS=1-765	YFL045C
841	OG0000841	snap_masked-CABR0S08-processed-gene-0.17-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.17&CDS=1-660	YLR075W
842	OG0000842	snap_masked-CABR0S08-processed-gene-0.8-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.8&CDS=1-516	YLR074C
843	OG0000843	snap_masked-CABR0S08-processed-gene-0.18-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.18&CDS=1-930	YFL044C
844	OG0000844	snap_masked-CABR0S08-processed-gene-0.9-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.9&CDS=1-1860	YFL041W
845	OG0000845	augustus_masked-CABR0S08-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-CABR0S08-processed-gene-0.32&CDS=1-1455	YFL040W
846	OG0000846	snap_masked-CABR0S08-processed-gene-0.21-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.21&CDS=1-1122	YFL039C
847	OG0000847	snap_masked-CABR0S08-processed-gene-0.22-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.22&CDS=1-615	YFL038C
848	OG0000848	snap_masked-CABR0S08-processed-gene-0.10-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.10&CDS=1-1356	YFL037W
849	OG0000849	snap_masked-CABR0S08-processed-gene-0.11-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.11&CDS=1-3975	YFL036W
850	OG0000850	snap_masked-CABR0S08-processed-gene-0.23-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.23&CDS=1-996	YFL034C-B
851	OG0000851	snap_masked-CABR0S08-processed-gene-0.12-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.12&CDS=1-3444	YFL034W
852	OG0000852	snap_masked-CABR0S08-processed-gene-0.24-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.24&CDS=1-5121	YFL033C
853	OG0000853	snap_masked-CABR0S08-processed-gene-1.4-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.4&CDS=1-1122	YFL030W
854	OG0000854	augustus_masked-CABR0S08-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-CABR0S08-processed-gene-1.83&CDS=1-1068	YFL029C
855	OG0000855	snap_masked-CABR0S08-processed-gene-1.5-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.5&CDS=1-879	YFL028C
856	OG0000856	snap_masked-CABR0S08-processed-gene-1.6-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.6&CDS=1-1662	YFL027C
857	OG0000857	genemark-CABR0S08-processed-gene-1.148-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-1.148&CDS=1-1260	YFL026W
858	OG0000858	augustus_masked-CABR0S08-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-CABR0S08-processed-gene-1.86&CDS=1-3024	YFL025C
859	OG0000859	snap_masked-CABR0S08-processed-gene-1.35-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.35&CDS=1-2655	YFL024C
860	OG0000860	snap_masked-CABR0S08-processed-gene-1.8-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.8&CDS=1-2877	YFL023W
861	OG0000861	snap_masked-CABR0S08-processed-gene-1.36-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.36&CDS=1-1497	YFL022C
862	OG0000862	snap_masked-CABR0S08-processed-gene-1.11-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.11&CDS=1-228	YFL017W-A
863	OG0000863	genemark-CABR0S08-processed-gene-1.181-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-1.181&CDS=1-471	YFL017C
864	OG0000864	genemark-CABR0S08-processed-gene-1.156-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-1.156&CDS=1-1740	YOL020W
865	OG0000865	snap_masked-CABR0S08-processed-gene-1.13-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.13&CDS=1-1833	YOL019W
866	OG0000866	snap_masked-CABR0S08-processed-gene-1.38-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.38&CDS=1-1101	YOL018C
867	OG0000867	snap_masked-CABR0S08-processed-gene-1.41-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.41&CDS=1-1182	YLR257W
868	OG0000868	snap_masked-CABR0S08-processed-gene-1.15-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.15&CDS=1-870	YOR362C
869	OG0000869	snap_masked-CABR0S08-processed-gene-1.16-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.16&CDS=1-261	YEL020W-A
870	OG0000870	snap_masked-CABR0S08-processed-gene-1.44-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.44&CDS=1-1692	YEL020C
871	OG0000871	snap_masked-CABR0S08-processed-gene-1.45-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.45&CDS=1-831	YEL019C
872	OG0000872	snap_masked-CABR0S08-processed-gene-1.17-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.17&CDS=1-612	YEL018W
873	OG0000873	snap_masked-CABR0S08-processed-gene-1.18-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.18&CDS=1-1158	YEL017W
874	OG0000874	snap_masked-CABR0S08-processed-gene-1.19-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.19&CDS=1-1875	YEL015W
875	OG0000875	snap_masked-CABR0S08-processed-gene-1.20-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.20&CDS=1-1746	YEL013W
876	OG0000876	snap_masked-CABR0S08-processed-gene-1.46-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.46&CDS=1-2115	YEL011W
877	OG0000877	snap_masked-CABR0S08-processed-gene-1.47-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.47&CDS=1-627	YEL012W
878	OG0000878	snap_masked-CABR0S08-processed-gene-1.50-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.50&CDS=1-960	YNR003C
879	OG0000879	snap_masked-CABR0S08-processed-gene-1.51-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.51&CDS=1-2793	YNL287W
880	OG0000880	snap_masked-CABR0S08-processed-gene-1.52-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.52&CDS=1-1098	YNL288W
881	OG0000881	snap_masked-CABR0S08-processed-gene-1.53-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.53&CDS=1-990	YNL290W
882	OG0000882	genemark-CABR0S08-processed-gene-1.164-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-1.164&CDS=1-1644	YNL291C
883	OG0000883	genemark-CABR0S08-processed-gene-1.198-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-1.198&CDS=1-1215	YNL292W
884	OG0000884	snap_masked-CABR0S08-processed-gene-1.55-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.55&CDS=1-2160	YNL293W
885	OG0000885	genemark-CABR0S08-processed-gene-1.165-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-1.165&CDS=1-1689	YNL294C
886	OG0000886	augustus_masked-CABR0S08-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-CABR0S08-processed-gene-1.132&CDS=1-1464	YNL295W
887	OG0000887	snap_masked-CABR0S08-processed-gene-1.23-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.23&CDS=1-4908	YNL297C
888	OG0000888	snap_masked-CABR0S08-processed-gene-1.57-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.57&CDS=1-2529	YNL298W
889	OG0000889	snap_masked-CABR0S08-processed-gene-1.61-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.61&CDS=1-1437	YNL304W
890	OG0000890	snap_masked-CABR0S08-processed-gene-1.24-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.24&CDS=1-810	YNL305C
891	OG0000891	genemark-CABR0S08-processed-gene-1.206-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-1.206&CDS=1-1155	YOL127W
892	OG0000892	snap_masked-CABR0S08-processed-gene-1.25-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.25&CDS=1-1803	YNL308C
893	OG0000893	snap_masked-CABR0S08-processed-gene-1.64-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.64&CDS=1-1233	YNL309W
894	OG0000894	augustus_masked-CABR0S08-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-CABR0S08-processed-gene-1.104&CDS=1-2784	YNL311C
895	OG0000895	snap_masked-CABR0S08-processed-gene-1.66-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.66&CDS=1-837	YNL312W
896	OG0000896	snap_masked-CABR0S08-processed-gene-1.67-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.67&CDS=1-1095	YNL314W
897	OG0000897	maker-CABR0S08-augustus-gene-1.0-mRNA-1_1&gene=maker-CABR0S08-augustus-gene-1.0&CDS=1-1974	YNL316C
898	OG0000898	genemark-CABR0S08-processed-gene-1.210-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-1.210&CDS=1-1434	YNL317W
899	OG0000899	genemark-CABR0S08-processed-gene-1.173-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-1.173&CDS=1-1596	YNL318C
900	OG0000900	snap_masked-CABR0S08-processed-gene-1.70-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.70&CDS=1-858	YNL320W
901	OG0000901	snap_masked-CABR0S08-processed-gene-1.71-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.71&CDS=1-2889	YNL321W
902	OG0000902	snap_masked-CABR0S08-processed-gene-1.29-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.29&CDS=1-1122	YNL322C
903	OG0000903	snap_masked-CABR0S08-processed-gene-1.72-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.72&CDS=1-1251	YNL323W
904	OG0000904	snap_masked-CABR0S08-processed-gene-1.30-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.30&CDS=1-2628	YNL325C
905	OG0000905	maker-CABR0S08-augustus-gene-1.1-mRNA-1_1&gene=maker-CABR0S08-augustus-gene-1.1&CDS=1-3870	YNL326C
906	OG0000906	snap_masked-CABR0S08-processed-gene-1.73-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.73&CDS=1-2214	YNL327W
907	OG0000907	snap_masked-CABR0S08-processed-gene-1.33-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.33&CDS=1-432	YNL328C
908	OG0000908	snap_masked-CABR0S08-processed-gene-1.34-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.34&CDS=1-3024	YNL329C
909	OG0000909	snap_masked-CABR0S11-processed-gene-0.155-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.155&CDS=1-4428	YLR247C
910	OG0000910	snap_masked-CABR0S11-processed-gene-0.156-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.156&CDS=1-468	YLR170C
911	OG0000911	snap_masked-CABR0S11-processed-gene-0.157-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.157&CDS=1-900	YLR172C
912	OG0000912	snap_masked-CABR0S11-processed-gene-0.121-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.121&CDS=1-1755	YLR173W
913	OG0000913	genemark-CABR0S11-processed-gene-0.93-mRNA-1_1&gene=genemark-CABR0S11-processed-gene-0.93&CDS=1-1089	YCL016C
914	OG0000914	snap_masked-CABR0S11-processed-gene-0.124-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.124&CDS=1-4653	YCL014W
915	OG0000915	snap_masked-CABR0S11-processed-gene-0.159-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.159&CDS=1-216	YCL012C
916	OG0000916	snap_masked-CABR0S11-processed-gene-0.161-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.161&CDS=1-852	YCL010C
917	OG0000917	snap_masked-CABR0S11-processed-gene-0.125-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.125&CDS=1-1272	YCL005W
918	OG0000918	genemark-CABR0S11-processed-gene-0.68-mRNA-1_1&gene=genemark-CABR0S11-processed-gene-0.68&CDS=1-1512	YCL004W
919	OG0000919	genemark-CABR0S11-processed-gene-0.96-mRNA-1_1&gene=genemark-CABR0S11-processed-gene-0.96&CDS=1-792	YCL002C
920	OG0000920	snap_masked-CABR0S11-processed-gene-0.127-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.127&CDS=1-552	YCL001W
921	OG0000921	snap_masked-CABR0S11-processed-gene-0.162-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.162&CDS=1-972	YCR002C
922	OG0000922	snap_masked-CABR0S11-processed-gene-0.129-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.129&CDS=1-522	YCR003W
923	OG0000923	genemark-CABR0S11-processed-gene-0.98-mRNA-1_1&gene=genemark-CABR0S11-processed-gene-0.98&CDS=1-783	YCR004C
924	OG0000924	maker-CABR0S11-snap-gene-0.7-mRNA-1_1&gene=maker-CABR0S11-snap-gene-0.7&CDS=1-2961	YEL061C
925	OG0000925	snap_masked-CABR0S11-processed-gene-0.165-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.165&CDS=1-1791	YEL060C
926	OG0000926	snap_masked-CABR0S11-processed-gene-0.132-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.132&CDS=1-1635	YEL058W
927	OG0000927	genemark-CABR0S11-processed-gene-0.73-mRNA-1_1&gene=genemark-CABR0S11-processed-gene-0.73&CDS=1-1266	YEL056W
928	OG0000928	snap_masked-CABR0S11-processed-gene-0.168-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.168&CDS=1-3036	YEL055C
929	OG0000929	snap_masked-CABR0S11-processed-gene-0.169-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.169&CDS=1-1035	YCR015C
930	OG0000930	genemark-CABR0S11-processed-gene-0.74-mRNA-1_1&gene=genemark-CABR0S11-processed-gene-0.74&CDS=1-1755	YLR248W
931	OG0000931	snap_masked-CABR0S11-processed-gene-0.134-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.134&CDS=1-3135	YNL014W
932	OG0000932	snap_masked-CABR0S11-processed-gene-0.135-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.135&CDS=1-624	YLR251W
933	OG0000933	snap_masked-CABR0S11-processed-gene-0.136-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.136&CDS=1-1743	YLR253W
934	OG0000934	augustus_masked-CABR0S11-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-CABR0S11-processed-gene-0.50&CDS=1-5124	YBR275C
935	OG0000935	maker-CABR0S11-snap-gene-0.8-mRNA-1_1&gene=maker-CABR0S11-snap-gene-0.8&CDS=1-2259	YBR276C
936	OG0000936	augustus_masked-CABR0S11-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-CABR0S11-processed-gene-0.25&CDS=1-2112	YBR279W
937	OG0000937	snap_masked-CABR0S11-processed-gene-0.171-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.171&CDS=1-1869	YBR280C
938	OG0000938	snap_masked-CABR0S11-processed-gene-0.172-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.172&CDS=1-2613	YBR281C
939	OG0000939	genemark-CABR0S11-processed-gene-0.81-mRNA-1_1&gene=genemark-CABR0S11-processed-gene-0.81&CDS=1-435	YBR282W
940	OG0000940	snap_masked-CABR0S11-processed-gene-0.173-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.173&CDS=1-1470	YBR283C
941	OG0000941	augustus_masked-CABR0S11-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-CABR0S11-processed-gene-0.28&CDS=1-1098	YKR011C
942	OG0000942	snap_masked-CABR0S11-processed-gene-0.175-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.175&CDS=1-2103	YGL203C
943	OG0000943	snap_masked-CABR0S11-processed-gene-0.145-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.145&CDS=1-1512	YGL202W
944	OG0000944	snap_masked-CABR0S11-processed-gene-0.176-mRNA-1_1&gene=snap_masked-CABR0S11-processed-gene-0.176&CDS=1-2916	YGL201C
