	OrthologID	Debaryomyces_hansenii	Saccharomyces_cerevisiae
793	OG0000793	augustus_masked-Deha2B-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-2.114&CDS=1-1275	YPR025C
794	OG0000794	augustus_masked-Deha2B-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-2.134&CDS=1-1599	YDL143W
795	OG0000795	augustus_masked-Deha2B-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-2.115&CDS=1-1011	YLR215C
796	OG0000796	augustus_masked-Deha2B-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-2.116&CDS=1-996	YBR053C
797	OG0000797	augustus_masked-Deha2B-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-2.135&CDS=1-423	YJR055W
798	OG0000798	augustus_masked-Deha2B-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.48&CDS=1-1002	YKL051W
799	OG0000799	augustus_masked-Deha2B-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.49&CDS=1-2529	YMR019W
800	OG0000800	augustus_masked-Deha2B-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.51&CDS=1-1071	YGL215W
801	OG0000801	augustus_masked-Deha2B-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.53&CDS=1-489	YER030W
802	OG0000802	augustus_masked-Deha2B-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.52&CDS=1-432	YER029C
803	OG0000803	augustus_masked-Deha2B-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.55&CDS=1-3099	YGL207W
804	OG0000804	augustus_masked-Deha2B-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.56&CDS=1-1560	YKL045W
805	OG0000805	augustus_masked-Deha2B-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.80&CDS=1-819	YJR060W
806	OG0000806	augustus_masked-Deha2B-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.59&CDS=1-2088	YMR301C
807	OG0000807	augustus_masked-Deha2B-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.81&CDS=1-2880	YIL137C
808	OG0000808	augustus_masked-Deha2B-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.61&CDS=1-1512	YDR531W
809	OG0000809	genemark-Deha2B-processed-gene-3.119-mRNA-1_1&gene=genemark-Deha2B-processed-gene-3.119&CDS=1-1488	YPL112C
810	OG0000810	augustus_masked-Deha2B-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.82&CDS=1-1179	YGR012W
811	OG0000811	augustus_masked-Deha2B-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.66&CDS=1-738	YEL038W
812	OG0000812	augustus_masked-Deha2B-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.85&CDS=1-1119	YEL037C
813	OG0000813	augustus_masked-Deha2B-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.67&CDS=1-1890	YJR052W
814	OG0000814	augustus_masked-Deha2B-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.86&CDS=1-2331	YML046W
815	OG0000815	augustus_masked-Deha2B-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.68&CDS=1-1794	YGR013W
816	OG0000816	snap_masked-Deha2B-processed-gene-3.39-mRNA-1_1&gene=snap_masked-Deha2B-processed-gene-3.39&CDS=1-3405	YGR014W
817	OG0000817	augustus_masked-Deha2B-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.70&CDS=1-339	YKL138C
818	OG0000818	genemark-Deha2B-processed-gene-3.132-mRNA-1_1&gene=genemark-Deha2B-processed-gene-3.132&CDS=1-2166	YGL023C
819	OG0000819	augustus_masked-Deha2B-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.74&CDS=1-2253	YGL022W
820	OG0000820	augustus_masked-Deha2B-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.75&CDS=1-585	YGL010W
821	OG0000821	maker-Deha2B-augustus-gene-3.97-mRNA-1_1&gene=maker-Deha2B-augustus-gene-3.97&CDS=1-1599	YGL192W
822	OG0000822	maker-Deha2B-augustus-gene-3.98-mRNA-1_1&gene=maker-Deha2B-augustus-gene-3.98&CDS=1-3684	YBL007C
823	OG0000823	augustus_masked-Deha2B-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.93&CDS=1-1089	YPL113C
824	OG0000824	augustus_masked-Deha2B-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.94&CDS=1-465	YGL187C
825	OG0000825	augustus_masked-Deha2B-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.77&CDS=1-1521	YGL190C
826	OG0000826	augustus_masked-Deha2B-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.74&CDS=1-411	YGL191W
827	OG0000827	augustus_masked-Deha2B-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.72&CDS=1-330	YOL108C
828	OG0000828	augustus_masked-Deha2B-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.76&CDS=1-1962	YLR143W
829	OG0000829	augustus_masked-Deha2B-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.78&CDS=1-2148	YKL179C
830	OG0000830	genemark-Deha2B-processed-gene-4.18-mRNA-1_1&gene=genemark-Deha2B-processed-gene-4.18&CDS=1-2478	YLR361C
831	OG0000831	augustus_masked-Deha2B-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.81&CDS=1-2451	YLR362W
832	OG0000832	augustus_masked-Deha2B-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.82&CDS=1-2589	YKL171W
833	OG0000833	augustus_masked-Deha2B-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.84&CDS=1-450	YFL017C
834	OG0000834	augustus_masked-Deha2B-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.107&CDS=1-222	YFL017W-A
835	OG0000835	augustus_masked-Deha2B-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.108&CDS=1-2223	YFL013C
836	OG0000836	augustus_masked-Deha2B-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.86&CDS=1-3060	YMR231W
837	OG0000837	augustus_masked-Deha2B-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.109&CDS=1-876	YDL201W
838	OG0000838	genemark-Deha2B-processed-gene-4.49-mRNA-1_1&gene=genemark-Deha2B-processed-gene-4.49&CDS=1-744	YDL202W
839	OG0000839	augustus_masked-Deha2B-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.89&CDS=1-1620	YMR239C
840	OG0000840	augustus_masked-Deha2B-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.90&CDS=1-1377	YDR229W
841	OG0000841	augustus_masked-Deha2B-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.111&CDS=1-1278	YGR286C
842	OG0000842	augustus_masked-Deha2B-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.92&CDS=1-1725	YDR232W
843	OG0000843	augustus_masked-Deha2B-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.93&CDS=1-4005	YOR100C
844	OG0000844	augustus_masked-Deha2B-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.94&CDS=1-1428	YOR334W
845	OG0000845	augustus_masked-Deha2B-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.112&CDS=1-933	YOR340C
846	OG0000846	maker-Deha2B-augustus-gene-4.65-mRNA-1_1&gene=maker-Deha2B-augustus-gene-4.65&CDS=1-1179	YAL034W-A
847	OG0000847	augustus_masked-Deha2B-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.96&CDS=1-1122	YNR015W
848	OG0000848	augustus_masked-Deha2B-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.116&CDS=1-627	YNR017W
849	OG0000849	augustus_masked-Deha2B-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.97&CDS=1-6675	YNR016C
850	OG0000850	augustus_masked-Deha2B-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.98&CDS=1-1200	YCR045C
851	OG0000851	augustus_masked-Deha2B-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.117&CDS=1-963	YCR060W
852	OG0000852	maker-Deha2B-augustus-gene-4.66-mRNA-1_1&gene=maker-Deha2B-augustus-gene-4.66&CDS=1-900	YCR059C
853	OG0000853	augustus_masked-Deha2B-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.100&CDS=1-2781	YCR057C
854	OG0000854	augustus_masked-Deha2B-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.101&CDS=1-2103	YFR015C
855	OG0000855	augustus_masked-Deha2B-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.119&CDS=1-1245	YBL086C
856	OG0000856	augustus_masked-Deha2B-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.120&CDS=1-657	YHR122W
857	OG0000857	augustus_masked-Deha2B-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.71&CDS=1-459	YNL135C
858	OG0000858	augustus_masked-Deha2B-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.69&CDS=1-1104	YNL128W
859	OG0000859	augustus_masked-Deha2B-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.72&CDS=1-576	YHR121W
860	OG0000860	augustus_masked-Deha2B-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.70&CDS=1-2697	YNL127W
861	OG0000861	augustus_masked-Deha2B-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.73&CDS=1-456	YNL131W
862	OG0000862	augustus_masked-Deha2B-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.95&CDS=1-1188	YHR123W
863	OG0000863	augustus_masked-Deha2B-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.75&CDS=1-2004	YOR329C
864	OG0000864	augustus_masked-Deha2B-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.76&CDS=1-2505	YDL028C
865	OG0000865	genemark-Deha2B-processed-gene-5.153-mRNA-1_1&gene=genemark-Deha2B-processed-gene-5.153&CDS=1-1176	YDL029W
866	OG0000866	genemark-Deha2B-processed-gene-5.154-mRNA-1_1&gene=genemark-Deha2B-processed-gene-5.154&CDS=1-1161	YJL125C
867	OG0000867	augustus_masked-Deha2B-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.77&CDS=1-516	YJL124C
868	OG0000868	augustus_masked-Deha2B-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.78&CDS=1-1200	YPR108W
869	OG0000869	augustus_masked-Deha2B-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.80&CDS=1-579	YEL012W
870	OG0000870	augustus_masked-Deha2B-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.81&CDS=1-1560	YBR006W
871	OG0000871	augustus_masked-Deha2B-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.104&CDS=1-1047	YCR019W
872	OG0000872	augustus_masked-Deha2B-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.105&CDS=1-1278	YDR517W
873	OG0000873	augustus_masked-Deha2B-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.106&CDS=1-3477	YNR067C
874	OG0000874	augustus_masked-Deha2B-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.84&CDS=1-495	YBR282W
875	OG0000875	augustus_masked-Deha2B-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.85&CDS=1-831	YBR278W
876	OG0000876	augustus_masked-Deha2B-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.108&CDS=1-3720	YKL033W
877	OG0000877	augustus_masked-Deha2B-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.87&CDS=1-570	YMR150C
878	OG0000878	augustus_masked-Deha2B-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.109&CDS=1-834	YMR149W
879	OG0000879	augustus_masked-Deha2B-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.88&CDS=1-492	YJR118C
880	OG0000880	maker-Deha2B-augustus-gene-5.4-mRNA-1_1&gene=maker-Deha2B-augustus-gene-5.4&CDS=1-1746	YER022W
881	OG0000881	augustus_masked-Deha2B-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.113&CDS=1-1458	YER021W
882	OG0000882	augustus_masked-Deha2B-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.114&CDS=1-624	YFL038C
883	OG0000883	augustus_masked-Deha2B-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.115&CDS=1-870	YJR116W
884	OG0000884	augustus_masked-Deha2B-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.89&CDS=1-1044	YJR105W
885	OG0000885	maker-Deha2B-augustus-gene-5.1-mRNA-1_1&gene=maker-Deha2B-augustus-gene-5.1&CDS=1-3360	YEL055C
886	OG0000886	snap_masked-Deha2B-processed-gene-5.57-mRNA-1_1&gene=snap_masked-Deha2B-processed-gene-5.57&CDS=1-4269	YOL057W
887	OG0000887	augustus_masked-Deha2B-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.91&CDS=1-1023	YBR231C
888	OG0000888	augustus_masked-Deha2B-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.92&CDS=1-1458	YBR233W
889	OG0000889	augustus_masked-Deha2B-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.117&CDS=1-3171	YGL114W
890	OG0000890	augustus_masked-Deha2B-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.118&CDS=1-1092	YLR130C
891	OG0000891	augustus_masked-Deha2B-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.120&CDS=1-468	YMR158W
892	OG0000892	augustus_masked-Deha2B-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.47&CDS=1-807	YMR156C
893	OG0000893	augustus_masked-Deha2B-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.45&CDS=1-696	YDL098C
894	OG0000894	augustus_masked-Deha2B-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.49&CDS=1-558	YML078W
895	OG0000895	maker-Deha2B-augustus-gene-6.89-mRNA-1_1&gene=maker-Deha2B-augustus-gene-6.89&CDS=1-1347	YJR125C
896	OG0000896	genemark-Deha2B-processed-gene-6.100-mRNA-1_1&gene=genemark-Deha2B-processed-gene-6.100&CDS=1-186	YML081C-A
897	OG0000897	maker-Deha2B-augustus-gene-6.90-mRNA-1_1&gene=maker-Deha2B-augustus-gene-6.90&CDS=1-1974	YIR029W
898	OG0000898	maker-Deha2B-augustus-gene-6.91-mRNA-1_1&gene=maker-Deha2B-augustus-gene-6.91&CDS=1-429	YLL050C
899	OG0000899	augustus_masked-Deha2B-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.54&CDS=1-1377	YLR090W
900	OG0000900	augustus_masked-Deha2B-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.55&CDS=1-9219	YLR087C
901	OG0000901	augustus_masked-Deha2B-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.76&CDS=1-366	YDR115W
902	OG0000902	augustus_masked-Deha2B-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.56&CDS=1-639	YDR156W
903	OG0000903	augustus_masked-Deha2B-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.57&CDS=1-4185	YLR086W
904	OG0000904	augustus_masked-Deha2B-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.77&CDS=1-1092	YLR405W
905	OG0000905	augustus_masked-Deha2B-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.78&CDS=1-1911	YLR399C
906	OG0000906	augustus_masked-Deha2B-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.79&CDS=1-2073	YDL074C
907	OG0000907	augustus_masked-Deha2B-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.58&CDS=1-2985	YBR229C
908	OG0000908	genemark-Deha2B-processed-gene-6.130-mRNA-1_1&gene=genemark-Deha2B-processed-gene-6.130&CDS=1-878	YBR228W
909	OG0000909	augustus_masked-Deha2B-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.59&CDS=1-1698	YHR206W
910	OG0000910	augustus_masked-Deha2B-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.81&CDS=1-804	YLR412W
911	OG0000911	augustus_masked-Deha2B-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.60&CDS=1-1257	YKL181W
912	OG0000912	augustus_masked-Deha2B-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.61&CDS=1-3435	YLR410W
913	OG0000913	augustus_masked-Deha2B-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.82&CDS=1-6219	YKL182W
914	OG0000914	augustus_masked-Deha2B-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.83&CDS=1-2487	YJL208C
915	OG0000915	augustus_masked-Deha2B-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.62&CDS=1-1788	YDR117C
916	OG0000916	augustus_masked-Deha2B-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.64&CDS=1-846	YDR116C
917	OG0000917	augustus_masked-Deha2B-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.66&CDS=1-1830	YLR088W
918	OG0000918	augustus_masked-Deha2B-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.86&CDS=1-1467	YDR111C
919	OG0000919	augustus_masked-Deha2B-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.87&CDS=1-1518	YNR012W
920	OG0000920	augustus_masked-Deha2B-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-6.68&CDS=1-2703	YNR011C
921	OG0000921	augustus_masked-Deha2B-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.59&CDS=1-1953	YHR189W
922	OG0000922	augustus_masked-Deha2B-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.60&CDS=1-2103	YKL188C
923	OG0000923	augustus_masked-Deha2B-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.58&CDS=1-1683	YHR150W
924	OG0000924	augustus_masked-Deha2B-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.83&CDS=1-1530	YML068W
925	OG0000925	augustus_masked-Deha2B-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.62&CDS=1-1062	YML067C
926	OG0000926	augustus_masked-Deha2B-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.64&CDS=1-5904	YLR430W
927	OG0000927	augustus_masked-Deha2B-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.85&CDS=1-522	YKL190W
928	OG0000928	augustus_masked-Deha2B-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.87&CDS=1-4443	YLR425W
929	OG0000929	augustus_masked-Deha2B-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.65&CDS=1-1713	YLR221C
930	OG0000930	genemark-Deha2B-processed-gene-7.42-mRNA-1_1&gene=genemark-Deha2B-processed-gene-7.42&CDS=1-510	YNL111C
931	OG0000931	augustus_masked-Deha2B-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.66&CDS=1-1206	YIL044C
932	OG0000932	augustus_masked-Deha2B-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.90&CDS=1-1008	YER053C
933	OG0000933	augustus_masked-Deha2B-processed-gene-7.91-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.91&CDS=1-486	YCR090C
934	OG0000934	augustus_masked-Deha2B-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.68&CDS=1-2358	YIL005W
935	OG0000935	augustus_masked-Deha2B-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.69&CDS=1-1323	YER003C
936	OG0000936	augustus_masked-Deha2B-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.71&CDS=1-630	YER002W
937	OG0000937	augustus_masked-Deha2B-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.93&CDS=1-894	YIL003W
938	OG0000938	augustus_masked-Deha2B-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.72&CDS=1-441	YIL004C
939	OG0000939	augustus_masked-Deha2B-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.95&CDS=1-1308	YCL034W
940	OG0000940	augustus_masked-Deha2B-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.74&CDS=1-2103	YDR172W
941	OG0000941	augustus_masked-Deha2B-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.96&CDS=1-1125	YDR173C
942	OG0000942	augustus_masked-Deha2B-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.77&CDS=1-840	YPL065W
943	OG0000943	augustus_masked-Deha2B-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.97&CDS=1-834	YFR052W
944	OG0000944	augustus_masked-Deha2B-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.78&CDS=1-1719	YPR145W
945	OG0000945	augustus_masked-Deha2B-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.100&CDS=1-576	YER063W
946	OG0000946	augustus_masked-Deha2B-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.102&CDS=1-2409	YBR202W
947	OG0000947	augustus_masked-Deha2B-processed-gene-7.103-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.103&CDS=1-1539	YDR169C
948	OG0000948	genemark-Deha2B-processed-gene-8.1-mRNA-1_1&gene=genemark-Deha2B-processed-gene-8.1&CDS=1-6312	YDR170C
949	OG0000949	augustus_masked-Deha2B-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.62&CDS=1-5634	YPL231W
950	OG0000950	genemark-Deha2B-processed-gene-8.3-mRNA-1_1&gene=genemark-Deha2B-processed-gene-8.3&CDS=1-186	YBR162W-A
951	OG0000951	augustus_masked-Deha2B-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.83&CDS=1-1971	YDL178W
952	OG0000952	augustus_masked-Deha2B-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.64&CDS=1-1269	YJR076C
953	OG0000953	augustus_masked-Deha2B-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.84&CDS=1-936	YIL076W
954	OG0000954	augustus_masked-Deha2B-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.86&CDS=1-2199	YIL078W
955	OG0000955	augustus_masked-Deha2B-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.87&CDS=1-396	YKL170W
956	OG0000956	augustus_masked-Deha2B-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.68&CDS=1-1722	YPL260W
957	OG0000957	augustus_masked-Deha2B-processed-gene-8.69-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.69&CDS=1-1050	YIR011C
958	OG0000958	augustus_masked-Deha2B-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.90&CDS=1-1584	YER082C
959	OG0000959	augustus_masked-Deha2B-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.70&CDS=1-1341	YKL216W
960	OG0000960	augustus_masked-Deha2B-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.72&CDS=1-909	YER083C
961	OG0000961	augustus_masked-Deha2B-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.91&CDS=1-1161	YGR112W
