	OrthologID	Hanseniaspora_uvarum	Saccharomyces_cerevisiae
918	OG0000918	snap_masked-APLS01000003.1-processed-gene-0.103-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-0.103&CDS=1-7332	YBR136W
919	OG0000919	snap_masked-APLS01000003.1-processed-gene-0.118-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-0.118&CDS=1-2370	YPR091C
920	OG0000920	genemark-APLS01000003.1-processed-gene-0.81-mRNA-1_1&gene=genemark-APLS01000003.1-processed-gene-0.81&CDS=1-642	YOL102C
921	OG0000921	snap_masked-APLS01000003.1-processed-gene-0.121-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-0.121&CDS=1-375	YDR493W
922	OG0000922	maker-APLS01000003.1-snap-gene-1.103-mRNA-1_1&gene=maker-APLS01000003.1-snap-gene-1.103&CDS=1-1992	YML004C
923	OG0000923	snap_masked-APLS01000003.1-processed-gene-1.106-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.106&CDS=1-894	YNR012W
924	OG0000924	snap_masked-APLS01000003.1-processed-gene-1.109-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.109&CDS=1-2379	YNR013C
925	OG0000925	snap_masked-APLS01000003.1-processed-gene-1.111-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.111&CDS=1-1221	YNR015W
926	OG0000926	snap_masked-APLS01000003.1-processed-gene-1.129-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.129&CDS=1-6651	YNR016C
927	OG0000927	augustus_masked-APLS01000003.1-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-1.61&CDS=1-630	YNR017W
928	OG0000928	augustus_masked-APLS01000003.1-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-1.82&CDS=1-1323	YCR045C
929	OG0000929	snap_masked-APLS01000003.1-processed-gene-1.112-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.112&CDS=1-654	YNR018W
930	OG0000930	snap_masked-APLS01000003.1-processed-gene-1.132-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.132&CDS=1-927	YCR047C
931	OG0000931	snap_masked-APLS01000003.1-processed-gene-1.133-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.133&CDS=1-1116	YNR021W
932	OG0000932	maker-APLS01000003.1-augustus-gene-1.102-mRNA-1_1&gene=maker-APLS01000003.1-augustus-gene-1.102&CDS=1-2817	YCR053W
933	OG0000933	augustus_masked-APLS01000003.1-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-1.87&CDS=1-687	YNR020C
934	OG0000934	augustus_masked-APLS01000003.1-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-1.65&CDS=1-681	YCR051W
935	OG0000935	snap_masked-APLS01000003.1-processed-gene-1.136-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.136&CDS=1-1740	YCR054C
936	OG0000936	snap_masked-APLS01000003.1-processed-gene-1.137-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.137&CDS=1-2772	YCR057C
937	OG0000937	snap_masked-APLS01000003.1-processed-gene-1.138-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.138&CDS=1-897	YCR059C
938	OG0000938	genemark-APLS01000003.1-processed-gene-1.12-mRNA-1_1&gene=genemark-APLS01000003.1-processed-gene-1.12&CDS=1-1845	YCR061W
939	OG0000939	augustus_masked-APLS01000003.1-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-1.68&CDS=1-495	YCR063W
940	OG0000940	snap_masked-APLS01000003.1-processed-gene-1.119-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.119&CDS=1-1575	YCR065W
941	OG0000941	snap_masked-APLS01000003.1-processed-gene-1.120-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.120&CDS=1-1125	YCR066W
942	OG0000942	augustus_masked-APLS01000003.1-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-1.72&CDS=1-1353	YCR068W
943	OG0000943	snap_masked-APLS01000003.1-processed-gene-1.144-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.144&CDS=1-675	YOL054W
944	OG0000944	snap_masked-APLS01000003.1-processed-gene-1.123-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.123&CDS=1-1323	YMR265C
945	OG0000945	snap_masked-APLS01000003.1-processed-gene-1.124-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.124&CDS=1-1335	YHR190W
946	OG0000946	snap_masked-APLS01000003.1-processed-gene-1.125-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.125&CDS=1-975	YML121W
947	OG0000947	snap_masked-APLS01000003.1-processed-gene-1.146-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.146&CDS=1-1449	YML120C
948	OG0000948	snap_masked-APLS01000003.1-processed-gene-1.126-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.126&CDS=1-1827	YMR258C
949	OG0000949	snap_masked-APLS01000003.1-processed-gene-1.147-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.147&CDS=1-1548	YML102W
950	OG0000950	genemark-APLS01000003.1-processed-gene-1.24-mRNA-1_1&gene=genemark-APLS01000003.1-processed-gene-1.24&CDS=1-1419	YMR283C
951	OG0000951	genemark-APLS01000003.1-processed-gene-1.25-mRNA-1_1&gene=genemark-APLS01000003.1-processed-gene-1.25&CDS=1-642	YMR263W
952	OG0000952	augustus_masked-APLS01000003.1-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-1.99&CDS=1-1059	YMR262W
953	OG0000953	snap_masked-APLS01000003.1-processed-gene-2.47-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.47&CDS=1-456	YMR260C
954	OG0000954	snap_masked-APLS01000003.1-processed-gene-2.46-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.46&CDS=1-477	YMR286W
955	OG0000955	snap_masked-APLS01000003.1-processed-gene-2.72-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.72&CDS=1-1908	YBR028C
956	OG0000956	snap_masked-APLS01000003.1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.73&CDS=1-408	YBL028C
957	OG0000957	snap_masked-APLS01000003.1-processed-gene-2.52-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.52&CDS=1-939	YLR340W
958	OG0000958	snap_masked-APLS01000003.1-processed-gene-2.54-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.54&CDS=1-1128	YGR031W
959	OG0000959	snap_masked-APLS01000003.1-processed-gene-2.55-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.55&CDS=1-2547	YLR057W
960	OG0000960	snap_masked-APLS01000003.1-processed-gene-2.75-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.75&CDS=1-3150	YDR060W
961	OG0000961	snap_masked-APLS01000003.1-processed-gene-2.58-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.58&CDS=1-3816	YBR081C
962	OG0000962	augustus_masked-APLS01000003.1-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-2.28&CDS=1-1449	YDR057W
963	OG0000963	augustus_masked-APLS01000003.1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-2.14&CDS=1-234	YBR085C-A
964	OG0000964	snap_masked-APLS01000003.1-processed-gene-2.78-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.78&CDS=1-954	YBL033C
965	OG0000965	augustus_masked-APLS01000003.1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-2.15&CDS=1-2214	YBL034C
966	OG0000966	snap_masked-APLS01000003.1-processed-gene-2.62-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.62&CDS=1-1968	YBL035C
967	OG0000967	snap_masked-APLS01000003.1-processed-gene-2.79-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.79&CDS=1-1881	YBR086C
968	OG0000968	snap_masked-APLS01000003.1-processed-gene-2.63-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.63&CDS=1-717	YBL036C
969	OG0000969	augustus_masked-APLS01000003.1-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-2.18&CDS=1-1089	YBR087W
970	OG0000970	augustus_masked-APLS01000003.1-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-2.33&CDS=1-702	YBL038W
971	OG0000971	snap_masked-APLS01000003.1-processed-gene-2.65-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.65&CDS=1-1377	YPR047W
972	OG0000972	snap_masked-APLS01000003.1-processed-gene-2.66-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.66&CDS=1-1839	YPR048W
973	OG0000973	snap_masked-APLS01000003.1-processed-gene-2.67-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.67&CDS=1-597	YPR051W
974	OG0000974	snap_masked-APLS01000003.1-processed-gene-2.83-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.83&CDS=1-792	YBR088C
975	OG0000975	snap_masked-APLS01000003.1-processed-gene-2.85-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.85&CDS=1-321	YBR091C
976	OG0000976	snap_masked-APLS01000003.1-processed-gene-2.68-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.68&CDS=1-2259	YBR094W
977	OG0000977	maker-APLS01000003.1-snap-gene-2.45-mRNA-1_1&gene=maker-APLS01000003.1-snap-gene-2.45&CDS=1-1950	YBR095C
978	OG0000978	augustus_masked-APLS01000003.1-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-2.39&CDS=1-1095	YPR054W
979	OG0000979	snap_masked-APLS01000003.1-processed-gene-2.69-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.69&CDS=1-4485	YBR097W
980	OG0000980	augustus_masked-APLS01000003.1-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-2.40&CDS=1-1014	YBR101C
981	OG0000981	snap_masked-APLS01000003.1-processed-gene-3.116-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.116&CDS=1-1167	YPR056W
982	OG0000982	augustus_masked-APLS01000003.1-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-3.56&CDS=1-804	YPR060C
983	OG0000983	augustus_masked-APLS01000003.1-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-3.61&CDS=1-324	YPR063C
984	OG0000984	snap_masked-APLS01000003.1-processed-gene-3.120-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.120&CDS=1-549	YBR106W
985	OG0000985	snap_masked-APLS01000003.1-processed-gene-3.121-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.121&CDS=1-546	YPR067W
986	OG0000986	augustus_masked-APLS01000003.1-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-3.63&CDS=1-441	YBR109C
987	OG0000987	augustus_masked-APLS01000003.1-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-3.60&CDS=1-1440	YBR110W
988	OG0000988	augustus_masked-APLS01000003.1-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-3.64&CDS=1-993	YPR070W
989	OG0000989	snap_masked-APLS01000003.1-processed-gene-3.148-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.148&CDS=1-648	YBR111C
990	OG0000990	augustus_masked-APLS01000003.1-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-3.86&CDS=1-2883	YBR112C
991	OG0000991	snap_masked-APLS01000003.1-processed-gene-3.152-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.152&CDS=1-1209	YLR056W
992	OG0000992	augustus_masked-APLS01000003.1-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-3.89&CDS=1-1230	YML048W
993	OG0000993	augustus_masked-APLS01000003.1-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-3.90&CDS=1-693	YJR060W
994	OG0000994	snap_masked-APLS01000003.1-processed-gene-3.156-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.156&CDS=1-2073	YLR362W
995	OG0000995	snap_masked-APLS01000003.1-processed-gene-3.127-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.127&CDS=1-1482	YLR055C
996	OG0000996	augustus_masked-APLS01000003.1-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-3.92&CDS=1-1065	YFL027C
997	OG0000997	augustus_masked-APLS01000003.1-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-3.67&CDS=1-1188	YFL026W
998	OG0000998	snap_masked-APLS01000003.1-processed-gene-3.158-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.158&CDS=1-2997	YFL025C
999	OG0000999	snap_masked-APLS01000003.1-processed-gene-3.159-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.159&CDS=1-2940	YFL024C
1000	OG0001000	snap_masked-APLS01000003.1-processed-gene-3.129-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.129&CDS=1-2931	YFL023W
1001	OG0001001	augustus_masked-APLS01000003.1-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-3.69&CDS=1-2298	YLR054C
1002	OG0001002	snap_masked-APLS01000003.1-processed-gene-3.160-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.160&CDS=1-1512	YFL022C
1003	OG0001003	snap_masked-APLS01000003.1-processed-gene-3.132-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.132&CDS=1-720	YLR051C
1004	OG0001004	snap_masked-APLS01000003.1-processed-gene-3.134-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.134&CDS=1-636	YJR057W
1005	OG0001005	snap_masked-APLS01000003.1-processed-gene-3.137-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.137&CDS=1-1017	YLR354C
1006	OG0001006	snap_masked-APLS01000003.1-processed-gene-3.167-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.167&CDS=1-1053	YGR040W
1007	OG0001007	snap_masked-APLS01000003.1-processed-gene-3.139-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.139&CDS=1-906	YLR351C
1008	OG0001008	augustus_masked-APLS01000003.1-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-3.78&CDS=1-543	YFL031W
1009	OG0001009	maker-APLS01000003.1-snap-gene-3.112-mRNA-1_1&gene=maker-APLS01000003.1-snap-gene-3.112&CDS=1-3357	YLR336C
1010	OG0001010	snap_masked-APLS01000003.1-processed-gene-3.169-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.169&CDS=1-1818	YLR335W
1011	OG0001011	snap_masked-APLS01000003.1-processed-gene-3.145-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.145&CDS=1-714	YGR024C
1012	OG0001012	snap_masked-APLS01000003.1-processed-gene-3.170-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.170&CDS=1-1230	YGL169W
1013	OG0001013	snap_masked-APLS01000003.1-processed-gene-3.171-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.171&CDS=1-1125	YFL039C
1014	OG0001014	snap_masked-APLS01000003.1-processed-gene-3.172-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.172&CDS=1-633	YFL038C
1015	OG0001015	snap_masked-APLS01000003.1-processed-gene-4.78-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.78&CDS=1-2889	YGL167C
1016	OG0001016	snap_masked-APLS01000003.1-processed-gene-4.79-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.79&CDS=1-3666	YPR010C
1017	OG0001017	snap_masked-APLS01000003.1-processed-gene-4.80-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.80&CDS=1-1455	YLR058C
1018	OG0001018	snap_masked-APLS01000003.1-processed-gene-4.109-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.109&CDS=1-480	YGR029W
1019	OG0001019	maker-APLS01000003.1-snap-gene-4.71-mRNA-1_1&gene=maker-APLS01000003.1-snap-gene-4.71&CDS=1-1812	YLR337C
1020	OG0001020	snap_masked-APLS01000003.1-processed-gene-4.81-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.81&CDS=1-1329	YFL037W
1021	OG0001021	snap_masked-APLS01000003.1-processed-gene-4.82-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.82&CDS=1-4251	YFL036W
1022	OG0001022	snap_masked-APLS01000003.1-processed-gene-4.111-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.111&CDS=1-1011	YFL034C-B
1023	OG0001023	maker-APLS01000003.1-augustus-gene-4.149-mRNA-1_1&gene=maker-APLS01000003.1-augustus-gene-4.149&CDS=1-4029	YFL034W
1024	OG0001024	maker-APLS01000003.1-augustus-gene-4.152-mRNA-1_1&gene=maker-APLS01000003.1-augustus-gene-4.152&CDS=1-7500	YLR060W
1025	OG0001025	snap_masked-APLS01000003.1-processed-gene-4.87-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.87&CDS=1-258	YGR037C
1026	OG0001026	augustus_masked-APLS01000003.1-processed-gene-4.167-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-4.167&CDS=1-663	YAL034W-A
1027	OG0001027	snap_masked-APLS01000003.1-processed-gene-4.89-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.89&CDS=1-4050	YOR336W
1028	OG0001028	genemark-APLS01000003.1-processed-gene-4.11-mRNA-1_1&gene=genemark-APLS01000003.1-processed-gene-4.11&CDS=1-2211	YOR337W
1029	OG0001029	snap_masked-APLS01000003.1-processed-gene-4.116-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.116&CDS=1-414	YOR339C
1030	OG0001030	snap_masked-APLS01000003.1-processed-gene-4.91-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.91&CDS=1-2889	YOR335C
1031	OG0001031	snap_masked-APLS01000003.1-processed-gene-4.117-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.117&CDS=1-882	YOR340C
1032	OG0001032	snap_masked-APLS01000003.1-processed-gene-4.93-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.93&CDS=1-2628	YAL035W
1033	OG0001033	snap_masked-APLS01000003.1-processed-gene-4.118-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.118&CDS=1-4944	YOR341W
1034	OG0001034	augustus_masked-APLS01000003.1-processed-gene-4.198-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-4.198&CDS=1-633	YFL005W
1035	OG0001035	maker-APLS01000003.1-augustus-gene-4.153-mRNA-1_1&gene=maker-APLS01000003.1-augustus-gene-4.153&CDS=1-10152	YFL007W
1036	OG0001036	snap_masked-APLS01000003.1-processed-gene-4.126-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.126&CDS=1-1470	YFL018C
1037	OG0001037	snap_masked-APLS01000003.1-processed-gene-4.127-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.127&CDS=1-996	YFR004W
1038	OG0001038	snap_masked-APLS01000003.1-processed-gene-4.128-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.128&CDS=1-3273	YFR002W
1039	OG0001039	snap_masked-APLS01000003.1-processed-gene-4.129-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.129&CDS=1-648	YFR001W
1040	OG0001040	maker-APLS01000003.1-snap-gene-4.73-mRNA-1_1&gene=maker-APLS01000003.1-snap-gene-4.73&CDS=1-1974	YFL002C
1041	OG0001041	snap_masked-APLS01000003.1-processed-gene-4.95-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.95&CDS=1-1296	YFL001W
1042	OG0001042	maker-APLS01000003.1-snap-gene-4.74-mRNA-1_1&gene=maker-APLS01000003.1-snap-gene-4.74&CDS=1-2979	YLL043W
1043	OG0001043	snap_masked-APLS01000003.1-processed-gene-4.135-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.135&CDS=1-648	YHL031C
1044	OG0001044	snap_masked-APLS01000003.1-processed-gene-4.136-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.136&CDS=1-798	YLL041C
1045	OG0001045	genemark-APLS01000003.1-processed-gene-4.58-mRNA-1_1&gene=genemark-APLS01000003.1-processed-gene-4.58&CDS=1-9954	YLL040C
1046	OG0001046	snap_masked-APLS01000003.1-processed-gene-4.139-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.139&CDS=1-2382	YHL029C
1047	OG0001047	augustus_masked-APLS01000003.1-processed-gene-4.176-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-4.176&CDS=1-1386	YHL028W
1048	OG0001048	augustus_masked-APLS01000003.1-processed-gene-4.177-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-4.177&CDS=1-1761	YLL035W
1049	OG0001049	snap_masked-APLS01000003.1-processed-gene-4.140-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.140&CDS=1-2565	YLL034C
1050	OG0001050	snap_masked-APLS01000003.1-processed-gene-4.97-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.97&CDS=1-669	YLL027W
1051	OG0001051	augustus_masked-APLS01000003.1-processed-gene-4.179-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-4.179&CDS=1-2004	YAL031C
1052	OG0001052	snap_masked-APLS01000003.1-processed-gene-4.141-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.141&CDS=1-546	YAL033W
1053	OG0001053	snap_masked-APLS01000003.1-processed-gene-4.102-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.102&CDS=1-2796	YLR347C
1054	OG0001054	snap_masked-APLS01000003.1-processed-gene-4.103-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.103&CDS=1-786	YGR036C
1055	OG0001055	snap_masked-APLS01000003.1-processed-gene-4.104-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.104&CDS=1-1644	YJR052W
1056	OG0001056	augustus_masked-APLS01000003.1-processed-gene-4.221-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-4.221&CDS=1-1116	YPR085C
1057	OG0001057	maker-APLS01000003.1-snap-gene-4.75-mRNA-1_1&gene=maker-APLS01000003.1-snap-gene-4.75&CDS=1-1296	YPR084W
1058	OG0001058	snap_masked-APLS01000003.1-processed-gene-4.107-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.107&CDS=1-1968	YKL212W
1059	OG0001059	snap_masked-APLS01000003.1-processed-gene-4.148-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.148&CDS=1-1587	YKL211C
1060	OG0001060	snap_masked-APLS01000003.1-processed-gene-4.108-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.108&CDS=1-1248	YJR076C
1061	OG0001061	augustus_masked-APLS01000004.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-APLS01000004.1-processed-gene-0.49&CDS=1-1737	YJR103W
1062	OG0001062	augustus_masked-APLS01000004.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-APLS01000004.1-processed-gene-0.73&CDS=1-468	YJR104C
1063	OG0001063	snap_masked-APLS01000004.1-processed-gene-0.91-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-0.91&CDS=1-696	YBR035C
1064	OG0001064	snap_masked-APLS01000004.1-processed-gene-0.92-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-0.92&CDS=1-657	YBL040C
1065	OG0001065	snap_masked-APLS01000004.1-processed-gene-0.115-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-0.115&CDS=1-801	YBL041W
1066	OG0001066	snap_masked-APLS01000004.1-processed-gene-0.94-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-0.94&CDS=1-759	YDR054C
1067	OG0001067	snap_masked-APLS01000004.1-processed-gene-0.117-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-0.117&CDS=1-1230	YDR346C
1068	OG0001068	snap_masked-APLS01000004.1-processed-gene-0.96-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-0.96&CDS=1-1581	YHR007C
1069	OG0001069	snap_masked-APLS01000004.1-processed-gene-0.98-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-0.98&CDS=1-408	YDR462W
