	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034669_Blastobotrys_raffinofermentans
1015	OG0001015	YDR214W	augustus_masked-flattened_line_0-processed-gene-18.136-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-18.136&CDS=1-972
1016	OG0001016	YDR217C	snap_masked-flattened_line_40-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.14&CDS=1-2505
1017	OG0001017	YDR221W	augustus_masked-flattened_line_28-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.65&CDS=1-1512
1018	OG0001018	YDR223W	snap_masked-flattened_line_2-processed-gene-7.147-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.147&CDS=1-2046
1019	OG0001019	YDR226W	augustus_masked-flattened_line_8-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.63&CDS=1-759
1020	OG0001020	YDR228C	maker-flattened_line_8-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.0&CDS=1-1899
1021	OG0001021	YDR229W	augustus_masked-flattened_line_4-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.15&CDS=1-1311
1022	OG0001022	YDR231C	augustus_masked-flattened_line_4-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.18&CDS=1-516
1023	OG0001023	YDR232W	augustus_masked-flattened_line_4-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.45&CDS=1-1767
1024	OG0001024	YDR234W	augustus_masked-flattened_line_6-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.62&CDS=1-2040
1025	OG0001025	YDR236C	maker-flattened_line_6-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.0&CDS=1-585
1026	OG0001026	YDR237W	augustus_masked-flattened_line_6-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.90&CDS=1-888
1027	OG0001027	YDR238C	augustus_masked-flattened_line_6-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.68&CDS=1-2892
1028	OG0001028	YDR243C	augustus_masked-flattened_line_6-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.152&CDS=1-1860
1029	OG0001029	YDR244W	augustus_masked-flattened_line_6-processed-gene-7.132-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.132&CDS=1-1806
1030	OG0001030	YDR245W	augustus_masked-flattened_line_6-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.133&CDS=1-1053
1031	OG0001031	YDR246W	augustus_masked-flattened_line_6-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.63&CDS=1-405
1032	OG0001032	YDR248C	augustus_masked-flattened_line_6-processed-gene-7.154-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.154&CDS=1-522
1033	OG0001033	YDR254W	snap_masked-flattened_line_0-processed-gene-16.56-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.56&CDS=1-1155
1034	OG0001034	YDR255C	augustus_masked-flattened_line_0-processed-gene-16.147-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-16.147&CDS=1-1146
1035	OG0001035	YDR257C	augustus_masked-flattened_line_32-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.129&CDS=1-1413
1036	OG0001036	YDR258C	augustus_masked-flattened_line_0-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.66&CDS=1-2421
1037	OG0001037	YDR262W	augustus_masked-flattened_line_8-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.120&CDS=1-777
1038	OG0001038	YDR265W	augustus_masked-flattened_line_0-processed-gene-17.68-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-17.68&CDS=1-930
1039	OG0001039	YDR266C	snap_masked-flattened_line_0-processed-gene-17.37-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.37&CDS=1-1995
1040	OG0001040	YDR267C	augustus_masked-flattened_line_0-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.58&CDS=1-1050
1041	OG0001041	YDR268W	augustus_masked-flattened_line_0-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.54&CDS=1-1113
1042	OG0001042	YDR270W	augustus_masked-flattened_line_10-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.35&CDS=1-2793
1043	OG0001043	YDR280W	augustus_masked-flattened_line_6-processed-gene-7.155-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.155&CDS=1-867
1044	OG0001044	YDR282C	augustus_masked-flattened_line_2-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.61&CDS=1-1197
1045	OG0001045	YDR283C	augustus_masked-flattened_line_4-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.77&CDS=1-5028
1046	OG0001046	YDR284C	augustus_masked-flattened_line_4-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.55&CDS=1-837
1047	OG0001047	YDR286C	maker-flattened_line_4-snap-gene-4.98-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-4.98&CDS=1-288
1048	OG0001048	YDR287W	augustus_masked-flattened_line_19-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.38&CDS=1-885
1049	OG0001049	YDR289C	augustus_masked-flattened_line_10-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.133&CDS=1-1131
1050	OG0001050	YDR291W	augustus_masked-flattened_line_0-processed-gene-18.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-18.112&CDS=1-2913
1051	OG0001051	YDR292C	augustus_masked-flattened_line_0-processed-gene-24.10-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.10&CDS=1-1836
1052	OG0001052	YDR293C	augustus_masked-flattened_line_0-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.88&CDS=1-3681
1053	OG0001053	YDR294C	snap_masked-flattened_line_0-processed-gene-21.5-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-21.5&CDS=1-1638
1054	OG0001054	YDR296W	augustus_masked-flattened_line_8-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.87&CDS=1-972
1055	OG0001055	YDR298C	augustus_masked-flattened_line_0-processed-gene-17.62-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-17.62&CDS=1-636
1056	OG0001056	YDR299W	augustus_masked-flattened_line_30-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.130&CDS=1-1431
1057	OG0001057	YDR301W	augustus_masked-flattened_line_10-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.154&CDS=1-4035
1058	OG0001058	YDR302W	augustus_masked-flattened_line_10-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.153&CDS=1-726
1059	OG0001059	YDR305C	augustus_masked-flattened_line_14-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.66&CDS=1-516
1060	OG0001060	YDR306C	augustus_masked-flattened_line_0-processed-gene-11.166-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.166&CDS=1-1677
1061	OG0001061	YDR308C	augustus_masked-flattened_line_0-processed-gene-11.145-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.145&CDS=1-435
1062	OG0001062	YDR311W	augustus_masked-flattened_line_0-processed-gene-11.163-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.163&CDS=1-1764
1063	OG0001063	YDR313C	augustus_masked-flattened_line_28-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.143&CDS=1-765
1064	OG0001064	YDR316W	augustus_masked-flattened_line_16-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.150&CDS=1-1053
1065	OG0001065	YDR318W	snap_masked-flattened_line_24-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.103&CDS=1-726
1066	OG0001066	YDR320C	augustus_masked-flattened_line_0-processed-gene-11.141-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.141&CDS=1-2331
1067	OG0001067	YDR320C-A	augustus_masked-flattened_line_28-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.104&CDS=1-240
1068	OG0001068	YDR322C-A	augustus_masked-flattened_line_21-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.82&CDS=1-279
1069	OG0001069	YDR322W	augustus_masked-flattened_line_21-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.109&CDS=1-1104
1070	OG0001070	YDR323C	augustus_masked-flattened_line_36-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.99&CDS=1-1923
1071	OG0001071	YDR324C	augustus_masked-flattened_line_8-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.66&CDS=1-2151
1072	OG0001072	YDR325W	augustus_masked-flattened_line_8-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.83&CDS=1-2592
1073	OG0001073	YDR328C	augustus_masked-flattened_line_0-processed-gene-23.22-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.22&CDS=1-501
1074	OG0001074	YDR329C	augustus_masked-flattened_line_0-processed-gene-23.20-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.20&CDS=1-1311
1075	OG0001075	YDR330W	augustus_masked-flattened_line_0-processed-gene-23.44-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.44&CDS=1-1446
1076	OG0001076	YDR331W	augustus_masked-flattened_line_0-processed-gene-23.43-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.43&CDS=1-1230
1077	OG0001077	YDR332W	augustus_masked-flattened_line_0-processed-gene-23.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.15&CDS=1-1938
1078	OG0001078	YDR334W	augustus_masked-flattened_line_8-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.116&CDS=1-4611
1079	OG0001079	YDR335W	maker-flattened_line_46-augustus-gene-0.50-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.50&CDS=1-3693
1080	OG0001080	YDR336W	augustus_masked-flattened_line_28-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.185&CDS=1-924
1081	OG0001081	YDR337W	augustus_masked-flattened_line_24-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.6&CDS=1-870
1082	OG0001082	YDR339C	augustus_masked-flattened_line_21-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.64&CDS=1-2202
1083	OG0001083	YDR341C	augustus_masked-flattened_line_21-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.63&CDS=1-1851
1084	OG0001084	YDR346C	augustus_masked-flattened_line_2-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.19&CDS=1-1143
1085	OG0001085	YDR353W	augustus_masked-flattened_line_10-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.43&CDS=1-960
1086	OG0001086	YDR354W	augustus_masked-flattened_line_0-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.72&CDS=1-1077
1087	OG0001087	YDR359C	augustus_masked-flattened_line_0-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.92&CDS=1-3198
1088	OG0001088	YDR361C	augustus_masked-flattened_line_0-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.94&CDS=1-921
1089	OG0001089	YDR362C	augustus_masked-flattened_line_0-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.63&CDS=1-1935
1090	OG0001090	YDR363W-A	augustus_masked-flattened_line_0-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.66&CDS=1-225
1091	OG0001091	YDR364C	augustus_masked-flattened_line_0-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.76&CDS=1-1605
1092	OG0001092	YDR365C	augustus_masked-flattened_line_0-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.83&CDS=1-1860
1093	OG0001093	YDR367W	augustus_masked-flattened_line_0-processed-gene-11.172-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.172&CDS=1-954
1094	OG0001094	YDR371W	augustus_masked-flattened_line_2-processed-gene-9.91-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.91&CDS=1-1269
1095	OG0001095	YDR372C	augustus_masked-flattened_line_21-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.83&CDS=1-1035
1096	OG0001096	YDR373W	augustus_masked-flattened_line_0-processed-gene-28.175-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.175&CDS=1-570
1097	OG0001097	YDR374C	augustus_masked-flattened_line_6-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.18&CDS=1-1590
1098	OG0001098	YDR375C	augustus_masked-flattened_line_21-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.82&CDS=1-1440
1099	OG0001099	YDR376W	augustus_masked-flattened_line_0-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.57&CDS=1-1554
1100	OG0001100	YDR377W	augustus_masked-flattened_line_40-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.116&CDS=1-294
1101	OG0001101	YDR378C	augustus_masked-flattened_line_0-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.84&CDS=1-243
1102	OG0001102	YDR379C-A	augustus_masked-flattened_line_36-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.157&CDS=1-234
1103	OG0001103	YDR381W	maker-flattened_line_0-snap-gene-24.159-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-24.159&CDS=1-663
1104	OG0001104	YDR386W	augustus_masked-flattened_line_0-processed-gene-24.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.42&CDS=1-1695
1105	OG0001105	YDR388W	augustus_masked-flattened_line_30-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.116&CDS=1-1332
1106	OG0001106	YDR390C	maker-flattened_line_16-augustus-gene-3.202-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-3.202&CDS=1-1788
1107	OG0001107	YDR392W	augustus_masked-flattened_line_19-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.31&CDS=1-933
1108	OG0001108	YDR393W	genemark-flattened_line_40-processed-gene-0.147-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.147&CDS=1-1050
1109	OG0001109	YDR394W	augustus_masked-flattened_line_40-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.120&CDS=1-1242
1110	OG0001110	YDR397C	augustus_masked-flattened_line_8-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.87&CDS=1-414
1111	OG0001111	YDR404C	augustus_masked-flattened_line_26-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.113&CDS=1-513
1112	OG0001112	YDR405W	augustus_masked-flattened_line_4-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.76&CDS=1-777
1113	OG0001113	YDR407C	augustus_masked-flattened_line_16-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.98&CDS=1-4104
1114	OG0001114	YDR408C	augustus_masked-flattened_line_16-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.78&CDS=1-636
1115	OG0001115	YDR410C	augustus_masked-flattened_line_21-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.89&CDS=1-795
1116	OG0001116	YDR411C	augustus_masked-flattened_line_0-processed-gene-19.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-19.116&CDS=1-768
1117	OG0001117	YDR412W	augustus_masked-flattened_line_0-processed-gene-17.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-17.66&CDS=1-678
1118	OG0001118	YDR414C	snap_masked-flattened_line_0-processed-gene-17.35-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.35&CDS=1-1068
1119	OG0001119	YDR415C	augustus_masked-flattened_line_12-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.109&CDS=1-1134
1120	OG0001120	YDR416W	augustus_masked-flattened_line_0-processed-gene-17.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-17.59&CDS=1-2301
1121	OG0001121	YDR419W	augustus_masked-flattened_line_0-processed-gene-17.67-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-17.67&CDS=1-1767
1122	OG0001122	YDR421W	augustus_masked-flattened_line_30-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.90&CDS=1-2358
1123	OG0001123	YDR424C	maker-flattened_line_40-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.3&CDS=1-303
1124	OG0001124	YDR427W	augustus_masked-flattened_line_46-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.85&CDS=1-1161
1125	OG0001125	YDR428C	maker-flattened_line_46-augustus-gene-0.49-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.49&CDS=1-1653
1126	OG0001126	YDR429C	augustus_masked-flattened_line_46-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.62&CDS=1-852
1127	OG0001127	YDR430C	augustus_masked-flattened_line_46-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.65&CDS=1-2997
1128	OG0001128	YDR432W	augustus_masked-flattened_line_16-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.125&CDS=1-1053
1129	OG0001129	YDR434W	augustus_masked-flattened_line_8-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.103&CDS=1-1476
1130	OG0001130	YDR435C	augustus_masked-flattened_line_8-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.71&CDS=1-1008
1131	OG0001131	YDR437W	augustus_masked-flattened_line_8-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.58&CDS=1-450
1132	OG0001132	YDR440W	augustus_masked-flattened_line_16-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.46&CDS=1-1413
1133	OG0001133	YDR443C	snap_masked-flattened_line_16-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.15&CDS=1-4077
1134	OG0001134	YDR448W	maker-flattened_line_21-augustus-gene-1.166-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-1.166&CDS=1-1434
1135	OG0001135	YDR449C	augustus_masked-flattened_line_21-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.98&CDS=1-1182
1136	OG0001136	YDR452W	maker-flattened_line_2-snap-gene-1.54-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.54&CDS=1-3561
1137	OG0001137	YDR454C	maker-flattened_line_44-snap-gene-0.52-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.52&CDS=1-567
1138	OG0001138	YDR456W	augustus_masked-flattened_line_44-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.122&CDS=1-1851
1139	OG0001139	YDR457W	maker-flattened_line_34-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.2&CDS=1-10674
1140	OG0001140	YDR459C	augustus_masked-flattened_line_10-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.132&CDS=1-918
1141	OG0001141	YDR460W	augustus_masked-flattened_line_10-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.155&CDS=1-930
1142	OG0001142	YDR462W	augustus_masked-flattened_line_10-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.129&CDS=1-450
1143	OG0001143	YDR464W	snap_masked-flattened_line_6-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.117&CDS=1-1821
1144	OG0001144	YDR465C	augustus_masked-flattened_line_28-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.66&CDS=1-1257
