	OrthologID	Saccharomyces_cerevisiae	yHAB159_Kazachstania_solicola
317	OG0000317	YGL203C	augustus_masked-scf7180000044840-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000044840-processed-gene-0.0&CDS=1-786, genemark-scf7180000044831-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000044831-processed-gene-0.6&CDS=1-2100
318	OG0000318	YGL205W	augustus_masked-scf7180000045105-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045105-processed-gene-0.0&CDS=1-1509, genemark-scf7180000046089-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000046089-processed-gene-0.40&CDS=1-2316
319	OG0000319	YGR004W, YLR324W	genemark-scf7180000046151-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000046151-processed-gene-0.44&CDS=1-1515
320	OG0000320	YGR010W, YLR328W	genemark-scf7180000046333-processed-gene-2.82-mRNA-1_1&gene=genemark-scf7180000046333-processed-gene-2.82&CDS=1-1392
321	OG0000321	YGR023W, YLR332W	genemark-scf7180000046333-processed-gene-2.43-mRNA-1_1&gene=genemark-scf7180000046333-processed-gene-2.43&CDS=1-1257
322	OG0000322	YGR034W, YLR344W	snap_masked-scf7180000046142-processed-gene-0.58-mRNA-1_1&gene=snap_masked-scf7180000046142-processed-gene-0.58&CDS=1-381
323	OG0000323	YGR038W, YLR350W	genemark-scf7180000046169-processed-gene-0.62-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.62&CDS=1-699
324	OG0000324	YGR049W, YLR356W	snap_masked-scf7180000046320-processed-gene-0.74-mRNA-1_1&gene=snap_masked-scf7180000046320-processed-gene-0.74&CDS=1-675
325	OG0000325	YGR055W	genemark-scf7180000046320-processed-gene-0.136-mRNA-1_1&gene=genemark-scf7180000046320-processed-gene-0.136&CDS=1-1794, genemark-scf7180000046333-processed-gene-2.56-mRNA-1_1&gene=genemark-scf7180000046333-processed-gene-2.56&CDS=1-1719
326	OG0000326	YGR056W, YLR357W	maker-scf7180000046320-snap-gene-0.205-mRNA-1_1&gene=maker-scf7180000046320-snap-gene-0.205&CDS=1-2556
327	OG0000327	YGR067C	augustus_masked-scf7180000045891-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045891-processed-gene-0.2&CDS=1-531, genemark-scf7180000046320-processed-gene-0.102-mRNA-1_1&gene=genemark-scf7180000046320-processed-gene-0.102&CDS=1-2565
328	OG0000328	YGR085C, YPR102C	genemark-scf7180000046189-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000046189-processed-gene-0.83&CDS=1-522
329	OG0000329	YGR090W	genemark-scf7180000044893-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000044893-processed-gene-0.1&CDS=1-1680, genemark-scf7180000046141-processed-gene-0.92-mRNA-1_1&gene=genemark-scf7180000046141-processed-gene-0.92&CDS=1-3672
330	OG0000330	YGR091W	augustus_masked-scf7180000045181-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045181-processed-gene-0.2&CDS=1-1125, genemark-scf7180000046141-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000046141-processed-gene-0.93&CDS=1-1416
331	OG0000331	YGR106C	augustus_masked-scf7180000045237-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045237-processed-gene-0.2&CDS=1-630, augustus_masked-scf7180000045832-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000045832-processed-gene-0.17&CDS=1-840
332	OG0000332	YGR109C, YPR120C	genemark-scf7180000046171-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000046171-processed-gene-0.37&CDS=1-1206
333	OG0000333	YGR121C, YPR138C	snap_masked-scf7180000046171-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000046171-processed-gene-0.54&CDS=1-1476
334	OG0000334	YGR124W, YPR145W	augustus_masked-scf7180000046171-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000046171-processed-gene-0.13&CDS=1-1710
335	OG0000335	YGR125W	augustus_masked-scf7180000045081-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045081-processed-gene-0.0&CDS=1-1644, augustus_masked-scf7180000046043-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000046043-processed-gene-0.7&CDS=1-2157
336	OG0000336	YGR136W, YPR154W	maker-scf7180000046147-augustus-gene-0.27-mRNA-1_1&gene=maker-scf7180000046147-augustus-gene-0.27&CDS=1-1032
337	OG0000337	YGR138C, YPR156C	genemark-scf7180000046238-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000046238-processed-gene-0.34&CDS=1-1890
338	OG0000338	YGR145W	snap_masked-scf7180000045116-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000045116-processed-gene-0.3&CDS=1-1317, snap_masked-scf7180000046220-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scf7180000046220-processed-gene-0.69&CDS=1-2094
339	OG0000339	YGR162W	augustus_masked-scf7180000044863-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000044863-processed-gene-0.10&CDS=1-3018, genemark-scf7180000046086-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000046086-processed-gene-0.15&CDS=1-2244
340	OG0000340	YGR193C	augustus_masked-scf7180000045926-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045926-processed-gene-0.0&CDS=1-252, genemark-scf7180000046167-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000046167-processed-gene-0.21&CDS=1-1095
341	OG0000341	YGR214W, YLR048W	maker-scf7180000046246-snap-gene-0.36-mRNA-1_1&gene=maker-scf7180000046246-snap-gene-0.36&CDS=1-753
342	OG0000342	YGR243W, YHR162W	genemark-scf7180000046314-processed-gene-0.164-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.164&CDS=1-372
343	OG0000343	YGR250C	augustus_masked-scf7180000045312-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045312-processed-gene-0.0&CDS=1-477, augustus_masked-scf7180000046160-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000046160-processed-gene-0.4&CDS=1-2388
344	OG0000344	YGR254W, YHR174W	maker-scf7180000046314-augustus-gene-0.7-mRNA-1_1&gene=maker-scf7180000046314-augustus-gene-0.7&CDS=1-1782
345	OG0000345	YGR279C	genemark-scf7180000046259-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.9&CDS=1-882, genemark-scf7180000046333-processed-gene-2.63-mRNA-1_1&gene=genemark-scf7180000046333-processed-gene-2.63&CDS=1-1161
346	OG0000346	YHL002W	genemark-scf7180000046333-processed-gene-2.37-mRNA-1_1&gene=genemark-scf7180000046333-processed-gene-2.37&CDS=1-1428, snap_masked-scf7180000045975-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000045975-processed-gene-0.1&CDS=1-636
347	OG0000347	YHL003C, YKL008C	genemark-scf7180000046319-processed-gene-0.125-mRNA-1_1&gene=genemark-scf7180000046319-processed-gene-0.125&CDS=1-1320
348	OG0000348	YHL007C	genemark-scf7180000046319-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000046319-processed-gene-0.127&CDS=1-2187, maker-scf7180000046333-snap-gene-2.233-mRNA-1_1&gene=maker-scf7180000046333-snap-gene-2.233&CDS=1-2277
349	OG0000349	YHL009W-B, YJL113W, YPL060C-A	
350	OG0000350	YHL033C, YLL045C	snap_masked-scf7180000046133-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000046133-processed-gene-0.29&CDS=1-726
351	OG0000351	YHL044W	augustus_masked-scf7180000046052-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000046052-processed-gene-0.4&CDS=1-1752, augustus_masked-scf7180000046171-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000046171-processed-gene-0.21&CDS=1-450
352	OG0000352	YHR021C, YKL156W	snap_masked-scf7180000046291-processed-gene-0.84-mRNA-1_1&gene=snap_masked-scf7180000046291-processed-gene-0.84&CDS=1-255
353	OG0000353	YHR042W	genemark-scf7180000046291-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000046291-processed-gene-0.54&CDS=1-2025, genemark-scf7180000046314-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.127&CDS=1-2241
354	OG0000354	YHR043C, YHR044C	maker-scf7180000046314-snap-gene-0.13-mRNA-1_1&gene=maker-scf7180000046314-snap-gene-0.13&CDS=1-1341
355	OG0000355	YHR089C	augustus_masked-scf7180000046202-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000046202-processed-gene-0.12&CDS=1-594, genemark-scf7180000046343-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.52&CDS=1-609
356	OG0000356	YHR112C	augustus_masked-scf7180000045842-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045842-processed-gene-0.0&CDS=1-738, genemark-scf7180000046259-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.7&CDS=1-1134
357	OG0000357	YHR114W	augustus_masked-scf7180000045785-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000045785-processed-gene-0.1&CDS=1-1077, genemark-scf7180000046318-processed-gene-0.117-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.117&CDS=1-1980
358	OG0000358	YHR117W, YNL121C	augustus_masked-scf7180000046318-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000046318-processed-gene-0.38&CDS=1-2172
359	OG0000359	YHR133C, YNL156C	snap_masked-scf7180000046318-processed-gene-0.148-mRNA-1_1&gene=snap_masked-scf7180000046318-processed-gene-0.148&CDS=1-744
360	OG0000360	YHR134W	augustus_masked-scf7180000045382-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045382-processed-gene-0.0&CDS=1-417, genemark-scf7180000046318-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.106&CDS=1-783
361	OG0000361	YHR141C, YNL162W	snap_masked-scf7180000046260-processed-gene-0.157-mRNA-1_1&gene=snap_masked-scf7180000046260-processed-gene-0.157&CDS=1-333
362	OG0000362	YHR197W	augustus_masked-scf7180000045632-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045632-processed-gene-0.2&CDS=1-495, genemark-scf7180000046332-processed-gene-1.41-mRNA-1_1&gene=genemark-scf7180000046332-processed-gene-1.41&CDS=1-2340
363	OG0000363	YHR198C, YHR199C	augustus_masked-scf7180000046332-processed-gene-1.245-mRNA-1_1&gene=augustus_masked-scf7180000046332-processed-gene-1.245&CDS=1-981
364	OG0000364	YIL004C	augustus_masked-scf7180000045780-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045780-processed-gene-0.2&CDS=1-369, snap_masked-scf7180000046305-processed-gene-1.144-mRNA-1_1&gene=snap_masked-scf7180000046305-processed-gene-1.144&CDS=1-438
365	OG0000365	YIL033C	genemark-scf7180000046207-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000046207-processed-gene-0.85&CDS=1-1551, genemark-scf7180000046310-processed-gene-0.228-mRNA-1_1&gene=genemark-scf7180000046310-processed-gene-0.228&CDS=1-1614
366	OG0000366	YIL075C	augustus_masked-scf7180000045829-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045829-processed-gene-0.0&CDS=1-1095, genemark-scf7180000046296-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000046296-processed-gene-0.48&CDS=1-2823
367	OG0000367	YIL096C	genemark-scf7180000045171-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000045171-processed-gene-0.0&CDS=1-858, genemark-scf7180000046261-processed-gene-0.145-mRNA-1_1&gene=genemark-scf7180000046261-processed-gene-0.145&CDS=1-987
368	OG0000368	YIL107C	genemark-scf7180000046218-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000046218-processed-gene-0.31&CDS=1-2397, snap_masked-scf7180000046288-processed-gene-0.111-mRNA-1_1&gene=snap_masked-scf7180000046288-processed-gene-0.111&CDS=1-2445
369	OG0000369	YIL111W, YNL052W	snap_masked-scf7180000046288-processed-gene-0.155-mRNA-1_1&gene=snap_masked-scf7180000046288-processed-gene-0.155&CDS=1-4476
370	OG0000370	YIL119C	augustus_masked-scf7180000046288-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-scf7180000046288-processed-gene-0.195&CDS=1-1791, snap_masked-scf7180000045575-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000045575-processed-gene-0.1&CDS=1-264
371	OG0000371	YIL120W, YIL121W	snap_masked-scf7180000046333-processed-gene-2.142-mRNA-1_1&gene=snap_masked-scf7180000046333-processed-gene-2.142&CDS=1-1845
372	OG0000372	YIL123W, YNL066W	genemark-scf7180000046187-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000046187-processed-gene-0.15&CDS=1-1437
373	OG0000373	YIL131C, YNL068C	genemark-scf7180000046323-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000046323-processed-gene-0.106&CDS=1-2874
374	OG0000374	YIL133C, YNL069C	genemark-scf7180000046323-processed-gene-0.105-mRNA-1_1&gene=genemark-scf7180000046323-processed-gene-0.105&CDS=1-600
375	OG0000375	YIL149C, YKR095W	augustus_masked-scf7180000046116-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000046116-processed-gene-0.35&CDS=1-3897
376	OG0000376	YIR008C	augustus_masked-scf7180000045236-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045236-processed-gene-0.2&CDS=1-582, genemark-scf7180000046170-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000046170-processed-gene-0.60&CDS=1-1251
377	OG0000377	YIR013C, YLR013W	augustus_masked-scf7180000046288-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-scf7180000046288-processed-gene-0.184&CDS=1-981
378	OG0000378	YIR031C, YNL117W	genemark-scf7180000046209-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000046209-processed-gene-0.57&CDS=1-1689
379	OG0000379	YJL008C	augustus_masked-scf7180000046129-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000046129-processed-gene-0.74&CDS=1-3705, genemark-scf7180000046129-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000046129-processed-gene-0.47&CDS=1-1683
380	OG0000380	YJL047C	augustus_masked-scf7180000046288-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-scf7180000046288-processed-gene-0.165&CDS=1-2517, augustus_masked-scf7180000046288-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-scf7180000046288-processed-gene-0.166&CDS=1-2454
381	OG0000381	YJL082W, YKR018C	snap_masked-scf7180000046243-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000046243-processed-gene-0.36&CDS=1-4104
382	OG0000382	YJL112W	snap_masked-scf7180000046285-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scf7180000046285-processed-gene-0.59&CDS=1-1776, snap_masked-scf7180000046295-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000046295-processed-gene-0.9&CDS=1-2118
383	OG0000383	YJL116C, YKR042W	snap_masked-scf7180000046285-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000046285-processed-gene-0.42&CDS=1-954
384	OG0000384	YJL133W, YKR052C	genemark-scf7180000046306-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000046306-processed-gene-0.44&CDS=1-918
385	OG0000385	YJL137C, YKR058W	snap_masked-scf7180000046285-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000046285-processed-gene-0.47&CDS=1-1665
386	OG0000386	YJL138C, YKR059W	snap_masked-scf7180000046285-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000046285-processed-gene-0.48&CDS=1-1962
387	OG0000387	YJL164C, YKL166C	genemark-scf7180000046243-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000046243-processed-gene-0.42&CDS=1-1371
388	OG0000388	YJL165C, YKL168C	genemark-scf7180000046243-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000046243-processed-gene-0.44&CDS=1-1443
389	OG0000389	YJL172W, YOL153C	maker-scf7180000046306-snap-gene-0.88-mRNA-1_1&gene=maker-scf7180000046306-snap-gene-0.88&CDS=1-2214
390	OG0000390	YJL190C, YLR367W	genemark-scf7180000046269-processed-gene-0.165-mRNA-1_1&gene=genemark-scf7180000046269-processed-gene-0.165&CDS=1-390
391	OG0000391	YJL203W	augustus_masked-scf7180000046269-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000046269-processed-gene-0.65&CDS=1-909, snap_masked-scf7180000045626-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000045626-processed-gene-0.1&CDS=1-249
392	OG0000392	YJR041C	augustus_masked-scf7180000045129-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000045129-processed-gene-0.5&CDS=1-744, snap_masked-scf7180000046192-processed-gene-0.114-mRNA-1_1&gene=snap_masked-scf7180000046192-processed-gene-0.114&CDS=1-3495
393	OG0000393	YJR049C	genemark-scf7180000046192-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000046192-processed-gene-0.21&CDS=1-1593, genemark-scf7180000046205-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000046205-processed-gene-0.79&CDS=1-1338
394	OG0000394	YJR050W	snap_masked-scf7180000044955-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000044955-processed-gene-0.1&CDS=1-183, snap_masked-scf7180000046205-processed-gene-0.58-mRNA-1_1&gene=snap_masked-scf7180000046205-processed-gene-0.58&CDS=1-633
395	OG0000395	YJR075W	augustus_masked-scf7180000045894-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000045894-processed-gene-0.10&CDS=1-816, genemark-scf7180000046180-processed-gene-0.41-mRNA-1_1&gene=genemark-scf7180000046180-processed-gene-0.41&CDS=1-1251
396	OG0000396	YJR088C	genemark-scf7180000046291-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000046291-processed-gene-0.59&CDS=1-876, snap_masked-scf7180000045531-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000045531-processed-gene-0.2&CDS=1-330
397	OG0000397	YJR092W	snap_masked-scf7180000045238-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000045238-processed-gene-0.2&CDS=1-414, snap_masked-scf7180000046331-processed-gene-1.98-mRNA-1_1&gene=snap_masked-scf7180000046331-processed-gene-1.98&CDS=1-3786
398	OG0000398	YJR093C	snap_masked-scf7180000045678-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000045678-processed-gene-0.2&CDS=1-261, snap_masked-scf7180000046331-processed-gene-1.117-mRNA-1_1&gene=snap_masked-scf7180000046331-processed-gene-1.117&CDS=1-1029
399	OG0000399	YJR094W-A, YPR043W	snap_masked-scf7180000045222-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000045222-processed-gene-0.0&CDS=1-273
400	OG0000400	YJR127C, YML081W	snap_masked-scf7180000046333-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000046333-processed-gene-0.45&CDS=1-2706
401	OG0000401	YJR130C, YML082W	augustus_masked-scf7180000046332-processed-gene-1.243-mRNA-1_1&gene=augustus_masked-scf7180000046332-processed-gene-1.243&CDS=1-2397
402	OG0000402	YJR135C	augustus_masked-scf7180000045916-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045916-processed-gene-0.0&CDS=1-387, augustus_masked-scf7180000046333-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000046333-processed-gene-0.12&CDS=1-2886
403	OG0000403	YJR139C	genemark-scf7180000046332-processed-gene-1.86-mRNA-1_1&gene=genemark-scf7180000046332-processed-gene-1.86&CDS=1-1077, snap_masked-scf7180000045178-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000045178-processed-gene-0.0&CDS=1-828
404	OG0000404	YKL046C	genemark-scf7180000045120-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000045120-processed-gene-0.3&CDS=1-1182, genemark-scf7180000046126-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000046126-processed-gene-0.10&CDS=1-1359
405	OG0000405	YKL053C-A	maker-scf7180000045073-augustus-gene-0.4-mRNA-1_1&gene=maker-scf7180000045073-augustus-gene-0.4&CDS=1-795, maker-scf7180000046189-augustus-gene-0.139-mRNA-1_1&gene=maker-scf7180000046189-augustus-gene-0.139&CDS=1-855
406	OG0000406	YKL062W	augustus_masked-scf7180000045823-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045823-processed-gene-0.2&CDS=1-702, genemark-scf7180000046207-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000046207-processed-gene-0.81&CDS=1-2265
407	OG0000407	YKL065C, YMR040W	genemark-scf7180000046207-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000046207-processed-gene-0.73&CDS=1-621
408	OG0000408	YKL072W, YMR053C	genemark-scf7180000046207-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000046207-processed-gene-0.89&CDS=1-2361
409	OG0000409	YKL096W	augustus_masked-scf7180000044968-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000044968-processed-gene-0.2&CDS=1-627, snap_masked-scf7180000046319-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scf7180000046319-processed-gene-0.109&CDS=1-681
410	OG0000410	YKL108W	augustus_masked-scf7180000045405-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045405-processed-gene-0.2&CDS=1-405, snap_masked-scf7180000046309-processed-gene-1.13-mRNA-1_1&gene=snap_masked-scf7180000046309-processed-gene-1.13&CDS=1-1170
411	OG0000411	YKL110C	augustus_masked-scf7180000045973-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045973-processed-gene-0.0&CDS=1-624, genemark-scf7180000046309-processed-gene-1.72-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-1.72&CDS=1-999
412	OG0000412	YKL119C	augustus_masked-scf7180000046124-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000046124-processed-gene-0.0&CDS=1-507, genemark-scf7180000046309-processed-gene-1.69-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-1.69&CDS=1-696
413	OG0000413	YKL121W, YMR102C	genemark-scf7180000046288-processed-gene-0.62-mRNA-1_1&gene=genemark-scf7180000046288-processed-gene-0.62&CDS=1-2739
414	OG0000414	YKL129C, YMR109W	maker-scf7180000046309-augustus-gene-1.123-mRNA-1_1&gene=maker-scf7180000046309-augustus-gene-1.123&CDS=1-4461
415	OG0000415	YKL197C	augustus_masked-scf7180000046235-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000046235-processed-gene-0.19&CDS=1-1941, augustus_masked-scf7180000046301-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000046301-processed-gene-0.46&CDS=1-1944
