	OrthologID	Nakaseomyces_bacillisporus	Saccharomyces_cerevisiae
913	OG0000913	augustus_masked-NABA0S03-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.11&CDS=1-3510	YFR031C
914	OG0000914	augustus_masked-NABA0S03-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.30&CDS=1-3129	YFR030W
915	OG0000915	augustus_masked-NABA0S03-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.12&CDS=1-705	YBR256C
916	OG0000916	maker-NABA0S03-augustus-gene-5.50-mRNA-1_1&gene=maker-NABA0S03-augustus-gene-5.50&CDS=1-357	YBR255C-A
917	OG0000917	snap_masked-NABA0S03-processed-gene-5.83-mRNA-1_1&gene=snap_masked-NABA0S03-processed-gene-5.83&CDS=1-2346	YBR255W
918	OG0000918	genemark-NABA0S03-processed-gene-5.109-mRNA-1_1&gene=genemark-NABA0S03-processed-gene-5.109&CDS=1-573	YBR254C
919	OG0000919	maker-NABA0S03-augustus-gene-5.51-mRNA-1_1&gene=maker-NABA0S03-augustus-gene-5.51&CDS=1-1305	YBR251W
920	OG0000920	augustus_masked-NABA0S03-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.34&CDS=1-1026	YER016W
921	OG0000921	augustus_masked-NABA0S03-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.35&CDS=1-2229	YER015W
922	OG0000922	augustus_masked-NABA0S03-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.16&CDS=1-585	YER012W
923	OG0000923	augustus_masked-NABA0S03-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.19&CDS=1-705	YER010C
924	OG0000924	augustus_masked-NABA0S03-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.36&CDS=1-375	YER009W
925	OG0000925	augustus_masked-NABA0S03-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.20&CDS=1-4053	YER008C
926	OG0000926	augustus_masked-NABA0S03-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.21&CDS=1-543	YER007C-A
927	OG0000927	augustus_masked-NABA0S03-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.37&CDS=1-1581	YER006W
928	OG0000928	augustus_masked-NABA0S03-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.38&CDS=1-1863	YER005W
929	OG0000929	augustus_masked-NABA0S03-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.39&CDS=1-675	YER004W
930	OG0000930	augustus_masked-NABA0S03-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.22&CDS=1-651	YEL001C
931	OG0000931	augustus_masked-NABA0S03-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.23&CDS=1-1302	YEL002C
932	OG0000932	augustus_masked-NABA0S03-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.40&CDS=1-303	YEL003W
933	OG0000933	augustus_masked-NABA0S03-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.24&CDS=1-900	YEL005C
934	OG0000934	genemark-NABA0S03-processed-gene-5.136-mRNA-1_1&gene=genemark-NABA0S03-processed-gene-5.136&CDS=1-1419	YEL007W
935	OG0000935	augustus_masked-NABA0S03-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.25&CDS=1-324	YIL008W
936	OG0000936	augustus_masked-NABA0S03-processed-gene-6.159-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.159&CDS=1-927	YEL009C
937	OG0000937	augustus_masked-NABA0S03-processed-gene-6.158-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.158&CDS=1-1509	YPL259C
938	OG0000938	augustus_masked-NABA0S03-processed-gene-6.160-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.160&CDS=1-1557	YPL260W
939	OG0000939	augustus_masked-NABA0S03-processed-gene-6.161-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.161&CDS=1-1200	YOR008C
940	OG0000940	genemark-NABA0S03-processed-gene-6.85-mRNA-1_1&gene=genemark-NABA0S03-processed-gene-6.85&CDS=1-4128	YOR011W
941	OG0000941	genemark-NABA0S03-processed-gene-6.86-mRNA-1_1&gene=genemark-NABA0S03-processed-gene-6.86&CDS=1-2532	YOR014W
942	OG0000942	augustus_masked-NABA0S03-processed-gene-6.165-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.165&CDS=1-2289	YOR017W
943	OG0000943	augustus_masked-NABA0S03-processed-gene-6.194-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.194&CDS=1-1698	YOL027C
944	OG0000944	augustus_masked-NABA0S03-processed-gene-6.166-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.166&CDS=1-756	YOL038W
945	OG0000945	augustus_masked-NABA0S03-processed-gene-6.168-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.168&CDS=1-3261	YOL034W
946	OG0000946	maker-NABA0S03-augustus-gene-6.154-mRNA-1_1&gene=maker-NABA0S03-augustus-gene-6.154&CDS=1-2334	YOL033W
947	OG0000947	augustus_masked-NABA0S03-processed-gene-6.195-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.195&CDS=1-1401	YOL031C
948	OG0000948	augustus_masked-NABA0S03-processed-gene-6.196-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.196&CDS=1-324	YOL039W
949	OG0000949	augustus_masked-NABA0S03-processed-gene-6.170-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.170&CDS=1-423	YOL040C
950	OG0000950	genemark-NABA0S03-processed-gene-6.120-mRNA-1_1&gene=genemark-NABA0S03-processed-gene-6.120&CDS=1-1101	YOL042W
951	OG0000951	genemark-NABA0S03-processed-gene-6.121-mRNA-1_1&gene=genemark-NABA0S03-processed-gene-6.121&CDS=1-1878	YAL016W
952	OG0000952	augustus_masked-NABA0S03-processed-gene-6.172-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.172&CDS=1-1047	YOL048C
953	OG0000953	augustus_masked-NABA0S03-processed-gene-6.200-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.200&CDS=1-1452	YOL049W
954	OG0000954	augustus_masked-NABA0S03-processed-gene-6.201-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.201&CDS=1-3300	YOL051W
955	OG0000955	augustus_masked-NABA0S03-processed-gene-6.202-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.202&CDS=1-2364	YOR322C
956	OG0000956	augustus_masked-NABA0S03-processed-gene-6.203-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.203&CDS=1-1368	YOR323C
957	OG0000957	augustus_masked-NABA0S03-processed-gene-6.205-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.205&CDS=1-2439	YOR329C
958	OG0000958	augustus_masked-NABA0S03-processed-gene-6.206-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.206&CDS=1-3258	YOR330C
959	OG0000959	maker-NABA0S03-augustus-gene-6.155-mRNA-1_1&gene=maker-NABA0S03-augustus-gene-6.155&CDS=1-1956	YOR334W
960	OG0000960	augustus_masked-NABA0S03-processed-gene-6.207-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.207&CDS=1-2868	YOR335C
961	OG0000961	genemark-NABA0S03-processed-gene-6.98-mRNA-1_1&gene=genemark-NABA0S03-processed-gene-6.98&CDS=1-4113	YOR336W
962	OG0000962	augustus_masked-NABA0S03-processed-gene-6.177-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.177&CDS=1-2505	YOR337W
963	OG0000963	augustus_masked-NABA0S03-processed-gene-6.208-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.208&CDS=1-489	YOR339C
964	OG0000964	augustus_masked-NABA0S03-processed-gene-6.209-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.209&CDS=1-924	YOR340C
965	OG0000965	augustus_masked-NABA0S03-processed-gene-6.179-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.179&CDS=1-4947	YOR341W
966	OG0000966	augustus_masked-NABA0S03-processed-gene-6.210-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.210&CDS=1-1752	YOR344C
967	OG0000967	genemark-NABA0S03-processed-gene-6.102-mRNA-1_1&gene=genemark-NABA0S03-processed-gene-6.102&CDS=1-2532	YOR346W
968	OG0000968	augustus_masked-NABA0S03-processed-gene-6.212-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.212&CDS=1-1767	YOR348C
969	OG0000969	augustus_masked-NABA0S03-processed-gene-6.181-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.181&CDS=1-3255	YOR349W
970	OG0000970	augustus_masked-NABA0S03-processed-gene-6.213-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.213&CDS=1-1836	YOR350C
971	OG0000971	augustus_masked-NABA0S03-processed-gene-6.214-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.214&CDS=1-1455	YOR351C
972	OG0000972	augustus_masked-NABA0S03-processed-gene-6.182-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.182&CDS=1-903	YOR352W
973	OG0000973	augustus_masked-NABA0S03-processed-gene-6.215-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.215&CDS=1-2673	YOR353C
974	OG0000974	augustus_masked-NABA0S03-processed-gene-6.216-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.216&CDS=1-2250	YOR354C
975	OG0000975	augustus_masked-NABA0S03-processed-gene-6.183-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.183&CDS=1-1509	YOR355W
976	OG0000976	augustus_masked-NABA0S03-processed-gene-6.184-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.184&CDS=1-1902	YOR356W
977	OG0000977	augustus_masked-NABA0S03-processed-gene-6.217-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.217&CDS=1-495	YOR357C
978	OG0000978	augustus_masked-NABA0S03-processed-gene-6.185-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.185&CDS=1-606	YOR358W
979	OG0000979	augustus_masked-NABA0S03-processed-gene-6.186-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.186&CDS=1-1323	YOR359W
980	OG0000980	augustus_masked-NABA0S03-processed-gene-6.218-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.218&CDS=1-1527	YOR360C
981	OG0000981	maker-NABA0S03-augustus-gene-6.157-mRNA-1_1&gene=maker-NABA0S03-augustus-gene-6.157&CDS=1-3033	YOR361C
982	OG0000982	augustus_masked-NABA0S03-processed-gene-6.187-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.187&CDS=1-1650	YBR008C
983	OG0000983	augustus_masked-NABA0S03-processed-gene-6.188-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.188&CDS=1-747	YAL049C
984	OG0000984	augustus_masked-NABA0S03-processed-gene-6.189-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.189&CDS=1-1161	YOR368W
985	OG0000985	augustus_masked-NABA0S03-processed-gene-6.221-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.221&CDS=1-429	YOR369C
986	OG0000986	augustus_masked-NABA0S03-processed-gene-6.222-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.222&CDS=1-1827	YOR370C
987	OG0000987	augustus_masked-NABA0S03-processed-gene-6.224-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.224&CDS=1-1731	YOR372C
988	OG0000988	augustus_masked-NABA0S03-processed-gene-6.192-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.192&CDS=1-948	YKL216W
989	OG0000989	augustus_masked-NABA0S03-processed-gene-6.227-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.227&CDS=1-1089	YGR286C
990	OG0000990	augustus_masked-NABA0S06-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.1&CDS=1-525	YMR009W
991	OG0000991	genemark-NABA0S06-processed-gene-0.37-mRNA-1_1&gene=genemark-NABA0S06-processed-gene-0.37&CDS=1-1209	YMR010W
992	OG0000992	genemark-NABA0S06-processed-gene-0.38-mRNA-1_1&gene=genemark-NABA0S06-processed-gene-0.38&CDS=1-1434	YHL021C
993	OG0000993	snap_masked-NABA0S06-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NABA0S06-processed-gene-0.77&CDS=1-1149	YHL022C
994	OG0000994	augustus_masked-NABA0S06-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.17&CDS=1-3990	YAL026C
995	OG0000995	maker-NABA0S06-augustus-gene-0.110-mRNA-1_1&gene=maker-NABA0S06-augustus-gene-0.110&CDS=1-4938	YAL024C
996	OG0000996	augustus_masked-NABA0S06-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.20&CDS=1-4884	YAL021C
997	OG0000997	augustus_masked-NABA0S06-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.4&CDS=1-3195	YAL019W
998	OG0000998	genemark-NABA0S06-processed-gene-0.62-mRNA-1_1&gene=genemark-NABA0S06-processed-gene-0.62&CDS=1-1236	YAL015C
999	OG0000999	genemark-NABA0S06-processed-gene-0.63-mRNA-1_1&gene=genemark-NABA0S06-processed-gene-0.63&CDS=1-825	YAL014C
1000	OG0001000	augustus_masked-NABA0S06-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.23&CDS=1-1311	YOL041C
1001	OG0001001	augustus_masked-NABA0S06-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.7&CDS=1-2019	YAL013W
1002	OG0001002	genemark-NABA0S06-processed-gene-0.44-mRNA-1_1&gene=genemark-NABA0S06-processed-gene-0.44&CDS=1-1176	YAL012W
1003	OG0001003	maker-NABA0S06-snap-gene-0.32-mRNA-1_1&gene=maker-NABA0S06-snap-gene-0.32&CDS=1-2124	YAL011W
1004	OG0001004	genemark-NABA0S06-processed-gene-0.65-mRNA-1_1&gene=genemark-NABA0S06-processed-gene-0.65&CDS=1-1368	YAL010C
1005	OG0001005	augustus_masked-NABA0S06-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.9&CDS=1-966	YAL009W
1006	OG0001006	snap_masked-NABA0S06-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NABA0S06-processed-gene-0.84&CDS=1-588	YAL008W
1007	OG0001007	snap_masked-NABA0S06-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NABA0S06-processed-gene-0.104&CDS=1-825	YAL027W
1008	OG0001008	snap_masked-NABA0S06-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NABA0S06-processed-gene-0.105&CDS=1-2427	YAL028W
1009	OG0001009	augustus_masked-NABA0S06-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.28&CDS=1-384	YOR327C
1010	OG0001010	augustus_masked-NABA0S06-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.12&CDS=1-2541	YAL031C
1011	OG0001011	augustus_masked-NABA0S06-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.13&CDS=1-1254	YAL032C
1012	OG0001012	augustus_masked-NABA0S06-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.29&CDS=1-606	YAL033W
1013	OG0001013	augustus_masked-NABA0S06-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.30&CDS=1-903	YAL034W-A
1014	OG0001014	augustus_masked-NABA0S06-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.15&CDS=1-1257	YAL042W
1015	OG0001015	augustus_masked-NABA0S06-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.16&CDS=1-2538	YAL041W
1016	OG0001016	augustus_masked-NABA0S06-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.31&CDS=1-1704	YAL040C
1017	OG0001017	augustus_masked-NABA0S06-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.138&CDS=1-864	YAL039C
1018	OG0001018	augustus_masked-NABA0S06-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.135&CDS=1-363	YIR009W
1019	OG0001019	snap_masked-NABA0S06-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NABA0S06-processed-gene-1.4&CDS=1-1569	YIR010W
1020	OG0001020	augustus_masked-NABA0S06-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.139&CDS=1-1134	YIR011C
1021	OG0001021	augustus_masked-NABA0S06-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.137&CDS=1-1329	YIR012W
1022	OG0001022	snap_masked-NABA0S06-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NABA0S06-processed-gene-1.8&CDS=1-1164	YIL023C
1023	OG0001023	maker-NABA0S06-snap-gene-1.188-mRNA-1_1&gene=maker-NABA0S06-snap-gene-1.188&CDS=1-642	YIL024C
1024	OG0001024	augustus_masked-NABA0S06-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.142&CDS=1-3399	YIL026C
1025	OG0001025	augustus_masked-NABA0S06-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.143&CDS=1-429	YIL027C
1026	OG0001026	augustus_masked-NABA0S06-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.144&CDS=1-3759	YIL030C
1027	OG0001027	snap_masked-NABA0S06-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NABA0S06-processed-gene-1.45&CDS=1-3261	YIL031W
1028	OG0001028	augustus_masked-NABA0S06-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.145&CDS=1-1254	YIL022W
1029	OG0001029	augustus_masked-NABA0S06-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.146&CDS=1-951	YIL021W
1030	OG0001030	augustus_masked-NABA0S06-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.169&CDS=1-795	YIL020C
1031	OG0001031	snap_masked-NABA0S06-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NABA0S06-processed-gene-1.15&CDS=1-1068	YIL019W
1032	OG0001032	augustus_masked-NABA0S06-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.170&CDS=1-2766	YIL017C
1033	OG0001033	augustus_masked-NABA0S06-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.148&CDS=1-468	YIL016W
1034	OG0001034	augustus_masked-NABA0S06-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.149&CDS=1-1959	YIL015W
1035	OG0001035	genemark-NABA0S06-processed-gene-1.115-mRNA-1_1&gene=genemark-NABA0S06-processed-gene-1.115&CDS=1-1581	YFR037C
1036	OG0001036	maker-NABA0S06-augustus-gene-1.1-mRNA-1_1&gene=maker-NABA0S06-augustus-gene-1.1&CDS=1-2148	YIL033C
1037	OG0001037	augustus_masked-NABA0S06-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.151&CDS=1-1113	YIL035C
1038	OG0001038	augustus_masked-NABA0S06-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.172&CDS=1-1482	YIL036W
1039	OG0001039	genemark-NABA0S06-processed-gene-1.91-mRNA-1_1&gene=genemark-NABA0S06-processed-gene-1.91&CDS=1-2508	YIL038C
1040	OG0001040	genemark-NABA0S06-processed-gene-1.117-mRNA-1_1&gene=genemark-NABA0S06-processed-gene-1.117&CDS=1-1377	YIL039W
1041	OG0001041	augustus_masked-NABA0S06-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.175&CDS=1-1068	YIL041W
1042	OG0001042	augustus_masked-NABA0S06-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.153&CDS=1-1308	YIL042C
1043	OG0001043	augustus_masked-NABA0S06-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.154&CDS=1-840	YIL043C
1044	OG0001044	augustus_masked-NABA0S06-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.155&CDS=1-966	YIL044C
1045	OG0001045	augustus_masked-NABA0S06-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.177&CDS=1-2121	YIL046W
1046	OG0001046	augustus_masked-NABA0S06-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.179&CDS=1-891	YER055C
1047	OG0001047	augustus_masked-NABA0S06-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.156&CDS=1-2670	YIL047C
1048	OG0001048	augustus_masked-NABA0S06-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.180&CDS=1-3429	YIL048W
1049	OG0001049	genemark-NABA0S06-processed-gene-1.125-mRNA-1_1&gene=genemark-NABA0S06-processed-gene-1.125&CDS=1-768	YIL049W
1050	OG0001050	snap_masked-NABA0S06-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NABA0S06-processed-gene-1.30&CDS=1-2058	YIL055C
1051	OG0001051	maker-NABA0S06-snap-gene-1.191-mRNA-1_1&gene=maker-NABA0S06-snap-gene-1.191&CDS=1-2001	YIL056W
1052	OG0001052	augustus_masked-NABA0S06-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.160&CDS=1-498	YIL057C
1053	OG0001053	augustus_masked-NABA0S06-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.161&CDS=1-921	YIL061C
1054	OG0001054	augustus_masked-NABA0S06-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.162&CDS=1-1467	YIL062C
1055	OG0001055	augustus_masked-NABA0S06-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.184&CDS=1-693	YIL064W
1056	OG0001056	genemark-NABA0S06-processed-gene-1.103-mRNA-1_1&gene=genemark-NABA0S06-processed-gene-1.103&CDS=1-474	YIL065C
1057	OG0001057	genemark-NABA0S06-processed-gene-1.104-mRNA-1_1&gene=genemark-NABA0S06-processed-gene-1.104&CDS=1-1998	YIL067C
1058	OG0001058	genemark-NABA0S06-processed-gene-1.105-mRNA-1_1&gene=genemark-NABA0S06-processed-gene-1.105&CDS=1-399	YER072W
1059	OG0001059	snap_masked-NABA0S06-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NABA0S06-processed-gene-1.38&CDS=1-246	YKR095W-A
1060	OG0001060	snap_masked-NABA0S06-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NABA0S06-processed-gene-1.41&CDS=1-2163	YKR099W
1061	OG0001061	augustus_masked-NABA0S06-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-1.185&CDS=1-693	YIL158W
1062	OG0001062	snap_masked-NABA0S06-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NABA0S06-processed-gene-1.43&CDS=1-2268	YER001W
1063	OG0001063	genemark-NABA0S07-processed-gene-0.2-mRNA-1_1&gene=genemark-NABA0S07-processed-gene-0.2&CDS=1-4770	YGL206C
1064	OG0001064	genemark-NABA0S08-processed-gene-0.39-mRNA-1_1&gene=genemark-NABA0S08-processed-gene-0.39&CDS=1-3099	YDL240W
1065	OG0001065	augustus_masked-NABA0S08-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NABA0S08-processed-gene-0.100&CDS=1-1440	YDL238C
1066	OG0001066	augustus_masked-NABA0S08-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NABA0S08-processed-gene-0.81&CDS=1-1281	YDL237W
1067	OG0001067	genemark-NABA0S08-processed-gene-0.62-mRNA-1_1&gene=genemark-NABA0S08-processed-gene-0.62&CDS=1-2568	YNL221C
1068	OG0001068	augustus_masked-NABA0S08-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NABA0S08-processed-gene-0.82&CDS=1-930	YDL236W
1069	OG0001069	augustus_masked-NABA0S08-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NABA0S08-processed-gene-0.102&CDS=1-2316	YDL234C
1070	OG0001070	augustus_masked-NABA0S08-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NABA0S08-processed-gene-0.83&CDS=1-4008	YDL147W
1071	OG0001071	augustus_masked-NABA0S08-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NABA0S08-processed-gene-0.84&CDS=1-1428	YDL146W
1072	OG0001072	genemark-NABA0S08-processed-gene-0.64-mRNA-1_1&gene=genemark-NABA0S08-processed-gene-0.64&CDS=1-3633	YDL145C
1073	OG0001073	genemark-NABA0S08-processed-gene-0.65-mRNA-1_1&gene=genemark-NABA0S08-processed-gene-0.65&CDS=1-1074	YDL144C
1074	OG0001074	snap_masked-NABA0S08-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NABA0S08-processed-gene-0.6&CDS=1-1584	YDL143W
1075	OG0001075	augustus_masked-NABA0S08-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NABA0S08-processed-gene-0.104&CDS=1-747	YDL142C
1076	OG0001076	augustus_masked-NABA0S08-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NABA0S08-processed-gene-0.86&CDS=1-2046	YDL141W
1077	OG0001077	augustus_masked-NABA0S08-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NABA0S08-processed-gene-0.105&CDS=1-4845	YDL140C
