	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026197_Brettanomyces_custersianus
708	OG0000708	YCR066W	genemark-flattened_line_0-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.94&CDS=1-1035
709	OG0000709	YCR068W	maker-flattened_line_30-augustus-gene-0.40-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.40&CDS=1-1956
710	OG0000710	YCR071C	genemark-flattened_line_38-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.128&CDS=1-375
711	OG0000711	YCR072C	maker-flattened_line_4-snap-gene-1.6-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.6&CDS=1-2787
712	OG0000712	YCR075C	maker-flattened_line_0-snap-gene-7.157-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-7.157&CDS=1-756
713	OG0000713	YCR077C	maker-flattened_line_4-snap-gene-1.9-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.9&CDS=1-2559
714	OG0000714	YCR079W	augustus_masked-flattened_line_40-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.51&CDS=1-3297
715	OG0000715	YCR081W	genemark-flattened_line_14-processed-gene-3.110-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.110&CDS=1-4617
716	OG0000716	YCR084C	genemark-flattened_line_60-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.46&CDS=1-1929
717	OG0000717	YCR086W	augustus_masked-flattened_line_0-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.38&CDS=1-1200
718	OG0000718	YCR088W	genemark-flattened_line_12-processed-gene-3.132-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.132&CDS=1-1938
719	OG0000719	YCR092C	genemark-flattened_line_4-processed-gene-6.201-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.201&CDS=1-3099
720	OG0000720	YCR093W	augustus_masked-flattened_line_42-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.21&CDS=1-7971
721	OG0000721	YCR095C	genemark-flattened_line_2-processed-gene-5.23-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.23&CDS=1-1194
722	OG0000722	YCR097W	genemark-flattened_line_6-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.133&CDS=1-690
723	OG0000723	YCR098C	genemark-flattened_line_8-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.31&CDS=1-1575
724	OG0000724	YDL001W	genemark-flattened_line_10-processed-gene-2.19-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.19&CDS=1-1362
725	OG0000725	YDL002C	genemark-flattened_line_10-processed-gene-2.18-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.18&CDS=1-882
726	OG0000726	YDL003W	genemark-flattened_line_10-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.136&CDS=1-1557
727	OG0000727	YDL004W	genemark-flattened_line_20-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.61&CDS=1-492
728	OG0000728	YDL006W	genemark-flattened_line_10-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.140&CDS=1-1338
729	OG0000729	YDL007W	genemark-flattened_line_10-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.141&CDS=1-1314
730	OG0000730	YDL008W	genemark-flattened_line_50-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.58&CDS=1-402
731	OG0000731	YDL014W	genemark-flattened_line_8-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.52&CDS=1-957
732	OG0000732	YDL015C	genemark-flattened_line_0-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.85&CDS=1-951
733	OG0000733	YDL017W	genemark-flattened_line_6-processed-gene-1.167-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.167&CDS=1-1929
734	OG0000734	YDL020C	genemark-flattened_line_2-processed-gene-4.75-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.75&CDS=1-1476
735	OG0000735	YDL022W	genemark-flattened_line_10-processed-gene-3.42-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.42&CDS=1-1275
736	OG0000736	YDL025C	genemark-flattened_line_80-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.70&CDS=1-1992
737	OG0000737	YDL028C	genemark-flattened_line_16-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.132&CDS=1-1812
738	OG0000738	YDL029W	genemark-flattened_line_16-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.113&CDS=1-1950
739	OG0000739	YDL030W	genemark-flattened_line_4-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.144&CDS=1-1524
740	OG0000740	YDL031W	augustus_masked-flattened_line_34-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.22&CDS=1-4347
741	OG0000741	YDL033C	genemark-flattened_line_36-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.141&CDS=1-1281
742	OG0000742	YDL035C	genemark-flattened_line_8-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.78&CDS=1-2214
743	OG0000743	YDL040C	genemark-flattened_line_76-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.71&CDS=1-2568
744	OG0000744	YDL043C	genemark-flattened_line_24-processed-gene-1.263-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.263&CDS=1-648
745	OG0000745	YDL045W-A	augustus_masked-flattened_line_6-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.101&CDS=1-273
746	OG0000746	YDL046W	genemark-flattened_line_10-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.115&CDS=1-495
747	OG0000747	YDL047W	genemark-flattened_line_60-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.62&CDS=1-945
748	OG0000748	YDL051W	maker-flattened_line_22-augustus-gene-1.182-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.182&CDS=1-1434
749	OG0000749	YDL052C	augustus_masked-flattened_line_72-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.90&CDS=1-2190
750	OG0000750	YDL055C	genemark-flattened_line_4-processed-gene-3.43-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.43&CDS=1-1086
751	OG0000751	YDL056W	genemark-flattened_line_74-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.101&CDS=1-2424
752	OG0000752	YDL057W	genemark-flattened_line_74-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.100&CDS=1-1803
753	OG0000753	YDL058W	genemark-flattened_line_38-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.144&CDS=1-4632
754	OG0000754	YDL060W	maker-flattened_line_18-augustus-gene-2.77-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-2.77&CDS=1-3525
755	OG0000755	YDL063C	genemark-flattened_line_18-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.127&CDS=1-1893
756	OG0000756	YDL064W	genemark-flattened_line_18-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.89&CDS=1-483
757	OG0000757	YDL065C	genemark-flattened_line_18-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.126&CDS=1-936
758	OG0000758	YDL066W	genemark-flattened_line_68-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.40&CDS=1-1359
759	OG0000759	YDL067C	genemark-flattened_line_4-processed-gene-6.184-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.184&CDS=1-180
760	OG0000760	YDL072C	genemark-flattened_line_6-processed-gene-3.9-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.9&CDS=1-606
761	OG0000761	YDL074C	genemark-flattened_line_52-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.51&CDS=1-2118
762	OG0000762	YDL076C	genemark-flattened_line_0-processed-gene-4.65-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.65&CDS=1-1683
763	OG0000763	YDL077C	genemark-flattened_line_0-processed-gene-4.67-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.67&CDS=1-3066
764	OG0000764	YDL081C	genemark-flattened_line_42-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.94&CDS=1-342
765	OG0000765	YDL084W	genemark-flattened_line_0-processed-gene-1.43-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.43&CDS=1-1296
766	OG0000766	YDL087C	genemark-flattened_line_22-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.50&CDS=1-747
767	OG0000767	YDL090C	genemark-flattened_line_14-processed-gene-3.121-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.121&CDS=1-1356
768	OG0000768	YDL095W	genemark-flattened_line_20-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.33&CDS=1-2310
769	OG0000769	YDL098C	genemark-flattened_line_38-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.138&CDS=1-504
770	OG0000770	YDL101C	genemark-flattened_line_18-processed-gene-1.47-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.47&CDS=1-1548
771	OG0000771	YDL102W	genemark-flattened_line_18-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.59&CDS=1-3291
772	OG0000772	YDL103C	augustus_masked-flattened_line_36-processed-gene-0.270-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.270&CDS=1-1455
773	OG0000773	YDL104C	augustus_masked-flattened_line_42-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.15&CDS=1-1155
774	OG0000774	YDL105W	genemark-flattened_line_42-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.104&CDS=1-1275
775	OG0000775	YDL106C	genemark-flattened_line_42-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.105&CDS=1-1653
776	OG0000776	YDL107W	genemark-flattened_line_24-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.61&CDS=1-1143
777	OG0000777	YDL108W	genemark-flattened_line_92-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.41&CDS=1-936
778	OG0000778	YDL111C	genemark-flattened_line_22-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.22&CDS=1-879
779	OG0000779	YDL112W	genemark-flattened_line_22-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.64&CDS=1-4332
780	OG0000780	YDL113C	genemark-flattened_line_84-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.38&CDS=1-1602
781	OG0000781	YDL114W	genemark-flattened_line_22-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.63&CDS=1-975
782	OG0000782	YDL116W	genemark-flattened_line_28-processed-gene-1.191-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.191&CDS=1-2319
783	OG0000783	YDL117W	genemark-flattened_line_92-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.42&CDS=1-2433
784	OG0000784	YDL119C	genemark-flattened_line_42-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.67&CDS=1-918
785	OG0000785	YDL120W	genemark-flattened_line_54-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.136&CDS=1-552
786	OG0000786	YDL122W	maker-flattened_line_20-snap-gene-2.3-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-2.3&CDS=1-2406
787	OG0000787	YDL124W	genemark-flattened_line_24-processed-gene-1.252-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.252&CDS=1-930
788	OG0000788	YDL126C	maker-flattened_line_40-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.2&CDS=1-2883
789	OG0000789	YDL132W	augustus_masked-flattened_line_74-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.54&CDS=1-2457
790	OG0000790	YDL133W	genemark-flattened_line_74-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.90&CDS=1-1329
791	OG0000791	YDL135C	genemark-flattened_line_74-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.89&CDS=1-591
792	OG0000792	YDL139C	genemark-flattened_line_32-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.137&CDS=1-990
793	OG0000793	YDL140C	snap_masked-flattened_line_32-processed-gene-0.243-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.243&CDS=1-5346
794	OG0000794	YDL141W	genemark-flattened_line_32-processed-gene-0.194-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.194&CDS=1-2028
795	OG0000795	YDL142C	genemark-flattened_line_32-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.140&CDS=1-1188
796	OG0000796	YDL143W	genemark-flattened_line_32-processed-gene-0.196-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.196&CDS=1-1599
797	OG0000797	YDL145C	genemark-flattened_line_10-processed-gene-2.37-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.37&CDS=1-3804
798	OG0000798	YDL146W	genemark-flattened_line_10-processed-gene-2.12-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.12&CDS=1-1785
799	OG0000799	YDL147W	genemark-flattened_line_10-processed-gene-2.11-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.11&CDS=1-1323
800	OG0000800	YDL148C	genemark-flattened_line_2-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.80&CDS=1-2409
801	OG0000801	YDL149W	genemark-flattened_line_2-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.54&CDS=1-2634
802	OG0000802	YDL150W	genemark-flattened_line_32-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.142&CDS=1-1302
803	OG0000803	YDL153C	genemark-flattened_line_32-processed-gene-0.198-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.198&CDS=1-1752
804	OG0000804	YDL156W	genemark-flattened_line_0-processed-gene-7.27-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.27&CDS=1-1593
805	OG0000805	YDL157C	genemark-flattened_line_0-processed-gene-7.49-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.49&CDS=1-306
806	OG0000806	YDL159W	genemark-flattened_line_6-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.65&CDS=1-1503
807	OG0000807	YDL160C	genemark-flattened_line_100-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.13&CDS=1-1398
808	OG0000808	YDL164C	genemark-flattened_line_0-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.29&CDS=1-2283
809	OG0000809	YDL165W	genemark-flattened_line_4-processed-gene-3.35-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.35&CDS=1-954
810	OG0000810	YDL166C	genemark-flattened_line_4-processed-gene-3.16-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.16&CDS=1-567
811	OG0000811	YDL167C	genemark-flattened_line_2-processed-gene-2.70-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.70&CDS=1-2349
812	OG0000812	YDL168W	genemark-flattened_line_44-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.155&CDS=1-1140
813	OG0000813	YDL169C	snap_masked-flattened_line_4-processed-gene-3.133-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.133&CDS=1-447
814	OG0000814	YDL171C	augustus_masked-flattened_line_2-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.53&CDS=1-6804
815	OG0000815	YDL177C	genemark-flattened_line_6-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.127&CDS=1-561
816	OG0000816	YDL178W	genemark-flattened_line_16-processed-gene-2.133-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.133&CDS=1-1698
817	OG0000817	YDL183C	genemark-flattened_line_74-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.104&CDS=1-942
818	OG0000818	YDL185W	maker-flattened_line_2-augustus-gene-7.56-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-7.56&CDS=1-5187
819	OG0000819	YDL188C	genemark-flattened_line_74-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.103&CDS=1-1254
820	OG0000820	YDL189W	genemark-flattened_line_74-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.88&CDS=1-1707
821	OG0000821	YDL190C	genemark-flattened_line_74-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.87&CDS=1-3198
822	OG0000822	YDL192W	genemark-flattened_line_74-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.85&CDS=1-537
823	OG0000823	YDL193W	genemark-flattened_line_74-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.84&CDS=1-1125
824	OG0000824	YDL195W	genemark-flattened_line_32-processed-gene-0.193-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.193&CDS=1-3798
825	OG0000825	YDL198C	genemark-flattened_line_22-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.60&CDS=1-906
826	OG0000826	YDL201W	maker-flattened_line_18-augustus-gene-0.83-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.83&CDS=1-1710
827	OG0000827	YDL205C	genemark-flattened_line_34-processed-gene-0.196-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.196&CDS=1-1128
828	OG0000828	YDL207W	maker-flattened_line_6-snap-gene-4.101-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-4.101&CDS=1-2169
829	OG0000829	YDL208W	maker-flattened_line_6-augustus-gene-4.3-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-4.3&CDS=1-888
830	OG0000830	YDL209C	genemark-flattened_line_6-processed-gene-2.17-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.17&CDS=1-966
831	OG0000831	YDL212W	genemark-flattened_line_4-processed-gene-2.151-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.151&CDS=1-642
832	OG0000832	YDL213C	genemark-flattened_line_0-processed-gene-5.160-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.160&CDS=1-663
833	OG0000833	YDL215C	genemark-flattened_line_16-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.114&CDS=1-3093
834	OG0000834	YDL219W	augustus_masked-flattened_line_46-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.46&CDS=1-1119
835	OG0000835	YDL225W	genemark-flattened_line_16-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.136&CDS=1-1500
836	OG0000836	YDL226C	genemark-flattened_line_10-processed-gene-2.45-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.45&CDS=1-1107
837	OG0000837	YDL230W	snap_masked-flattened_line_2-processed-gene-5.55-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.55&CDS=1-924
838	OG0000838	YDL233W	snap_masked-flattened_line_24-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.69&CDS=1-2118
839	OG0000839	YDL234C	genemark-flattened_line_4-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.63&CDS=1-2637
840	OG0000840	YDL236W	augustus_masked-flattened_line_42-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.3&CDS=1-1314
841	OG0000841	YDL238C	genemark-flattened_line_4-processed-gene-2.140-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.140&CDS=1-1422
842	OG0000842	YDL240W	genemark-flattened_line_18-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.55&CDS=1-4794
843	OG0000843	YDR002W	genemark-flattened_line_62-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.82&CDS=1-624
844	OG0000844	YDR004W	genemark-flattened_line_2-processed-gene-7.94-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.94&CDS=1-1467
845	OG0000845	YDR005C	genemark-flattened_line_2-processed-gene-7.95-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.95&CDS=1-1422
846	OG0000846	YDR006C	genemark-flattened_line_12-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.49&CDS=1-2112
847	OG0000847	YDR007W	genemark-flattened_line_2-processed-gene-7.96-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.96&CDS=1-750
848	OG0000848	YDR013W	genemark-flattened_line_32-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.148&CDS=1-609
849	OG0000849	YDR017C	genemark-flattened_line_32-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.101&CDS=1-2286
850	OG0000850	YDR020C	genemark-flattened_line_60-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.80&CDS=1-756
