	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035667_Kurtzmaniella_cleridarum
638	OG0000638	YBR029C	snap_masked-flattened_line_34-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.83&CDS=1-1281
639	OG0000639	YBR034C	snap_masked-flattened_line_220-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_220-processed-gene-0.53&CDS=1-1020
640	OG0000640	YBR035C	snap_masked-flattened_line_138-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.12&CDS=1-681
641	OG0000641	YBR037C	snap_masked-flattened_line_62-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.55&CDS=1-942
642	OG0000642	YBR039W	maker-flattened_line_100-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_100-snap-gene-0.0&CDS=1-1053
643	OG0000643	YBR040W	augustus_masked-flattened_line_158-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.39&CDS=1-621
644	OG0000644	YBR041W	snap_masked-flattened_line_10-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.103&CDS=1-1965
645	OG0000645	YBR043C	snap_masked-flattened_line_158-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.11&CDS=1-2070
646	OG0000646	YBR046C	augustus_masked-flattened_line_326-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_326-processed-gene-0.34&CDS=1-1011
647	OG0000647	YBR053C	snap_masked-flattened_line_20-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.138&CDS=1-1014
648	OG0000648	YBR055C	augustus_masked-flattened_line_6-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.21&CDS=1-2664
649	OG0000649	YBR056W	snap_masked-flattened_line_52-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.87&CDS=1-1485
650	OG0000650	YBR057C	augustus_masked-flattened_line_316-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_316-processed-gene-0.4&CDS=1-1125
651	OG0000651	YBR058C	snap_masked-flattened_line_4-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.38&CDS=1-2253
652	OG0000652	YBR060C	snap_masked-flattened_line_194-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_194-processed-gene-0.25&CDS=1-2199
653	OG0000653	YBR061C	snap_masked-flattened_line_92-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.54&CDS=1-885
654	OG0000654	YBR065C	snap_masked-flattened_line_194-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_194-processed-gene-0.22&CDS=1-1086
655	OG0000655	YBR070C	augustus_masked-flattened_line_194-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_194-processed-gene-0.50&CDS=1-681
656	OG0000656	YBR074W	snap_masked-flattened_line_194-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_194-processed-gene-0.31&CDS=1-2901
657	OG0000657	YBR079C	snap_masked-flattened_line_222-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_222-processed-gene-0.30&CDS=1-2703
658	OG0000658	YBR080C	snap_masked-flattened_line_200-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_200-processed-gene-0.23&CDS=1-2340
659	OG0000659	YBR083W	snap_masked-flattened_line_36-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.94&CDS=1-2502
660	OG0000660	YBR086C	snap_masked-flattened_line_28-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.47&CDS=1-2571
661	OG0000661	YBR087W	snap_masked-flattened_line_0-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.125&CDS=1-1071
662	OG0000662	YBR088C	snap_masked-flattened_line_0-processed-gene-1.154-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.154&CDS=1-777
663	OG0000663	YBR091C	snap_masked-flattened_line_0-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.113&CDS=1-312
664	OG0000664	YBR094W	snap_masked-flattened_line_0-processed-gene-1.152-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.152&CDS=1-2211
665	OG0000665	YBR095C	augustus_masked-flattened_line_0-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.70&CDS=1-1221
666	OG0000666	YBR096W	augustus_masked-flattened_line_90-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.0&CDS=1-888
667	OG0000667	YBR097W	snap_masked-flattened_line_408-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_408-processed-gene-0.6&CDS=1-4287
668	OG0000668	YBR101C	snap_masked-flattened_line_10-processed-gene-1.102-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.102&CDS=1-834
669	OG0000669	YBR102C	snap_masked-flattened_line_158-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.0&CDS=1-2265
670	OG0000670	YBR103W	augustus_masked-flattened_line_408-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_408-processed-gene-0.18&CDS=1-1539
671	OG0000671	YBR106W	snap_masked-flattened_line_62-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.54&CDS=1-576
672	OG0000672	YBR109C	augustus_masked-flattened_line_110-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.17&CDS=1-447
673	OG0000673	YBR110W	snap_masked-flattened_line_110-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.41&CDS=1-1383
674	OG0000674	YBR111C	snap_masked-flattened_line_14-processed-gene-0.210-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.210&CDS=1-630
675	OG0000675	YBR111W-A	snap_masked-flattened_line_14-processed-gene-0.254-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.254&CDS=1-303
676	OG0000676	YBR112C	maker-flattened_line_14-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.5&CDS=1-1986
677	OG0000677	YBR114W	snap_masked-flattened_line_36-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.64&CDS=1-2418
678	OG0000678	YBR115C	snap_masked-flattened_line_36-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.65&CDS=1-4041
679	OG0000679	YBR120C	snap_masked-flattened_line_80-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.121&CDS=1-333
680	OG0000680	YBR121C	snap_masked-flattened_line_126-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.37&CDS=1-1968
681	OG0000681	YBR122C	snap_masked-flattened_line_84-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.93&CDS=1-504
682	OG0000682	YBR123C	snap_masked-flattened_line_32-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.76&CDS=1-1680
683	OG0000683	YBR126C	snap_masked-flattened_line_44-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.121&CDS=1-1419
684	OG0000684	YBR127C	snap_masked-flattened_line_44-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.120&CDS=1-1524
685	OG0000685	YBR131W	snap_masked-flattened_line_142-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.4&CDS=1-1992
686	OG0000686	YBR133C	augustus_masked-flattened_line_34-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.149&CDS=1-1674
687	OG0000687	YBR135W	snap_masked-flattened_line_34-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.61&CDS=1-318
688	OG0000688	YBR136W	augustus_masked-flattened_line_34-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.127&CDS=1-7020
689	OG0000689	YBR137W	snap_masked-flattened_line_204-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_204-processed-gene-0.29&CDS=1-474
690	OG0000690	YBR141C	augustus_masked-flattened_line_16-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.22&CDS=1-987
691	OG0000691	YBR142W	snap_masked-flattened_line_16-processed-gene-0.173-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.173&CDS=1-2385
692	OG0000692	YBR143C	snap_masked-flattened_line_16-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.121&CDS=1-1305
693	OG0000693	YBR146W	genemark-flattened_line_116-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.60&CDS=1-957
694	OG0000694	YBR149W	snap_masked-flattened_line_134-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.46&CDS=1-1020
695	OG0000695	YBR150C, YOL089C	
696	OG0000696	YBR153W	snap_masked-flattened_line_116-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.93&CDS=1-756
697	OG0000697	YBR154C	maker-flattened_line_116-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_116-snap-gene-0.1&CDS=1-642
698	OG0000698	YBR155W	augustus_masked-flattened_line_30-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.134&CDS=1-1170
699	OG0000699	YBR156C	augustus_masked-flattened_line_30-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.114&CDS=1-2712
700	OG0000700	YBR158W	snap_masked-flattened_line_270-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_270-processed-gene-0.21&CDS=1-1692
701	OG0000701	YBR159W	snap_masked-flattened_line_26-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.82&CDS=1-1023
702	OG0000702	YBR162C	snap_masked-flattened_line_22-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.79&CDS=1-1335
703	OG0000703	YBR162W-A	genemark-flattened_line_46-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.37&CDS=1-186
704	OG0000704	YBR163W	snap_masked-flattened_line_68-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.98&CDS=1-1887
705	OG0000705	YBR164C	snap_masked-flattened_line_12-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.133&CDS=1-555
706	OG0000706	YBR166C	snap_masked-flattened_line_12-processed-gene-0.182-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.182&CDS=1-1314
707	OG0000707	YBR167C	snap_masked-flattened_line_284-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_284-processed-gene-0.34&CDS=1-447
708	OG0000708	YBR170C	snap_masked-flattened_line_108-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.45&CDS=1-1686
709	OG0000709	YBR171W	genemark-flattened_line_248-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_248-processed-gene-0.28&CDS=1-1074
710	OG0000710	YBR173C	maker-flattened_line_484-augustus-gene-0.12-mRNA-1_1&gene=maker-flattened_line_484-augustus-gene-0.12&CDS=1-441
711	OG0000711	YBR176W	snap_masked-flattened_line_50-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.64&CDS=1-936
712	OG0000712	YBR179C	snap_masked-flattened_line_212-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_212-processed-gene-0.26&CDS=1-2607
713	OG0000713	YBR182C	maker-flattened_line_32-snap-gene-0.123-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.123&CDS=1-1368
714	OG0000714	YBR185C	snap_masked-flattened_line_128-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.0&CDS=1-759
715	OG0000715	YBR187W	snap_masked-flattened_line_58-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.140&CDS=1-948
716	OG0000716	YBR192W	snap_masked-flattened_line_58-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.119&CDS=1-1119
717	OG0000717	YBR193C	snap_masked-flattened_line_58-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.120&CDS=1-639
718	OG0000718	YBR195C	snap_masked-flattened_line_278-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_278-processed-gene-0.2&CDS=1-1191
719	OG0000719	YBR196C	snap_masked-flattened_line_166-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.36&CDS=1-1653
720	OG0000720	YBR198C	snap_masked-flattened_line_16-processed-gene-0.187-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.187&CDS=1-2592
721	OG0000721	YBR199W	snap_masked-flattened_line_180-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_180-processed-gene-0.34&CDS=1-1413
722	OG0000722	YBR200W	snap_masked-flattened_line_34-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.91&CDS=1-1872
723	OG0000723	YBR202W	snap_masked-flattened_line_46-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.84&CDS=1-2307
724	OG0000724	YBR203W	snap_masked-flattened_line_38-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.20&CDS=1-2073
725	OG0000725	YBR204C	snap_masked-flattened_line_292-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_292-processed-gene-0.18&CDS=1-1920
726	OG0000726	YBR208C	snap_masked-flattened_line_18-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.14&CDS=1-5457
727	OG0000727	YBR212W	maker-flattened_line_14-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.1&CDS=1-903
728	OG0000728	YBR213W	snap_masked-flattened_line_14-processed-gene-0.212-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.212&CDS=1-810
729	OG0000729	YBR215W	snap_masked-flattened_line_178-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_178-processed-gene-0.55&CDS=1-1497
730	OG0000730	YBR218C	snap_masked-flattened_line_80-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.106&CDS=1-3528
731	OG0000731	YBR220C	snap_masked-flattened_line_80-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.112&CDS=1-1662
732	OG0000732	YBR221C	snap_masked-flattened_line_80-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.111&CDS=1-1131
733	OG0000733	YBR222C	snap_masked-flattened_line_218-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_218-processed-gene-0.19&CDS=1-1554
734	OG0000734	YBR229C	snap_masked-flattened_line_140-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_140-processed-gene-0.62&CDS=1-2793
735	OG0000735	YBR231C	snap_masked-flattened_line_66-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.141&CDS=1-963
736	OG0000736	YBR233W-A	snap_masked-flattened_line_166-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.41&CDS=1-393
737	OG0000737	YBR234C	snap_masked-flattened_line_166-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.51&CDS=1-1122
738	OG0000738	YBR235W	maker-flattened_line_302-augustus-gene-0.21-mRNA-1_1&gene=maker-flattened_line_302-augustus-gene-0.21&CDS=1-6348
739	OG0000739	YBR236C	snap_masked-flattened_line_532-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_532-processed-gene-0.2&CDS=1-1548
740	OG0000740	YBR243C	snap_masked-flattened_line_132-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_132-processed-gene-0.55&CDS=1-1422
741	OG0000741	YBR246W	augustus_masked-flattened_line_132-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.15&CDS=1-990
742	OG0000742	YBR247C	snap_masked-flattened_line_14-processed-gene-0.224-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.224&CDS=1-1299
743	OG0000743	YBR248C	snap_masked-flattened_line_14-processed-gene-0.226-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.226&CDS=1-1767
744	OG0000744	YBR254C	snap_masked-flattened_line_22-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.112&CDS=1-534
745	OG0000745	YBR255W	snap_masked-flattened_line_22-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.113&CDS=1-2424
746	OG0000746	YBR256C	snap_masked-flattened_line_22-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.139&CDS=1-690
747	OG0000747	YBR257W	snap_masked-flattened_line_48-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.140&CDS=1-825
748	OG0000748	YBR260C	snap_masked-flattened_line_10-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.53&CDS=1-1932
749	OG0000749	YBR261C	snap_masked-flattened_line_184-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_184-processed-gene-0.69&CDS=1-750
750	OG0000750	YBR265W	snap_masked-flattened_line_326-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_326-processed-gene-0.6&CDS=1-924
751	OG0000751	YBR267W	snap_masked-flattened_line_14-processed-gene-0.206-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.206&CDS=1-1206
752	OG0000752	YBR268W	snap_masked-flattened_line_62-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.61&CDS=1-285
753	OG0000753	YBR269C	snap_masked-flattened_line_48-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.146&CDS=1-330
754	OG0000754	YBR271W	snap_masked-flattened_line_48-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.123&CDS=1-1239
755	OG0000755	YBR275C	augustus_masked-flattened_line_26-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.58&CDS=1-4476
756	OG0000756	YBR279W	snap_masked-flattened_line_272-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_272-processed-gene-0.15&CDS=1-1305
757	OG0000757	YBR280C	augustus_masked-flattened_line_192-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.7&CDS=1-1680
758	OG0000758	YBR281C	snap_masked-flattened_line_192-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_192-processed-gene-0.43&CDS=1-2904
759	OG0000759	YBR282W	snap_masked-flattened_line_66-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.150&CDS=1-498
760	OG0000760	YBR283C	augustus_masked-flattened_line_26-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.32&CDS=1-1476
761	OG0000761	YBR286W	augustus_masked-flattened_line_80-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.31&CDS=1-1575
762	OG0000762	YBR287W	maker-flattened_line_432-snap-gene-0.16-mRNA-1_1&gene=maker-flattened_line_432-snap-gene-0.16&CDS=1-1896
763	OG0000763	YBR288C	snap_masked-flattened_line_232-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_232-processed-gene-0.27&CDS=1-1437
764	OG0000764	YBR290W	snap_masked-flattened_line_18-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.44&CDS=1-1167
765	OG0000765	YBR296C	snap_masked-flattened_line_252-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_252-processed-gene-0.19&CDS=1-1713
766	OG0000766	YCL004W	genemark-flattened_line_26-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.148&CDS=1-1674
767	OG0000767	YCL005W-A	snap_masked-flattened_line_10-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.41&CDS=1-228
768	OG0000768	YCL008C	snap_masked-flattened_line_10-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.56&CDS=1-1605
769	OG0000769	YCL009C	snap_masked-flattened_line_34-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.94&CDS=1-885
770	OG0000770	YCL010C	snap_masked-flattened_line_26-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.117&CDS=1-780
771	OG0000771	YCL014W	augustus_masked-flattened_line_26-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.50&CDS=1-3885
772	OG0000772	YCL017C	snap_masked-flattened_line_26-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.87&CDS=1-1419
773	OG0000773	YCL018W	augustus_masked-flattened_line_26-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.26&CDS=1-1122
774	OG0000774	YCL027W	augustus_masked-flattened_line_156-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.22&CDS=1-1050
775	OG0000775	YCL029C	maker-flattened_line_2-snap-gene-0.78-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-0.78&CDS=1-1344
