	OrthologID	Metschnikowia_cerradonensis	Saccharomyces_cerevisiae
504	OG0000504	snap_masked-cer-_s587-processed-gene-0.111-mRNA-1_1&gene=snap_masked-cer-_s587-processed-gene-0.111&CDS=1-381	YGR034W, YLR344W
505	OG0000505	genemark-cer-_s587-processed-gene-0.97-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.97&CDS=1-2652	YKL121W, YMR102C
506	OG0000506	genemark-cer-_s595-processed-gene-0.36-mRNA-1_1&gene=genemark-cer-_s595-processed-gene-0.36&CDS=1-3555	YDR379W, YOR127W
507	OG0000507	snap_masked-cer-_s6-processed-gene-0.15-mRNA-1_1&gene=snap_masked-cer-_s6-processed-gene-0.15&CDS=1-414	YER057C, YIL051C
508	OG0000508	snap_masked-cer-_s6-processed-gene-0.16-mRNA-1_1&gene=snap_masked-cer-_s6-processed-gene-0.16&CDS=1-1458	YER037W, YGL224C
509	OG0000509	snap_masked-cer-_s6-processed-gene-0.17-mRNA-1_1&gene=snap_masked-cer-_s6-processed-gene-0.17&CDS=1-312	YER056C-A, YIL052C
510	OG0000510	genemark-cer-_s60-processed-gene-0.28-mRNA-1_1&gene=genemark-cer-_s60-processed-gene-0.28&CDS=1-2115	YKL050C, YMR031C
511	OG0000511	augustus_masked-cer-_s649-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-cer-_s649-processed-gene-0.75&CDS=1-1080, genemark-cer-_s607-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s607-processed-gene-0.0&CDS=1-1692	YKR093W
512	OG0000512	genemark-cer-_s61-processed-gene-0.40-mRNA-1_1&gene=genemark-cer-_s61-processed-gene-0.40&CDS=1-1917	YEL047C, YJR051W
513	OG0000513	augustus_masked-cer-_s612-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-cer-_s612-processed-gene-0.34&CDS=1-2850	YDR206W, YLR233C
514	OG0000514	genemark-cer-_s612-processed-gene-0.20-mRNA-1_1&gene=genemark-cer-_s612-processed-gene-0.20&CDS=1-1749	YDR497C, YOL103W
515	OG0000515	augustus_masked-cer-_s615-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-cer-_s615-processed-gene-0.31&CDS=1-828, augustus_masked-cer-_s67-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-cer-_s67-processed-gene-0.13&CDS=1-2940	YGL073W
516	OG0000516	genemark-cer-_s616-processed-gene-0.40-mRNA-1_1&gene=genemark-cer-_s616-processed-gene-0.40&CDS=1-1221	YHL003C, YKL008C
517	OG0000517	genemark-cer-_s616-processed-gene-0.42-mRNA-1_1&gene=genemark-cer-_s616-processed-gene-0.42&CDS=1-1101, snap_masked-cer-_s699-processed-gene-0.7-mRNA-1_1&gene=snap_masked-cer-_s699-processed-gene-0.7&CDS=1-1116	YBL016W
518	OG0000518	maker-cer-_s623-snap-gene-0.0-mRNA-1_1&gene=maker-cer-_s623-snap-gene-0.0&CDS=1-1965	YEL039C, YJR048W
519	OG0000519	maker-cer-_s626-augustus-gene-0.0-mRNA-1_1&gene=maker-cer-_s626-augustus-gene-0.0&CDS=1-1218	YJL139C, YKR061W
520	OG0000520	genemark-cer-_s626-processed-gene-0.11-mRNA-1_1&gene=genemark-cer-_s626-processed-gene-0.11&CDS=1-513	YJL177W, YKL180W
521	OG0000521	snap_masked-cer-_s626-processed-gene-0.32-mRNA-1_1&gene=snap_masked-cer-_s626-processed-gene-0.32&CDS=1-1032, snap_masked-cer-_s766-processed-gene-0.1-mRNA-1_1&gene=snap_masked-cer-_s766-processed-gene-0.1&CDS=1-228	YOL054W
522	OG0000522	snap_masked-cer-_s63-processed-gene-0.7-mRNA-1_1&gene=snap_masked-cer-_s63-processed-gene-0.7&CDS=1-336	YDL075W, YLR406C
523	OG0000523	genemark-cer-_s635-processed-gene-0.25-mRNA-1_1&gene=genemark-cer-_s635-processed-gene-0.25&CDS=1-600	YIL133C, YNL069C
524	OG0000524	genemark-cer-_s642-processed-gene-0.13-mRNA-1_1&gene=genemark-cer-_s642-processed-gene-0.13&CDS=1-1533	YJR054W, YML047C
525	OG0000525	genemark-cer-_s643-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s643-processed-gene-0.0&CDS=1-3021	YJR091C, YPR042C
526	OG0000526	snap_masked-cer-_s649-processed-gene-0.130-mRNA-1_1&gene=snap_masked-cer-_s649-processed-gene-0.130&CDS=1-2223, snap_masked-cer-_s699-processed-gene-0.11-mRNA-1_1&gene=snap_masked-cer-_s699-processed-gene-0.11&CDS=1-270	YNL118C
527	OG0000527	genemark-cer-_s649-processed-gene-0.40-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.40&CDS=1-1839	YDL229W, YNL209W
528	OG0000528	genemark-cer-_s649-processed-gene-0.18-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.18&CDS=1-561	YNL096C, YOR096W
529	OG0000529	maker-cer-_s655-snap-gene-0.18-mRNA-1_1&gene=maker-cer-_s655-snap-gene-0.18&CDS=1-390	YHL001W, YKL006W
530	OG0000530	snap_masked-cer-_s656-processed-gene-0.35-mRNA-1_1&gene=snap_masked-cer-_s656-processed-gene-0.35&CDS=1-1452	YGR177C, YOR377W
531	OG0000531	genemark-cer-_s67-processed-gene-1.57-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.57&CDS=1-1911	YDR107C, YLR083C
532	OG0000532	augustus_masked-cer-_s67-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-cer-_s67-processed-gene-1.28&CDS=1-2529	YBR033W, YKL038W
533	OG0000533	genemark-cer-_s67-processed-gene-1.59-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.59&CDS=1-1260	YDR132C, YLR108C
534	OG0000534	augustus_masked-cer-_s67-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-cer-_s67-processed-gene-1.41&CDS=1-588	YBL027W, YBR084C-A
535	OG0000535	genemark-cer-_s679-processed-gene-0.30-mRNA-1_1&gene=genemark-cer-_s679-processed-gene-0.30&CDS=1-1284, genemark-cer-_s770-processed-gene-0.17-mRNA-1_1&gene=genemark-cer-_s770-processed-gene-0.17&CDS=1-1263	YDL131W
536	OG0000536	genemark-cer-_s679-processed-gene-0.26-mRNA-1_1&gene=genemark-cer-_s679-processed-gene-0.26&CDS=1-357	YER131W, YGL189C
537	OG0000537	genemark-cer-_s690-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s690-processed-gene-0.5&CDS=1-411	YBL087C, YER117W
538	OG0000538	genemark-cer-_s690-processed-gene-0.22-mRNA-1_1&gene=genemark-cer-_s690-processed-gene-0.22&CDS=1-2385	YIL105C, YNL047C
539	OG0000539	genemark-cer-_s690-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s690-processed-gene-0.14&CDS=1-816	YDL127W, YDL179W
540	OG0000540	maker-cer-_s690-snap-gene-0.97-mRNA-1_1&gene=maker-cer-_s690-snap-gene-0.97&CDS=1-3687	YGR143W, YPR159W
541	OG0000541	augustus_masked-cer-_s735-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-cer-_s735-processed-gene-0.19&CDS=1-2676, snap_masked-cer-_s694-processed-gene-0.6-mRNA-1_1&gene=snap_masked-cer-_s694-processed-gene-0.6&CDS=1-414	YJL092W
542	OG0000542	augustus_masked-cer-_s695-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-cer-_s695-processed-gene-0.84&CDS=1-978	YBR273C, YJL048C
543	OG0000543	genemark-cer-_s695-processed-gene-0.49-mRNA-1_1&gene=genemark-cer-_s695-processed-gene-0.49&CDS=1-591	YBL072C, YER102W
544	OG0000544	genemark-cer-_s7-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s7-processed-gene-0.2&CDS=1-1827	YDL224C, YNL197C
545	OG0000545	maker-cer-_s704-augustus-gene-0.87-mRNA-1_1&gene=maker-cer-_s704-augustus-gene-0.87&CDS=1-3102	YDR265W, YDR419W
546	OG0000546	snap_masked-cer-_s704-processed-gene-0.96-mRNA-1_1&gene=snap_masked-cer-_s704-processed-gene-0.96&CDS=1-819	YAL018C, YOL048C
547	OG0000547	genemark-cer-_s708-processed-gene-0.41-mRNA-1_1&gene=genemark-cer-_s708-processed-gene-0.41&CDS=1-849	YMR222C, YOR280C
548	OG0000548	genemark-cer-_s71-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s71-processed-gene-0.0&CDS=1-315	YGR209C, YLR043C
549	OG0000549	genemark-cer-_s718-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s718-processed-gene-0.3&CDS=1-516	YGR085C, YPR102C
550	OG0000550	snap_masked-cer-_s722-processed-gene-0.4-mRNA-1_1&gene=snap_masked-cer-_s722-processed-gene-0.4&CDS=1-507	YKL141W, YMR118C
551	OG0000551	genemark-cer-_s728-processed-gene-0.8-mRNA-1_1&gene=genemark-cer-_s728-processed-gene-0.8&CDS=1-1359	YDL048C, YLR375W
552	OG0000552	genemark-cer-_s77-processed-gene-0.21-mRNA-1_1&gene=genemark-cer-_s77-processed-gene-0.21&CDS=1-1383, snap_masked-cer-_s731-processed-gene-0.0-mRNA-1_1&gene=snap_masked-cer-_s731-processed-gene-0.0&CDS=1-1446	YIL096C
553	OG0000553	augustus_masked-cer-_s735-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-cer-_s735-processed-gene-0.25&CDS=1-360	YDL136W, YDL191W
554	OG0000554	genemark-cer-_s735-processed-gene-0.8-mRNA-1_1&gene=genemark-cer-_s735-processed-gene-0.8&CDS=1-543	YDL137W, YDL192W
555	OG0000555	genemark-cer-_s735-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s735-processed-gene-0.5&CDS=1-507	YGR131W, YPR149W
556	OG0000556	augustus_masked-cer-_s741-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-cer-_s741-processed-gene-0.23&CDS=1-2688	YIL156W, YKR098C
557	OG0000557	genemark-cer-_s744-processed-gene-0.19-mRNA-1_1&gene=genemark-cer-_s744-processed-gene-0.19&CDS=1-1890	YER054C, YIL045W
558	OG0000558	genemark-cer-_s758-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s758-processed-gene-0.5&CDS=1-1152	YDR312W, YHR066W
559	OG0000559	genemark-cer-_s760-processed-gene-0.38-mRNA-1_1&gene=genemark-cer-_s760-processed-gene-0.38&CDS=1-1305	YGR141W, YPR157W
560	OG0000560	augustus_masked-cer-_s768-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-cer-_s768-processed-gene-0.7&CDS=1-300, genemark-cer-_s776-processed-gene-1.255-mRNA-1_1&gene=genemark-cer-_s776-processed-gene-1.255&CDS=1-1272	YGR285C
561	OG0000561	snap_masked-cer-_s773-processed-gene-0.15-mRNA-1_1&gene=snap_masked-cer-_s773-processed-gene-0.15&CDS=1-774	YMR042W, YMR043W
562	OG0000562	genemark-cer-_s774-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s774-processed-gene-0.2&CDS=1-516	YLR456W, YPR172W
563	OG0000563	genemark-cer-_s775-processed-gene-0.7-mRNA-1_1&gene=genemark-cer-_s775-processed-gene-0.7&CDS=1-1749	YBR021W, YIR028W
564	OG0000564	augustus_masked-cer-_s775-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-cer-_s775-processed-gene-0.13&CDS=1-2682, genemark-cer-_s79-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_s79-processed-gene-0.6&CDS=1-2349	YPR003C
565	OG0000565	genemark-cer-_s776-processed-gene-0.51-mRNA-1_1&gene=genemark-cer-_s776-processed-gene-0.51&CDS=1-774	YDR099W, YER177W
566	OG0000566	genemark-cer-_s776-processed-gene-0.58-mRNA-1_1&gene=genemark-cer-_s776-processed-gene-0.58&CDS=1-1278	YBR177C, YPL095C
567	OG0000567	snap_masked-cer-_s776-processed-gene-1.20-mRNA-1_1&gene=snap_masked-cer-_s776-processed-gene-1.20&CDS=1-2814	YFR040W, YGL229C
568	OG0000568	genemark-cer-_s79-processed-gene-0.24-mRNA-1_1&gene=genemark-cer-_s79-processed-gene-0.24&CDS=1-1944	YDR069C, YER144C
569	OG0000569	genemark-cer-_s82-processed-gene-0.29-mRNA-1_1&gene=genemark-cer-_s82-processed-gene-0.29&CDS=1-2025	YCR026C, YEL016C
570	OG0000570	genemark-cer-_s82-processed-gene-0.25-mRNA-1_1&gene=genemark-cer-_s82-processed-gene-0.25&CDS=1-2961	YJL098W, YKR028W
571	OG0000571		YAL051W, YLL054C, YOR363C
572	OG0000572		YHL009W-B, YJL113W, YPL060C-A
573	OG0000573	augustus_masked-cer-_C42732-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-cer-_C42732-processed-gene-0.0&CDS=1-768	YDL124W
574	OG0000574	maker-cer-_C44942-snap-gene-0.0-mRNA-1_1&gene=maker-cer-_C44942-snap-gene-0.0&CDS=1-261	Q0085
575	OG0000575	genemark-cer-_C45370-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_C45370-processed-gene-0.0&CDS=1-1515	YLL036C
576	OG0000576	genemark-cer-_C46038-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_C46038-processed-gene-0.0&CDS=1-648	YMR202W
577	OG0000577	augustus_masked-cer-_C46518-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-cer-_C46518-processed-gene-0.0&CDS=1-1458	YBL020W
578	OG0000578	genemark-cer-_C46526-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_C46526-processed-gene-0.0&CDS=1-1437	YNL071W
579	OG0000579	augustus_masked-cer-_C47476-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-cer-_C47476-processed-gene-0.2&CDS=1-732	YMR200W
580	OG0000580	snap_masked-cer-_C47536-processed-gene-0.3-mRNA-1_1&gene=snap_masked-cer-_C47536-processed-gene-0.3&CDS=1-237	YNL211C
581	OG0000581	genemark-cer-_C47536-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_C47536-processed-gene-0.2&CDS=1-1128	YNL212W
582	OG0000582	augustus_masked-cer-_C47536-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-cer-_C47536-processed-gene-0.7&CDS=1-705	YNL213C
583	OG0000583	genemark-cer-_C47626-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_C47626-processed-gene-0.2&CDS=1-1506	YNL241C
584	OG0000584	genemark-cer-_C47900-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_C47900-processed-gene-0.14&CDS=1-711	YOR305W
585	OG0000585	genemark-cer-_C47986-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_C47986-processed-gene-0.5&CDS=1-2361	YDR517W
586	OG0000586	genemark-cer-_C47986-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_C47986-processed-gene-0.6&CDS=1-1035	YCR019W
587	OG0000587	genemark-cer-_C47988-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_C47988-processed-gene-0.0&CDS=1-1842	YMR278W
588	OG0000588	genemark-cer-_C47988-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_C47988-processed-gene-0.1&CDS=1-1488	YML115C
589	OG0000589	genemark-cer-_C47988-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_C47988-processed-gene-0.2&CDS=1-951	YGL198W
590	OG0000590	genemark-cer-_C47988-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_C47988-processed-gene-0.3&CDS=1-675	YJL218W
591	OG0000591	genemark-cer-_C48042-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_C48042-processed-gene-0.5&CDS=1-606	YBL057C
592	OG0000592	augustus_masked-cer-_C48172-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-cer-_C48172-processed-gene-0.3&CDS=1-981	YAL032C
593	OG0000593	genemark-cer-_C48560-processed-gene-0.13-mRNA-1_1&gene=genemark-cer-_C48560-processed-gene-0.13&CDS=1-1035	YMR315W
594	OG0000594	genemark-cer-_C48560-processed-gene-0.11-mRNA-1_1&gene=genemark-cer-_C48560-processed-gene-0.11&CDS=1-2505	YPL190C
595	OG0000595	snap_masked-cer-_C48666-processed-gene-0.10-mRNA-1_1&gene=snap_masked-cer-_C48666-processed-gene-0.10&CDS=1-9066	YLR087C
596	OG0000596	augustus_masked-cer-_C48666-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-cer-_C48666-processed-gene-0.5&CDS=1-468	YLL050C
597	OG0000597	genemark-cer-_C48740-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_C48740-processed-gene-0.3&CDS=1-3312	YBL022C
598	OG0000598	genemark-cer-_C48740-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_C48740-processed-gene-0.5&CDS=1-2118	YBL024W
599	OG0000599	genemark-cer-_C48740-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_C48740-processed-gene-0.6&CDS=1-750	YBL021C
600	OG0000600	genemark-cer-_C48804-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_C48804-processed-gene-0.3&CDS=1-2790	YNL021W
601	OG0000601	genemark-cer-_C48804-processed-gene-0.4-mRNA-1_1&gene=genemark-cer-_C48804-processed-gene-0.4&CDS=1-1107	YNL035C
602	OG0000602	genemark-cer-_C48804-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_C48804-processed-gene-0.1&CDS=1-660	YNL038W
603	OG0000603	genemark-cer-_C48804-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_C48804-processed-gene-0.2&CDS=1-4560	YDL240W
604	OG0000604	genemark-cer-_s101-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s101-processed-gene-0.0&CDS=1-2967	YKL205W
605	OG0000605	genemark-cer-_s105-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s105-processed-gene-0.0&CDS=1-4548	YNL297C
606	OG0000606	maker-cer-_s107-augustus-gene-0.0-mRNA-1_1&gene=maker-cer-_s107-augustus-gene-0.0&CDS=1-1860	YNL072W
607	OG0000607	snap_masked-cer-_s107-processed-gene-0.9-mRNA-1_1&gene=snap_masked-cer-_s107-processed-gene-0.9&CDS=1-177	YNL070W
608	OG0000608	genemark-cer-_s108-processed-gene-0.32-mRNA-1_1&gene=genemark-cer-_s108-processed-gene-0.32&CDS=1-1200	YPR140W
609	OG0000609	snap_masked-cer-_s108-processed-gene-0.12-mRNA-1_1&gene=snap_masked-cer-_s108-processed-gene-0.12&CDS=1-1869	YPR141C
610	OG0000610	genemark-cer-_s108-processed-gene-0.34-mRNA-1_1&gene=genemark-cer-_s108-processed-gene-0.34&CDS=1-891	YPR143W
611	OG0000611	genemark-cer-_s108-processed-gene-0.36-mRNA-1_1&gene=genemark-cer-_s108-processed-gene-0.36&CDS=1-1245	YOR057W
612	OG0000612	genemark-cer-_s109-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s109-processed-gene-0.0&CDS=1-609	YPL252C
613	OG0000613	augustus_masked-cer-_s109-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-cer-_s109-processed-gene-0.14&CDS=1-1074	YPL254W
614	OG0000614	augustus_masked-cer-_s109-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-cer-_s109-processed-gene-0.15&CDS=1-1524	YOR378W
615	OG0000615	genemark-cer-_s109-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s109-processed-gene-0.5&CDS=1-447	YML077W
616	OG0000616	genemark-cer-_s11-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s11-processed-gene-0.2&CDS=1-1866	YDR425W
617	OG0000617	genemark-cer-_s11-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s11-processed-gene-0.3&CDS=1-1221	YDR427W
618	OG0000618	genemark-cer-_s112-processed-gene-0.42-mRNA-1_1&gene=genemark-cer-_s112-processed-gene-0.42&CDS=1-603	YLR292C
619	OG0000619	genemark-cer-_s112-processed-gene-0.31-mRNA-1_1&gene=genemark-cer-_s112-processed-gene-0.31&CDS=1-1191	YIL116W
620	OG0000620	genemark-cer-_s112-processed-gene-0.32-mRNA-1_1&gene=genemark-cer-_s112-processed-gene-0.32&CDS=1-741	YMR188C
621	OG0000621	genemark-cer-_s112-processed-gene-0.33-mRNA-1_1&gene=genemark-cer-_s112-processed-gene-0.33&CDS=1-2073	YJL093C
622	OG0000622	snap_masked-cer-_s112-processed-gene-0.18-mRNA-1_1&gene=snap_masked-cer-_s112-processed-gene-0.18&CDS=1-1371	YAL022C
623	OG0000623	genemark-cer-_s112-processed-gene-0.36-mRNA-1_1&gene=genemark-cer-_s112-processed-gene-0.36&CDS=1-1755	YKL191W
624	OG0000624	genemark-cer-_s112-processed-gene-0.37-mRNA-1_1&gene=genemark-cer-_s112-processed-gene-0.37&CDS=1-621	YLR426W
625	OG0000625	genemark-cer-_s112-processed-gene-0.44-mRNA-1_1&gene=genemark-cer-_s112-processed-gene-0.44&CDS=1-2103	YLR427W
626	OG0000626	genemark-cer-_s117-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s117-processed-gene-0.0&CDS=1-990	YGR144W
627	OG0000627	genemark-cer-_s117-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s117-processed-gene-0.1&CDS=1-1314	YOL124C
628	OG0000628	genemark-cer-_s119-processed-gene-0.86-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.86&CDS=1-1329	YGR159C
629	OG0000629	genemark-cer-_s119-processed-gene-0.87-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.87&CDS=1-2160	YGL045W
630	OG0000630	genemark-cer-_s119-processed-gene-0.88-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.88&CDS=1-2370	YJL029C
631	OG0000631	genemark-cer-_s119-processed-gene-0.89-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.89&CDS=1-759	YDR007W
632	OG0000632	genemark-cer-_s119-processed-gene-0.109-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.109&CDS=1-1665	YJL008C
633	OG0000633	augustus_masked-cer-_s119-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-cer-_s119-processed-gene-0.66&CDS=1-930	YDL142C
634	OG0000634	genemark-cer-_s119-processed-gene-0.112-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.112&CDS=1-3108	YNR043W
635	OG0000635	maker-cer-_s119-snap-gene-0.133-mRNA-1_1&gene=maker-cer-_s119-snap-gene-0.133&CDS=1-822	YJL003W
636	OG0000636	genemark-cer-_s119-processed-gene-0.113-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.113&CDS=1-1071	YCR086W
637	OG0000637	genemark-cer-_s119-processed-gene-0.94-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.94&CDS=1-1431	YDR289C
638	OG0000638	genemark-cer-_s119-processed-gene-0.95-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.95&CDS=1-1929	YDR484W
639	OG0000639	snap_masked-cer-_s119-processed-gene-0.29-mRNA-1_1&gene=snap_masked-cer-_s119-processed-gene-0.29&CDS=1-972	YOL094C
640	OG0000640	genemark-cer-_s119-processed-gene-0.117-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.117&CDS=1-801	YNL282W
641	OG0000641	maker-cer-_s119-snap-gene-0.135-mRNA-1_1&gene=maker-cer-_s119-snap-gene-0.135&CDS=1-5238	YDL140C
642	OG0000642	genemark-cer-_s119-processed-gene-0.119-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.119&CDS=1-3060	YNL321W
643	OG0000643	genemark-cer-_s119-processed-gene-0.121-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.121&CDS=1-471	YGR076C
644	OG0000644	genemark-cer-_s119-processed-gene-0.122-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.122&CDS=1-471	YDL004W
645	OG0000645	genemark-cer-_s119-processed-gene-0.99-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.99&CDS=1-1536	YDL003W
646	OG0000646	genemark-cer-_s119-processed-gene-0.100-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.100&CDS=1-696	YDR489W
647	OG0000647	genemark-cer-_s119-processed-gene-0.102-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.102&CDS=1-909	YNL320W
648	OG0000648	genemark-cer-_s119-processed-gene-0.126-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.126&CDS=1-627	YOL139C
649	OG0000649	genemark-cer-_s119-processed-gene-0.127-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.127&CDS=1-360	YNL322C
650	OG0000650	genemark-cer-_s119-processed-gene-0.105-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.105&CDS=1-621	YJR057W
651	OG0000651	genemark-cer-_s119-processed-gene-0.130-mRNA-1_1&gene=genemark-cer-_s119-processed-gene-0.130&CDS=1-438	YJR058C
652	OG0000652	augustus_masked-cer-_s119-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-cer-_s119-processed-gene-0.62&CDS=1-3474	YMR284W
653	OG0000653	augustus_masked-cer-_s120-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-cer-_s120-processed-gene-0.41&CDS=1-1758	YHR196W
654	OG0000654	genemark-cer-_s120-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.0&CDS=1-1827	YER036C
655	OG0000655	genemark-cer-_s120-processed-gene-0.15-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.15&CDS=1-750	YOR126C
656	OG0000656	genemark-cer-_s120-processed-gene-0.16-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.16&CDS=1-1143	YNL084C
657	OG0000657	genemark-cer-_s120-processed-gene-0.17-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.17&CDS=1-1704	YLR196W
658	OG0000658	genemark-cer-_s120-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.3&CDS=1-1323	YLR195C
659	OG0000659	genemark-cer-_s120-processed-gene-0.4-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.4&CDS=1-1230	YLR097C
660	OG0000660	genemark-cer-_s120-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.5&CDS=1-2493	YMR309C
661	OG0000661	genemark-cer-_s120-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.6&CDS=1-1101	YGL211W
662	OG0000662	snap_masked-cer-_s120-processed-gene-0.62-mRNA-1_1&gene=snap_masked-cer-_s120-processed-gene-0.62&CDS=1-3150	YPR122W
663	OG0000663	genemark-cer-_s120-processed-gene-0.9-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.9&CDS=1-1422	YPR178W
664	OG0000664	genemark-cer-_s120-processed-gene-0.10-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.10&CDS=1-1926	YPR179C
665	OG0000665	genemark-cer-_s120-processed-gene-0.24-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.24&CDS=1-1032	YPR180W
666	OG0000666	genemark-cer-_s120-processed-gene-0.25-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.25&CDS=1-2241	YPR181C
667	OG0000667	genemark-cer-_s120-processed-gene-0.11-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.11&CDS=1-720	YGL018C
668	OG0000668	genemark-cer-_s120-processed-gene-0.26-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-0.26&CDS=1-855	YGL019W
669	OG0000669	genemark-cer-_s120-processed-gene-1.110-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-1.110&CDS=1-636	YGL020C
670	OG0000670	genemark-cer-_s120-processed-gene-1.111-mRNA-1_1&gene=genemark-cer-_s120-processed-gene-1.111&CDS=1-3033	YBL008W
