	OrthologID	Ascoidea_asiatica	Saccharomyces_cerevisiae
809	OG0000809	-processed-gene-2.2-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.2&CDS=1-2274	YBR142W
810	OG0000810	-snap-gene-2.133-mRNA-1_1&gene=maker-gi|1002316718|dbj|BCKQ01000018.1|-snap-gene-2.133&CDS=1-1617	YBR288C
811	OG0000811	-processed-gene-2.32-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.32&CDS=1-450	YPR062W
812	OG0000812	-processed-gene-2.33-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.33&CDS=1-2643	YPR007C
813	OG0000813	-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.78&CDS=1-1431	YFL002C
814	OG0000814	-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.56&CDS=1-1365	YFL001W
815	OG0000815	-processed-gene-2.9-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.9&CDS=1-663	YDR486C
816	OG0000816	-processed-gene-2.35-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.35&CDS=1-1002	YOL096C
817	OG0000817	-processed-gene-2.101-mRNA-1_1&gene=genemark-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.101&CDS=1-2214	YDR485C
818	OG0000818	-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.80&CDS=1-1470	YHR065C
819	OG0000819	-processed-gene-2.10-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.10&CDS=1-813	YGR024C
820	OG0000820	-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.81&CDS=1-693	YER170W
821	OG0000821	-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.62&CDS=1-792	YBR153W
822	OG0000822	-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.82&CDS=1-642	YBR154C
823	OG0000823	-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.83&CDS=1-834	YJL158C
824	OG0000824	-processed-gene-2.108-mRNA-1_1&gene=genemark-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.108&CDS=1-900	YBR291C
825	OG0000825	-processed-gene-2.18-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.18&CDS=1-1497	YBR290W
826	OG0000826	-processed-gene-2.43-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.43&CDS=1-1083	YPR004C
827	OG0000827	-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.68&CDS=1-1152	YBR146W
828	OG0000828	-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.69&CDS=1-918	YBR151W
829	OG0000829	-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.88&CDS=1-348	YOL080C
830	OG0000830	-processed-gene-2.47-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.47&CDS=1-3243	YDR490C
831	OG0000831	-processed-gene-2.26-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.26&CDS=1-915	YMR244W
832	OG0000832	-processed-gene-2.27-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.27&CDS=1-405	YOL086W-A
833	OG0000833	-snap-gene-2.134-mRNA-1_1&gene=maker-gi|1002316718|dbj|BCKQ01000018.1|-snap-gene-2.134&CDS=1-195	YOL077W-A
834	OG0000834	-snap-gene-2.135-mRNA-1_1&gene=maker-gi|1002316718|dbj|BCKQ01000018.1|-snap-gene-2.135&CDS=1-4239	YOL087C
835	OG0000835	-processed-gene-0.99-mRNA-1_1&gene=genemark-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.99&CDS=1-1071	YDR005C
836	OG0000836	-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.42&CDS=1-1056	YDR246W
837	OG0000837	-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.61&CDS=1-1350	YDR245W
838	OG0000838	-processed-gene-0.2-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.2&CDS=1-900	YDL198C
839	OG0000839	-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.62&CDS=1-2682	YNL238W
840	OG0000840	-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.63&CDS=1-1800	YDR243C
841	OG0000841	-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.45&CDS=1-453	YDL208W
842	OG0000842	-snap-gene-0.122-mRNA-1_1&gene=maker-gi|1002316719|dbj|BCKQ01000017.1|-snap-gene-0.122&CDS=1-888	YDR236C
843	OG0000843	-processed-gene-0.3-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.3&CDS=1-1863	YDR235W
844	OG0000844	-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.65&CDS=1-825	YDR054C
845	OG0000845	-processed-gene-0.25-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.25&CDS=1-1713	YLR212C
846	OG0000846	-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.67&CDS=1-834	YIL043C
847	OG0000847	-processed-gene-0.27-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.27&CDS=1-300	YDR322C-A
848	OG0000848	-processed-gene-0.8-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.8&CDS=1-1380	YIR011C
849	OG0000849	-processed-gene-0.29-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.29&CDS=1-1008	YKL189W
850	OG0000850	-processed-gene-0.9-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.9&CDS=1-738	YBR256C
851	OG0000851	-processed-gene-0.33-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.33&CDS=1-1743	YPL122C
852	OG0000852	-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.53&CDS=1-1587	YMR300C
853	OG0000853	-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.74&CDS=1-3564	YJR109C
854	OG0000854	-processed-gene-0.35-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.35&CDS=1-753	YFL045C
855	OG0000855	-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.77&CDS=1-582	YER012W
856	OG0000856	-processed-gene-0.14-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.14&CDS=1-1602	YKL217W
857	OG0000857	-processed-gene-0.15-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.15&CDS=1-894	YML052W
858	OG0000858	-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-0.57&CDS=1-708	YGR113W
859	OG0000859	-snap-gene-0.120-mRNA-1_1&gene=maker-gi|1002316719|dbj|BCKQ01000017.1|-snap-gene-0.120&CDS=1-3603	YGL141W
860	OG0000860	-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.49&CDS=1-1509	YGL100W
861	OG0000861	-processed-gene-1.1-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.1&CDS=1-1176	YJR060W
862	OG0000862	-processed-gene-1.5-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.5&CDS=1-474	YKL167C
863	OG0000863	-processed-gene-1.108-mRNA-1_1&gene=genemark-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.108&CDS=1-381	YKL170W
864	OG0000864	-processed-gene-1.6-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.6&CDS=1-1821	YDR481C
865	OG0000865	-processed-gene-1.7-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.7&CDS=1-888	YJL148W
866	OG0000866	-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.72&CDS=1-267	YBL029C-A
867	OG0000867	-processed-gene-1.30-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.30&CDS=1-543	YML094W
868	OG0000868	-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.76&CDS=1-2646	YML013W
869	OG0000869	-processed-gene-1.15-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.15&CDS=1-633	YLR292C
870	OG0000870	-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.62&CDS=1-2442	YBR255W
871	OG0000871	-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.63&CDS=1-1296	YOR196C
872	OG0000872	-augustus-gene-1.131-mRNA-1_1&gene=maker-gi|1002316719|dbj|BCKQ01000017.1|-augustus-gene-1.131&CDS=1-1704	YBR170C
873	OG0000873	-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.79&CDS=1-2334	YKR056W
874	OG0000874	-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.80&CDS=1-969	YBR251W
875	OG0000875	-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.66&CDS=1-1536	YER090W
876	OG0000876	-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.83&CDS=1-3135	YCR092C
877	OG0000877	-processed-gene-1.21-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.21&CDS=1-2085	YBR121C
878	OG0000878	-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.85&CDS=1-1230	YGR062C
879	OG0000879	-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-1.86&CDS=1-906	YNL284C
880	OG0000880	-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.97&CDS=1-1743	YMR227C
881	OG0000881	-processed-gene-2.74-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.74&CDS=1-1101	YER095W
882	OG0000882	-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.103&CDS=1-2451	YDR164C
883	OG0000883	-processed-gene-2.59-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.59&CDS=1-2550	YLR319C
884	OG0000884	-processed-gene-2.76-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.76&CDS=1-435	YGR174C
885	OG0000885	-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.122&CDS=1-1494	YGR175C
886	OG0000886	-processed-gene-2.78-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.78&CDS=1-1743	YHR037W
887	OG0000887	-processed-gene-2.80-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.80&CDS=1-921	YJR077C
888	OG0000888	-augustus-gene-2.50-mRNA-1_1&gene=maker-gi|1002316719|dbj|BCKQ01000017.1|-augustus-gene-2.50&CDS=1-330	YBR254C
889	OG0000889	-processed-gene-2.83-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.83&CDS=1-1452	YCR079W
890	OG0000890	-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.133&CDS=1-1260	YNL263C
891	OG0000891	-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.111&CDS=1-1902	YML128C
892	OG0000892	-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.135&CDS=1-2448	YJL033W
893	OG0000893	-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.136&CDS=1-1869	YNL048W
894	OG0000894	-processed-gene-2.70-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.70&CDS=1-1392	YLR330W
895	OG0000895	-processed-gene-2.92-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.92&CDS=1-372	YGR020C
896	OG0000896	-processed-gene-2.72-mRNA-1_1&gene=snap_masked-gi|1002316719|dbj|BCKQ01000017.1|-processed-gene-2.72&CDS=1-882	YGR021W
897	OG0000897	-snap-gene-2.49-mRNA-1_1&gene=maker-gi|1002316719|dbj|BCKQ01000017.1|-snap-gene-2.49&CDS=1-2286	YNL272C
898	OG0000898	-processed-gene-0.61-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-0.61&CDS=1-3156	YPR185W
899	OG0000899	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-0.46&CDS=1-1125	YPR191W
900	OG0000900	-processed-gene-0.47-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-0.47&CDS=1-4725	YPR184W
901	OG0000901	-processed-gene-0.62-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-0.62&CDS=1-3210	YDR028C
902	OG0000902	-snap-gene-0.19-mRNA-1_1&gene=maker-gi|1002316720|dbj|BCKQ01000016.1|-snap-gene-0.19&CDS=1-2793	YLR115W
903	OG0000903	-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-0.8&CDS=1-3012	YPL007C
904	OG0000904	-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-0.9&CDS=1-606	YCL001W
905	OG0000905	-processed-gene-1.35-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.35&CDS=1-2361	YDR001C
906	OG0000906	-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.78&CDS=1-999	YBR057C
907	OG0000907	-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.75&CDS=1-1467	YIR008C
908	OG0000908	-processed-gene-1.40-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.40&CDS=1-354	YLR295C
909	OG0000909	-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.94&CDS=1-1155	YGL115W
910	OG0000910	-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.80&CDS=1-453	YPR187W
911	OG0000911	-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.96&CDS=1-3615	YDR128W
912	OG0000912	-processed-gene-1.61-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.61&CDS=1-1626	YDR036C
913	OG0000913	-processed-gene-1.63-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.63&CDS=1-1362	YCL016C
914	OG0000914	-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.100&CDS=1-723	YLR421C
915	OG0000915	-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.84&CDS=1-1284	YDL193W
916	OG0000916	-processed-gene-1.68-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.68&CDS=1-1179	YFL030W
917	OG0000917	-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.87&CDS=1-1905	YMR065W
918	OG0000918	-processed-gene-1.69-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.69&CDS=1-927	YNL002C
919	OG0000919	-processed-gene-1.51-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.51&CDS=1-3924	YLR176C
920	OG0000920	-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-1.107&CDS=1-6198	YLR422W
921	OG0000921	-snap-gene-1.0-mRNA-1_1&gene=maker-gi|1002316720|dbj|BCKQ01000016.1|-snap-gene-1.0&CDS=1-1545	YCL008C
922	OG0000922	-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.2&CDS=1-1158	YDR035W
923	OG0000923	-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.3&CDS=1-699	YOR319W
924	OG0000924	-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.4&CDS=1-1206	YBR231C
925	OG0000925	-processed-gene-2.159-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.159&CDS=1-1059	YPL266W
926	OG0000926	-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.30&CDS=1-4041	YPL006W
927	OG0000927	-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.31&CDS=1-2745	YER069W
928	OG0000928	-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.6&CDS=1-1872	YLR088W
929	OG0000929	-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.32&CDS=1-945	YOL077C
930	OG0000930	-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.7&CDS=1-3654	YJL074C
931	OG0000931	-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.8&CDS=1-1188	YLR097C
932	OG0000932	-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.34&CDS=1-642	YBR062C
933	OG0000933	-processed-gene-2.78-mRNA-1_1&gene=genemark-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.78&CDS=1-987	YBR061C
934	OG0000934	-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.35&CDS=1-1329	YPR118W
935	OG0000935	-processed-gene-2.165-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.165&CDS=1-1314	YOL009C
936	OG0000936	-processed-gene-2.140-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.140&CDS=1-1434	YKL021C
937	OG0000937	-processed-gene-2.168-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.168&CDS=1-477	YCL012C
938	OG0000938	-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.40&CDS=1-1893	YFR010W
939	OG0000939	-processed-gene-2.144-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.144&CDS=1-2106	YDR292C
940	OG0000940	-processed-gene-2.172-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.172&CDS=1-6189	YCL014W
941	OG0000941	-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.44&CDS=1-807	YBR040W
942	OG0000942	-snap-gene-2.60-mRNA-1_1&gene=maker-gi|1002316720|dbj|BCKQ01000016.1|-snap-gene-2.60&CDS=1-909	YCL010C
943	OG0000943	-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.46&CDS=1-1254	YNL005C
944	OG0000944	-processed-gene-2.181-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.181&CDS=1-207	YOR210W
945	OG0000945	-processed-gene-2.151-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.151&CDS=1-1593	YML069W
946	OG0000946	-processed-gene-2.153-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.153&CDS=1-939	YLR340W
947	OG0000947	-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.49&CDS=1-1224	YLR355C
948	OG0000948	-processed-gene-2.154-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.154&CDS=1-657	YOR163W
949	OG0000949	-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.25&CDS=1-729	YHR193C
950	OG0000950	-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.50&CDS=1-603	YHR191C
951	OG0000951	-processed-gene-0.37-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.37&CDS=1-1767	YJR016C
952	OG0000952	-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.91&CDS=1-696	YDR489W
953	OG0000953	-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.92&CDS=1-1326	YOR187W
954	OG0000954	-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.78&CDS=1-990	YAL014C
955	OG0000955	-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.93&CDS=1-1398	YHR002W
956	OG0000956	-snap-gene-0.1-mRNA-1_1&gene=maker-gi|1002316721|dbj|BCKQ01000015.1|-snap-gene-0.1&CDS=1-2991	YJL168C
957	OG0000957	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.45&CDS=1-2262	YOR361C
958	OG0000958	-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.81&CDS=1-663	YMR274C
959	OG0000959	-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.95&CDS=1-1689	YDR473C
960	OG0000960	-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.82&CDS=1-2448	YKL012W
961	OG0000961	-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.83&CDS=1-507	YKL013C
962	OG0000962	-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.96&CDS=1-507	YIR022W
963	OG0000963	-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.97&CDS=1-3090	YNL163C
964	OG0000964	-snap-gene-0.3-mRNA-1_1&gene=maker-gi|1002316721|dbj|BCKQ01000015.1|-snap-gene-0.3&CDS=1-2397	YMR165C
965	OG0000965	-processed-gene-0.49-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.49&CDS=1-573	YGL010W
966	OG0000966	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.50&CDS=1-2190	YGL192W
967	OG0000967	-processed-gene-0.16-mRNA-1_1&gene=genemark-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.16&CDS=1-2388	YNL247W
968	OG0000968	-processed-gene-0.67-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.67&CDS=1-1596	YJL014W
969	OG0000969	-processed-gene-0.52-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.52&CDS=1-435	YOR369C
970	OG0000970	-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.100&CDS=1-1260	YGR286C
