	OrthologID	Botrytis_cinerea	Saccharomyces_cerevisiae
2626	OG0002626	XP_024549794.1	YMR262W
2627	OG0002627	XP_024549798.1	YFR038W
2628	OG0002628	XP_024549846.1	YPR162C
2629	OG0002629	XP_024549849.1	YOR159C
2630	OG0002630	XP_024549850.1	YOR160W
2631	OG0002631	XP_024549857.1	YNR029C
2632	OG0002632	XP_024549870.1	YPR033C
2633	OG0002633	XP_024549873.1	YIL034C
2634	OG0002634	XP_024549876.1	YLR071C
2635	OG0002635	XP_024549880.1	YNR030W
2636	OG0002636	XP_024549885.1	YGL202W
2637	OG0002637	XP_024549890.1	YGR189C
2638	OG0002638	XP_024549891.1	YMR304W
2639	OG0002639	XP_024549903.1	YGR048W
2640	OG0002640	XP_024549921.1	YGR129W
2641	OG0002641	XP_024549951.1	YGL064C
2642	OG0002642	XP_024549961.1	YBL084C
2643	OG0002643	XP_024549962.1	YKL116C
2644	OG0002644	XP_024549977.1	YBL039C
2645	OG0002645	XP_024549998.1	YMR263W
2646	OG0002646	XP_024550002.1	YBL022C
2647	OG0002647	XP_024550009.1	YDL165W
2648	OG0002648	XP_024550012.1	YFR031C
2649	OG0002649	XP_024550035.1	YNL082W
2650	OG0002650	XP_024550041.1	YOR126C
2651	OG0002651	XP_024550122.1	YBR074W
2652	OG0002652	XP_024550127.1	YKL003C
2653	OG0002653	XP_024550136.1	YBL035C
2654	OG0002654	XP_024550142.1	YDL122W
2655	OG0002655	XP_024550153.1	YPL009C
2656	OG0002656	XP_024550162.1	YGR100W
2657	OG0002657	XP_024550174.1	YNL118C
2658	OG0002658	XP_024550188.1	YDR493W
2659	OG0002659	XP_024550227.1	YGR260W
2660	OG0002660	XP_024550260.1	YLR454W
2661	OG0002661	XP_024550273.1	YNL163C
2662	OG0002662	XP_024550276.1	YKL034W
2663	OG0002663	XP_024550289.1	YBL092W
2664	OG0002664	XP_024550292.1	YOR005C
2665	OG0002665	XP_024550301.1	YEL015W
2666	OG0002666	XP_024550302.1	YML061C
2667	OG0002667	XP_024550315.1	YJR034W
2668	OG0002668	XP_024550320.1	YGR223C
2669	OG0002669	XP_024550321.1	YIR005W
2670	OG0002670	XP_024550324.1	YEL002C
2671	OG0002671	XP_024550328.1	YML088W
2672	OG0002672	XP_024550330.1	YGR152C
2673	OG0002673	XP_024550334.1	YCR032W
2674	OG0002674	XP_024550343.1	YPR133C
2675	OG0002675	XP_024550348.1	YLR275W
2676	OG0002676	XP_024550355.1	YGL115W
2677	OG0002677	XP_024550356.1	YEL013W
2678	OG0002678	XP_024550357.1	YMR150C
2679	OG0002679	XP_024550361.1	YJL039C
2680	OG0002680	XP_024550362.1	YBL088C
2681	OG0002681	XP_024550372.1	YHR165C
2682	OG0002682	XP_024550388.1	YPL234C
2683	OG0002683	XP_024550398.1	YNL326C
2684	OG0002684	XP_024550405.1	YCR068W
2685	OG0002685	XP_024550406.1	YHR142W
2686	OG0002686	XP_024550425.1	YPR163C
2687	OG0002687	XP_024550426.1	YDR440W
2688	OG0002688	XP_024550427.1	YML018C
2689	OG0002689	XP_024550428.1	YNL217W
2690	OG0002690	XP_024550429.1	YLR205C
2691	OG0002691	XP_024550431.1	YCL054W
2692	OG0002692	XP_024550436.1	YLR240W
2693	OG0002693	XP_024550439.1	YOR155C
2694	OG0002694	XP_024550445.1	YDR397C
2695	OG0002695	XP_024550449.1	YNR007C
2696	OG0002696	XP_024550455.1	YNL119W
2697	OG0002697	XP_024550456.1	YKL120W
2698	OG0002698	XP_024550457.1	YKL018W
2699	OG0002699	XP_024550465.1	YOL096C
2700	OG0002700	XP_024550472.1	YDR062W
2701	OG0002701	XP_024550490.1	YNL200C
2702	OG0002702	XP_024550491.1	YPL013C
2703	OG0002703	XP_024550493.1	YER118C
2704	OG0002704	XP_024550494.1	YJR132W
2705	OG0002705	XP_024550496.1	YLR323C
2706	OG0002706	XP_024550497.1	YDR150W
2707	OG0002707	XP_024550500.1	YPR100W
2708	OG0002708	XP_024550501.1	YIL061C
2709	OG0002709	XP_024550502.1	YAL010C
2710	OG0002710	XP_024550503.1	YLR130C
2711	OG0002711	XP_024550510.1	YDL102W
2712	OG0002712	XP_024550512.1	YIL026C
2713	OG0002713	XP_024550529.1	YNL085W
2714	OG0002714	XP_024550531.1	YMR100W
2715	OG0002715	XP_024550532.1	YKL172W
2716	OG0002716	XP_024550533.1	YNR039C
2717	OG0002717	XP_024550534.1	YNL191W
2718	OG0002718	XP_024550543.1	YDL150W
2719	OG0002719	XP_024550550.1	YOR330C
2720	OG0002720	XP_024550554.1	YBR136W
2721	OG0002721	XP_024550556.1	YMR205C
2722	OG0002722	XP_024550557.1	YER022W
2723	OG0002723	XP_024550567.1	YLR438C-A
2724	OG0002724	XP_024550571.1	YLR055C
2725	OG0002725	XP_024550576.1	YOL065C
2726	OG0002726	XP_024550579.1	YHR100C
2727	OG0002727	XP_024550580.1	YMR162C
2728	OG0002728	XP_024550581.1	YGL251C
2729	OG0002729	XP_024550587.1	YDR214W
2730	OG0002730	XP_024550589.1	YFL031W
2731	OG0002731	XP_024550603.1	YLR419W
2732	OG0002732	XP_024550609.1	YGR135W
2733	OG0002733	XP_024550616.1	YHR188C
2734	OG0002734	XP_024550638.1	YLR427W
2735	OG0002735	XP_024550650.1	YDL210W
2736	OG0002736	XP_024550688.1	YDL066W
2737	OG0002737	XP_024550689.1	YNL175C
2738	OG0002738	XP_024550705.1	YNL192W
2739	OG0002739	XP_024550708.1	YGL244W
2740	OG0002740	XP_024550711.1	YDR001C
2741	OG0002741	XP_024550712.1	YMR268C
2742	OG0002742	XP_024550716.1	YIL038C
2743	OG0002743	XP_024550719.1	YKL092C
2744	OG0002744	XP_024550721.1	YKR085C
2745	OG0002745	XP_024550726.1	YJR019C
2746	OG0002746	XP_024550758.1	YER069W
2747	OG0002747	XP_024550762.1	YNL220W
2748	OG0002748	XP_024550771.1	YKR087C
2749	OG0002749	XP_024550802.1	YMR196W
2750	OG0002750	XP_024550809.1	YLR348C
2751	OG0002751	XP_024550810.1	YLR153C
2752	OG0002752	XP_024550814.1	YPR065W
2753	OG0002753	XP_024550818.1	YGL143C
2754	OG0002754	XP_024550827.1	YOL123W
2755	OG0002755	XP_024550837.1	YOL034W
2756	OG0002756	XP_024550849.1	YDL084W
2757	OG0002757	XP_024550859.1	YHR193C
2758	OG0002758	XP_024550861.1	YPL060W
2759	OG0002759	XP_024550873.1	YMR300C
2760	OG0002760	XP_024550904.1	YDR045C
2761	OG0002761	XP_024550947.1	YPR026W
2762	OG0002762	XP_024550968.1	YHR171W
2763	OG0002763	XP_024550981.1	YHR085W
2764	OG0002764	XP_024551048.1	YFR047C
2765	OG0002765	XP_024551066.1	YGL255W
2766	OG0002766	XP_024551071.1	YOR332W
2767	OG0002767	XP_024551073.1	YER166W
2768	OG0002768	XP_024551077.1	YMR260C
2769	OG0002769	XP_024551089.1	YGL050W
2770	OG0002770	XP_024551095.1	YPL030W
2771	OG0002771	XP_024551109.1	YBL086C
2772	OG0002772	XP_024551126.1	YJL128C
2773	OG0002773	XP_024551137.1	YFL017C
2774	OG0002774	XP_024551143.1	YOL164W
2775	OG0002775	XP_024551160.1	YDL236W
2776	OG0002776	XP_024551171.1	YOR069W
2777	OG0002777	XP_024551172.1	YBR198C
2778	OG0002778	XP_024551174.1	YMR186W
2779	OG0002779	XP_024551176.1	YDR319C
2780	OG0002780	XP_024551177.1	YOR089C
2781	OG0002781	XP_024551184.1	YOL013C
2782	OG0002782	XP_024551185.1	YGR044C
2783	OG0002783	XP_024551187.1	YGL023C
2784	OG0002784	XP_024551194.1	YIL097W
2785	OG0002785	XP_024551195.1	YJR060W
2786	OG0002786	XP_024551196.1	YDR135C
2787	OG0002787	XP_024551202.1	YKL178C
2788	OG0002788	XP_024551205.1	YLR116W
2789	OG0002789	XP_024551207.1	YPL082C
2790	OG0002790	XP_024551208.1	YNL020C
2791	OG0002791	XP_024551217.1	YPR180W
2792	OG0002792	XP_024551232.1	YER036C
2793	OG0002793	XP_024551233.1	YGL150C
2794	OG0002794	XP_024551242.1	YNL193W
2795	OG0002795	XP_024551243.1	YML069W
2796	OG0002796	XP_024551247.1	Q0130
2797	OG0002797	XP_024551268.1	YMR020W
2798	OG0002798	XP_024551275.1	YPR147C
2799	OG0002799	XP_024551283.1	YOR141C
2800	OG0002800	XP_024551289.1	YIR038C
2801	OG0002801	XP_024551292.1	YJL068C
2802	OG0002802	XP_024551297.1	YBL104C
2803	OG0002803	XP_024551298.1	YKL205W
2804	OG0002804	XP_024551300.1	YGR098C
2805	OG0002805	XP_024551305.1	YGR163W
2806	OG0002806	XP_024551307.1	YCL052C
2807	OG0002807	XP_024551315.1	YGR270W
2808	OG0002808	XP_024551317.1	YML080W
2809	OG0002809	XP_024551318.1	YNL233W
2810	OG0002810	XP_024551319.1	YPL188W
2811	OG0002811	XP_024551325.1	YDR169C
2812	OG0002812	XP_024551326.1	YLR234W
2813	OG0002813	XP_024551330.1	YGR278W
2814	OG0002814	XP_024551356.1	YIL049W
2815	OG0002815	XP_024551357.1	YAL036C
2816	OG0002816	XP_024551360.1	YOL145C
2817	OG0002817	XP_024551362.1	YNL169C
2818	OG0002818	XP_024551363.1	YBR017C
2819	OG0002819	XP_024551372.1	YGR047C
2820	OG0002820	XP_024551376.1	YGR193C
2821	OG0002821	XP_024551378.1	YBR079C
2822	OG0002822	XP_024551380.1	YJR086W
2823	OG0002823	XP_024551383.1	YIL130W
2824	OG0002824	XP_024551387.1	YER133W
2825	OG0002825	XP_024551389.1	YBR073W
2826	OG0002826	XP_024551401.1	YLL019C
2827	OG0002827	XP_024551405.1	YKL056C
2828	OG0002828	XP_024551417.1	YIR032C
2829	OG0002829	XP_024551430.1	YPR181C
2830	OG0002830	XP_024551433.1	YIL020C
2831	OG0002831	XP_024551442.1	YDR456W
2832	OG0002832	XP_024551445.1	YKL094W
2833	OG0002833	XP_024551449.1	YHR189W
2834	OG0002834	XP_024551451.1	YCR009C
2835	OG0002835	XP_024551454.1	YDR177W
2836	OG0002836	XP_024551458.1	YDL004W
2837	OG0002837	XP_024551463.1	YPR016C
2838	OG0002838	XP_024551465.1	YEL037C
2839	OG0002839	XP_024551468.1	YGR019W
2840	OG0002840	XP_024551471.1	YJR111C
2841	OG0002841	XP_024551481.1	YAL016W
2842	OG0002842	XP_024551486.1	YFL008W
2843	OG0002843	XP_024551487.1	YGR149W
2844	OG0002844	XP_024551489.1	YPR031W
2845	OG0002845	XP_024551495.1	YER016W
2846	OG0002846	XP_024551500.1	YIL162W
2847	OG0002847	XP_024551501.1	YGL003C
2848	OG0002848	XP_024551504.1	YPR029C
2849	OG0002849	XP_024551517.1	YMR211W
2850	OG0002850	XP_024551548.1	YBR132C
2851	OG0002851	XP_024551553.1	YER087W
2852	OG0002852	XP_024551554.1	YBL095W
2853	OG0002853	XP_024551555.1	YKL080W
2854	OG0002854	XP_024551575.1	YML104C
2855	OG0002855	XP_024551578.1	YJR073C
2856	OG0002856	XP_024551581.1	YGR232W
2857	OG0002857	XP_024551584.1	YLR285W
2858	OG0002858	XP_024551587.1	YBL102W
2859	OG0002859	XP_024551599.1	YJR148W
2860	OG0002860	XP_024551600.1	YOR222W
2861	OG0002861	XP_024551623.1	YBR256C
2862	OG0002862	XP_024551625.1	YDR375C
2863	OG0002863	XP_024551648.1	YDR152W
2864	OG0002864	XP_024551650.1	YJL053W
2865	OG0002865	XP_024551673.1	YEL058W
2866	OG0002866	XP_024551680.1	YCR044C
2867	OG0002867	XP_024551682.1	YOL021C
2868	OG0002868	XP_024551694.1	YDR238C
2869	OG0002869	XP_024551701.1	YLR059C
2870	OG0002870	XP_024551707.1	YBR025C
2871	OG0002871	XP_024551713.1	YLR405W
2872	OG0002872	XP_024551723.1	YGL077C
2873	OG0002873	XP_024551739.1	YNL090W
2874	OG0002874	XP_024551756.1	YDL116W
2875	OG0002875	XP_024551757.1	YMR194C-B
2876	OG0002876	XP_024551758.1	YDR510W
2877	OG0002877	XP_024551769.1	YNL142W
2878	OG0002878	XP_024551772.1	YML096W
2879	OG0002879	XP_024551773.1	YML097C
2880	OG0002880	XP_024551779.1	YCR014C
2881	OG0002881	XP_024551781.1	YKL012W
2882	OG0002882	XP_024551782.1	YDR091C
2883	OG0002883	XP_024551796.1	YCR093W
2884	OG0002884	XP_024551797.1	YMR071C
2885	OG0002885	XP_024551801.1	YIL150C
2886	OG0002886	XP_024551806.1	YDL231C
2887	OG0002887	XP_024551807.1	YDR452W
2888	OG0002888	XP_024551808.1	YGR284C
2889	OG0002889	XP_024551811.1	YHL031C
2890	OG0002890	XP_024551816.1	YKL221W
2891	OG0002891	XP_024551820.1	YAL003W
2892	OG0002892	XP_024551822.1	YDL154W
2893	OG0002893	XP_024551823.1	YHR143W-A
2894	OG0002894	XP_024551850.1	YNL240C
2895	OG0002895	XP_024551853.1	YER007W
2896	OG0002896	XP_024551855.1	YPR049C
2897	OG0002897	XP_024551857.1	YJL054W
2898	OG0002898	XP_024551864.1	YLR172C
2899	OG0002899	XP_024551882.1	YOR346W
2900	OG0002900	XP_024551884.1	YGR235C
2901	OG0002901	XP_024551890.1	YGL169W
2902	OG0002902	XP_024551894.1	YPR019W
2903	OG0002903	XP_024551895.1	YGR125W
2904	OG0002904	XP_024551898.1	YGR217W
2905	OG0002905	XP_024551912.1	YPR086W
2906	OG0002906	XP_024551913.1	YML002W
2907	OG0002907	XP_024551916.1	YMR091C
2908	OG0002908	XP_024551921.1	YGL215W
2909	OG0002909	XP_024551930.1	YOR292C
2910	OG0002910	XP_024551947.1	YBR028C
2911	OG0002911	XP_024551976.1	YNL010W
2912	OG0002912	XP_024551977.1	YOR099W
2913	OG0002913	XP_024551981.1	YHL008C
2914	OG0002914	XP_024551992.1	YER023W
2915	OG0002915	XP_024551998.1	YNL313C
2916	OG0002916	XP_024552001.1	YEL031W
2917	OG0002917	XP_024552015.1	YPR082C
2918	OG0002918	XP_024552020.1	YIL042C
2919	OG0002919	XP_024552023.1	YPL217C
2920	OG0002920	XP_024552036.1	YDL035C
2921	OG0002921	XP_024552047.1	YKL210W
2922	OG0002922	XP_024552048.1	YGR014W
2923	OG0002923	XP_024552050.1	YBR293W
2924	OG0002924	XP_024552061.1	YPL029W
2925	OG0002925	XP_024552066.1	YNL325C
2926	OG0002926	XP_024552068.1	YCR066W
2927	OG0002927	XP_024552077.1	YDL031W
2928	OG0002928	XP_024552078.1	YJL033W
2929	OG0002929	XP_024552084.1	YDR180W
2930	OG0002930	XP_024552088.1	YKR026C
2931	OG0002931	XP_024552100.1	YPL248C
2932	OG0002932	XP_024552112.1	YBR029C
2933	OG0002933	XP_024552126.1	YGR286C
2934	OG0002934	XP_024552131.1	YPR045C
2935	OG0002935	XP_024552132.1	YBR200W
2936	OG0002936	XP_024552137.1	YGL231C
2937	OG0002937	XP_024552138.1	YJR005W
2938	OG0002938	XP_024552139.1	YDR063W
2939	OG0002939	XP_024552140.1	YKL217W
2940	OG0002940	XP_024552146.1	YJR142W
2941	OG0002941	XP_024552148.1	YAR008W
2942	OG0002942	XP_024552149.1	YEL036C
2943	OG0002943	XP_024552152.1	YGL172W
2944	OG0002944	XP_024552153.1	YJR093C
2945	OG0002945	XP_024552164.1	YDR338C
2946	OG0002946	XP_024552168.1	YMR167W
2947	OG0002947	XP_024552182.1	YDR415C
2948	OG0002948	XP_024552185.1	YEL052W
2949	OG0002949	XP_024552189.1	YNL155W
2950	OG0002950	XP_024552197.1	YGR157W
2951	OG0002951	XP_024552207.1	YNR012W
2952	OG0002952	XP_024552210.1	YLR262C
2953	OG0002953	XP_024552211.1	YJR040W
2954	OG0002954	XP_024552218.1	YBR102C
2955	OG0002955	XP_024552224.1	YKL058W
2956	OG0002956	XP_024552225.1	YHR026W
2957	OG0002957	XP_024552226.1	YAL033W
2958	OG0002958	XP_024552227.1	YOR262W
2959	OG0002959	XP_024552233.1	YDL135C
2960	OG0002960	XP_024552237.1	YOL069W
2961	OG0002961	XP_024552251.1	YNL014W
2962	OG0002962	XP_024552257.1	YMR213W
2963	OG0002963	XP_024552270.1	YHR020W
2964	OG0002964	XP_024552271.1	YBL082C
2965	OG0002965	XP_024552286.1	YJL112W
2966	OG0002966	XP_024552287.1	YDR361C
2967	OG0002967	XP_024552289.1	YBR097W
2968	OG0002968	XP_024552295.1	YEL051W
2969	OG0002969	XP_024552302.1	YMR226C
2970	OG0002970	XP_024552309.1	YOR168W
2971	OG0002971	XP_024552318.1	YNR054C
2972	OG0002972	XP_024552331.1	YLR027C
2973	OG0002973	XP_024552332.1	YOR075W
2974	OG0002974	XP_024552339.1	YDR428C
2975	OG0002975	XP_024552342.1	YDR323C
2976	OG0002976	XP_024552343.1	YDR170C
2977	OG0002977	XP_024552345.1	YMR178W
2978	OG0002978	XP_024552372.1	YMR028W
2979	OG0002979	XP_024552390.1	YDR405W
2980	OG0002980	XP_024552394.1	YDR377W
2981	OG0002981	XP_024552415.1	YDR425W
2982	OG0002982	XP_024552416.1	YDL164C
2983	OG0002983	XP_024552425.1	YMR259C
2984	OG0002984	XP_024552426.1	YPR140W
2985	OG0002985	XP_024552428.1	YMR076C
2986	OG0002986	XP_024552430.1	YMR075W
2987	OG0002987	XP_024552431.1	YOL137W
2988	OG0002988	XP_024552438.1	YOR067C
2989	OG0002989	XP_024552442.1	YPR094W
2990	OG0002990	XP_024552449.1	YKL138C
2991	OG0002991	XP_024552454.1	YNR006W
2992	OG0002992	XP_024552458.1	YNL025C
2993	OG0002993	XP_024552467.1	YJL093C
2994	OG0002994	XP_024552477.1	YDR443C
2995	OG0002995	XP_024552478.1	YLR017W
2996	OG0002996	XP_024552489.1	YPL006W
2997	OG0002997	XP_024552491.1	YML110C
2998	OG0002998	XP_024552498.1	YKL149C
2999	OG0002999	XP_024552499.1	YPL110C
3000	OG0003000	XP_024552500.1	YAL048C
3001	OG0003001	XP_024552504.1	YOL064C
3002	OG0003002	XP_024552505.1	YHR147C
3003	OG0003003	XP_024552509.1	YDR016C
3004	OG0003004	XP_024552515.1	YCR028C
3005	OG0003005	XP_024552520.1	YER140W
3006	OG0003006	XP_024552541.1	YMR215W
3007	OG0003007	XP_024552542.1	YBR133C
3008	OG0003008	XP_024552559.1	YJR064W
3009	OG0003009	XP_024552571.1	YMR224C
3010	OG0003010	XP_024552573.1	YGL166W
3011	OG0003011	XP_024552584.1	YER162C
3012	OG0003012	XP_024552586.1	YNR064C
3013	OG0003013	XP_024552593.1	YML004C
3014	OG0003014	XP_024552599.1	YDR284C
3015	OG0003015	XP_024552621.1	YGL065C
3016	OG0003016	XP_024552624.1	YBR142W
3017	OG0003017	XP_024552625.1	YBR061C
3018	OG0003018	XP_024552628.1	YJL080C
3019	OG0003019	XP_024552629.1	YHR016C
3020	OG0003020	XP_024552638.1	YFR021W
3021	OG0003021	XP_024552640.1	YNL001W
3022	OG0003022	XP_024552643.1	YOR341W
3023	OG0003023	XP_024552644.1	YDR473C
3024	OG0003024	XP_024552645.1	YER171W
3025	OG0003025	XP_024552651.1	YDL058W
3026	OG0003026	XP_024552652.1	YOR048C
3027	OG0003027	XP_024552655.1	YJR033C
3028	OG0003028	XP_024552656.1	YKL189W
3029	OG0003029	XP_024552657.1	YGL114W
3030	OG0003030	XP_024552661.1	YIL153W
3031	OG0003031	XP_024552669.1	YHL002W
3032	OG0003032	XP_024552673.1	YPR185W
3033	OG0003033	XP_024552674.1	YGL256W
3034	OG0003034	XP_024552679.1	YCR053W
3035	OG0003035	XP_024552688.1	YMR231W
3036	OG0003036	XP_024552698.1	YKR056W
3037	OG0003037	XP_024552711.1	YPL128C
3038	OG0003038	XP_024552732.1	YBL033C
3039	OG0003039	XP_024552741.1	YJL108C
3040	OG0003040	XP_024552751.1	YBL023C
3041	OG0003041	XP_024552757.1	YJL153C
3042	OG0003042	XP_024552794.1	YGR218W
3043	OG0003043	XP_024552795.1	YFL030W
3044	OG0003044	XP_024552796.1	YLL028W
3045	OG0003045	XP_024552797.1	YGR178C
3046	OG0003046	XP_024552810.1	YDL168W
3047	OG0003047	XP_024552815.1	YKR093W
3048	OG0003048	XP_024552819.1	YPL069C
3049	OG0003049	XP_024552845.1	YOR151C
3050	OG0003050	XP_024552847.1	YDR058C
3051	OG0003051	XP_024552856.1	YPR069C
3052	OG0003052	XP_024552858.1	YLR351C
3053	OG0003053	XP_024552863.1	YBR087W
3054	OG0003054	XP_024552864.1	YOR059C
3055	OG0003055	XP_024552865.1	YLR107W
3056	OG0003056	XP_024552875.1	YDR005C
3057	OG0003057	XP_024552878.1	YGR262C
3058	OG0003058	XP_024552879.1	YPR074C
3059	OG0003059	XP_024552880.1	YEL027W
3060	OG0003060	XP_024552881.1	YEL026W
3061	OG0003061	XP_024552885.1	YGL227W
3062	OG0003062	XP_024552891.1	YIL157C
3063	OG0003063	XP_024552892.1	YGR220C
3064	OG0003064	XP_024552893.1	YMR132C
3065	OG0003065	XP_024552897.1	YMR077C
3066	OG0003066	XP_024552898.1	YLL034C
3067	OG0003067	XP_024552908.1	YER090W
3068	OG0003068	XP_024552909.1	YDL111C
3069	OG0003069	XP_024552917.1	YNL075W
3070	OG0003070	XP_024552918.1	YMR080C
3071	OG0003071	XP_024552919.1	YKR068C
3072	OG0003072	XP_024552937.1	YCL017C
3073	OG0003073	XP_024552938.1	YDR388W
3074	OG0003074	XP_024552947.1	YOR217W
3075	OG0003075	XP_024552953.1	YLR212C
3076	OG0003076	XP_024552960.1	YLL060C
3077	OG0003077	XP_024552988.1	YLR099W-A
3078	OG0003078	XP_024552990.1	YNR041C
3079	OG0003079	XP_024552997.1	YDL235C
3080	OG0003080	XP_024553013.1	YDR294C
3081	OG0003081	XP_024553017.1	YJL106W
3082	OG0003082	XP_024553023.1	YJL101C
3083	OG0003083	XP_024553026.1	YPL206C
3084	OG0003084	XP_024553037.1	YGR210C
3085	OG0003085	XP_024553056.1	YOL107W
3086	OG0003086	XP_024553066.1	YGR170W
3087	OG0003087	XP_024553070.1	YLR038C
3088	OG0003088	XP_024553073.1	YGL017W
3089	OG0003089	XP_024553080.1	YMR121C
3090	OG0003090	XP_024553081.1	YJR036C
3091	OG0003091	XP_024553092.1	YJL060W
3092	OG0003092	XP_024553096.1	YMR197C
3093	OG0003093	XP_024553099.1	YPL132W
3094	OG0003094	XP_024553105.1	YPL133C
3095	OG0003095	XP_024553108.1	YMR286W
3096	OG0003096	XP_024553152.1	YJR152W
3097	OG0003097	XP_024553156.1	YGL001C
3098	OG0003098	XP_024553159.1	YDR246W
3099	OG0003099	XP_024553165.1	YDL156W
3100	OG0003100	XP_024553166.1	YLR189C
3101	OG0003101	XP_024553167.1	YMR277W
3102	OG0003102	XP_024553175.1	YER047C
3103	OG0003103	XP_024553177.1	YNL041C
3104	OG0003104	XP_024553178.1	YDL149W
3105	OG0003105	XP_024553186.1	YDL230W
3106	OG0003106	XP_024553197.1	YMR068W
3107	OG0003107	XP_024553199.1	YPL008W
3108	OG0003108	XP_024553200.1	YFR052W
3109	OG0003109	XP_024553201.1	YPL054W
3110	OG0003110	XP_024553203.1	YGL033W
3111	OG0003111	XP_024553215.1	YBL099W
3112	OG0003112	XP_024553221.1	YKL148C
3113	OG0003113	XP_024553222.1	YDR468C
3114	OG0003114	XP_024553226.1	YBR123C
3115	OG0003115	XP_024553230.1	YKL174C
3116	OG0003116	XP_024553235.1	YLR418C
3117	OG0003117	XP_024553237.1	YBR243C
3118	OG0003118	XP_024553239.1	YML055W
3119	OG0003119	XP_024553241.1	YKR081C
3120	OG0003120	XP_024553245.1	YKR080W
3121	OG0003121	XP_024553247.1	YHL021C
3122	OG0003122	XP_024553255.1	YOR002W
3123	OG0003123	XP_024553258.1	YGL010W
3124	OG0003124	XP_024553259.1	YDR404C
3125	OG0003125	XP_024553261.1	YFR016C
3126	OG0003126	XP_024553272.1	YNL261W
3127	OG0003127	XP_024553274.1	YMR240C
3128	OG0003128	XP_024553275.1	YOR307C
3129	OG0003129	XP_024553278.1	YJR121W
3130	OG0003130	XP_024553282.1	YNL021W
3131	OG0003131	XP_024553293.1	YFR015C
3132	OG0003132	XP_024553296.1	YHR176W
3133	OG0003133	XP_024553298.1	YKR099W
3134	OG0003134	XP_024553304.1	YML035C
3135	OG0003135	XP_024553316.1	YGL059W
3136	OG0003136	XP_024553317.1	YHR107C
3137	OG0003137	XP_024553318.1	YCR057C
3138	OG0003138	XP_024553319.1	YGL067W
3139	OG0003139	XP_024553324.1	YKL084W
3140	OG0003140	XP_024553331.1	YCR046C
3141	OG0003141	XP_024553341.1	YGL173C
3142	OG0003142	XP_024553342.1	YDR027C
3143	OG0003143	XP_024553343.1	YLR274W
3144	OG0003144	XP_024553352.1	YHR166C
3145	OG0003145	XP_024553365.1	YIL107C
3146	OG0003146	XP_024553366.1	YMR234W
3147	OG0003147	XP_024553369.1	YAL023C
3148	OG0003148	XP_024553370.1	YLR005W
3149	OG0003149	XP_024553371.1	YFL010C
3150	OG0003150	XP_024553373.1	YDR376W
3151	OG0003151	XP_024553374.1	YDR332W
3152	OG0003152	XP_024553377.1	YLR113W
3153	OG0003153	XP_024553378.1	YLR114C
3154	OG0003154	XP_024553379.1	YDL132W
3155	OG0003155	XP_024553380.1	YER020W
3156	OG0003156	XP_024553381.1	YPR160W
3157	OG0003157	XP_024553383.1	YDR105C
3158	OG0003158	XP_024553384.1	YMR155W
3159	OG0003159	XP_024553392.1	YLR127C
3160	OG0003160	XP_024553403.1	YKR060W
3161	OG0003161	XP_024553405.1	YLL023C
3162	OG0003162	XP_024553423.1	YDR392W
3163	OG0003163	XP_024553425.1	YMR247C
3164	OG0003164	XP_024553429.1	YCR030C
3165	OG0003165	XP_024553436.1	YGR227W
3166	OG0003166	XP_024553453.1	YER175C
3167	OG0003167	XP_024553459.1	YPL011C
3168	OG0003168	XP_024553460.1	YBR268W
3169	OG0003169	XP_024553518.1	YDR539W
3170	OG0003170	XP_024553541.1	YGL086W
3171	OG0003171	XP_024553548.1	YLR242C
3172	OG0003172	XP_024553558.1	YGL137W
3173	OG0003173	XP_024553582.1	YBL064C
3174	OG0003174	XP_024553588.1	YER141W
3175	OG0003175	XP_024553619.1	YDR126W
3176	OG0003176	XP_024553634.1	YBR217W
3177	OG0003177	XP_024553636.1	YER078C
3178	OG0003178	XP_024553638.1	YDR052C
3179	OG0003179	XP_024553639.1	YGL164C
3180	OG0003180	XP_024553648.1	YGL094C
3181	OG0003181	XP_024553657.1	YGR167W
3182	OG0003182	XP_024553668.1	YLR429W
3183	OG0003183	XP_024553680.1	YBL001C
3184	OG0003184	XP_024553682.1	YOL078W
3185	OG0003185	XP_024553684.1	YPL203W
3186	OG0003186	XP_024553687.1	YNL317W
3187	OG0003187	XP_024553689.1	YDR410C
3188	OG0003188	XP_024553690.1	YJL218W
3189	OG0003189	XP_024553691.1	YPR153W
3190	OG0003190	XP_024553693.1	YDR280W
3191	OG0003191	XP_024553701.1	YNR020C
3192	OG0003192	XP_024553709.1	YPL123C
3193	OG0003193	XP_024553716.1	YPR139C
3194	OG0003194	XP_024553730.1	YJL008C
3195	OG0003195	XP_024553732.1	YDL001W
3196	OG0003196	XP_024553763.1	YDR407C
3197	OG0003197	XP_024553765.1	YGR229C
3198	OG0003198	XP_024553767.1	YFL039C
3199	OG0003199	XP_024553787.1	YJR044C
3200	OG0003200	XP_024553788.1	YLR268W
3201	OG0003201	XP_024553795.1	YJR092W
3202	OG0003202	XP_024553826.1	YLR389C
3203	OG0003203	XP_024553846.1	YHR058C
3204	OG0003204	XP_024553878.1	YGR173W
3205	OG0003205	XP_024553889.1	YAL026C
3206	OG0003206	XP_024553890.1	YPL215W
3207	OG0003207	XP_024553907.1	YJR095W
3208	OG0003208	XP_024553910.1	YGR155W
