	OrthologID	Lachancea_thermotolerans	Saccharomyces_cerevisiae
437	OG0000437	augustus_masked-CU928165-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.35&CDS=1-2220	YIL078W
438	OG0000438	genemark-CU928165-processed-gene-4.67-mRNA-1_1&gene=genemark-CU928165-processed-gene-4.67&CDS=1-393	YDL123W
439	OG0000439	augustus_masked-CU928165-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.15&CDS=1-441	YDL177C
440	OG0000440	augustus_masked-CU928165-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.36&CDS=1-1623	YDL178W
441	OG0000441	maker-CU928165-augustus-gene-4.103-mRNA-1_1&gene=maker-CU928165-augustus-gene-4.103&CDS=1-2949	YDL126C
442	OG0000442	augustus_masked-CU928165-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.37&CDS=1-903	YDL179W
443	OG0000443	augustus_masked-CU928165-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.38&CDS=1-1221	YDL128W
444	OG0000444	snap_masked-CU928165-processed-gene-4.148-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-4.148&CDS=1-1392	YDL180W
445	OG0000445	snap_masked-CU928165-processed-gene-4.149-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-4.149&CDS=1-699	YDL129W
446	OG0000446	augustus_masked-CU928165-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.41&CDS=1-318	YDL130W
447	OG0000447	augustus_masked-CU928165-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.18&CDS=1-3252	YMR196W
448	OG0000448	augustus_masked-CU928165-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.42&CDS=1-660	YMR197C
449	OG0000449	augustus_masked-CU928165-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.19&CDS=1-486	YPL252C
450	OG0000450	augustus_masked-CU928165-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.20&CDS=1-1893	YPL253C
451	OG0000451	augustus_masked-CU928165-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.43&CDS=1-1293	YPL254W
452	OG0000452	genemark-CU928165-processed-gene-4.99-mRNA-1_1&gene=genemark-CU928165-processed-gene-4.99&CDS=1-1128	YPL255W
453	OG0000453	augustus_masked-CU928165-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.23&CDS=1-1875	YNR006W
454	OG0000454	maker-CU928165-augustus-gene-4.105-mRNA-1_1&gene=maker-CU928165-augustus-gene-4.105&CDS=1-1887	YMR201C
455	OG0000455	augustus_masked-CU928165-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.24&CDS=1-1899	YNR008W
456	OG0000456	snap_masked-CU928165-processed-gene-4.133-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-4.133&CDS=1-594	YNR009W
457	OG0000457	augustus_masked-CU928165-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.26&CDS=1-666	YMR202W
458	OG0000458	augustus_masked-CU928165-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.27&CDS=1-357	YNR010W
459	OG0000459	augustus_masked-CU928165-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.28&CDS=1-1167	YMR203W
460	OG0000460	snap_masked-CU928165-processed-gene-5.4-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-5.4&CDS=1-1164	YMR204C
461	OG0000461	snap_masked-CU928165-processed-gene-5.6-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-5.6&CDS=1-972	YML004C
462	OG0000462	augustus_masked-CU928165-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.104&CDS=1-1473	YNR012W
463	OG0000463	augustus_masked-CU928165-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.110&CDS=1-1191	YNR015W
464	OG0000464	augustus_masked-CU928165-processed-gene-5.149-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.149&CDS=1-6690	YNR016C
465	OG0000465	augustus_masked-CU928165-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.111&CDS=1-648	YNR017W
466	OG0000466	augustus_masked-CU928165-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.150&CDS=1-1488	YCR045C
467	OG0000467	maker-CU928165-augustus-gene-5.101-mRNA-1_1&gene=maker-CU928165-augustus-gene-5.101&CDS=1-894	YJL199C
468	OG0000468	augustus_masked-CU928165-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.112&CDS=1-663	YNR018W
469	OG0000469	augustus_masked-CU928165-processed-gene-5.152-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.152&CDS=1-1248	YCR047C
470	OG0000470	augustus_masked-CU928165-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.113&CDS=1-1686	YNR019W
471	OG0000471	augustus_masked-CU928165-processed-gene-5.153-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.153&CDS=1-729	YNR020C
472	OG0000472	augustus_masked-CU928165-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.114&CDS=1-606	YCR051W
473	OG0000473	augustus_masked-CU928165-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.115&CDS=1-1227	YNR021W
474	OG0000474	augustus_masked-CU928165-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.154&CDS=1-426	YNR022C
475	OG0000475	augustus_masked-CU928165-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.116&CDS=1-1320	YNR023W
476	OG0000476	augustus_masked-CU928165-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.117&CDS=1-1527	YCR053W
477	OG0000477	augustus_masked-CU928165-processed-gene-5.155-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.155&CDS=1-1584	YCR054C
478	OG0000478	augustus_masked-CU928165-processed-gene-5.156-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.156&CDS=1-2745	YCR057C
479	OG0000479	augustus_masked-CU928165-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.157&CDS=1-810	YCR059C
480	OG0000480	snap_masked-CU928165-processed-gene-5.19-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-5.19&CDS=1-1821	YCR061W
481	OG0000481	genemark-CU928165-processed-gene-5.203-mRNA-1_1&gene=genemark-CU928165-processed-gene-5.203&CDS=1-618	YLR011W
482	OG0000482	augustus_masked-CU928165-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.120&CDS=1-465	YCR063W
483	OG0000483	augustus_masked-CU928165-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.121&CDS=1-1674	YCR065W
484	OG0000484	augustus_masked-CU928165-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.122&CDS=1-1380	YCR066W
485	OG0000485	augustus_masked-CU928165-processed-gene-5.158-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.158&CDS=1-3195	YNR026C
486	OG0000486	augustus_masked-CU928165-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.123&CDS=1-915	YNR027W
487	OG0000487	augustus_masked-CU928165-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.124&CDS=1-1329	YCR068W
488	OG0000488	augustus_masked-CU928165-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.125&CDS=1-939	YCR069W
489	OG0000489	augustus_masked-CU928165-processed-gene-5.160-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.160&CDS=1-1230	YNR029C
490	OG0000490	augustus_masked-CU928165-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.126&CDS=1-1644	YNR030W
491	OG0000491	augustus_masked-CU928165-processed-gene-5.161-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.161&CDS=1-435	YCR071C
492	OG0000492	augustus_masked-CU928165-processed-gene-5.162-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.162&CDS=1-1542	YCR072C
493	OG0000493	genemark-CU928165-processed-gene-5.245-mRNA-1_1&gene=genemark-CU928165-processed-gene-5.245&CDS=1-4311	YNR031C
494	OG0000494	augustus_masked-CU928165-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.127&CDS=1-1065	YNR032W
495	OG0000495	augustus_masked-CU928165-processed-gene-5.164-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.164&CDS=1-219	YNR032C-A
496	OG0000496	genemark-CU928165-processed-gene-5.212-mRNA-1_1&gene=genemark-CU928165-processed-gene-5.212&CDS=1-2244	YNR033W
497	OG0000497	genemark-CU928165-processed-gene-5.213-mRNA-1_1&gene=genemark-CU928165-processed-gene-5.213&CDS=1-1029	YNR034W
498	OG0000498	genemark-CU928165-processed-gene-5.246-mRNA-1_1&gene=genemark-CU928165-processed-gene-5.246&CDS=1-645	YCR075C
499	OG0000499	augustus_masked-CU928165-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.129&CDS=1-258	YCR075W-A
500	OG0000500	genemark-CU928165-processed-gene-5.249-mRNA-1_1&gene=genemark-CU928165-processed-gene-5.249&CDS=1-2604	YCR077C
501	OG0000501	augustus_masked-CU928165-processed-gene-5.167-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.167&CDS=1-954	YNR035C
502	OG0000502	augustus_masked-CU928165-processed-gene-5.168-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.168&CDS=1-426	YNR036C
503	OG0000503	augustus_masked-CU928165-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.130&CDS=1-1440	YCR079W
504	OG0000504	augustus_masked-CU928165-processed-gene-5.169-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.169&CDS=1-273	YNR037C
505	OG0000505	augustus_masked-CU928165-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.131&CDS=1-5901	YCR081W
506	OG0000506	augustus_masked-CU928165-processed-gene-5.170-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.170&CDS=1-1698	YNR039C
507	OG0000507	augustus_masked-CU928165-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.132&CDS=1-1104	YNR041C
508	OG0000508	snap_masked-CU928165-processed-gene-5.77-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-5.77&CDS=1-828	YNR040W
509	OG0000509	snap_masked-CU928165-processed-gene-5.79-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-5.79&CDS=1-408	YCR082W
510	OG0000510	snap_masked-CU928165-processed-gene-5.36-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-5.36&CDS=1-1206	YNR043W
511	OG0000511	augustus_masked-CU928165-processed-gene-5.172-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.172&CDS=1-2175	YCR084C
512	OG0000512	augustus_masked-CU928165-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.135&CDS=1-525	YCR086W
513	OG0000513	augustus_masked-CU928165-processed-gene-5.173-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.173&CDS=1-501	YCR087C-A
514	OG0000514	augustus_masked-CU928165-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.136&CDS=1-1878	YCR088W
515	OG0000515	augustus_masked-CU928165-processed-gene-5.174-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.174&CDS=1-555	YCR090C
516	OG0000516	snap_masked-CU928165-processed-gene-5.41-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-5.41&CDS=1-1023	YNR045W
517	OG0000517	augustus_masked-CU928165-processed-gene-5.139-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.139&CDS=1-399	YNR046W
518	OG0000518	augustus_masked-CU928165-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.140&CDS=1-2619	YNR047W
519	OG0000519	augustus_masked-CU928165-processed-gene-5.175-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.175&CDS=1-3105	YCR092C
520	OG0000520	maker-CU928165-snap-gene-5.96-mRNA-1_1&gene=maker-CU928165-snap-gene-5.96&CDS=1-7500	YCR093W
521	OG0000521	augustus_masked-CU928165-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.143&CDS=1-645	YDR177W
522	OG0000522	genemark-CU928165-processed-gene-5.260-mRNA-1_1&gene=genemark-CU928165-processed-gene-5.260&CDS=1-549	YNR049C
523	OG0000523	augustus_masked-CU928165-processed-gene-5.176-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.176&CDS=1-1338	YNR050C
524	OG0000524	snap_masked-CU928165-processed-gene-5.86-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-5.86&CDS=1-945	YCR095C
525	OG0000525	snap_masked-CU928165-processed-gene-5.87-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-5.87&CDS=1-1461	YNR051C
526	OG0000526	augustus_masked-CU928165-processed-gene-5.178-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.178&CDS=1-1266	YNR052C
527	OG0000527	maker-CU928165-augustus-gene-5.102-mRNA-1_1&gene=maker-CU928165-augustus-gene-5.102&CDS=1-1506	YNR053C
528	OG0000528	augustus_masked-CU928165-processed-gene-5.180-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.180&CDS=1-906	YNR054C
529	OG0000529	augustus_masked-CU928165-processed-gene-5.145-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.145&CDS=1-726	YAL049C
530	OG0000530	augustus_masked-CU928165-processed-gene-5.147-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.147&CDS=1-2427	YCR106W
531	OG0000531	augustus_masked-CU928165-processed-gene-5.185-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.185&CDS=1-1014	YPL088W
532	OG0000532	augustus_masked-CU928166-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-0.95&CDS=1-1773	YFL053W
533	OG0000533	genemark-CU928166-processed-gene-0.45-mRNA-1_1&gene=genemark-CU928166-processed-gene-0.45&CDS=1-1938	YFL054C
534	OG0000534	augustus_masked-CU928166-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-0.84&CDS=1-915	YJR077C
535	OG0000535	augustus_masked-CU928166-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-0.101&CDS=1-543	YKL214C
536	OG0000536	augustus_masked-CU928166-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-0.102&CDS=1-2142	YKL213C
537	OG0000537	augustus_masked-CU928166-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-0.86&CDS=1-1869	YKL212W
538	OG0000538	augustus_masked-CU928166-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-0.103&CDS=1-1461	YKL211C
539	OG0000539	augustus_masked-CU928166-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-0.87&CDS=1-1212	YJR076C
540	OG0000540	augustus_masked-CU928166-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.3&CDS=1-1185	YJR075W
541	OG0000541	augustus_masked-CU928166-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.4&CDS=1-600	YJR074W
542	OG0000542	augustus_masked-CU928166-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.0&CDS=1-3045	YKL210W
543	OG0000543	augustus_masked-CU928166-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.5&CDS=1-3894	YKL209C
544	OG0000544	augustus_masked-CU928166-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.1&CDS=1-651	YJR073C
545	OG0000545	augustus_masked-CU928166-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.2&CDS=1-1233	YGR210C
546	OG0000546	augustus_masked-CU928166-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.6&CDS=1-1731	YPL265W
547	OG0000547	augustus_masked-CU928166-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.29&CDS=1-2598	YLR045C
548	OG0000548	augustus_masked-CU928166-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.30&CDS=1-933	YGR208W
549	OG0000549	augustus_masked-CU928166-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.9&CDS=1-774	YGR207C
550	OG0000550	snap_masked-CU928166-processed-gene-1.145-mRNA-1_1&gene=snap_masked-CU928166-processed-gene-1.145&CDS=1-312	YGR206W
551	OG0000551	augustus_masked-CU928166-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.10&CDS=1-1242	YJR024C
552	OG0000552	augustus_masked-CU928166-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.31&CDS=1-330	YJR022W
553	OG0000553	augustus_masked-CU928166-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.11&CDS=1-777	YJR021C
554	OG0000554	augustus_masked-CU928166-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.32&CDS=1-897	YGR205W
555	OG0000555	augustus_masked-CU928166-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.12&CDS=1-1017	YJR019C
556	OG0000556	augustus_masked-CU928166-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.13&CDS=1-483	YJR017C
557	OG0000557	augustus_masked-CU928166-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.34&CDS=1-447	YGR203W
558	OG0000558	maker-CU928166-augustus-gene-1.103-mRNA-1_1&gene=maker-CU928166-augustus-gene-1.103&CDS=1-3027	YJR016C
559	OG0000559	augustus_masked-CU928166-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.15&CDS=1-2370	YGR200C
560	OG0000560	augustus_masked-CU928166-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.36&CDS=1-2196	YGR198W
561	OG0000561	augustus_masked-CU928166-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.37&CDS=1-591	YJR014W
562	OG0000562	augustus_masked-CU928166-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.16&CDS=1-2454	YGR196C
563	OG0000563	augustus_masked-CU928166-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.38&CDS=1-735	YGR195W
564	OG0000564	augustus_masked-CU928166-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.39&CDS=1-1182	YJR013W
565	OG0000565	augustus_masked-CU928166-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.17&CDS=1-339	YJR012C
566	OG0000566	augustus_masked-CU928166-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.19&CDS=1-1743	YGR194C
567	OG0000567	augustus_masked-CU928166-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.20&CDS=1-1146	YGR193C
568	OG0000568	augustus_masked-CU928166-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.41&CDS=1-1515	YJR010W
569	OG0000569	augustus_masked-CU928166-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.43&CDS=1-966	YJR008W
570	OG0000570	genemark-CU928166-processed-gene-1.96-mRNA-1_1&gene=genemark-CU928166-processed-gene-1.96&CDS=1-906	YJR007W
571	OG0000571	snap_masked-CU928166-processed-gene-1.160-mRNA-1_1&gene=snap_masked-CU928166-processed-gene-1.160&CDS=1-1767	YGR191W
572	OG0000572	augustus_masked-CU928166-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.22&CDS=1-1854	YGR189C
573	OG0000573	maker-CU928166-augustus-gene-1.105-mRNA-1_1&gene=maker-CU928166-augustus-gene-1.105&CDS=1-5070	YJL012C
574	OG0000574	augustus_masked-CU928166-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.45&CDS=1-3252	YJL014W
575	OG0000575	augustus_masked-CU928166-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.46&CDS=1-1821	YJL019W
576	OG0000576	augustus_masked-CU928166-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.24&CDS=1-1026	YGR165W
577	OG0000577	augustus_masked-CU928166-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.25&CDS=1-1371	YGR166W
578	OG0000578	augustus_masked-CU928166-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.26&CDS=1-651	YGR167W
579	OG0000579	augustus_masked-CU928166-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.27&CDS=1-3642	YJL020C
580	OG0000580	snap_masked-CU928166-processed-gene-2.2-mRNA-1_1&gene=snap_masked-CU928166-processed-gene-2.2&CDS=1-1188	YGR169C
581	OG0000581	augustus_masked-CU928166-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-2.110&CDS=1-1005	YJL023C
582	OG0000582	augustus_masked-CU928166-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-2.111&CDS=1-4482	YGR170W
583	OG0000583	maker-CU928166-augustus-gene-2.54-mRNA-1_1&gene=maker-CU928166-augustus-gene-2.54&CDS=1-2067	YGR171C
584	OG0000584	augustus_masked-CU928166-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-2.115&CDS=1-1104	YGR173W
585	OG0000585	augustus_masked-CU928166-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-2.135&CDS=1-597	YLR009W
586	OG0000586	augustus_masked-CU928166-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-2.116&CDS=1-477	YLR008C
587	OG0000587	augustus_masked-CU928166-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-2.136&CDS=1-867	YLR007W
588	OG0000588	maker-CU928166-augustus-gene-2.52-mRNA-1_1&gene=maker-CU928166-augustus-gene-2.52&CDS=1-3906	YJR005W
589	OG0000589	maker-CU928166-augustus-gene-2.55-mRNA-1_1&gene=maker-CU928166-augustus-gene-2.55&CDS=1-2427	YLR004C
590	OG0000590	genemark-CU928166-processed-gene-2.71-mRNA-1_1&gene=genemark-CU928166-processed-gene-2.71&CDS=1-1158	YLR005W
591	OG0000591	genemark-CU928166-processed-gene-2.72-mRNA-1_1&gene=genemark-CU928166-processed-gene-2.72&CDS=1-1749	YNR055C
592	OG0000592	augustus_masked-CU928166-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-2.120&CDS=1-2484	YJR004C
593	OG0000593	genemark-CU928166-processed-gene-2.74-mRNA-1_1&gene=genemark-CU928166-processed-gene-2.74&CDS=1-1254	YJR003C
