	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035640_Yamadazyma_philogaea
740	OG0000740	YCR066W	snap_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-0.90&CDS=1-1026
741	OG0000741	YCR068W	genemark-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-0.41&CDS=1-1644
742	OG0000742	YCR071C	snap_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.189-mRNA-1_1&gene=snap_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.189&CDS=1-375
743	OG0000743	YCR073C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.87-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.87&CDS=1-4245
744	OG0000744	YCR077C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.116&CDS=1-2505
745	OG0000745	YCR079W	augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-1.56&CDS=1-3156
746	OG0000746	YCR084C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.86&CDS=1-1935
747	OG0000747	YCR086W	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.85&CDS=1-900
748	OG0000748	YCR088W	augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.28&CDS=1-2019
749	OG0000749	YCR090C	augustus_masked-NODE_15_length_274748_cov_30.1148_ID_29-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_15_length_274748_cov_30.1148_ID_29-processed-gene-0.132&CDS=1-486
750	OG0000750	YCR091W	genemark-NODE_32_length_101458_cov_32.2867_ID_63-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_32_length_101458_cov_32.2867_ID_63-processed-gene-0.53&CDS=1-2217
751	OG0000751	YCR092C	maker-NODE_9_length_359155_cov_29.4677_ID_17-augustus-gene-1.6-mRNA-1_1&gene=maker-NODE_9_length_359155_cov_29.4677_ID_17-augustus-gene-1.6&CDS=1-4395
752	OG0000752	YCR093W	maker-NODE_20_length_215016_cov_30.8952_ID_39-augustus-gene-1.18-mRNA-1_1&gene=maker-NODE_20_length_215016_cov_30.8952_ID_39-augustus-gene-1.18&CDS=1-6591
753	OG0000753	YCR098C	genemark-NODE_32_length_101458_cov_32.2867_ID_63-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_32_length_101458_cov_32.2867_ID_63-processed-gene-0.50&CDS=1-1641
754	OG0000754	YDL001W	genemark-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-0.45&CDS=1-1215
755	OG0000755	YDL003W	augustus_masked-NODE_39_length_75211_cov_36.8898_ID_77-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_39_length_75211_cov_36.8898_ID_77-processed-gene-0.51&CDS=1-1605
756	OG0000756	YDL004W	maker-NODE_39_length_75211_cov_36.8898_ID_77-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_39_length_75211_cov_36.8898_ID_77-augustus-gene-0.6&CDS=1-1473
757	OG0000757	YDL006W	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-0.83&CDS=1-1110
758	OG0000758	YDL007W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.119&CDS=1-1716
759	OG0000759	YDL008W	snap_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.139-mRNA-1_1&gene=snap_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.139&CDS=1-405
760	OG0000760	YDL013W	snap_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.53&CDS=1-1218
761	OG0000761	YDL014W	genemark-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.141&CDS=1-936
762	OG0000762	YDL015C	augustus_masked-NODE_41_length_59227_cov_38.0665_ID_81-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_41_length_59227_cov_38.0665_ID_81-processed-gene-0.76&CDS=1-933
763	OG0000763	YDL017W	augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-2.41&CDS=1-1704
764	OG0000764	YDL018C	augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.40&CDS=1-633
765	OG0000765	YDL028C	augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-0.108&CDS=1-2388
766	OG0000766	YDL029W	augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-0.123&CDS=1-2166
767	OG0000767	YDL030W	augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.94&CDS=1-1509
768	OG0000768	YDL031W	augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.165&CDS=1-2724
769	OG0000769	YDL033C	snap_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.26&CDS=1-1140
770	OG0000770	YDL040C	augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.131&CDS=1-2313
771	OG0000771	YDL045C	augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-1.121&CDS=1-1356
772	OG0000772	YDL046W	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-1.95&CDS=1-594
773	OG0000773	YDL047W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-9.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-9.20&CDS=1-942
774	OG0000774	YDL051W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.71&CDS=1-849
775	OG0000775	YDL052C	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-0.87&CDS=1-939
776	OG0000776	YDL054C	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-4.96&CDS=1-1305
777	OG0000777	YDL055C	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-4.81&CDS=1-1086
778	OG0000778	YDL057W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-4.74&CDS=1-1905
779	OG0000779	YDL058W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.118-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.118&CDS=1-5184
780	OG0000780	YDL059C	snap_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.151-mRNA-1_1&gene=snap_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.151&CDS=1-312
781	OG0000781	YDL063C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.60&CDS=1-1926
782	OG0000782	YDL064W	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.74&CDS=1-477
783	OG0000783	YDL065C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.63&CDS=1-900
784	OG0000784	YDL067C	snap_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-1.8&CDS=1-183
785	OG0000785	YDL072C	genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.89&CDS=1-609
786	OG0000786	YDL076C	genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.71-mRNA-1_1&gene=genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.71&CDS=1-1374
787	OG0000787	YDL081C	augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.124&CDS=1-321
788	OG0000788	YDL084W	maker-NODE_6_length_485873_cov_30.1022_ID_11-augustus-gene-2.5-mRNA-1_1&gene=maker-NODE_6_length_485873_cov_30.1022_ID_11-augustus-gene-2.5&CDS=1-1293
789	OG0000789	YDL087C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-2.40&CDS=1-705
790	OG0000790	YDL088C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.58&CDS=1-1056
791	OG0000791	YDL090C	genemark-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.113&CDS=1-1335
792	OG0000792	YDL095W	genemark-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-0.49&CDS=1-2406
793	OG0000793	YDL097C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.55&CDS=1-1248
794	OG0000794	YDL098C	augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-0.140&CDS=1-1416
795	OG0000795	YDL100C	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-4.73&CDS=1-1371
796	OG0000796	YDL101C	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-0.71&CDS=1-3732
797	OG0000797	YDL102W	augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.100&CDS=1-3216
798	OG0000798	YDL103C	augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.108&CDS=1-1440
799	OG0000799	YDL104C	augustus_masked-NODE_37_length_79289_cov_30.3351_ID_73-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_37_length_79289_cov_30.3351_ID_73-processed-gene-0.46&CDS=1-1275
800	OG0000800	YDL105W	augustus_masked-NODE_37_length_79289_cov_30.3351_ID_73-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_37_length_79289_cov_30.3351_ID_73-processed-gene-0.57&CDS=1-1005
801	OG0000801	YDL110C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.54&CDS=1-426
802	OG0000802	YDL111C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.77&CDS=1-855
803	OG0000803	YDL112W	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.57&CDS=1-4167
804	OG0000804	YDL113C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.56&CDS=1-1983
805	OG0000805	YDL114W	genemark-NODE_34_length_92202_cov_29.9049_ID_67-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_34_length_92202_cov_29.9049_ID_67-processed-gene-0.49&CDS=1-1056
806	OG0000806	YDL116W	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.75&CDS=1-2328
807	OG0000807	YDL117W	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-0.86&CDS=1-3105
808	OG0000808	YDL119C	maker-NODE_22_length_176022_cov_30.2748_ID_43-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_22_length_176022_cov_30.2748_ID_43-augustus-gene-0.0&CDS=1-2028
809	OG0000809	YDL120W	genemark-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-0.82&CDS=1-552
810	OG0000810	YDL122W	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.140&CDS=1-3576
811	OG0000811	YDL124W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-2.114&CDS=1-906
812	OG0000812	YDL125C	augustus_masked-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.135&CDS=1-459
813	OG0000813	YDL126C	augustus_masked-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.119&CDS=1-2649
814	OG0000814	YDL128W	augustus_masked-NODE_51_length_12590_cov_53.2333_ID_101-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_51_length_12590_cov_53.2333_ID_101-processed-gene-0.17&CDS=1-1254
815	OG0000815	YDL135C	augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.119&CDS=1-600
816	OG0000816	YDL139C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-8.84&CDS=1-1620
817	OG0000817	YDL140C	maker-NODE_11_length_320613_cov_31.9964_ID_21-augustus-gene-2.2-mRNA-1_1&gene=maker-NODE_11_length_320613_cov_31.9964_ID_21-augustus-gene-2.2&CDS=1-6735
818	OG0000818	YDL141W	genemark-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.15&CDS=1-1935
819	OG0000819	YDL142C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.88&CDS=1-765
820	OG0000820	YDL143W	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.120&CDS=1-1590
821	OG0000821	YDL144C	augustus_masked-NODE_37_length_79289_cov_30.3351_ID_73-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_37_length_79289_cov_30.3351_ID_73-processed-gene-0.52&CDS=1-1041
822	OG0000822	YDL147W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.130&CDS=1-1347
823	OG0000823	YDL148C	augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.115&CDS=1-2211
824	OG0000824	YDL149W	genemark-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.190-mRNA-1_1&gene=genemark-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.190&CDS=1-5940
825	OG0000825	YDL153C	snap_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.261-mRNA-1_1&gene=snap_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.261&CDS=1-1692
826	OG0000826	YDL159W	genemark-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-1.148-mRNA-1_1&gene=genemark-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-1.148&CDS=1-1548
827	OG0000827	YDL160C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.60&CDS=1-1686
828	OG0000828	YDL164C	snap_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.47&CDS=1-3498
829	OG0000829	YDL165W	augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.65&CDS=1-519
830	OG0000830	YDL166C	augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.34&CDS=1-681
831	OG0000831	YDL167C	augustus_masked-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.140&CDS=1-1989
832	OG0000832	YDL168W	augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.125&CDS=1-1137
833	OG0000833	YDL171C	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-2.70&CDS=1-6369
834	OG0000834	YDL173W	augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-0.93&CDS=1-417
835	OG0000835	YDL178W	maker-NODE_10_length_332822_cov_29.6476_ID_19-augustus-gene-2.7-mRNA-1_1&gene=maker-NODE_10_length_332822_cov_29.6476_ID_19-augustus-gene-2.7&CDS=1-1767
836	OG0000836	YDL183C	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-0.70&CDS=1-957
837	OG0000837	YDL185W	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-0.48&CDS=1-3324
838	OG0000838	YDL190C	augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.150&CDS=1-3171
839	OG0000839	YDL193W	augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.116&CDS=1-1155
840	OG0000840	YDL195W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.124&CDS=1-3882
841	OG0000841	YDL198C	augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-0.93&CDS=1-903
842	OG0000842	YDL201W	maker-NODE_23_length_173057_cov_29.2639_ID_45-augustus-gene-0.223-mRNA-1_1&gene=maker-NODE_23_length_173057_cov_29.2639_ID_45-augustus-gene-0.223&CDS=1-1461
843	OG0000843	YDL205C	genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-0.26&CDS=1-1278
844	OG0000844	YDL207W	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.57&CDS=1-1350
845	OG0000845	YDL208W	genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.62&CDS=1-465
846	OG0000846	YDL209C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.85&CDS=1-918
847	OG0000847	YDL210W	maker-NODE_18_length_255309_cov_31.6668_ID_35-augustus-gene-1.17-mRNA-1_1&gene=maker-NODE_18_length_255309_cov_31.6668_ID_35-augustus-gene-1.17&CDS=1-3300
848	OG0000848	YDL212W	augustus_masked-NODE_40_length_64544_cov_36.0662_ID_79-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_40_length_64544_cov_36.0662_ID_79-processed-gene-0.67&CDS=1-702
849	OG0000849	YDL213C	augustus_masked-NODE_40_length_64544_cov_36.0662_ID_79-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_40_length_64544_cov_36.0662_ID_79-processed-gene-0.68&CDS=1-678
850	OG0000850	YDL215C	augustus_masked-NODE_30_length_114726_cov_33.6541_ID_59-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_30_length_114726_cov_33.6541_ID_59-processed-gene-0.18&CDS=1-3159
851	OG0000851	YDL217C	augustus_masked-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.165&CDS=1-540
852	OG0000852	YDL218W	augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-1.195-mRNA-1_1&gene=augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-1.195&CDS=1-690
