	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041862_Candida_golubevii
437	OG0000437	YLR174W	augustus_masked-flattened_line_186-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.43&CDS=1-1227, augustus_masked-flattened_line_36-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.239&CDS=1-1296
438	OG0000438	YLR241W	genemark-flattened_line_54-processed-gene-0.177-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.177&CDS=1-2625, genemark-flattened_line_74-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.77&CDS=1-2592
439	OG0000439	YLR260W, YOR171C	augustus_masked-flattened_line_0-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.35&CDS=1-1533
440	OG0000440	YLR264W, YOR167C	augustus_masked-flattened_line_50-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.37&CDS=1-201
441	OG0000441	YLR270W, YOR173W	augustus_masked-flattened_line_42-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.88&CDS=1-903
442	OG0000442	YLR284C, YOR180C	augustus_masked-flattened_line_12-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.34&CDS=1-822
443	OG0000443	YLR286C	maker-flattened_line_80-snap-gene-0.123-mRNA-1_1&gene=maker-flattened_line_80-snap-gene-0.123&CDS=1-1941, maker-flattened_line_84-augustus-gene-0.72-mRNA-1_1&gene=maker-flattened_line_84-augustus-gene-0.72&CDS=1-1986
444	OG0000444	YLR287C-A, YOR182C	snap_masked-flattened_line_66-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.120&CDS=1-201
445	OG0000445	YLR380W	augustus_masked-flattened_line_126-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.12&CDS=1-1305, augustus_masked-flattened_line_30-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.44&CDS=1-1560
446	OG0000446	YLR433C, YML057W	augustus_masked-flattened_line_12-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.91&CDS=1-1707
447	OG0000447	YLR449W, YML074C	augustus_masked-flattened_line_12-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.72&CDS=1-1293
448	OG0000448	YLR450W, YML075C	genemark-flattened_line_0-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.74&CDS=1-3024
449	OG0000449	YLR456W, YPR172W	augustus_masked-flattened_line_14-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.28&CDS=1-510
450	OG0000450	YML054C	augustus_masked-flattened_line_114-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.55&CDS=1-1698, augustus_masked-flattened_line_44-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.175&CDS=1-1773
451	OG0000451	YML100W, YMR261C	augustus_masked-flattened_line_154-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.47&CDS=1-3189
452	OG0000452	YML106W, YMR271C	augustus_masked-flattened_line_8-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.8&CDS=1-657
453	OG0000453	YML109W, YMR273C	augustus_masked-flattened_line_8-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.6&CDS=1-3858
454	OG0000454	YML131W	augustus_masked-flattened_line_0-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.108&CDS=1-1053, augustus_masked-flattened_line_2-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.69&CDS=1-1053
455	OG0000455	YMR020W	augustus_masked-flattened_line_142-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.68&CDS=1-1464, genemark-flattened_line_36-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.140&CDS=1-1395
456	OG0000456	YMR042W, YMR043W	genemark-flattened_line_50-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.54&CDS=1-702
457	OG0000457	YMR058W	augustus_masked-flattened_line_128-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.6&CDS=1-1875, maker-flattened_line_220-snap-gene-0.11-mRNA-1_1&gene=maker-flattened_line_220-snap-gene-0.11&CDS=1-2577
458	OG0000458	YMR119W, YNL008C	augustus_masked-flattened_line_12-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.32&CDS=1-2460
459	OG0000459	YMR155W	augustus_masked-flattened_line_0-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.25&CDS=1-1551, augustus_masked-flattened_line_2-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.7&CDS=1-1437
460	OG0000460	YMR169C, YMR170C	augustus_masked-flattened_line_188-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_188-processed-gene-0.48&CDS=1-1503
461	OG0000461	YMR177W, YPL224C	augustus_masked-flattened_line_30-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.48&CDS=1-1020
462	OG0000462	YMR182C, YPL230W	augustus_masked-flattened_line_8-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.121&CDS=1-1251
463	OG0000463	YMR183C, YPL232W	augustus_masked-flattened_line_32-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.52&CDS=1-906
464	OG0000464	YMR194W, YPL249C-A	augustus_masked-flattened_line_42-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.120&CDS=1-297
465	OG0000465	YMR199W, YPL256C	snap_masked-flattened_line_12-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.26&CDS=1-1533
466	OG0000466	YMR208W	augustus_masked-flattened_line_226-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_226-processed-gene-0.6&CDS=1-1287, augustus_masked-flattened_line_36-processed-gene-0.245-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.245&CDS=1-486
467	OG0000467	YMR222C, YOR280C	augustus_masked-flattened_line_10-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.44&CDS=1-900
468	OG0000468	YMR230W, YOR293W	genemark-flattened_line_64-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.145&CDS=1-366
469	OG0000469	YMR233W, YOR295W	snap_masked-flattened_line_70-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.28&CDS=1-726
470	OG0000470	YMR237W, YOR299W	maker-flattened_line_160-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_160-augustus-gene-0.0&CDS=1-2166
471	OG0000471	YMR242C, YOR312C	genemark-flattened_line_36-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.113&CDS=1-516
472	OG0000472	YMR253C, YPL264C	augustus_masked-flattened_line_8-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.145&CDS=1-1038
473	OG0000473	YMR256C, YMR258C	augustus_masked-flattened_line_104-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.48&CDS=1-2031
474	OG0000474	YMR297W	augustus_masked-flattened_line_12-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.28&CDS=1-1686, augustus_masked-flattened_line_74-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.20&CDS=1-1635
475	OG0000475	YMR307W	augustus_masked-flattened_line_124-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.77&CDS=1-1677, augustus_masked-flattened_line_98-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.89&CDS=1-1623
476	OG0000476	YNL096C, YOR096W	augustus_masked-flattened_line_30-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.132&CDS=1-564
477	OG0000477	YNL101W	augustus_masked-flattened_line_237-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_237-processed-gene-0.5&CDS=1-1905, augustus_masked-flattened_line_98-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.100&CDS=1-1938
478	OG0000478	YNL104C	augustus_masked-flattened_line_14-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.75&CDS=1-1884, genemark-flattened_line_76-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.24&CDS=1-1779
479	OG0000479	YNL108C, YOR110W	maker-flattened_line_214-augustus-gene-0.33-mRNA-1_1&gene=maker-flattened_line_214-augustus-gene-0.33&CDS=1-2043
480	OG0000480	YNL202W	augustus_masked-flattened_line_188-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_188-processed-gene-0.42&CDS=1-864, augustus_masked-flattened_line_34-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.79&CDS=1-864
481	OG0000481	YNL231C	augustus_masked-flattened_line_0-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.89&CDS=1-1074, augustus_masked-flattened_line_46-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.36&CDS=1-1035
482	OG0000482	YNL293W, YOL112W	augustus_masked-flattened_line_2-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.113&CDS=1-1668
483	OG0000483	YNL299W, YOL115W	augustus_masked-flattened_line_174-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_174-processed-gene-0.9&CDS=1-1794
484	OG0000484	YNL302C, YOL121C	maker-flattened_line_58-snap-gene-0.80-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.80&CDS=1-2427
485	OG0000485	YNR018W	augustus_masked-flattened_line_4-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.121&CDS=1-702, genemark-flattened_line_44-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.118&CDS=1-621
486	OG0000486	YNR055C	augustus_masked-flattened_line_32-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.30&CDS=1-1785, augustus_masked-flattened_line_8-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.151&CDS=1-1737
487	OG0000487	YOR099W	augustus_masked-flattened_line_98-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.120&CDS=1-1176, maker-flattened_line_46-snap-gene-0.52-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-0.52&CDS=1-3498
488	OG0000488	YOR143C	augustus_masked-flattened_line_160-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_160-processed-gene-0.9&CDS=1-642, augustus_masked-flattened_line_96-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.0&CDS=1-462
489	OG0000489	YOR226C, YPL135W	augustus_masked-flattened_line_164-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.31&CDS=1-543
490	OG0000490	YOR231W, YPL140C	augustus_masked-flattened_line_100-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.17&CDS=1-1359
491	OG0000491	YOR233W, YPL141C	maker-flattened_line_22-augustus-gene-0.45-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-0.45&CDS=1-3789
492	OG0000492	YOR234C, YPL143W	augustus_masked-flattened_line_100-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.13&CDS=1-321
493	OG0000493	YOR237W, YPL145C	augustus_masked-flattened_line_100-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.12&CDS=1-1266
494	OG0000494	YOR246C	augustus_masked-flattened_line_4-processed-gene-2.192-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.192&CDS=1-996, augustus_masked-flattened_line_62-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.104&CDS=1-1005
495	OG0000495	YOR256C, YPL176C	augustus_masked-flattened_line_16-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.101&CDS=1-2475
496	OG0000496	YOR270C	augustus_masked-flattened_line_20-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.80&CDS=1-2859, augustus_masked-flattened_line_6-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.19&CDS=1-2436
497	OG0000497	YOR368W	augustus_masked-flattened_line_16-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.80&CDS=1-1461, augustus_masked-flattened_line_380-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_380-processed-gene-0.0&CDS=1-408
498	OG0000498	YOR390W, YPL279C	genemark-flattened_line_76-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.17&CDS=1-1095
499	OG0000499	YPL123C	augustus_masked-flattened_line_14-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.64&CDS=1-1284, augustus_masked-flattened_line_8-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.149&CDS=1-804
500	OG0000500	YPL248C	augustus_masked-flattened_line_116-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.8&CDS=1-1131, augustus_masked-flattened_line_76-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.110&CDS=1-651
501	OG0000501	YPR124W	genemark-flattened_line_154-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.114&CDS=1-588, snap_masked-flattened_line_676-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_676-processed-gene-0.0&CDS=1-198
502	OG0000502	YPR167C	augustus_masked-flattened_line_247-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_247-processed-gene-0.16&CDS=1-1680, snap_masked-flattened_line_122-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.34&CDS=1-2289
503	OG0000503	YPR169W-A, YPR170W-B	snap_masked-flattened_line_146-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_146-processed-gene-0.24&CDS=1-252
504	OG0000504		augustus_masked-flattened_line_152-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.55&CDS=1-1281, augustus_masked-flattened_line_328-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_328-processed-gene-0.0&CDS=1-1287, genemark-flattened_line_104-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.90&CDS=1-1158
505	OG0000505		augustus_masked-flattened_line_278-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_278-processed-gene-0.0&CDS=1-3654, augustus_masked-flattened_line_468-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_468-processed-gene-0.0&CDS=1-930, augustus_masked-flattened_line_470-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_470-processed-gene-0.2&CDS=1-930
506	OG0000506	YAL001C	augustus_masked-flattened_line_98-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.110&CDS=1-3891
507	OG0000507	YAL002W	augustus_masked-flattened_line_72-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.28&CDS=1-4047
508	OG0000508	YAL003W	maker-flattened_line_98-augustus-gene-0.83-mRNA-1_1&gene=maker-flattened_line_98-augustus-gene-0.83&CDS=1-639
509	OG0000509	YAL009W	augustus_masked-flattened_line_100-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.32&CDS=1-1311
510	OG0000510	YAL012W	augustus_masked-flattened_line_8-processed-gene-2.193-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.193&CDS=1-1194
511	OG0000511	YAL013W	augustus_masked-flattened_line_100-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.29&CDS=1-1815
512	OG0000512	YAL014C	augustus_masked-flattened_line_0-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.25&CDS=1-861
513	OG0000513	YAL016W	augustus_masked-flattened_line_164-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.29&CDS=1-1887
514	OG0000514	YAL019W	augustus_masked-flattened_line_100-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.36&CDS=1-3351
515	OG0000515	YAL020C	augustus_masked-flattened_line_100-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.20&CDS=1-1074
516	OG0000516	YAL021C	augustus_masked-flattened_line_84-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.43&CDS=1-2280
517	OG0000517	YAL022C	augustus_masked-flattened_line_16-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.104&CDS=1-1371
518	OG0000518	YAL024C	maker-flattened_line_132-snap-gene-0.28-mRNA-1_1&gene=maker-flattened_line_132-snap-gene-0.28&CDS=1-4269
519	OG0000519	YAL025C	augustus_masked-flattened_line_224-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_224-processed-gene-0.7&CDS=1-909
520	OG0000520	YAL026C	maker-flattened_line_34-augustus-gene-1.93-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-1.93&CDS=1-5508
521	OG0000521	YAL032C	augustus_masked-flattened_line_194-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_194-processed-gene-0.44&CDS=1-981
522	OG0000522	YAL033W	augustus_masked-flattened_line_2-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.106&CDS=1-534
523	OG0000523	YAL035W	augustus_masked-flattened_line_120-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.28&CDS=1-3096
524	OG0000524	YAL036C	augustus_masked-flattened_line_120-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.8&CDS=1-1101
525	OG0000525	YAL038W	augustus_masked-flattened_line_162-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.40&CDS=1-1512
526	OG0000526	YAL039C	augustus_masked-flattened_line_60-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.88&CDS=1-795
527	OG0000527	YAL042W	augustus_masked-flattened_line_2-processed-gene-3.191-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.191&CDS=1-1248
528	OG0000528	YAL043C	augustus_masked-flattened_line_18-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.163&CDS=1-2139
529	OG0000529	YAL044C	augustus_masked-flattened_line_22-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.172&CDS=1-510
530	OG0000530	YAL044W-A	genemark-flattened_line_114-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.70&CDS=1-342
531	OG0000531	YAL046C	augustus_masked-flattened_line_70-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.108&CDS=1-309
532	OG0000532	YAL048C	maker-flattened_line_70-augustus-gene-0.154-mRNA-1_1&gene=maker-flattened_line_70-augustus-gene-0.154&CDS=1-2571
533	OG0000533	YAL049C	augustus_masked-flattened_line_98-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.107&CDS=1-723
534	OG0000534	YAL058W	augustus_masked-flattened_line_24-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.74&CDS=1-1749
535	OG0000535	YAL059W	genemark-flattened_line_24-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.7&CDS=1-582
536	OG0000536	YAL067C	augustus_masked-flattened_line_140-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.88&CDS=1-1728
537	OG0000537	YAR003W	augustus_masked-flattened_line_72-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.7&CDS=1-1326
538	OG0000538	YAR007C	augustus_masked-flattened_line_114-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.53&CDS=1-1857
