	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034636_Ogataea_nitratoaversa
918	OG0000918	YDL215C	augustus_masked-flattened_line_26-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.34&CDS=1-3096
919	OG0000919	YDL216C	augustus_masked-flattened_line_2-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.100&CDS=1-1749
920	OG0000920	YDL217C	augustus_masked-flattened_line_6-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.62&CDS=1-540
921	OG0000921	YDL219W	maker-flattened_line_6-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.0&CDS=1-1209
922	OG0000922	YDL225W	augustus_masked-flattened_line_2-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.39&CDS=1-1809
923	OG0000923	YDL226C	augustus_masked-flattened_line_66-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.53&CDS=1-1128
924	OG0000924	YDL230W	snap_masked-flattened_line_0-processed-gene-2.4-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.4&CDS=1-1005
925	OG0000925	YDL233W	genemark-flattened_line_62-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.77&CDS=1-2964
926	OG0000926	YDL234C	augustus_masked-flattened_line_10-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.17&CDS=1-2205
927	OG0000927	YDL235C	augustus_masked-flattened_line_110-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.35&CDS=1-450
928	OG0000928	YDL236W	augustus_masked-flattened_line_110-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.36&CDS=1-909
929	OG0000929	YDL240W	augustus_masked-flattened_line_4-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.63&CDS=1-3981
930	OG0000930	YDR002W	augustus_masked-flattened_line_38-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.86&CDS=1-693
931	OG0000931	YDR004W	augustus_masked-flattened_line_90-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.98&CDS=1-1569
932	OG0000932	YDR005C	genemark-flattened_line_90-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.51&CDS=1-1344
933	OG0000933	YDR006C	augustus_masked-flattened_line_200-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_200-processed-gene-0.15&CDS=1-2133
934	OG0000934	YDR007W	augustus_masked-flattened_line_52-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.33&CDS=1-729
935	OG0000935	YDR008C	maker-flattened_line_52-snap-gene-0.144-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.144&CDS=1-282
936	OG0000936	YDR013W	augustus_masked-flattened_line_32-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.5&CDS=1-597
937	OG0000937	YDR016C	augustus_masked-flattened_line_32-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.28&CDS=1-519
938	OG0000938	YDR017C	augustus_masked-flattened_line_32-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.36&CDS=1-3003
939	OG0000939	YDR020C	augustus_masked-flattened_line_166-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_166-processed-gene-0.26&CDS=1-780
940	OG0000940	YDR021W	augustus_masked-flattened_line_166-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_166-processed-gene-0.20&CDS=1-1188
941	OG0000941	YDR023W	genemark-flattened_line_6-processed-gene-2.145-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.145&CDS=1-1389
942	OG0000942	YDR026C	augustus_masked-flattened_line_16-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.49&CDS=1-2370
943	OG0000943	YDR027C	augustus_masked-flattened_line_186-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.37&CDS=1-4122
944	OG0000944	YDR030C	augustus_masked-flattened_line_202-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_202-processed-gene-0.6&CDS=1-1464
945	OG0000945	YDR031W	maker-flattened_line_32-snap-gene-1.128-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.128&CDS=1-1824
946	OG0000946	YDR032C	augustus_masked-flattened_line_34-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.145&CDS=1-594
947	OG0000947	YDR034C	maker-flattened_line_4-snap-gene-1.119-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.119&CDS=1-3957
948	OG0000948	YDR035W	augustus_masked-flattened_line_12-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.18&CDS=1-1119
949	OG0000949	YDR036C	augustus_masked-flattened_line_6-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.74&CDS=1-1596
950	OG0000950	YDR037W	augustus_masked-flattened_line_72-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.62&CDS=1-1767
951	OG0000951	YDR041W	augustus_masked-flattened_line_72-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.64&CDS=1-855
952	OG0000952	YDR043C	augustus_masked-flattened_line_28-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.18&CDS=1-822
953	OG0000953	YDR044W	augustus_masked-flattened_line_28-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.17&CDS=1-957
954	OG0000954	YDR045C	augustus_masked-flattened_line_96-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.77&CDS=1-306
955	OG0000955	YDR047W	augustus_masked-flattened_line_94-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.76&CDS=1-1098
956	OG0000956	YDR049W	augustus_masked-flattened_line_72-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.108&CDS=1-1851
957	OG0000957	YDR050C	augustus_masked-flattened_line_6-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.68&CDS=1-894
958	OG0000958	YDR051C	augustus_masked-flattened_line_6-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.67&CDS=1-918
959	OG0000959	YDR052C	augustus_masked-flattened_line_36-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.43&CDS=1-2484
960	OG0000960	YDR054C	augustus_masked-flattened_line_36-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.42&CDS=1-708
961	OG0000961	YDR057W	augustus_masked-flattened_line_108-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.67&CDS=1-1395
962	OG0000962	YDR058C	genemark-flattened_line_156-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.27&CDS=1-1191
963	OG0000963	YDR060W	augustus_masked-flattened_line_8-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.22&CDS=1-3858
964	OG0000964	YDR061W	augustus_masked-flattened_line_66-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.11&CDS=1-1578
965	OG0000965	YDR062W	augustus_masked-flattened_line_66-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.44&CDS=1-1701
966	OG0000966	YDR063W	augustus_masked-flattened_line_54-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.175&CDS=1-414
967	OG0000967	YDR064W	maker-flattened_line_54-snap-gene-0.201-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.201&CDS=1-468
968	OG0000968	YDR067C	augustus_masked-flattened_line_66-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.12&CDS=1-636
969	OG0000969	YDR071C	augustus_masked-flattened_line_66-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.14&CDS=1-753
970	OG0000970	YDR072C	genemark-flattened_line_66-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.127&CDS=1-1359
971	OG0000971	YDR074W	augustus_masked-flattened_line_36-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.70&CDS=1-2640
972	OG0000972	YDR075W	augustus_masked-flattened_line_8-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.4&CDS=1-933
973	OG0000973	YDR079C-A	augustus_masked-flattened_line_30-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.74&CDS=1-219
974	OG0000974	YDR079W	maker-flattened_line_30-augustus-gene-0.37-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.37&CDS=1-1059
975	OG0000975	YDR080W	augustus_masked-flattened_line_30-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.57&CDS=1-3111
976	OG0000976	YDR083W	augustus_masked-flattened_line_0-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.7&CDS=1-1230
977	OG0000977	YDR086C	snap_masked-flattened_line_34-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.3&CDS=1-198
978	OG0000978	YDR087C	genemark-flattened_line_34-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.70&CDS=1-942
979	OG0000979	YDR088C	augustus_masked-flattened_line_34-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.132&CDS=1-1215
980	OG0000980	YDR089W	augustus_masked-flattened_line_48-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.43&CDS=1-3093
981	OG0000981	YDR090C	snap_masked-flattened_line_34-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.7&CDS=1-744
982	OG0000982	YDR091C	augustus_masked-flattened_line_16-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.153&CDS=1-1818
983	OG0000983	YDR092W	maker-flattened_line_88-augustus-gene-0.145-mRNA-1_1&gene=maker-flattened_line_88-augustus-gene-0.145&CDS=1-447
984	OG0000984	YDR097C	augustus_masked-flattened_line_188-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_188-processed-gene-0.11&CDS=1-6399
985	OG0000985	YDR100W	augustus_masked-flattened_line_252-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_252-processed-gene-0.2&CDS=1-429
986	OG0000986	YDR101C	augustus_masked-flattened_line_252-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_252-processed-gene-0.0&CDS=1-1725
987	OG0000987	YDR103W	augustus_masked-flattened_line_104-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.124&CDS=1-2748
988	OG0000988	YDR104C	augustus_masked-flattened_line_132-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.22&CDS=1-4014
989	OG0000989	YDR105C	genemark-flattened_line_14-processed-gene-1.276-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.276&CDS=1-1500
990	OG0000990	YDR108W	augustus_masked-flattened_line_84-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.95&CDS=1-4749
991	OG0000991	YDR109C	augustus_masked-flattened_line_14-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.182&CDS=1-2274
992	OG0000992	YDR115W	augustus_masked-flattened_line_64-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.115&CDS=1-405
993	OG0000993	YDR116C	augustus_masked-flattened_line_12-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.60&CDS=1-846
994	OG0000994	YDR117C	augustus_masked-flattened_line_0-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.132&CDS=1-1863
995	OG0000995	YDR120C	augustus_masked-flattened_line_62-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.191&CDS=1-1692
996	OG0000996	YDR121W	augustus_masked-flattened_line_32-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.42&CDS=1-870
997	OG0000997	YDR124W	augustus_masked-flattened_line_0-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.11&CDS=1-1506
998	OG0000998	YDR126W	augustus_masked-flattened_line_132-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.21&CDS=1-867
999	OG0000999	YDR127W	augustus_masked-flattened_line_40-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.122&CDS=1-5241
1000	OG0001000	YDR128W	augustus_masked-flattened_line_16-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.43&CDS=1-3801
1001	OG0001001	YDR129C	maker-flattened_line_16-augustus-gene-0.70-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.70&CDS=1-1932
1002	OG0001002	YDR140W	augustus_masked-flattened_line_58-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.9&CDS=1-669
1003	OG0001003	YDR141C	maker-flattened_line_58-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.2&CDS=1-5535
1004	OG0001004	YDR142C	maker-flattened_line_132-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_132-augustus-gene-0.0&CDS=1-3711
1005	OG0001005	YDR145W	augustus_masked-flattened_line_34-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.119&CDS=1-2487
1006	OG0001006	YDR148C	augustus_masked-flattened_line_32-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.53&CDS=1-1374
1007	OG0001007	YDR150W	maker-flattened_line_0-augustus-gene-5.228-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.228&CDS=1-9180
1008	OG0001008	YDR152W	augustus_masked-flattened_line_0-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.61&CDS=1-765
1009	OG0001009	YDR153C	augustus_masked-flattened_line_0-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.58&CDS=1-1683
1010	OG0001010	YDR155C	maker-flattened_line_0-augustus-gene-0.113-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.113&CDS=1-483
1011	OG0001011	YDR158W	augustus_masked-flattened_line_10-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.30&CDS=1-1092
1012	OG0001012	YDR160W	augustus_masked-flattened_line_26-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.50&CDS=1-2961
1013	OG0001013	YDR161W	augustus_masked-flattened_line_0-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.43&CDS=1-1242
1014	OG0001014	YDR164C	augustus_masked-flattened_line_26-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.46&CDS=1-2127
1015	OG0001015	YDR165W	augustus_masked-flattened_line_0-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.66&CDS=1-1314
1016	OG0001016	YDR166C	augustus_masked-flattened_line_16-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.81&CDS=1-2859
1017	OG0001017	YDR167W	augustus_masked-flattened_line_152-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.1&CDS=1-1524
1018	OG0001018	YDR168W	augustus_masked-flattened_line_28-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.77&CDS=1-1587
1019	OG0001019	YDR169C	augustus_masked-flattened_line_18-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.139&CDS=1-1974
1020	OG0001020	YDR170C	augustus_masked-flattened_line_18-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.141&CDS=1-5721
1021	OG0001021	YDR171W	augustus_masked-flattened_line_140-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.49&CDS=1-1398
1022	OG0001022	YDR172W	augustus_masked-flattened_line_0-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.125&CDS=1-2154
1023	OG0001023	YDR173C	augustus_masked-flattened_line_126-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.45&CDS=1-1017
1024	OG0001024	YDR174W	augustus_masked-flattened_line_110-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.2&CDS=1-591
1025	OG0001025	YDR175C	augustus_masked-flattened_line_110-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.3&CDS=1-1065
1026	OG0001026	YDR176W	augustus_masked-flattened_line_110-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.4&CDS=1-2325
1027	OG0001027	YDR177W	augustus_masked-flattened_line_8-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.25&CDS=1-699
1028	OG0001028	YDR180W	augustus_masked-flattened_line_10-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.39&CDS=1-4767
1029	OG0001029	YDR182W	augustus_masked-flattened_line_130-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.57&CDS=1-1620
1030	OG0001030	YDR183W	augustus_masked-flattened_line_78-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.89&CDS=1-690
1031	OG0001031	YDR188W	augustus_masked-flattened_line_6-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.53&CDS=1-1611
1032	OG0001032	YDR189W	augustus_masked-flattened_line_86-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.111&CDS=1-1983
1033	OG0001033	YDR190C	augustus_masked-flattened_line_86-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.135&CDS=1-1431
1034	OG0001034	YDR191W	augustus_masked-flattened_line_4-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.78&CDS=1-1572
1035	OG0001035	YDR194C	augustus_masked-flattened_line_78-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.92&CDS=1-1881
1036	OG0001036	YDR196C	augustus_masked-flattened_line_78-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.91&CDS=1-1167
1037	OG0001037	YDR198C	augustus_masked-flattened_line_78-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.64&CDS=1-1368
1038	OG0001038	YDR202C	augustus_masked-flattened_line_10-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.56&CDS=1-1071
1039	OG0001039	YDR204W	augustus_masked-flattened_line_78-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.61&CDS=1-963
1040	OG0001040	YDR205W	augustus_masked-flattened_line_22-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.135&CDS=1-2253
1041	OG0001041	YDR208W	augustus_masked-flattened_line_144-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.25&CDS=1-1926
1042	OG0001042	YDR211W	augustus_masked-flattened_line_80-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.80&CDS=1-2172
1043	OG0001043	YDR212W	augustus_masked-flattened_line_80-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.82&CDS=1-1662
1044	OG0001044	YDR214W	augustus_masked-flattened_line_8-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.94&CDS=1-1044
1045	OG0001045	YDR216W	genemark-flattened_line_168-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_168-processed-gene-0.27&CDS=1-3771
1046	OG0001046	YDR217C	snap_masked-flattened_line_50-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.49&CDS=1-4152
1047	OG0001047	YDR221W	maker-flattened_line_50-snap-gene-0.70-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.70&CDS=1-2664
