	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034932_Kuraishia_ogatae
717	OG0000717	YBR158W	genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.10&CDS=1-1977
718	OG0000718	YBR160W	maker-NODE_34_length_99183_cov_13.1758_ID_67-snap-gene-0.94-mRNA-1_1&gene=maker-NODE_34_length_99183_cov_13.1758_ID_67-snap-gene-0.94&CDS=1-2097
719	OG0000719	YBR162C	genemark-NODE_46_length_31911_cov_11.0678_ID_91-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_46_length_31911_cov_11.0678_ID_91-processed-gene-0.4&CDS=1-1446
720	OG0000720	YBR162W-A	genemark-NODE_46_length_31911_cov_11.0678_ID_91-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_46_length_31911_cov_11.0678_ID_91-processed-gene-0.9&CDS=1-129
721	OG0000721	YBR163W	snap_masked-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.33&CDS=1-2055
722	OG0000722	YBR164C	genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.75&CDS=1-549
723	OG0000723	YBR166C	genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.76&CDS=1-1341
724	OG0000724	YBR167C	genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-1.206-mRNA-1_1&gene=genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-1.206&CDS=1-447
725	OG0000725	YBR170C	genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-0.67&CDS=1-1734
726	OG0000726	YBR173C	augustus_masked-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.95&CDS=1-432
727	OG0000727	YBR176W	augustus_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-1.72&CDS=1-996
728	OG0000728	YBR179C	genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.64&CDS=1-2640
729	OG0000729	YBR185C	genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-1.64&CDS=1-843
730	OG0000730	YBR187W	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-0.62&CDS=1-999
731	OG0000731	YBR192W	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-0.66&CDS=1-1077
732	OG0000732	YBR193C	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-0.80&CDS=1-642
733	OG0000733	YBR196C	genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-0.66&CDS=1-1632
734	OG0000734	YBR198C	genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-0.68&CDS=1-2460
735	OG0000735	YBR200W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.8-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.8&CDS=1-1995
736	OG0000736	YBR201W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.7-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.7&CDS=1-918
737	OG0000737	YBR202W	genemark-NODE_46_length_31911_cov_11.0678_ID_91-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_46_length_31911_cov_11.0678_ID_91-processed-gene-0.6&CDS=1-2421
738	OG0000738	YBR203W	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-3.85-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-3.85&CDS=1-2103
739	OG0000739	YBR204C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.22-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.22&CDS=1-1965
740	OG0000740	YBR208C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.36&CDS=1-5499
741	OG0000741	YBR213W	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-3.75-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-3.75&CDS=1-804
742	OG0000742	YBR215W	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-0.81&CDS=1-2043
743	OG0000743	YBR217W	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-0.82&CDS=1-774
744	OG0000744	YBR218C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-4.96-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-4.96&CDS=1-3522
745	OG0000745	YBR220C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-4.117-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-4.117&CDS=1-1767
746	OG0000746	YBR221C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-3.88&CDS=1-1131
747	OG0000747	YBR222C	genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-4.65-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-4.65&CDS=1-1638
748	OG0000748	YBR223C	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.58&CDS=1-1899
749	OG0000749	YBR227C	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.101-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.101&CDS=1-2064
750	OG0000750	YBR228W	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-1.79&CDS=1-819
751	OG0000751	YBR229C	genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.142-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.142&CDS=1-2910
752	OG0000752	YBR231C	genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-5.39-mRNA-1_1&gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-5.39&CDS=1-1023
753	OG0000753	YBR233W-A	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-5.54-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-5.54&CDS=1-414
754	OG0000754	YBR234C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-5.76-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-5.76&CDS=1-1095
755	OG0000755	YBR235W	genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-1.85&CDS=1-3615
756	OG0000756	YBR236C	genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-1.86&CDS=1-1614
757	OG0000757	YBR241C	augustus_masked-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.116&CDS=1-1485
758	OG0000758	YBR243C	genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.55&CDS=1-1416
759	OG0000759	YBR246W	genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.58&CDS=1-1146
760	OG0000760	YBR247C	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.90&CDS=1-1431
761	OG0000761	YBR248C	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.91-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.91&CDS=1-1710
762	OG0000762	YBR249C	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.92&CDS=1-1098
763	OG0000763	YBR251W	maker-NODE_1_length_1514969_cov_12.2952_ID_1-augustus-gene-5.122-mRNA-1_1&gene=maker-NODE_1_length_1514969_cov_12.2952_ID_1-augustus-gene-5.122&CDS=1-2520
764	OG0000764	YBR254C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.32-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.32&CDS=1-423
765	OG0000765	YBR255W	snap_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.104-mRNA-1_1&gene=snap_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.104&CDS=1-2466
766	OG0000766	YBR256C	genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.20&CDS=1-756
767	OG0000767	YBR257W	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.85&CDS=1-936
768	OG0000768	YBR258C	snap_masked-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.25&CDS=1-363
769	OG0000769	YBR260C	genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.70&CDS=1-1989
770	OG0000770	YBR261C	genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-1.53&CDS=1-738
771	OG0000771	YBR265W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.105-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.105&CDS=1-957
772	OG0000772	YBR267W	genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.54&CDS=1-1263
773	OG0000773	YBR268W	genemark-NODE_21_length_320124_cov_11.5025_ID_41-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_21_length_320124_cov_11.5025_ID_41-processed-gene-0.51&CDS=1-306
774	OG0000774	YBR269C	genemark-NODE_21_length_320124_cov_11.5025_ID_41-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_21_length_320124_cov_11.5025_ID_41-processed-gene-0.34&CDS=1-390
775	OG0000775	YBR271W	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.93-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.93&CDS=1-1269
776	OG0000776	YBR274W	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.67-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.67&CDS=1-1671
777	OG0000777	YBR275C	augustus_masked-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-1.102&CDS=1-5652
778	OG0000778	YBR276C	genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.148-mRNA-1_1&gene=genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.148&CDS=1-4152
779	OG0000779	YBR279W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.92-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.92&CDS=1-1266
780	OG0000780	YBR280C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.122-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.122&CDS=1-1788
781	OG0000781	YBR281C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.123-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.123&CDS=1-2748
782	OG0000782	YBR282W	genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.185-mRNA-1_1&gene=genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.185&CDS=1-432
783	OG0000783	YBR286W	genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.50&CDS=1-1551
784	OG0000784	YBR287W	maker-NODE_2_length_1005779_cov_12.3914_ID_3-snap-gene-4.43-mRNA-1_1&gene=maker-NODE_2_length_1005779_cov_12.3914_ID_3-snap-gene-4.43&CDS=1-1989
785	OG0000785	YBR288C	augustus_masked-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-3.89&CDS=1-2166
786	OG0000786	YBR289W	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.62&CDS=1-2289
787	OG0000787	YBR290W	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.63&CDS=1-1233
788	OG0000788	YBR291C	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.78&CDS=1-894
789	OG0000789	YCL001W	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-1.64&CDS=1-543
790	OG0000790	YCL004W	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-1.63&CDS=1-1551
791	OG0000791	YCL005W-A	snap_masked-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.9&CDS=1-216
792	OG0000792	YCL008C	genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.166&CDS=1-1644
793	OG0000793	YCL009C	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-3.58-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-3.58&CDS=1-933
794	OG0000794	YCL010C	maker-NODE_1_length_1514969_cov_12.2952_ID_1-augustus-gene-13.80-mRNA-1_1&gene=maker-NODE_1_length_1514969_cov_12.2952_ID_1-augustus-gene-13.80&CDS=1-738
795	OG0000795	YCL012C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.7-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.7&CDS=1-360
796	OG0000796	YCL014W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.26-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.26&CDS=1-4221
797	OG0000797	YCL016C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.8-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.8&CDS=1-1047
798	OG0000798	YCL017C	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-6.50-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-6.50&CDS=1-1410
799	OG0000799	YCL018W	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-6.48-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-6.48&CDS=1-1095
800	OG0000800	YCL029C	augustus_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.70&CDS=1-1893
801	OG0000801	YCL030C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.115-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.115&CDS=1-2595
802	OG0000802	YCL031C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.100-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.100&CDS=1-1020
803	OG0000803	YCL032W	maker-NODE_11_length_434127_cov_13.0365_ID_21-snap-gene-3.4-mRNA-1_1&gene=maker-NODE_11_length_434127_cov_13.0365_ID_21-snap-gene-3.4&CDS=1-1431
804	OG0000804	YCL033C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.96-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.96&CDS=1-426
805	OG0000805	YCL034W	maker-NODE_11_length_434127_cov_13.0365_ID_21-snap-gene-3.3-mRNA-1_1&gene=maker-NODE_11_length_434127_cov_13.0365_ID_21-snap-gene-3.3&CDS=1-1323
806	OG0000806	YCL038C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.79-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.79&CDS=1-1911
807	OG0000807	YCL039W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.105-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.105&CDS=1-1875
808	OG0000808	YCL043C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.80-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.80&CDS=1-1560
809	OG0000809	YCL045C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-8.16-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-8.16&CDS=1-2802
810	OG0000810	YCL047C	genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-2.97-mRNA-1_1&gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-2.97&CDS=1-864
811	OG0000811	YCL052C	augustus_masked-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-2.63&CDS=1-1677
812	OG0000812	YCL054W	genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-2.94&CDS=1-2541
813	OG0000813	YCL055W	genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-2.83-mRNA-1_1&gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-2.83&CDS=1-1254
814	OG0000814	YCL057C-A	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.26-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.26&CDS=1-243
815	OG0000815	YCL057W	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.24-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.24&CDS=1-2235
816	OG0000816	YCL059C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.10-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.10&CDS=1-1068
817	OG0000817	YCL061C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.9-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.9&CDS=1-4017
818	OG0000818	YCR002C	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-6.25-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-6.25&CDS=1-1008
819	OG0000819	YCR003W	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-6.52-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-6.52&CDS=1-573
820	OG0000820	YCR008W	genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.141&CDS=1-2127
821	OG0000821	YCR009C	maker-NODE_25_length_257974_cov_11.421_ID_49-augustus-gene-1.68-mRNA-1_1&gene=maker-NODE_25_length_257974_cov_11.421_ID_49-augustus-gene-1.68&CDS=1-804
822	OG0000822	YCR011C	genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.9&CDS=1-3282
823	OG0000823	YCR012W	genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.27&CDS=1-1245
824	OG0000824	YCR014C	genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.29&CDS=1-1782
825	OG0000825	YCR015C	augustus_masked-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.77&CDS=1-876
826	OG0000826	YCR016W	genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.50&CDS=1-1203
827	OG0000827	YCR017C	genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.48&CDS=1-2946
828	OG0000828	YCR019W	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-5.26-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-5.26&CDS=1-1086
829	OG0000829	YCR020C	genemark-NODE_36_length_89125_cov_17.9037_ID_71-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_36_length_89125_cov_17.9037_ID_71-processed-gene-0.35&CDS=1-705
830	OG0000830	YCR024C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.114-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.114&CDS=1-1536
831	OG0000831	YCR028C-A	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-4.68-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-4.68&CDS=1-405
832	OG0000832	YCR030C	snap_masked-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-4.98&CDS=1-2592
833	OG0000833	YCR032W	genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-1.79&CDS=1-6924
834	OG0000834	YCR033W	genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-1.77&CDS=1-5319
835	OG0000835	YCR035C	genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-1.89&CDS=1-1095
836	OG0000836	YCR036W	genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.79&CDS=1-1005
837	OG0000837	YCR042C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.81-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.81&CDS=1-4812
