	OrthologID	Ashbya_aceri	Saccharomyces_cerevisiae
1178	OG0001178	genemark-CP006022.1-processed-gene-4.153-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.153&CDS=1-1197	YOR303W
1179	OG0001179	genemark-CP006022.1-processed-gene-4.154-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.154&CDS=1-1266	YOR301W
1180	OG0001180	genemark-CP006022.1-processed-gene-4.157-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.157&CDS=1-1716	YIL162W
1181	OG0001181	maker-CP006022.1-augustus-gene-4.53-mRNA-1_1&gene=maker-CP006022.1-augustus-gene-4.53&CDS=1-1689	YMR235C
1182	OG0001182	snap_masked-CP006022.1-processed-gene-4.105-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-4.105&CDS=1-1377	YOR298W
1183	OG0001183	genemark-CP006022.1-processed-gene-4.135-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.135&CDS=1-540	YOR297C
1184	OG0001184	genemark-CP006022.1-processed-gene-4.136-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.136&CDS=1-1371	YFL026W
1185	OG0001185	augustus_masked-CP006022.1-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-4.41&CDS=1-3054	YFL025C
1186	OG0001186	genemark-CP006022.1-processed-gene-4.161-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.161&CDS=1-2241	YFL024C
1187	OG0001187	genemark-CP006022.1-processed-gene-4.162-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.162&CDS=1-1497	YFL022C
1188	OG0001188	snap_masked-CP006022.1-processed-gene-4.109-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-4.109&CDS=1-591	YLR052W
1189	OG0001189	genemark-CP006022.1-processed-gene-4.140-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.140&CDS=1-600	YLR051C
1190	OG0001190	genemark-CP006022.1-processed-gene-4.164-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.164&CDS=1-1461	YFL018C
1191	OG0001191	augustus_masked-CP006022.1-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-4.22&CDS=1-216	YFL017W-A
1192	OG0001192	genemark-CP006022.1-processed-gene-4.165-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.165&CDS=1-513	YFL017C
1193	OG0001193	genemark-CP006022.1-processed-gene-4.167-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.167&CDS=1-501	YLR050C
1194	OG0001194	genemark-CP006022.1-processed-gene-4.168-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.168&CDS=1-1425	YFL016C
1195	OG0001195	genemark-CP006022.1-processed-gene-4.169-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.169&CDS=1-939	YGR007W
1196	OG0001196	genemark-CP006022.1-processed-gene-4.170-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.170&CDS=1-528	YGR006W
1197	OG0001197	augustus_masked-CP006022.1-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-4.24&CDS=1-1446	YGR005C
1198	OG0001198	genemark-CP006022.1-processed-gene-4.171-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.171&CDS=1-1521	YLR324W
1199	OG0001199	genemark-CP006022.1-processed-gene-4.145-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.145&CDS=1-801	YLR323C
1200	OG0001200	augustus_masked-CP006022.1-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-5.7&CDS=1-2181	YGR003W
1201	OG0001201	genemark-CP006022.1-processed-gene-5.51-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.51&CDS=1-1476	YGR002C
1202	OG0001202	augustus_masked-CP006022.1-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-5.8&CDS=1-4014	YLR320W
1203	OG0001203	genemark-CP006022.1-processed-gene-5.52-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.52&CDS=1-2040	YLR319C
1204	OG0001204	augustus_masked-CP006022.1-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-5.9&CDS=1-2400	YLR318W
1205	OG0001205	genemark-CP006022.1-processed-gene-5.56-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.56&CDS=1-972	YLR316C
1206	OG0001206	genemark-CP006022.1-processed-gene-5.81-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.81&CDS=1-2205	YGL022W
1207	OG0001207	augustus_masked-CP006022.1-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-5.11&CDS=1-1923	YGL023C
1208	OG0001208	genemark-CP006022.1-processed-gene-5.59-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.59&CDS=1-993	YGL025C
1209	OG0001209	genemark-CP006022.1-processed-gene-5.60-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.60&CDS=1-2121	YGL026C
1210	OG0001210	snap_masked-CP006022.1-processed-gene-5.115-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-5.115&CDS=1-2622	YBL014C
1211	OG0001211	genemark-CP006022.1-processed-gene-5.62-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.62&CDS=1-2430	YGL027C
1212	OG0001212	genemark-CP006022.1-processed-gene-5.85-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.85&CDS=1-345	YGL029W
1213	OG0001213	augustus_masked-CP006022.1-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-5.15&CDS=1-2553	YGR150C
1214	OG0001214	maker-CP006022.1-augustus-gene-5.4-mRNA-1_1&gene=maker-CP006022.1-augustus-gene-5.4&CDS=1-1605	YGR149W
1215	OG0001215	genemark-CP006022.1-processed-gene-5.65-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.65&CDS=1-531	YGR147C
1216	OG0001216	snap_masked-CP006022.1-processed-gene-5.144-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-5.144&CDS=1-2619	YGL033W
1217	OG0001217	augustus_masked-CP006022.1-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-5.40&CDS=1-3639	YGR145W
1218	OG0001218	augustus_masked-CP006022.1-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-5.41&CDS=1-2601	YGL036W
1219	OG0001219	genemark-CP006022.1-processed-gene-5.69-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.69&CDS=1-342	YPR166C
1220	OG0001220	genemark-CP006022.1-processed-gene-5.70-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.70&CDS=1-1668	YMR283C
1221	OG0001221	augustus_masked-CP006022.1-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-5.43&CDS=1-894	YML119W
1222	OG0001222	augustus_masked-CP006022.1-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-5.44&CDS=1-2772	YMR287C
1223	OG0001223	genemark-CP006022.1-processed-gene-5.71-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.71&CDS=1-1557	YML120C
1224	OG0001224	genemark-CP006022.1-processed-gene-5.97-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.97&CDS=1-897	YML121W
1225	OG0001225	snap_masked-CP006022.1-processed-gene-5.127-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-5.127&CDS=1-573	YHR189W
1226	OG0001226	genemark-CP006022.1-processed-gene-5.73-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.73&CDS=1-1323	YHR190W
1227	OG0001227	genemark-CP006022.1-processed-gene-5.75-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.75&CDS=1-1689	YML123C
1228	OG0001228	augustus_masked-CP006022.1-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-5.27&CDS=1-1341	YML085C
1229	OG0001229	genemark-CP006022.1-processed-gene-5.77-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.77&CDS=1-1596	YML086C
1230	OG0001230	genemark-CP006022.1-processed-gene-5.78-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.78&CDS=1-930	YML125C
1231	OG0001231	augustus_masked-CP006022.1-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-5.46&CDS=1-1914	YML088W
1232	OG0001232	genemark-CP006022.1-processed-gene-5.101-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.101&CDS=1-1164	YJR075W
1233	OG0001233	genemark-CP006022.1-processed-gene-5.102-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.102&CDS=1-582	YJR074W
1234	OG0001234	genemark-CP006022.1-processed-gene-6.57-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.57&CDS=1-3039	YKL210W
1235	OG0001235	genemark-CP006022.1-processed-gene-6.62-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.62&CDS=1-3846	YKL209C
1236	OG0001236	genemark-CP006022.1-processed-gene-6.58-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.58&CDS=1-633	YJR073C
1237	OG0001237	augustus_masked-CP006022.1-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-6.8&CDS=1-3636	YJR072C
1238	OG0001238	snap_masked-CP006022.1-processed-gene-6.148-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-6.148&CDS=1-822	YKL206C
1239	OG0001239	genemark-CP006022.1-processed-gene-6.63-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.63&CDS=1-966	YJR070C
1240	OG0001240	maker-CP006022.1-augustus-gene-6.2-mRNA-1_1&gene=maker-CP006022.1-augustus-gene-6.2&CDS=1-3753	YKL205W
1241	OG0001241	genemark-CP006022.1-processed-gene-6.90-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.90&CDS=1-1050	YJR068W
1242	OG0001242	genemark-CP006022.1-processed-gene-6.67-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.67&CDS=1-432	YJR067C
1243	OG0001243	genemark-CP006022.1-processed-gene-6.91-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.91&CDS=1-7380	YKL203C
1244	OG0001244	genemark-CP006022.1-processed-gene-6.68-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.68&CDS=1-1365	YJR065C
1245	OG0001245	genemark-CP006022.1-processed-gene-6.92-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.92&CDS=1-1677	YJR064W
1246	OG0001246	genemark-CP006022.1-processed-gene-6.93-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.93&CDS=1-375	YJR063W
1247	OG0001247	genemark-CP006022.1-processed-gene-6.70-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.70&CDS=1-1248	YJR062C
1248	OG0001248	genemark-CP006022.1-processed-gene-6.94-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.94&CDS=1-819	YJR060W
1249	OG0001249	genemark-CP006022.1-processed-gene-6.72-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.72&CDS=1-2085	YHR011W
1250	OG0001250	genemark-CP006022.1-processed-gene-6.96-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.96&CDS=1-666	YHR013C
1251	OG0001251	genemark-CP006022.1-processed-gene-6.73-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.73&CDS=1-711	YDR472W
1252	OG0001252	genemark-CP006022.1-processed-gene-6.97-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.97&CDS=1-732	YDR405W
1253	OG0001253	genemark-CP006022.1-processed-gene-6.75-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.75&CDS=1-3666	YOR151C
1254	OG0001254	genemark-CP006022.1-processed-gene-6.98-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.98&CDS=1-468	YOR150W
1255	OG0001255	genemark-CP006022.1-processed-gene-6.76-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.76&CDS=1-513	YDR404C
1256	OG0001256	genemark-CP006022.1-processed-gene-6.99-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.99&CDS=1-1596	YDR403W
1257	OG0001257	genemark-CP006022.1-processed-gene-6.77-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.77&CDS=1-1482	YDR402C
1258	OG0001258	genemark-CP006022.1-processed-gene-6.100-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.100&CDS=1-1011	YDR400W
1259	OG0001259	genemark-CP006022.1-processed-gene-6.101-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.101&CDS=1-645	YDR399W
1260	OG0001260	genemark-CP006022.1-processed-gene-6.102-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.102&CDS=1-1818	YDR398W
1261	OG0001261	augustus_masked-CP006022.1-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-6.26&CDS=1-447	YDR397C
1262	OG0001262	genemark-CP006022.1-processed-gene-6.103-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.103&CDS=1-2847	YDR395W
1263	OG0001263	genemark-CP006022.1-processed-gene-6.79-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.79&CDS=1-1494	YOR149C
1264	OG0001264	maker-CP006022.1-augustus-gene-6.5-mRNA-1_1&gene=maker-CP006022.1-augustus-gene-6.5&CDS=1-2643	YDR394W
1265	OG0001265	genemark-CP006022.1-processed-gene-6.80-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.80&CDS=1-621	YOR148C
1266	OG0001266	genemark-CP006022.1-processed-gene-6.106-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.106&CDS=1-1734	YOR147W
1267	OG0001267	genemark-CP006022.1-processed-gene-6.81-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.81&CDS=1-801	YOR145C
1268	OG0001268	snap_masked-CP006022.1-processed-gene-6.141-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-6.141&CDS=1-2358	YOR144C
1269	OG0001269	genemark-CP006022.1-processed-gene-6.107-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.107&CDS=1-987	YDR392W
1270	OG0001270	genemark-CP006022.1-processed-gene-6.83-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.83&CDS=1-1056	YOR143C
1271	OG0001271	snap_masked-CP006022.1-processed-gene-6.167-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-6.167&CDS=1-423	YEL048C
1272	OG0001272	genemark-CP006022.1-processed-gene-6.109-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.109&CDS=1-459	YJR055W
1273	OG0001273	genemark-CP006022.1-processed-gene-6.85-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.85&CDS=1-939	YML050W
1274	OG0001274	genemark-CP006022.1-processed-gene-6.110-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.110&CDS=1-3873	YML049C
1275	OG0001275	genemark-CP006022.1-processed-gene-6.86-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.86&CDS=1-1152	YML048W
1276	OG0001276	snap_masked-CP006022.1-processed-gene-6.170-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-6.170&CDS=1-1089	YJR054W
1277	OG0001277	genemark-CP006022.1-processed-gene-7.107-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.107&CDS=1-1356	YHR009C
1278	OG0001278	snap_masked-CP006022.1-processed-gene-7.52-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-7.52&CDS=1-468	YDR468C
1279	OG0001279	genemark-CP006022.1-processed-gene-7.106-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.106&CDS=1-300	YDR469W
1280	OG0001280	snap_masked-CP006022.1-processed-gene-7.53-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-7.53&CDS=1-1401	YDR470C
1281	OG0001281	genemark-CP006022.1-processed-gene-7.110-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.110&CDS=1-3081	YKL197C
1282	OG0001282	genemark-CP006022.1-processed-gene-7.111-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.111&CDS=1-438	YJR058C
1283	OG0001283	augustus_masked-CP006022.1-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-7.33&CDS=1-639	YJR057W
1284	OG0001284	genemark-CP006022.1-processed-gene-7.112-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.112&CDS=1-897	YML052W
1285	OG0001285	genemark-CP006022.1-processed-gene-7.137-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.137&CDS=1-1146	YEL046C
1286	OG0001286	genemark-CP006022.1-processed-gene-7.113-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.113&CDS=1-387	YEL044W
1287	OG0001287	augustus_masked-CP006022.1-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-7.14&CDS=1-2289	YEL043W
1288	OG0001288	genemark-CP006022.1-processed-gene-7.138-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.138&CDS=1-720	YJR050W
1289	OG0001289	genemark-CP006022.1-processed-gene-7.115-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.115&CDS=1-1455	YEL042W
1290	OG0001290	genemark-CP006022.1-processed-gene-7.116-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.116&CDS=1-1548	YJR049C
1291	OG0001291	genemark-CP006022.1-processed-gene-7.117-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.117&CDS=1-675	YEL038W
1292	OG0001292	genemark-CP006022.1-processed-gene-7.140-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.140&CDS=1-1260	YEL037C
1293	OG0001293	genemark-CP006022.1-processed-gene-7.119-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.119&CDS=1-6384	YEL031W
1294	OG0001294	augustus_masked-CP006022.1-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-7.40&CDS=1-1644	YJR046W
1295	OG0001295	augustus_masked-CP006022.1-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-7.20&CDS=1-579	YNL282W
1296	OG0001296	genemark-CP006022.1-processed-gene-7.123-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.123&CDS=1-441	YNL281W
1297	OG0001297	genemark-CP006022.1-processed-gene-7.145-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.145&CDS=1-1314	YNL280C
1298	OG0001298	augustus_masked-CP006022.1-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-7.44&CDS=1-987	YOL104C
1299	OG0001299	augustus_masked-CP006022.1-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-7.22&CDS=1-879	YDR498C
1300	OG0001300	genemark-CP006022.1-processed-gene-7.126-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.126&CDS=1-1944	YDR496C
1301	OG0001301	augustus_masked-CP006022.1-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-7.25&CDS=1-2742	YDR495C
1302	OG0001302	genemark-CP006022.1-processed-gene-7.152-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.152&CDS=1-3081	YOL098C
1303	OG0001303	genemark-CP006022.1-processed-gene-7.153-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.153&CDS=1-798	YDR489W
1304	OG0001304	snap_masked-CP006022.1-processed-gene-7.73-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-7.73&CDS=1-1896	YDR488C
1305	OG0001305	genemark-CP006022.1-processed-gene-7.130-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.130&CDS=1-951	YOR311C
1306	OG0001306	genemark-CP006022.1-processed-gene-7.131-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.131&CDS=1-1560	YOR310C
1307	OG0001307	augustus_masked-CP006022.1-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-7.30&CDS=1-1689	YOR308C
1308	OG0001308	snap_masked-CP006022.1-processed-gene-7.99-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-7.99&CDS=1-891	YGR142W
1309	OG0001309	snap_masked-CP006022.1-processed-gene-7.100-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-7.100&CDS=1-1338	YGR141W
1310	OG0001310	augustus_masked-CP006022.1-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-7.49&CDS=1-2196	YGR140W
1311	OG0001311	genemark-CP006022.1-processed-gene-7.134-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.134&CDS=1-1707	YPR155C
1312	OG0001312	genemark-CP006022.1-processed-gene-8.92-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.92&CDS=1-753	YGR135W
1313	OG0001313	snap_masked-CP006022.1-processed-gene-8.47-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-8.47&CDS=1-1002	YPR152C
1314	OG0001314	snap_masked-CP006022.1-processed-gene-8.52-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-8.52&CDS=1-3585	YGR134W
1315	OG0001315	genemark-CP006022.1-processed-gene-8.94-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.94&CDS=1-465	YGR133W
1316	OG0001316	genemark-CP006022.1-processed-gene-8.89-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.89&CDS=1-849	YGR132C
1317	OG0001317	snap_masked-CP006022.1-processed-gene-8.55-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-8.55&CDS=1-1869	YGR130C
1318	OG0001318	snap_masked-CP006022.1-processed-gene-8.56-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-8.56&CDS=1-1266	YPR148C
1319	OG0001319	genemark-CP006022.1-processed-gene-8.111-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.111&CDS=1-573	YGR129W
1320	OG0001320	genemark-CP006022.1-processed-gene-8.98-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.98&CDS=1-1947	YGR128C
1321	OG0001321	snap_masked-CP006022.1-processed-gene-8.58-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-8.58&CDS=1-957	YPR147C
1322	OG0001322	snap_masked-CP006022.1-processed-gene-8.68-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-8.68&CDS=1-630	YGR127W
1323	OG0001323	genemark-CP006022.1-processed-gene-8.113-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.113&CDS=1-3045	YGR125W
1324	OG0001324	genemark-CP006022.1-processed-gene-8.114-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.114&CDS=1-1713	YGR124W
1325	OG0001325	genemark-CP006022.1-processed-gene-8.115-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.115&CDS=1-1209	YIL160C
1326	OG0001326	genemark-CP006022.1-processed-gene-8.101-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.101&CDS=1-915	YKR100C
1327	OG0001327	genemark-CP006022.1-processed-gene-8.116-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.116&CDS=1-555	YIL157C
1328	OG0001328	genemark-CP006022.1-processed-gene-8.102-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.102&CDS=1-219	YIL156W-B
1329	OG0001329	genemark-CP006022.1-processed-gene-8.117-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.117&CDS=1-2229	YKR099W
1330	OG0001330	maker-CP006022.1-augustus-gene-8.2-mRNA-1_1&gene=maker-CP006022.1-augustus-gene-8.2&CDS=1-3111	YIL156W
1331	OG0001331	genemark-CP006022.1-processed-gene-8.118-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.118&CDS=1-1893	YIL155C
1332	OG0001332	snap_masked-CP006022.1-processed-gene-8.75-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-8.75&CDS=1-1020	YIL154C
1333	OG0001333	genemark-CP006022.1-processed-gene-8.104-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.104&CDS=1-1095	YIL153W
1334	OG0001334	genemark-CP006022.1-processed-gene-8.120-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.120&CDS=1-1623	YKR097W
1335	OG0001335	genemark-CP006022.1-processed-gene-8.121-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.121&CDS=1-3630	YKR096W
1336	OG0001336	genemark-CP006022.1-processed-gene-8.122-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.122&CDS=1-243	YKR095W-A
1337	OG0001337	augustus_masked-CP006022.1-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-8.37&CDS=1-1494	YIL150C
1338	OG0001338	snap_masked-CP006022.1-processed-gene-8.79-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-8.79&CDS=1-5289	YKR095W
1339	OG0001339	maker-CP006022.1-augustus-gene-8.4-mRNA-1_1&gene=maker-CP006022.1-augustus-gene-8.4&CDS=1-4656	YIL147C
1340	OG0001340	genemark-CP006022.1-processed-gene-8.127-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.127&CDS=1-921	YIL145C
1341	OG0001341	genemark-CP006022.1-processed-gene-8.108-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-8.108&CDS=1-1983	YIL144W
1342	OG0001342	augustus_masked-CP006022.1-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-8.41&CDS=1-2490	YIL143C
1343	OG0001343	augustus_masked-CP006022.1-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-8.24&CDS=1-1644	YHL036W
1344	OG0001344	augustus_masked-CP006022.1-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-8.43&CDS=1-4878	YLL048C
1345	OG0001345	augustus_masked-CP006022.1-processed-gene-8.44-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-8.44&CDS=1-858	YHL034C
