	OrthologID	Candida_arabinofermentans	Saccharomyces_cerevisiae
332	OG0000332	augustus_masked-scaffold_16-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-0.111&CDS=1-8706	YBR140C, YOL081W
333	OG0000333	augustus_masked-scaffold_16-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-1.1&CDS=1-2487	YNL298W, YOL113W
334	OG0000334	augustus_masked-scaffold_16-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-1.3&CDS=1-6483, maker-scaffold_4-snap-gene-9.70-mRNA-1_1&gene=maker-scaffold_4-snap-gene-9.70&CDS=1-6525	YGR217W
335	OG0000335	augustus_masked-scaffold_16-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-1.50&CDS=1-1200, maker-scaffold_4-snap-gene-3.121-mRNA-1_1&gene=maker-scaffold_4-snap-gene-3.121&CDS=1-1905	YDL237W
336	OG0000336	augustus_masked-scaffold_16-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-1.20&CDS=1-2172	YIL105C, YNL047C
337	OG0000337	augustus_masked-scaffold_16-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-1.67&CDS=1-1527	YJL137C, YKR058W
338	OG0000338	augustus_masked-scaffold_16-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-1.31&CDS=1-450	YDR450W, YML026C
339	OG0000339	augustus_masked-scaffold_16-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-1.72&CDS=1-1758	YDR451C, YML027W
340	OG0000340	augustus_masked-scaffold_16-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-1.36&CDS=1-405	YDR447C, YML024W
341	OG0000341	maker-scaffold_16-augustus-gene-1.196-mRNA-1_1&gene=maker-scaffold_16-augustus-gene-1.196&CDS=1-1338	YHR001W, YKR003W
342	OG0000342	augustus_masked-scaffold_17-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-0.77&CDS=1-1464	YEL047C, YJR051W
343	OG0000343	augustus_masked-scaffold_17-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-0.92&CDS=1-786	YDR098C, YER174C
344	OG0000344	augustus_masked-scaffold_17-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-1.90&CDS=1-3720	YJL076W, YKR010C
345	OG0000345	augustus_masked-scaffold_17-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-1.92&CDS=1-465	YGL031C, YGR148C
346	OG0000346	augustus_masked-scaffold_17-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-1.104&CDS=1-2214	YDR264C, YOR034C
347	OG0000347	augustus_masked-scaffold_17-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-1.105&CDS=1-1425, augustus_masked-scaffold_7-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.38&CDS=1-1419	YGL202W
348	OG0000348	augustus_masked-scaffold_17-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-1.117&CDS=1-1923	YDR213W, YLR228C
349	OG0000349	augustus_masked-scaffold_18-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.86&CDS=1-1494	YMR177W, YPL224C
350	OG0000350	genemark-scaffold_18-processed-gene-0.53-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.53&CDS=1-2103	YER064C, YIL056W
351	OG0000351	augustus_masked-scaffold_18-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.99&CDS=1-1536	YCL036W, YDR514C
352	OG0000352	augustus_masked-scaffold_18-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.7&CDS=1-3954	YIR033W, YKL020C
353	OG0000353	genemark-scaffold_19-processed-gene-1.32-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-1.32&CDS=1-678, genemark-scaffold_4-processed-gene-6.84-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.84&CDS=1-720	YDR054C
354	OG0000354	genemark-scaffold_19-processed-gene-1.59-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-1.59&CDS=1-2241	YGR241C, YHR161C
355	OG0000355	augustus_masked-scaffold_2-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.123&CDS=1-1197	YHR208W, YJR148W
356	OG0000356	augustus_masked-scaffold_2-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.13&CDS=1-2346	YKL121W, YMR102C
357	OG0000357	genemark-scaffold_4-processed-gene-2.96-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.96&CDS=1-1503, maker-scaffold_2-augustus-gene-1.108-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-1.108&CDS=1-3060	YNL239W
358	OG0000358	augustus_masked-scaffold_4-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-8.98&CDS=1-1464, maker-scaffold_2-augustus-gene-1.111-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-1.111&CDS=1-1449	YGL253W
359	OG0000359	genemark-scaffold_2-processed-gene-2.89-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.89&CDS=1-471	YEL034W, YJR047C
360	OG0000360	maker-scaffold_2-augustus-gene-3.33-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.33&CDS=1-786	YHR203C, YJR145C
361	OG0000361	augustus_masked-scaffold_2-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.34&CDS=1-1374, genemark-scaffold_2-processed-gene-3.58-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.58&CDS=1-1212	YOR197W
362	OG0000362	augustus_masked-scaffold_2-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.35&CDS=1-288	YGR008C, YLR327C
363	OG0000363	augustus_masked-scaffold_26-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.144&CDS=1-1605, genemark-scaffold_2-processed-gene-5.69-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.69&CDS=1-1548	YMR221C
364	OG0000364	augustus_masked-scaffold_2-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.26&CDS=1-759	YMR222C, YOR280C
365	OG0000365	augustus_masked-scaffold_2-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.32&CDS=1-747	YGR248W, YHR163W
366	OG0000366	augustus_masked-scaffold_2-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.54&CDS=1-4953, genemark-scaffold_4-processed-gene-6.88-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.88&CDS=1-4263	YER166W
367	OG0000367	augustus_masked-scaffold_2-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.64&CDS=1-507	YGR131W, YPR149W
368	OG0000368	augustus_masked-scaffold_2-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.70&CDS=1-1479	YPR013C, YPR015C
369	OG0000369	augustus_masked-scaffold_2-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.62&CDS=1-1644, augustus_masked-scaffold_29-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.69&CDS=1-1620	YOR161C
370	OG0000370	augustus_masked-scaffold_2-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.66&CDS=1-2640, augustus_masked-scaffold_5-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.98&CDS=1-2448	YOR270C
371	OG0000371	augustus_masked-scaffold_2-processed-gene-8.50-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.50&CDS=1-2622	YKL072W, YMR053C
372	OG0000372	augustus_masked-scaffold_2-processed-gene-10.88-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.88&CDS=1-1236	YDL175C, YIL079C
373	OG0000373	augustus_masked-scaffold_2-processed-gene-10.102-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.102&CDS=1-4758	YDR272W, YOR040W
374	OG0000374	augustus_masked-scaffold_2-processed-gene-10.96-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.96&CDS=1-2076	YHR131C, YNL144C
375	OG0000375	augustus_masked-scaffold_2-processed-gene-11.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.41&CDS=1-2487	YBR001C, YDR001C
376	OG0000376	augustus_masked-scaffold_2-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.21&CDS=1-1326	YDR277C, YOR047C
377	OG0000377	maker-scaffold_2-snap-gene-11.121-mRNA-1_1&gene=maker-scaffold_2-snap-gene-11.121&CDS=1-1569	YBR183W, YPL087W
378	OG0000378	augustus_masked-scaffold_2-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.14&CDS=1-843, genemark-scaffold_4-processed-gene-7.109-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.109&CDS=1-774	YKL040C
379	OG0000379	augustus_masked-scaffold_2-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.20&CDS=1-669	YER031C, YGL210W
380	OG0000380	augustus_masked-scaffold_20-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.40&CDS=1-1167	YBR042C, YDR018C
381	OG0000381	augustus_masked-scaffold_20-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.41&CDS=1-957	YJL079C, YKR013W
382	OG0000382	maker-scaffold_20-snap-gene-0.158-mRNA-1_1&gene=maker-scaffold_20-snap-gene-0.158&CDS=1-4746	YBR024W, YBR037C
383	OG0000383	augustus_masked-scaffold_20-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.28&CDS=1-381	YGR034W, YLR344W
384	OG0000384	augustus_masked-scaffold_20-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.68&CDS=1-1284	YDR151C, YLR136C
385	OG0000385	augustus_masked-scaffold_21-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scaffold_21-processed-gene-0.43&CDS=1-696, augustus_masked-scaffold_24-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scaffold_24-processed-gene-0.86&CDS=1-672	YJL055W
386	OG0000386	maker-scaffold_21-augustus-gene-0.141-mRNA-1_1&gene=maker-scaffold_21-augustus-gene-0.141&CDS=1-2088	YGR141W, YPR157W
387	OG0000387	augustus_masked-scaffold_22-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scaffold_22-processed-gene-0.67&CDS=1-462	YIL111W, YNL052W
388	OG0000388	maker-scaffold_22-snap-gene-0.122-mRNA-1_1&gene=maker-scaffold_22-snap-gene-0.122&CDS=1-2472	YJL112W, YKR036C
389	OG0000389	genemark-scaffold_23-processed-gene-0.74-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.74&CDS=1-2838	YDR251W, YPL032C
390	OG0000390	augustus_masked-scaffold_23-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scaffold_23-processed-gene-0.18&CDS=1-2691, augustus_masked-scaffold_4-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.2&CDS=1-2694	YGL008C
391	OG0000391	augustus_masked-scaffold_23-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scaffold_23-processed-gene-0.19&CDS=1-1641	YBR273C, YJL048C
392	OG0000392	augustus_masked-scaffold_24-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scaffold_24-processed-gene-0.88&CDS=1-1062, augustus_masked-scaffold_4-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.129&CDS=1-1068	YNL141W
393	OG0000393	augustus_masked-scaffold_24-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-scaffold_24-processed-gene-0.127&CDS=1-516	YGR085C, YPR102C
394	OG0000394	augustus_masked-scaffold_24-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-scaffold_24-processed-gene-0.137&CDS=1-570, augustus_masked-scaffold_3-processed-gene-9.189-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.189&CDS=1-639	YIR001C
395	OG0000395	augustus_masked-scaffold_25-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scaffold_25-processed-gene-0.70&CDS=1-435	YGR118W, YPR132W
396	OG0000396	augustus_masked-scaffold_26-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.123&CDS=1-3999	YLL016W, YLR310C
397	OG0000397	augustus_masked-scaffold_26-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.147&CDS=1-2424	YDR475C, YOR019W
398	OG0000398	augustus_masked-scaffold_26-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.130&CDS=1-1926	YGR138C, YPR156C
399	OG0000399	genemark-scaffold_27-processed-gene-0.118-mRNA-1_1&gene=genemark-scaffold_27-processed-gene-0.118&CDS=1-1866	YDR107C, YLR083C
400	OG0000400	augustus_masked-scaffold_9-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.114&CDS=1-1707, maker-scaffold_27-augustus-gene-0.84-mRNA-1_1&gene=maker-scaffold_27-augustus-gene-0.84&CDS=1-2841	YNR055C
401	OG0000401	augustus_masked-scaffold_27-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.76&CDS=1-966	YDR368W, YOR120W
402	OG0000402	augustus_masked-scaffold_27-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.58&CDS=1-999, maker-scaffold_27-augustus-gene-0.86-mRNA-1_1&gene=maker-scaffold_27-augustus-gene-0.86&CDS=1-963	YLR354C
403	OG0000403	snap_masked-scaffold_27-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scaffold_27-processed-gene-0.20&CDS=1-6093	YIL149C, YKR095W
404	OG0000404	augustus_masked-scaffold_28-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.25&CDS=1-1239, augustus_masked-scaffold_4-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.25&CDS=1-1248	YKL004W
405	OG0000405	augustus_masked-scaffold_29-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.59&CDS=1-1575	YER045C, YIL036W
406	OG0000406	snap_masked-scaffold_29-processed-gene-0.99-mRNA-1_1&gene=snap_masked-scaffold_29-processed-gene-0.99&CDS=1-2859	YBR172C, YPL105C
407	OG0000407	augustus_masked-scaffold_29-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.70&CDS=1-1722	YBR021W, YIR028W
408	OG0000408	augustus_masked-scaffold_3-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.114&CDS=1-2109	YDR389W, YOR134W
409	OG0000409	augustus_masked-scaffold_3-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.4&CDS=1-936	YKL132C, YMR113W
410	OG0000410	augustus_masked-scaffold_3-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.4&CDS=1-561	YOR226C, YPL135W
411	OG0000411	augustus_masked-scaffold_3-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.5&CDS=1-1056	YDL246C, YJR159W
412	OG0000412	genemark-scaffold_3-processed-gene-2.68-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.68&CDS=1-999	YCR073W-A, YNR034W
413	OG0000413	genemark-scaffold_3-processed-gene-2.79-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.79&CDS=1-1401	YGR010W, YLR328W
414	OG0000414	augustus_masked-scaffold_3-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.92&CDS=1-540	YLR456W, YPR172W
415	OG0000415	genemark-scaffold_3-processed-gene-3.59-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.59&CDS=1-1593	YDR438W, YML018C
416	OG0000416	augustus_masked-scaffold_3-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.111&CDS=1-426	YCR031C, YJL191W
417	OG0000417	augustus_masked-scaffold_3-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.101&CDS=1-1677, genemark-scaffold_3-processed-gene-7.16-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.16&CDS=1-1716	YDR497C
418	OG0000418	augustus_masked-scaffold_3-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.117&CDS=1-1500	YOR231W, YPL140C
419	OG0000419	augustus_masked-scaffold_3-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.3&CDS=1-4800, augustus_masked-scaffold_3-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.0&CDS=1-1842	YNL125C
420	OG0000420	augustus_masked-scaffold_3-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.1&CDS=1-4755	YCR073C, YNR031C
421	OG0000421	augustus_masked-scaffold_3-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.22&CDS=1-1260	YOR237W, YPL145C
422	OG0000422	genemark-scaffold_3-processed-gene-5.52-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.52&CDS=1-1923	YDR247W, YPL026C
423	OG0000423	augustus_masked-scaffold_3-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.19&CDS=1-330	YEL039C, YJR048W
424	OG0000424	augustus_masked-scaffold_3-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.20&CDS=1-831, augustus_masked-scaffold_3-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.21&CDS=1-855	YER023W
425	OG0000425	augustus_masked-scaffold_3-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.18&CDS=1-1737, augustus_masked-scaffold_4-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.124&CDS=1-1794	YOR108W
426	OG0000426	augustus_masked-scaffold_3-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.36&CDS=1-1593, augustus_masked-scaffold_3-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.76&CDS=1-606	YJL127C
427	OG0000427	augustus_masked-scaffold_3-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.54&CDS=1-2889	YML109W, YMR273C
428	OG0000428	augustus_masked-scaffold_3-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.59&CDS=1-3267	YEL006W, YIL006W
429	OG0000429	augustus_masked-scaffold_3-processed-gene-8.45-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.45&CDS=1-1035, genemark-scaffold_5-processed-gene-7.48-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.48&CDS=1-1056	YDL144C
430	OG0000430	augustus_masked-scaffold_3-processed-gene-9.192-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.192&CDS=1-660	YML106W, YMR271C
431	OG0000431	maker-scaffold_3-snap-gene-9.5-mRNA-1_1&gene=maker-scaffold_3-snap-gene-9.5&CDS=1-1785	YGR009C, YMR017W
432	OG0000432	augustus_masked-scaffold_4-processed-gene-9.164-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-9.164&CDS=1-2157, genemark-scaffold_30-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_30-processed-gene-0.13&CDS=1-921	YBR094W
433	OG0000433	augustus_masked-scaffold_31-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scaffold_31-processed-gene-0.68&CDS=1-267	YER019C-A, YER087C-B
434	OG0000434	augustus_masked-scaffold_32-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scaffold_32-processed-gene-0.12&CDS=1-894	YHR133C, YNL156C
435	OG0000435	augustus_masked-scaffold_32-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scaffold_32-processed-gene-0.28&CDS=1-1170	YHR132W-A, YNL157W
436	OG0000436	augustus_masked-scaffold_33-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scaffold_33-processed-gene-0.95&CDS=1-585	YDR453C, YML028W
437	OG0000437	genemark-scaffold_34-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_34-processed-gene-0.14&CDS=1-5787	YEL022W, YJR031C
438	OG0000438	augustus_masked-scaffold_34-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scaffold_34-processed-gene-0.30&CDS=1-1005	YGR192C, YJR009C
439	OG0000439	augustus_masked-scaffold_37-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scaffold_37-processed-gene-0.22&CDS=1-3549	YBL101C, YPR030W
440	OG0000440	augustus_masked-scaffold_37-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scaffold_37-processed-gene-0.19&CDS=1-1794, augustus_masked-scaffold_4-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.18&CDS=1-1665	YIL166C
441	OG0000441	augustus_masked-scaffold_38-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scaffold_38-processed-gene-0.10&CDS=1-1320	YLL012W, YLR020C
442	OG0000442	augustus_masked-scaffold_4-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.54&CDS=1-2595	YFL004W, YPL019C
443	OG0000443	snap_masked-scaffold_4-processed-gene-3.103-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.103&CDS=1-2319	YJL082W, YKR018C
444	OG0000444	augustus_masked-scaffold_4-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.32&CDS=1-924	YBR104W, YPR058W
445	OG0000445	maker-scaffold_4-snap-gene-3.119-mRNA-1_1&gene=maker-scaffold_4-snap-gene-3.119&CDS=1-2688	YBR031W, YDR012W
446	OG0000446	genemark-scaffold_4-processed-gene-4.45-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.45&CDS=1-3231	YML100W, YMR261C
447	OG0000447	augustus_masked-scaffold_4-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.14&CDS=1-3252	YLR450W, YML075C
448	OG0000448	augustus_masked-scaffold_4-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.8&CDS=1-516	YKL141W, YMR118C
449	OG0000449	augustus_masked-scaffold_4-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.28&CDS=1-1704	YJR130C, YML082W
450	OG0000450	augustus_masked-scaffold_4-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.15&CDS=1-264	YBR089C-A, YPR052C
451	OG0000451	maker-scaffold_4-snap-gene-5.88-mRNA-1_1&gene=maker-scaffold_4-snap-gene-5.88&CDS=1-2034	YJL134W, YKR053C
452	OG0000452	maker-scaffold_4-snap-gene-5.96-mRNA-1_1&gene=maker-scaffold_4-snap-gene-5.96&CDS=1-1164	YDL048C, YLR375W
453	OG0000453	augustus_masked-scaffold_4-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.24&CDS=1-600, augustus_masked-scaffold_4-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.37&CDS=1-771	YDR032C
454	OG0000454	snap_masked-scaffold_4-processed-gene-6.19-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.19&CDS=1-543	YDL137W, YDL192W
455	OG0000455	genemark-scaffold_4-processed-gene-6.75-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.75&CDS=1-360	YDL136W, YDL191W
456	OG0000456	maker-scaffold_4-augustus-gene-7.87-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-7.87&CDS=1-249	YDL130W-A, YDL181W
457	OG0000457	augustus_masked-scaffold_4-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.71&CDS=1-792	YGR214W, YLR048W
458	OG0000458	augustus_masked-scaffold_4-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.82&CDS=1-1308	YLR449W, YML074C
